FID,id,gebied,omschrijving,geldig_van,geldig_tot,aanmaak_dd,mutatie_dd,bron,entiteit,systeem,status,lengte_km,se_anno_cad_data,gdb_geomattr_data,shape
begrenzing.3,3,Feistein,Begrenzing separatiezone Feistein Noorwegen,1978-01-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,IMO Ships' Routeing,begrenzing,Noorwegen,Actief,21.22790362,,,"LINESTRING (614022.5214 6491704.6065, 619179.4693 6512296.5897)"
begrenzing.4,4,Feistein,Begrenzing separatiezone Feistein Noorwegen,1978-01-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,IMO Ships' Routeing,begrenzing,Noorwegen,Actief,21.2279025,,,"LINESTRING (628394.5954999998 6488105.340299999, 633551.5443000002 6508697.3222)"
begrenzing.11,11,Noord Hinder,Begrenzing Sandettie-Noord Hinder westzijde,2008-07-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,IMO Ships' Routeing,begrenzing,Belgie,Actief,40.19749223,,,"LINESTRING (433188.64470000006 5712653.499399999, 460889.6655000001 5741782.3824000005)"
begrenzing.15,15,Dover,-,2008-07-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,IMO Ships' Routeing,begrenzing,Belgie,Actief,26.33279794,,,"LINESTRING (433715.5371000003 5668489.8664, 434878.55370000005 5671051.6448, 444662.35390000045 5692439.457)"
begrenzing.16,16,Dover,-,2008-07-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,IMO Ships' Routeing,begrenzing,Belgie,Actief,18.83088106,,,"LINESTRING (435744.8532999996 5684387.4735, 428519.41810000036 5691156.998, 435140.3041000003 5697148.944599999)"
begrenzing.17,17,Dover,-,2008-07-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,IMO Ships' Routeing,begrenzing,Belgie,Actief,9.11411227,,,"LINESTRING (427626.55399999954 5692022.334100001, 432221.33440000005 5699893.486099999)"
begrenzing.18,18,Sunk Thames Estuary,Precautionary area,2008-07-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,IMO Ships' Routeing,begrenzing,Engeland,Actief,11.63616319,,,"LINESTRING (415045.47809999995 5745257.5219, 415064.7435999997 5745257.4223, 415103.2653999999 5745256.6207, 415141.76209999993 5745255.017999999, 415180.21719999984 5745252.6142, 415218.61429999955 5745249.4114, 415256.9364 5745245.410499999, 415295.16669999994 5745240.6138, 415333.2894000001 5745235.021199999, 415371.28839999996 5745228.6384, 415409.1437999997 5745221.4659, 415446.8437999999 5745213.507200001, 415484.3690999998 5745204.765799999, 415521.7056999998 5745195.246099999, 415558.8340999996 5745184.9516, 415595.7427000003 5745173.8862, 415632.4115000004 5745162.0557, 415668.8262 5745149.465299999, 415704.9718000004 5745136.121200001, 415740.8320000004 5745122.026000001, 415776.3898 5745107.1876, 415811.6328999996 5745091.614399999, 415846.5432000002 5745075.3103, 415881.10840000026 5745058.284, 415915.3110999996 5745040.5417, 415949.1366999997 5745022.0923, 415982.5719999997 5745002.943600001, 416015.60080000013 5744983.103, 416048.2095999997 5744962.5789, 416080.3859000001 5744941.3806, 416112.11319999956 5744919.518999999, 416143.37820000015 5744897.000600001, 416174.1699999999 5744873.837400001, 416204.4709999999 5744850.0395, 416234.27109999955 5744825.615499999, 416263.5571999997 5744800.5757, 416292.31520000007 5744774.934, 416320.53419999965 5744748.698799999, 416348.20040000044 5744721.881999999, 416375.3035000004 5744694.4958, 416401.83189999964 5744666.551200001, 416427.7712000003 5744638.061000001, 416453.11390000023 5744609.0374, 416477.8465 5744579.4932, 416501.9592000004 5744549.440199999, 416525.4411000004 5744518.8925, 416548.28249999974 5744487.8628, 416570.4742999999 5744456.364700001, 416592.00540000014 5744424.411800001, 416612.86649999954 5744392.0177, 416633.0499999998 5744359.195599999, 416652.54640000034 5744325.9627, 416671.34700000007 5744292.3302, 416689.4439000003 5744258.3133000005, 416706.82930000033 5744223.9289, 416723.4946999997 5744189.1898, 416739.43489999976 5744154.1109, 416754.64070000034 5744118.707599999, 416769.10780000035 5744082.9966, 416782.8284999998 5744046.9924, 416795.7982000001 5744010.709799999, 416808.00930000003 5743974.1656, 416819.4565000003 5743937.375600001, 416830.13740000036 5743900.3552, 416840.04559999984 5743863.1205, 416849.17590000015 5743825.6877999995, 416857.5257000001 5743788.072899999, 416865.09240000043 5743750.2926, 416871.87119999994 5743712.3639, 416877.8587999996 5743674.300799999, 416883.0532999998 5743636.122300001, 416887.45320000034 5743597.8445999995, 416891.0541000003 5743559.4826, 416893.8579000002 5743521.055199999, 416895.86099999957 5743482.576400001, 416897.06379999965 5743444.0647, 416897.46499999985 5743405.5364, 416897.06379999965 5743367.008400001, 416895.86099999957 5743328.4967, 416893.8579000002 5743290.0188, 416891.0541000003 5743251.590600001, 416887.45320000034 5743213.228599999, 416883.0532999998 5743174.949999999, 416877.8587999996 5743136.771500001, 416871.87119999994 5743098.7097, 416865.09240000043 5743060.7797, 416857.5257000001 5743023.0002, 416849.1763000004 5742985.385399999, 416840.04559999984 5742947.9527, 416830.13740000036 5742910.718, 416819.4570000004 5742873.6971, 416808.00930000003 5742836.907500001, 416795.7982000001 5742800.362400001, 416782.8289999999 5742764.080800001, 416769.1085999999 5742728.0757, 416754.6412000004 5742692.3642, 416739.43489999976 5742656.962300001, 416723.49509999994 5742621.883400001, 416706.82969999965 5742587.144300001, 416689.4439000003 5742552.758099999, 416671.3474000003 5742518.742900001, 416652.54679999966 5742485.109999999, 416633.05040000007 5742451.876599999, 416612.8669999996 5742419.056299999, 416592.00540000014 5742386.6609000005, 416570.4742999999 5742354.7085, 416548.2829999998 5742323.2104, 416525.4414999997 5742292.1798, 416501.9595999997 5742261.6325, 416477.8474000003 5742231.580399999, 416453.1144000003 5742202.0353, 416427.7720999997 5742173.011700001, 416401.8322999999 5742144.521500001, 416375.3038999997 5742116.5778, 416348.20079999976 5742089.1899, 416320.5345999999 5742062.3739, 416292.31570000015 5742036.138699999, 416263.5576999998 5742010.496200001, 416234.2715999996 5741985.4581, 416204.47190000024 5741961.0337000005, 416174.1704000002 5741937.2348, 416143.37909999955 5741914.0712, 416112.1135999998 5741891.5537, 416080.3864000002 5741869.691199999, 416048.20999999996 5741848.493799999, 416015.6013000002 5741827.9706, 415982.5729 5741808.1296, 415949.1366999997 5741788.980799999, 415915.31149999984 5741770.5309999995, 415881.10929999966 5741752.7883, 415846.5440999996 5741735.762499999, 415811.63329999987 5741719.457900001, 415776.39070000034 5741703.8846, 415740.83249999955 5741689.046700001, 415704.9721999997 5741674.9528, 415668.82749999966 5741661.6074, 415632.41199999955 5741649.016100001, 415595.7430999996 5741637.1865, 415558.83499999996 5741626.1219999995, 415521.70610000007 5741615.8266, 415484.36959999986 5741606.3069, 415446.84470000025 5741597.5655000005, 415409.14470000006 5741589.606799999, 415371.2888000002 5741582.4343, 415333.29030000046 5741576.051100001, 415295.16750000045 5741570.459799999, 415256.93680000026 5741565.6613, 415218.6151999999 5741561.660499999, 415180.2176000001 5741558.4581, 415141.76300000027 5741556.0547, 415103.26669999957 5741554.452, 415064.74399999995 5741553.65, 415026.2134999996 5741553.65, 414987.6917000003 5741554.452, 414949.19489999954 5741556.0547, 414910.73900000006 5741558.4581, 414872.3426999999 5741561.660499999, 414834.02020000014 5741565.6613, 414795.7899000002 5741570.459799999, 414757.66669999994 5741576.051100001, 414719.6690999996 5741582.4343, 414681.8128000004 5741589.606799999, 414644.11369999964 5741597.5655000005, 414606.5870000003 5741606.306500001, 414569.2514000004 5741615.8266, 414532.12200000044 5741626.1216, 414495.2148000002 5741637.1861000005, 414458.54509999976 5741649.015699999, 414422.1294999998 5741661.606899999, 414385.9844000004 5741674.952400001, 414350.125 5741689.046700001, 414314.5650000004 5741703.884199999, 414279.3233000003 5741719.4574, 414244.41170000006 5741735.762, 414209.8481999999 5741752.787799999, 414175.6458999999 5741770.530099999, 414141.8195000002 5741788.9804, 414108.38549999986 5741808.1291000005, 414075.35529999994 5741827.969699999, 414042.74569999985 5741848.4933, 414010.5716000004 5741869.6908, 413978.84389999975 5741891.553300001, 413947.57749999966 5741914.070699999, 413916.7874999996 5741937.2344, 413886.4852 5741961.0331999995, 413856.6854999997 5741985.4572, 413827.39940000046 5742010.4957, 413798.6409 5742036.1383, 413770.42289999966 5742062.373, 413742.75490000006 5742089.1894000005, 413715.6518000001 5742116.577400001, 413689.1255999999 5742144.521, 413663.18450000044 5742173.0108, 413637.8426999999 5742202.0349, 413613.11060000025 5742231.5799, 413588.9978 5742261.632099999, 413565.51549999975 5742292.179300001, 413542.6732000001 5742323.209899999, 413520.4819 5742354.708000001, 413498.95079999976 5742386.660499999, 413478.0892000003 5742419.0559, 413457.90579999983 5742451.8762, 413438.40979999956 5742485.109200001, 413419.60919999983 5742518.7425, 413401.51219999976 5742552.7577, 413384.1277999999 5742587.1438, 413367.4610000001 5742621.8825, 413351.5217000004 5742656.962300001, 413336.3150000004 5742692.3638, 413321.84800000023 5742728.075200001, 413308.1272 5742764.0803, 413295.1593000004 5742800.362, 413282.9478000002 5742836.9066, 413271.50009999983 5742873.696599999, 413260.8196999999 5742910.7171, 413250.9115000004 5742947.952199999, 413241.78110000025 5742985.384, 413233.4294999996 5743022.999299999, 413225.86369999964 5743060.7793000005, 413219.0854000002 5743098.708900001, 413213.0981999999 5743136.7706, 413207.9029000001 5743174.949100001, 413203.50430000015 5743213.2281, 413199.9012000002 5743251.5897, 413197.09779999964 5743290.0184, 413195.09520000033 5743328.496300001, 413193.89240000024 5743367.007999999, 413193.4924999997 5743405.5359000005, 413193.89240000024 5743444.0638, 413195.09520000033 5743482.5755, 413197.09779999964 5743521.054300001, 413199.9012000002 5743559.481699999, 413203.50430000015 5743597.843699999, 413207.9029000001 5743636.1219, 413213.0981999999 5743674.299900001, 413219.0854000002 5743712.363, 413225.86369999964 5743750.2917, 413233.4291000003 5743788.0725, 413241.7807 5743825.6873, 413250.9115000004 5743863.1196, 413260.8196999999 5743900.354699999, 413271.50009999983 5743937.3752, 413282.9478000002 5743974.165200001, 413295.15890000015 5744010.7094, 413308.1272 5744046.9915, 413321.84800000023 5744082.9957, 413336.3150000004 5744118.7072, 413351.5212000003 5744154.109999999, 413367.4610000001 5744189.1888999995, 413384.1277999999 5744223.9275, 413401.51180000044 5744258.3127999995, 413419.60869999975 5744292.3298, 413438.40940000024 5744325.962200001, 413457.90529999975 5744359.1952, 413478.0892000003 5744392.0173, 413498.95079999976 5744424.4109000005, 413520.48139999993 5744456.3642, 413542.6727999998 5744487.8619, 413565.5151000004 5744518.892100001, 413588.9978 5744549.4398, 413613.11010000017 5744579.492799999, 413637.84219999984 5744609.0370000005, 413663.1841000002 5744638.061000001, 413689.12519999966 5744666.550799999, 413715.65139999986 5744694.4954, 413742.7544 5744721.881100001, 413770.4223999996 5744748.6984, 413798.63960000034 5744774.933599999, 413827.3989000004 5744800.575200001, 413856.6849999996 5744825.6151, 413886.4846999999 5744850.039000001, 413916.7871000003 5744873.836999999, 413947.57710000034 5744897.0002, 413978.84339999966 5744919.5185, 414010.57019999996 5744941.3802000005, 414042.7452999996 5744962.578500001, 414075.3540000003 5744983.102600001, 414108.38460000046 5745002.9431, 414141.8185999999 5745022.0919, 414175.6451000003 5745040.541300001, 414209.8476999998 5745058.283500001, 414244.4112 5745075.3103, 414279.32239999995 5745091.614, 414314.56460000016 5745107.1876, 414350.12459999975 5745122.025599999, 414385.98390000034 5745136.1208, 414422.12909999955 5745149.465299999, 414458.54420000035 5745162.0557, 414495.21389999986 5745173.8862, 414532.1216000002 5745184.9516, 414569.25090000033 5745195.246099999, 414606.5861999998 5745204.765799999, 414644.11280000024 5745213.507200001, 414681.8119000001 5745221.465500001, 414719.6687000003 5745228.6384, 414757.6662999997 5745235.021199999, 414795.7885999996 5745240.613299999, 414834.0197999999 5745245.410499999, 414872.34190000035 5745249.4114, 414910.7385 5745252.6142, 414949.19400000013 5745255.017999999, 414987.6908 5745256.6207, 415026.21300000045 5745257.4223, 415045.47809999995 5745257.5219)"
begrenzing.19,19,Sunk Thames Estuary,-,2008-07-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,IMO Ships' Routeing,begrenzing,Engeland,Actief,19.69132063,,,"LINESTRING (408221.80979999993 5721257.570599999, 407391.4977000002 5739461.732999999, 405938.9550999999 5739247.661499999)"
begrenzing.20,20,Sunk Thames Estuary,-,2008-07-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,IMO Ships' Routeing,begrenzing,Engeland,Actief,3.45399092,,,"LINESTRING (416118.2030999996 5729185.413799999, 419556.07180000003 5729518.748199999)"
begrenzing.21,21,Sunk Thames Estuary,-,2008-07-01T00:00:00,2999-12-31T00:00:00,2009-09-01T00:00:00,2013-07-24T00:00:00,IMO Ships' Routeing,begrenzing,Engeland,Actief,3.45437492,,,"LINESTRING (411548.9314000001 5728744.339299999, 414987.4857999999 5729074.563999999)"
