objectid;naam;url_pdf;documentnaam;shape_area;shape_len;geo_shape;geo_point_2d
14;Geestenberg;https://beeldmateriaal.eindhoven.nl/welstand/Geestenberg.pdf;Geestenberg.pdf;243717.2216208;1909.18209858279;"{""coordinates"": [[[5.521122778105631, 51.4455649019032], [5.521848908198842, 51.445654814524104], [5.522073240762104, 51.445646305316366], [5.522310651057397, 51.44559652938517], [5.522758877199798, 51.445431010710486], [5.523022729565267, 51.445397702453974], [5.5233527163329645, 51.44541381657147], [5.5271144258892155, 51.44554960992536], [5.527563092247557, 51.44553257032597], [5.527721334219032, 51.445491128986646], [5.5278135643023285, 51.44544151854505], [5.527997972012688, 51.44532579705387], [5.529270564760855, 51.44289876394491], [5.529256880427474, 51.44274203234808], [5.528186262879421, 51.4421988349343], [5.528014273817163, 51.44205879457077], [5.527974455225596, 51.44198459229261], [5.527999498228443, 51.4415473153229], [5.5261636703088595, 51.44104627228345], [5.524684696905501, 51.44071802740072], [5.524209464309602, 51.44066083906484], [5.523787188231161, 51.44066133501806], [5.523391526919146, 51.440736048170294], [5.523061967537171, 51.44085193239039], [5.522548054637666, 51.441100028199884], [5.521586236831715, 51.44161263895782], [5.52156210482675, 51.44237991317527], [5.521381772501235, 51.44388161279444], [5.521122778105631, 51.4455649019032]]], ""type"": ""Polygon""}";51.44329636345451, 5.524931546057321
15;Oude Gracht Oost;https://beeldmateriaal.eindhoven.nl/welstand/Oude_Gracht_Oost.pdf;Oude_Gracht_Oost.pdf;76653.314905;1128.9871616422402;"{""coordinates"": [[[5.4970318003974326, 51.46596776727742], [5.497175096535286, 51.465944062096625], [5.499617166646645, 51.464947022849486], [5.499941413021061, 51.46487599566777], [5.50019034847152, 51.464861611491855], [5.50048461584996, 51.46487075489559], [5.500801525268887, 51.46488458925785], [5.500800902399022, 51.464634733792245], [5.500732341355733, 51.464370803766876], [5.5005882218131745, 51.46405980344105], [5.500285530245791, 51.46369238613996], [5.499325051916632, 51.46274575000757], [5.495742779009979, 51.463281852145975], [5.4970318003974326, 51.46596776727742]]], ""type"": ""Polygon""}";51.46419125391928, 5.498216281076422
17;Pastoor van Arsplein e.o.;https://beeldmateriaal.eindhoven.nl/welstand/Pastoor_van_Arsplein.pdf;Pastoor_van_Arsplein.pdf;18866.0097004;694.938780758299;"{""coordinates"": [[[5.458664475057218, 51.4586712584038], [5.459392938184114, 51.458947037596396], [5.45919393071932, 51.459158396019795], [5.459176628854493, 51.45918007298926], [5.459558214820418, 51.459326074786865], [5.459921664730419, 51.45896837456711], [5.460233842146951, 51.45907108828542], [5.460780363555329, 51.45937947173329], [5.461213386534559, 51.459173378538566], [5.460883575288623, 51.45888652414003], [5.460996122242374, 51.45881062472222], [5.4606489451631175, 51.458502116598424], [5.460969403464436, 51.458366506824994], [5.460708986666436, 51.458112107298724], [5.460345211864764, 51.45825857673369], [5.4599632866679375, 51.45789592438523], [5.459131151534576, 51.45782061322826], [5.458862887116893, 51.458080761356484], [5.4586291451677225, 51.45824880988503], [5.458724556614377, 51.45829749651925], [5.458430297929749, 51.4585630761875], [5.458664475057218, 51.4586712584038]]], ""type"": ""Polygon""}";51.45857198011081, 5.459830086240785
19;Poelhekkelaan e.o.;https://beeldmateriaal.eindhoven.nl/welstand/Poelhekkelaan_eo.pdf;Poelhekkelaan_eo.pdf;78330.24727324;1173.27365202061;"{""coordinates"": [[[5.482024730462132, 51.42404663943722], [5.485358401523314, 51.423773061672485], [5.485366852887606, 51.42367556153934], [5.4851226282249845, 51.422868739649175], [5.484747588112235, 51.42162872161095], [5.484372749645078, 51.42047536418366], [5.484009158640942, 51.420529829097354], [5.484044292548749, 51.420762702556004], [5.482425137951875, 51.42087236225917], [5.48166324585589, 51.420954228519555], [5.481560213667935, 51.42138220023073], [5.481570182631222, 51.42201589836863], [5.481683729014028, 51.422481607161366], [5.481911165430069, 51.42357551444817], [5.482024730462132, 51.42404663943722]]], ""type"": ""Polygon""}";51.42239545969121, 5.483343162221344
23;St. Claralaan e.o.;https://beeldmateriaal.eindhoven.nl/welstand/St_Claralaan.pdf;St_Claralaan.pdf;24908.87145862;783.271190450841;"{""coordinates"": [[[5.468687063714174, 51.425872483935024], [5.470200534106542, 51.42529111217971], [5.468576708279251, 51.42379814767053], [5.468289021326804, 51.4239517618147], [5.467893887388803, 51.42365855073739], [5.466838969362237, 51.4241928890009], [5.466978486035617, 51.4243147606081], [5.467135414063448, 51.42443662228318], [5.46739289200828, 51.42430576414557], [5.46763703824958, 51.42451468457246], [5.46748044971636, 51.42458666650571], [5.468265120889953, 51.42520031939991], [5.468753407893288, 51.42560399768311], [5.468440218620033, 51.42574360989545], [5.4686180924945695, 51.425889411225384], [5.468687063714174, 51.425872483935024]]], ""type"": ""Polygon""}";51.42471836911888, 5.4685834424734034
42;Kruidenbuurt;https://beeldmateriaal.eindhoven.nl/welstand/bkp-Kruidenbuurt.pdf;bkp-Kruidenbuurt.pdf;159669.76379108;1622.8131911058701;"{""coordinates"": [[[5.50023944993035, 51.422653351766506], [5.501464191444147, 51.42185823553903], [5.504158345043649, 51.42006090141814], [5.5039007584231845, 51.41944070098386], [5.496559247372291, 51.418206913507895], [5.495943980678671, 51.419621867807074], [5.495923413507338, 51.419942123367306], [5.496126653414197, 51.420182110907504], [5.496468448765913, 51.42037526687598], [5.497440650565844, 51.42100815168253], [5.498754584699525, 51.42178747645716], [5.50023944993035, 51.422653351766506]]], ""type"": ""Polygon""}";51.42019715509574, 5.499775980923348
47;Tongelrsesch Akkers;https://beeldmateriaal.eindhoven.nl/welstand/bkp-TongelrescheAkkers.pdf;bkp-TongelrescheAkkers.pdf;432000.06359856;3036.95346298849;"{""coordinates"": [[[5.52058007494978, 51.43917572345065], [5.520892933256842, 51.43934217976237], [5.521255454751447, 51.43932612286634], [5.521971430153799, 51.43936598156149], [5.522328153922231, 51.43942799961425], [5.522754650440712, 51.43950684183119], [5.523109632417562, 51.43961017923466], [5.523468049177809, 51.4397725057646], [5.523666750927828, 51.43984347591169], [5.524324323083395, 51.43943497024415], [5.5255329686207135, 51.438521973817366], [5.528598181217613, 51.43620632411359], [5.53401861004595, 51.43211062261849], [5.51990316355566, 51.43355159024409], [5.520271338146611, 51.43498816675657], [5.5195687927470125, 51.43506626974667], [5.5199636044493365, 51.43657122107998], [5.520107861299873, 51.436806275847275], [5.520424599411299, 51.43719243646531], [5.5206629549102155, 51.43747696762531], [5.520777390743146, 51.43766602879571], [5.520854911783485, 51.43794450438464], [5.520828087977209, 51.438310852301335], [5.520767498157166, 51.43873202684949], [5.52058007494978, 51.43917572345065]]], ""type"": ""Polygon""}";51.43550790841585, 5.525197280190487
48;Tegenbosch;https://beeldmateriaal.eindhoven.nl/welstand/bkp-Tegenbosch.pdf;bkp-Tegenbosch.pdf;62935.88907336;1003.61097958807;"{""coordinates"": [[[5.4180282206392825, 51.46287751802043], [5.421419215123587, 51.46164258430118], [5.419769687198836, 51.45984125326722], [5.418822095508912, 51.46017396151555], [5.418254527103464, 51.46054917779568], [5.416659748416043, 51.461112085651074], [5.416648469575356, 51.46129009073286], [5.416397961679341, 51.4615464786015], [5.4180282206392825, 51.46287751802043]]], ""type"": ""Polygon""}";51.46140422640412, 5.418884287341747
51;Goederendistributiecentrum Noord;https://beeldmateriaal.eindhoven.nl/welstand/bkp-GDCNoord.pdf;bkp-GDCNoord.pdf;1088743.40841632;5023.802996173131;"{""coordinates"": [[[5.404258710501545, 51.47530046841547], [5.403961943726744, 51.476817399268725], [5.405994244547349, 51.47803987985571], [5.404185855483099, 51.479247479897616], [5.4043843675968555, 51.479974937767906], [5.404582782632386, 51.48043926115846], [5.405078623643445, 51.48105832296697], [5.405648791917407, 51.481599976936444], [5.406020608991896, 51.48186305005877], [5.406516335331732, 51.482126101196236], [5.4072125167478005, 51.482462085677724], [5.408021835266572, 51.48277096776392], [5.408744322624968, 51.48263509363116], [5.409085279404758, 51.4826581350835], [5.409330371405576, 51.48270718616164], [5.409432119224006, 51.482756264514386], [5.409911742973688, 51.48297679377899], [5.41027849633104, 51.48315465644847], [5.410454249999744, 51.48323548654219], [5.410782611433618, 51.483353832457155], [5.411324486388802, 51.483363467595765], [5.412017153277742, 51.48324960120235], [5.41239162370671, 51.48312533131648], [5.412904728644818, 51.482858465179426], [5.413427148778129, 51.48271498943176], [5.413847264143633, 51.48270157197895], [5.412734696789791, 51.483801502330856], [5.414041488847859, 51.482736906021536], [5.414906328816649, 51.48194929625298], [5.421565617972187, 51.477031267323625], [5.420995572509317, 51.47683021494059], [5.4203585672548815, 51.47660554318648], [5.419622736466324, 51.47634600653622], [5.419122133922844, 51.47616943471544], [5.418690626023989, 51.47597955262926], [5.417673367237789, 51.475531903187736], [5.416988066606852, 51.47523032351966], [5.415464674904051, 51.47455989597721], [5.415096879922811, 51.474355240162645], [5.414328528279423, 51.47389106985735], [5.413485807263235, 51.473334040474], [5.411428814388747, 51.47225100094522], [5.410561401590819, 51.471724912222804], [5.410090547919158, 51.47147735142463], [5.409311395609501, 51.47106768614297], [5.408464340859306, 51.47062230732598], [5.407513254333189, 51.469945469839125], [5.407211893146865, 51.46973100148091], [5.4070671492211115, 51.46955858644924], [5.406918324481232, 51.469140693477264], [5.406719836067974, 51.46844419833311], [5.406471774094785, 51.46767031730571], [5.405976358594864, 51.46777874876044], [5.405605173231846, 51.468800387230644], [5.405110566530595, 51.47099840366658], [5.404640698284375, 51.47322737229822], [5.404258710501545, 51.47530046841547]]], ""type"": ""Polygon""}";51.47700093861863, 5.410811122923543
57;Waterrijk;https://beeldmateriaal.eindhoven.nl/welstand/bkp-Waterrijk.pdf;bkp-Waterrijk.pdf;591821.11052448;3186.5829290016;"{""coordinates"": [[[5.400835803881037, 51.43299517485725], [5.396709219571645, 51.4338824545855], [5.395204942774187, 51.43419096140522], [5.3947835800790935, 51.434284282048], [5.394500473415514, 51.434343005848675], [5.394153080280165, 51.434569082383994], [5.394053011658809, 51.43456476316016], [5.393982119812843, 51.434570317353305], [5.39389606393017, 51.434587017734955], [5.3938199554437976, 51.4346158075276], [5.393746793625283, 51.434658125106424], [5.3937060390081815, 51.434701091984294], [5.393683326729487, 51.43473402564121], [5.393667250002235, 51.434778117954195], [5.3936643230452255, 51.434830279789274], [5.393677920145163, 51.43487932118708], [5.391714153848252, 51.436162677702086], [5.390650186076541, 51.43685329327033], [5.391319063570802, 51.43725102619118], [5.39154202627329, 51.43738360446743], [5.3917628807191464, 51.43748765936692], [5.391898832532109, 51.43757380102604], [5.392118965008888, 51.43773975668481], [5.392313206138772, 51.43793483799752], [5.392402290250033, 51.43804918769279], [5.392522032774459, 51.438257651444545], [5.392639976410632, 51.438588193631524], [5.392701770327176, 51.43876922215585], [5.392732557996979, 51.43889827103311], [5.392766611419913, 51.439078443940915], [5.392781841322156, 51.43961611357893], [5.392760615232072, 51.43984865333043], [5.392739391559201, 51.440081191977434], [5.392742445536813, 51.44021881558524], [5.392733742721541, 51.44063552382708], [5.393137959032972, 51.44068719121811], [5.393489454720717, 51.440740323914106], [5.394175393356789, 51.44089839053853], [5.394944537539843, 51.44111893692769], [5.395189417009292, 51.441217888529465], [5.39543429753971, 51.44131684016382], [5.395443999868773, 51.44118534060609], [5.395464029883694, 51.441090770990016], [5.395554077481836, 51.44086546324525], [5.39579286064125, 51.440592414339605], [5.398430262091449, 51.441340883052916], [5.399573223310981, 51.441081036932935], [5.3995033733384705, 51.44096103494847], [5.401016411991126, 51.44061705459721], [5.4023934654712695, 51.43935746922362], [5.402956765240887, 51.43966474130338], [5.403247636856508, 51.43939866710708], [5.402974841742095, 51.43924986126175], [5.403355848243918, 51.43890306115776], [5.404276400795723, 51.43805922726776], [5.404586203275987, 51.43819151031763], [5.4052897610582304, 51.4375527920044], [5.402647427472295, 51.43489399777298], [5.401515964104674, 51.433808601961736], [5.401094952350016, 51.43334812056922], [5.400981803069751, 51.43321490931998], [5.40090285542696, 51.43309320458296], [5.400835803881037, 51.43299517485725]]], ""type"": ""Polygon""}";51.437328563859495, 5.398000475534905
