COUNTER;ID;GEBIEDTYPE;OMSCHR;WEBSITE;SOORT;STRAATNAAM
252;344664;Gazon en Plantsoen;De Nieuwe Kerk;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Spui
253;344666;Begraafplaats;Begraafplaats Kerkhoflaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kerkhoflaan
254;344667;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Zwarteweg
255;344668;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Zwarteweg
256;344669;Gazon;Ter hoogte van Westlandsestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Delftselaan
257;344670;Gazon;Buurtpark Kortenbos;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Sirtemastraat
258;344671;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Oranjeplein
259;344672;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Hannemanplantsoen
260;344673;Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Huijgenspark
225;344596;Gazon en Plantsoen;Tussen Jasmijnstraat en Loosduinseweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
226;344597;Gazon en Plantsoen;Tussen Mient en Jasmijnstraat (even zijde);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
227;344598;Gazon en Plantsoen;"Tussen Mient en Cartesiusstraat 
Tussen Mient en Cartesiusstraat ";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
228;344599;Gazon en Plantsoen;Tussen Copernicuslaan en Mient (even zijde);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
229;344600;Gazon en Plantsoen;Tussen Copernicuslaan en Mient (oneven zijde);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
230;344601;Gazon en Plantsoen;Tussen Laan van Meerdervoort en Copernicuslaan (oneven zijde);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
231;344602;Gazon en Plantsoen;Tussen Laan van Meerdervoort en Copernicuslaan (even zijde);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
232;344604;Uitrengebied;"Aan zijde begraafplaats
Aan zijde begraafplaats";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Kamperfoeliestraat
233;344605;Gazon;Buurtpark "De Verademing";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Asmansweg
234;344607;Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Papaverhof
235;344608;Gazon, Plantsoen en Doorgroei;Aan zijde Prof. Landsteinerpad tussen Goudenregenstraat en Rodekruislaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Rode Kruisplantsoen
236;344609;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Weigeliaplein
237;344610;Gazon, Plantsoen en Doorgroe;Aan zijde Dr. Bastingpad tussen Kwartellaan en Goudenregenstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Dr. Bastingpad
238;344611;Plantsoen;Tussen Beeklaan en Edisonstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Daguerrestraat
239;344612;Speelplein;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kamerlingh Onnesplein
240;344613;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Newtonplein
241;344614;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Beukplein
242;344615;Speeltuin;Blauwe druifjespad;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Irisstraat
243;344616;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Irisplein
244;344617;Speeltuin;Nabij Lijsterbesstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Hazelaarstraat
245;344618;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Vlierboomplein
246;344645;Struweel en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Van Boetzelaerlaan
268;344682;Speeltuin en Gazon;Tussen Van Brakelstraat en Tasmanstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Brakelstraat
269;344683;Biologische Moestuin;Ingang Naast perceel 82;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Roggeveenstraat
270;344684;Speeltuin;Bij de kerk "Onze Lieve Vrouw Onbevlekt Ontvangen";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Helmersstraat
271;344685;Speeltuin en Plantsoen;Tussen perceel 68 en 72;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Crispijnstraat
272;344686;Speelobjecten;Tussen perceel 33 en 93;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Korte Vleerstraat
290;344732;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Vestaweg
291;344733;Buurtpark;Tussen Amazonestraat en Oltmansstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Hof van Heden
292;344734;Speeltuin, Speelweide en Gazon;Tussen Alberdingk Thijmstraat enSinjeur Semeynsweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Sinjeur Semeynsweg
293;344735;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Ledeganckplein
294;344737;Speeltuin en Gazon;Tussen Antheunisstraat en Isingstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Allard Piersonlaan
295;344738;Speeltuin, Sportveld, Gazon en Plantsoen ;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Drebbelstraat
296;344740;Speeltuin, Sportveld, Gazon en Plantsoen ;Tussen Rijswijkseweg en Slachthuisstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Laakweg
297;344741;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Sinjeur Semeynsweg
298;344742;Gazon;Tussen Van der Hoopstraat en Genestetlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Jan van Beersstraat
299;344743;Gazon;Tussen Oudemansstraat en Jan van der Heijdenstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Paets van Troostwijkstraat
300;344744;Gazon en Plantsoen;Tussen Rijswijkseweg en Stuwstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Broekslootkade
301;344745;Gazon en Haag;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Ferrandweg
302;344746;Speeltuin en Speelkooi;Aan de Haagse Trekvliet;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bontekoekade
303;344747;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Stuwstraat
304;344748;Speeltuin;Tussen perceel 11 en 13 en tussen Busken Huetstraaat en Max Havelaarstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Busken Huëtstraat
305;344749;Sportveld;Ter hoogte van perceel 123;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Paets van Troostwijkstraat
273;344687;Speeltuin en Speelkooi;Tevens bij Van Damstraat en 's-Gravenzandelaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zusterstraat
274;344688;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Westlandseplein
275;344689;Speeltuin, Speelkooi en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Delftselaan
276;344690;Speeltuin en sportveld;Tussen perceel 119 en 93 en tevens aan de Joubertstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Smitstraat
277;344691;Speel- en verkeerstuin;Bij Basischool "de Springbok";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Pretoriusstraat
278;344692;Speeltuin, Gazon en Plantsoen;Tussen Kockstraat en Christiaan de Wetstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Ruth Firstplein
279;344693;Speeltuin, Verkeersplein, Gazon en Plantsoen ;"Aan zijde Wolmaransstraat
";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Schalk Burgerplein
280;344694;Speeltuin en Plantsoen;Tevens aan de Van de Neerstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Netscherstraat
281;344695;Speeltuin, Speelkooi, Gazon en Plantsoen;Tevens aan de Snijdersstraat en de Van de Neerstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van der Vennestraat
282;344696;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Teniersplantsoen
283;344655;Duinen;Gebied Zwarte pad/Groningsestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Zwarte Pad
284;344656;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Boetzelaerlaan
285;344659;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Roerstraat
286;344660;Uitrengebied;tussen Haringkade en Duinweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Haringkade
287;344662;Bos;Tussen Koninginnegracht en Aletta Jacobsweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Scheveningse Bos
288;344663;Struweel;Aan de Ary van der Spuyweg en de Scheveningseweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Ary van der Spuyweg
289;344730;Speeltuin en sportveld;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Waterloostraat
261;344674;Gazon;Tussen Laakkanaal en Televisiestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Fruitweg
262;344675;Gazon;Langs Tramspoor aan zijde Schalk Burgerplein;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;De Heemstraat
263;344677;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Jenny Plantsoen
264;344678;Gazon;Tegenover perceel 25;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Groenteweg
265;344679;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bonistraat
266;344680;Binnentuin met Speeltuin;Ingang naast perceel 96;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Trompstraat
267;344681;Speeltuin, Gazon en Haag;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Jenny Plantsoen
334;344719;Speeltuin en Gazon;Tussen perceel 203 en 204 Lau Mazirellaan ;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Til Brugmanplantsoen
335;344720;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Til Brugmanplantsoen
336;344721;Speeltuin en sportveld;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Marktweg
337;344722;Speeltuin en Gazon;Ter hoogte van perceel 44;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Hekkelaan
338;344723;Gazon;Ter hoogte van perceel 32;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Hekkelaan
339;344724;Speeltuin en Plantsoen;Ter hoogte van perceel 69;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Hekkelaan
340;344725;Speeltuin, Gazon en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Grevelingenveld
341;344727;Sportveld;Achter Zwetstraat en Eemstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Lauwersstraat
342;344728;Speeltuin, Speelkooi en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bakkersstraat
343;344729;Speelobject en Bestrating;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Jan Blankenstraat
344;344757;Speelobjecten en Gazon;Gedeelte aan Laakweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Diesenstraat
345;344758;Struweel;Onderdeel van Landgoed Arenddorp;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Van der Houvenstraat
346;344759;Gazon en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Jozef Israëlsplein
347;344760;Speeltuin, Gazon en Haag;Bij Tennispark Marlpot;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Park Marlot
348;344761;Sportveld en Gazon;ter hoogte van perceel 240;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Jan van Riebeekstraat
349;344762;Doorgroei en struweel;Tussen Johannes Bildersstraat enn Van Alkemadelaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Wassenaarseweg
350;344763;Speeltuin en Gazon;Speeltuin;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Oostduin
351;344765;Gazon, Doorgroei en Struweel;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Park Marlot
306;344750;Gazon;Tussen De Genestetlaan en Oudemansstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Paets van Troostwijkstraat
307;344751;Sportveld;Ter hoogte van perceel 334;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Laakkade
308;344752;Speeltuin;Tussen perceel 158 en 163;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Laakweg
309;344753;Speeltuin;Tussen perceel 179 en 192;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Laakweg
310;344754;Speeltuin en Plantsoen;Tussen perceel 140 en 145;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Laakweg
311;344755;Speeltuin;Tussen Noordpolderstraat en Wiekstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Trekweg
312;344756;Speelobjecten en Gazon;Gedeelte aan Tak van Poortvlietstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Diesenstraat
313;344697;Speeltuin en Kinderboerderij;Stadsboerderij Schildershoeve;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Teniersplantsoen
314;344698;Speeltuin;Ingang naast perceel 243;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Paulus Potterstraat
315;344699;Speeltuin, Sportveld, Gazon en Plantsoen;Sport en recreatie centrum "De Houtzagerij";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Herderslaan
316;344700;Speeltuin, Sportveld en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Helena van Doeverenplantsoen
317;344701;Speelobject;Ter hoogte van perceel 51;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Katerstraat
318;344702;Speeltuin, Sportveld en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Rozemarijnstraat
319;344703;Speeltuin, Gazon en Plantsoen;Ingang tussen perceel 149 en165;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Wagenstraat
320;344704;Speeltuin, Skatebaan en Sportveld;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Huijgenspark
321;344705;Speelobject;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Hofwijckplein
322;344707;Speeltuin, Gazon en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Haagweide
323;344708;Speelobject en Bestrating;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kraijenhoffstraat
324;344709;Speeltuin, Gazon en plantsoen;Tevens ook aan de Koninginnestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Falckstraat
325;344710;Speeltuin en Speelkooi;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Mr. de Bruinplein
326;344711;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Jacob van Campenplein
327;344712;Gazon;Tussen Hooftskadelaan en Wijnand Esserhof;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Nicolaas Penninghof
328;344713;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Hannemanplantsoen
