COUNTER;ID;GEBIEDTYPE;OMSCHR;WEBSITE;SOORT;STRAATNAAM
134;344476;Gazon en Plantsoen;Tussen Dedemsvaartweg en Leyweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Nannie van Wehlstraat
106;344499;Doorgroei;Tussen Laan van Wateringse Veld en Rijswijk;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bovendijk
107;344500;Doorgroei;"Tussen Wateringen en Laan van Wateringse Veld
Tussen Wateringen en Laan van Wateringse Veld
Tussen Wateringen en Laan van Wateringse Veld
Tussen Wateringen en Laan van Wateringse Veld
Tussen Wateringen en Laan van Wateringse veld";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bovendijk
108;344503;Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Waterlandsingel
109;344504;Gazon;Tussen Bovendijk en Middenweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Athenesingel
110;344506;Gazon en Doorgroei;Tussen Laan van Wateringse Veld en Turfschipper (Wateringen);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Middenweg
111;344512;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Havannasingel
112;344513;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bostonsingel
113;344515;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;New Yorksingel
114;344517;Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Martinus Nijhoffweg
115;344518;Doorgroei;Tussen Kinderboerderij en Middenweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Rijner Wateringkade
116;344519;Doorgroei;Tussen Middenweg en De Centrale;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Rijner Wateringkade
117;344521;Doorgroei;Dijk tussen Guido Dethstraat en Guido Moorstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Paul Steenbergenlaan
118;344522;Doorgroei;Dijk achter Sportvelden;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Guido de Moorstraat
119;344523;Doorgroei;Dijk achter Kamp;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Tom Mandersstraat
120;344524;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kalmoesplantsoen
97;344459;Gazon en Plantsoen;Langs Rollerskatebaan (nabij Veluweplein);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Mr. P. Droogleever Fortuynweg
98;344460;Gazon;Tussen Raaphorstlaan en Erasmusweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Drakesteinweg
99;344424;Gazon en Plantsoen;Vlietpark tussen Tomatenlaan en Strijpkade;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Vlietpark
100;344425;Struweel;Tussen Veluweplein en Melis Stokelaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Moerweg
153;344544;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;
154;344545;Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Ipenrodeplantsoen
155;344547;Speeltuin en Gazon;Tussen Elsenburgstraat en Singravenstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Elsenburgstraat
156;344548;Speeltuin en Gazon;Tussen Singravenstraat en Kernheimstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Singravenstraat
157;344549;Speeltuin en Gazon;Tussen Kernheimstraat en Voorstondenstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kernheimstraat
158;344550;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kingstonplantsoen
159;344551;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Quitoplantsoen
160;344563;Speeltuin;Bij het Kamp;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Nannie van Wehlstraat
161;344564;Speeltuin, Speelweide en Plantsoen;Aan Groenezijde zijde;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Schoolzijde
162;344565;School en Sportterrein;Tussen Beresteinlaan en Randveen;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Hengelolaan
163;344566;Speeltuin en Speelweide;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bontwerkersgaarde
164;344567;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;2e Eeldepad
165;344568;Speeltuin;Drentheplantsoen;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Drentheplantsoen
166;344569;Sportkooien;Drenteplantsoen;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Drentheplantsoen
167;344570;Speeltuin en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Buinerveenstraat
168;344571;Speeltuin, Speelweide, Speelkooi en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Genemuidenstraat
169;344572;Speeltuin en Sportveld;Amateurtuinvereniging "De Uithof";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Berckenrodepad
170;344574;Speeltuin en Gazon;Tussen Schermerstraat en Nieuwlandstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Johannes Voetpad
171;344575;Speeltuin en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Ootmarsumstraat
172;344576;Speelveld;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Heeswijkplein
173;344577;Speelkooi;Hoek Hendrik Mandestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Rederijkerstraat
174;344578;Speeltuin;Hoek Vier Heemskinderenstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Beatrijsstraat
175;344579;Speeltuin, Speelkooi en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Jan Vosstraat
176;344580;Rollerskatebaan;"Nabij Veluweplein
nabij Veluweplein
nabij Veluweplein
nabij Veluweplein
nabij Veluweplein
nabij Veluweplein";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Mr. P. Droogleever Fortuynweg
135;344477;Doorgroei en Struweel;Tussen Amateurtuinvereniging Zonnegaarde en Ln. v. Wateringse Veld;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Nannie van Wehlstraat
136;344481;Doorgroei en struweel;Tussen S.V. Erasmus en Amateurtuinvereniging Zonnegaarde;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Nannie van Wehlstraat
137;344482;Doorgroei en Struweel;Tussen Ambachtsweg en ingang Sportvelden;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Nannie van Wehlstraat
138;344484;Doorgroei en Struweel;Tussen de busstop en Ambachtsweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Nannie van Wehlstraat
139;344485;Doorgroei;Tussen de N211 en de busstop;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Nannie van Wehlstraat
140;344486;Doorgroei;Tussen Poeldijkseweg en Wippolderlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Nannie van Wehlstraat
141;344487;Gazon en Doorgroei;Tussen Beresteinlaan en Vrederustlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Melis Stokelaan
142;344490;Gazon en Doorgroei;Tussen Vrederustlaan en Dedemsvaartweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Melis Stokelaan
143;344533;Speeltuin, Speelveld en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Wim Sonneveldplein
144;344535;Speeltuin en Gazon;Kampterrein;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Tom Mandersstraat
145;344536;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kievhof
146;344537;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Helsinkihof
147;344538;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Romehof
148;344539;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bratislavahof
149;344540;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Tiranahof
150;344541;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Tallinnhof
151;344542;Speeltuin, Gazon en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Luchtenburgplein
152;344543;Speeltuin, Gazon en plantsoen;Tussen Welgelegenstraat en Levensbergstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Welgelegenstraat
184;344588;Speeltuin, Speelkooi en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Gooilaan
185;344589;Speeltuin en Plantsoen;Tussen Apeldoornselaan en Hoenderloostraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Voorthuizenstraat
186;344590;Speeltuin en Plantsoen;Tussen Nijkerklaan en Velpsestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Wapenveldestraat
187;344591;Speeltuin, Gazon en Plantsoen;Tussen Ellekomstraat en Velpsestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Nunspeetlaan
188;344592;Gazon en Plantsoen;Bij Sportterrein "Quick Steps";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Voorthuizenstraat
189;344593;Speeltuin;Westernspeelplaats;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zuiderpark
209;344629;Speelveld en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Prins Mauritsplein
210;344630;Speeltuin en Plantsoen;Sonny Cort (afgesloten);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Laan van Meerdervoort
211;344631;Speeltuin en kinderboerderij;tussen Badhuiskade en Havenkade;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Badhuiskade
212;344632;;tussen Duinweg en de Waterpartij;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Scheveningse Bos
213;344634;Bos;Over Viaduct;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Hubertuspark
214;344635;Bos;tussen Kerkhoflaan en Prof. B.M. Teldersweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Scheveningse Bos
215;344636;Speeltuin;tussen Zwolsestraat en Groningerstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zwolsestraat
216;344637;Speeltuin ;bereikbaar via Harstenhoekstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Haarlemsestraat
217;344638;Speelkooi;zijde Kompasstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zeeruststraat
218;344639;Speeltuin/weide;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Adriaan Coenenstraat
219;344640;Speeltuin;de Windroos;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Windroos
220;344642;Speelkooi en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Scholstraat
221;344643;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Scholstraat
222;344644;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Frankenstraat
223;344594;Speeltuin en Gazon;Ot en Sien;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zuiderpark
224;344595;Gazon en Plantsoen;Tussen Cartesiusstraat en Loosduinseweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Valkenboskade
190;344552;Speeltuin;Vlietpark tussen Mexicosingel en Tomatenlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Vlietpark
191;344553;Speeltuin, Gazon en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Managuahof
192;344554;Speeltuin en Plantsoen;Tussen Gerrit Achterbergstraat en Hans Lodeizenstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Gerrit Achterbergstraat
193;344555;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;J.J. Slauerhoffplantsoen
194;344556;Speelobject;Naast perceel 25;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Simon Vestdijkstraat
195;344557;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Jan Greshoffplantsoen
196;344558;Speelobject;Naast perceel 59a;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Simon Vestdijkstraat
197;344559;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;H. Marsmanplantsoen
