FID,fotonaam,fotonummer,fotodatum,fototijd,camera,diafragma,sluitertijd,x,y,z,roll,pitch,yaw,gdb_geomattr_data,shape
beeldmiddenoverzicht_hrl_2017.29,2017_04_09_13_39_02_262000119_RGB_hrl,262000119,2017-04-09,13:39:02,UC-E-1-30912269,6.7,250,207093,425465.031,1914.793,0.1044,0.1542,179.3569,,POINT (207091.9701000005 425466.17650000006)
beeldmiddenoverzicht_hrl_2017.30,2017_04_09_13_39_08_262000120_RGB_hrl,262000120,2017-04-09,13:39:08,UC-E-1-30912269,6.7,250,206598.781,425470.219,1917.05,0.0517,0.1515,179.5932,,POINT (206597.8541000001 425471.3115000017)
beeldmiddenoverzicht_hrl_2017.31,2017_04_09_13_39_13_262000121_RGB_hrl,262000121,2017-04-09,13:39:13,UC-E-1-30912269,6.7,250,206114.047,425475.906,1916.193,-0.0095,0.1841,179.5006,,POINT (206113.1050999984 425476.8984999992)
beeldmiddenoverzicht_hrl_2017.32,2017_04_09_13_39_19_262000122_RGB_hrl,262000122,2017-04-09,13:39:19,UC-E-1-30912269,6.7,250,205626.672,425477.156,1915.139,0.1036,0.0821,-179.2845,,POINT (205625.89609999955 425478.0465000011)
beeldmiddenoverzicht_hrl_2017.33,2017_04_09_13_39_25_262000123_RGB_hrl,262000123,2017-04-09,13:39:25,UC-E-1-30912269,6.7,250,205131.813,425467.094,1915.357,0.0021,0.1039,-178.534,,POINT (205131.09910000116 425467.8365000002)
beeldmiddenoverzicht_hrl_2017.34,2017_04_09_13_39_30_262000124_RGB_hrl,262000124,2017-04-09,13:39:30,UC-E-1-30912269,6.7,250,204646.766,425459.281,1916.344,0.0105,0.1204,-178.9597,,POINT (204646.1411000006 425459.94249999896)
beeldmiddenoverzicht_hrl_2017.35,2017_04_09_13_39_36_262000125_RGB_hrl,262000125,2017-04-09,13:39:36,UC-E-1-30912269,6.7,250,204151.906,425458.188,1916.464,0.1088,0.1415,-179.945,,POINT (204151.37409999967 425458.77149999887)
beeldmiddenoverzicht_hrl_2017.36,2017_04_09_13_39_41_262000126_RGB_hrl,262000126,2017-04-09,13:39:41,UC-E-1-30912269,6.7,250,203665.172,425463.563,1915.706,0.0469,0.1698,179.5098,,POINT (203664.82609999925 425463.9684999995)
beeldmiddenoverzicht_hrl_2017.37,2017_04_09_13_39_47_262000127_RGB_hrl,262000127,2017-04-09,13:39:47,UC-E-1-30912269,6.7,250,203180.188,425469.813,1915.031,0.0929,0.2453,179.3972,,POINT (203179.76509999856 425470.14550000057)
beeldmiddenoverzicht_hrl_2017.38,2017_04_09_13_39_53_262000128_RGB_hrl,262000128,2017-04-09,13:39:53,UC-E-1-30912269,6.7,250,202677.266,425477,1917.754,-0.0073,0.158,179.5867,,POINT (202676.96510000154 425477.32449999824)
beeldmiddenoverzicht_hrl_2017.39,2017_04_09_13_39_59_262000129_RGB_hrl,262000129,2017-04-09,13:39:59,UC-E-1-30912269,6.7,250,202194.641,425472.75,1920.3,0.2524,0.2044,-179.0303,,POINT (202194.44209999964 425473.0104999989)
beeldmiddenoverzicht_hrl_2017.40,2017_04_09_13_40_04_262000130_RGB_hrl,262000130,2017-04-09,13:40:04,UC-E-1-30912269,6.7,250,201709.859,425466.031,1920.899,0.1064,0.2386,-179.1003,,POINT (201709.74909999967 425466.15249999985)
beeldmiddenoverzicht_hrl_2017.41,2017_04_09_13_40_10_262000131_RGB_hrl,262000131,2017-04-09,13:40:10,UC-E-1-30912269,6.7,250,201208.125,425463,1920.334,-0.0167,0.2095,-179.584,,POINT (201208.04309999943 425463.0595000014)
beeldmiddenoverzicht_hrl_2017.42,2017_04_09_13_40_15_262000132_RGB_hrl,262000132,2017-04-09,13:40:15,UC-E-1-30912269,6.7,250,200721.438,425464.906,1919.686,-0.0689,0.2177,179.8741,,POINT (200721.4941000007 425464.83949999884)
beeldmiddenoverzicht_hrl_2017.43,2017_04_09_13_40_21_262000133_RGB_hrl,262000133,2017-04-09,13:40:21,UC-E-1-30912269,6.7,250,200234.938,425469.469,1919.326,-0.2173,0.1744,179.67,,POINT (200235.02710000053 425469.26150000095)
beeldmiddenoverzicht_hrl_2017.44,2017_04_09_13_40_27_262000134_RGB_hrl,262000134,2017-04-09,13:40:27,UC-E-1-30912269,6.7,250,199745.953,425467.5,1917.805,-0.0054,0.1238,-179.1213,,POINT (199746.1651000008 425467.25450000167)
beeldmiddenoverzicht_hrl_2017.45,2017_04_09_13_40_32_262000135_RGB_hrl,262000135,2017-04-09,13:40:32,UC-E-1-30912269,6.7,250,199258.047,425454.594,1916.198,0.2444,0.1247,-178.0292,,POINT (199258.34809999913 425454.2364999987)
beeldmiddenoverzicht_hrl_2017.46,2017_04_09_13_40_38_262000136_RGB_hrl,262000136,2017-04-09,13:40:38,UC-E-1-30912269,6.7,250,198761.359,425442.313,1916.649,0.1927,0.1354,-178.9872,,POINT (198761.70109999925 425441.8134999983)
beeldmiddenoverzicht_hrl_2017.47,2017_04_09_13_40_44_262000137_RGB_hrl,262000137,2017-04-09,13:40:44,UC-E-1-30912269,6.7,250,198274.234,425446.344,1918.442,-0.085,0.151,179.2293,,POINT (198274.68409999833 425445.78550000116)
beeldmiddenoverzicht_hrl_2017.48,2017_04_09_13_40_49_262000138_RGB_hrl,262000138,2017-04-09,13:40:49,UC-E-1-30912269,6.7,250,197779.828,425456.875,1919.54,-0.0792,0.195,179.0979,,POINT (197780.4241000004 425456.2884999998)
beeldmiddenoverzicht_hrl_2017.49,2017_04_09_13_40_55_262000139_RGB_hrl,262000139,2017-04-09,13:40:55,UC-E-1-30912269,6.7,250,197295.719,425462.844,1920.359,0.0505,0.1772,179.6417,,POINT (197296.40410000086 425462.1405000016)
beeldmiddenoverzicht_hrl_2017.50,2017_04_09_13_41_01_262000140_RGB_hrl,262000140,2017-04-09,13:41:01,UC-E-1-30912269,6.7,250,196802.094,425464.094,1919.747,0.0386,0.1591,-179.9119,,POINT (196802.78610000014 425463.3295000009)
beeldmiddenoverzicht_hrl_2017.51,2017_04_09_13_41_06_262000141_RGB_hrl,262000141,2017-04-09,13:41:06,UC-E-1-30912269,6.7,250,196314.703,425463.875,1916.84,0.1786,0.1378,-179.7549,,POINT (196315.6110999994 425463.00450000167)
beeldmiddenoverzicht_hrl_2017.52,2017_04_09_13_41_12_262000142_RGB_hrl,262000142,2017-04-09,13:41:12,UC-E-1-30912269,6.7,250,195819.734,425462.063,1915.585,0.1898,0.1588,-179.453,,POINT (195820.68809999898 425461.056499999)
beeldmiddenoverzicht_hrl_2017.53,2017_04_09_13_41_17_262000143_RGB_hrl,262000143,2017-04-09,13:41:17,UC-E-1-30912269,6.7,250,195331.344,425457.594,1915.971,0.2569,0.1749,-179.1439,,POINT (195332.37209999934 425456.49549999833)
beeldmiddenoverzicht_hrl_2017.54,2017_04_09_13_41_23_262000144_RGB_hrl,262000144,2017-04-09,13:41:23,UC-E-1-30912269,6.7,250,194843.438,425453.063,1915.045,0.2103,0.1766,-179.3217,,POINT (194844.62110000104 425451.87049999833)
beeldmiddenoverzicht_hrl_2017.55,2017_04_09_13_41_29_262000145_RGB_hrl,262000145,2017-04-09,13:41:29,UC-E-1-30912269,6.7,250,194365.969,425454.781,1914.305,0.015,0.1384,179.6329,,POINT (194367.1651000008 425453.57550000027)
beeldmiddenoverzicht_hrl_2017.56,2017_04_09_13_41_34_262000146_RGB_hrl,262000146,2017-04-09,13:41:34,UC-E-1-30912269,6.7,250,193889.094,425462.781,1914.717,-0.0441,0.1582,179.1922,,POINT (193890.38910000026 425461.4585000016)
beeldmiddenoverzicht_hrl_2017.57,2017_04_09_13_41_40_262000147_RGB_hrl,262000147,2017-04-09,13:41:40,UC-E-1-30912269,6.7,250,193412.266,425469.406,1914.474,0.145,0.115,179.6547,,POINT (193413.69909999892 425467.9585000016)
beeldmiddenoverzicht_hrl_2017.58,2017_04_09_13_41_45_262000148_RGB_hrl,262000148,2017-04-09,13:41:45,UC-E-1-30912269,6.7,250,192943.375,425467.188,1912.906,0.2312,0.0796,-179.2964,,POINT (192944.93310000002 425465.6634999998)
beeldmiddenoverzicht_hrl_2017.59,2017_04_09_13_41_50_262000149_RGB_hrl,262000149,2017-04-09,13:41:50,UC-E-1-30912269,6.7,250,192465.453,425463.438,1910.645,0.0706,0.0821,-179.3392,,POINT (192467.05810000002 425461.8335000016)
beeldmiddenoverzicht_hrl_2017.60,2017_04_09_13_41_56_262000150_RGB_hrl,262000150,2017-04-09,13:41:56,UC-E-1-30912269,6.7,250,191995.656,425460.688,1909.964,0.0146,0.1214,-179.5686,,POINT (191997.29309999943 425458.9444999993)
beeldmiddenoverzicht_hrl_2017.61,2017_04_09_13_42_01_262000151_RGB_hrl,262000151,2017-04-09,13:42:01,UC-E-1-30912269,6.7,250,191536.078,425460,1911.448,-0.0499,0.1947,-179.7587,,POINT (191537.8610999994 425458.14550000057)
beeldmiddenoverzicht_hrl_2017.62,2017_04_09_13_42_06_262000152_RGB_hrl,262000152,2017-04-09,13:42:06,UC-E-1-30912269,6.7,250,191068.563,425459.813,1913.283,-0.0491,0.2711,-179.7471,,POINT (191070.45910000056 425457.9074999988)
beeldmiddenoverzicht_hrl_2017.63,2017_04_09_13_42_12_262000153_RGB_hrl,262000153,2017-04-09,13:42:12,UC-E-1-30912269,6.7,250,190593.094,425460.813,1912.554,-0.05,0.2326,179.9076,,POINT (190595.07409999892 425458.79949999973)
beeldmiddenoverzicht_hrl_2017.64,2017_04_09_13_42_17_262000154_RGB_hrl,262000154,2017-04-09,13:42:17,UC-E-1-30912269,6.7,250,190124.5,425464.188,1908.885,-0.0143,0.1958,179.7165,,POINT (190126.61309999973 425462.0544999987)
beeldmiddenoverzicht_hrl_2017.65,2017_04_09_13_42_23_262000155_RGB_hrl,262000155,2017-04-09,13:42:23,UC-E-1-30912269,6.7,250,189655.234,425467.75,1905.932,-0.0125,0.1831,179.8643,,POINT (189657.3460999988 425465.52149999887)
beeldmiddenoverzicht_hrl_2017.66,2017_04_09_13_42_28_262000156_RGB_hrl,262000156,2017-04-09,13:42:28,UC-E-1-30912269,6.7,250,189184.75,425467.344,1905.916,0.1573,0.1541,-179.7189,,POINT (189186.939100001 425464.96350000054)
beeldmiddenoverzicht_hrl_2017.67,2017_04_09_13_42_34_262000157_RGB_hrl,262000157,2017-04-09,13:42:34,UC-E-1-30912269,6.7,250,188704.031,425467.719,1906.296,0.0629,0.1875,-179.9387,,POINT (188706.31210000068 425465.27650000155)
beeldmiddenoverzicht_hrl_2017.68,2017_04_09_13_42_39_262000158_RGB_hrl,262000158,2017-04-09,13:42:39,UC-E-1-30912269,6.7,250,188229.406,425467.469,1906.29,-0.0335,0.2278,-179.5243,,POINT (188231.85909999907 425464.9045000002)
beeldmiddenoverzicht_hrl_2017.69,2017_04_09_13_42_45_262000159_RGB_hrl,262000159,2017-04-09,13:42:45,UC-E-1-30912269,6.7,250,187743.141,425461.875,1903.73,0,0.2553,-179.0545,,POINT (187745.59109999985 425459.2124999985)
beeldmiddenoverzicht_hrl_2017.70,2017_04_09_13_42_50_262000160_RGB_hrl,262000160,2017-04-09,13:42:50,UC-E-1-30912269,6.7,250,187257.5,425458.531,1900.878,0.1138,0.2651,-179.8162,,POINT (187260.16409999877 425455.7945000008)
beeldmiddenoverzicht_hrl_2017.71,2017_04_09_13_42_56_262000161_RGB_hrl,262000161,2017-04-09,13:42:56,UC-E-1-30912269,6.7,250,186770.813,425465.969,1900.921,-0.0166,0.232,179.1854,,POINT (186773.38809999824 425463.1185000017)
beeldmiddenoverzicht_hrl_2017.72,2017_04_09_13_43_02_262000162_RGB_hrl,262000162,2017-04-09,13:43:02,UC-E-1-30912269,6.7,250,186286.672,425476.906,1902.264,-0.0463,0.2303,178.9664,,POINT (186289.4701000005 425473.96350000054)
beeldmiddenoverzicht_hrl_2017.73,2017_04_09_13_43_07_262000163_RGB_hrl,262000163,2017-04-09,13:43:07,UC-E-1-30912269,6.7,250,185802.406,425481.281,1901.535,0.0263,0.0956,-179.6459,,POINT (185805.23310000077 425478.1504999995)
beeldmiddenoverzicht_hrl_2017.74,2017_04_09_13_43_13_262000164_RGB_hrl,262000164,2017-04-09,13:43:13,UC-E-1-30912269,6.7,250,185309.563,425473,1898.435,0.1897,0.1466,-178.8449,,POINT (185312.4400999993 425469.8194999993)
beeldmiddenoverzicht_hrl_2017.75,2017_04_09_13_43_19_262000165_RGB_hrl,262000165,2017-04-09,13:43:19,UC-E-1-30912269,6.7,250,184825.672,425468.094,1896.532,0.0721,0.1919,-179.4113,,POINT (184828.56709999964 425464.7424999997)
beeldmiddenoverzicht_hrl_2017.76,2017_04_09_13_43_24_262000166_RGB_hrl,262000166,2017-04-09,13:43:24,UC-E-1-30912269,6.7,250,184339.906,425469.5,1894.235,-0.0548,0.2051,179.8943,,POINT (184342.95809999853 425466.0405000001)
beeldmiddenoverzicht_hrl_2017.77,2017_04_09_13_43_30_262000167_RGB_hrl,262000167,2017-04-09,13:43:30,UC-E-1-30912269,6.7,250,183846.328,425473.594,1892.431,-0.0784,0.1712,179.8019,,POINT (183849.47509999946 425469.9125000015)
beeldmiddenoverzicht_hrl_2017.78,2017_04_09_13_43_35_262000168_RGB_hrl,262000168,2017-04-09,13:43:35,UC-E-1-30912269,6.7,250,183354.844,425473.938,1893.285,0.0956,0.1477,-179.6287,,POINT (183358.03510000184 425470.21550000086)
beeldmiddenoverzicht_hrl_2017.79,2017_04_09_13_43_41_262000169_RGB_hrl,262000169,2017-04-09,13:43:41,UC-E-1-30912269,6.7,250,182865.859,425465.781,1894.843,0.1728,0.1869,-178.4727,,POINT (182869.1651000008 425461.97250000015)
beeldmiddenoverzicht_hrl_2017.80,2017_04_09_13_43_47_262000170_RGB_hrl,262000170,2017-04-09,13:43:47,UC-E-1-30912269,6.7,250,182376.078,425451.906,1891.484,0.1559,0.2508,-178.3141,,POINT (182379.4470999986 425447.9585000016)
beeldmiddenoverzicht_hrl_2017.81,2017_04_09_13_43_53_262000171_RGB_hrl,262000171,2017-04-09,13:43:53,UC-E-1-30912269,6.7,250,181883.531,425448.813,1887.783,0.019,0.2227,179.8505,,POINT (181887.09209999815 425444.73149999976)
beeldmiddenoverzicht_hrl_2017.82,2017_04_09_13_43_58_262000172_RGB_hrl,262000172,2017-04-09,13:43:58,UC-E-1-30912269,6.7,250,181398.891,425458.969,1885.471,-0.0085,0.1783,178.9772,,POINT (181402.5861000009 425454.7655000016)
beeldmiddenoverzicht_hrl_2017.83,2017_04_09_13_44_04_262000173_RGB_hrl,262000173,2017-04-09,13:44:04,UC-E-1-30912269,6.7,250,180904.484,425471.75,1883.613,-0.0106,0.1138,178.8374,,POINT (180908.25409999862 425467.36950000003)
beeldmiddenoverzicht_hrl_2017.84,2017_04_09_13_44_09_262000174_RGB_hrl,262000174,2017-04-09,13:44:09,UC-E-1-30912269,6.7,250,180417.672,425475.25,1881.946,-0.0116,0.1138,-179.7682,,POINT (180421.47309999913 425470.8645000011)
beeldmiddenoverzicht_hrl_2017.85,2017_04_09_13_44_15_262000175_RGB_hrl,262000175,2017-04-09,13:44:15,UC-E-1-30912269,6.7,250,179922.797,425467.5,1880.755,0.1843,0.1025,-178.7042,,POINT (179926.62909999862 425462.9675000012)
beeldmiddenoverzicht_hrl_2017.86,2017_04_09_13_44_21_262000176_RGB_hrl,262000176,2017-04-09,13:44:21,UC-E-1-30912269,6.7,250,179437.844,425458.813,1878.448,0.1952,0.1466,-179.0198,,POINT (179441.76509999856 425454.0954999998)
beeldmiddenoverzicht_hrl_2017.87,2017_04_09_13_47_34_261900177_RGB_hrl,261900177,2017-04-09,13:47:34,UC-E-1-30912269,6.7,250,179431.016,426703.313,1893.238,-0.5555,-0.1804,0.2264,,POINT (179434.53009999916 426698.6405000016)
beeldmiddenoverzicht_hrl_2017.88,2017_04_09_13_47_39_261900178_RGB_hrl,261900178,2017-04-09,13:47:39,UC-E-1-30912269,6.7,250,179934.734,426705.313,1894.873,-0.8015,-0.2227,0.6745,,POINT (179938.29610000178 426700.7664999999)
beeldmiddenoverzicht_hrl_2017.89,2017_04_09_13_47_44_261900179_RGB_hrl,261900179,2017-04-09,13:47:44,UC-E-1-30912269,6.7,250,180418.797,426712.063,1899.427,-0.9503,-0.3117,1.2488,,POINT (180422.2820999995 426707.63650000095)
beeldmiddenoverzicht_hrl_2017.90,2017_04_09_13_47_49_261900180_RGB_hrl,261900180,2017-04-09,13:47:49,UC-E-1-30912269,6.7,250,180909.172,426720.469,1904.618,-0.8535,-0.338,1.0908,,POINT (180912.64510000125 426716.1565000005)
beeldmiddenoverzicht_hrl_2017.91,2017_04_09_13_47_54_261900181_RGB_hrl,261900181,2017-04-09,13:47:54,UC-E-1-30912269,6.7,250,181398.484,426722.563,1907.757,-0.6139,-0.365,0.1262,,POINT (181401.7760999985 426718.4145000018)
beeldmiddenoverzicht_hrl_2017.92,2017_04_09_13_48_00_261900182_RGB_hrl,261900182,2017-04-09,13:48:00,UC-E-1-30912269,6.7,250,181885.781,426722.969,1908.782,-0.4884,-0.4028,0.4313,,POINT (181889.04509999976 426718.95149999857)
beeldmiddenoverzicht_hrl_2017.93,2017_04_09_13_48_05_261900183_RGB_hrl,261900183,2017-04-09,13:48:05,UC-E-1-30912269,6.7,250,182385.406,426727.563,1908.107,-0.7167,-0.3033,0.7141,,POINT (182388.48110000044 426723.6105000004)
beeldmiddenoverzicht_hrl_2017.94,2017_04_09_13_48_10_261900184_RGB_hrl,261900184,2017-04-09,13:48:10,UC-E-1-30912269,6.7,250,182874.734,426732,1909.121,-0.8682,-0.2772,0.765,,POINT (182877.69209999964 426728.2025000006)
beeldmiddenoverzicht_hrl_2017.95,2017_04_09_13_48_15_261900185_RGB_hrl,261900185,2017-04-09,13:48:15,UC-E-1-30912269,6.7,250,183362.594,426736,1910.827,-0.8909,-0.2425,0.5643,,POINT (183365.53810000047 426732.33249999955)
beeldmiddenoverzicht_hrl_2017.96,2017_04_09_13_48_20_261900186_RGB_hrl,261900186,2017-04-09,13:48:20,UC-E-1-30912269,6.7,250,183849.203,426735.75,1913.005,-0.6724,-0.2434,0.0046,,POINT (183852.0720999986 426732.193500001)
beeldmiddenoverzicht_hrl_2017.97,2017_04_09_13_48_26_261900187_RGB_hrl,261900187,2017-04-09,13:48:26,UC-E-1-30912269,6.7,250,184344.609,426730.219,1914.179,-0.0929,-0.185,-0.3107,,POINT (184347.34409999847 426726.83249999955)
beeldmiddenoverzicht_hrl_2017.98,2017_04_09_13_48_31_261900188_RGB_hrl,261900188,2017-04-09,13:48:31,UC-E-1-30912269,6.7,250,184828.422,426728.375,1916.002,0.0125,-0.2153,0.196,,POINT (184831.13610000163 426725.1625000015)
beeldmiddenoverzicht_hrl_2017.99,2017_04_09_13_48_36_261900189_RGB_hrl,261900189,2017-04-09,13:48:36,UC-E-1-30912269,6.7,250,185313.766,426728.938,1919.066,-0.0738,-0.2693,0.0942,,POINT (185316.38309999928 426725.84050000086)
beeldmiddenoverzicht_hrl_2017.100,2017_04_09_13_48_41_261900190_RGB_hrl,261900190,2017-04-09,13:48:41,UC-E-1-30912269,6.7,250,185799.031,426724.563,1921.473,0.1399,-0.2625,-0.4526,,POINT (185801.5491000004 426721.54850000143)
beeldmiddenoverzicht_hrl_2017.101,2017_04_09_13_48_47_261900191_RGB_hrl,261900191,2017-04-09,13:48:47,UC-E-1-30912269,6.7,250,186285.563,426723.906,1921.177,0.0108,-0.1681,0.1892,,POINT (186288.02910000086 426721.0375000015)
beeldmiddenoverzicht_hrl_2017.102,2017_04_09_13_48_52_261900192_RGB_hrl,261900192,2017-04-09,13:48:52,UC-E-1-30912269,6.7,250,186781.828,426723.969,1920.967,-0.0687,-0.1277,0.125,,POINT (186784.1651000008 426721.15349999815)
beeldmiddenoverzicht_hrl_2017.103,2017_04_09_13_48_57_261900193_RGB_hrl,261900193,2017-04-09,13:48:57,UC-E-1-30912269,6.7,250,187258.484,426720.625,1922.538,-0.089,-0.1038,-0.3974,,POINT (187260.80810000002 426717.89449999854)
