X,Y,OBJECTID,KWKIDENT,KWKAFSL1,KWKSTATU,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,KWKAFSL3,IWS_LEGGERSTATUS,KWKNAAM,RICHTING,BRON,OPMERKINGEN,KERIDENT,GLOBALID,IWS_AFST_B,KWKKEREN,WSZDEELGEBIED
6.1677570843543,52.2443715650364,3954,IWK-53-0130,4,9900, , ,Rioolafsluiter,99,0,1,Rioolafsluiter Hartenhaasje,168.13,,,IWK-53-0130,5396d937-4d40-4a2f-ab71-727fd58b9ccc,2,1,22
6.05903752784691,52.4987988610396,3955,IWK-53-1130,,9900,dichte leiding niet afsluitbaar, ,Rioolafsluiter,,0,,pompput W.M.O. (dichte leiding niet afsluitbaar),81.22,,,IWK-53-1130,6d68c72f-8f44-4ec0-9f1e-f9352d53c71a,2,1,20
6.15064365388365,52.253934661871,3956,IWK-53-0330,4,9900,onder coupure door,Rioolafsluiter Lindenstraat,Rioolafsluiter,,,,Rioolafsluiter Lindenstraat (onder coupure),-58.7,Legger Waterkeringen,,IWK-53-0330,fbf976c7-1306-47c9-8ad1-35b9d33efd74,2,1,22
6.15023208511259,52.2539741384011,3957,IWK-53-0334,4,9900,,,Rioolafsluiter,,,,Rioolafsluiter Kapjeswelle/Lindenstraat,90,keringbeheerder,,IWK-53-0334,236bc7d8-fd94-40ff-b5d9-15ccdf54bff6,,1,
6.14981681848134,52.2544904053532,3958,110120,,9900,,,Rioolafsluiter,,,,Rioolafsluiter Kapjeswelle/Graaf van Burenstraat,90,keringbeheerder,,IWK-53-0344,81b9a4a1-099e-4281-af45-46edaccf1471,,1,
6.15480572434156,52.251112463219,3959,IWK-53-0265,4,9900,,Rioolsafluiter Duimpoort,Rioolafsluiter,,,1,Rioolsafluiter Duimpoort,,keringbeheerders,,IWK-53-0265,6dda7507-b056-476a-ad7f-b5dd73f14cc6,,1,22
6.15349659107702,52.251908418833,3960,IWK-53-0285,4,9900,,Rioolafsluiter Nieuwe Markt,Rioolafsluiter,,,1,Rioolafsluiter Nieuwe Markt,,keringbeheerders,,IWK-53-0285,cd5036fb-6078-4a7f-9e7b-8bf2be4d0e4e,,1,22
6.15159397924447,52.2533392445828,3961,IWK-53-0315,4,9900,,Rioolafsl Muggenplein/Achter de muren Vispoort,Rioolafsluiter,,,1,Rioolafsluiter Muggenplein/Achter de muren Vispoort,90,keringbeheeders,,IWK-53-0315,a648b757-bdc9-48aa-ad57-eed3c30a3fc6,,1,22
6.11279214528289,52.50712530426,3962,IWK-534-0160,4,9900,,"Park De Wezenlanden, Zwolle",riooloverstort,,,1,riooloverstort Park Wezenlanden,,,,IWK-534-0160,7ae7d775-651b-49fd-89b5-fc00735979f0,2,1,20
6.11474205333761,52.5063418034487,3963,IWK-534-0180,4,9900,,"Weteringkade, Zwolle",rioolleiding,,,1,rioolleiding Weteringkade,,,,IWK-534-0180,df931ee0-adf6-49a7-995b-a762679410d7,2,1,20
6.09487615693508,52.5888247792492,3964,IWK-09-0250,4,9900,buiten de Enkpoort,,afvoer persriool,,,1,afvoer persriool woonschepen,,,,IWK-09-0250,3b772814-f2a9-413f-8736-9ed783024011,2,1,16
5.89446863129044,52.5684772635504,3965,IWK-11-0110,4,9900,,,rioolleiding,,,1,rioolleiding t.h.v. Schotte,,,,IWK-11-0110,e39bbe35-eb71-4191-9730-880f0c9cc876,2,1,13
5.91004986774794,52.56465716666,3966,IWK-11-0190,4,9900,,,riooloverstort,,,1,riooloverstort Veerweg,,,,IWK-11-0190,a04c8b4e-3cab-42fe-92cb-78bb68a41556,2,1,13
6.08824823173902,52.5101949878187,3967,IWK-534-0060,4,9900,,"Emmawijk, Zwolle",riooloverstort,,,1,riooloverstort Emmawijk,,,,IWK-534-0060,cd26230a-c57c-417e-bfd6-da890222c313,2,1,20
6.08169225865556,52.5177586918232,3968,IWK-53-1310,4,9900,staat permanent dicht,,open leiding,,,1,rioolafsluiter holterbroekerbrug katerdijk,,Intern - W.Evers,,IWK-53-1310,d1e82078-a763-4e3a-8a67-354cebf90969,2,1,20
6.06911515788858,52.5183489826083,3969,IWK-53-1220,4,9900,,,riooloverstort,5,,1,riooloverstort Rieteweg Katwolderhaven,,,,IWK-53-1220,b974223a-3503-473f-85f8-4212a55bedd3,2,1,20
6.09352285211431,52.5888674911054,3970,IWK-09-0260,4,9900,,,riooloverstort Eikenlaan,,,1,riooloverstort Eikenlaan,,,,IWK-09-0260,81450a91-68bd-4fd0-9053-e2a62fcba674,2,1,16
5.87354779352077,52.5682114557915,3971,IWK-11-0080,99,9900,,,rioolpersleiding,,,1,rioolpersleiding MBI,,RiooltekGemKampen2019,,IWK-11-0080,91d29737-0916-4856-9bd0-0080cae1ba38,2,1,13
6.08213488629704,52.5174298337861,3972,IWK-53-1320,4,9900,,,riooloverstort,,,1,riooloverstort Gasthuislanden,,,,IWK-53-1320,34974af8-92d7-43cd-89fc-2201423c8d75,2,1,20
6.13567236342485,52.3966646647547,3973,IWK-53-0510,1,9900,riooloverstort van zuivering,,Wijhe riooloverstort Stegeman,4,,1,Wijhe riooloverstort Stegeman,,,,IWK-53-0510,8453fbe0-1e2b-4230-9e64-8792c290bc3e,2,1,20
6.14984001979049,52.2545023417635,3974,IWK-53-0340,4,9900,,Rioolafsluiter Graaf van Burenstraat,Rioolafsluiter,,,1,Rioolafsluiter Graaf van Burenstraat,,keringbeheerders,,IWK-53-0340,37c8b9cc-5844-45aa-8d6d-42e34e4aa428,,1,22
