FID,loc_nr,oid,loc_type,loc_des,roadnumber,roadname,first_name,secnd_name,junct_ref,exit_nr,hstart_pos,hend_pos,hstart_neg,hend_neg,hecto_char,hecto_dir,pos_in,pos_out,neg_in,neg_out,dir,area_ref,lin_ref,inter_ref,pos_off,neg_off,urban_code,pres_pos,pres_neg,far_away,city_distr,top_sign,type_code,mw_ref,rw_nr,aw_ref,gdb_geomattr_data,shape
tankstation_66.347,7336,1573,P3.12,Tankstation,A12, ,Bergh Noord, ,0, ,-1,-1,1494,1486, ,1,0,0,1,1, ,2372,3022,0,7337,7335,0,0,1,0, , ,0,0,12,645,,POINT (207984.76449999958 435552.28559999913)
tankstation_66.469,7522,1695,P3.12,Tankstation,A15, ,De Noord, ,0, ,-1,-1,763,757, ,1,0,0,1,1, ,2475,3056,0,7460,7458,0,0,1,0, , ,0,0,15,427,,POINT (106262.25609999895 429256.1832999997)
tankstation_66.470,7523,1696,P3.12,Tankstation,A15, ,Ridderkerk, ,0, ,715,727,-1,-1, ,1,1,1,0,0, ,2535,3056,0,7456,7454,0,1,0,0, , ,0,0,15,427,,POINT (102740.65500000119 430038.43719999865)
tankstation_66.712,8015,1938,P3.12,Tankstation,A2, ,Utrechtse Brug, ,0, ,-1,-1,304,309, ,-1,0,0,1,1, ,2415,3105,0,8016,8013,0,0,1,0, , ,0,0,2,421,,POINT (122650.58879999816 482823.94040000066)
tankstation_66.722,8045,1948,P3.12,Tankstation,A2, ,IJsselstein, ,0, ,-1,-1,676,681, ,-1,0,0,1,1, ,2409,3104,0,7988,7987,0,0,1,0, , ,0,0,2,434,,POINT (132789.87519999966 448991.2100000009)
tankstation_66.723,8046,1949,P3.12,Tankstation,A2, ,Meerssen, ,0, ,2516,2512,-1,-1, ,-1,1,1,0,0, ,2676,3102,0,7855,22252,0,1,0,0, , ,0,0,2,550,,POINT (179775.09710000083 321932.96660000086)
tankstation_66.776,8174,2002,P3.12,Tankstation,A200, ,De Liede, ,0, ,112,109,-1,-1, ,-1,1,1,0,0, ,2431,3333,0,8156,8155,0,1,0,0, , ,0,0,200,421,,POINT (106976.89409999922 488608.7965000011)
tankstation_66.805,8217,2031,P3.12,Tankstation,N208, ,Spes Nostra, ,0, ,-1,-1,573,572, ,1,0,0,1,1, ,2462,3140,0,8209,8216,0,0,1,0, , ,0,0,0,0,,POINT (104953.46440000087 494947.3412999995)
tankstation_66.848,8313,2074,P3.12,Tankstation,A27, ,Hank, ,0, ,-1,-1,253,250, ,1,0,0,1,1, ,1959,3170,0,8314,8312,0,0,1,0, , ,0,0,27,577,,POINT (122599.12240000069 417356.4056000002)
tankstation_66.921,8482,2147,P3.12,Tankstation,A28, ,Hooglanderveen, ,0, ,-1,-1,293,290, ,1,0,0,1,1, ,2379,3191,0,21802,8480,0,0,1,0, , ,0,0,28,434,,POINT (158562.43980000168 466771.41149999946)
tankstation_66.940,8507,2166,P3.12,Tankstation,A28, ,'t Loo, ,0, ,-1,-1,803,799, ,1,0,0,1,1, ,2350,3191,0,8508,8506,0,0,1,0, , ,0,0,28,610,,POINT (195098.3211000003 496165.78069999814)
tankstation_66.1025,8681,2251,P3.12,Tankstation,A29, ,Mijnsheerenland, ,0, ,191,188,-1,-1, ,-1,1,1,0,0, ,1963,3210,0,8682,8678,0,1,0,0, , ,0,0,29,427,,POINT (91130.62449999899 424095.0612999983)
tankstation_66.1209,9048,2435,P3.12,Tankstation,N35, ,Raalte, ,0, ,-1,-1,186,188, ,-1,0,0,1,1, ,2284,3281,0,9049,9047,0,0,1,0, , ,0,0,835,610,,POINT (214568.0637000017 491030.9963000007)
tankstation_66.1321,9306,2547,P3.12,Tankstation,A44, ,Sassenheim, ,0, ,-1,-1,81,84, ,-1,0,0,1,1, ,2540,3321,0,9296,9295,0,0,1,0, , ,0,0,44,425,,POINT (97468.75129999965 470759.0443000011)
tankstation_66.1525,10051,2882,P3.12,Tankstation,A67, ,Deersels, ,0, ,593,597,-1,-1, ,1,1,1,0,0, ,2741,3392,0,10052,10050,0,1,0,0, , ,0,0,67,550,,POINT (197684.30059999973 376769.8764999993)
tankstation_66.1532,10059,2889,P3.12,Tankstation,A67, ,Reunen, ,0, ,-1,-1,714,708, ,1,0,0,1,1, ,2692,3398,0,10060,10058,0,0,1,0, , ,0,0,67,550,,POINT (208905.13599999994 378806.9400999993)
