FID,oid_,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
trend_2007_25.1,0,1701282,17,1282,117,126.41899,9.41899,-3.421,2009,- - 3 - - -,3,571.05,,,"POLYGON ((15828.949000000954 379750.88899999857, 15858.199999999255 379670.5219999999, 15670.26099999994 379602.1180000007, 15641.01000000164 379682.4849999994, 15828.949000000954 379750.88899999857))"
trend_2007_25.2,0,1701300,17,1300,111,123.00745,12.00745,-1.855,2013,- - 3 - - -,3,492.75,,,"POLYGON ((15659.949000000954 379689.8900000006, 15675.809999998659 379646.3110000007, 15487.870999999344 379577.9070000015, 15472.01000000164 379621.48600000143, 15659.949000000954 379689.8900000006))"
trend_2007_25.3,0,1701318,17,1318,103,117.31503,14.31503,-1.537,2016,- - 3 - - -,3,476.85,,,"POLYGON ((15490.949000000954 379627.88899999857, 15504.090999998152 379591.7820000015, 15316.151999998838 379523.3779999986, 15303.01000000164 379559.4849999994, 15490.949000000954 379627.88899999857))"
trend_2007_25.4,0,1701335,17,1335,93,106.6207,13.6207,-1.53,2015,- - 3 - - -,3,476.5,,,"POLYGON ((15325.949000000954 379568.8900000006, 15339.030999999493 379532.9459999986, 15151.092000000179 379464.54199999943, 15138.01000000164 379500.48600000143, 15325.949000000954 379568.8900000006))"
trend_2007_25.5,0,1701354,17,1354,113,115.92264,2.92264,-1.256,2009,- - 3 - - -,3,462.8,,,"POLYGON ((15151.949000000954 379505.8900000006, 15162.688000001013 379476.3830000013, 14974.749000001699 379407.9789999984, 14964.01000000164 379437.48600000143, 15151.949000000954 379505.8900000006))"
trend_2007_25.6,0,1701363,17,1363,97,103.19457,6.19457,-2.303,2009,- - 3 - - -,3,515.15,,,"POLYGON ((14909.651999998838 379421.10599999875, 14937.565000001341 379370.75, 14762.640999998897 379273.7879999988, 14734.72800000012 379324.14400000125, 14909.651999998838 379421.10599999875))"
trend_2007_25.7,0,1701372,17,1372,118,122.1935,4.1935,-2.65,2008,- - 3 - - -,3,532.5,,,"POLYGON ((14702.140000000596 379295.56599999964, 14742.927999999374 379243.3599999994, 14585.324999999255 379120.2280000001, 14544.537999998778 379172.43400000036, 14702.140000000596 379295.56599999964))"
trend_2007_25.8,0,1701381,17,1381,126,135.49001,9.49001,-2.679,2010,- - 3 - - -,3,533.95,,,"POLYGON ((14630.140000000596 379240.56599999964, 14671.374000001699 379187.7890000008, 14513.77199999988 379064.6570000015, 14472.537999998778 379117.43400000036, 14630.140000000596 379240.56599999964))"
trend_2007_25.9,0,1701391,17,1391,137,147.9056,10.9056,-2.24,2011,- - 3 - - -,3,512,,,"POLYGON ((14551.140000000596 379179.56599999964, 14585.616999998689 379135.438000001, 14428.015000000596 379012.3049999997, 14393.537999998778 379056.43400000036, 14551.140000000596 379179.56599999964))"
trend_2007_25.10,0,1701401,17,1401,143,150.788,7.788,-3.2,2009,- - 3 - - -,3,560,,,"POLYGON ((14404.136999998242 379072.54399999976, 14458.697000000626 379014.03500000015, 14312.425999999046 378877.63599999994, 14257.866000000387 378936.14400000125, 14404.136999998242 379072.54399999976))"
