FID,GML_ID,ID,CODE,NAAM,LAT,LON,ACTIEF,PLAATSNAAM,RDX,RDY,GEMEENTE,WIJK,PLAATS,HUISNUMMERS,POSTCODE,STRAAT,AANDUIDING,BOUWJAAR,LEVENSDUUR,VERVANGJAAR,FOTO,DD_BIJGEWERKT,GEOMETRIE
SPL_SPEELPLEKKEN.75727,Speelplekken.fid--26bbd5c6_18613012ba5_5308,75727,34.15,Lankforst 27e straat,51.81395015,5.81146142,true,Nijmegen Dukenburg,184255.27,425122.15,Nijmegen,34 Lankforst,Nijmegen Dukenburg,27-08,6538HA,Lankforst 27e straat,Lankforst 27e straat,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75727/JPEG_20220622_103723_1595358366713876191.jpg,2023-02-03,POINT (184255.27 425122.15)
SPL_SPEELPLEKKEN.75728,Speelplekken.fid--26bbd5c6_18613012ba5_5309,75728,34.17,Lankforst 42e straat,51.81410703,5.80777692,true,Nijmegen Dukenburg,184001.1,425138.13,Nijmegen,34 Lankforst,Nijmegen Dukenburg,42-10,6538HW,Lankforst 42e straat,In tegelplateau,1999,25,2024,https://www.absweb.nu/Fotos/gemeentenijmegen/75728/JPEG_20220622_101111_8902150035235110695.jpg,2023-02-03,POINT (184001.1 425138.13)
SPL_SPEELPLEKKEN.75729,Speelplekken.fid--26bbd5c6_18613012ba5_530a,75729,34.10,Lankforst 13e straat sportplaats (EV),51.81301475,5.8100856,true,Nijmegen Dukenburg,184161,425017.53,Nijmegen,34 Lankforst,Nijmegen Dukenburg,27 51,6538GW,Lankforst 13e straat,14 e - 27e straat Nutsschool,2011,10,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75729/JPEG_20220622_100444_3316233921972132792.jpg,2023-02-03,POINT (184161 425017.53)
SPL_SPEELPLEKKEN.75943,Speelplekken.fid--26bbd5c6_18613012ba5_530b,75943,34.01,Lankforst 32e straat Sportplaats (EV),51.8155186,5.81082345,true,Nijmegen Dukenburg,184210.26,425296.39,Nijmegen,34 Lankforst,Nijmegen Dukenburg,32.10,6538JE,Lankforst 32e straat,Lankforst 32e straat langs M-W Kanaal,2015,15,2030,https://www.absweb.nu/Fotos/gemeentenijmegen/75943/JPEG_20220622_103355_3101943645242047668.jpg,2023-02-03,POINT (184210.26 425296.39)
SPL_SPEELPLEKKEN.75856,Speelplekken.fid--26bbd5c6_18613012ba5_530d,75856,35.06,Aldenhof 13e straat deels sport,51.80522075,5.79800862,true,Nijmegen Dukenburg,183333.11,424145.65,Nijmegen,35 Aldenhof,Nijmegen Dukenburg,13 50,6537CD,Aldenhof 13,Aldenhof 13.20 in groenvoorziening,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75856/JPEG_20220629_065157_861769031101483878.jpg,2023-02-03,POINT (183333.11 424145.65)
SPL_SPEELPLEKKEN.75837,Speelplekken.fid--26bbd5c6_18613012ba5_530e,75837,35.05,Aldenhof 84 e straat sportplaats (EV),51.80683073,5.7962494,true,Nijmegen Dukenburg,183210.77,424324.08,Nijmegen,35 Aldenhof,Nijmegen Dukenburg,84 02,6537CJ,Aldenhof 84,Teerplein,2005,15,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75837/JPEG_20220629_090122_5367822384957415630.jpg,2023-02-03,POINT (183210.77 424324.08)
SPL_SPEELPLEKKEN.75635,Speelplekken.fid--26bbd5c6_18613012ba5_526a,75635,14.16,Bongerdstraat,51.81933533,5.84830065,true,Nijmegen Zuid,186791.75,425736.74,Nijmegen,14 Hatertse hei,Nijmegen Zuid,2 en 40,6533XE,Bongerdstraat,Bongerdstraat 2 plaatsen bij elkaar,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75635/JPEG_20220711_131058_361378784056248912.jpg,2023-02-03,POINT (186791.75 425736.74)
SPL_SPEELPLEKKEN.75636,Speelplekken.fid--26bbd5c6_18613012ba5_526b,75636,14.04,Akkerhommelhof / Moshommelhof,51.81544383,5.84529247,true,Nijmegen Zuid,186587.07,425302.49,Nijmegen,14 Hatertse hei,Nijmegen Zuid,9,6533PL,Akkerhommelhof,In groenvoorziening,2006,14,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75636/JPEG_20220825_110224_217710284749401266.jpg,2023-02-03,POINT (186587.07 425302.49)
SPL_SPEELPLEKKEN.75637,Speelplekken.fid--26bbd5c6_18613012ba5_526c,75637,14.03,Honingraat,51.81689872,5.84573588,true,Nijmegen Zuid,186616.63,425464.54,Nijmegen,14 Hatertse hei,Nijmegen Zuid,15,6533RV,Bijenkorf,Honingraat / Bijenkorf,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75637/JPEG_20220712_094334_6774244321998417125.jpg,2023-02-03,POINT (186616.63 425464.54)
SPL_SPEELPLEKKEN.75638,Speelplekken.fid--26bbd5c6_18613012ba5_526d,75638,14.17,Polderstraat deels sportplaats (EV),51.81925205,5.85243743,true,Nijmegen Zuid,187077.03,425729.29,Nijmegen,14 Hatertse hei,Nijmegen Zuid,4,6533XN,Polderstraat,Langs Slotemaker de Bruïneweg,2006,20,2026,https://www.absweb.nu/Fotos/gemeentenijmegen/75638/23.jpg,2023-02-03,POINT (187077.03 425729.29)
SPL_SPEELPLEKKEN.75639,Speelplekken.fid--26bbd5c6_18613012ba5_526e,75639,15.12,Daltonstraat deels sportplaats (EV),51.81150092,5.85075045,true,Nijmegen Zuid,186966.22,424866.21,Nijmegen,15 Grootstal,Nijmegen Zuid,1,6533ML,Daltonstraat,Daltonstraat,2007,20,2027,https://www.absweb.nu/Fotos/gemeentenijmegen/75639/JPEG_20220712_082857_7278494225089338847.jpg,2023-02-03,POINT (186966.22 424866.21)
SPL_SPEELPLEKKEN.75640,Speelplekken.fid--26bbd5c6_18613012ba5_526f,75640,15.06,van Musschenbroekstraat deels sportplaats Jeu de Boules,51.81310115,5.84944912,true,Nijmegen Zuid,186875.35,425043.67,Nijmegen,15 Grootstal,Nijmegen Zuid,14,6533NS,van Musschenbroekstraat,van Mussch3nbroekstraat,2003,16,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75640/JPEG_20220712_084058_4178450133809055193.jpg,2023-02-03,POINT (186875.35 425043.67)
SPL_SPEELPLEKKEN.75641,Speelplekken.fid--26bbd5c6_18613012ba5_5270,75641,15.15,Galvanistraat,51.81079497,5.83789,true,Nijmegen Zuid,186079.85,424782.09,Nijmegen,15 Grootstal,Nijmegen Zuid,20,6533DV,Galvanistraat,Galvanistraat in groenvoorziening,2013,10,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75641/JPEG_20220623_105931_1215057074844775081.jpg,2023-02-03,POINT (186079.85 424782.09)
SPL_SPEELPLEKKEN.75643,Speelplekken.fid--26bbd5c6_18613012ba5_5272,75643,15.16,Fresnelstraat,51.8103623,5.83559473,true,Nijmegen Zuid,185921.87,424732.98,Nijmegen,15 Grootstal,Nijmegen Zuid,2,6533DN,Fresnelstraat,Fresnelstraat in groenvoorziening,2010,10,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75643/JPEG_20220623_111120_4549554646689016625.jpg,2023-02-03,POINT (185921.87 424732.98)
SPL_SPEELPLEKKEN.75644,Speelplekken.fid--26bbd5c6_18613012ba5_5273,75644,15.17,Marie Curiestraat / Marconistraat,51.81133507,5.84458563,true,Nijmegen Zuid,186541.21,424845.07,Nijmegen,15 Grootstal,Nijmegen Zuid,28,6533KJ,Marconistraat,Marie Curiiestraat,2003,16,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75644/JPEG_20220712_081512_5477309927007191316.jpg,2023-02-03,POINT (186541.21 424845.07)
SPL_SPEELPLEKKEN.75645,Speelplekken.fid--26bbd5c6_18613012ba5_5274,75645,15.18,Bunsenstraat,51.80966103,5.84146978,true,Nijmegen Zuid,186327.51,424657.48,Nijmegen,15 Grootstal,Nijmegen Zuid,9,6533JJ,Bunsenstraat,Bunsenstraat,2003,15,2018,https://www.absweb.nu/Fotos/gemeentenijmegen/75645/JPEG_20220623_105409_5492011207165948620.jpg,2023-02-03,POINT (186327.51 424657.48)
SPL_SPEELPLEKKEN.75646,Speelplekken.fid--26bbd5c6_18613012ba5_5275,75646,15.21,Von Fraunhoferhof,51.81050003,5.8337194,true,Nijmegen Zuid,185792.45,424747.51,Nijmegen,15 Grootstal,Nijmegen Zuid,6,6533DX,Von Frauenhoferhof,Nieuw Grootstal,2010,10,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75646/JPEG_20220623_112751_349338779470893053.jpg,2023-02-03,POINT (185792.45 424747.51)
SPL_SPEELPLEKKEN.75647,Speelplekken.fid--26bbd5c6_18613012ba5_5276,75647,15.22,Keplerstraat deels sportplaats (EV),51.80964522,5.83392777,true,Nijmegen Zuid,185807.4,424652.49,Nijmegen,15 Grootstal,Nijmegen Zuid,197,6533DZ,Keplerstraat,Grootstal nieuwbouw,2003,16,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75647/JPEG_20220623_111752_931508150245416961.jpg,2023-02-03,POINT (185807.4 424652.49)
SPL_SPEELPLEKKEN.75648,Speelplekken.fid--26bbd5c6_18613012ba5_5277,75648,15.19,Wattstraat / Keesomstraat,51.81243193,5.84256102,true,Nijmegen Zuid,186400.83,424966.22,Nijmegen,15 Grootstal,Nijmegen Zuid,17,6533HS,Keesomstraat,Achter Keesomstraat 1,2003,16,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75648/JPEG_20220712_075836_3765031385850135937.jpg,2023-02-03,POINT (186400.83 424966.22)
SPL_SPEELPLEKKEN.75649,Speelplekken.fid--26bbd5c6_18613012ba5_5278,75649,15.23,Joulestraat,51.81189617,5.83370085,true,Nijmegen Zuid,185790.21,424902.82,Nijmegen,15 Grootstal,Nijmegen Zuid,86,6533DH,Joulestraat,Joulestraat in groenvoorziening,2009,10,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75649/JPEG_20220623_113610_1484092336918892097.jpg,2023-02-03,POINT (185790.21 424902.82)
SPL_SPEELPLEKKEN.75650,Speelplekken.fid--26bbd5c6_18613012ba5_5279,75650,15.13,Archimedesstraat deels sportplaats (EV),51.80938992,5.8488435,true,Nijmegen Zuid,186836.21,424630.52,Nijmegen,15 Grootstal,Nijmegen Zuid,20,6533MC,Archimedesstraat,Archimedesstraat. in groenvoorziening,2010,10,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75650/JPEG_20220623_104130_128076459599603138.jpg,2023-02-03,POINT (186836.21 424630.52)
SPL_SPEELPLEKKEN.75878,Speelplekken.fid--26bbd5c6_18613012ba5_527a,75878,15.02,Einsteinstraat sportplaats (EV),51.8130912,5.84482725,true,Nijmegen Zuid,186556.64,425040.55,Nijmegen,15 Grootstal,Nijmegen Zuid,177,6533NK,Einsteinstraat,Einsteinstraat in groenvoorziening,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75878/JPEG_20220825_101659_9069521382633966468.jpg,2023-02-03,POINT (186556.64 425040.55)
SPL_SPEELPLEKKEN.315328,Speelplekken.fid--26bbd5c6_18613012ba5_527b,315328,15.14,Edisonstaat,51.8102168,5.84514643,true,Nijmegen Zuid,186580.67,424720.9,Nijmegen,15 Grootstal,Nijmegen Zuid,70,,Edisonstraat,Edisonstaat De schakel.,2020,20,2040,https://www.absweb.nu/Fotos/gemeentenijmegen/315328/JPEG_20220623_105012_4723370829796698842.jpg,2023-02-03,POINT (186580.67 424720.9)
SPL_SPEELPLEKKEN.173502,Speelplekken.fid--26bbd5c6_18613012ba5_527c,173502,15.07,Basisschool Hidaya,51.81352312,5.84959672,true,Nijmegen Zuid,186885.23,425090.68,Nijmegen,15 Grootstal,Nijmegen Zuid,naast 16,6533PA,snelliusstraat ,Basisschool Hidaya,,0,,https://www.absweb.nu/Fotos/gemeentenijmegen/173502/JPEG_20220712_084831_242366987045281464.jpg,2023-02-03,POINT (186885.23 425090.68)
SPL_SPEELPLEKKEN.175788,Speelplekken.fid--26bbd5c6_18613012ba5_527d,175788,15.01,Einsteinstraat,51.81360693,5.84191768,true,Nijmegen Zuid,186355.65,425096.66,Nijmegen,15 Grootstal,Nijmegen Zuid,205,6533NM,Einseinstraat,Ensteinstraat in groenvoorziening,2018,0,2018,https://www.absweb.nu/Fotos/gemeentenijmegen/175788/JPEG_20220929_101158_523267004308305402.jpg,2023-02-03,POINT (186355.65 425096.66)
SPL_SPEELPLEKKEN.139198,Speelplekken.fid--26bbd5c6_18613012ba5_527e,139198,16.12,Aldenhaagstraaat,51.80157102,5.82621692,true,Nijmegen Zuid,185281.07,423750.97,Nijmegen,16 Hatert,Nijmegen Zuid,10,6535MZ,Aldenhaagstraat,Aldenhaagstraat in groenvoorziening,2017,20,2037,https://www.absweb.nu/Fotos/gemeentenijmegen/139198/JPEG_20220621_121514_8657200120054844723.jpg,2023-02-03,POINT (185281.07 423750.97)
SPL_SPEELPLEKKEN.214345,Speelplekken.fid--26bbd5c6_18613012ba5_527f,214345,16.13,Couwenbergstraat.,51.8044107,5.82843038,true,Nijmegen Zuid,185431.82,424067.82,Nijmegen,16 Hatert,Nijmegen Zuid,10,6535SG,Couwebergstraat.,Nijenrodestraat hoek Couwenbergstraat.,2019,20,2039,https://www.absweb.nu/Fotos/gemeentenijmegen/214345/JPEG_20220621_124222_2435679190686291827.jpg,2023-02-03,POINT (185431.82 424067.82)
SPL_SPEELPLEKKEN.444268,Speelplekken.fid--26bbd5c6_18613012ba5_5280,444268,16.14,Malderburchtstraat.,51.79911994,5.82549001,true,Nijmegen Zuid,185232.57,423477.98,Nijmegen,16 Hatert,Nijmegen Zuid,656,,Malderburchtstraat.,Malderburchtstraat.,2021,20,2041,https://www.absweb.nu/Fotos/gemeentenijmegen/444268/JPEG_20220621_121109_5718317694246004953.jpg,2023-02-03,POINT (185232.57 423477.98)
SPL_SPEELPLEKKEN.75881,Speelplekken.fid--26bbd5c6_18613012ba5_5281,75881,16.07,Park Vossendijk deels sportplaats,51.80931205,5.82085533,true,Nijmegen Zuid,184906.12,424609.97,Nijmegen,16 Hatert,Nijmegen Zuid,41,6534WD,Vossendijk,Vossendijk,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75881/JPEG_20220621_082806_5270188883180921605.jpg,2023-02-03,POINT (184906.12 424609.97)
SPL_SPEELPLEKKEN.75885,Speelplekken.fid--26bbd5c6_18613012ba5_5282,75885,16.08,Zijpendaalstraat Sportplaats (MV),51.80358448,5.8253577,true,Nijmegen Zuid,185220.45,423974.62,Nijmegen,16 Hatert,Nijmegen Zuid,56,6535PS,Zijpendaalstraat,Zijpendaalstraat Muiderslotstraat,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75885/JPEG_20220621_123605_3284645737596179565.jpg,2023-02-03,POINT (185220.45 423974.62)
SPL_SPEELPLEKKEN.75872,Speelplekken.fid--26bbd5c6_18613012ba5_5283,75872,16.05,Van Bronckhorstdreef sportplaats,51.80910538,5.81875992,true,Nijmegen Zuid,184761.75,424586.12,Nijmegen,16 Hatert,Nijmegen Zuid,13,6534VB,Van Bronckhorstdreef,Middenterrein,2002,17,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75872/JPEG_20220621_085910_1712292232400255317.jpg,2023-02-03,POINT (184761.75 424586.12)
SPL_SPEELPLEKKEN.75875,Speelplekken.fid--26bbd5c6_18613012ba5_5284,75875,16.04,Cruijffcourt Couwenbergstraat sportplaats (MV),51.8060863,5.8264717,true,Nijmegen Zuid,185295.61,424253.42,Nijmegen,16 Hatert,Nijmegen Zuid,77,6535RZ,Couwenbergstraat,Couwenbergstraat,2006,20,2026,https://www.absweb.nu/Fotos/gemeentenijmegen/75875/JPEG_20220621_130203_6653472913333549327.jpg,2023-02-03,POINT (185295.61 424253.42)
SPL_SPEELPLEKKEN.75911,Speelplekken.fid--26bbd5c6_18613012ba5_5285,75911,16.06,Middachtenstraat Kanaalzone Hatert,51.8010573,5.82272328,true,Nijmegen Zuid,185040.44,423692.37,Nijmegen,16 Hatert,Nijmegen Zuid,337a,6535LH,Middachtenstraat,Middachtenstraat / Maas-Waalkanaal,2010,10,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75911/JPEG_20220621_120304_8216526156250696268.jpg,2023-02-03,POINT (185040.44 423692.37)
SPL_SPEELPLEKKEN.75921,Speelplekken.fid--26bbd5c6_18613012ba5_5286,75921,16.11,Winkelsteegseweg sportplaats (EV),51.81061278,5.82621865,true,Nijmegen Zuid,185275.11,424756.9,Nijmegen,16 Hatert,Nijmegen Zuid,30,6534XB,Winkelsteegseweg,Winkelsteegseweg gazon trapveld,2011,15,2026,https://www.absweb.nu/Fotos/gemeentenijmegen/75921/JPEG_20220621_092243_5913022896861849873.jpg,2023-02-03,POINT (185275.11 424756.9)
SPL_SPEELPLEKKEN.75794,Speelplekken.fid--26bbd5c6_18613012ba5_5287,75794,16.10,Middachtenstraat sportplaats (EV),51.80202868,5.82225322,true,Nijmegen Zuid,185007.37,423800.25,Nijmegen,16 Hatert,Nijmegen Zuid,145a,6535LJ,Middachtenstraat,Trapveld,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75794/JPEG_20220621_115301_5729313648465817748.jpg,2023-02-03,POINT (185007.37 423800.25)
SPL_SPEELPLEKKEN.75795,Speelplekken.fid--26bbd5c6_18613012ba5_5288,75795,16.38,Muiderslotstraat,51.80241112,5.82655793,true,Nijmegen Zuid,185304.02,423844.58,Nijmegen,16 Hatert,Nijmegen Zuid,19,6535KE,Hackforststraat,Muiderslotsstraat / Hackforststraat,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75795/JPEG_20220621_121742_2261980132527804513.jpg,2023-02-03,POINT (185304.02 423844.58)
SPL_SPEELPLEKKEN.75796,Speelplekken.fid--26bbd5c6_18613012ba5_5289,75796,16.09,Wijkcentrum Hatert sportplaats (EV),51.80516853,5.82761387,true,Nijmegen Zuid,185375,424151.79,Nijmegen,16 Hatert,Nijmegen Zuid,14,6535RT,Couwenbergstraat,De Kempenaerstraat,2010,20,2030,https://www.absweb.nu/Fotos/gemeentenijmegen/75796/JPEG_20220621_130045_4254752290748632493.jpg,2023-02-03,POINT (185375 424151.79)
SPL_SPEELPLEKKEN.75835,Speelplekken.fid--26bbd5c6_18613012ba5_528a,75835,16.02,Opaalstraat JOP en sportplaats Jeu de Boules,51.81218552,5.82506167,true,Nijmegen Zuid,185194.27,424931.39,Nijmegen,16 Hatert,Nijmegen Zuid,21,6534AR,Opaalstaat,Opaalstraat / Winkelsteegseweg,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75835/JPEG_20220223_130921_2216531302046857316.jpg,2023-02-03,POINT (185194.27 424931.39)
SPL_SPEELPLEKKEN.75836,Speelplekken.fid--26bbd5c6_18613012ba5_528b,75836,16.03,Treubstraat,51.80877817,5.82817143,true,Nijmegen Zuid,185411.02,424553.61,Nijmegen,16 Hatert,Nijmegen Zuid,52,6535TK,Treubstraat / van Hoogendorpstraat,Bij basisschool de Vossenburcht,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75836/JPEG_20220628_113238_2544269008647274729.jpg,2023-02-03,POINT (185411.02 424553.61)
SPL_SPEELPLEKKEN.75651,Speelplekken.fid--26bbd5c6_18613012ba5_528c,75651,16.01,Angerensteinstraat Mualketen,51.80684812,5.8197831,true,Nijmegen Zuid,184833.8,424335.41,Nijmegen,16 Hatert,Nijmegen Zuid,61,6535JP,Angerensteinstraat,Angerensteinstraat.,2011,10,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75651/JPEG_20220621_112115_492708739531032764.jpg,2023-02-03,POINT (184833.8 424335.41)
SPL_SPEELPLEKKEN.75652,Speelplekken.fid--26bbd5c6_18613012ba5_528d,75652,16.16,Wildenborgstraat,51.80447477,5.82233167,true,Nijmegen Zuid,185011.15,424072.41,Nijmegen,16 Hatert,Nijmegen Zuid,67,6535KR,Loevesteinstraat,Wildenborgstraat. / Loevesteinstraat,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75652/JPEG_20220621_113055_7314056501558564372.jpg,2023-02-03,POINT (185011.15 424072.41)
SPL_SPEELPLEKKEN.75653,Speelplekken.fid--26bbd5c6_18613012ba5_528e,75653,16.21,Agaatstraat,51.8106961,5.82380797,true,Nijmegen Zuid,185108.81,424765.17,Nijmegen,16 Hatert,Nijmegen Zuid,21,6534WX,Diamantstraat,Agaatstraat / Diamantstraat,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75653/JPEG_20220621_090850_8206285290229470708.jpg,2023-02-03,POINT (185108.81 424765.17)
SPL_SPEELPLEKKEN.75654,Speelplekken.fid--26bbd5c6_18613012ba5_528f,75654,16.24,Granaatstraat,51.81235488,5.82770732,true,Nijmegen Zuid,185376.6,424951.34,Nijmegen,16 Hatert,Nijmegen Zuid,37,6534ZE,Azurietstraat,Granaatstraat. / Azurietstraat,2003,18,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75654/JPEG_20220621_100416_1599830333074303560.jpg,2023-02-03,POINT (185376.6 424951.34)
SPL_SPEELPLEKKEN.75655,Speelplekken.fid--26bbd5c6_18613012ba5_5290,75655,16.36,Schouwenburgstraat,51.80370315,5.82187418,true,Nijmegen Zuid,184980.11,423986.38,Nijmegen,16 Hatert,Nijmegen Zuid,19,6535ME,Schouwenburgstraat,Schouwenburgstraat.,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75655/JPEG_20220621_114206_1511660782676875717.jpg,2023-02-03,POINT (184980.11 423986.38)
SPL_SPEELPLEKKEN.75656,Speelplekken.fid--26bbd5c6_18613012ba5_5291,75656,16.37,Goselingstraat,51.8077665,5.83324887,true,Nijmegen Zuid,185761.87,424443.19,Nijmegen,16 Hatert,Nijmegen Zuid,23,6535XC,Goselingstraat,Goselingstraat.,2008,12,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75656/JPEG_20220628_110813_137698479806145791.jpg,2023-02-03,POINT (185761.87 424443.19)
SPL_SPEELPLEKKEN.75657,Speelplekken.fid--26bbd5c6_18613012ba5_5292,75657,16.33,Albardastraat,51.80574103,5.831815,true,Nijmegen Zuid,185664.36,424217.25,Nijmegen,16 Hatert,Nijmegen Zuid,32,6535VK,Albardastraat,Albadastraat.,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75657/JPEG_20220628_111746_6342434618227043303.jpg,2023-02-03,POINT (185664.36 424217.25)
SPL_SPEELPLEKKEN.75658,Speelplekken.fid--26bbd5c6_18613012ba5_5293,75658,16.43,Lazuursteenstraat / Robijnstraat,51.81130442,5.82707373,true,Nijmegen Zuid,185333.61,424834.2,Nijmegen,16 Hatert,Nijmegen Zuid,2,6534XS,Robijnstraat,Lazuursteenstraat.,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75658/JPEG_20220621_095228_524622734875754738.jpg,2023-02-03,POINT (185333.61 424834.2)
SPL_SPEELPLEKKEN.75659,Speelplekken.fid--26bbd5c6_18613012ba5_5294,75659,16.34,Marchantstraat,51.80773752,5.83065085,true,Nijmegen Zuid,185582.71,424438.87,Nijmegen,16 Hatert,Nijmegen Zuid,45,6535TT,Marchantstraat,Marchantstraat.,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75659/JPEG_20220628_105829_5641397437369096384.jpg,2023-02-03,POINT (185582.71 424438.87)
SPL_SPEELPLEKKEN.75660,Speelplekken.fid--26bbd5c6_18613012ba5_5295,75660,16.35,Groen van Prinstererstraat,51.80682675,5.82899595,true,Nijmegen Zuid,185469.2,424336.85,Nijmegen,16 Hatert,Nijmegen Zuid,16,6535TG,Groen van Prinstererstraat,Groen van Prinstererstraat,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75660/JPEG_20220628_112518_7655000261711923384.jpg,2023-02-03,POINT (185469.2 424336.85)
SPL_SPEELPLEKKEN.75661,Speelplekken.fid--26bbd5c6_18613012ba5_5296,75661,17.01,Albert Schweitzerlaan deels sportplaats Jeu de Boules,51.828025,5.86120265,true,Nijmegen Midden,187675.01,426709.22,Nijmegen,17 Heijendaal,Nijmegen Midden,64,6525JP,Albert Schweitzerlaan,Albert Schweitzerlaan 64,2006,20,2026,https://www.absweb.nu/Fotos/gemeentenijmegen/75661/JPEG_20220712_123034_7917555779656883143.jpg,2023-02-03,POINT (187675.01 426709.22)
SPL_SPEELPLEKKEN.189175,Speelplekken.fid--26bbd5c6_18613012ba5_5297,189175,17.02,Verlengde Groenestraat.,51.826961,5.867099,true,Nijmegen Midden,188082.25,426593.51,Nijmegen,17 Heijendaal,Nijmegen Midden,23,6525EG,Verlengde Groenestraat,Verlengde Groenestraat.,2018,20,2038,https://www.absweb.nu/Fotos/gemeentenijmegen/189175/JPEG_20220712_124943_5006463973975484887.jpg,2023-02-03,POINT (188082.25 426593.51)
SPL_SPEELPLEKKEN.317007,Speelplekken.fid--26bbd5c6_18613012ba5_5298,317007,18.09,Kan.van Osstraat,51.815035,5.865532,true,Nijmegen Zuid,187982.96,425265.99,Nijmegen,18 Brakkenstein,Nijmegen Zuid,16,,Kanunnik van Osstraat,Kan.van Osstraat,2020,20,2040,https://www.absweb.nu/Fotos/gemeentenijmegen/317007/JPEG_20220728_124223_8564433481211340555.jpg,2023-02-03,POINT (187982.96 425265.99)
SPL_SPEELPLEKKEN.75663,Speelplekken.fid--26bbd5c6_18613012ba5_529a,75663,18.03,Deken Gruenwaltstraat,51.81319912,5.86440552,true,Nijmegen Zuid,187906.63,425061.23,Nijmegen,18 Brakkenstein,Nijmegen Zuid,16,6525VD,Deken Gruenwaltstraat,Deken Gruenwaltstraat,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75663/JPEG_20230126_090921_4113513933655637506.jpg,2023-02-03,POINT (187906.63 425061.23)
SPL_SPEELPLEKKEN.75806,Speelplekken.fid--26bbd5c6_18613012ba5_529d,75806,18.02,Baljuwstraat sportplaats (EV),51.81452395,5.85823673,true,Nijmegen Zuid,187480.29,425205.85,Nijmegen,18 Brakkenstein,Nijmegen Zuid,15,6525XG,Baljuwstraat,sportplek,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75806/JPEG_20220712_104350_5389088285428869163.jpg,2023-02-03,POINT (187480.29 425205.85)
SPL_SPEELPLEKKEN.75809,Speelplekken.fid--26bbd5c6_18613012ba5_529e,75809,18.06,Lindanusstraat,51.81057363,5.86842528,true,Nijmegen Zuid,188185.75,424770.97,Nijmegen,18 Brakkenstein,Nijmegen Zuid,41,6525PT,Lindanusstraat,Ingang scheidingsweg tussen 44/40,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75809/JPEG_20220712_105849_3060848326538716566.jpg,2023-02-03,POINT (188185.75 424770.97)
SPL_SPEELPLEKKEN.75918,Speelplekken.fid--26bbd5c6_18613012ba5_529f,75918,18.10,Brakkefort stedelijke speeltuin,51.81380825,5.86094312,true,Nijmegen Zuid,187667.43,425127.44,Nijmegen,18 Brakkenstein,Nijmegen Zuid,72,6525XG,Kan. Meijlinckstraat,Kan. Mijlinckstraat,2010,15,2025,https://www.absweb.nu/Fotos/gemeentenijmegen/75918/JPEG_20211109_094618_5033221601737474978.jpg,2023-02-03,POINT (187667.43 425127.44)
SPL_SPEELPLEKKEN.75927,Speelplekken.fid--26bbd5c6_18613012ba5_52a0,75927,18.11,Natuurspeeltuin Brakkestein,51.81410902,5.87216027,true,Nijmegen Zuid,188440.69,425166,Nijmegen,18 Brakkenstein,Nijmegen Zuid,329,6525PM,Driehuizerweg,Driehuizerweg,2011,10,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75927/JPEG_20220712_112122_3737812414126022267.jpg,2023-02-03,POINT (188440.69 425166)
