;;TOTAAL 11 50PLUS;439;2,9;2,1;2,6;2,1;3,1;2,4;3,3;2,0;2,3;3,1;3,7;3,3;3,2;3,2;2,0;6,3;1,2;
;;TOTAAL 12 OndernemersPartij;15;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,2;0,1;0,3;0,2;0,1;0,0;0,3;
;;TOTAAL 13 VNL (VoorNederland);54;0,4;0,1;0,7;0,1;0,5;0,4;0,4;0,9;0,3;0,6;0,2;0,5;0,4;0,1;0,2;0,0;0,0;
;;TOTAAL 14 DENK;216;1,4;0,9;1,9;0,5;1,2;0,8;0,1;0,5;0,8;2,4;3,2;2,5;1,1;1,0;2,2;0,0;1,4;
;;TOTAAL 15 NIEUWE WEGEN;19;0,1;0,2;0,1;0,0;0,1;0,3;0,2;0,0;0,0;0,1;0,1;0,2;0,0;0,2;0,0;0,0;0,2;
;;TOTAAL 16 Forum voor Democratie;228;1,5;1,8;1,1;1,2;0,9;1,9;0,9;3,0;1,8;2,3;1,2;1,1;1,0;0,7;2,2;1,9;1,2;
;;TOTAAL 17 De Burger Beweging;6;0,0;0,0;0,0;0,0;0,0;0,2;0,1;0,0;0,3;0,1;0,1;0,0;0,0;0,0;0,0;0,0;0,0;
;;TOTAAL 18 Vrijzinnige Partij;1;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
;;TOTAAL 19 GeenPeil;6;0,0;0,0;0,0;0,0;0,2;0,1;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,2;
;;TOTAAL 20 Piratenpartij;39;0,3;0,3;0,3;0,3;0,4;0,3;0,1;0,2;0,0;0,2;0,8;0,2;0,1;0,5;0,1;0,0;0,2;
;;TOTAAL 21 Artikel 1;6;0,0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,0;0,0;
;;TOTAAL 22 Niet Stemmers;5;0,0;0,0;0,0;0,0;0,1;0,1;0,0;0,0;0,0;0,1;0,1;0,0;0,0;0,0;0,0;0,0;0,0;
;;TOTAAL 23 Libertarische Partij (LP);2;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
;;TOTAAL 24 Lokaal in de Kamer;9;0,1;0,1;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,2;0,0;0,0;0,3;
;;TOTAAL 25 JEZUS LEEFT;14;0,1;0,0;0,4;0,1;0,0;0,2;0,1;0,2;0,0;0,1;0,0;0,2;0,0;0,2;0,0;0,2;0,0;
;;TOTAAL 26 StemNL;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
;;Totaal per bureau;15.333;100;1.417;724;729;949;1.061;1.455;440;389;1.659;997;1.270;1.169;958;1.125;411;580;
;;Blanco;19;;3;0;1;0;1;1;2;1;0;0;6;2;1;1;0;0;
;;Ongeldig;40;;3;2;7;4;3;2;0;1;6;0;4;1;1;5;0;1;
;;Totaal uitgebracht;15392;;1.423;726;737;953;1.065;1.458;442;391;1.665;997;1.280;1.172;960;1.131;411;581;
;;Kiesgerechtigden;18892;;;;;;;;;;;;;;;;;;
;;Opkomst %;;81,5;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
