TABLE_NAME;DOSSIERNUMMER;AANVRAGER;REGELINGNAAM;BELEIDSTERREIN;ORGANISATIEONDERDEEL;PROJECT_NAAM;TYPE_PERIODICITEIT;BEDRAG_AANGEVRAAGD;BEDRAG_VERLEEND;BEDRAG_VASTGESTELD;SUBSIDIEJAAR;DATUM_OVERZICHT
SB_MI_SUBSIDIEREGISTER;2015/00022 | SBA-000036;Stichting ZuiderAmstel in beweging;Subsidie Zorg voor Zuid;Welzijn en Zorg;stadsdeel Zuid;Voorkomen eenzaamheid, bevorderen sociale cohesie Zuid;Periodiek;5220.00;5220.00;5220.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00023 | SBA-000037;Stichting De Omslag;Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Interactieve Participatiemarkt (APM) voor kwetsbare burgers;Eenmalig;5000.00;5000.00;5000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00024 | SBA-000038;Stichting Weekend Academie;Nadere regels subsidie Brede talentontwikkeling;Onderwijs;stadsdeel West;Zomeractiviteiten voor kinderen 11-13 jaar;Eenmalig;25000.00;25000.00;12679.28;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00025 | SBA-000039;Stichting AKROS Welzijn;Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Taalontmoetingen, Uitbreiding Computerinloop;Eenmalig;11000.00;11000.00;11000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00027 | SBA-000041;Perspectief;Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Vrouwen leren omgaan met spanningsklachten;Eenmalig;15176.00;15176.00;8703.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00004 | SBA-000042;Stichting Centrale Dorpenraad Landelijk Noord;Begrotingspost Subsidies SD Noord (Organisatiespecifiek);Algemeen;stadsdeel Noord;Stichting Centrale Dorpenraad Landelijk Noord;Periodiek;83280.00;83280.00;83280.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00030 | SBA-000045;ANGSAW;Eenmalige Initiatieven SD Noord;Algemeen;stadsdeel Noord;wil de bijzondere kwalitieiten van ons stadsdeel behouden en ontwikkelen;Eenmalig;5000.00;0.00;0.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00005 | SBA-000048;Speeltuinvereniging Nieuwendam;Begrotingspost Subsidies SD Noord (Organisatiespecifiek);Algemeen;stadsdeel Noord;speeltuinvereniging Nieuwendam;Periodiek;61000.00;11782.00;11782.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00033 | SBA-000049;Stichting Volksopera Nederland;Eenmalige Initiatieven SD Noord;Algemeen;stadsdeel Noord;Volksopera Van der Pek;Eenmalig;35000.00;25000.00;25000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00034 | SBA-000050;Stichting trammeland;Eenmalige Initiatieven SD Noord;Algemeen;stadsdeel Noord;Trammeland in de tram;Eenmalig;1000.00;1000.00;1000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00035 | SBA-000051;Stichting Meer Bewegen voor Ouderen Amsterdam;Eenmalige Initiatieven SD Noord;Algemeen;stadsdeel Noord;Sportinstuif 55+ MBvO;Eenmalig;1702.00;1702.00;1702.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00040 | SBA-000056;(Particulier);Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;stadsdorp Utrechtsestr;Eenmalig;1000.00;1000.00;1000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00041 | SBA-000057;(Particulier);Nadere regels subsidie Kunst Cultuur West ;Cultuur;stadsdeel West;Hipster Moslim;Eenmalig;5000.00;5000.00;5000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00042 | SBA-000058;Stichting GildeLab;Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Begeleiding-coaching vrijwilligers GildeLab;Eenmalig;15000.00;15000.00;15000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00043 | SBA-000059;(Particulier);Eenmalige Initiatieven SD West;Algemeen;stadsdeel West;Sport voor woongroep Westerpark en buren;Eenmalig;3500.00;0.00;0.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00044 | SBA-000060;Stichting Samen Sterk Vrouwen West;Nadere regels subsidie pilots Vrijwillige Inzet Welzijn Nieuwe Stijl Amsterdam West ;Welzijn en Zorg;stadsdeel West;Campagne Mantelzorg;Eenmalig;3986.00;3986.00;3986.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00045 | SBA-000061;BIZ-vereniging Spuibuurt;Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;Straatmanagement 2015;Eenmalig;18959.36;18959.36;18959.36;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00046 | SBA-000062;Stichting Vrijwilligersacademie Amsterdam;Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;Deskundigheidsbevordering vrijwilligers stadsdeel Centrum;Eenmalig;10000.00;0.00;0.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00047 | SBA-000063;Emerce;Bijzondere subsidieverordening evenementen;Openbare orde en veiligheid;Bestuur en Organisatie;Festival voor e-business, Amsterdam eWeek;Eenmalig;15000.00;10000.00;10000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00048 | SBA-000064;Stichting Blik op Talent;Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Wijkleerschool 2015-2016/vervolg Wijkleerschool 2014-2015;Eenmalig;170000.00;170000.00;169831.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00049 | SBA-000065;Stichting GildeLab;Nadere regels subsidie Kunst Cultuur West ;Cultuur;stadsdeel West;Huurcompensatie;Eenmalig;5700.00;5700.00;5700.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00050 | SBA-000066;Stichting Multicultureel Centrum De Hudsonhof;Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Renovatie keukens De Hudsonhof;Eenmalig;20000.00;20000.00;20000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00006 | SBA-000067;St. Gemengd Platform van Bewoners;Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Welzijn 23+;Periodiek;21450.00;21450.00;21450.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00051 | SBA-000068;(Particulier);Nadere regels subsidie Kunst Cultuur West ;Cultuur;stadsdeel West;De Zwarte markt van Kennis op het Fringefestival;Eenmalig;3000.00;3000.00;3000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00052 | SBA-000069;Pride Photo Award;Subsidieregeling Homo-emancipatie en tegengaan homodiscriminatie;Welzijn en Zorg;stadsdeel Oost;Pride Photo Award 2015;Eenmalig;11000.00;11000.00;11000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00053 | SBA-000070;Pride Photo Award;Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Pride Photo Award 2015;Eenmalig;11000.00;11000.00;11000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00007 | SBA-000071;Stichting MOI;Subsidieregeling Activiteiten uitgevoerd door buurtgericht organisaties;Welzijn en Zorg;stadsdeel Oost;Laagdrempelige Algemene Maatschappelijke Hulpverlening;Periodiek;44300.00;29800.00;26225.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00054 | SBA-000072;Stichting This Art Foundation;Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;This Art Fair;Eenmalig;15000.00;15000.00;15000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00055 | SBA-000073;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;gezellige vakantie in Amsterdam Noord;Eenmalig;485.00;425.00;425.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00056 | SBA-000074;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;BBQ Floradorp;Eenmalig;350.00;350.00;350.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00057 | SBA-000075;Stichting Storytelling Centre;Nadere regels subsidie Kunst Cultuur West ;Cultuur;stadsdeel West;Verhalen van West Storytelling Festival Amsterdam;Eenmalig;5150.00;0.00;0.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00058 | SBA-000076;Stichting N8BM A'DAM;"Nadere regels subsidie ""Jongerenwerk""";Jeugd;stadsdeel West;Voor het pilotproject 'Together We Create'. Gastlessen op het MBO onderwijs.;Eenmalig;12292.09;0.00;0.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00059 | SBA-000077;Pride Photo Award;Subsidieregeling Jongerenwerk;Jeugd;stadsdeel Nieuw-West;Pride Photo Award 2015;Periodiek;11000.00;11000.00;11000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00060 | SBA-000078;(Particulier);Eenmalige Initiatieven SD West;Algemeen;stadsdeel West;lokaal buurtinnitiatief;Eenmalig;2250.00;2250.00;2250.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00062 | SBA-000080;(Particulier);Eenmalige Initiatieven SD Noord;Algemeen;stadsdeel Noord;Kunst en cultuur 2015;Eenmalig;12000.00;0.00;0.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00063 | SBA-000081;(Particulier);Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;Openluchtvertoning 'Fietsen naar de maan' Waterlooplein;Eenmalig;1500.00;1500.00;1500.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00008 | SBA-000082;(Particulier);Nadere regels subsidie Kunst Cultuur West ;Cultuur;stadsdeel West;filmactiviteit;Eenmalig;10000.00;10000.00;10000.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00064 | SBA-000083;Stichting Strafrechtswinkel Amsterdam;Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;Continuering Stichting Strafrechtswinkel Amsterdam;Eenmalig;5000.00;2660.00;2660.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00066 | SBA-000085;BIZ-Vereniging Haarlemmerbuurt;Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;Straatmanagement 2015;Eenmalig;10000.00;9875.00;7406.25;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00009 | SBA-000086;Stichting Meer Bewegen voor Ouderen Amsterdam;Subsidieregeling Gezondheidsbevordering Oost;Welzijn en Zorg;stadsdeel Oost;Meer Bewegen voor Ouderen, beweegactiviteiten voor mensen van 55-100 jaar in Amsterdam Oost;Periodiek;51373.60;47240.00;47240.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00067 | SBA-000087;Stichting MEE Amstel en Zaan;Eenmalige Initiatieven SD Oost;Algemeen;stadsdeel Oost;Beweegcoach Oost 2015;Eenmalig;16728.00;16728.00;13770.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00068 | SBA-000088;"Stichting ""Dialoog in Actie""";Subsidie Zorg voor Zuid;Welzijn en Zorg;stadsdeel Zuid;Dialoogcafe's voor en door ouderen, vitaal ontmoet kwetsbaar;Periodiek;20000.00;20000.00;20000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00069 | SBA-000089;(Particulier);Subsidieregeling Bewonersinitiatieven;Welzijn en Zorg;stadsdeel Zuid;BioBeton*Bloeit 2015;Eenmalig;2000.00;2000.00;2000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00010 | SBA-000090;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;het organiseren van een wekelijkse voor ouderen waar zij kunnen bridgen en klaverjassen;Eenmalig;1850.00;1850.00;1850.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00071 | SBA-000092;Combiwel Ondernemend Welzijn B.V.;Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Financiele Salon, grip op je geld 2015;Eenmalig;44771.00;44771.00;33058.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00011 | SBA-000093;Stichting Unie Van Vrijwilligers Amsterdam;Bijzondere subsidieverordening ondersteuning mantelzorg en vrijwilligerswerk;Welzijn en Zorg;Onderwijs, Jeugd en Zorg;Makelen van clienten en vrijwilligers;Eenmalig;87500.00;87500.00;87500.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00072 | SBA-000094;Stichting De Rijpgracht;Nadere regels subsidie Kunst Cultuur West ;Cultuur;stadsdeel West;Rijpgracht Festival;Eenmalig;3000.00;3000.00;3000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00073 | SBA-000095;Combiwel Ondernemend Welzijn B.V.;Begrotingspost Subsidies SD Noord (Organisatiespecifiek);Algemeen;stadsdeel Noord;Het kan in de Molenwijk en Dam tot Dam evenement;Eenmalig;22914.00;22914.00;22914.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00074 | SBA-000096;(Particulier);Nadere regels subsidie Kunst Cultuur West ;Cultuur;stadsdeel West;Cultureel project hangjongeren blok C Willem Augustinstraat;Eenmalig;7500.00;7500.00;7500.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00075 | SBA-000097;Stichting Jeugd en Volwassenen Computerbrain;Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013 ;Participatie;stadsdeel Zuidoost;Basiscursus Computerbrain;Eenmalig;5000.00;5000.00;5000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00076 | SBA-000098;Stichting Draaiorgel Festival Amsterdam;Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;Draaiorgelfestival 2015;Eenmalig;3000.00;2500.00;2500.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00077 | SBA-000099;Stichting Amstelring Groep;Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;Amstelring Kerstconcert 2015;Eenmalig;1000.00;1000.00;1000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00078 | SBA-000100;"Stichting ""Dialoog in Actie""";Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;Interculturele wandeling Zuid;Eenmalig;5000.00;5000.00;5000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00079 | SBA-000101;North Sea Jazz Club;Eenmalige Initiatieven SD West;Algemeen;stadsdeel West;een gratis muziekfestival gericht op jong talent in de genres funk, soul en latin(jazz);Eenmalig;5000.00;5000.00;5000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00080 | SBA-000102;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Radio NoordZij ouderen middag;Eenmalig;500.00;300.00;300.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00081 | SBA-000103;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;straatfeest Frans van Mierisstraat;Eenmalig;750.00;750.00;750.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00082 | SBA-000104;(Particulier);Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013 ;Participatie;stadsdeel Zuidoost;Buurtmooimakers;Eenmalig;5000.00;5000.00;5000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00083 | SBA-000105;Affordable Art Fair Amsterdam;Eenmalige Initiatieven SD Noord;Algemeen;stadsdeel Noord;Affordable Art Fair - 10e Editie Amsterdam;Eenmalig;15000.00;5000.00;5000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00084 | SBA-000106;Pocketmenu B.V.;Nadere regels tijdelijke werkruimten creatieve en ambachtelijke ondernemers;Economie;stadsdeel West;inrichting en productiemiddelen;Eenmalig;3238.00;3238.00;3238.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00086 | SBA-000108;Black BV;Bijzondere subsidieverordening voor de aanschaf van elektrische auto's door veelrijders;Ruimte en Duurzaamheid;Ruimte en Duurzaamheid;Aanschaf elektrische auto;Eenmalig;5000.00;5000.00;5000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00012 | SBA-000109;Stichting Present Amsterdam;Eenmalige Initiatieven SD Noord;Algemeen;stadsdeel Noord;vrijwilligerswerk;Eenmalig;5000.00;5000.00;5000.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00013 | SBA-000111;Stichting Present Amsterdam;Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;vrijwilligerswerk;Eenmalig;5000.00;5000.00;5000.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00014 | SBA-000112;Stichting Present Amsterdam;Subsidieregeling Activiteiten door vrijwilligersorganisaties;Welzijn en Zorg;stadsdeel Oost;vrijwilligerswerk;Eenmalig;5000.00;5000.00;5000.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00089 | SBA-000114;Stichting Magnified Potential;Eenmalige Initiatieven SD Zuid-Oost;Algemeen;stadsdeel Zuidoost;Motivated Mums & Personal Development;Eenmalig;8236.00;3064.00;3064.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00091 | SBA-000116;Stichting Prisma;Eenmalige Initiatieven OJZ;Algemeen;Onderwijs, Jeugd en Zorg;Meet2Move;Eenmalig;6190.00;3000.00;3000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00015 | SBA-000117;Amsterdam-West Binnen de Ring stichting voor Openbaar Primair Onderwijs;Tegemoetkoming voor schoolgebouwen met onvermijdbare overdimensionering en schoolgebouwen in fijnsto;Onderwijs;Onderwijs, Jeugd en Zorg;Tegemoetkoming voor schoolgebouwen;Periodiek;133770.00;97890.00;97890.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00092 | SBA-000119;Stichting ProFor - Professionele Vrijwilligersorganisatie;Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013 ;Participatie;stadsdeel Zuidoost;Laat je stem horen;Eenmalig;900.00;900.00;900.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00094 | SBA-000123;Ricciotti Ensemble;Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;ontwikkelen van parken en pleinen als podia;Eenmalig;1500.00;1500.00;1500.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00095 | SBA-000124;Bouwman Management Consulting B.V.;;Ruimte en Duurzaamheid;Ruimte en Duurzaamheid;Elektrische auto;Eenmalig;5000.00;5000.00;5000.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00019 | SBA-000125;Stichting Scouting Amsterdam;Begrotingspost Subsidie OJZ (Organisatiespecifiek);Algemeen;Onderwijs, Jeugd en Zorg;Periodieke 2016;Periodiek;133210.00;66605.00;66605.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00096 | SBA-000126;Combiwel Ondernemend Welzijn B.V.;Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;Buurtlijn Vondelparkbuurt;Eenmalig;6624.00;6624.00;6624.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00098 | SBA-000128;Stichting Sunshine Society;Eenmalige Initiatieven SD Zuid;Algemeen;stadsdeel Zuid;Bezoeken stichting Sunshine Society (10) voor ouderen in zorginstellingen in stadsdeel Zuid;Eenmalig;3860.00;3860.00;3860.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00099 | SBA-000129;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;organiseren van bijeenkomsten voor ouderen in Ransdorp e.o.;Eenmalig;375.00;250.00;250.00;2015;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2016/00020 | SBA-000130;Ouderengymnastiek Watergraafsmeer;Subsidieregeling Gezondheidsbevordering Oost;Welzijn en Zorg;stadsdeel Oost;Gymnastiek voor Ouderen;Periodiek;1200.00;1200.00;1200.00;2016;2023-01-30 08:46:24.760
SB_MI_SUBSIDIEREGISTER;2015/00100 | SBA-000131;Pride Photo Award;Eenmalige Initiatieven SD Zuid-Oost;Algemeen;stadsdeel Zuidoost;Pride Photo Award 2015;Eenmalig;11000.00;11000.00;11000.00;2015;2023-01-30 08:46:24.760
