Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
19-10-2016 8:27;Definitief afgesloten;Afgesloten;26-10-2016 8:27;Openbare verlichting;Overig (verlichting);Cronjélaan;;Zeist Centrum
18-10-2016 17:46;Definitief afgesloten;Afgesloten;25-10-2016 17:46;Groen;Overig (Groen);Nijenheim;;Zeist West
18-10-2016 17:08;Definitief afgesloten;Afgesloten;25-10-2016 17:08;Riolering;Verstopping straatkolk;Molenweg;;Zeist Oost
18-10-2016 16:11;Definitief afgesloten;Afgesloten;25-10-2016 16:11;Wegen en fietspaden;Gebreken wegdek;Finsponglaan;;Zeist Centrum
18-10-2016 15:43;Definitief afgesloten;Afgesloten;25-10-2016 15:43;Handhaving;;Schaerweijdelaan;;Zeist Centrum
18-10-2016 15:35;Definitief afgesloten;Afgesloten;19-10-2016 15:35;Afvaldumping;;Antonlaan;;Zeist Centrum
18-10-2016 14:46;Definitief afgesloten;Afgesloten;25-10-2016 14:46;Groen;Overig (Groen);Brugakker;;Zeist West
18-10-2016 12:58;Definitief afgesloten;Afgesloten;25-10-2016 12:58;Afvaldumping;;Warande;;Zeist Noord
18-10-2016 12:28;Definitief afgesloten;Afgesloten;25-10-2016 12:28;Wegen en fietspaden;;Cort van der Lindenlaan;;Zeist Noord
18-10-2016 12:24;Definitief afgesloten;Afgesloten;25-10-2016 12:24;Wegen en fietspaden;;Montaubanstraat;;Zeist Centrum
18-10-2016 12:16;Definitief afgesloten;Afgesloten;25-10-2016 12:16;Afvaldumping;;De Heuvel;;Zeist Centrum
18-10-2016 12:12;Definitief afgesloten;Afgesloten;25-10-2016 12:12;Handhaving;;Dennenweg;;Den Dolder e.o.
18-10-2016 12:02;Definitief afgesloten;Afgesloten;25-10-2016 12:02;Wegen en fietspaden;Gebreken wegdek;Hoofdstraat;;
18-10-2016 11:59;Definitief afgesloten;Afgesloten;25-10-2016 11:59;;Fietsenrekken;Vijverhof;;Den Dolder e.o.
18-10-2016 11:40;Definitief afgesloten;Afgesloten;25-10-2016 11:40;Groen;;Prof. Lorentzlaan;;Zeist Centrum
18-10-2016 10:41;Definitief afgesloten;Afgesloten;25-10-2016 10:41;Openbare verlichting;Lamp defect;Jozef Israëlslaan;1391-0020;Den Dolder e.o.
18-10-2016 10:27;Definitief afgesloten;Afgesloten;25-10-2016 10:27;Openbare verlichting;Lamp defect;Marmontweg;2051-3005;Zeist Oost
18-10-2016 10:02;Definitief afgesloten;Afgesloten;25-10-2016 10:02;Groen;;De Beaufortweg;voor huisnummer 16;Zeist Oost
17-10-2016 22:25;Definitief afgesloten;Afgesloten;24-10-2016 22:25;;Overig (Straatmeubilair);Arnhemse Bovenweg;;Zeist Oost
17-10-2016 17:15;Definitief afgesloten;Afgesloten;24-10-2016 17:15;;Overig (Straatmeubilair);Rembrandtlaan;;Den Dolder e.o.
17-10-2016 16:10;Definitief afgesloten;Afgesloten;24-10-2016 16:10;Groen;Onkruid;Meent;;Zeist West
17-10-2016 15:57;Definitief afgesloten;Afgesloten;24-10-2016 15:57;Openbare verlichting;Lamp defect;Willem Coxlaan;0595-0004;Den Dolder e.o.
17-10-2016 15:57;Definitief afgesloten;Afgesloten;24-10-2016 15:57;Wegen en fietspaden;;Taveernelaan;kruispunt Vossellaan Taveernelaan;Den Dolder e.o.
17-10-2016 15:47;Definitief afgesloten;Afgesloten;24-10-2016 15:47;Openbare verlichting;Lamp defect;Prof. Lorentzlaan;2002-0004;Zeist Centrum
17-10-2016 15:43;Definitief afgesloten;Afgesloten;24-10-2016 15:43;Handhaving;;Boslaan;;Zeist Centrum
17-10-2016 15:26;Definitief afgesloten;Afgesloten;24-10-2016 15:26;Handhaving;;Schoolweg;;Zeist Oost
17-10-2016 15:23;Definitief afgesloten;Afgesloten;18-10-2016 15:23;Riolering;Verstopping huisaansluiting;Schooldwarsweg;;Zeist Oost
17-10-2016 13:47;Definitief afgesloten;Afgesloten;24-10-2016 13:47;Groen;;Tolhuislaan;;Den Dolder e.o.
17-10-2016 13:41;Definitief afgesloten;Afgesloten;24-10-2016 13:41;Groen;Gras;Paltzerweg;;Den Dolder e.o.
17-10-2016 13:38;Definitief afgesloten;Afgesloten;18-10-2016 13:38;Afvaldumping;;Brugakker;;Zeist West
17-10-2016 12:03;Definitief afgesloten;Afgesloten;24-10-2016 12:03;Groen;Gras;Vossenlaan;;Den Dolder e.o.
17-10-2016 11:56;Definitief afgesloten;Afgesloten;18-10-2016 11:56;Afvaldumping;;Costerlaan;ondergrondse container Steynlaan hoek Costerlaan;Zeist Centrum
17-10-2016 11:55;Nieuw via KCC;Ontvangen;17-10-2016 11:55;;;;;
17-10-2016 11:54;Definitief afgesloten;Afgesloten;24-10-2016 11:54;Openbare verlichting;Lamp defect;Dr. Engelhardlaan;op de hoek met de WA Laan, er is maar een hoek;Den Dolder e.o.
17-10-2016 11:19;Definitief afgesloten;Afgesloten;24-10-2016 11:19;Riolering;Overig (Riolering);Barendrechtweg;;Zeist Oost
17-10-2016 11:15;Definitief afgesloten;Afgesloten;18-10-2016 11:15;Afvaldumping;;Antonlaan;parkeergarage Slotlaan 3;Zeist Centrum
17-10-2016 10:12;Definitief afgesloten;Afgesloten;24-10-2016 10:12;;;Constantijn Huygenslaan;;Zeist Noord
17-10-2016 9:45;Definitief afgesloten;Afgesloten;24-10-2016 9:45;;;Valckenboschlaan;;Zeist Centrum
17-10-2016 9:40;Definitief afgesloten;Afgesloten;18-10-2016 9:40;Riolering;Gemalen;Vossenlaan;;Den Dolder e.o.
17-10-2016 9:10;Definitief afgesloten;Afgesloten;24-10-2016 9:10;Handhaving;;Karpervijver;;Zeist Centrum
17-10-2016 9:04;Definitief afgesloten;Afgesloten;18-10-2016 9:04;Afvaldumping;;Amersfoortseweg;ventweg bij parkeerplaats Panbos;Den Dolder e.o.
17-10-2016 9:04;Definitief afgesloten;Afgesloten;24-10-2016 9:04;Openbare verlichting;Lamp defect;Couwenhoven;0591-5605;Zeist West
17-10-2016 8:10;Definitief afgesloten;Afgesloten;24-10-2016 8:10;Handhaving;;Bremlaan;;Den Dolder e.o.
16-10-2016 23:03;Definitief afgesloten;Afgesloten;18-10-2016 23:03;Afvaldumping;;Brugakker;;Zeist West
16-10-2016 14:58;Definitief afgesloten;Afgesloten;24-10-2016 14:58;;;Erasmuslaan;;Zeist Centrum
16-10-2016 9:31;Definitief afgesloten;Afgesloten;24-10-2016 9:31;Groen;;Voorheuvel;;Zeist Centrum
15-10-2016 20:47;Definitief afgesloten;Afgesloten;24-10-2016 20:47;Openbare verlichting;Lamp defect;Johan de Wittlaan;in de steeg achter de Johan de Witlaan;Zeist Noord
15-10-2016 15:44;Definitief afgesloten;Afgesloten;24-10-2016 15:44;Afvaldumping;;Kampdwarsweg;;Zeist Oost
15-10-2016 15:22;Definitief afgesloten;Afgesloten;24-10-2016 15:22;;;Prof. Lorentzlaan;;Zeist Centrum
15-10-2016 14:19;Definitief afgesloten;Afgesloten;24-10-2016 14:19;Groen;;Couwenhoven;;Zeist West
15-10-2016 12:21;Definitief afgesloten;Afgesloten;24-10-2016 12:21;Openbare verlichting;Lamp defect;Pater de Leeuwweg;1914-0005 1914-0006 2971-0005 2971-0006;Zeist Oost
15-10-2016 9:51;Definitief afgesloten;Afgesloten;24-10-2016 9:51;Groen;;Boschlust;;Zeist Centrum
14-10-2016 23:33;Definitief afgesloten;Afgesloten;17-10-2016 23:33;Riolering;Gemalen;Vossenlaan;;Den Dolder e.o.
14-10-2016 19:16;Definitief afgesloten;Afgesloten;21-10-2016 19:16;Wegen en fietspaden;Gebreken wegdek;Jacob Catslaan;;Zeist Noord
14-10-2016 16:45;Definitief afgesloten;Afgesloten;21-10-2016 16:45;Handhaving;;Crosestein;;Zeist West
14-10-2016 16:02;Definitief afgesloten;Afgesloten;21-10-2016 16:02;Wegen en fietspaden;Gebreken wegdek;Van Doornlaantje;;Zeist Centrum
14-10-2016 15:37;Definitief afgesloten;Afgesloten;17-10-2016 15:37;;;Laan van Vollenhove;;Zeist Noord
14-10-2016 14:55;Definitief afgesloten;Afgesloten;21-10-2016 14:55;;;Waterigeweg;;Zeist West
14-10-2016 14:40;Definitief afgesloten;Afgesloten;21-10-2016 14:40;Openbare verlichting;Lamp defect;Blikkenburgerlaan;0251-0003;Zeist Oost
14-10-2016 13:58;Definitief afgesloten;Afgesloten;21-10-2016 13:58;Groen;;Couwenhoven;;Zeist West
14-10-2016 13:37;Definitief afgesloten;Afgesloten;21-10-2016 13:37;Wegen en fietspaden;Gebreken fiets-/voetpaden;Arnhemse Bovenweg;;Zeist Oost
14-10-2016 13:18;Definitief afgesloten;Afgesloten;21-10-2016 13:18;Wegen en fietspaden;Gebreken wegdek;Hobbemalaan;;Den Dolder e.o.
14-10-2016 12:15;Definitief afgesloten;Afgesloten;21-10-2016 12:15;Groen;;Brugakker;;Zeist West
14-10-2016 11:23;Definitief afgesloten;Afgesloten;21-10-2016 11:23;Handhaving;;Krugerlaan;;Zeist Centrum
14-10-2016 10:56;Definitief afgesloten;Afgesloten;21-10-2016 10:56;Openbare verlichting;Lamp defect;Dolderseweg;;Den Dolder e.o.
14-10-2016 10:49;Definitief afgesloten;Afgesloten;21-10-2016 10:49;Afvaldumping;;Emmaplein;;Zeist Centrum
14-10-2016 10:41;Definitief afgesloten;Afgesloten;21-10-2016 10:41;Openbare verlichting;Lamp defect;Couwenhoven;0591-4104;Zeist West
14-10-2016 8:16;Definitief afgesloten;Afgesloten;21-10-2016 8:16;Wegen en fietspaden;;Huis ter Heideweg;;Zeist Noord
13-10-2016 18:57;Definitief afgesloten;Afgesloten;20-10-2016 18:57;Wegen en fietspaden;Gebreken fiets-/voetpaden;Waterigeweg;;Zeist West
13-10-2016 16:19;Definitief afgesloten;Afgesloten;20-10-2016 16:19;Groen;;De la Reylaan;37 en 39;Zeist Centrum
13-10-2016 13:38;Definitief afgesloten;Afgesloten;20-10-2016 13:38;Openbare verlichting;Lamp defect;Elandlaan;1201-0046;Den Dolder e.o.
13-10-2016 12:11;Definitief afgesloten;Afgesloten;20-10-2016 12:11;Wegen en fietspaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
13-10-2016 11:55;Definitief afgesloten;Afgesloten;20-10-2016 11:55;Handhaving;;De la Reylaan;;Zeist Centrum
13-10-2016 11:41;Nieuw via KCC;Ontvangen;13-10-2016 11:41;;;;;
13-10-2016 11:29;Definitief afgesloten;Afgesloten;20-10-2016 11:29;Wegen en fietspaden;;Montaubanstraat;;Zeist Centrum
13-10-2016 11:10;Definitief afgesloten;Afgesloten;20-10-2016 11:10;Wegen en fietspaden;;Prinses Marijkelaan;;Zeist Oost
13-10-2016 11:08;Definitief afgesloten;Afgesloten;20-10-2016 11:08;Groen;;Prinses Marijkelaan;;Zeist Oost
13-10-2016 10:56;Definitief afgesloten;Afgesloten;20-10-2016 10:56;Afvaldumping;;Prinses Marijkelaan;;Zeist Oost
13-10-2016 10:46;Definitief afgesloten;Afgesloten;14-10-2016 10:46;Afvaldumping;;Slotlaan;;Zeist Centrum
13-10-2016 10:19;Definitief afgesloten;Afgesloten;20-10-2016 10:19;Openbare verlichting;Lamp defect;Lyceumlaan;2021-0010;Zeist Centrum
13-10-2016 8:57;Definitief afgesloten;Afgesloten;20-10-2016 8:57;Groen;;Godfried van Seijstlaan;;Zeist West
13-10-2016 8:27;Definitief afgesloten;Afgesloten;20-10-2016 8:27;Wegen en fietspaden;;Van Reenenweg;;Zeist Centrum
12-10-2016 22:36;Definitief afgesloten;Afgesloten;13-10-2016 22:36;Afvaldumping;;Amersfoortseweg;;Zeist Noord
12-10-2016 21:05;Definitief afgesloten;Afgesloten;19-10-2016 21:05;Handhaving;;Nijenheim;;Zeist West
12-10-2016 20:19;Definitief afgesloten;Afgesloten;19-10-2016 20:19;Openbare verlichting;Lamp defect;Prinses Marijkelaan;2661-0026;Zeist Oost
12-10-2016 17:58;Definitief afgesloten;Afgesloten;19-10-2016 17:58;Afvaldumping;;Crosestein;;Zeist West
12-10-2016 16:58;Definitief afgesloten;Afgesloten;19-10-2016 16:58;;;Van Doornlaantje;;Zeist Centrum
12-10-2016 14:49;Definitief afgesloten;Afgesloten;19-10-2016 14:49;Groen;;Sterrenberglaan;hoek maanlaan sterreberglaan;Den Dolder e.o.
12-10-2016 12:45;Definitief afgesloten;Afgesloten;13-10-2016 12:45;Riolering;;Arnhemse Bovenweg;;Zeist Oost
12-10-2016 12:17;Definitief afgesloten;Afgesloten;19-10-2016 12:17;Groen;;Comeniuslaan;95;Zeist Noord
12-10-2016 12:02;Definitief afgesloten;Afgesloten;19-10-2016 12:02;;;Oude Arnhemseweg;;Zeist Centrum
12-10-2016 11:31;Definitief afgesloten;Afgesloten;19-10-2016 11:31;;Paaltjes;Brugakker;en 5623;Zeist West
12-10-2016 11:27;Definitief afgesloten;Afgesloten;19-10-2016 11:27;Groen;Bladoverlast;Filips v Bourgondiëlaan;;Zeist West
12-10-2016 11:05;Definitief afgesloten;Afgesloten;19-10-2016 11:05;Wegen en fietspaden;Gebreken fiets-/voetpaden;Tulpstraat;voor de school hoofdingang links;Zeist Centrum
12-10-2016 9:54;Definitief afgesloten;Afgesloten;19-10-2016 9:54;Groen;;Nijenheim;naast het huis nummer 2012.;Zeist West
12-10-2016 9:39;Definitief afgesloten;Afgesloten;19-10-2016 9:39;Afvaldumping;;Kometenlaan;;Den Dolder e.o.
12-10-2016 9:38;Definitief afgesloten;Afgesloten;19-10-2016 9:38;Wegen en fietspaden;Gebreken fiets-/voetpaden;Mesdaglaan;;
12-10-2016 9:32;Definitief afgesloten;Afgesloten;19-10-2016 9:32;Openbare verlichting;Lamp defect;Dreef;;
12-10-2016 9:31;Nieuw via KCC;Ontvangen;12-10-2016 9:31;;;;;
12-10-2016 9:26;Definitief afgesloten;Afgesloten;19-10-2016 9:26;Openbare verlichting;Lamp defect;Willem Arntszlaan;0101-0005;Den Dolder e.o.
12-10-2016 9:06;Definitief afgesloten;Afgesloten;19-10-2016 9:06;Afvaldumping;;Cornelis Schellingerlaan;;Zeist West
12-10-2016 8:56;Definitief afgesloten;Afgesloten;19-10-2016 8:56;Groen;;Louise de Colignyplein;;Zeist Oost
11-10-2016 23:06;Definitief afgesloten;Afgesloten;18-10-2016 23:06;Openbare verlichting;Lamp defect;;1914-0006;Zeist Oost
11-10-2016 20:49;Definitief afgesloten;Afgesloten;18-10-2016 20:49;Openbare verlichting;Lamp defect;Spinozalaan;3079-0004;Zeist Centrum
11-10-2016 19:41;Definitief afgesloten;Afgesloten;18-10-2016 19:41;Openbare verlichting;Lamp defect;Tesselschadelaan;3251-0002;Zeist Noord
11-10-2016 19:26;Definitief afgesloten;Afgesloten;18-10-2016 19:26;Groen;;Charlotte de Bourbonlaan;;Zeist Oost
11-10-2016 17:34;Definitief afgesloten;Afgesloten;18-10-2016 17:34;Groen;;Utrechtseweg;Utrechtseweg 37;
11-10-2016 16:48;Nieuw via KCC;Ontvangen;18-10-2016 16:48;Wegen en fietspaden;;De Clomp;voor haar huisdeur.;Zeist West
11-10-2016 16:36;Nieuw via KCC;Ontvangen;11-10-2016 16:36;;;;;
11-10-2016 16:24;Definitief afgesloten;Afgesloten;18-10-2016 16:24;Openbare verlichting;Lamp defect;Schaperlaan;;Zeist Noord
11-10-2016 16:23;Definitief afgesloten;Afgesloten;18-10-2016 16:23;Handhaving;;Schaperlaan;;Zeist Noord
11-10-2016 15:29;Definitief afgesloten;Afgesloten;18-10-2016 15:29;Handhaving;;Verlengde Slotlaan;;Zeist Centrum
11-10-2016 14:56;Definitief afgesloten;Afgesloten;18-10-2016 14:56;Groen;;Crosestein;;Zeist West
11-10-2016 14:03;Definitief afgesloten;Afgesloten;18-10-2016 14:03;Handhaving;;Brugakker;naast het huis op het gras ter hoogte van nummer 5849.;Zeist West
11-10-2016 13:59;Definitief afgesloten;Afgesloten;18-10-2016 13:59;Wegen en fietspaden;;Gijsbrecht v Amstellaan;;Zeist West
11-10-2016 13:43;Definitief afgesloten;Afgesloten;18-10-2016 13:43;Openbare verlichting;Lamp defect;Mercuriushof;;Den Dolder e.o.
11-10-2016 12:56;Definitief afgesloten;Afgesloten;18-10-2016 12:56;Wegen en fietspaden;;Dolderseweg;;Den Dolder e.o.
11-10-2016 12:34;Definitief afgesloten;Afgesloten;12-10-2016 12:34;Afvaldumping;;Costerlaan;hoek costerlaan - steynlaan;Zeist Centrum
11-10-2016 12:26;Definitief afgesloten;Afgesloten;18-10-2016 12:26;Handhaving;;Hortensialaan;bij kruising oude arnhemseweg;Zeist Centrum
11-10-2016 11:40;Definitief afgesloten;Afgesloten;18-10-2016 11:40;Groen;;Petron. van Seijstplaats;;Zeist West
11-10-2016 9:39;Definitief afgesloten;Afgesloten;18-10-2016 9:39;Openbare verlichting;Overig (verlichting);Kroostweg;2331-0010 en 1731-0023;Zeist Noord
11-10-2016 9:29;Definitief afgesloten;Afgesloten;18-10-2016 9:29;;Paaltjes;Oranje Nassaulaan;;Zeist Oost
11-10-2016 9:23;Definitief afgesloten;Afgesloten;12-10-2016 9:23;Afvaldumping;;Steynlaan;;Zeist Centrum
10-10-2016 22:21;Definitief afgesloten;Afgesloten;17-10-2016 22:21;Openbare verlichting;Lamp defect;Anna Paulownalaan;0051-0005;Zeist Oost
10-10-2016 19:11;Definitief afgesloten;Afgesloten;17-10-2016 19:11;Handhaving;;Oude Arnhemseweg;;Zeist Centrum
10-10-2016 16:49;Definitief afgesloten;Afgesloten;17-10-2016 16:49;Wegen en fietspaden;Gebreken wegdek;Blanckenhagenweg;;Den Dolder e.o.
10-10-2016 15:54;Definitief afgesloten;Afgesloten;17-10-2016 15:54;Riolering;Overig (Riolering);Prof. Lorentzlaan;155;Zeist Centrum
10-10-2016 15:26;Definitief afgesloten;Afgesloten;17-10-2016 15:26;Riolering;Overig (Riolering);Anna Paulownalaan;nummer 18;Zeist Oost
10-10-2016 14:46;Definitief afgesloten;Afgesloten;11-10-2016 14:46;Afvaldumping;;De Snep;;Zeist West
10-10-2016 14:30;Definitief afgesloten;Afgesloten;17-10-2016 14:30;Openbare verlichting;Lamp defect;Bachlaan;0125-0015 en 0125-0016;Zeist Noord
10-10-2016 14:29;Definitief afgesloten;Afgesloten;11-10-2016 14:29;Afvaldumping;;Van Reenenweg;;Zeist Centrum
10-10-2016 13:31;Definitief afgesloten;Afgesloten;17-10-2016 13:31;;;Dreef;Kruising Utrechtse weg/ Dreef;
10-10-2016 13:09;Definitief afgesloten;Afgesloten;17-10-2016 13:09;Groen;;Griffensteijnseplein;griffensteijnseplein hoek Laan van Cattenbroeck;Zeist West
10-10-2016 12:32;Definitief afgesloten;Afgesloten;17-10-2016 12:32;Wegen en fietspaden;Gebreken fiets-/voetpaden;Weteringlaan;fietspad weteringelaan;Zeist West
10-10-2016 11:34;Definitief afgesloten;Afgesloten;17-10-2016 11:34;;;Meester de Klerkstraat;;Zeist Centrum
10-10-2016 11:01;Definitief afgesloten;Afgesloten;17-10-2016 11:01;Groen;Overig (Groen);Dr. de Visserlaan;naast de ondergrondse verzamelcontainer;Zeist Noord
10-10-2016 10:21;Definitief afgesloten;Afgesloten;17-10-2016 10:21;;;Zinzendorflaan;;Zeist West
10-10-2016 10:00;Definitief afgesloten;Afgesloten;17-10-2016 10:00;Afvaldumping;;Prinses Catharina Amalia;;Zeist Oost
10-10-2016 9:18;Definitief afgesloten;Afgesloten;17-10-2016 9:18;Wegen en fietspaden;;Breesteegh;;Zeist West
10-10-2016 9:15;Definitief afgesloten;Afgesloten;17-10-2016 9:15;Groen;Gras;Breesteegh;;Zeist West
10-10-2016 8:37;Definitief afgesloten;Afgesloten;17-10-2016 8:37;Groen;Bladoverlast;Brugakker;;Zeist West
9-10-2016 15:11;Definitief afgesloten;Afgesloten;17-10-2016 15:11;Openbare verlichting;Lamp defect;Willem Arntszlaan;2991-0013;Den Dolder e.o.
9-10-2016 14:13;Definitief afgesloten;Afgesloten;17-10-2016 14:13;Wegen en fietspaden;;Pleineslaan;;Den Dolder e.o.
9-10-2016 13:57;Definitief afgesloten;Afgesloten;17-10-2016 13:57;Handhaving;;Schaerweijdelaan;;Zeist Centrum
9-10-2016 13:57;Definitief afgesloten;Afgesloten;17-10-2016 13:57;Handhaving;;Schaerweijdelaan;;Zeist Centrum
8-10-2016 17:23;Definitief afgesloten;Afgesloten;19-10-2016 17:23;;;Koppelweg;;Zeist West
7-10-2016 18:00;Definitief afgesloten;Afgesloten;14-10-2016 18:00;Groen;Onkruid;Brugakker;gebouw 35;Zeist West
7-10-2016 17:29;Definitief afgesloten;Afgesloten;14-10-2016 17:29;Riolering;Verstopping straatkolk;Populierenlaan;;Den Dolder e.o.
7-10-2016 15:47;Definitief afgesloten;Afgesloten;14-10-2016 15:47;Groen;;Gramserweg;;Zeist Oost
7-10-2016 13:53;Definitief afgesloten;Afgesloten;14-10-2016 13:53;Groen;;Vlierlaan;;Den Dolder e.o.
7-10-2016 13:45;Definitief afgesloten;Afgesloten;14-10-2016 13:45;Openbare verlichting;Lamp defect;Couwenhoven;0591 5601;Zeist West
7-10-2016 13:31;Definitief afgesloten;Afgesloten;14-10-2016 13:31;Groen;Bladoverlast;Brugakker;;Zeist West
7-10-2016 13:11;Definitief afgesloten;Afgesloten;14-10-2016 13:11;;;Meester Willemsenlaan;in de speelplaats;Den Dolder e.o.
7-10-2016 13:00;Definitief afgesloten;Afgesloten;14-10-2016 13:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Thorbeckelaan;;Zeist Noord
7-10-2016 12:02;Definitief afgesloten;Afgesloten;18-10-2016 12:02;;;Kometenlaan;novalaan;Den Dolder e.o.
7-10-2016 11:57;Definitief afgesloten;Afgesloten;14-10-2016 11:57;Handhaving;;Bloemenheuvellaan;;Zeist Centrum
7-10-2016 11:55;Definitief afgesloten;Afgesloten;14-10-2016 11:55;Openbare verlichting;Lamp defect;Prinses Mariannelaan;;Zeist Oost
7-10-2016 10:45;Definitief afgesloten;Afgesloten;10-10-2016 10:45;Afvaldumping;;De Heuvel;;Zeist Centrum
7-10-2016 10:20;Definitief afgesloten;Afgesloten;14-10-2016 10:20;Groen;;Thorbeckelaan;81;Zeist Noord
7-10-2016 10:10;Definitief afgesloten;Afgesloten;14-10-2016 10:10;Handhaving;;Erasmuslaan;;Zeist Centrum
7-10-2016 10:04;Definitief afgesloten;Afgesloten;10-10-2016 10:04;Afvaldumping;;Heideweg;;Zeist Oost
7-10-2016 9:58;Definitief afgesloten;Afgesloten;14-10-2016 9:58;Wegen en fietspaden;Gebreken fiets-/voetpaden;Brugakker;;Zeist West
7-10-2016 9:37;Nieuw via KCC;Ontvangen;7-10-2016 9:37;;;;;
7-10-2016 9:37;Definitief afgesloten;Afgesloten;14-10-2016 9:37;Openbare verlichting;Lamp defect;Dolderseweg;Parkeerterrein station Den Dolder;Den Dolder e.o.
7-10-2016 8:59;Definitief afgesloten;Afgesloten;14-10-2016 8:59;Handhaving;;Stuivingastraat;;Zeist Centrum
6-10-2016 23:00;Definitief afgesloten;Afgesloten;13-10-2016 23:00;;;Antonlaan;;Zeist Centrum
6-10-2016 22:09;Definitief afgesloten;Afgesloten;13-10-2016 22:09;Handhaving;;Laan van Vollenhove;t.o. parkeerdek;Zeist Noord
6-10-2016 16:33;Definitief afgesloten;Afgesloten;7-10-2016 16:33;Openbare verlichting;Lichtmast gebroken/krom;De Heuvel;1207-0002;Zeist Centrum
6-10-2016 12:50;Definitief afgesloten;Afgesloten;13-10-2016 12:50;Groen;;Kerkweg;;
6-10-2016 11:53;Nieuw via KCC;Ontvangen;6-10-2016 11:53;;;;;
6-10-2016 11:42;Definitief afgesloten;Afgesloten;13-10-2016 11:42;Wegen en fietspaden;;Slotlaan;;Zeist Centrum
6-10-2016 11:09;Definitief afgesloten;Afgesloten;13-10-2016 11:09;Wegen en fietspaden;Gebreken fiets-/voetpaden;Schaerweijdelaan;hoek constantijn Huijgenslaan / Dwarsweg aan de kant van de C. Huijgenslaan;Zeist Centrum
6-10-2016 10:18;Definitief afgesloten;Afgesloten;13-10-2016 10:18;Openbare verlichting;Lamp defect;Baarnseweg;0122-0014;Den Dolder e.o.
6-10-2016 9:58;Definitief afgesloten;Afgesloten;13-10-2016 9:58;Groen;;Van Tetslaan;;Zeist Centrum
6-10-2016 9:44;Definitief afgesloten;Afgesloten;13-10-2016 9:44;Wegen en fietspaden;Gebreken fiets-/voetpaden;Bergweg;ter hoogte van nummer 66a;Zeist Centrum
6-10-2016 8:53;Definitief afgesloten;Afgesloten;13-10-2016 8:53;Groen;;Prinses Margrietlaan;van nummer 171;Zeist Oost
5-10-2016 23:29;Definitief afgesloten;Afgesloten;6-10-2016 23:29;Afvaldumping;;Tolhuislaan;;Den Dolder e.o.
5-10-2016 21:14;Definitief afgesloten;Afgesloten;12-10-2016 21:14;Afvaldumping;;Dr. Schaepmanlaan;;Zeist Centrum
5-10-2016 20:17;Definitief afgesloten;Afgesloten;12-10-2016 20:17;Handhaving;;Panweg;tegenover nummer 66 aan de oneven zijde van de panweg;Zeist Noord
5-10-2016 18:08;Definitief afgesloten;Afgesloten;12-10-2016 18:08;Wegen en fietspaden;Gebreken wegdek;Kroostweg-Noord;;
5-10-2016 17:44;Definitief afgesloten;Afgesloten;12-10-2016 17:44;Wegen en fietspaden;;Korte Bergweg;;Den Dolder e.o.
5-10-2016 16:07;Definitief afgesloten;Afgesloten;6-10-2016 16:07;Afvaldumping;;Hoog Kanje;container voor de snackbar;Zeist Oost
5-10-2016 16:06;Definitief afgesloten;Afgesloten;6-10-2016 16:06;Afvaldumping;;De Clomp;;Zeist West
5-10-2016 14:24;Definitief afgesloten;Afgesloten;12-10-2016 14:24;Openbare verlichting;Lamp defect;Lyceumlaan;2021-0010;Zeist Centrum
5-10-2016 14:18;Definitief afgesloten;Afgesloten;12-10-2016 14:18;Handhaving;;Universumlaan;;Den Dolder e.o.
5-10-2016 14:14;Definitief afgesloten;Afgesloten;12-10-2016 14:14;Wegen en fietspaden;;Kievitlaan;hele weg;Zeist West
5-10-2016 13:44;Definitief afgesloten;Afgesloten;12-10-2016 13:44;Wegen en fietspaden;Gebreken fiets-/voetpaden;Griftlaan;Weteringenlaan tussen Griftlaan en Krommerijnlaan;Zeist Noord
5-10-2016 13:36;Definitief afgesloten;Afgesloten;12-10-2016 13:36;;Fietsenrekken;Panweg;;Zeist Noord
5-10-2016 13:28;Definitief afgesloten;Afgesloten;6-10-2016 13:28;Afvaldumping;;De Clomp;;Zeist West
5-10-2016 12:44;Definitief afgesloten;Afgesloten;12-10-2016 12:44;Groen;;De Gooyertiend;;Zeist West
5-10-2016 12:06;Definitief afgesloten;Afgesloten;12-10-2016 12:06;Groen;Overig (Groen);Crosestein;;Zeist West
5-10-2016 11:03;Definitief afgesloten;Afgesloten;12-10-2016 11:03;Handhaving;;Slotlaan;in hetf ietsenrek;Zeist Centrum
5-10-2016 10:58;Definitief afgesloten;Afgesloten;12-10-2016 10:58;Handhaving;;Panweg;;Zeist Noord
5-10-2016 10:51;Definitief afgesloten;Afgesloten;12-10-2016 10:51;Riolering;Overig (Riolering);Zusterplein;;Zeist Centrum
5-10-2016 10:27;Definitief afgesloten;Afgesloten;12-10-2016 10:27;Openbare verlichting;Lamp defect;Utrechtseweg;3431 0063 vlakbij kruispunt utrechtseweg-Sanatoriumlaan;Zeist Noord
5-10-2016 10:25;Definitief afgesloten;Afgesloten;12-10-2016 10:25;;;P.J. Oudlaan;ingang park;Zeist Noord
