OBJECTID;NAME_NUMBER;VOLTAGE_MOF;TYPE;REMARK;DATE_MODIFIED;DATUM_MONTAGE;DOORVERBINDINGADERS;FABRIKAAT;SOORTKLEMMEN;X;Y;LONG;LAT
384;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79756.3559999988;457591.035999998;4.288992284881074;52.10144174023823
385;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79759.8640000001;457620.482999999;4.289036975322634;52.10170684758536
861259;;Openbare verlichting;1020;Project: 4.22.006;2022-06-01;;Onbekend;;Onbekend;78959.3903999999;458370.0748;4.27718847702875;52.10833374250024
386;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79765.1229999997;457641.487;4.289109082565709;52.10189631853262
387;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79770.6030000001;457623.484000001;4.2891930262501266;52.101735276552006
388;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79432.4129999988;457503.147999998;4.284284531110368;52.10060778095486
389;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79436.7589999996;457601.857999999;4.2843260643946355;52.1014954472367
390;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79449.9600000009;457620.561999999;4.28451455797604;52.10166533601012
392;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79468.9840000011;457645.021000002;4.284786752211721;52.1018877374828
393;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79517.9959999993;457501.888999999;4.2855336840032905;52.100608146330906
394;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79520.557;457518.938000001;4.285567279692806;52.10076170919557
395;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79528.4809999988;457541.381000001;4.2856779414945345;52.1009644775001
396;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79530.7609999999;457697.567000002;4.285676625309736;52.1023683787396
397;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79537.8680000007;457561.752;4.285810412252095;52.1011488248338
398;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79550.8530000001;457583.879000001;4.285995000189959;52.10134944314342
399;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79563.7840000018;457606.144000001;4.286178771219335;52.10155129396029
400;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79586.5960000008;457620.372000001;4.286508515096129;52.10168226530747
401;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79590.129999999;457765.969000001;4.286527868146602;52.10299117762349
402;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79591.5670000017;457626.677999999;4.28657966107584;52.101739612586144
403;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79596.3229999989;457635.120000001;4.286647197144764;52.10181612603476
404;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79596.4609999992;457636.350000001;4.286648938822446;52.10182719843119
405;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79600.0960000008;457719.199999999;4.2866836533832;52.10257223853928
406;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79604.4349999987;457728.796;4.2867448501880565;52.10265906571359
407;AM;Openbare verlichting;1030;Geconverteerd (20110921).;2011-09-21;;Onbekend;;Onbekend;79606.0729999989;457710.791000001;4.286772737311604;52.10249748406414
