Rijlabels;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
anoniem 1156;1;;;;;;;;;;1
anoniem 116;1;;;;;;;;1;;1
anoniem 1170;1;;;;;;;1;;;1
anoniem 118;;;;;;;;;1;;1
anoniem 1185;;;;;;;;;;1;1
anoniem 119;1;;;;;;;;;;1
anoniem 1193;;;;;;;;;;1;1
anoniem 1198;;1;;;;;;;;;1
anoniem 120;1;;;;;;;;;;1
anoniem 1208;;1;;;;;;;1;;1
anoniem 1209;;1;;;;;;;;;1
anoniem 1212;1;;;;;;;;;;1
anoniem 122;1;1;;;;;;;;;1
anoniem 1222;1;1;;;;;;;;;1
anoniem 1225;;;;;;;;;1;;1
anoniem 1227;;;;;;;;;1;;1
anoniem 123;;;;;;;;;1;;1
anoniem 1235;;;;;;;;;;1;1
anoniem 1237;;1;;;;;;;;;1
anoniem 1238;1;;;;;;;;;;1
anoniem 1239;;1;;1;;;;;;;1
anoniem 124;;;;;;;;;;1;1
anoniem 1241;1;;;;;;;;;;1
anoniem 1242;;;;;;;;;;1;1
anoniem 1244;1;;;;;;;;;;1
anoniem 1246;;;;;;;;;;1;1
anoniem 1247;;;;;;;;;1;;1
anoniem 1248;;;;;;;;;1;;1
anoniem 125;1;;;;;;;;;;1
anoniem 1250;1;;;;;;;;;;1
anoniem 1253;;;;;;;;;;1;1
anoniem 1255;;1;;;;;;;;;1
anoniem 1259;;;;;;;;;;1;1
anoniem 126;;;;;;;;1;1;1;1
anoniem 1261;;;;;;;;;;1;1
anoniem 1262;;1;;;;;;;;;1
anoniem 1263;1;;;;;;;;;;1
anoniem 1265;1;;;;;;;;;;1
anoniem 1268;;;;;1;;;;;;1
anoniem 1269;1;;;;;;;;;;1
anoniem 127;1;1;;;;;;;;;1
anoniem 1270;;;;;;;;;1;;1
anoniem 1272;1;;;;;;;;;;1
anoniem 1277;;;;;;;;;1;;1
anoniem 1282;1;;;;;;;;;;1
anoniem 1283;;;1;;;;;;;;1
anoniem 1287;1;;;;;;;;;;1
anoniem 1288;;;;;;;;;;1;1
anoniem 1289;;;;;;;;;;1;1
anoniem 1294;1;;;;;;;;;;1
anoniem 1295;;;;;;;;;;1;1
anoniem 1298;1;;;;;;;;;;1
anoniem 1299;1;;;;;;;;;;1
anoniem 13;1;;;;;;;;;;1
anoniem 130;;;;;;;;;;1;1
anoniem 1300;1;;;;;;;;;;1
anoniem 1303;;;;;;;;;;1;1
anoniem 1304;;;;;;;;;1;;1
anoniem 1305;;;;;;;;;;1;1
anoniem 1307;;1;;;;;;;;;1
anoniem 1308;;;;;;;;;1;;1
anoniem 1310;;;;;;;;;;1;1
anoniem 1312;1;;;;;;;;;;1
anoniem 1320;1;;;;;;;;;;1
anoniem 1323;1;;;;;;;;;;1
anoniem 1328;1;;;;;;;;;;1
anoniem 133;1;;;;;;;;;;1
anoniem 1332;;;;;;;;;1;;1
anoniem 1334;1;;;;;;;;;;1
anoniem 1335;;1;;;;;;;;;1
anoniem 1339;1;;;;;;;;;;1
anoniem 1346;1;1;;;;;;;;;1
anoniem 1352;;;;;;;;;1;;1
anoniem 1357;1;;;;;;;;;;1
anoniem 1358;1;;;;;;;;;;1
anoniem 1359;1;;;;;;;;;;1
anoniem 136;1;;;;;;;;;;1
anoniem 1360;;1;;;;;;;;;1
anoniem 1361;;;;;;;;;1;;1
anoniem 1369;;;;;;;;;;1;1
anoniem 1385;1;;;;;;;;;;1
anoniem 1388;1;;;;;;;;;;1
anoniem 1389;;1;;;;;;;;;1
anoniem 139;1;;;;;;;;;;1
anoniem 1390;;;;;;;;;;1;1
anoniem 1391;1;;;;;;;;;;1
anoniem 1396;1;;;;;;;;;;1
anoniem 1397;;;;;;;;;;1;1
anoniem 140;1;;;;;;;;;;1
anoniem 1401;1;;;;;;;;;;1
anoniem 1405;1;;;;;;;;;;1
anoniem 141;;;;;;;;;;1;1
anoniem 1413;1;;;;;;;;;;1
anoniem 1415;1;;;;;;;;;;1
anoniem 142;;1;;;;;;;;;1
anoniem 1423;;;;;;;;1;;;1
anoniem 1425;;;;;;;;;;1;1
anoniem 1427;;;;;;;;;1;;1
anoniem 1429;1;;;;;;;;;;1
anoniem 1430;1;;;;;;;;;;1
anoniem 1431;1;;;;;;;;;;1
anoniem 1439;1;;;;;;;;;;1
anoniem 144;;;;;;;;;1;;1
anoniem 1443;;;;;;;;;;1;1
anoniem 1449;1;;;;;;;;;;1
anoniem 1451;;;;;;;;;1;;1
anoniem 1454;;1;;;;;;;;;1
anoniem 1457;;;;;;;;;;1;1
anoniem 1458;1;;;;;;;;;;1
anoniem 1463;;;;;;;;;1;;1
anoniem 1464;1;;;;;;;;;;1
anoniem 1468;;;;;;;;;;1;1
anoniem 1471;1;;;;;;;;;;1
anoniem 148;1;;;;;;;;;;1
anoniem 1483;1;;;;;;;;;;1
anoniem 1484;1;;;;;;;;;;1
anoniem 1486;1;;;;;;;;;;1
anoniem 1487;1;;;;;;;;;;1
anoniem 149;;1;;;;;;;1;;1
anoniem 1490;;;;;;;;;;1;1
anoniem 1491;1;;;;;;;;;;1
anoniem 1492;;;;;;;;;;1;1
anoniem 1494;1;;;;;;;;;;1
anoniem 1495;1;;;;;;;;;;1
anoniem 1496;1;;;;;;;;;;1
anoniem 1497;1;;;;;;;;;;1
anoniem 1498;;;;;;;;;;1;1
anoniem 1500;;;;;;;;;;1;1
anoniem 1502;1;;;;;;;;;;1
anoniem 1505;1;;;;;;;;;;1
anoniem 151;;;;;;;;;;1;1
anoniem 1511;1;;;;;;;;;;1
anoniem 1512;1;;;;;;;;;;1
anoniem 1513;;;;;;;;;1;;1
anoniem 1516;1;;;;;;;;;;1
anoniem 1517;1;;;;;;;;;;1
anoniem 1518;;1;;;;;;;;;1
anoniem 1519;;;;;;;;;1;;1
anoniem 1527;;;;;;;;;;1;1
anoniem 1529;;;;;;;;;;1;1
anoniem 153;;;;;;;;;;1;1
anoniem 1530;1;;;;;;;;;;1
anoniem 1531;;1;;;;;;;;;1
anoniem 1534;1;;;;;;;;;;1
anoniem 1535;1;;;;;;;;;;1
anoniem 1537;;1;;;;;;;;;1
anoniem 154;1;;;;;;;;;1;1
anoniem 1550;;;;;;;;;;1;1
anoniem 1554;;;;;;;;;;1;1
anoniem 1556;1;;;;;;;;;;1
anoniem 1557;1;;;;;;;;;1;1
anoniem 1561;;;;;;;;;;1;1
anoniem 1564;1;;;;;;;;;;1
anoniem 1566;;;;;;;;;1;;1
anoniem 1567;1;;;;;;;;;;1
anoniem 1575;1;;;;;;;;;;1
anoniem 1576;1;;;;;;;;;;1
anoniem 1577;1;;;;;;;;;;1
anoniem 1581;1;;;;;;;;;;1
anoniem 1585;;1;;;;;;;;;1
anoniem 1587;1;;;;;;;;;;1
anoniem 159;1;;;;;;;;;;1
anoniem 16;;;;;;;;1;1;;1
anoniem 1601;1;;;;;;;;;;1
anoniem 1607;;;;;;;;;;1;1
anoniem 1608;;;;;;;;;;1;1
anoniem 1615;;;;;;;;;;1;1
anoniem 1616;;;;;;;;;;1;1
anoniem 1618;;;;;;;;;;1;1
anoniem 162;1;;;;;;;;;;1
anoniem 1620;1;;;;;;;;;;1
anoniem 1622;;;;;;;;;;1;1
anoniem 1623;1;;;;;;;;;;1
anoniem 1625;1;;;;;;;;;;1
anoniem 1628;;;;;;;1;;;;1
anoniem 163;1;;;;;;;;;;1
anoniem 1636;;1;;;;;;;;;1
anoniem 1645;1;;;;;;;;;;1
anoniem 1646;;;;;;;;;1;;1
anoniem 1647;;;;;;;;;;1;1
anoniem 1649;1;;;;;;;;;;1
anoniem 165;;;;;;;;;;1;1
anoniem 1650;;;;;;;;;1;;1
anoniem 1653;;;;;;;;;;1;1
anoniem 1655;1;;;;;;;;;;1
anoniem 1656;1;;;;;;;;;;1
anoniem 1657;;;;;;;;;;1;1
anoniem 1669;;;;;;;;;;1;1
anoniem 1670;1;;;;;;;;;;1
anoniem 1672;1;;;;;;;;;;1
anoniem 1675;1;;;;;;;;;;1
anoniem 168;1;;;;;;;;;;1
anoniem 1681;1;;;;;;;;;;1
anoniem 1685;1;;;;;;;;;;1
anoniem 169;;1;;;;;;;;;1
anoniem 1691;1;;;;;;;;;;1
anoniem 1692;1;;;;;;;;;;1
anoniem 1693;1;;;;;;;;;;1
anoniem 1694;;;;;;;;;1;;1
anoniem 1695;;;;;;;;1;;;1
anoniem 1698;1;;;;;;;;;;1
anoniem 17;;;;;;;;;;1;1
anoniem 1700;1;;;;;;;;;;1
anoniem 1703;1;;;;;;;;;;1
anoniem 1704;;;;;;;;;;1;1
anoniem 1705;1;;;;;;;;;;1
anoniem 1706;1;;;;;;;;;;1
anoniem 1708;;;;;;;;;;1;1
anoniem 171;1;;;;;;;;;;1
anoniem 1711;1;;;;;;;;;;1
anoniem 1716;1;;;;;;;;;;1
anoniem 172;;;;;;;;;;1;1
anoniem 1720;;1;;;;;;;;;1
anoniem 1725;;;;;;;;1;;;1
anoniem 1729;1;;;;;;;;;;1
anoniem 173;1;;;;;;;;;;1
anoniem 1730;;;;;;;;;1;;1
anoniem 1731;1;;;;;;;;;;1
anoniem 1732;1;;;;;;;;;;1
anoniem 1733;;;;;;;;;;1;1
anoniem 1735;;;;;;;;;;1;1
anoniem 1739;;;;;;;;;;1;1
anoniem 174;1;;;;;;;;1;;1
anoniem 175;;;;;;;;;1;;1
anoniem 1765;;;;;;;;;;1;1
anoniem 1766;;;;;;;;;;1;1
anoniem 177;1;;;;;;;;;;1
anoniem 1770;;;;;;;;;;1;1
anoniem 1773;1;;;;;;;;;;1
anoniem 178;;1;;;;;;;1;;1
anoniem 1780;;1;;;;;;;;;1
anoniem 1781;;;;;;;;;;1;1
anoniem 1782;;;;;;;;;;1;1
anoniem 1787;1;;;;;;;;;;1
anoniem 179;1;;;;;;;;;;1
anoniem 1792;1;;;;;;;;;;1
anoniem 1797;;;;;;;;;;1;1
anoniem 180;;;;;;;;;;1;1
anoniem 1800;1;;;;;;;;;;1
anoniem 1801;;;;;;;;;1;;1
anoniem 1804;1;;;;;;;;;;1
anoniem 1805;;1;;;;;;;;;1
anoniem 1806;1;;;;;;;;;;1
anoniem 1807;;;;;;;;;1;;1
anoniem 181;;;;;;;;;;1;1
anoniem 1810;1;;;;;;;;;;1
anoniem 1811;1;;;;;;;;;;1
anoniem 1813;1;;;;;;;;;;1
anoniem 1817;;;;;;;;;1;;1
anoniem 1818;1;;;;;;;;;;1
anoniem 1819;;;;;;;;;1;;1
anoniem 182;;1;;;;;;;;;1
anoniem 1820;1;;;;;;;;;;1
anoniem 1822;1;;;;;;;;;;1
anoniem 1824;1;;;;;;;;;;1
anoniem 1828;;;;;;;;;1;;1
anoniem 1836;;;;;;;;;;1;1
anoniem 1837;;;;;;;;;;1;1
anoniem 184;1;;;;;;;;;;1
anoniem 1843;1;;;;;;;;;;1
anoniem 1845;1;;;;;;;;;;1
anoniem 1848;1;;;;;;;;;;1
anoniem 185;;;;;;;;;;1;1
anoniem 1853;;;;;;;;;;1;1
anoniem 1856;;;;;;;;;;1;1
anoniem 1857;;;;;;;;;1;;1
anoniem 186;1;;;1;;;;;;;1
anoniem 1863;1;;;;;;;;;;1
anoniem 1864;;;;;;;;;;1;1
anoniem 1867;1;;;;;;;;;;1
anoniem 1869;1;;;;;;;;;;1
anoniem 187;;;;;;;;;1;;1
anoniem 1871;1;;;;;;;;;;1
anoniem 1874;;;;;;;;;1;;1
anoniem 1877;1;;;;;;;;;;1
anoniem 188;1;;;;;;;;;;1
anoniem 1887;;1;;;;;;;;;1
anoniem 1889;;;;;;;;;;1;1
anoniem 1894;;;;;;;;;;1;1
anoniem 1895;;;;;;;;1;;;1
anoniem 1896;;;;;;;;;;1;1
anoniem 1897;1;;;;;;;;;;1
anoniem 190;;;;;;;;;;1;1
anoniem 1900;;;;;;;;;;1;1
anoniem 1904;1;;;;;;;;;;1
anoniem 1908;1;;;;;;;;;;1
anoniem 1909;;;;;;;;;;1;1
anoniem 191;;;;;;;;;1;;1
anoniem 192;1;;;;;;;;;;1
anoniem 1922;1;;;;;;;;;;1
anoniem 1923;;1;;;;;;;;;1
anoniem 1924;;;;;;;;;;1;1
anoniem 1925;;;;;;;;;1;;1
anoniem 1932;1;;;;;;;;;;1
anoniem 1933;1;;;;;;;;;;1
anoniem 1934;;;;;;;;;1;;1
anoniem 1935;;;;;;;;;1;;1
anoniem 1936;1;;;;;;;;;;1
anoniem 1940;1;;;;;;;;;;1
anoniem 1943;;;;;;;;1;;;1
anoniem 1945;1;;;;;;;;;;1
anoniem 1948;1;;;;;;;;;;1
anoniem 1949;1;;;;;;;;;;1
anoniem 1950;;;;;;;;;1;;1
anoniem 1953;1;;;;;;;;;;1
anoniem 1956;1;;;;;;;;;;1
anoniem 1959;1;;;;;;;;;;1
anoniem 196;1;;;;;;;;;1;1
anoniem 1961;1;;;;;;;;;;1
anoniem 1962;1;;;;;;;;;;1
anoniem 1963;;;;;;;;1;;;1
anoniem 1968;1;;;;;;;;;;1
anoniem 197;;;;;;;;;;1;1
anoniem 198;;;;;;;;;1;;1
anoniem 1980;1;;;;;;;;;;1
anoniem 1981;;;;;;;;;;1;1
anoniem 1983;;1;;;;;;;;;1
anoniem 1984;1;;;;;;;;;;1
anoniem 1987;;;;;;;;;;1;1
anoniem 1990;;;;;;;;;;1;1
anoniem 1992;1;;;;;;;;;;1
anoniem 1995;;;;;;;;;1;;1
anoniem 1996;;;;;;;;;;1;1
anoniem 1997;1;;;;;;;;;;1
anoniem 1998;1;;;;;;;;;;1
anoniem 2;;;;;;;;;;1;1
anoniem 2004;1;;;;;;;;;;1
anoniem 2007;;;;;;;;;;1;1
anoniem 2008;;;;;;;;;1;;1
anoniem 2009;;;;;;;;;;1;1
anoniem 201;;;;;;;;;1;;1
anoniem 2012;1;;;;;;;;;;1
anoniem 2014;1;;;;;;;;;;1
anoniem 2017;;;;;;;;;1;;1
anoniem 202;1;;;;;;;;;;1
anoniem 2025;1;;;;;;;;;;1
anoniem 2027;;;;;;;;;1;;1
anoniem 2029;1;;;;;;;;;;1
anoniem 203;1;;;;;;;;;;1
anoniem 2030;;1;;;;;;;;;1
anoniem 2032;;;;;;;;;1;;1
anoniem 2036;;;;;;;;1;;;1
anoniem 204;1;;;;;;;;;;1
anoniem 2043;1;;;;;;;;;;1
anoniem 2046;1;;;;;;;;;;1
anoniem 2049;1;;;;;;;;;;1
anoniem 205;;;;;;;;;1;;1
anoniem 2050;1;;;;;;;;;;1
anoniem 2059;1;;;;;;;;;;1
anoniem 206;1;;;;;;1;;;;1
anoniem 2060;;;;;;;;;1;;1
anoniem 2063;;1;;;;;;;;;1
anoniem 2064;1;;;;;;;;;;1
anoniem 2065;1;;;;;;;;;;1
anoniem 2072;;;;;;;;;;1;1
anoniem 2073;;;;;;;;;;1;1
anoniem 2074;;;;;;;;;;1;1
anoniem 2076;;;;;;;;;;1;1
anoniem 2079;1;;;;;;;;;;1
anoniem 208;;;;;;;;;;1;1
anoniem 2082;1;;;;;;;;;;1
anoniem 2083;;;;;;;;;;1;1
anoniem 2086;1;;;;;;;;;;1
anoniem 2087;1;;;;;;;;;;1
anoniem 2096;;1;;;;;;;;;1
anoniem 2097;1;;;;;;;;;;1
anoniem 210;;;;;;;;;;1;1
anoniem 2100;;;;;;;;;1;;1
anoniem 2101;1;;;;;;;;;;1
anoniem 2106;;;;;;;;;;1;1
anoniem 2110;1;;;;;;;;;;1
anoniem 2112;;;;;;;;;;1;1
anoniem 2113;1;;;;;;;;;;1
anoniem 2118;1;;;;;;;;;;1
anoniem 2126;1;;;;;;;;;;1
anoniem 2128;1;;;;;;;;;;1
anoniem 2129;1;;;;;;;;;;1
anoniem 213;;;;;;;;;;1;1
anoniem 2131;1;;;;;;;;;;1
anoniem 2132;1;;;;;;;;;;1
anoniem 2139;1;;;;;;;;;;1
anoniem 214;;;;;;;;;1;;1
anoniem 2142;;;;;;;;;1;;1
anoniem 2146;1;;;;;;;;;;1
anoniem 215;1;;;1;;;1;;;;1
anoniem 2153;1;;;;;;;;;;1
anoniem 2159;1;;;;;;;;;;1
anoniem 216;;;;;;;;;1;1;1
anoniem 2164;1;;;;;;;;;;1
anoniem 2165;1;;;;;;;;;;1
anoniem 2166;;;;;;;;;;1;1
anoniem 2169;1;;;;;;;;;;1
anoniem 217;;;;;;;;1;;;1
anoniem 2170;;;;;;;;;1;;1
anoniem 2174;1;;;;;;;;;;1
anoniem 218;1;;;;;;;;;;1
anoniem 2180;1;;;;;;;;;;1
anoniem 2183;;;;;;;;;1;;1
anoniem 2184;;;;;;;;1;;;1
anoniem 2187;1;;;;;;;;;;1
anoniem 219;;;;;;;;1;;;1
anoniem 2190;;;;;;;;;1;;1
anoniem 2196;;;;;;;;;;1;1
anoniem 2197;;;;;;;;;1;;1
anoniem 2198;1;;;;;;;;;;1
anoniem 2202;1;;;;;;;;;;1
anoniem 2206;;1;;;;;;;;;1
anoniem 221;1;;;;;;;;1;;1
anoniem 2211;;;;;;;;;;1;1
anoniem 2215;1;;;;;;;;;;1
anoniem 222;;1;;;;;;;;;1
anoniem 2225;;;;;;;;;1;;1
anoniem 2228;;;;;;;;;;1;1
anoniem 2229;1;;;;;;;;;;1
anoniem 223;1;;;;;;;;;;1
anoniem 2233;1;;;;;;;;;;1
anoniem 2235;;;;;;;;;;1;1
anoniem 2237;1;;;;;;;;;;1
anoniem 2239;;;;;;;;;1;;1
anoniem 2240;;;;;;;;;1;;1
anoniem 2244;;;;;;;1;;;;1
anoniem 2247;;;;;;;;;1;;1
anoniem 225;1;;;;;;;;;;1
anoniem 2250;1;;;;;;;;;;1
anoniem 2257;;;;;;;;;;1;1
anoniem 2263;;;;;;;;;;1;1
anoniem 2267;;;;;;;;;;1;1
anoniem 227;1;;;;;;;;;;1
anoniem 2275;;1;;;;;;;;;1
anoniem 228;1;;;;;;;;;;1
anoniem 2280;1;;;;;;;;;;1
anoniem 2283;;;;;;;;;;1;1
anoniem 2296;;1;;;;;;;;;1
anoniem 2297;;1;;;;;;;;;1
anoniem 2298;1;;;;;;;;;;1
anoniem 23;1;;;;;;;;;;1
anoniem 2304;1;;;;;;;;;;1
anoniem 2305;1;;;;;;;;;;1
anoniem 2308;1;;;;;;;;;;1
anoniem 231;;;;;;;;;;1;1
anoniem 2310;1;;;;;;;;;;1
anoniem 2312;;;;;;;;;1;;1
anoniem 2317;1;;;;;;;;;;1
anoniem 2324;;;;;;;;;;1;1
anoniem 2326;;;;;;;;;1;;1
anoniem 233;;;;;;;;;1;;1
anoniem 2332;;;;;;;;;;1;1
anoniem 2333;;;;;;;;;;1;1
anoniem 2334;1;;;;;;;;;;1
anoniem 2335;1;;;;;;;;;;1
anoniem 2336;;;;;;;;;;1;1
anoniem 2339;;;;1;;;;;;;1
anoniem 2345;1;;;;;;;;;;1
anoniem 2347;;;;;;;;;;1;1
anoniem 235;1;;;;;;;;;;1
anoniem 2350;;;;;;;;;1;;1
anoniem 2353;1;;;;;;;;;;1
anoniem 2354;;;;;;;;1;;;1
anoniem 2355;1;;;;;;;;;;1
anoniem 2358;1;;;;;;;;;;1
anoniem 2359;;;;;;;;;;1;1
anoniem 2360;1;;;;;;;;;;1
anoniem 2364;;;;;;;;;;1;1
anoniem 2367;;;;;;;;;1;;1
anoniem 237;;;;;;;;;;1;1
anoniem 2370;;;;;;;;;;1;1
anoniem 2371;;;;;;;;;1;;1
anoniem 238;;;;;;;1;;;;1
anoniem 2380;;1;;;;;;;;;1
anoniem 2384;1;;;;;;;;;;1
anoniem 2385;1;;;;;;;;;;1
anoniem 2386;;;;;;;;;1;;1
anoniem 2387;;;;;;;;;;1;1
anoniem 239;;;;;;;;;1;;1
anoniem 2392;1;;;;;;;;;;1
anoniem 2397;;1;;;;;;;;;1
anoniem 2398;1;;;;;;;;;;1
anoniem 24;1;;;;;;;;;;1
anoniem 2401;1;;;;;;;;;;1
anoniem 2402;1;;;;;;;;;;1
anoniem 2404;1;;;;;;;;;;1
anoniem 2407;1;;;;;;;;;;1
anoniem 241;1;;;;;;;;;;1
anoniem 2411;1;;;;;;;;;;1
anoniem 2413;;;;;;;;;1;;1
anoniem 2414;1;;;;;;;;;;1
anoniem 2415;1;;;;;;;;;;1
anoniem 2416;1;;;;;;;;;;1
anoniem 2417;;;;;;;;;;1;1
anoniem 2419;;;;;;;;;;1;1
anoniem 2425;1;;;;;;;;;;1
anoniem 2426;;1;;;;;;;;;1
anoniem 2427;1;;;;;;;;;;1
anoniem 2429;;;;;;;;;;1;1
anoniem 243;;;;;;;;1;;;1
anoniem 2433;1;;;;;;;;;;1
anoniem 2436;1;;;;;;;;;;1
anoniem 2439;1;;;;;;;;;;1
anoniem 244;1;;;;;;;;;;1
anoniem 2441;1;;;;;;;;;;1
anoniem 2446;1;;;;;;;;;;1
anoniem 2450;;1;;;;;;;;;1
anoniem 2451;;;;;;;;;;1;1
anoniem 2452;;1;;;;;;;;;1
anoniem 2453;1;;;;;;;;;;1
anoniem 2456;1;;;;;;;;;;1
anoniem 2459;1;;;;;;;;;;1
anoniem 246;1;;;;;;;;;;1
anoniem 2460;1;;;;;;;;;;1
anoniem 2461;1;;;;;;;;;;1
anoniem 2463;1;;;;;;;;;;1
anoniem 2464;1;;;;;;;;;;1
anoniem 2466;1;;;;;;;;;;1
anoniem 2467;1;;;;;;;;;;1
anoniem 2468;;;;;;;;;;1;1
anoniem 2469;;;;;;;;;;1;1
anoniem 2472;;;;1;;;;;;;1
anoniem 248;1;;;;;;;;;;1
anoniem 2482;1;;;;;;;;;;1
anoniem 2488;1;;;;;;;;;;1
anoniem 2489;;;;;;;;;;1;1
anoniem 249;1;;;;;;;;;1;1
anoniem 2490;1;;;;;;;;;;1
