FID,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkingen,symbol,se_anno_cad_data,gdb_geomattr_data,shape
trend_2015_50.1,601093,6,1093,180,160.62,-19.38,-2.91,-,- - - - - -,4,,,"POLYGON ((108586.80680000037 560158.4233000018, 108732.28449999914 560155.8839000016, 108728.9684999995 559965.9127999991, 108583.49080000073 559968.4521000013, 108586.80680000037 560158.4233000018))"
trend_2015_50.2,601108,6,1108,165,190.73,25.73,-9.2,2017,- - - - - -,3,,,"POLYGON ((108601.06480000168 560389.5185000002, 109059.94429999962 560357.4305000007, 109046.69049999863 560167.8933000006, 108587.81089999899 560199.9813000001, 108601.06480000168 560389.5185000002))"
trend_2015_50.3,601128,6,1128,146,164.39,18.39,-9.64,2016,- - - - - -,3,,,"POLYGON ((108615.06489999965 560590.5188999996, 109095.89079999924 560556.8962999992, 109082.63690000027 560367.3590999991, 108601.81109999865 560400.9818000011, 108615.06489999965 560590.5188999996))"
trend_2015_50.4,601148,6,1148,126,161.99,35.99,-2.43,>2025,- - - - - -,3,,,"POLYGON ((108632.08480000123 560807.7637999989, 108753.12249999866 560797.1743000001, 108736.56280000135 560607.8973000012, 108615.5251000002 560618.4868000001, 108632.08480000123 560807.7637999989))"
trend_2015_50.5,601168,6,1168,113,149.09,36.09,4.13,-,- - - - - -,1,,,"POLYGON ((108629.5251000002 560817.4868000001, 108423.81089999899 560835.4844999984, 108440.37049999833 561024.761500001, 108646.08480000123 561006.7637999989, 108629.5251000002 560817.4868000001))"
trend_2015_50.6,601190,6,1190,104,128.94,24.94,1.27,-,- - - - - -,1,,,"POLYGON ((108648.51309999824 561053.1119000018, 108585.63109999895 561061.9494999982, 108612.07389999926 561250.1002999991, 108674.95589999855 561241.2628999986, 108648.51309999824 561053.1119000018))"
trend_2015_50.7,200100,2,100,725,2409.1,1684.1,12.5,-,- - - - - -,1,,,"POLYGON ((205419.0331000015 608732.1349, 205397.22089999914 608107.5157999992, 205197.34279999882 608114.4957999997, 205219.1548999995 608739.1149000004, 205419.0331000015 608732.1349))"
trend_2015_50.8,200101,2,101,705,2369.78,1664.78,-12.7,>2025,- - - - - -,3,,,"POLYGON ((205065.02479999885 608772.4558999985, 205186.18829999864 609395.7892999984, 205382.5137999989 609357.6275000013, 205261.35009999946 608734.2941000015, 205065.02479999885 608772.4558999985))"
trend_2015_50.9,200102,2,102,700,2221.52,1521.52,-18.51,>2025,- - - - - -,3,,,"POLYGON ((204918.01529999822 608829.5150999986, 205234.5551000014 609699.2008000016, 205422.49350000173 609630.7965000011, 205105.95389999822 608761.1110999994, 204918.01529999822 608829.5150999986))"
trend_2015_50.10,200103,2,103,689,2076.9,1387.9,-9.72,>2025,- - - - - -,3,,,"POLYGON ((204781.72580000013 608908.8564999998, 205017.34329999983 609333.9217999987, 205192.26729999855 609236.9598000012, 204956.64979999885 608811.8944999985, 204781.72580000013 608908.8564999998))"
