FID,verkeersongeval_nummer,jaar_ongeval,verkeersongeval_afloop,aantal_partijen,partij_1_objecttype,partij_1_objecttype_overig,partij_2_objecttype,partij_2_objecttype_overig,aard_ongeval,niveau_koppelen,wegsituatie,bebouwde_kom,maximum_snelheid,wegverlichting,wegverharding,wegdek,lichtgesteldheid,zichtafstand,weersgesteldheid,bijz_verkeersmaatregel,bijz_verkeersmaatregel_overig,bijz_infrastructuur,bijz_infrastructuur_overig,bijz_tijdelijke_aard,bijz_tijdelijke_aard_overig,junctie_id,wegvak_id,hectometer,straatnaam,woonplaats,actueel,wegbeheerder,gemeente,provincie,dienstnaam,districtnaam,indicatie_alcohol,gdb_geomattr_data,shape
ongevallen_2019.408,20190000313,2019,Dodelijk,1,Scootmobiel,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,60,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,,213364005,,IJweg,Hoofddorp,Ja,Gemeente,Haarlemmermeer,Noord-Holland,,,,,POINT (106758.63300000131 482047.89400000125)
ongevallen_2019.409,20190000289,2019,Dodelijk,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,ZANDWEG,,,489468016,,,Paardelandsdrift,Aalden,Ja,Gemeente,Coevorden,Drenthe,,,,,POINT (244586.4550999999 534395.2386999987)
ongevallen_2019.410,20190000335,2019,Dodelijk,2,Trekker met oplegger,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,80,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,240205018,,,Vijf Eikenweg,Oosterhout,Ja,Provincie,Oosterhout,Noord-Brabant,,,,,POINT (120304.53799999878 402711.47199999914)
ongevallen_2019.411,20190000432,2019,Dodelijk,1,Personenauto,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Buiten,60,Niet aanwezig,ZOAB,Droog,Daglicht,,Droog,,,,,,,,374390032,,Oostelijke Rondweg,Elburg,Nee,Gemeente,Elburg,Gelderland,,,,,POINT (187551.12700000033 494953.1939999983)
ongevallen_2019.412,20190000436,2019,Dodelijk,2,Personenauto,,Voetganger,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Brandend,Overig asfalt,Droog,Schemer,,Droog,VOP,,,,,,223501034,,,Texelstroomlaan,Den Helder,Ja,Gemeente,Den Helder,Noord-Holland,,,,,POINT (111896.69999999925 550782.4129999988)
ongevallen_2019.413,20190000444,2019,Dodelijk,2,Landbouwvoertuig,,Voetganger,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,135256008,,,Smitsweg,Hellevoetsluis,Ja,Gemeente,Hellevoetsluis,Zuid-Holland,,,,,POINT (67907.65430000052 428302.50470000133)
ongevallen_2019.414,20190000388,2019,Dodelijk,2,Landbouwvoertuig,,,AANHANGWAGEN,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet aanwezig,ZOAB,Droog,Daglicht,,Droog,,,,,,,,287174001,,Voorteindseweg,Oost West en Middelbeers,Ja,Provincie,Oirschot,Noord-Brabant,,,,,POINT (144117.05799999833 387131.2870000005)
ongevallen_2019.415,20190000551,2019,Dodelijk,3,Personenauto,,Personenauto,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,100,Niet aanwezig,Beton,Droog,Duisternis,,Droog,,,,,,,,,2441,RYKSWG,Kamperveen,Ja,Rijk,Kampen,Overijssel,RWS Oost-Nederland,ON District Noord,,,POINT (193353.08779999986 502528.41220000014)
ongevallen_2019.416,20190000206,2019,Dodelijk,2,Personenauto,,Boom,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,60,Niet aanwezig,,Droog,Daglicht,,Droog,,,,,,,,449335001,,Verwoldseweg,Laren,Ja,Gemeente,Lochem,Gelderland,,,,,POINT (224927.7349999994 467938.09600000083)
ongevallen_2019.417,20190000191,2019,Dodelijk,3,Vrachtauto,,Trekker,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet brandend,Overig asfalt,Nat,Daglicht,,Mist,,,,UITRIT,,,,349170018,,Stipdonk,Lierop,Ja,Provincie,Someren,Noord-Brabant,,,,,POINT (175151.8350000009 384970.0760000013)
ongevallen_2019.418,20190000195,2019,Dodelijk,2,Bromfiets,,e-bike,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,FIETSPAD,,,,264194010,,Kwekerijpad,Tilburg,Ja,Gemeente,Tilburg,Noord-Brabant,,,Ja,,POINT (132071.9609999992 397344.8229999989)
ongevallen_2019.419,20190000031,2019,Dodelijk,2,Personenauto,,e-bike,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,226432041,,,Marestraat,Oudorp,Ja,Gemeente,Alkmaar,Noord-Holland,,,,,POINT (113251.10429999977 516324.77690000087)
ongevallen_2019.421,20190006186,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,60,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,466525001,,Zeijerstroeten,Ubbena,Nee,Gemeente,Assen,Drenthe,,,,,POINT (233805.87799999863 562768.8530000001)
ongevallen_2019.422,20190006670,2019,Uitsluitend materiele schade,2,Trekker,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,ZOAB,Nat,Daglicht,,Droog,,,,UITRIT,,,205310002,,,Belgiëlaan,Hazerswoude-Dorp,Ja,Gemeente,Alphen aan den Rijn,Zuid-Holland,,,,,POINT (102850.02219999954 454988.4877999984)
ongevallen_2019.423,20190007753,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,182192007,,Bosstraat,Roosendaal,Ja,Gemeente,Roosendaal,Noord-Brabant,,,,,POINT (91390.24300000072 396135.88500000164)
ongevallen_2019.424,20190001522,2019,Letsel,1,Personenauto,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,,,,,,,Duisternis,,,,,,,,,,263241007,,Neer Andelse weg,Andel,Nee,Gemeente,Altena,Noord-Brabant,,,,,POINT (131768.4539999999 420822.91000000015)
ongevallen_2019.425,20190005864,2019,Uitsluitend materiele schade,3,Personenauto,,Trekker met oplegger,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,80,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,,244448006,,A.C. de Graafweg,Opmeer,Nee,Provincie,Opmeer,Noord-Holland,,,,,POINT (123211.73600000143 524587.1530000009)
ongevallen_2019.426,20190007668,2019,Uitsluitend materiele schade,2,Bestelauto,,Fiets,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,Andere oversteekplaats,,,,,,298213019,,,Haldersebaan,Vught,Ja,Gemeente,Vught,Noord-Brabant,,,,,POINT (149156.39930000156 406940.5460000001)
ongevallen_2019.427,20190001095,2019,Uitsluitend materiele schade,2,Personenauto,,Bestelauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,224433051,,Koedijkerstraat,Alkmaar,Ja,Gemeente,Alkmaar,Noord-Holland,,,,,POINT (112202.43299999833 516959.21499999985)
ongevallen_2019.428,20190001959,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Duisternis,,,,,,,,,,266198112,,Heikantlaan,Tilburg,Ja,Gemeente,Tilburg,Noord-Brabant,,,,,POINT (133002.56500000134 399405.2899999991)
ongevallen_2019.429,20190004631,2019,Letsel,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,361331002,,Heetweg,Kootwijk,Ja,Gemeente,Barneveld,Gelderland,,,,,POINT (180987.4149999991 466005.7030000016)
ongevallen_2019.430,20190005371,2019,Uitsluitend materiele schade,2,Trekker,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,263225004,,,Veerweg,Waalwijk,Ja,Gemeente,Waalwijk,Noord-Brabant,,,,,POINT (131845.0460000001 412858.65300000086)
ongevallen_2019.431,20190005675,2019,Letsel,2,Personenauto,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,60,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,243330006,,,Wilnisse Zuwe,Wilnis,Ja,Gemeente,De Ronde Venen,Utrecht,,,,,POINT (121978.89959999919 465396.807599999)
ongevallen_2019.432,20190006685,2019,Letsel,2,Snorfiets,,Overig vast object,,Vast voorwerp,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50,Niet aanwezig,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,207320012,,Handelsweg,Alphen aan den Rijn,Nee,Gemeente,Alphen aan den Rijn,Zuid-Holland,,,,,POINT (103685.02600000054 460510.1160000004)
ongevallen_2019.433,20190007744,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet aanwezig,ZOAB,Droog,Daglicht,,Droog,,,,,,,210248017,,,Krispijnseweg,Dordrecht,Ja,Gemeente,Dordrecht,Zuid-Holland,,,,,POINT (105090.60280000046 424296.36190000176)
ongevallen_2019.435,20190004801,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30,Brandend,Klinkers,Nat,Duisternis,,Regen,,,,,,,364558038,,,Willemskade,Leeuwarden,Ja,Gemeente,Leeuwarden,Friesland,,,,,POINT (182066.58089999855 579187.0742999986)
ongevallen_2019.436,20190006365,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Geparkeerd voertuig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Binnen,,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,Parkeervoorziening,,,,,258310031,,Molenpolder,De Meern,Ja,Gemeente,Utrecht,Utrecht,,,,,POINT (129290.64600000158 455190.6160000004)
ongevallen_2019.437,20190000924,2019,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,158303063,,Loevesteinlaan,'s-Gravenhage,Nee,Gemeente,'s-Gravenhage,Zuid-Holland,,,,,POINT (79287.80000000075 451778.51099999994)
ongevallen_2019.438,20190006480,2019,Uitsluitend materiele schade,2,Snorfiets,,e-bike,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,424350038,,,Johan Wagenaarlaan,Deventer,Ja,Gemeente,Deventer,Overijssel,,,,,POINT (212208 475150)
ongevallen_2019.439,20190006786,2019,Uitsluitend materiele schade,3,Trekker,,,AANHANGER,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,Andere oversteekplaats,,,,,,258313062,,,Stroomrugbaan,Vleuten,Ja,Gemeente,Utrecht,Utrecht,,,,,POINT (129231.80429999903 456855.30779999867)
ongevallen_2019.440,20190007380,2019,Uitsluitend materiele schade,2,Personenauto,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30,Brandend,Klinkers,Droog,Duisternis,,Droog,,,,,,,399408108,,,Rozenweg,Zwolle,Ja,Gemeente,Zwolle,Overijssel,,,,,POINT (199924.63599999994 504084.4497000016)
ongevallen_2019.441,20190003821,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Schemer,,,,,,,,,,152306020,,Tannhäuserstraat,'s-Gravenhage,Ja,Gemeente,'s-Gravenhage,Zuid-Holland,,,,,POINT (76135.2809999995 453395.3999999985)
ongevallen_2019.442,20190003825,2019,Uitsluitend materiele schade,1,Personenauto,,,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30,Niet brandend,ZOAB,Droog,Daglicht,,Droog,VOP,,,,,,186277094,,,ZAAGMOLENBRUG,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (93201 438701)
ongevallen_2019.443,20190004818,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval gekoppeld op kruispuntniveau.,Rotonde,Buiten,,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,528541035,,,Winschoterweg,Oude Pekela,Ja,Gemeente,Pekela,Groningen,,,Ja,,POINT (264432.59739999846 570684.0095000006)
ongevallen_2019.444,20190008349,2019,Uitsluitend materiele schade,2,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval gekoppeld op straat niveau.,Bocht,Buiten,100,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,NABIJHEID VAN TOERIT,,,,350538034,,Middelsee,Wiuwert,Ja,Gemeente,Súdwest-Fryslân,Friesland,,,,,POINT (175480.69200000167 569069.3929999992)
ongevallen_2019.445,20190003048,2019,Uitsluitend materiele schade,2,Personenauto,,Bestelauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,396317068,,,Eerbeekseweg,Loenen,Ja,Provincie,Apeldoorn,Gelderland,,,,,POINT (198377 458647)
ongevallen_2019.446,20190003051,2019,Uitsluitend materiele schade,1,Bestelauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,406407039,,Eikenstraat,Zwolle,Ja,Gemeente,Zwolle,Overijssel,,,,,POINT (203365.4849999994 503633.77899999917)
ongevallen_2019.447,20190006118,2019,Letsel,2,Motor,,e-bike,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,60,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,198362007,,Bartenweg,Hillegom,Ja,Provincie,Hillegom,Zuid-Holland,,,,,POINT (99358.03500000015 481081.97399999946)
ongevallen_2019.448,20190006588,2019,Uitsluitend materiele schade,2,Personenauto,,Dier,,Dier,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,80,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,455351038,,Markeloseweg,Holten,Nee,Provincie,Rijssen-Holten,Overijssel,,,,,POINT (227801.30200000107 475687.8110000007)
ongevallen_2019.449,20190007555,2019,Uitsluitend materiele schade,2,Bromfiets,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,468564005,,Turfsingel,Groningen,Nee,Gemeente,Groningen,Groningen,,,,,POINT (234096.55099999905 582208.1270000003)
ongevallen_2019.450,20190008157,2019,Uitsluitend materiele schade,2,Fiets,,e-bike,,Los voorwerp,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,UITRIT,,,,358613002,,Verbindingsweg,Nes,Ja,Gemeente,Ameland,Friesland,,,,,POINT (179349.61400000006 606689.6140000001)
ongevallen_2019.451,20190001440,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Duisternis,,,,,,,,,,189345036,,Drechsberg,Voorhout,Ja,Gemeente,Teylingen,Zuid-Holland,,,,,POINT (95008.14699999988 472657.84699999914)
ongevallen_2019.452,20190001604,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,154306003,,Albardastraat,'s-Gravenhage,Nee,Gemeente,'s-Gravenhage,Zuid-Holland,,,,,POINT (77136.5 453400.3200000003)
ongevallen_2019.453,20190002573,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Duisternis,,,,,,,,,,195234014,,Schenkeldijk,Strijen,Ja,Gemeente,Hoeksche Waard,Zuid-Holland,,,,,POINT (97530.09099999815 417101.8350000009)
ongevallen_2019.454,20190004078,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,439288007,,Doetinchemseweg,Zelhem,Ja,Provincie,Bronckhorst,Gelderland,,,,,POINT (220040.39200000092 444403.6330000013)
ongevallen_2019.455,20190008230,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,WEGVERSMALLING DOOR OBSTAKEL,Werk in uitvoering,,,235483043,,Kerkweg,Anna Paulowna,Ja,Gemeente,Hollands Kroon,Noord-Holland,,,,,POINT (117912.49399999902 541614.8299999982)
ongevallen_2019.456,20190000721,2019,Uitsluitend materiele schade,2,Personenauto,,Los voorwerp,,Los voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,,496331013,,Metaalstraat,Haaksbergen,Ja,Gemeente,Haaksbergen,Overijssel,,,,,POINT (248217.29300000146 465932.7340000011)
ongevallen_2019.457,20190002596,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,209345006,,Leimuiderweg,Nieuw-Vennep,Nee,Provincie,Haarlemmermeer,Noord-Holland,,,,,POINT (105048.0009999983 472547.0320000015)
ongevallen_2019.458,20190003873,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,208194026,,,Couperuslaan,Etten-Leur,Ja,Gemeente,Etten-Leur,Noord-Brabant,,,,,POINT (104184.2377000004 397354.20980000123)
ongevallen_2019.459,20190004265,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,230370066,,Pieter Calandlaan,Amsterdam,Nee,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (115340.51399999857 485187.3530000001)
ongevallen_2019.460,20190006505,2019,Uitsluitend materiele schade,5,Trekker,,Lichtmast,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,230380005,,Hornweg,Amsterdam,Nee,Gemeente,Amsterdam,Noord-Holland,,,,,POINT (115413.4609999992 490278.92599999905)
ongevallen_2019.461,20190001666,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Duisternis,,,,,,,,,,475420059,,Brinkstraat,Hardenberg,Ja,Gemeente,Hardenberg,Overijssel,,,,,POINT (237914.69399999827 510236.40199999884)
ongevallen_2019.462,20190006619,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,269294103,,Graaf Florisweg,Nieuwegein,Nee,Gemeente,Nieuwegein,Utrecht,,,,,POINT (134583.1339999996 447465.94099999964)
ongevallen_2019.463,20190006900,2019,Uitsluitend materiele schade,2,Snorfiets,,Snorfiets,,Frontaal,Ongeval gekoppeld op straat niveau.,Bocht,Binnen,,Niet brandend,Overig asfalt,Droog,Daglicht,,,,,,,,,,352172026,,Vossenbeemd,Helmond,Ja,Gemeente,Helmond,Noord-Brabant,,,,,POINT (176328.39299999923 386453.68200000003)
ongevallen_2019.464,20190007896,2019,Uitsluitend materiele schade,4,Trekker,,Trekker,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,121279050,,Malakkastraat,Maasvlakte Rotterdam,Nee,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (60532.7340000011 439655.63599999994)
ongevallen_2019.465,20190005432,2019,Uitsluitend materiele schade,2,Fiets,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,213406168,,,Haydnplein,Heemskerk,Ja,Gemeente,Heemskerk,Noord-Holland,,,,,POINT (106852 503034)
ongevallen_2019.466,20190007686,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,600020161,,,Peelo,Assen,Ja,Gemeente,Assen,Drenthe,,,,,POINT (234468.80370000005 560773.4807999991)
ongevallen_2019.467,20190002031,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Duisternis,,,,,,,,,,198276004,,Slotlaan,Capelle aan den IJssel,Nee,Gemeente,Capelle aan den IJssel,Zuid-Holland,,,,,POINT (99357.96599999815 438219.00499999896)
ongevallen_2019.468,20190005799,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30,Brandend,Overig asfalt,Nat,Schemer,,Regen,,,,UITRIT,,,,312264031,,Liendenlaan,Tiel,Ja,Gemeente,Tiel,Gelderland,,,,,POINT (156438.69999999925 432356.21400000155)
ongevallen_2019.469,20190007143,2019,Letsel,2,Personenauto,,Vrachtauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,Brug/viaduct,,,,,,960,Afsluitdijk,Kornwerderzand,Ja,Rijk,Súdwest-Fryslân,Friesland,RWS Midden-Nederland,MN District Noord,,,POINT (150703.05330000073 565033.3874999993)
ongevallen_2019.470,20190004166,2019,Uitsluitend materiele schade,2,Personenauto,,Trekker,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,600165300,,Graaf Reinaldweg,Tuil,Nee,Provincie,West Betuwe,Gelderland,,,,,POINT (145405.88100000098 426147.4829999991)
ongevallen_2019.471,20190000594,2019,Dodelijk,3,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,830,Rijksweg A2,Beesd,Ja,Rijk,West Betuwe,Gelderland,RWS Midden-Nederland,MN District Zuid,,,POINT (140507.99439999834 436418.4693999998)
ongevallen_2019.472,20190001892,2019,Uitsluitend materiele schade,2,Personenauto,,,AANHANGWAGEN,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,416415016,,Rijksweg A28,Zwolle,Ja,Rijk,Zwolle,Overijssel,RWS Oost-Nederland,ON District Noord,,,POINT (208951.23099999875 509156.6169999987)
ongevallen_2019.473,20190003138,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,374275015,,Ceintuurbaan,Elst,Nee,Gemeente,Overbetuwe,Gelderland,,,,,POINT (187479.0460000001 437796.66899999976)
ongevallen_2019.474,20190005929,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,162304114,,Goeverneurplein,'s-Gravenhage,Nee,Gemeente,'s-Gravenhage,Zuid-Holland,,,,,POINT (81386.35000000149 452483.33100000024)
ongevallen_2019.475,20190006922,2019,Uitsluitend materiele schade,2,Personenauto,,Motor,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,418151021,,,Roermondsestraat,Venlo,Ja,Gemeente,Venlo,Limburg,,,,,POINT (209256.47480000183 375561.1169999987)
ongevallen_2019.476,20190001497,2019,Uitsluitend materiele schade,2,Dier,,,GEEN PARTIJ,Dier,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,60,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,470291002,,Boschlaan,Lichtenvoorde,Ja,Gemeente,Oost Gelre,Gelderland,,,,,POINT (235417.35399999842 445717.76300000027)
ongevallen_2019.477,20190003343,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,375256036,,Oranjesingel,Nijmegen,Ja,Gemeente,Nijmegen,Gelderland,,,,,POINT (187845.12299999967 428259.5549999997)
ongevallen_2019.478,20190004423,2019,Letsel,1,,GEEN PARTIJ,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Schemer,,,,,,,,,,181272025,,Korenaardwarsstraat,Rotterdam,Ja,Gemeente,Rotterdam,Zuid-Holland,,,,,POINT (90649.92100000009 436325.2190000005)
ongevallen_2019.479,20190065670,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Frontaal,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,181335069,,,Noordeinde,Rijnsburg,Ja,Gemeente,Katwijk,Zuid-Holland,,,,,POINT (90544.51740000024 467788.06529999897)
