OBJECTID,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,SUBTYPE,DROOGVALLEND,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,TIJDSTIP_REGISTRATIE,Shape__Area,Shape__Length
23,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,8958.572,283,,2022/09/06 14:15:52+00,8958.571626,813.39623694208
24,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,2174.958,283,,2022/09/06 14:15:52+00,2174.9576365,296.80096486364
25,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,16.293,283,,2022/09/06 14:15:52+00,16.2933225,44.2849962648524
26,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,596.688,283,,2022/09/06 14:15:52+00,596.687536,222.193874338846
27,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,41.515,283,,2022/09/06 14:15:52+00,41.514675,106.926419931453
28,L0004,Prorail,bestaand,0,slik,,2.916,283,,2015/07/08 09:38:58+00,2.9163095,7.53855509357508
29,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,2225.375,283,,2022/09/06 14:15:52+00,2225.3751415,221.807603677297
30,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,292.704,283,,2022/09/06 14:15:52+00,292.703568,621.613155367989
31,L0004,Prorail,bestaand,0,slik,,120.543,283,,2015/07/08 09:38:58+00,120.5428835,206.938989819161
32,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,43.15,283,,2020/12/18 18:43:33+00,43.154577985,56.4866651908511
33,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,62.908,283,,2022/09/06 14:15:52+00,62.908028,111.908189883216
34,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,35.782,283,,2022/09/06 14:15:52+00,35.7818245,84.3471822851742
35,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,360.466,283,,2022/09/06 14:15:52+00,360.466091,903.672396092651
36,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,6.651,283,,2022/09/06 14:15:52+00,6.650987,22.0378411928539
37,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,200.26,283,,2022/09/06 14:15:52+00,200.26001,609.1016774616
38,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,141.976,283,,2022/09/06 14:15:52+00,141.9759385,251.547590108251
39,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,14646.994,283,,2022/09/06 14:15:52+00,14646.993792,621.883046017592
40,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,166.505,283,,2022/09/06 14:15:52+00,166.5045885,53.704380043809
41,L0004,Prorail,bestaand,0,slik,,1657.356,283,,2017/05/10 12:18:38+00,1657.3556845,2549.07791116395
42,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,10.272,283,,2019/10/11 12:33:57+00,10.2717225,21.730946027423
43,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,47635.051,283,,2020/11/19 23:27:47+00,47635.0513135,1270.06536683374
44,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,75590.015,283,,2020/11/19 23:19:16+00,75590.014617,3059.43926619265
45,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,6346.388,283,,2020/11/19 23:25:10+00,6346.387768,677.184646872126
46,G0274,Renkum,bestaand,0,slik,,378.139,283,,2020/09/03 17:39:39+00,378.139035,170.82252354431
47,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,slik,,31.106,283,,2019/11/11 21:04:27+00,31.1060905,80.2659293688628
48,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,slik,,17.135,283,,2019/11/11 21:04:27+00,17.1354535,52.0080453343873
49,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,51.37,283,,2019/06/14 15:56:37+00,51.406391515,35.3139358408182
50,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,76.712,283,,2019/06/14 15:56:37+00,76.70873619,47.1514241318807
51,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,17.433,283,,2019/06/14 15:56:37+00,17.428301795,20.8010627830046
52,G0114,Emmen,bestaand,0,slik,,73.463,283,,2016/11/08 13:03:40+00,73.379027895,34.2950541484075
53,G0114,Emmen,bestaand,0,slik,,122.78,283,,2017/05/05 07:57:43+00,122.43236841,44.080000328581
54,G0114,Emmen,bestaand,0,slik,,160.039,283,,2016/11/08 13:03:40+00,159.973954535,50.9428909469445
55,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,8769.594,283,,2022/09/06 14:15:52+00,8769.5938,448.893901505454
56,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,410.675,283,,2022/09/06 14:15:52+00,410.6746935,94.1982978891034
57,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,82.378,283,,2022/09/06 14:15:52+00,82.3777445,105.767961077136
58,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,4166.974,283,,2022/09/06 14:15:52+00,4166.974103,256.269718128817
59,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,36.35,283,,2022/09/06 14:15:52+00,36.3497725,101.448224269437
60,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,103.789,283,,2022/09/06 14:15:52+00,103.78916,128.234000773054
61,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,12770.829,283,,2022/09/06 14:15:52+00,12770.828521,633.470005949401
62,W0661,Waterschap Scheldestromen,bestaand,0,slik,,2917.063,283,,2017/06/23 09:22:21+00,2916.91036774,467.869171041309
63,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,42.714,283,,2021/06/25 08:35:30+00,42.7142445,44.634565350521
64,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,512427.576,283,,2022/01/19 09:50:26+00,512427.575744,5165.85504785617
65,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,75.468,283,,2022/02/10 15:26:22+00,75.467508,41.6549610202148
66,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,162.511,283,,2020/07/31 15:39:17+00,162.486918605,62.2010743184912
67,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,19488.436,283,,2020/11/19 23:37:27+00,19488.4363615,728.470863448023
68,W0652,Waterschap Brabantse Delta,bestaand,0,slik,,753.813,283,,2019/01/08 15:10:57+00,753.8127595,263.386726023362
69,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,21.901,283,,2020/08/25 13:24:10+00,21.921274885,23.8611833423389
70,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,28.44,283,,2020/07/03 11:55:19+00,28.41092363,22.9674950446197
71,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,30.463,283,,2020/07/03 11:55:19+00,30.4355859,38.6534412487997
72,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,253.001,283,,2022/08/15 07:55:45+00,252.82850519,110.229321948578
73,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,26.82,283,,2020/07/03 11:55:19+00,26.82685774,27.4192594919562
74,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,4651.401,283,,2021/11/01 12:29:40+00,4651.401303,1279.26541125644
75,L0004,Prorail,bestaand,0,slik,,784.489,283,,2018/03/20 11:08:55+00,784.4894825,363.312611568135
76,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,203.217,283,,2018/01/30 13:18:02+00,203.2173865,152.726058107869
77,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,168.021,283,,2019/09/10 09:54:46+00,168.120203425,149.596284942351
78,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,40.791,283,,2020/09/23 11:50:48+00,40.75667487,35.0175124354039
79,W0653,Wetterskip Fryslân,bestaand,0,slik,,134.793,283,,2021/11/15 09:04:22+00,134.684731565,429.03259648454
80,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,1367.757,283,,2022/09/06 14:15:52+00,1367.75706,281.662787203849
81,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,109.61,283,,2022/09/06 14:15:52+00,109.6103405,198.985892912395
82,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,759.317,283,,2022/09/06 14:15:52+00,759.3168115,161.926999220747
83,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,484.521,283,,2022/09/06 14:15:52+00,484.5213925,1288.87618018397
84,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,7347.489,283,,2022/09/06 14:15:52+00,7347.489177,565.769494759537
85,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,122.379,283,,2022/09/06 14:15:52+00,122.3792435,608.298422075558
86,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,97.889,283,,2022/09/06 14:15:52+00,97.888816,300.500647498624
87,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,144.562,283,,2022/09/06 14:15:52+00,144.562413,330.288269749811
88,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,155.743,283,,2022/09/06 14:15:52+00,155.743034,483.747606251104
89,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,3462.648,283,,2022/09/06 14:15:52+00,3462.6479065,249.946079503179
90,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,3065.813,283,,2022/09/06 14:15:52+00,3065.8134765,273.43695451856
91,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,117.306,283,,2022/09/06 14:15:52+00,117.3059395,320.286881105067
92,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,9.145,283,,2022/09/06 14:15:52+00,9.1450265,29.0338716364903
93,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,2927.105,283,,2019/07/12 19:01:32+00,2927.1052835,306.132248823054
94,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,273.436,283,,2019/09/27 07:54:16+00,273.436338,176.469908932716
95,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,60990.326,283,,2019/09/27 07:54:16+00,60990.325821,2145.46707630862
96,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,57991.845,283,,2019/09/27 07:54:16+00,57991.844642,1143.07039116473
97,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,7105.055,283,,2019/09/27 07:54:16+00,7105.0548185,532.754833551798
98,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,154748.829,283,,2019/09/27 07:54:16+00,154748.8287835,2283.77550515684
99,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,396.935,283,,2022/09/06 14:15:52+00,396.9350995,1056.06123037188
100,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,35.818,283,,2022/09/06 14:15:52+00,35.8176715,75.3603709977644
101,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,45.222,283,,2022/09/06 14:15:52+00,45.2217135,90.0247395624847
102,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,60.61,283,,2022/09/06 14:15:52+00,60.6095055,358.497532673231
103,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,49.295,283,,2022/09/06 14:15:52+00,49.2949225,111.046084132067
104,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,580.382,283,,2022/09/06 14:15:52+00,580.3819295,123.226944548277
105,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,45.089,283,,2022/09/06 14:15:52+00,45.0885645,119.027582807543
106,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,19.054,283,,2022/09/06 14:15:52+00,19.0542385,59.5795640050809
107,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,48.707,283,,2022/09/06 14:15:52+00,48.70735,77.3525329073565
108,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,336.181,283,,2022/09/06 14:15:52+00,336.1812355,804.151610157555
109,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,52.537,283,,2022/09/06 14:15:52+00,52.537435,238.15733100132
110,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,87.289,283,,2022/09/06 14:15:52+00,87.2886855,283.71638495278
111,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,206.88,283,,2022/09/06 14:15:52+00,206.879886,540.095107950255
112,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,412.992,283,,2022/09/06 14:15:52+00,412.991994,82.6753291076193
113,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,60.227,283,,2022/09/06 14:15:52+00,60.2270615,75.925192992737
114,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,196.794,283,,2022/09/06 14:15:52+00,196.7935675,62.6180355989132
115,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,165.869,283,,2022/09/06 14:15:52+00,165.868734,190.602481314327
116,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,112.491,283,,2022/09/06 14:15:52+00,112.4911095,276.582582930452
117,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,86332.593,283,,2022/09/06 14:15:52+00,86332.593458,3916.51749736561
118,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,53.428,283,,2022/09/06 14:15:52+00,53.4282965,88.2238588337461
119,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,90.859,283,,2022/09/06 14:15:52+00,90.8589835,172.040118386343
120,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,18.338,283,,2022/08/08 10:51:09+00,18.337686,25.2192996912386
121,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,1821.866,283,,2022/12/09 15:01:13+00,1821.865792,342.193153047737
122,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,803.084,283,,2022/08/15 07:55:45+00,803.0839755,193.710372155822
123,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,122.305,283,,2022/09/06 14:15:52+00,122.305253,352.277567440503
124,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,slik,,99.475,283,,2022/12/16 13:03:44+00,99.4753215,95.2427854684755
125,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,374.054,283,,2022/09/06 14:15:52+00,374.053941,550.14457410952
126,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,416.268,283,,2022/09/06 14:15:52+00,416.268122,1113.71940462885
127,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,209.775,283,,2022/09/06 14:15:52+00,209.7747865,281.525489566587
128,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,13318.313,283,,2022/09/06 14:15:52+00,13318.312821,635.404143488559
129,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,9061.449,283,,2022/09/06 14:15:52+00,9061.4492635,415.52010524852
130,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,140.539,283,,2022/09/06 14:15:52+00,140.5391855,323.517063839501
131,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,78.194,283,,2022/09/06 14:15:52+00,78.193706,63.7463850208446
132,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,969.065,283,,2022/09/06 14:15:52+00,969.064694,172.882919265895
133,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,134.933,283,,2022/09/06 14:15:52+00,134.9325305,213.329398179592
134,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,389.243,283,,2022/09/06 14:15:52+00,389.242811,761.696130327242
135,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,51.982,283,,2022/09/06 14:15:52+00,51.9823815,60.3512484084519
136,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,21.518,283,,2022/09/06 14:15:52+00,21.517999,52.8948574109536
137,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,330.765,283,,2022/09/06 14:15:52+00,330.7645785,86.6731714352318
138,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,10.967,283,,2022/09/06 14:15:52+00,10.9672065,33.1530326478795
139,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,25234.442,283,,2022/09/06 14:15:52+00,25234.442058,1366.1190195333
140,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,12.457,283,,2022/09/06 14:15:52+00,12.4574555,46.5179454275631
141,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,79.887,283,,2022/09/06 14:15:52+00,79.8866675,54.8335387272995
142,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,71.146,283,,2022/09/06 14:15:52+00,71.146146,105.290546246514
143,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,23163.943,283,,2022/09/06 14:15:52+00,23163.943285,1677.92489223974
144,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,3921.014,283,,2022/09/06 14:15:52+00,3921.013997,362.845929245687
145,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,16880.959,283,,2022/09/06 14:15:52+00,16880.958983,551.847737070768
146,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,632.367,283,,2022/09/06 14:15:52+00,632.366787,1463.21077148266
147,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,447.412,283,,2022/09/06 14:15:52+00,447.412036,99.6490441201166
148,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,8700.872,283,,2022/09/06 14:15:52+00,8700.8721545,618.441277928374
149,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,41.913,283,,2022/09/06 14:15:52+00,41.9128015,78.553005348233
150,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,352.152,283,,2022/09/06 14:15:52+00,352.1523145,1407.97235940427
151,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,242.259,283,,2022/09/06 14:15:52+00,242.2587535,591.438116650911
152,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,357.434,283,,2022/09/06 14:15:52+00,357.434097,556.867285025409
153,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,68.173,283,,2022/09/06 14:15:52+00,68.1726695,165.9679740457
154,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,12197.34,283,,2022/09/06 14:15:52+00,12197.3404515,538.883271535203
155,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,164.021,283,,2022/09/06 14:15:52+00,164.0212225,202.58272267136
156,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,494.807,283,,2022/09/06 14:15:52+00,494.8067545,1142.39284686979
157,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,65.116,283,,2022/09/06 14:15:52+00,65.1164615,223.397188253305
158,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,141.814,283,,2022/09/06 14:15:52+00,141.8143045,322.542172509794
159,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,14.794,283,,2022/09/06 14:15:52+00,14.7944495,56.2409169629343
160,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,59.568,283,,2022/09/06 14:15:52+00,59.5675905,171.379950056918
161,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,27.788,283,,2022/09/06 14:15:52+00,27.788442,130.27934624863
162,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,107.675,283,,2022/09/06 14:15:52+00,107.6745445,470.773967007984
163,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,795.708,283,,2022/09/06 14:15:52+00,795.7082155,259.760644009975
164,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,646.302,283,,2022/09/06 14:15:52+00,646.302257,1109.66099187254
165,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,36.259,283,,2022/09/06 14:15:52+00,36.259122,40.0327889360644
166,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,465.821,283,,2022/09/06 14:15:52+00,465.821304,112.184389176086
167,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,89.128,283,,2022/09/06 14:15:52+00,89.128018,167.811154747265
168,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,127.447,283,,2022/09/06 14:15:52+00,127.446891,557.908095973643
169,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,354.933,283,,2022/09/06 14:15:52+00,354.933202,549.337556100201
170,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,221.844,283,,2022/09/06 14:15:52+00,221.8436975,61.1353417899686
171,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,171.71,283,,2022/09/06 14:15:52+00,171.709834,213.609937907563
172,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,176.919,283,,2022/09/06 14:15:52+00,176.9190225,336.217851316803
173,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,335.106,283,,2022/09/06 14:15:52+00,335.105771,163.196759496104
174,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,286.427,283,,2022/09/06 14:15:52+00,286.4270255,97.0179472183749
175,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,142.486,283,,2022/09/06 14:15:52+00,142.485806,466.761049266844
176,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,130.432,283,,2022/09/06 14:15:52+00,130.431749,152.770236542458
177,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,204.214,283,,2022/09/06 14:15:52+00,204.2138525,781.482679521664
178,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,41.06,283,,2022/09/06 14:15:52+00,41.059607,76.5943555629539
179,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,225.115,283,,2022/09/06 14:15:52+00,225.114887,614.907467067671
180,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,17.376,283,,2022/09/06 14:15:52+00,17.3758375,41.1555249632763
181,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,slik,,32.716,283,,2022/09/06 14:15:52+00,32.715784,128.517327697583
