SOORTNAAM;WETENSCHAPPELIJKE_NAAM;AANTAL;STRAATNAAM;GROEIPLAATS;DATUM;JAAR;X_COORDINAAT;Y_COORDINAAT;LOCATIE_ID;COUNTER;X;Y;LONG;LAT
Muurvaren;Asplenium ruta-muraria;10;Houtrustsluizen, noordelijke muur;kademuur;20140811000000;2014;78751;455647;181766;492;78751;455647;4.274756095073931;52.083833772177556
Steenbreekvaren;Asplenium trichomanes;40;Houtrustsluizen, noordelijke pijler midden;kademuur;20140811000000;2014;78737;455640;181765;493;78737;455640;4.2745534416504505;52.08376893742326
Steenbreekvaren;Asplenium trichomanes;2;Houtrustsluizen, pilaar sluisdeur westzijde;kademuur;20140811000000;2014;78762;455594;181733;494;78762;455594;4.2749283978438966;52.083358993997784
Muurvaren;Asplenium ruta-muraria;50;Houtrustsluizen, westelijke buitenmuur;kademuur;20140811000000;2014;78740;455625;181764;495;78740;455625;4.274600556141619;52.083634550762355
Muurvaren;Asplenium ruta-muraria;50;Houtrustsluizen, zuidoostelijke muur;kademuur;20140811000000;2014;78783;455586;181731;496;78783;455586;4.275236509774687;52.083289991827044
Muurvaren;Asplenium ruta-muraria;11;Houtweg / Koninginnegracht;brug;20140813000000;2014;81533;455789;182556;497;81533;455789;4.3153070291245434;52.08548601996327
Tongvaren;Asplenium scolopendrium;9;Houtweg / Koninginnegracht;brug;20140813000000;2014;81533;455789;182555;498;81533;455789;4.3153070291245434;52.08548601996327
Muurvaren;Asplenium ruta-muraria;1;Houtweg, thv 2;kademuur;20140813000000;2014;81457;455734;182529;499;81457;455734;4.3142102206931625;52.0849816586662
Muurvaren;Asplenium ruta-muraria;6;Houtweg, thv 52;kademuur;20140813000000;2014;81481;455752;182558;500;81481;455752;4.314556442441049;52.0851466075985
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Houtzagerssingel, thv 101-109;kademuur;20140805000000;2014;80660;454241;180956;501;80660;454241;4.302909249468478;52.071458025805136
Muurvaren;Asplenium ruta-muraria;1;Houtzagerssingel, thv 119-139;kademuur;20140805000000;2014;80627;454223;180957;502;80627;454223;4.302431929022051;52.0712918343056
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Houtzagerssingel, thv 19;kademuur;20140805000000;2014;80813;454328;180947;503;80813;454328;4.305121556461191;52.0722603869402
Muurvaren;Asplenium ruta-muraria;19;Houtzagerssingel, thv 2;keermuur;20140805000000;2014;80872;454353;180937;504;80872;454353;4.305976546310566;52.07249295520375
Steenbreekvaren;Asplenium trichomanes;1;Houtzagerssingel, thv 2;keermuur;20140805000000;2014;80871;454353;180938;505;80871;454353;4.30596196285281;52.072492821365344
Muurvaren;Asplenium ruta-muraria;1;Houtzagerssingel, thv 3;keermuur;20140805000000;2014;80837;454367;180929;506;80837;454367;4.305463083273257;52.07261408427081
Tongvaren;Asplenium scolopendrium;1;Houtzagerssingel, thv 38-46;kademuur;20140805000000;2014;80764;454300;180949;507;80764;454300;4.304413061035664;52.07200219264343
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Houtzagerssingel, thv 39-48;kademuur;20140805000000;2014;80746;454289;180950;508;80746;454289;4.304152954862266;52.071900925587094
Stijve Naaldvaren;Polystichum aculeatum;3;Houtzagerssingel, thv 4;keermuur en terrestrisch;20140805000000;2014;80866;454349;180936;509;80866;454349;4.30588991438668;52.07245620514594
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;6;Houtzagerssingel, thv 5;keermuur;20140805000000;2014;80858;454345;180935;510;80858;454345;4.305774115739241;52.07241918730325
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;5;Houtzagerssingel, thv 5;keermuur;20140805000000;2014;80822;454359;180931;511;80822;454359;4.305246069538063;52.07254018156317
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Houtzagerssingel, thv 54;kademuur;20140805000000;2014;80732;454282;180951;512;80732;454282;4.30395031240222;52.07183614130829
Tongvaren;Asplenium scolopendrium;2;Houtzagerssingel, thv 67;kademuur;20140805000000;2014;80688;454257;180952;513;80688;454257;4.303314093084201;52.071605571076724
Muurvaren;Asplenium ruta-muraria;1;Houtzagerssingel, thv 69;kademuur;20140805000000;2014;80678;454250;180953;514;80678;454250;4.303169785730093;52.07154132210988
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;10;Houtzagerssingel, thv 7;keermuur;20140805000000;2014;80842;454336;180933;515;80842;454336;4.305542736295252;52.072336164527876
Steenbreekvaren;Asplenium trichomanes;1;Houtzagerssingel, thv 7;keermuur;20140805000000;2014;80851;454341;180934;516;80851;454341;4.305672900704563;52.07238230322292
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;3;Houtzagerssingel, thv 73;kademuur;20140805000000;2014;80681;454253;180954;517;80681;454253;4.303212881929289;52.0715686848889
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;3;Houtzagerssingel, thv 8;keermuur;20140805000000;2014;80845;454338;180932;518;80845;454338;4.305586051979956;52.07235453969202
Tongvaren;Asplenium scolopendrium;2;Houtzagerssingel, thv Paulus Potterstraat;kademuur;20140805000000;2014;80800;454321;180948;519;80800;454321;4.30493349431851;52.07219573829008
Tongvaren;Asplenium scolopendrium;2;Houtzagerssingel, thv Rembrandtlaan;kademuur;20140805000000;2014;80710;454274;180915;520;80710;454274;4.303631222477586;52.071761296976376
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;4;Houtzagerssingel, thv Rubenslaan;kademuur;20140805000000;2014;80668;454245;180955;521;80668;454245;4.303025043242368;52.07149504645597
Muurvaren;Asplenium ruta-muraria;11;Hugo de Grootstraat, to 85;hoge tuinmuur;20140828000000;2014;80164;455536;188569;522;80164;455536;4.295392026219533;52.08302903269102
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;4;Huisduinenstraat 31;lage tuinmuur;20140812000000;2014;78341;453501;182178;523;78341;453501;4.269257461757058;52.06449179116233
Muurvaren;Asplenium ruta-muraria;33;Huisduinenstraat 31;lage tuinmuur;20140812000000;2014;78340;453504;182177;524;78340;453504;4.2692422075085386;52.06451861280142
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;21;Huisduinenstraat 33;lage tuinmuur;20140812000000;2014;78345;453494;182179;525;78345;453494;4.2693173560726745;52.06442943794536
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Huisduinenstraat 49;lage tuinmuur;20140812000000;2014;78368;453455;182180;526;78368;453455;4.269661464605062;52.06408213967737
Gele Helmbloem;Pseudofumaria lutea;1;Huisduinenstraat 55;pilaar van lage tuinmuur;20140812000000;2014;78375;453443;182181;527;78375;453443;4.269766221496377;52.06397526782336
Tongvaren;Asplenium scolopendrium;9;Ieplaan 121;lage tuinmuur;20140828000000;2014;78646;455432;188608;528;78646;455432;4.273272580668902;52.08188717146044
Gele Helmbloem;Pseudofumaria lutea;4;Ieplaan 37;gevelvoet;20140811000000;2014;78767;455203;181724;529;78767;455203;4.2750887053595275;52.079845897657826
Gele Helmbloem;Pseudofumaria lutea;5;Ieplaan 95;gevelvoet;20140828000000;2014;78671;455385;188607;530;78671;455385;4.273647756405874;52.08146824531874
Gele Helmbloem;Pseudofumaria lutea;1;IJsselsteinstraat;hoge tuinmuur;20140812000000;2014;78705;453140;182147;531;78705;453140;4.274645502362251;52.06129784614794
Tongvaren;Asplenium scolopendrium;1;Jan de Weerststraat 17;lage tuinmuur;20140818000000;2014;80245;452600;183809;532;80245;452600;4.297216531779819;52.05665492914305
Muurvaren;Asplenium ruta-muraria;17;Jan de Weerststraat 19;lage tuinmuur;20140818000000;2014;80248;452594;183808;533;80248;452594;4.297261579593659;52.05660141334806
Muurleeuwenbek;Cymbalaria muralis;10;Jan de Weerststraat 20;lage tuinmuur en bestrating;20140818000000;2014;80265;452582;183806;534;80265;452582;4.2975120352240666;52.05649586539421
Tongvaren;Asplenium scolopendrium;2;Jan de Weerststraat 21;lage tuinmuur;20140818000000;2014;80249;452590;183807;535;80249;452590;4.297277033175569;52.05656560124217
Gele Helmbloem;Pseudofumaria lutea;4;Jan de Weerststraat 43;voet lage tuinmuur en terrestrisch;20140818000000;2014;80272;452544;183805;536;80272;452544;4.297622395737688;52.056155312834555
Gele Helmbloem;Pseudofumaria lutea;2;Jan de Weerststraat 51;terrestrisch;20140818000000;2014;80280;452527;183804;537;80280;452527;4.297742739094075;52.05600361682184
Klein Glaskruid;Parietaria judaica;1;Jan Wapstraat, naast 132;hoge tuinmuur;20140819000000;2014;81660;452551;183963;538;81660;452551;4.317855394739227;52.05640366399711
Muurvaren;Asplenium ruta-muraria;80;Jan Wapstraat, naast 132;hoge tuinmuur;20140819000000;2014;81665;452554;183964;539;81665;452554;4.317927641987005;52.05643128614387
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Jan Wapstraat, naast 146;hoge tuinmuur;20140819000000;2014;81582;452507;183959;540;81582;452507;4.316727747457066;52.05599791582372
Mannetjesvaren;Dryopteris filix-mas;1;Jan Wapstraat, naast 146;hoge tuinmuur;20140819000000;2014;81582;452507;183962;541;81582;452507;4.316727747457066;52.05599791582372
Muurvaren;Asplenium ruta-muraria;8;Jan Wapstraat, naast 48-52;hoge tuinmuur;20140819000000;2014;81825;452644;183973;542;81825;452644;4.320240886473448;52.057261250671566
Muurvaren;Asplenium ruta-muraria;2;Jan Wapstraat, naast 55;hoge tuinmuur;20140819000000;2014;81751;452617;183972;543;81751;452617;4.319167864013753;52.0570088297139
Gele Helmbloem;Pseudofumaria lutea;1;Jenny Plantsoen;keermuur;20140828000000;2014;80263;455054;188572;544;80263;455054;4.296941715306986;52.07871080712995
Muurvaren;Asplenium ruta-muraria;63;Joan Maetsuyckerstraat, naast 2;hoge tuinmuur;20140826000000;2014;83057;456137;187626;545;83057;456137;4.3374654369546946;52.088813556121856
Tongvaren;Asplenium scolopendrium;7;John Radeckerkade 4;gevel;20140818000000;2014;76802;452586;183739;546;76802;452586;4.247027387231262;52.05605393504694
Klein Glaskruid;Parietaria judaica;25;Jules Massenetstraat 98;terrestrisch en bestrating;20140818000000;2014;76600;452876;183745;547;76600;452876;4.244016098019971;52.058631511565615
Klein Glaskruid;Parietaria judaica;50;Kamperfoeliestraat 27;terrestrisch en bestrating;20140812000000;2014;78398;453835;182032;548;78398;453835;4.270013625150431;52.067501223986284
Klein Glaskruid;Parietaria judaica;100;Kamperfoeliestraat 29-31;gevelvoet, bestrating en trap;20140812000000;2014;78386;453857;182033;549;78386;453857;4.2698337077538175;52.06769727115675
Gele Helmbloem;Pseudofumaria lutea;10;Kamperfoeliestraat 85;terrestrisch en bestrating;20140812000000;2014;78354;454014;182034;550;78354;454014;4.269331842329986;52.069103751057334
Muurfijnstraal;Erigeron karvinskianus;1;Kastanjestraat 13a;lage tuinmuur;20140828000000;2014;78375;455292;188605;551;78375;455292;4.2693511171713485;52.080591605027855
Klein Glaskruid;Parietaria judaica;50;Kauwlaan 8;terrestrisch en bestrating;20140827000000;2014;77414;455274;188682;552;77414;455274;4.255338157895165;52.08029603037351
Muurleeuwenbek;Cymbalaria muralis;10;Kazernestraat 34b;gevelvoet en bestrating;20140813000000;2014;81136;455497;182606;553;81136;455497;4.309578938652059;52.08280906945598
Gele Helmbloem;Pseudofumaria lutea;30;Kazernestraat 36a;gevelvoet, bestrating en terrestrisch;20140813000000;2014;81131;455508;182577;554;81131;455508;4.309503622485277;52.08290725661265
Gele Helmbloem;Pseudofumaria lutea;15;Kiggelaerstraat 15;lage tuinmuur en voet lage tuinmuur;20140821000000;2014;82200;456876;185024;555;82200;456876;4.324804999678751;52.09534274363454
Muurleeuwenbek;Cymbalaria muralis;15;Kiplaan / Kwartellaan 15;lage tuinmuur en bestrating;20140827000000;2014;77268;455195;188180;556;77268;455195;4.253226631229711;52.07956561245177
Muurvaren;Asplenium ruta-muraria;1;Kiplaan 13;lage tuinmuur;20140827000000;2014;77086;455098;188202;557;77086;455098;4.2505942131686485;52.07866833390714
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Kiplaan 19;pilaar van lage tuinmuur;20140827000000;2014;77070;455087;188204;558;77070;455087;4.250363361591522;52.07856722984644
Tongvaren;Asplenium scolopendrium;6;Kiplaan 19;lage tuinmuur;20140827000000;2014;77066;455085;188205;559;77066;455085;4.250305477552191;52.0785486937141
Gele Helmbloem;Pseudofumaria lutea;30;Kiplaan 23;lage tuinmuur, voet lage tuinmuur en terrestrisch;20140827000000;2014;77053;455077;188206;560;77053;455077;4.250117697429644;52.07847497118216
Tongvaren;Asplenium scolopendrium;1;Kiplaan 23;lage tuinmuur;20140827000000;2014;77052;455077;188207;561;77052;455077;4.250103112245075;52.07847483042362
Muurleeuwenbek;Cymbalaria muralis;7;Kiplaan 24;lage tuinmuur;20140827000000;2014;77063;455062;188211;562;77063;455062;4.25026697555691;52.07834157960113
Muurleeuwenbek;Cymbalaria muralis;15;Kiplaan 24;lage tuinmuur en bestrating;20140827000000;2014;77062;455061;188212;563;77062;455061;4.250252618835691;52.07833245225668
Tongvaren;Asplenium scolopendrium;8;Kiplaan 28;pilaar van lage tuinmuur;20140827000000;2014;77046;455050;188210;564;77046;455050;4.250021769763669;52.07823134752862
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Kiplaan 29;lage tuinmuur;20140827000000;2014;77015;455053;188209;565;77015;455053;4.249568945894711;52.07825394262255
Tongvaren;Asplenium scolopendrium;3;Kiplaan 29;lage tuinmuur;20140827000000;2014;77013;455052;188208;566;77013;455052;4.2495400042373745;52.07824467436538
Muurvaren;Asplenium ruta-muraria;275;Kleine Veenkade 18 tot 40;kademuur;20140805000000;2014;79987;454752;180857;567;79987;454752;4.292982525451427;52.07595950201724
Muurvaren;Asplenium ruta-muraria;50;Kleine Veenkade 2 tot 9;kademuur;20140805000000;2014;80036;454769;180856;568;80036;454769;4.293693433363666;52.076118911019634
Muurleeuwenbek;Cymbalaria muralis;50;Klimopstraat 127-131;lage tuinmuur;20140827000000;2014;77725;454509;188666;569;77725;454509;4.260047588987427;52.07346474549589
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;5;Klimopstraat 256-260;lage tuinmuur;20140827000000;2014;77738;454505;188667;570;77738;454505;4.260238081216496;52.073430612605776
Klein Glaskruid;Parietaria judaica;100;Klimopstraat 58-68;bestrating en terrestrisch;20140827000000;2014;77870;454768;188683;571;77870;454768;4.262103674476483;52.07581249714398
Mannetjesvaren;Dryopteris filix-mas;2;Klimopstraat, naast 55;hoge tuinmuur;20140827000000;2014;77810;454553;188664;572;77810;454553;4.261277243012581;52.073872010609065
Tongvaren;Asplenium scolopendrium;1;Klimopstraat, naast 55;hoge tuinmuur;20140827000000;2014;77827;454615;188665;573;77827;454615;4.261511146397886;52.07443155127991
Muurvaren;Asplenium ruta-muraria;10;Koningin Emmaplein;kademuur;20140805000000;2014;80065;454785;180855;574;80065;454785;4.294112873056119;52.07626662319749
Muurvaren;Asplenium ruta-muraria;15;Koningin Emmskade, naast 3;hoge tuinmuur;20140805000000;2014;80047;454866;180854;575;80047;454866;4.293832557708443;52.07699211125206
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Koninginnegracht, thv 10;kademuur;20140820000000;2014;81492;455922;184692;576;81492;455922;4.314680267819717;52.08667581596278
Muurvaren;Asplenium ruta-muraria;6;Koninginnegracht, thv 11;kademuur;20140820000000;2014;81483;455942;184693;577;81483;455942;4.314544663654668;52.08685435594253
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Koninginnegracht, thv 12a;kademuur;20140820000000;2014;81484;455938;184695;578;81484;455938;4.3145601140444025;52.08681854173022
Muurvaren;Asplenium ruta-muraria;22;Koninginnegracht, thv 12a;kademuur;20140820000000;2014;81481;455945;184694;579;81481;455945;4.314514840617214;52.08688105061012
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;28;Koninginnegracht, thv 3;kademuur;20140820000000;2014;81526;455852;184685;580;81526;455852;4.315191343624873;52.08605125651874
Mannetjesvaren;Dryopteris filix-mas;2;Koninginnegracht, thv 3;kademuur;20140820000000;2014;81525;455854;184687;581;81525;455854;4.315176324860057;52.08606909731473
Muurvaren;Asplenium ruta-muraria;3;Koninginnegracht, thv 3;kademuur;20140820000000;2014;81528;455849;184686;582;81528;455849;4.315221165702688;52.08602456167379
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;10;Koninginnegracht, thv 5;kademuur;20140820000000;2014;81516;455872;184688;583;81516;455872;4.315041155435729;52.08622966438868
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;12;Koninginnegracht, thv 7;kademuur;20140820000000;2014;81509;455887;184690;584;81509;455887;4.3149358075127875;52.08636353653054
Muurvaren;Asplenium ruta-muraria;8;Koninginnegracht, thv 7;kademuur;20140820000000;2014;81509;455887;184689;585;81509;455887;4.3149358075127875;52.08636353653054
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Koninginnegracht, thv 8;kademuur;20140820000000;2014;81502;455902;184691;586;81502;455902;4.314830458956827;52.08649740857365
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Koninginnegracht, to Zuidhollandlaan;kademuur;20140820000000;2014;81537;455830;184684;587;81537;455830;4.315356549244378;52.08585500763108
Muurvaren;Asplenium ruta-muraria;2;Koninginnegracht, to Zuidhollandlaan;kademuur;20140820000000;2014;81536;455831;184683;588;81536;455831;4.315341746002412;52.085863861695564
Mannetjesvaren;Dryopteris filix-mas;1;Koningskade / Houtweg, noordzijde brug;brug;20140820000000;2014;81553;455814;184678;589;81553;455814;4.31559340031869;52.08571334234265
Muurvaren;Asplenium ruta-muraria;20;Koningskade / Houtweg, noordzijde brug;brug;20140820000000;2014;81553;455815;184679;590;81553;455815;4.315593184979599;52.08572232909695
Tongvaren;Asplenium scolopendrium;19;Koningskade / Houtweg, noordzijde brug;brug;20140820000000;2014;81551;455809;184677;591;81551;455809;4.315565301429723;52.08566814325031
Tongvaren;Asplenium scolopendrium;4;Koningskade / Nieuwe Uitleg, zuidzijde brug;brug;20140820000000;2014;81570;455786;184674;592;81570;455786;4.315847421097769;52.08546396813675
Muurvaren;Asplenium ruta-muraria;135;Koningskade / Zuidhollandlaan;brug;20140820000000;2014;81599;455825;184675;593;81599;455825;4.3162620722574;52.085818297045215
Tongvaren;Asplenium scolopendrium;2;Koningskade / Zuidhollandlaan;brug;20140820000000;2014;81601;455822;184676;594;81601;455822;4.3162918935416075;52.08579160192605
Muurvaren;Asplenium ruta-muraria;36;Koningskade, park;kademuur;20140820000000;2014;81734;455517;184641;595;81734;455517;4.318297588639452;52.083068255503136
Muurvaren;Asplenium ruta-muraria;1;Koningskade, thv Provinciehuis;kademuur;20140820000000;2014;81523;455879;184682;596;81523;455879;4.315141763214062;52.08629350070402
Muurvaren;Asplenium ruta-muraria;225;Koningskade, thv Zuidhollandlaan;kademuur;20140820000000;2014;81543;455836;184681;597;81543;455836;4.315442784133785;52.08590972424954
Tongvaren;Asplenium scolopendrium;24;Koningskade, thv Zuidhollandlaan;kademuur;20140820000000;2014;81545;455833;184680;598;81545;455833;4.315472605966955;52.08588302933965
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Koningskade, to Prinsessegracht 28;kademuur;20140820000000;2014;81609;455717;184672;599;81609;455717;4.316431189121725;52.084849052977816
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Koningskade, to Prinsessegracht 33;kademuur;20140820000000;2014;81575;455781;184673;600;81575;455781;4.315921436085887;52.085419697471835
Muurleeuwenbek;Cymbalaria muralis;5;Kootwijkerstraat 97;lage tuinmuur en voet lage tuinmuur;20140814000000;2014;79422;453546;182773;601;79422;453546;4.285009303028703;52.06504472259151
Muurvaren;Asplenium ruta-muraria;16;Korte Vleerstraat, naast 140;gevel;20140805000000;2014;80634;454809;180917;602;80634;454809;4.302406320189868;52.07655900369503
Muurvaren;Asplenium ruta-muraria;50;Korte Vleerstraat, to 155-165;gevel;20140805000000;2014;80627;454809;180870;603;80627;454809;4.302304226806198;52.07655806366932
Muurleeuwenbek;Cymbalaria muralis;10;Kortenhoefsestraat 26;gevelvoet en bestrating;20140812000000;2014;78973;453475;182074;604;78973;453475;4.278478276868677;52.06434522999323
Steenbreekvaren;Asplenium trichomanes;65;Kortenhoefsestraat, naast 40-42;hoge tuinmuur;20140812000000;2014;78865;453413;182076;605;78865;453413;4.276917386791497;52.06377322332561
Tongvaren;Asplenium scolopendrium;35;Kortenhoefsestraat, naast 40-42;hoge tuinmuur;20140812000000;2014;78865;453413;182075;606;78865;453413;4.276917386791497;52.06377322332561
Gele Helmbloem;Pseudofumaria lutea;1;Kraaienlaan 12;pilaar van lage tuinmuur;20140827000000;2014;76891;454793;188216;607;76891;454793;4.24781990877628;52.07589995036714
Steenbreekvaren;Asplenium trichomanes;1;Kraaienlaan 24;lage tuinmuur;20140827000000;2014;76847;454766;188217;608;76847;454766;4.247184381663049;52.07565110466282
Muurvaren;Asplenium ruta-muraria;1;Kraaienlaan 36;lage tuinmuur;20140827000000;2014;76788;454732;188218;609;76788;454732;4.246331703446899;52.07533723119799
Tongvaren;Asplenium scolopendrium;4;Kraaienlaan 36;lage tuinmuur;20140827000000;2014;76786;454728;188220;610;76786;454728;4.246303451930289;52.075301002352234
Tongvaren;Asplenium scolopendrium;3;Kraaienlaan 36;lage tuinmuur;20140827000000;2014;76787;454730;188219;611;76787;454730;4.246317577682896;52.075319116775965
Klein Glaskruid;Parietaria judaica;100;Kraaienlaan 91;terrestrisch;20140827000000;2014;76410;454516;188625;612;76410;454516;4.240868645134909;52.073342617136475
Muurvaren;Asplenium ruta-muraria;1;Krayenhoffstraat 59;keermuur;20140820000000;2014;81855;454099;184573;613;81855;454099;4.320366564965528;52.07034100168568
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Kwartellaan 16;lage tuinmuur;20140827000000;2014;77254;455106;188187;614;77254;455106;4.253042713698106;52.078763838719034
Gele Helmbloem;Pseudofumaria lutea;2;Kwartellaan 24;pilaar van lage tuinmuur;20140827000000;2014;77234;455138;188188;615;77234;455138;4.252743714367227;52.07904860196249
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Kwartellaan 25;lage tuinmuur;20140827000000;2014;77262;455180;188181;616;77262;455180;4.253142535631843;52.07942997102411
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;16;Laakhaven, betonmortelcentrale noord tot hoek;kademuur;20140819000000;2014;81229;452774;184028;617;81229;452774;4.3115240113183795;52.05835050536313
Muurvaren;Asplenium ruta-muraria;44;Laakhaven, betonmortelcentrale noord tot hoek;kademuur;20140819000000;2014;81228;452772;184027;618;81228;452772;4.311509864422256;52.058332398656795
Schubvaren;Asplenium ceterach;48;Laakhaven, betonmortelcentrale noord tot hoek;kademuur;20140819000000;2014;81231;452786;183914;619;81231;452786;4.311550577308987;52.058458613038916
Steenbreekvaren;Asplenium trichomanes;1;Laakhaven, betonmortelcentrale noord tot hoek;kademuur;20140819000000;2014;81231;452786;183914;620;81231;452786;4.311550577308987;52.058458613038916
Muurleeuwenbek;Cymbalaria muralis;60;Laakhaven, betonmortelcentrale zuid;kademuur;20140819000000;2014;81204;452657;184022;621;81204;452657;4.311184817643952;52.05729572267468
Muurvaren;Asplenium ruta-muraria;38;Laakhaven, betonmortelcentrale zuid;kademuur;20140819000000;2014;81204;452658;184021;622;81204;452658;4.311184601597893;52.05730470945891
Tongvaren;Asplenium scolopendrium;2;Laakhaven, betonmortelcentrale zuid;kademuur;20140819000000;2014;81201;452645;184023;623;81201;452645;4.311143674716624;52.057187481717804
Mannetjesvaren;Dryopteris filix-mas;1;Laakhaven, hoek tot eerste woonboot (met hijskraan);kademuur;20140819000000;2014;81246;452817;184024;624;81246;452817;4.311762566850001;52.058739200160566
Muurvaren;Asplenium ruta-muraria;85;Laakhaven, hoek tot eerste woonboot (met hijskraan);kademuur;20140819000000;2014;81246;452817;184025;625;81246;452817;4.311762566850001;52.058739200160566
Schubvaren;Asplenium ceterach;1;Laakhaven, hoek tot eerste woonboot (met hijskraan);kademuur;20140819000000;2014;81246;452817;184026;626;81246;452817;4.311762566850001;52.058739200160566
Muurleeuwenbek;Cymbalaria muralis;17;Laan van Meerdervoort / Suezkade;brug;20140811000000;2014;79326;455260;181775;627;79326;455260;4.283229503284574;52.080434812807795
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;20;Laan van Meerdervoort 1428-1428;lage tuinmuur;20140827000000;2014;76302;453602;188638;628;76302;453602;4.23950434400834;52.06511353840276
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;30;Laan van Meerdervoort 1430-1438;lage tuinmuur;20140827000000;2014;76295;453600;188637;629;76295;453600;4.239402739534766;52.0650945707548
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;2;Laan van Meerdervoort 1474-1482;lage tuinmuur;20140827000000;2014;76262;453585;188636;630;76262;453585;4.238925032993428;52.064955082494116
Muurvaren;Asplenium ruta-muraria;1;Laan van Meerdervoort 1474-1482;lage tuinmuur;20140827000000;2014;76262;453585;188635;631;76262;453585;4.238925032993428;52.064955082494116
Muurvaren;Asplenium ruta-muraria;7;Laan van Meerdervoort 1562-1670;lage tuinmuur;20140827000000;2014;76202;453557;188634;632;76202;453557;4.238056651145661;52.06469492682194
Mannetjesvaren;Dryopteris filix-mas;7;Laan van Meerdervoort, noordzijde brug;brug;20140811000000;2014;79291;455287;181777;633;79291;455287;4.282713003194031;52.080672669005494
Stijve Naaldvaren;Polystichum aculeatum;1;Laan van Meerdervoort, noordzijde brug;brug;20140811000000;2014;79293;455288;181778;634;79293;455288;4.282741953352263;52.08068192913327
Wijfjesvaren;Athyrium filix-femina;1;Laan van Meerdervoort, noordzijde brug;brug;20140811000000;2014;79305;455293;181779;635;79305;455293;4.282915876427798;52.08072850306838
Muurvaren;Asplenium ruta-muraria;1;Laan van Meerdervoort, pilaar brug;brug;20140811000000;2014;79348;455272;181776;636;79348;455272;4.283547733438488;52.080545659113575
Gele Helmbloem;Pseudofumaria lutea;4;Laan van Nieuw Oost Indie 251;gevel en lage tuinmuur;20140826000000;2014;83317;455404;187612;637;83317;455404;4.341412605522923;52.082259947535434
Muurvaren;Asplenium ruta-muraria;1;Laan van Poot / Fuutlaan 20;lage tuinmuur;20140806000000;2014;76800;455140;181342;638;76800;455140;4.246413209952213;52.07900545716346
Tongvaren;Asplenium scolopendrium;10;Laan van Poot / Fuutlaan 20;lage tuinmuur;20140806000000;2014;76795;455137;181255;639;76795;455137;4.246340970873931;52.07897779127633
Brede Eikvaren + Gewone Eikvaren;Polypodium vulgare/interjectum;1;Laan van Poot / Kramsvogellaan;lage tuinmuur;20140827000000;2014;76416;454872;188619;640;76416;454872;4.240874168558477;52.07654269300037
Tongvaren;Asplenium scolopendrium;1;Laan van Poot / Kramsvogellaan;lage tuinmuur;20140827000000;2014;76426;454856;188228;641;76426;454856;4.241023697928526;52.0764003265701
Muurvaren;Asplenium ruta-muraria;13;Laan van Poot 160;pilaar van lage tuinmuur;20140827000000;2014;77638;455604;188670;642;77638;455604;4.258530544679189;52.08329295516733
Tongvaren;Asplenium scolopendrium;1;Laan van Poot 162;lage tuinmuur;20140827000000;2014;77623;455606;188671;643;77623;455606;4.258311289169293;52.08330883238971
