Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;Is_subvariant_of;Sample_size;Variant_cases
4;2023-01-05 13:06:30;2020-12-14;BA.2+S:L452X;Omicron;DEV;;BA.2;203;0
4;2023-01-05 13:06:30;2020-12-14;XAK;Omicron;DEV;;;203;0
4;2023-01-05 13:06:30;2020-12-21;B.1.1.529;Omicron;;VOC;;257;0
4;2023-01-05 13:06:30;2020-12-21;BA.2;Omicron;VOC;;B.1.1.529;257;0
4;2023-01-05 13:06:30;2020-12-21;BA.4;Omicron;VOC;VUM;B.1.1.529;257;0
4;2023-01-05 13:06:30;2020-12-21;BA.5;Omicron;VOC;VUM;B.1.1.529;257;0
4;2023-01-05 13:06:30;2020-12-21;BA.2.75;Omicron;VOI;VUM;BA.2;257;0
4;2023-01-05 13:06:30;2020-12-21;BQ.1;Omicron;VOI;VUM;BA.5;257;0
4;2023-01-05 13:06:30;2020-12-21;XBB;Omicron;VOI;VUM;;257;0
4;2023-01-05 13:06:30;2020-12-21;BA.2.3.20;Omicron;VUM;VUM;BA.2;257;0
4;2023-01-05 13:06:30;2020-12-21;BF.7;Omicron;VUM;VUM;BA.5;257;0
4;2023-01-05 13:06:30;2020-12-21;XBC;Omicron;VUM;;;257;0
4;2023-01-05 13:06:30;2020-12-21;BQ.1.1;Omicron;;VUM;BQ.1;257;0
4;2023-01-05 13:06:30;2020-12-21;BA.4.6;Omicron;;VUM;BA.4;257;0
4;2023-01-05 13:06:30;2020-12-21;BA.3;Omicron;DEV;;B.1.1.529;257;0
4;2023-01-05 13:06:30;2020-12-21;BA.2.12.1;Omicron;DEV;VUM;BA.2+S:L452X;257;0
4;2023-01-05 13:06:30;2020-12-21;BA.1;Omicron;DEV;;B.1.1.529;257;0
4;2023-01-05 13:06:30;2020-12-21;B.1.617.2;Delta;DEV;;;257;0
4;2023-01-05 13:06:30;2020-12-21;B.1.351;Beta;DEV;;;257;1
4;2023-01-05 13:06:30;2020-12-21;P.1;Gamma;DEV;;;257;0
4;2023-01-05 13:06:30;2020-12-21;B.1.1.7;Alpha;DEV;;;257;5
4;2023-01-05 13:06:30;2020-12-21;B.1.621;Mu;DEV;;;257;0
4;2023-01-05 13:06:30;2020-12-21;C.37;Lambda;DEV;;;257;0
4;2023-01-05 13:06:30;2020-12-21;BA.2+S:L452X;Omicron;DEV;;BA.2;257;0
4;2023-01-05 13:06:30;2020-12-21;XAK;Omicron;DEV;;;257;0
4;2023-01-05 13:06:30;2020-12-28;B.1.1.529;Omicron;;VOC;;207;0
4;2023-01-05 13:06:30;2020-12-28;BA.2;Omicron;VOC;;B.1.1.529;207;0
4;2023-01-05 13:06:30;2020-12-28;BA.4;Omicron;VOC;VUM;B.1.1.529;207;0
4;2023-01-05 13:06:30;2020-12-28;BA.5;Omicron;VOC;VUM;B.1.1.529;207;0
4;2023-01-05 13:06:30;2020-12-28;BA.2.75;Omicron;VOI;VUM;BA.2;207;0
4;2023-01-05 13:06:30;2020-12-28;BQ.1;Omicron;VOI;VUM;BA.5;207;0
4;2023-01-05 13:06:30;2020-12-28;XBB;Omicron;VOI;VUM;;207;0
4;2023-01-05 13:06:30;2020-12-28;BA.2.3.20;Omicron;VUM;VUM;BA.2;207;0
4;2023-01-05 13:06:30;2020-12-28;BF.7;Omicron;VUM;VUM;BA.5;207;0
4;2023-01-05 13:06:30;2020-12-28;XBC;Omicron;VUM;;;207;0
4;2023-01-05 13:06:30;2020-12-28;BQ.1.1;Omicron;;VUM;BQ.1;207;0
4;2023-01-05 13:06:30;2020-12-28;BA.4.6;Omicron;;VUM;BA.4;207;0
4;2023-01-05 13:06:30;2020-12-28;BA.3;Omicron;DEV;;B.1.1.529;207;0
4;2023-01-05 13:06:30;2020-12-28;BA.2.12.1;Omicron;DEV;VUM;BA.2+S:L452X;207;0
4;2023-01-05 13:06:30;2020-12-28;BA.1;Omicron;DEV;;B.1.1.529;207;0
4;2023-01-05 13:06:30;2020-12-28;B.1.617.2;Delta;DEV;;;207;0
4;2023-01-05 13:06:30;2020-12-28;B.1.351;Beta;DEV;;;207;1
4;2023-01-05 13:06:30;2020-12-28;P.1;Gamma;DEV;;;207;0
4;2023-01-05 13:06:30;2020-12-28;B.1.1.7;Alpha;DEV;;;207;9
4;2023-01-05 13:06:30;2020-12-28;B.1.621;Mu;DEV;;;207;0
4;2023-01-05 13:06:30;2020-12-28;C.37;Lambda;DEV;;;207;0
4;2023-01-05 13:06:30;2020-12-28;BA.2+S:L452X;Omicron;DEV;;BA.2;207;0
4;2023-01-05 13:06:30;2020-12-28;XAK;Omicron;DEV;;;207;0
4;2023-01-05 13:06:30;2021-01-04;B.1.1.529;Omicron;;VOC;;356;0
4;2023-01-05 13:06:30;2021-01-04;BA.2;Omicron;VOC;;B.1.1.529;356;0
4;2023-01-05 13:06:30;2021-01-04;BA.4;Omicron;VOC;VUM;B.1.1.529;356;0
4;2023-01-05 13:06:30;2021-01-04;BA.5;Omicron;VOC;VUM;B.1.1.529;356;0
4;2023-01-05 13:06:30;2021-01-04;BA.2.75;Omicron;VOI;VUM;BA.2;356;0
4;2023-01-05 13:06:30;2021-01-04;BQ.1;Omicron;VOI;VUM;BA.5;356;0
4;2023-01-05 13:06:30;2021-01-04;XBB;Omicron;VOI;VUM;;356;0
4;2023-01-05 13:06:30;2021-01-04;BA.2.3.20;Omicron;VUM;VUM;BA.2;356;0
4;2023-01-05 13:06:30;2021-01-04;BF.7;Omicron;VUM;VUM;BA.5;356;0
4;2023-01-05 13:06:30;2021-01-04;XBC;Omicron;VUM;;;356;0
4;2023-01-05 13:06:30;2021-01-04;BQ.1.1;Omicron;;VUM;BQ.1;356;0
4;2023-01-05 13:06:30;2021-01-04;BA.4.6;Omicron;;VUM;BA.4;356;0
4;2023-01-05 13:06:30;2021-01-04;BA.3;Omicron;DEV;;B.1.1.529;356;0
4;2023-01-05 13:06:30;2021-01-04;BA.2.12.1;Omicron;DEV;VUM;BA.2+S:L452X;356;0
4;2023-01-05 13:06:30;2021-01-04;BA.1;Omicron;DEV;;B.1.1.529;356;0
4;2023-01-05 13:06:30;2021-01-04;B.1.617.2;Delta;DEV;;;356;0
4;2023-01-05 13:06:30;2021-01-04;B.1.351;Beta;DEV;;;356;0
4;2023-01-05 13:06:30;2021-01-04;P.1;Gamma;DEV;;;356;0
4;2023-01-05 13:06:30;2021-01-04;B.1.1.7;Alpha;DEV;;;356;45
4;2023-01-05 13:06:30;2021-01-04;B.1.621;Mu;DEV;;;356;0
4;2023-01-05 13:06:30;2021-01-04;C.37;Lambda;DEV;;;356;0
4;2023-01-05 13:06:30;2021-01-04;BA.2+S:L452X;Omicron;DEV;;BA.2;356;0
4;2023-01-05 13:06:30;2021-01-04;XAK;Omicron;DEV;;;356;0
4;2023-01-05 13:06:30;2021-01-11;B.1.1.529;Omicron;;VOC;;303;0
4;2023-01-05 13:06:30;2021-01-11;BA.2;Omicron;VOC;;B.1.1.529;303;0
4;2023-01-05 13:06:30;2021-01-11;BA.4;Omicron;VOC;VUM;B.1.1.529;303;0
4;2023-01-05 13:06:30;2021-01-11;BA.5;Omicron;VOC;VUM;B.1.1.529;303;0
4;2023-01-05 13:06:30;2021-01-11;BA.2.75;Omicron;VOI;VUM;BA.2;303;0
4;2023-01-05 13:06:30;2021-01-11;BQ.1;Omicron;VOI;VUM;BA.5;303;0
4;2023-01-05 13:06:30;2021-01-11;XBB;Omicron;VOI;VUM;;303;0
4;2023-01-05 13:06:30;2021-01-11;BA.2.3.20;Omicron;VUM;VUM;BA.2;303;0
4;2023-01-05 13:06:30;2021-01-11;BF.7;Omicron;VUM;VUM;BA.5;303;0
4;2023-01-05 13:06:30;2021-01-11;XBC;Omicron;VUM;;;303;0
4;2023-01-05 13:06:30;2021-01-11;BQ.1.1;Omicron;;VUM;BQ.1;303;0
4;2023-01-05 13:06:30;2021-01-11;BA.4.6;Omicron;;VUM;BA.4;303;0
4;2023-01-05 13:06:30;2021-01-11;BA.3;Omicron;DEV;;B.1.1.529;303;0
4;2023-01-05 13:06:30;2021-01-11;BA.2.12.1;Omicron;DEV;VUM;BA.2+S:L452X;303;0
4;2023-01-05 13:06:30;2021-01-11;BA.1;Omicron;DEV;;B.1.1.529;303;0
4;2023-01-05 13:06:30;2021-01-11;B.1.617.2;Delta;DEV;;;303;0
4;2023-01-05 13:06:30;2021-01-11;B.1.351;Beta;DEV;;;303;3
4;2023-01-05 13:06:30;2021-01-11;P.1;Gamma;DEV;;;303;0
4;2023-01-05 13:06:30;2021-01-11;B.1.1.7;Alpha;DEV;;;303;61
4;2023-01-05 13:06:30;2021-01-11;B.1.621;Mu;DEV;;;303;0
4;2023-01-05 13:06:30;2021-01-11;C.37;Lambda;DEV;;;303;0
4;2023-01-05 13:06:30;2021-01-11;BA.2+S:L452X;Omicron;DEV;;BA.2;303;0
4;2023-01-05 13:06:30;2021-01-11;XAK;Omicron;DEV;;;303;0
4;2023-01-05 13:06:30;2021-01-18;B.1.1.529;Omicron;;VOC;;651;0
4;2023-01-05 13:06:30;2021-01-18;BA.2;Omicron;VOC;;B.1.1.529;651;0
4;2023-01-05 13:06:30;2021-01-18;BA.4;Omicron;VOC;VUM;B.1.1.529;651;0
4;2023-01-05 13:06:30;2021-01-18;BA.5;Omicron;VOC;VUM;B.1.1.529;651;0
4;2023-01-05 13:06:30;2021-01-18;BA.2.75;Omicron;VOI;VUM;BA.2;651;0
4;2023-01-05 13:06:30;2021-01-18;BQ.1;Omicron;VOI;VUM;BA.5;651;0
4;2023-01-05 13:06:30;2021-01-18;XBB;Omicron;VOI;VUM;;651;0
4;2023-01-05 13:06:30;2021-01-18;BA.2.3.20;Omicron;VUM;VUM;BA.2;651;0
4;2023-01-05 13:06:30;2021-01-18;BF.7;Omicron;VUM;VUM;BA.5;651;0
4;2023-01-05 13:06:30;2021-01-18;XBC;Omicron;VUM;;;651;0
4;2023-01-05 13:06:30;2021-01-18;BQ.1.1;Omicron;;VUM;BQ.1;651;0
4;2023-01-05 13:06:30;2021-01-18;BA.4.6;Omicron;;VUM;BA.4;651;0
4;2023-01-05 13:06:30;2021-01-18;BA.3;Omicron;DEV;;B.1.1.529;651;0
4;2023-01-05 13:06:30;2021-01-18;BA.2.12.1;Omicron;DEV;VUM;BA.2+S:L452X;651;0
4;2023-01-05 13:06:30;2021-01-18;BA.1;Omicron;DEV;;B.1.1.529;651;0
4;2023-01-05 13:06:30;2021-01-18;B.1.617.2;Delta;DEV;;;651;0
4;2023-01-05 13:06:30;2021-01-18;B.1.351;Beta;DEV;;;651;3
4;2023-01-05 13:06:30;2021-01-18;P.1;Gamma;DEV;;;651;0
4;2023-01-05 13:06:30;2021-01-18;B.1.1.7;Alpha;DEV;;;651;158
4;2023-01-05 13:06:30;2021-01-18;B.1.621;Mu;DEV;;;651;0
4;2023-01-05 13:06:30;2021-01-18;C.37;Lambda;DEV;;;651;0
4;2023-01-05 13:06:30;2021-01-18;BA.2+S:L452X;Omicron;DEV;;BA.2;651;0
4;2023-01-05 13:06:30;2021-01-18;XAK;Omicron;DEV;;;651;0
4;2023-01-05 13:06:30;2021-01-25;B.1.1.529;Omicron;;VOC;;876;0
4;2023-01-05 13:06:30;2021-01-25;BA.2;Omicron;VOC;;B.1.1.529;876;0
4;2023-01-05 13:06:30;2021-01-25;BA.4;Omicron;VOC;VUM;B.1.1.529;876;0
4;2023-01-05 13:06:30;2021-01-25;BA.5;Omicron;VOC;VUM;B.1.1.529;876;0
4;2023-01-05 13:06:30;2021-01-25;BA.2.75;Omicron;VOI;VUM;BA.2;876;0
4;2023-01-05 13:06:30;2021-01-25;BQ.1;Omicron;VOI;VUM;BA.5;876;0
4;2023-01-05 13:06:30;2021-01-25;XBB;Omicron;VOI;VUM;;876;0
4;2023-01-05 13:06:30;2021-01-25;BA.2.3.20;Omicron;VUM;VUM;BA.2;876;0
4;2023-01-05 13:06:30;2021-01-25;BF.7;Omicron;VUM;VUM;BA.5;876;0
4;2023-01-05 13:06:30;2021-01-25;XBC;Omicron;VUM;;;876;0
4;2023-01-05 13:06:30;2021-01-25;BQ.1.1;Omicron;;VUM;BQ.1;876;0
4;2023-01-05 13:06:30;2021-01-25;BA.4.6;Omicron;;VUM;BA.4;876;0
4;2023-01-05 13:06:30;2021-01-25;BA.3;Omicron;DEV;;B.1.1.529;876;0
4;2023-01-05 13:06:30;2021-01-25;BA.2.12.1;Omicron;DEV;VUM;BA.2+S:L452X;876;0
4;2023-01-05 13:06:30;2021-01-25;BA.1;Omicron;DEV;;B.1.1.529;876;0
4;2023-01-05 13:06:30;2021-01-25;B.1.617.2;Delta;DEV;;;876;0
4;2023-01-05 13:06:30;2021-01-25;B.1.351;Beta;DEV;;;876;14
4;2023-01-05 13:06:30;2021-01-25;P.1;Gamma;DEV;;;876;1
4;2023-01-05 13:06:30;2021-01-25;B.1.1.7;Alpha;DEV;;;876;225
4;2023-01-05 13:06:30;2021-01-25;B.1.621;Mu;DEV;;;876;0
4;2023-01-05 13:06:30;2021-01-25;C.37;Lambda;DEV;;;876;0
4;2023-01-05 13:06:30;2021-01-25;BA.2+S:L452X;Omicron;DEV;;BA.2;876;0
4;2023-01-05 13:06:30;2021-01-25;XAK;Omicron;DEV;;;876;0
4;2023-01-05 13:06:30;2021-02-01;B.1.1.529;Omicron;;VOC;;867;0
4;2023-01-05 13:06:30;2021-02-01;BA.2;Omicron;VOC;;B.1.1.529;867;0
4;2023-01-05 13:06:30;2021-02-01;BA.4;Omicron;VOC;VUM;B.1.1.529;867;0
4;2023-01-05 13:06:30;2021-02-01;BA.5;Omicron;VOC;VUM;B.1.1.529;867;0
4;2023-01-05 13:06:30;2021-02-01;BA.2.75;Omicron;VOI;VUM;BA.2;867;0
4;2023-01-05 13:06:30;2021-02-01;BQ.1;Omicron;VOI;VUM;BA.5;867;0
4;2023-01-05 13:06:30;2021-02-01;XBB;Omicron;VOI;VUM;;867;0
4;2023-01-05 13:06:30;2021-02-01;BA.2.3.20;Omicron;VUM;VUM;BA.2;867;0
4;2023-01-05 13:06:30;2021-02-01;BF.7;Omicron;VUM;VUM;BA.5;867;0
4;2023-01-05 13:06:30;2021-02-01;XBC;Omicron;VUM;;;867;0
4;2023-01-05 13:06:30;2021-02-01;BQ.1.1;Omicron;;VUM;BQ.1;867;0
4;2023-01-05 13:06:30;2021-02-01;BA.4.6;Omicron;;VUM;BA.4;867;0
4;2023-01-05 13:06:30;2021-02-01;BA.3;Omicron;DEV;;B.1.1.529;867;0
4;2023-01-05 13:06:30;2021-02-01;BA.2.12.1;Omicron;DEV;VUM;BA.2+S:L452X;867;0
4;2023-01-05 13:06:30;2021-02-01;BA.1;Omicron;DEV;;B.1.1.529;867;0
4;2023-01-05 13:06:30;2021-02-01;B.1.617.2;Delta;DEV;;;867;0
4;2023-01-05 13:06:30;2021-02-01;B.1.351;Beta;DEV;;;867;20
4;2023-01-05 13:06:30;2021-02-01;P.1;Gamma;DEV;;;867;0
4;2023-01-05 13:06:30;2021-02-01;B.1.1.7;Alpha;DEV;;;867;279
4;2023-01-05 13:06:30;2021-02-01;B.1.621;Mu;DEV;;;867;0
4;2023-01-05 13:06:30;2021-02-01;C.37;Lambda;DEV;;;867;0
4;2023-01-05 13:06:30;2021-02-01;BA.2+S:L452X;Omicron;DEV;;BA.2;867;0
4;2023-01-05 13:06:30;2021-02-01;XAK;Omicron;DEV;;;867;0
4;2023-01-05 13:06:30;2021-02-08;B.1.1.529;Omicron;;VOC;;947;0
4;2023-01-05 13:06:30;2021-02-08;BA.2;Omicron;VOC;;B.1.1.529;947;0
4;2023-01-05 13:06:30;2021-02-08;BA.4;Omicron;VOC;VUM;B.1.1.529;947;0
4;2023-01-05 13:06:30;2021-02-08;BA.5;Omicron;VOC;VUM;B.1.1.529;947;0
4;2023-01-05 13:06:30;2021-02-08;BA.2.75;Omicron;VOI;VUM;BA.2;947;0
4;2023-01-05 13:06:30;2021-02-08;BQ.1;Omicron;VOI;VUM;BA.5;947;0
4;2023-01-05 13:06:30;2021-02-08;XBB;Omicron;VOI;VUM;;947;0
4;2023-01-05 13:06:30;2021-02-08;BA.2.3.20;Omicron;VUM;VUM;BA.2;947;0
4;2023-01-05 13:06:30;2021-02-08;BF.7;Omicron;VUM;VUM;BA.5;947;0
4;2023-01-05 13:06:30;2021-02-08;XBC;Omicron;VUM;;;947;0
4;2023-01-05 13:06:30;2021-02-08;BQ.1.1;Omicron;;VUM;BQ.1;947;0
4;2023-01-05 13:06:30;2021-02-08;BA.4.6;Omicron;;VUM;BA.4;947;0
4;2023-01-05 13:06:30;2021-02-08;BA.3;Omicron;DEV;;B.1.1.529;947;0
4;2023-01-05 13:06:30;2021-02-08;BA.2.12.1;Omicron;DEV;VUM;BA.2+S:L452X;947;0
4;2023-01-05 13:06:30;2021-02-08;BA.1;Omicron;DEV;;B.1.1.529;947;0
4;2023-01-05 13:06:30;2021-02-08;B.1.617.2;Delta;DEV;;;947;0
4;2023-01-05 13:06:30;2021-02-08;B.1.351;Beta;DEV;;;947;34
4;2023-01-05 13:06:30;2021-02-08;P.1;Gamma;DEV;;;947;0
4;2023-01-05 13:06:30;2021-02-08;B.1.1.7;Alpha;DEV;;;947;371
4;2023-01-05 13:06:30;2021-02-08;B.1.621;Mu;DEV;;;947;0
4;2023-01-05 13:06:30;2021-02-08;C.37;Lambda;DEV;;;947;0
4;2023-01-05 13:06:30;2021-02-08;BA.2+S:L452X;Omicron;DEV;;BA.2;947;0
4;2023-01-05 13:06:30;2021-02-08;XAK;Omicron;DEV;;;947;0
4;2023-01-05 13:06:30;2021-02-15;B.1.1.529;Omicron;;VOC;;1048;0
4;2023-01-05 13:06:30;2021-02-15;BA.2;Omicron;VOC;;B.1.1.529;1048;0
4;2023-01-05 13:06:30;2021-02-15;BA.4;Omicron;VOC;VUM;B.1.1.529;1048;0
4;2023-01-05 13:06:30;2021-02-15;BA.5;Omicron;VOC;VUM;B.1.1.529;1048;0
4;2023-01-05 13:06:30;2021-02-15;BA.2.75;Omicron;VOI;VUM;BA.2;1048;0
4;2023-01-05 13:06:30;2021-02-15;BQ.1;Omicron;VOI;VUM;BA.5;1048;0
4;2023-01-05 13:06:30;2021-02-15;XBB;Omicron;VOI;VUM;;1048;0
4;2023-01-05 13:06:30;2021-02-15;BA.2.3.20;Omicron;VUM;VUM;BA.2;1048;0
4;2023-01-05 13:06:30;2021-02-15;BF.7;Omicron;VUM;VUM;BA.5;1048;0
4;2023-01-05 13:06:30;2021-02-15;XBC;Omicron;VUM;;;1048;0
4;2023-01-05 13:06:30;2021-02-15;BQ.1.1;Omicron;;VUM;BQ.1;1048;0
4;2023-01-05 13:06:30;2021-02-15;BA.4.6;Omicron;;VUM;BA.4;1048;0
4;2023-01-05 13:06:30;2021-02-15;BA.3;Omicron;DEV;;B.1.1.529;1048;0
4;2023-01-05 13:06:30;2021-02-15;BA.2.12.1;Omicron;DEV;VUM;BA.2+S:L452X;1048;0
4;2023-01-05 13:06:30;2021-02-15;BA.1;Omicron;DEV;;B.1.1.529;1048;0
4;2023-01-05 13:06:30;2021-02-15;B.1.617.2;Delta;DEV;;;1048;0
4;2023-01-05 13:06:30;2021-02-15;B.1.351;Beta;DEV;;;1048;32
4;2023-01-05 13:06:30;2021-02-15;P.1;Gamma;DEV;;;1048;1
4;2023-01-05 13:06:30;2021-02-15;B.1.1.7;Alpha;DEV;;;1048;647
4;2023-01-05 13:06:30;2021-02-15;B.1.621;Mu;DEV;;;1048;0
4;2023-01-05 13:06:30;2021-02-15;C.37;Lambda;DEV;;;1048;0
4;2023-01-05 13:06:30;2021-02-15;BA.2+S:L452X;Omicron;DEV;;BA.2;1048;0
4;2023-01-05 13:06:30;2021-02-15;XAK;Omicron;DEV;;;1048;0
4;2023-01-05 13:06:30;2021-02-22;B.1.1.529;Omicron;;VOC;;1037;0
4;2023-01-05 13:06:30;2021-02-22;BA.2;Omicron;VOC;;B.1.1.529;1037;0
4;2023-01-05 13:06:30;2021-02-22;BA.4;Omicron;VOC;VUM;B.1.1.529;1037;0
4;2023-01-05 13:06:30;2021-02-22;BA.5;Omicron;VOC;VUM;B.1.1.529;1037;0
4;2023-01-05 13:06:30;2021-02-22;BA.2.75;Omicron;VOI;VUM;BA.2;1037;0
4;2023-01-05 13:06:30;2021-02-22;BQ.1;Omicron;VOI;VUM;BA.5;1037;0
4;2023-01-05 13:06:30;2021-02-22;XBB;Omicron;VOI;VUM;;1037;0
4;2023-01-05 13:06:30;2021-02-22;BA.2.3.20;Omicron;VUM;VUM;BA.2;1037;0
4;2023-01-05 13:06:30;2021-02-22;BF.7;Omicron;VUM;VUM;BA.5;1037;0
4;2023-01-05 13:06:30;2021-02-22;XBC;Omicron;VUM;;;1037;0
4;2023-01-05 13:06:30;2021-02-22;BQ.1.1;Omicron;;VUM;BQ.1;1037;0
4;2023-01-05 13:06:30;2021-02-22;BA.4.6;Omicron;;VUM;BA.4;1037;0
4;2023-01-05 13:06:30;2021-02-22;BA.3;Omicron;DEV;;B.1.1.529;1037;0
4;2023-01-05 13:06:30;2021-02-22;BA.2.12.1;Omicron;DEV;VUM;BA.2+S:L452X;1037;0
4;2023-01-05 13:06:30;2021-02-22;BA.1;Omicron;DEV;;B.1.1.529;1037;0
