Ministerie;Leveranciers;9010 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9500 - AZ specifiek;9520 - BZK Specifiek;9530 - DEF specifiek;9540 - EZ Specifiek;9550 - FIN specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS Specifiek;Eindtotaal
EZ;Azbil Telstar Benelux B.V.;;;;1;;;;;;;;;;;;;;1
EZ;B en B snijderij B.V.;;;;;1;;;;;;;;;;;;;1
EZ;B. Schilte & Zn. Houth. & Houtwarenfabr. B.V.;;;;;1;;;;;;;;;;;;;1
EZ;B.J.F. Löwik;;;;;;;;;;;4;;;;;;;4
EZ;B.V. Handelsond. Chem.hand. 'Vriesia';;;;;1;;;;;;;;;;;;;1
EZ;B.V. Kwaliteitskeuring Dierlijke Sector;;;;;;;;;;;9;;;;;;;9
EZ;B.V. Peter van Halder Grootverbruik in A.G.F.;;;;;1;;;;;;;;;;;;;1
EZ;B.V. Verenigde Instrumenthandel Salm & Kipp;;;1;1;;;;;;;;;;;;;;1
EZ;Baarsma Wines B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Baby-Dump B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Babypark Kesteren;;;;;1;;;;;;;;;;;;;1
EZ;Bakas Naturals;;;;;1;;;;;;;;;;;;;1
EZ;Bakeplus Venlo B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Bakker Centrale Inkoop B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Bakker Professional B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Banctec B.V.;;;;;;;;;;;7;;;;;;;7
EZ;Bart Strijbosch B.V.;;;;;2;;;;;;;;;;;;;2
EZ;Base Media;;;;;1;;;;;;;;;;;;;1
EZ;BaseClear B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Batterij Import Nederland B.V.;;;1;;;;;;;;;;;;;;;1
EZ;BD-Totaal B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Beauty Agency Europe B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Beauty XL;;;;;1;;;;;;;;;;;;;1
EZ;Becton Dickinson;;;1;;;;;;;;;;;;;;;1
EZ;Beelaard Breetveld Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Beentjes Groentebroers;;;;;1;;;;;;;;;;;;;1
EZ;Be-Fit Store;;;;;1;;;;;;;;;;;;;1
EZ;Beijer Internationale Expediteurs B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Bekenland Diergeneeskundigcentrum;;;;;;;;;;;2;;;;;;;2
EZ;Beko Verpakkingen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Bel Impex B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Beldico B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Ben van der Waal Zuidvruchten B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Benfried B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Benjamin;;;;;1;;;;;;;;;;;;;1
EZ;Benthem Gratama Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Besselink Licht Import B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Beun- de Ronde B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;Beurtvaartadres document B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Biesheuvel Groep B.V.;;;1;;1;;;;;;;;;;;;;1
EZ;Bio Trading Benelux B.V.;;;5;;;;;;;;;;;;;;;5
EZ;Bio-Connect B.V.;;;1;2;;;;;;;;;;;;;;2
EZ;BioControl Systems B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Biolegio Holding B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Biolegio Lab Equipment B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Biomed B.V.;;;;;1;;;;;;;;;;;;;1
EZ;bioMérieux Benelux B.V.;;;3;3;;;;;;;;;;;;;;4
EZ;Biopol B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Bio-Rad Laboratories B.V.;;;3;3;;;;;;;;;;;;;;4
EZ;Biosolve B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Biozymtc B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;BIS Bedrijfs Informatie Systemen B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Blinker B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Blok Specerijen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Blokker;;;;;1;;;;;;;;;;;;;1
EZ;Body Supplies B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Body Support;;;;;1;;;;;;;;;;;;;1
EZ;Boelhouwer Veterinaire Service B.V.;;;;;;;;;;;3;;;;;;;3
EZ;Bofrost* Holland C.V.;;;;;1;;;;;;;;;;;;;1
EZ;Bonefaas advocatuur;;;;;;;;;;;1;;;;;;;1
EZ;Boni-Markten B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Bonton products B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Boom B.V.;;;4;;;;;;;;;;;;;;;4
EZ;Bopita Store;;;;;1;;;;;;;;;;;;;1
EZ;Boreg B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Bos Incasso;;;;;;;;;;;1;;;;;;;1
EZ;Boschhoven B.V.;;;;;;;;;;;3;;;;;;;3
EZ;Bossina Verf;;;1;;;;;;;;;;;;;;;1
EZ;Bouhuis-Koopman;;;;;;;;;;;1;;;;;;;1
EZ;Boumans Groenten & Fruit;;;;;1;;;;;;;;;;;;;1
EZ;Bourmana B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Bouter B.V.;;;;1;;;;;;;;;;;;;;1
EZ;BoutOveres Advocaten B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Bouwmarkt Wageningen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Br. Heemskerk en Zn. B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Brammer Drechtsteden B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Brandunit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Breijer Contractonderhoud B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Brenntag Nederland B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Brinkman Agro B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Brocacef Supplies & Services B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Bronson Incubator Services B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Bruker Nederland B.V.;;;1;5;;;;;;;;;;;;;;5
EZ;Büchi Labortechnik GmbH;;;;1;;;;;;;;;;;;;;1
EZ;Bud Holland B.V.;;;;;1;;;;;;;;;;;;;1
EZ;BuitenhekPlus;;;;;;;;;;;1;;;;;;;1
EZ;Bureau van Dijk Electronic Publishing B.V.;;;;;;;;;;;2;;;;;;;2
EZ;Buurtjes Horeca Leverancier V.O.F.;;;;;1;;;;;;;;;;;;;1
EZ;C.M.L. Dalm jr.;;;;;;;;;;;1;;;;;;;1
EZ;C.O.H.E.;;;;;1;;;;;;;;;;;;;1
EZ;C.T.M. Vroonland;;;;;;;;;;;3;;;;;;;3
EZ;C.W. Kouwelaar en Zoon B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Canadaco B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Capgemini Nederland B.V.;;;;1;1;;;;;;;;;;;;;2
EZ;Card Vision B.V.;;;1;;;;;;;;;;;;;;;1
EZ;CarePack Holland B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Carl Zeiss B.V.;;;;2;;;;;;;;;;;;;;2
EZ;Casa Blanca Trading B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Catz International B.V.;;;;;1;;;;;;;;;;;;;1
EZ;CCV Holland B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Centenna Electronics;;;1;;;;;;;;;;;;;;;1
EZ;Central Point Nederland B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Chan's B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Checkit;;;1;;;;;;;;;;;;;;;1
EZ;Chickenchain;;;;;;;;;;;3;;;;;;;3
EZ;Choconut;;;;;1;;;;;;;;;;;;;1
EZ;Choi Kwai International B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Chrom8 International B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Clean2day;;;;;1;;;;;;;;;;;;;1
EZ;CMS Derks Star Busmann;;;;;;;;;;;1;;;;;;;1
EZ;Combigas B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Combilo B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Conrad Electronic Benelux B.V.;;;1;;;;;;;;1;;;;;;;1
EZ;Consonante;;;2;;;;;;;;;;;;;;;2
EZ;Cooiman Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Cook & Boon Nederland B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Cool Fresh International B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Coop Groothandel B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Coöperatie Coforta UA;;;;;;;;;;;1;;;;;;;1
EZ;Coöperatie Kompany UA;;;;;;;;;;;1;;;;;;;1
EZ;Coöperatieve Fry-Marine UA;;;;;;;;;;;1;;;;;;;1
EZ;Coöperatieve Telersvereniging Best of Four UA;;;;;;;;;;;2;;;;;;;2
EZ;Cornelis Kouwenberg Chemie Moergestel;;;;1;;;;;;;;;;;;;;1
EZ;Countus Accountants + Adviseurs B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Creavisie;;;1;;;;;;;;;;;;;;;1
EZ;Croon Elektrotechniek B.V.;;;;;;;;;;;2;;;;;;;2
EZ;Cryo Store B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Cryotrans;;;1;;;;;;;;;;;;;;;1
EZ;Customs Knowledge B.V.;;;;;;;;;;;1;;;;;;;1
EZ;D&D Schuldhulpverlening V.O.F.;;;;;;;;;;;1;;;;;;;1
EZ;D.B. Blaauboer Dierenarts;;;;;;;;;;;2;;;;;;;2
EZ;Da Vinci Laboratory Solutions B.V.;;;1;;;;;;;;;;;;;;;1
EZ;DAC de Peelhorst;;;;;;;;;;;2;;;;;;;2
EZ;Dalamaya B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Dalco Food B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Damen Bemiddeling;;;;;;;;;;;1;;;;;;;1
EZ;DAP AMELAND;;;;;;;;;;;1;;;;;;;1
EZ;DAP Gestel;;;;;;;;;;;3;;;;;;;3
EZ;Dap Smolders;;;;;;;;;;;2;;;;;;;2
EZ;DARE ! ! Calibrations;;;;1;;;;;;;;;;;;;;1
EZ;DARE!! Instruments;;;;;;;;;;;2;;;;;;;2
EZ;DAS Nederl. Rechtsbijstand Verzeker.mij. N.V.;;;;;;;;;;;1;;;;;;;1
EZ;De Gouden Mandarijn B.V.;;;;;1;;;;;;;;;;;;;1
EZ;De Handelsschool B.V.;;;;;;;;;;;3;;;;;;;3
EZ;De Hazelaar Art Supplies;;;1;;;;;;;;;;;;;;;1
EZ;De Kok Horeca Groothandel;;;;;1;;;;;;;;;;;;;1
EZ;De Koning;;;;;;;;;;;1;;;;;;;1
EZ;De Koningh Coding & Labeling B.V.;;;1;;;;;;;;;;;;;;;1
EZ;De Metaalwinkel B.V.;;;1;;;;;;;;;;;;;;;1
EZ;De NatuurApotheek B.V.;;;;;1;;;;;;;;;;;;;1
EZ;De Nieuwe Band;;;;;1;;;;;;;;;;;;;1
EZ;De Notenbeurs B.V.;;;;;1;;;;;;;;;;;;;1
EZ;De Peuleschil;;;;;1;;;;;;;;;;;;;1
EZ;De Roode Roos B.V.;;;;;1;;;;;;;;;;;;;1
EZ;De Roos Advocatuur B.V.;;;;;;;;;;;1;;;;;;;1
EZ;De Sierkamp V.O.F.;;;;;;;;;;;4;;;;;;;4
EZ;De Theemuts;;;;;1;;;;;;;;;;;;;1
EZ;De Tuinen;;;;;1;;;;;;;;;;;;;1
EZ;De Westfriesche Pindabranderij B.V.;;;;;1;;;;;;;;;;;;;1
EZ;DE WIT datacenterkoeling B.V.;;;;1;;;;;;;;;;;;;;1
EZ;De Zaai-Ster;;;;;1;;;;;;;;;;;;;1
EZ;Deelen Metaaltechniek en Zonweringen;;;;1;;;;;;;;;;;;;;1
EZ;Deen Supermarkten B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Defares Advocaten B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Delcave NCK B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Deli XL;;;1;;1;;;;;;;;;;;;;1
EZ;Deli-Jack B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Delinuts B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Delmation Products B.V.;;;;;;;;;;;2;;;;;;;2
EZ;Delta Elektronika B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Delta Star Nutrients B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Demir Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Den Hollander Advocaten B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Derustit Holland B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;Detailresult Logistiek B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Dierenarts Anne Schreurs;;;;;;;;;;;3;;;;;;;3
EZ;Dierenarts Bavinck;;;;;;;;;;;1;;;;;;;1
EZ;Dierenarts G. Kempe;;;;;;;;;;;4;;;;;;;4
EZ;Dierenarts H. Breen;;;;;;;;;;;3;;;;;;;3
EZ;Dierenarts Holtkamp;;;;;;;;;;;4;;;;;;;4
EZ;Dierenarts J.L. van Ekris;;;;;;;;;;;3;;;;;;;3
EZ;Dierenarts José van Schaik;;;;;;;;;;;3;;;;;;;3
EZ;Dierenartsen praktijk Schoonzicht;;;;;;;;;;;3;;;;;;;3
EZ;Dierenartsencombinatie ZuidOost;;;;;;;;;;;2;;;;;;;2
EZ;Dierenartsenpraktijk Boxmeer;;;;;;;;;;;2;;;;;;;2
EZ;Dierenartsenpraktijk Ell;;;;;;;;;;;2;;;;;;;2
EZ;Dierenartsenpraktijk F. Gehem B.V.;;;;;;;;;;;4;;;;;;;4
EZ;Dierenartsenpraktijk Groesbeek en omstreken;;;;;;;;;;;2;;;;;;;2
EZ;Dierenartsenpraktijk Heerde-Epe;;;;;;;;;;;2;;;;;;;2
EZ;Dierenartsenpraktijk J.H.M. Maas B.V.;;;;;;;;;;;3;;;;;;;3
EZ;Dierenartsenpraktijk Kummeling;;;;;;;;;;;3;;;;;;;3
EZ;Dierenartsenpraktijk Kwakernaak B.V.;;;;;;;;;;;4;;;;;;;4
EZ;Dierenartsenpraktijk Midden Nederland;;;;;;;;;;;3;;;;;;;3
EZ;Dierenartsenpraktijk Rheden;;;;;;;;;;;2;;;;;;;2
EZ;Dierenartsenpraktijk Schijndel-St. Oedenrode;;;;;;;;;;;4;;;;;;;4
EZ;Dierenartsenpraktijk Soestdijkerstraatweg;;;;;;;;;;;3;;;;;;;3
EZ;Dierenartsenpraktijk Tolsma Winterwijk;;;;;;;;;;;4;;;;;;;4
EZ;Dierenartsenpraktijk van der Linden;;;;;;;;;;;3;;;;;;;3
EZ;Dierenartsenpraktijk voor paarden Hippocrene;;;;;;;;;;;3;;;;;;;3
EZ;Dierenartsenpraktijk Vorstenbosch;;;;;;;;;;;2;;;;;;;2
EZ;Dierenartsenpraktijk Zelhem-Halle B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Dierenartspraktijk de Eenhoorn B.V.;;;;;;;;;;;3;;;;;;;3
EZ;Dierenartspraktijk Houwer;;;;;;;;;;;3;;;;;;;3
EZ;Dierenartspraktijk Schetters;;;;;;;;;;;3;;;;;;;3
EZ;Dierendokter Jos B.V.;;;;;;;;;;;4;;;;;;;4
EZ;Dierenhotel De Mère;;;;;;;;;;;2;;;;;;;2
EZ;Dierenkliniek Achterstraat;;;;;;;;;;;3;;;;;;;3
EZ;Dierenkliniek Brandts;;;;;;;;;;;2;;;;;;;2
EZ;Dierenkliniek de Kempen;;;;;;;;;;;2;;;;;;;2
EZ;Dierenkliniek en Dierenhotel Het Hazewinkel;;;;;;;;;;;4;;;;;;;4
EZ;Dierenkliniek Gilze;;;;;;;;;;;2;;;;;;;2
EZ;Dierenkliniek Hoogveld Echt Roermond;;;;;;;;;;;2;;;;;;;2
EZ;Dierenkliniek Ijpelaar;;;;;;;;;;;1;;;;;;;1
EZ;Dierenkliniek Noord Nederland;;;;;;;;;;;2;;;;;;;2
EZ;Dijkgraaf-Reinders B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Dijkstra Groenten en Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Dijkstra-Vereenigde B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;Dinotoys;;;;;1;;;;;;;;;;;;;1
EZ;Dirks Klimmaterialen;;;;;1;;;;;;;;;;;;;1
EZ;Dirkzwager advocaten & notarissen N.V.;;;;;;;;;;;1;;;;;;;1
EZ;Divoza Horseworld Heteren B.V.;;;1;;;;;;;;;;;;;;;1
EZ;DNA Strafrechtadvocaten;;;;;;;;;;;1;;;;;;;1
EZ;Do It B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Dog4U;;;;;;;;;;;1;;;;;;;1
EZ;Domein le Coq Frisé;;;;;1;;;;;;;;;;;;;1
EZ;Dommerholt Advocaten N.V.;;;;;;;;;;;2;;;;;;;2
EZ;Dr. C.J.M. Scheepens Consultancy B.V.;;;;;;;;;;;2;;;;;;;2
EZ;Dräger Medical Netherlands B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Driessen United Blenders B.V.;;;;;;;;;;;1;;;;;;;1
EZ;DriesVenplant B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Drogisterij De Pil;;;;;1;;;;;;;;;;;;;1
EZ;Drs. P.C. Witjens Dierenarts;;;;;;;;;;;3;;;;;;;3
EZ;Duke Faunabeheer;;;;;;;;;;;2;;;;;;;2
EZ;Dun Yong Foodservices B.V.;;;;;1;;;;;;;;;;;;;1
EZ;DuretTrip Notarissen N.V.;;;;;;;;;;;1;;;;;;;1
EZ;Dusomos Vers B.V.;;;;;1;;;;;;;;;;;;;1
EZ;E & E Collect B.V.;;;;;;;;;;;1;;;;;;;1
EZ;E. Barreveld B.V.;;;;;1;;;;;;;;;;;;;1
EZ;EBO van den Bor B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Eczoil B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Edco Eindhoven B.V.;;;;;1;;;;;;;;;;;;;1
EZ;EDEX food groothandel B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Egro B.V.;;;;;1;;;;;;;;;;;;;1
EZ;EHF Nutrition B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Eismann B.V.;;;;;1;;;;;;;;;;;;;1
EZ;El pescado Vis groothandel B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Elvin B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Emerio Holland B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Emonta B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Energy Engin. Solutions (EES) Holland B.V.;;;;;;;;;;;2;;;;;;;2
EZ;Enes Impex V.O.F.;;;;;1;;;;;;;;;;;;;1
EZ;Engel Foreign Food B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Engels;;;1;;;;;;;;;;;;;;;1
EZ;Enmo Nederland B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Entocare C.V.;;;;;;;;;;;1;;;;;;;1
EZ;Entomologie-Speciaalzaak Vermandel V.O.F.;;;1;;;;;;;;1;;;;;;;1
EZ;Eosta International;;;;;1;;;;;;;;;;;;;1
EZ;Eppendorf Nederland B.V.;;;;2;;;;;;;;;;;;;;2
EZ;ERHA Trading B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Eriks B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Essaco;;;;;1;;;;;;;;;;;;;1
EZ;Esvo Campingsport B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Etienne Ruigewaard B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Etos;;;;;1;;;;;;;;;;;;;1
EZ;Eunite;;;;;;;;;;;1;;;;;;;1
EZ;Euro Carcleaning;;;;;1;;;;;;;;;;;;;1
EZ;Eurogentec Nederland B.V.;;;3;;;;;;;;;;;;;;;3
EZ;Euronuts Notenveredelingsindustrie B.V.;;;;;1;;;;;;;;;;;;;1
EZ;EuroProxima B.V.;;;2;;;;;;;;;;;;;;;2
EZ;Eussi Fruit;;;;;1;;;;;;;;;;;;;1
EZ;F. van Aalst, Dierenarts;;;;;;;;;;;3;;;;;;;3
EZ;F. van Genugten;;;;;;;;;;;2;;;;;;;2
EZ;F.M. Naaijer;;;;;;;;;;;3;;;;;;;3
EZ;Fa. Kaptein V.O.F.;;;;;;;;;;;1;;;;;;;1
EZ;Fa. OBA;;;;;1;;;;;;;;;;;;;1
EZ;Fadie Food;;;;;1;;;;;;;;;;;;;1
EZ;Federatie Nederlandse Vakbeweging;;;;;;;;;;;1;;;;;;;1
EZ;Fereshte B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Fidato B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Finco Management;;;;;;;;;;;1;;;;;;;1
EZ;Firma Clateringhe;;;;;;;;;;;3;;;;;;;3
EZ;First Selection Import en Distributie;;;;;1;;;;;;;;;;;;;1
EZ;Fisher Emergo B.V.;;;2;;;;;;;;;;;;;;;2
EZ;Fix-Fisch B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Fleurop-Interflora Nederland B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Flevosap;;;;;1;;;;;;;;;;;;;1
EZ;Flexibel Management Support;;;;;;;;;;;1;;;;;;;1
EZ;FlexVet B.V.;;;;;;;;;;;7;;;;;;;7
EZ;Flexxolutions B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Fluke Nederland B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Flynth Holding N.V.;;;;;;;;;;;1;;;;;;;1
EZ;Food Risk Management;;;2;;;;;;;;;;;;;;;2
EZ;Food4innovations Holding B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Forum Rotterdam B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Foss Benelux;;;1;;;;;;;;;;;;;;;1
EZ;Fossa Eugeniana;;;;;;;;;;;1;;;;;;;1
EZ;Foto Konijnenberg B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Fountain Expres B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Fourwolves;;;;;1;;;;;;;;;;;;;1
EZ;Frans Komen & Zn. Visserijen;;;;;;;;;;;1;;;;;;;1
EZ;Frenchtop Natural Care Products B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Frenima;;;;;;;;;;;2;;;;;;;2
EZ;Friquez B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Frisia Zout;;;;;;;;;;;1;;;;;;;1
EZ;Froster B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Fruitbedrijf Van der Grift B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Fysiotherapie de Vijfhoek;;;;;;;;;;;3;;;;;;;3
EZ;FZ Organic Food;;;;;1;;;;;;;;;;;;;1
EZ;G. Bakker D. Jzn.;;;;;1;;;;;;;;;;;;;1
EZ;G.H. Lukassen en Zoon B.V.;;;;;1;;;;;;;;;;;;;1
EZ;G.J. Arends, Veterinaire Dienstverlening;;;;;;;;;;;2;;;;;;;2
EZ;G.M. Boink Udenhout B.V.;;;;;;;;;;;3;;;;;;;3
EZ;Galvamé Oppervlaktetechnieken B.V.;;;1;;;;;;;;;;;;;;;1
EZ;GBV Administraties en Advies;;;;;;;;;;;1;;;;;;;1
EZ;GC Biotech B.V.;;;1;;;;;;;;;;;;;;;1
EZ;GE Healthcare Europe branch Netherlands;;;1;1;;;;;;;;;;;;;;1
EZ;Gebr. Dil Import-Export B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Gebr. Simon;;;;;1;;;;;;;;;;;;;1
EZ;Gebroeders De Mooy Amsterdam B.V.;;;;;1;;;;;;;;;;;;;1
EZ;GELRE Dierenartsen;;;;;;;;;;;2;;;;;;;2
EZ;Genomic Investments B.V.;;;;2;;;;;;;;;;;;;;2
EZ;Gerritse IJzerwaren;;;;;1;;;;;;;;;;;;;1
EZ;Getinge B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Gezondheidswinkel Vita Cura;;;;;1;;;;;;;;;;;;;1
EZ;Ggn Incasso B.V.;;;;;;;;;;;1;;;;;;;1
EZ;GGN Van Mastrigt & Partners;;;;;;;;;;;1;;;;;;;1
EZ;GGN Zuid-West en Midden Nederland B.V.;;;;;;;;;;;1;;;;;;;1
EZ;GIBO Accountants en Adviseurs;;;;;;;;;;;1;;;;;;;1
EZ;Giesko B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Gilson International B.V.;;;1;2;;;;;;;;;;;;;;2
EZ;Glamour nagelproducten;;;;;1;;;;;;;;;;;;;1
EZ;Glas Diergeneeskunde B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Glasservice Drechtsteden;;;1;;;;;;;;;;;;;;;1
EZ;Goessens Wijnimport B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Golstein Juridisch Advies en Incasso;;;;;;;;;;;1;;;;;;;1
EZ;Goorts + Coppens B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Goud & Wijs;;;;;;;;;;;1;;;;;;;1
EZ;Greens and Salads;;;;;1;;;;;;;;;;;;;1
EZ;Gresnigt & Van Kippersluis Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Groentehandel D. De Vries B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Groothandel Ibrahim AGF;;;;;1;;;;;;;;;;;;;1
EZ;Groothandel Ustaca B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Groothandelsonderneming Vers-Ned;;;;;1;;;;;;;;;;;;;1
EZ;Gullimex B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;H&R Poultry Trading B.V.;;;;;1;;;;;;;;;;;;;1
EZ;H. Jorritsma Dierenartsenpraktijk B.V.;;;;;;;;;;;2;;;;;;;2
EZ;H. van Namen B.V.;;;;1;;;;;;;;;;;;;;1
EZ;H.V.N. van Weerdenburg;;;;;1;;;;;;;;;;;;;1
EZ;Haluco B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Hamshop;;;;;;;;;;;2;;;;;;;2
EZ;Handelsonderneming Kara Enschede;;;;;1;;;;;;;;;;;;;1
EZ;Handelsonderneming Oudemaas B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Handelsonderneming Solution;;;;;1;;;;;;;;;;;;;1
EZ;Handelsonderneming T. Pace B.V.;;;;;1;;;;;;;;;;;;;1
EZ;HANOJU B.V.;;;;;1;;;;;;;;;;;;;1
EZ;HANOS-ISPC Breda B.V.;;;;;1;;;;;;;;;;;;;1
EZ;HANOS-ISPC Utrecht B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Hape Electric B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Happy Baby B.V.;;;;;1;;;;;;;;;;;;;1
EZ;HBI Bisscheroux B.V.;;;;;1;;;;;;;;;;;;;1
EZ;HBM Machines B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Heerkens Groente en Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;HeHi ICT Services;;;1;;;;;;;;;;;;;;;1
