Ministerie;Handelsnaam;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
J & V;Go-Trex B.V.;;;;;;;;1;1
J & V;Gouweloos Elektrotechniek B.V.;;1;;;;1;;;1
J & V;Grenkefinance N.V.;;;1;;;;;;1
J & V;Grip Multimedia B.V.;;;;;1;;;;1
J & V;GripNet B.V.;;;;;1;;;;1
J & V;Groene Hart Ziekenhuis;;;;;;;;1;1
J & V;Groenendijk Bedrijfskleding B.V.;;;1;;;;;;1
J & V;Groepspraktijk De Bres;;;;;;;;1;1
J & V;GroupSupport.com B.V.;;;;;;;;1;1
J & V;GSM Goodies B.V.;;;;;;;1;;1
J & V;GSM Reparatie Centrum - Utrecht;;;1;1;;;1;;1
J & V;GSM-Centrum;;;;;;;1;;1
J & V;Guapamano Ltd.;;;;;;;;1;1
J & V;GW Cross Media B.V.;;;;;;1;;;1
J & V;H. Mulder (2);;;;;;;;1;1
J & V;H. Schippers It;;;;1;1;;;;1
J & V;H.A.M. van Haasteren;;;;;;;;1;1
J & V;H.a.praktijk A'dam Noord/Waterlandplein B.V.;;;;;;;;1;1
J & V;H.J. de Jong;;;;;;;;1;1
J & V;H.R. Versteegh, huisarts;;;;;;;;1;1
J & V;H.T.J. Boerboom;;;;;;;;1;1
J & V;H.W.A.J. Garretsen;;;;;;;;1;1
J & V;Hacousto Security Systems;;;1;;;;;;1
J & V;Hakvoort Professional Zuid B.V.;;1;;;;;;;1
J & V;Hanzepraktijk;;;;;;;;1;1
J & V;HAP Snobl;;;;;;;;1;1
J & V;HAP Vos & van Aalen;;;;;;;;1;1
J & V;Hbsoftware B.V.;;;;;1;;;;1
J & V;HeldenVan.nu;;;;;;;1;;1
J & V;Hertzinger Satelliet Ontvangst B.V.;;;1;;;;1;;1
J & V;Hestec;;;;;;;;1;1
J & V;Het Coachhuis B.V.;;1;;;;;;;1
J & V;Het Huisartsenteam Noviciaatlaan;;;;;;;;1;1
J & V;Het Lampenpaleis Oosterhout B.V.;;;1;;;;;;1
J & V;Het LangeLand Ziekenhuis;;;;;;;;1;1
J & V;Hettich Benelux B.V.;;1;;;;;;;1
J & V;Heuvelman Sound & Vision B.V.;;1;;;;;;;1
J & V;Hilf Telecom B.V.;;;;;;;;1;1
J & V;HMC Gezondheidscentrum Bronovo;;;;;;;;1;1
J & V;Hola Networks Ltd.;;;;;;1;;;1
J & V;Holland Nautic Benelux B.V.;;1;;;;;;;1
J & V;honestly;;;;;;;;1;1
J & V;Horus Huisartsenzorg;;;;;;;;1;1
J & V;Hostnet B.V.;;;;1;;;;;1
J & V;HowAboutYou B.V.;;;;1;1;;;;1
J & V;HP Van Balen B.V.;;;;;;;;1;1
J & V;Huidstichting Chanfleury van IJsselstein;;;;;;;;1;1
J & V;Huisarts B.J. Molleman;;;;;;;;1;1
J & V;Huisarts- en apotheek praktijk P. Tichelaar;;;;;;;;1;1
J & V;Huisarts Wichers;;;;;;;;1;1
J & V;Huisartsen Beijum;;;;;;;;1;1
J & V;Huisartsen Carnisselande-Nguyen;;;;;;;;1;1
J & V;Huisartsen Centrum Dokkum;;;;;;;;1;1
J & V;Huisartsen Centrumwaard B.V.;;;;;;;;1;1
J & V;Huisartsen Ganzenhoef;;;;;;;;1;1
J & V;Huisartsen Medisch Centrum Overhees;;;;;;;;1;1
J & V;Huisartsen Meuwissen/van Ballegooijen;;;;;;;;1;1
J & V;Huisartsen Oog in Al;;;;;;;;1;1
J & V;Huisartsen OUDE TURFMARKT;;;;;;;;1;1
J & V;Huisartsen Praktijk Popescu;;;;;;;;1;1
J & V;Huisartsen Rustenburg;;;;;;;;1;1
J & V;Huisartsen Schiedam Noord;;;;;;;;1;1
J & V;Huisartsen van de Nije Veste;;;;;;;;1;1
J & V;Huisartsen Zorggroep Babylon B.V.;;;;;;;;1;1
J & V;Huisartsengroepspraktijk De Laar;;;;;;;;1;1
J & V;Huisartsengroepspraktijk Lombok;;;;;;;;1;1
J & V;Huisartsenmaatschap Blanker & Thiele & Brand;;;;;;;;1;1
J & V;Huisartsenmaatschap G. Reitz & R. Heg;;;;;;;;1;1
J & V;Huisartsenmaatschap J. Spies & M. ten Napel;;;;;;;;1;1
J & V;huisartsenmaatschap Rijnbeek en van den Broek;;;;;;;;1;1
J & V;Huisartsenmaatschap Terwinselen;;;;;;;;1;1
J & V;Huisartsenmaatschap van Oosterom & Brooijmans;;;;;;;;1;1
J & V;Huisartsenprakt. van Buuren, Hiddink&Verburg;;;;;;;;1;1
J & V;Huisartsenpraktijk A.C.J. Matthee;;;;;;;;1;1
J & V;Huisartsenpraktijk A.P.A. Pril-Hes;;;;;;;;1;1
J & V;Huisartsenpraktijk Asklepios;;;;;;;;1;1
J & V;Huisartsenpraktijk Baars;;;;;;;;1;1
J & V;Huisartsenpraktijk Baarsma;;;;;;;;1;1
J & V;Huisartsenpraktijk Beemdhof;;;;;;;;1;1
J & V;Huisartsenpraktijk Binnenstad;;;;;;;;1;1
J & V;Huisartsenpraktijk Bos;;;;;;;;1;1
J & V;Huisartsenpraktijk Bredero;;;;;;;;1;1
J & V;Huisartsenpraktijk Brouwer & Truin;;;;;;;;1;1
J & V;Huisartsenpraktijk Buitenweide;;;;;;;;1;1
J & V;Huisartsenpraktijk C. de Bruijne;;;;;;;;1;1
J & V;Huisartsenpraktijk Catharijnesingel;;;;;;;;1;1
J & V;Huisartsenpraktijk Centrum Schiedam;;;;;;;;1;1
J & V;Huisartsenpraktijk Craneveld van Limpt/Verheijen;;;;;;;;1;1
J & V;Huisartsenpraktijk Dapperbuurt;;;;;;;;1;1
J & V;Huisartsenpraktijk de Folgeren;;;;;;;;1;1
J & V;Huisartsenpraktijk de Gors;;;;;;;;1;1
J & V;Huisartsenpraktijk de Grebbe;;;;;;;;1;1
J & V;Huisartsenpraktijk De Hoed;;;;;;;;1;1
J & V;Huisartsenpraktijk de Kroon;;;;;;;;1;1
J & V;Huisartsenpraktijk de Lange en Minken;;;;;;;;1;1
J & V;Huisartsenpraktijk de Linde;;;;;;;;1;1
J & V;Huisartsenpraktijk De Neckar;;;;;;;;1;1
J & V;Huisartsenpraktijk De Oude Kapelanie;;;;;;;;1;1
J & V;Huisartsenpraktijk De Vecht;;;;;;;;1;1
J & V;Huisartsenpraktijk de Vleugelnoot;;;;;;;;1;1
J & V;Huisartsenpraktijk de Watertoren;;;;;;;;1;1
J & V;Huisartsenpraktijk De Weerark;;;;;;;;1;1
J & V;Huisartsenpraktijk Dingemans;;;;;;;;1;1
J & V;Huisartsenpraktijk Dr. Esskili;;;;;;;;1;1
J & V;Huisartsenpraktijk Drs. F. Ogbuli;;;;;;;;1;1
J & V;Huisartsenpraktijk F.A. Ali B.V.;;;;;;;;1;1
J & V;Huisartsenpraktijk Fan Marren;;;;;;;;1;1
J & V;Huisartsenpraktijk Gennep;;;;;;;;1;1
J & V;Huisartsenpraktijk Gezondheidscentrum Oosterwolde, huisarts van der Wal;;;;;;;;1;1
J & V;Huisartsenpraktijk H. Slager B.V.;;;;;;;;1;1
J & V;Huisartsenpraktijk Hardersbos;;;;;;;;1;1
J & V;Huisartsenpraktijk Heikens;;;;;;;;1;1
J & V;Huisartsenpraktijk Helmond Centrum;;;;;;;;1;1
J & V;Huisartsenpraktijk Houtweg;;;;;;;;1;1
J & V;Huisartsenpraktijk J.H.A. Bleiker;;;;;;;;1;1
J & V;Huisartsenpraktijk J.H.M. Boer;;;;;;;;1;1
J & V;Huisartsenpraktijk Kadoelerbreek;;;;;;;;1;1
J & V;Huisartsenpraktijk Kersten;;;;;;;;1;1
J & V;Huisartsenpraktijk Konijnendijk en Stokkers;;;;;;;;1;1
J & V;Huisartsenpraktijk Koningslaan B.V.;;;;;;;;1;1
J & V;Huisartsenpraktijk Lantinga & Honderd;;;;;;;;1;1
J & V;Huisartsenpraktijk Lindeman-Rechters;;;;;;;;1;1
J & V;Huisartsenpraktijk M. Sonmez;;;;;;;;1;1
J & V;Huisartsenpraktijk Mahabir B.V.;;;;;;;;1;1
J & V;Huisartsenpraktijk Marsdijk Sikkens;;;;;;;;1;1
J & V;Huisartsenpraktijk Meerkerk;;;;;;;;1;1
J & V;Huisartsenpraktijk Meulesteen B.V.;;;;;;;;1;1
J & V;Huisartsenpraktijk Michaël;;;;;;;;1;1
J & V;Huisartsenpraktijk P. de Boer B.V.;;;;;;;;1;1
J & V;Huisartsenpraktijk Peelo;;;;;;;;1;1
J & V;Huisartsenpraktijk Pelser;;;;;;;;1;1
J & V;Huisartsenpraktijk Postjesweg;;;;;;;;1;1
J & V;Huisartsenpraktijk R. Runhert en W. Busser;;;;;;;;1;1
J & V;Huisartsenpraktijk R. Suliman;;;;;;;;1;1
J & V;Huisartsenpraktijk R.R. Blees;;;;;;;;1;1
J & V;Huisartsenpraktijk Rasenberg;;;;;;;;1;1
J & V;Huisartsenpraktijk Sagenhoek;;;;;;;;1;1
J & V;Huisartsenpraktijk Slinkman;;;;;;;;1;1
J & V;Huisartsenpraktijk Tas;;;;;;;;1;1
J & V;Huisartsenpraktijk Te Slaa;;;;;;;;1;1
J & V;Huisartsenpraktijk Tolhek;;;;;;;;1;1
J & V;Huisartsenpraktijk Traverse;;;;;;;;1;1
J & V;Huisartsenpraktijk Tychon;;;;;;;;1;1
J & V;Huisartsenpraktijk van Berckel Smit;;;;;;;;1;1
J & V;Huisartsenpraktijk van Breemen en Lokate;;;;;;;;1;1
J & V;Huisartsenpraktijk van der Vlist en de Wilde;;;;;;;;1;1
J & V;Huisartsenpraktijk Van Gelderen;;;;;;;;1;1
J & V;Huisartsenpraktijk Verdilaan B.V.;;;;;;;;1;1
J & V;Huisartsenpraktijk Vernhout;;;;;;;;1;1
J & V;Huisartsenpraktijk Wantveld;;;;;;;;1;1
J & V;Huisartsenpraktijk Wijlre;;;;;;;;1;1
J & V;Huisartsenpraktijk Yilmaz & Milli;;;;;;;;1;1
J & V;Huisartsenpraktijk Zwaansvliet;;;;;;;;1;1
J & V;Huisartsenpraktijk Zweeloo;;;;;;;;1;1
J & V;Huisartsenpraktijk Zwerver;;;;;;;;1;1
J & V;Huisartspraktijk A.E. Meijer;;;;;;;;1;1
J & V;Huisartspraktijk Bakker;;;;;;;;1;1
J & V;Huisartspraktijk Drabbe;;;;;;;;1;1
J & V;Huisartspraktijk Goslinga;;;;;;;;1;1
J & V;Huisartspraktijk Hentzen;;;;;;;;1;1
J & V;Huisartspraktijk M. Lachman;;;;;;;;1;1
J & V;Huisartspraktijk M.A. van Bodegom;;;;;;;;1;1
J & V;Huisartspraktijk Mees;;;;;;;;1;1
J & V;Huisartspraktijk Mozaiek;;;;;;;;1;1
J & V;Huisartspraktijk R.C. Jansen;;;;;;;;1;1
J & V;Huisartspraktijk Ramnath Kanhai;;;;;;;;1;1
J & V;Huisartspraktijk S. Tedjoe;;;;;;;;1;1
J & V;Huisartspraktijk S.J. Edema;;;;;;;;1;1
J & V;Huisartspraktijk Verkruisen;;;;;;;;1;1
J & V;Huisartspraktijk Vrenken;;;;;;;;1;1
J & V;Huisartspraktijk Warya;;;;;;;;1;1
J & V;Huitema Marketing Services;;;;;;;;1;1
J & V;Hygiene Consult Nederland;;;;;;;;1;1
J & V;I&K;;;;1;;;;;1
J & V;i4IP;;;;;;;;1;1
J & V;IBC Amstelland;;;;;;;;1;1
J & V;IBM Nederland B.V.;;;;;1;;;;1
J & V;iCOLOGiQ;;;;;1;;;;1
J & V;ICT Concept B.V.;;;;;;;;1;1
J & V;iCumulus;;;;;;1;;;1
J & V;IEPT;;;;1;;;;;1
J & V;IJsselfoort B.V.;;1;;;;;;;1
J & V;Ilse Bruinsel Huisarts;;;;;;;;1;1
J & V;Ilumy B.V.;;;;1;;;;;1
J & V;ILUMY Prototyping B.V.;;;;1;;;;;1
J & V;Image Repair;;;;;1;;;;1
J & V;Impres B.V.;;;;1;;;;;1
J & V;Incentive Promotions B.V.;;;;1;;;;;1
J & V;Incentro Nederland B.V.;;;;;;1;;;1
J & V;Inconnect B.V.;;;;;;;;1;1
J & V;Indo Teak;;1;;;;;;;1
J & V;Inez de Brauw;;1;;;;;;;1
J & V;Infopact Netwerkdiensten B.V.;;;;;;;;1;1
J & V;Informaxion B.V.;;;;;;;;1;1
J & V;Infotheek ICT Services B.V.;;;1;;;;;;1
J & V;Ingenieursbureau B-Ware B.V.;;;;;;1;;;1
J & V;Inner-Piece;;;;;;;1;;1
J & V;Innobike B.V.;;1;;;;;;;1
J & V;Innovative Cable Management bvba;;;;;;1;;;1
J & V;Innovative Design Delft (I.D.D.);;;;;1;;;;1
J & V;Inperon B.V.;;;;;;;;1;1
J & V;Inprove IT B.V.;;;;;;1;;1;1
J & V;Inscope B.V.;;1;;;;;;;1
J & V;InsightsWorld B.V.;;;;;1;;;;1
J & V;Instant Magazine B.V.;;;;1;;;;;1
J & V;Instruct B.V.;;;;;1;;;;1
J & V;Interactive Affairs B.V.;;;;;1;;;;1
J & V;Intercity Zakelijk;;;;;;;;1;1
J & V;Interieur 88 B.V.;;1;;;;;;;1
J & V;Intermax outsourcing;;;;;;;;1;1
J & V;Internedservices;;;;1;1;;;;1
J & V;Internet Unie Services B.V.;;;;;;;;1;1
J & V;Interstroom Informatietechnologie B.V.;;;;;;;;1;1
J & V;InTouch N.V.;;;;;;;;1;1
J & V;IP Visie;;;;;;;;1;1
J & V;i-psy Haaglanden B.V.;;;;;;;;1;1
J & V;i-psy Midden & Noord Nederland B.V.;;;;;;;;1;1
J & V;i-psy Noord-Holland B.V.;;;;;;;;1;1
J & V;IQIP B.V.;;;;;;;1;;1
J & V;Isabel Henriques;;;;;;;;1;1
J & V;Isala la gourmande B.V.;;;;;;;;1;1
J & V;ITR Uden B.V.;;1;;;;;;;1
J & V;IT-Recycling;;;;;;1;;;1
J & V;J. Bravo Mougan;;;;;;;;1;1
J & V;J. Kats, Huisarts;;;;;;;;1;1
J & V;J. van Rossum;;;;;;;;1;1
J & V;J. Vooijs;;;;;;;;1;1
J & V;J.L. Runhaar B.V.;;;;;;;;1;1
J & V;J.P.A.C. Rozestraten B.V.;;;;;;;;1;1
J & V;J.T. van Arnhem;;;;1;;;;;1
J & V;Jacobs & Jacobs B.V.;;1;;;;;;;1
J & V;Jagersma Naaimachines;;1;;;;;;;1
J & V;Janine van Oene;;1;;;;;;;1
J & V;Jarids;;;;;;;1;;1
J & V;Jo Bos & Co;;;;;;;;1;1
J & V;Johnson Controls Systems & Service B.V.;;1;;;;;;;1
J & V;Joky;;1;;;;;;;1
J & V;JOUWÃ‚Â® bureau B.V.;;;;;1;1;1;;1
J & V;Jumbo Supermarkten B.V.;;;;;;;;1;1
J & V;Jurisquare NV;;;;1;;;;;1
J & V;K. Kisman;;;;;;;;1;1
J & V;K.D. Dekker;;;;;;;;1;1
J & V;Kabel Noord B.V.;;;;;;;;1;1
J & V;Kabeltex B.V.;;;;;;;;1;1
J & V;Kamera Express;;;;1;;;;;1
J & V;Kantoor in Beweging B.V.;;1;;;;;;;1
J & V;Kariman;;;;;;;;1;1
J & V;Kelly de Vries;;;;;;;;1;1
J & V;Kentie Nederland B.V.;;;1;1;;;;;1
J & V;Khamooshian CTC;;;;;;;;1;1
J & V;Kick Smeets Fotografie;;;;;;;;1;1
J & V;KijkOpMedia;;;;1;;1;;;1
J & V;Kinderfysiotherapie Abeln;;;;;;;;1;1
J & V;"Kinderfysiotherapiepraktijk ""De Acrobaat""";;;;;;;;1;1
J & V;kk huisarts;;;;;;;;1;1
J & V;KKgradient;;;;;;;;1;1
J & V;KMO Solutions B.V.;;;;;;1;;;1
J & V;Knipmeijer & Blok Elektrotechniek B.V.;;;;;;;;1;1
J & V;Kno-Tech Productbeveiliging;;;;1;;;;;1
J & V;Kodision B.V.;;;1;;;;;;1
J & V;Koffer- en Lederwarenfabriek Lejan B.V.;;1;;;;;;;1
J & V;Komplett NL;;;;1;;;;;1
J & V;Koopmans Oogzorg B.V.;;;;;;;;1;1
J & V;Koos B.V.;;;;;;;;1;1
J & V;Kop Beveiliging B.V.;;;;;;1;;;1
J & V;Kovoks;;;;;;;;1;1
J & V;KPN B.V. Telecom Facturering Vaste Telefonie;;;;;;;1;;1
J & V;KPN B.V. Zakelijk Internet / ADSL;;;;;;;1;;1
J & V;Kramer Gieten B.V.;;1;;;;;;;1
J & V;Kruizinga B.V.;;1;;;;;;;1
J & V;KSG B.V.;;;;;;;;1;1
J & V;L.A.M. Verkouteren, Huisarts;;;;;;;;1;1
J & V;La Haye Instituut voor Psychologische Diensten;;;;;;;;1;1
J & V;Labvantage;;;;;1;;;;1
J & V;Laskar Hardinxveld B.V.;;1;;;;;;;1
J & V;LDC Uitgeverij B.V.;;;;;1;;;;1
J & V;LeaseWeb Netherlands B.V.;;1;;;1;;;;1
J & V;Leba 'Bakker' Sport B.V.;;1;;;;;;;1
J & V;Lebara Limited;;;;;;;;1;1
J & V;LeftClick B.V.;;;;1;1;;;;1
J & V;Lenting Project Loodgieters;;1;;;;;;;1
J & V;Letro Lichtreclame B.V.;;1;;;;;;;1
J & V;Lexima B.V.;;;;;1;;;;1
J & V;Limesco;;;;;;;;1;1
J & V;Linguistic Data Consortium;;;;;1;;;;1
J & V;Logopediepraktijk Zuilen;;;;;;;;1;1
J & V;Lomitel Zuid B.V.;;;;;1;;;;1
J & V;Loodgietersbedrijf Lantsink & Koning B.V.;;1;;;;;;;1
J & V;Luna.nl B.V.;;;;;;;;1;1
J & V;Lycamobile Netherlands Ltd.;;;;;;;;1;1
J & V;M. Emmelkamp;;;;;;;;1;1
J & V;M. Molenaar;;;;;;;1;;1
J & V;M. van Helsdingen;;1;;;;;;;1
J & V;M.F.M. van Doorn, huisartspraktijk;;;;;;;;1;1
J & V;M.J.N. Bruins;;;;1;;;;;1
J & V;M.T. Huisartswaarneming;;;;;;;;1;1
J & V;M7 Group S.A.;;;;;;;;1;1
J & V;Maatschap Anesthesiologen Diakonessenhuis;;;;;;;;1;1
J & V;Maatschap Bakker en van Vliet;;;;;;;;1;1
J & V;Maatschap Cardiologen Drechtsteden;;;;;;;;1;1
J & V;Maatschap Cardiologen Martini ZKH;;;;;;;;1;1
J & V;Maatschap Cardiologie Catharina Ziekenhuis;;;;;;;;1;1
J & V;Maatschap Cardiologie CWZ;;;;;;;;1;1
J & V;Maatschap Cardiologie SFG;;;;;;;;1;1
J & V;Maatschap Cardiologie Utrecht/Zeist;;;;;;;;1;1
J & V;Maatschap Cardioresearch Vlietland Ziekenhuis Schiedam;;;;;;;;1;1
J & V;Maatschap Deneer & van Gaalen;;;;;;;;1;1
J & V;Maatschap Dermatologie en Flebologie MCA;;;;;;;;1;1
J & V;Maatschap Dr Oelrich en Dr Wit;;;;;;;;1;1
J & V;Maatschap F.A. Ritter en N.M.C. Kuipers;;;;;;;;1;1
J & V;Maatschap FariNi;;;;;;;;1;1
J & V;Maatschap Gynaecologie CZE;;;;;;;;1;1
J & V;Maatschap H.C. Nijdam J.S. Nijdam Roelands;;;;;;;;1;1
J & V;Maatschap Huisartsen 's Hertogenbosch Noord;;;;;;;;1;1
J & V;Maatschap Huisartsenpraktijk Barten & Dorhout;;;;;;;;1;1
J & V;Maatschap Huisartsenpraktijk Boersma en Dekkers;;;;;;;;1;1
J & V;Maatschap Huisartsenpraktijk Groenkamp;;;;;;;;1;1
J & V;Maatschap Huisartsenpraktijk Oonincx-Teunissen;;;;;;;;1;1
J & V;Maatschap Huisartsenpraktijk Rijnten en Schmidt;;;;;;;;1;1
J & V;Maatschap Huisartsenpraktijk ter Apel;;;;;;;;1;1
J & V;Maatschap Huisartspraktijk Staal;;;;;;;;1;1
J & V;Maatschap J. Visser, J.H. Vervloet, K.H. Adams en A.J. Manschot;;;;;;;;1;1
J & V;Maatschap Kaakchirurgen Leeuwarden / Sneek;;;;;;;;1;1
J & V;Maatschap KNO-artsen Medisch Centrum Haaglanden;;;;;;;;1;1
J & V;Maatschap Longartsen;;;;;;;;1;1
J & V;Maatschap MSB Almere e.o.;;;;;;;;1;1
J & V;maatschap MSB Gooi en Eemland;;;;;;;;1;1
J & V;Maatschap Neurologie Eindhoven;;;;;;;;1;1
J & V;Maatschap Neurologie Scheperziekenhuis Emmen;;;;;;;;1;1
J & V;Maatschap O & G St. Antonius Ziekenhuis;;;;;;;;1;1
J & V;Maatschap Oogheelkunde Alkmaar;;;;;;;;1;1
J & V;Maatschap Oogheelkunde Stadskanaal;;;;;;;;1;1
J & V;Maatschap Orthopedie Ikazia;;;;;;;;1;1
J & V;Maatschap P. Gijsbers & R. Rondeel;;;;;;;;1;1
J & V;Maatschap plast.chir. azr/sfg;;;;;;;;1;1
J & V;Maatschap Praktijk voor Plastische Chirurgie;;;;;;;;1;1
J & V;Maatschap Psychiatrie Amphia Ziekenhuis;;;;;;;;1;1
J & V;Maatschap Statenweg;;;;;;;;1;1
J & V;Maatschap Streppel-Zwartjes;;;;;;;;1;1
J & V;Maatschap Terwindt Blessing;;;;;;;;1;1
J & V;Maatschap Universitaire Orthopaedische Groep Nijmegen.;;;;;;;;1;1
J & V;Maatschap van den Hombergh de Boer;;;;;;;;1;1
J & V;Maatschap Westdorp;;;;;;;;1;1
J & V;Maatwerk Interieurbetimmering;;1;;;;;;;1
J & V;MadLogic B.V.;;;;;;;;1;1
J & V;Management Drives Netherlands B.V.;;;;;1;;;;1
J & V;Martini Zknhs/C.B. Tandheelk. Martini Zknhs;;;;;;;;1;1
J & V;Marzan Security;;;1;;;;;;1
J & V;Masco Kantoor Installaties B.V.;;1;;;;;;;1
J & V;Master It Solutions B.V.;;;;;1;;;;1
J & V;Matrix IT B.V.;;;1;;;;1;;1
J & V;Mavention Beheer en Producten B.V.;;;;1;;;;;1
J & V;Max ICT B.V.;;1;;;;;;;1
J & V;MC Zuiderzee;;;;;;;;1;1
J & V;MDL Zuidoost Friesland;;;;;;;;1;1
J & V;Med. Spec. Bdr. Spaarne Gasths H'lem/Hoofddrp;;;;;;;;1;1
J & V;Mediant locatie Roessinghsbleekweg;;;;;;;;1;1
J & V;Medicas Beheer B.V.;;;;;;;;1;1
J & V;Medicor Gezondheidszorg Hobbemaplein B.V.;;;;;;;;1;1
J & V;MediCor Gezondheidszorg Rijswijkseplein B.V.;;;;;;;;1;1
J & V;Medifix B.V.;;1;;;;;;;1
J & V;Medisch Centrum Kruisstraat5402;;;;;;;;1;1
J & V;Medisch Centrum Leeuwarden B.V.;;;;;;;;1;1
J & V;Medisch Centrum Molenvliet;;;;;;;;1;1
J & V;Medisch Centrum Mook;;;;;;;;1;1
J & V;Medisch Centrum Oud West;;;;;;;;1;1
J & V;Medisch Centrum Zwanenburg;;;;;;;;1;1
J & V;Medisch Specialisten CoÃ¶peratief RDGG UA;;;;;;;;1;1
J & V;Medisch Specialisten Coöperatief Haga UA;;;;;;;;1;1
J & V;Medisch Specialisten Noord West;;;;;;;;1;1
J & V;Medisch Specialistisch Bedrijf HMC;;;;;;;;1;1
J & V;Megally Management B.V.;;;;;;;;1;1
J & V;Meijman en Pijbes;;;;;;;;1;1
J & V;Menarini Benelux NV/SA;;;1;;;;;;1
J & V;MerkPC;;;;;;;;1;1
J & V;Metaregistrar B.V.;;;;;;;1;;1
J & V;Metrohm Nederland B.V.;;1;;;;;;;1
J & V;Mett;;;;;1;;;;1
J & V;michelpenterman.com;;;;;;;;1;1
J & V;MichielB.com;;;;;;;;1;1
J & V;Microfix;;;1;;;;;;1
J & V;Milieu Service Nederland B.V.;;1;;;;;;;1
J & V;Millisecond;;;;;1;;;;1
J & V;Moduli Print B.V.;;;;;1;;;;1
J & V;Mondriaan;;;;;;;;1;1
J & V;Moneypenny.nl B.V.;;;;;;;;1;1
J & V;Montani - creatief strategisch online;;;;1;;;;;1
J & V;More4Apps;;;;;1;;;;1
J & V;Motto Voip B.V.;;;;;;;;1;1
J & V;Mr. Carrie;;;;;;;;1;1
J & V;MSB St. Jansdal B.V.;;;;;;;;1;1
J & V;Mts Friese Longartsen;;;;;;;;1;1
J & V;Mts. Huisartsenpraktijk Hertroijs, Koch en Lintermans;;;;;;;;1;1
J & V;Mulder Wagenbouw B.V.;;1;;;;;;;1
J & V;Multi-Post Mail Systems B.V.;;1;1;;;;;;1
J & V;Mundio Mobile (Netherlands) LTD;;;;;;;;1;1
J & V;MV Loopbaanontwikkeling & Advies;;;;;;;;1;1
J & V;mw. E.A.M. Bouwmeester R.R. de Vries Huisartsen;;;;;;;;1;1
J & V;My Facilities B.V.;;1;;;;;;;1
J & V;N & N Partners B.V.;;;;1;;1;;;1
J & V;N. Aarnoudse B.V.;;1;;;;1;;;1
J & V;Nbd biblion B.V.;;;;;1;;;;1
J & V;Ned. ICT, V.b. Inf.techn., Telec.&aanv. sect.;;;;;;;;1;1
J & V;Nedcomp Hosting B.V.;;;;1;;;;;1
J & V;Nederlands Kleuren Centrum;;;;;1;;;;1
J & V;Nedzone Internet B.V.;;;;;;;;1;1
J & V;Nesh Media;;;;;1;1;;;1
J & V;Netaffairs Internetdiensten B.V.;;;;;;;;1;1
J & V;Netco Technology;;;;;;;1;;1
J & V;Netexpo Internet B.V.;;;;;;;;1;1
J & V;Netstar;;1;;;;;;;1
J & V;NetwerkShop;;1;;;;;;;1
J & V;Networking4all B.V.;;;;;;;1;;1
J & V;Neuland Nederland;;;1;1;;;;;1
J & V;Nextpertise B.V.;;;;;;;;1;1
J & V;NFG Net Facilities Group B.V.;;;;;1;;;;1
J & V;Nijkerk en Wesseling huisartsen;;;;;;;;1;1
J & V;Nimsys B.V.;;;;;;;;1;1
J & V;NL Hosting Internet B.V.;;;;;;1;;;1
J & V;Nmedia;;;;;1;;;;1
J & V;Nocepta vof;;;;;;;;1;1
J & V;Notice Branded Media B.V.;;;;;;1;;;1
J & V;NovÃƒÂ¡ccent ICT Solutions B.V.;;;;;1;;;;1
J & V;Novagraaf Nederland B.V.;;;;;;;;1;1
J & V;NovoServe B.V.;;;;;;;;1;1
J & V;NSDSK, specialist voor taal en gehoor;;;;;;;;1;1
J & V;Ntwali And Company Advocates;;;;;;;;1;1
J & V;Nuus Kassasystemen B.V.;;;;;1;;;;1
J & V;O. s.P.L. Nederland B.V.;;1;;;;;;;1
J & V;ODSecurity B.V.;;;;;1;;;;1
J & V;Office Athletes B.V.;;;1;;;;;;1
J & V;Olssen B.V.;;1;;;;;;;1
J & V;Olympus Nederland B.V.;;1;;;;;;;1
J & V;Ommelander Ziekenhuis Groningen;;;;;;;;1;1
J & V;Onderwijsbureau Groei;;;;;1;;;;1
J & V;One World Health GGZ;;;;;;;;1;1
J & V;One.com Nederland;;;;1;;;;;1
J & V;OneXS Nederland B.V.;;;;;;;;1;1
J & V;Online Marketing Coach;;;;;1;;;;1
J & V;Ons Medisch Centrum Oss;;;;;;;;1;1
J & V;On-Site B.V.;;;;1;;;;;1
J & V;Ooperon Services B.V.;;1;;;;;;;1
J & V;Optelec;;1;;;;;;;1
J & V;Optelec Nederland B.V.;;;;;1;;;;1
