LMLABEL,STRAAT,WIJK,NIEUWECOMPOSITIE,AANSLUITING,VOEDING,GROEP,BLAD,AN,LON,LAT
EK-28,EKENSTEIN,LANDERIJEN,112401,DOORTIKKER,PB-19,,V2,N,5.500361205514769,52.49392116024652
ST-03,STAALSTRAAT,OOSTERVAART,226111,DOORTIKKER,ST-01,,D,N,5.522777571424569,52.54225944758248
ST-04,STAALSTRAAT,OOSTERVAART,226111,DOORTIKKER,ST-01,,D,A,5.5231538611039666,52.54223262111289
AS-08,ASFALTSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,A,5.522960212775156,52.53321736877181
B-135,BINNENHAVENWEG,DREVEN,266410,STRVP,3023,2,D,L2,5.519986552933389,52.53419781105238
B-140,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.519590059277068,52.53390863451459
B-144,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.519692366997442,52.53449131368088
B-139,BINNENHAVENWEG,DREVEN,266410,STRVP,3023,2,D,L2,5.520090519705597,52.53472753847989
B-145,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.5197929002650845,52.53506134403981
B-148,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.520197659104861,52.53532122451578
ST-05,STAALSTRAAT,OOSTERVAART,226111,DOORTIKKER,ST-01,,D,N,5.523671985309669,52.54219654415651
ST-06,STAALSTRAAT,OOSTERVAART,226111,DOORTIKKER,ST-01,,D,A,5.524198065708233,52.54215953904301
ST-07,STAALSTRAAT,OOSTERVAART,226111,DOORTIKKER,ST-01,,D,N,5.524593557555777,52.54213171519492
MS-08,MORTELSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,A,5.523431511761248,52.53526950059182
ST-09,STAALSTRAAT,OOSTERVAART,226111,DOORTIKKER,ST-08,,D,N,5.5254033265760665,52.54207370495977
ST-10,STAALSTRAAT,OOSTERVAART,226111,DOORTIKKER,ST-08,,D,A,5.525898297887846,52.54204023359601
ST-11,STAALSTRAAT,OOSTERVAART,226111,DOORTIKKER,ST-08,,D,N,5.526314713525138,52.542010618028115
ST-12,STAALSTRAAT,OOSTERVAART,226111,DOORTIKKER,ST-08,,D,A,5.526753007258864,52.54197751515752
NK-03,NIKKELSTRAAT,OOSTERVAART,226111,DOORTIKKER,NK-01,,D,N,5.523355824176947,52.54411297895334
NK-04,NIKKELSTRAAT,OOSTERVAART,226111,DOORTIKKER,NK-01,,D,A,5.5237757277224375,52.54399854673345
NK-05,NIKKELSTRAAT,OOSTERVAART,226111,DOORTIKKER,NK-01,,D,N,5.52445051322428,52.543948625225646
MS-15,MORTELSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,A,5.523051801211975,52.53509000244774
B-122,BINNENHAVENWEG,DREVEN,226111,X,,,D,N,5.51908910622411,52.53240662702336
B-134,BINNENHAVENWEG,DREVEN,226111,X,,,D,N,5.519310560026525,52.53357062644648
KW-01,KWIKSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.51944520204551,52.53460648626282
KW-02,KWIKSTRAAT,OOSTERVAART,226111,DOORTIKKER,KW-01,,D,A,5.519144535035795,52.53462763582673
BO 03-16,03,BOEIER,103310,DOORTIKKER,BO 03-12,,F,N,5.450526492653026,52.521529916167175
B-180,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.520651275147841,52.53955626393351
BO 03-02,03,BOEIER,103310,DOORTIKKER,BO 03-03,,F,N,5.447901694084397,52.521429205091565
BO 01-17,01,BOEIER,103310,DOORTIKKER,BO-03,,F,N,5.447784843089391,52.520959248254265
BO 03-15,03,BOEIER,103310,X,,,F,N,5.44866135168937,52.52146442957886
GV-90,GROENE VELDEN,GROENE VELDEN,125107,PRIMAIR,,,G1,N,5.498065368037197,52.53110886076989
GV-91,GROENE VELDEN,GROENE VELDEN,125107,DOORTIKKER,GV-90,,G1,N,5.498153703754429,52.531550329165285
K 14-28,14,KEMPENAAR,103004,DOORTIKKER,K 14-25,,J,A,5.466720382755729,52.51483613029018
GV-92,GROENE VELDEN,GROENE VELDEN,125107,DOORTIKKER,GV-90,,G1,N,5.498242071336029,52.531996535886684
K 14-20,14,KEMPENAAR,215117,PRIMAIR,,,J,A,5.466783267736973,52.51471176680581
K 14-21,14,KEMPENAAR,215117,DOORTIKKER,K 14-20,,J,N,5.466476893099478,52.5147906920463
K 14-22,14,KEMPENAAR,215117,DOORTIKKER,K 14-20,,J,A,5.466169159898566,52.51486840411581
K 14-23,14,KEMPENAAR,215117,DOORTIKKER,K 14-20,,J,N,5.466153342829059,52.51508470841622
K 14-24,14,KEMPENAAR,215117,DOORTIKKER,K 14-20,,J,A,5.466307732595254,52.51525881847647
J 15-01,15,JOL,215117,DOORTIKKER,J 14-13,,I,N,5.44633260641178,52.50983519996558
P-501,POLDERDREEF,DREVEN,100930,STRVP,3028,8,M,,5.485679956567322,52.51781311748123
P-500,POLDERDREEF,DREVEN,100930,STRVP,3028,8,M,,5.485594522298364,52.51772655717026
PS-30,PLATINASTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.515753146923703,52.54079411071943
PS-31,PLATINASTRAAT,OOSTERVAART,226111,DOORTIKKER,PS-30,,D,A,5.51621649705603,52.54076183740972
PS-34,PLATINASTRAAT,OOSTERVAART,226111,DOORTIKKER,PS-30,,D,N,5.517622250492541,52.54066303911323
SN-01,STEENSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.521365729402912,52.54013894911162
SN-05,STEENSTRAAT,OOSTERVAART,226111,DOORTIKKER,SN-01,,D,N,5.523179131733145,52.54001290380288
SN-06,STEENSTRAAT,OOSTERVAART,226111,DOORTIKKER,SN-01,,D,A,5.523537615973429,52.539987687253884
SN-07,STEENSTRAAT,OOSTERVAART,226111,DOORTIKKER,SN-01,,D,N,5.523888952529331,52.53996297216195
SN-08,STEENSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,A,5.524405913621422,52.53992660571016
SN-11,STEENSTRAAT,OOSTERVAART,226111,DOORTIKKER,SN-08,,D,N,5.525910971750106,52.539814733456105
SN-12,STEENSTRAAT,OOSTERVAART,226111,DOORTIKKER,SN-08,,D,A,5.526306532912768,52.539787847446206
SN-13,STEENSTRAAT,OOSTERVAART,226111,DOORTIKKER,SN-08,,D,N,5.526766186432393,52.539739018698626
KS-08,KOPERSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.519836809216964,52.54131677681754
KS-01,KOPERSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.5211606583634625,52.54246346275921
B-200,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,A,5.521357372775801,52.54228425590244
B-196,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.521260072044595,52.54173259405289
B-192,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,A,5.521028777569242,52.54118828218309
B-183,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.521303224380903,52.54089205793843
B-187,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,A,5.521508527891929,52.541434547388114
B-191,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.5216718907915086,52.541983797472966
B-195,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,A,5.521779284029311,52.54250785666127
ST-01,STAALSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.521982259988594,52.54231389147006
ST-02,STAALSTRAAT,OOSTERVAART,226111,DOORTIKKER,ST-01,,D,A,5.522367590346245,52.54228827948224
ST-08,STAALSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,A,5.524990139476777,52.54210381686241
B-208,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.52146720884478,52.54278375043345
B-199,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.521872928369495,52.54300838473377
B-203,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,A,5.521967601341815,52.54352643662986
B-212,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,A,5.52156844315388,52.543294380763875
B-220,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.52166237815896,52.54379861132603
TS-10,TITAANSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.521240878229279,52.54345725334244
TS-08,TITAANSTRAAT,OOSTERVAART,226111,DOORTIKKER,TS-10,,D,N,5.520402086802118,52.54349221547274
TS-06,TITAANSTRAAT,OOSTERVAART,226111,DOORTIKKER,TS-10,,D,N,5.52051908926458,52.54412655623418
TS-01,TITAANSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,A,5.520606384593463,52.54442279431291
TS-02,TITAANSTRAAT,OOSTERVAART,226111,DOORTIKKER,TS-01,,D,N,5.520654000753073,52.544656957180045
TS-03,TITAANSTRAAT,OOSTERVAART,226111,DOORTIKKER,TS-01,,D,A,5.520706060997417,52.54493215074889
TS-04,TITAANSTRAAT,OOSTERVAART,226111,DOORTIKKER,TS-01,,D,N,5.520758466613279,52.54520921323045
PS-01,PLATINASTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.521522527707677,52.544238276347926
PS-04,PLATINASTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.520252108786335,52.54433592634565
NK-01,NIKKELSTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.522289289304038,52.5441880651689
NK-02,NIKKELSTRAAT,OOSTERVAART,226111,DOORTIKKER,NK-01,,D,A,5.522739331330305,52.54415638375265
PS-07,PLATINASTRAAT,OOSTERVAART,226111,DOORTIKKER,PS-04,,D,A,5.5187284855273075,52.54444302889101
PS-09,PLATINASTRAAT,OOSTERVAART,226111,DOORTIKKER,PS-04,,D,A,5.517806782614022,52.54450780339104
PS-08,PLATINASTRAAT,OOSTERVAART,226111,DOORTIKKER,PS-04,,D,N,5.518346602128989,52.544469865462
PS-10,PLATINASTRAAT,OOSTERVAART,226111,DOORTIKKER,PS-04,,D,N,5.517364087780938,52.54453891879535
PS-11,PLATINASTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,A,5.516904177414365,52.54457106694337
PS-14,PLATINASTRAAT,OOSTERVAART,226111,DOORTIKKER,PS-11,,D,N,5.516144764570427,52.54427557711395
PS-15,PLATINASTRAAT,OOSTERVAART,226111,DOORTIKKER,PS-11,,D,A,5.516101058360251,52.544044373972405
PS-16,PLATINASTRAAT,OOSTERVAART,226111,DOORTIKKER,PS-11,,D,N,5.516054612675643,52.543798704323436
PS-22,PLATINASTRAAT,OOSTERVAART,226111,PRIMAIR,,,D,N,5.515732092559851,52.5421061905076
B-224,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,A,5.521760517088863,52.54431266003991
B-304,BINNENHAVENWEG,OOSTERVAART,000902,DOORTIKKER,B-180,,D,A,5.520595672725923,52.53943800936552
TS-07,TITAANSTRAAT,OOSTERVAART,226111,DOORTIKKER,TS-10,,D,A,5.520461196914185,52.54381156582705
TS-09,TITAANSTRAAT,OOSTERVAART,226111,DOORTIKKER,TS-10,,D,A,5.520849981006487,52.543483313862815
B-87,BINNENHAVENWEG,DREVEN,266410,STRVP,3023,4,D,L2,5.514405989570082,52.52881006225249
B-85,BINNENHAVENWEG,DREVEN,266410,STRVP,3023,4,D,L2,5.513540165140422,52.52877819385146
B-291,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.518851246884997,52.53102928854069
B-290,BINNENHAVENWEG,OVERIJS. HOUT,103004,PRIMAIR,,,D,N,5.51878299583173,52.530757282643194
B-289,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.518739181834751,52.53047526586629
B-288,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.518691076490939,52.530187115511836
B-287,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.518634960535743,52.52990572344257
B-286,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.518559683701462,52.529617953630826
B-274,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.51320935307355,52.528968635810045
B-275,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.513686023638273,52.52898374791552
B-276,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.514150365079981,52.529000506996915
B-277,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.51463781241317,52.52901697878779
B-278,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.5151126963688215,52.529035601107026
B-279,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.515597972889869,52.52905529772732
B-285,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.518339699920595,52.52933106293622
B-284,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.5179728957696605,52.52919106009372
B-283,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.517508563231383,52.52912365471205
B-282,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.517045032738777,52.52910793243028
B-281,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.516566076925025,52.52908827077696
B-280,BINNENHAVENWEG,OVERIJS. HOUT,103010,X,,,D,N,5.516076016662375,52.52907074026208
B-107,BINNENHAVENWEG,DREVEN,266410,STRVP,3023,2,D,L2,5.519187269579231,52.530270914593565
B-209,BINNENHAVENWEG,DREVEN,266410,PRIMAIR,,,D,N,5.522064535705017,52.54403126558656
GP-10,ONT,GOLFPARK,226132,PRIMAIR,,,F,N,5.448174760750323,52.52763760378158
GP-11,ONT,GOLFPARK,226132,PRIMAIR,,,F,A,5.448526895929134,52.52780358739723
GP-12,ONT,GOLFPARK,226132,PRIMAIR,,,F,N,5.449127345115809,52.52783175539063
GP-13,ONT,GOLFPARK,226132,PRIMAIR,,,F,A,5.44955789287125,52.52785066322445
GP-14,ONT,GOLFPARK,226132,PRIMAIR,,,F,N,5.449944584985685,52.5278679930194
GP-15,ONT,GOLFPARK,226132,PRIMAIR,,,F,A,5.450203533934588,52.52787592602932
GP-16,ONT,GOLFPARK,226132,PRIMAIR,,,F,N,5.450666028720222,52.52806784465525
GP-17,ONT,GOLFPARK,226132,PRIMAIR,,,F,A,5.450973645118876,52.52823409650432
GP-18,ONT,GOLFPARK,226132,PRIMAIR,,,F,N,5.451332264051395,52.52841987621613
GP-19,ONT,GOLFPARK,226132,PRIMAIR,,,F,A,5.451682266636731,52.52859642961114
GP-20,ONT,GOLFPARK,226132,PRIMAIR,,,F,N,5.451964779974354,52.528752492001395
GP-21,ONT,GOLFPARK,226132,PRIMAIR,,,F,A,5.4523490090667055,52.52879230144294
GP-22,ONT,GOLFPARK,226132,PRIMAIR,,,F,N,5.452688249758291,52.52897102371164
GP-23,ONT,GOLFPARK,226132,PRIMAIR,,,F,A,5.452999869231323,52.5291343561915
GP-24,ONT,GOLFPARK,226132,PRIMAIR,,,F,N,5.45329408973484,52.529279570253976
GP-25,ONT,GOLFPARK,226132,PRIMAIR,,,F,A,5.453668374171527,52.52908280924307
GP-26,ONT,GOLFPARK,226132,PRIMAIR,,,F,N,5.453944661679133,52.52888722574184
GP-27,ONT,GOLFPARK,226132,PRIMAIR,,,F,A,5.4536879975494985,52.52868896733319
GP-28,ONT,GOLFPARK,226132,PRIMAIR,,,F,N,5.453377248857352,52.52852613944414
GP-29,ONT,GOLFPARK,226132,X,,,F,N,5.453074879380918,52.528367916540496
GP-30,ONT,GOLFPARK,243132,X,,,F,N,5.452421058760586,52.52818872201481
GP-151,ONT,GOLFPARK,243132,X,,,F,N,5.452153645077507,52.52804816442726
GP-152,ONT,GOLFPARK,243132,X,,,F,N,5.451757208031333,52.52783846573737
GP-153,ONT,GOLFPARK,243132,X,,,F,N,5.451377617322512,52.52763862460012
GP-154,ONT,GOLFPARK,243132,X,,,F,N,5.451016562930224,52.52747628509913
GP-155,ONT,GOLFPARK,243132,X,,,F,N,5.4507147208927975,52.527672828209326
GP-156,ONT,GOLFPARK,243132,X,,,F,N,5.450449623502612,52.52785649013524
GP-157,ONT,GOLFPARK,103310,X,,,F,N,5.449511673379177,52.527761704648256
GP-158,ONT,GOLFPARK,103310,X,,,F,N,5.449527487645713,52.52754508523511
GP-159,ONT,GOLFPARK,103310,X,,,F,N,5.44954729851404,52.52727750995224
GP-160,ONT,GOLFPARK,103310,X,,,F,N,5.449855537806597,52.52706760742707
GP-161,ONT,GOLFPARK,103310,X,,,F,N,5.450103411659975,52.52692202586683
GP-162,ONT,GOLFPARK,103310,X,,,F,N,5.45032503548937,52.5267692860948
GP-163,ONT,GOLFPARK,103310,X,,,F,N,5.450618381607033,52.5265700343314
GP-164,ONT,GOLFPARK,103310,X,,,F,N,5.45065430309756,52.526301870932805
GP-165,ONT,GOLFPARK,103310,X,,,F,N,5.450888457342685,52.52645180559637
GP-166,ONT,GOLFPARK,103310,X,,,F,N,5.451255782231327,52.526645957057795
GP-167,ONT,GOLFPARK,103310,X,,,F,N,5.4515544815603345,52.526795855449414
GP-168,ONT,GOLFPARK,103310,X,,,F,N,5.451774546171212,52.526910738138895
GP-169,ONT,GOLFPARK,103310,X,,,F,N,5.452083339745344,52.527117832180565
GP-171,ONT,GOLFPARK,103310,X,,,F,N,5.452698753055431,52.527344008331745
GP-170,ONT,GOLFPARK,103310,X,,,F,N,5.452391599304996,52.52727147988815
GP-172,ONT,GOLFPARK,103310,X,,,F,N,5.452835460034674,52.527505209111595
GP-173,ONT,GOLFPARK,103310,X,,,F,N,5.453189688635537,52.52764116027123
GP-174,ONT,GOLFPARK,103310,X,,,F,N,5.452541781369642,52.52772606289926
GP-175,ONT,GOLFPARK,103310,X,,,F,N,5.45229083736163,52.52790953239299
GP-47,ONT,GOLFPARK,103310,X,,,F,N,5.450797836599772,52.52897264763546
GP-48,ONT,GOLFPARK,103310,X,,,F,N,5.451072001792233,52.52877871663196
GP-49,ONT,GOLFPARK,103310,X,,,F,N,5.451344252950054,52.5285875720748
GP-110,ONT,GOLFPARK,103310,X,,,F,N,5.453290969390177,52.52947841518631
GP-111,ONT,GOLFPARK,103310,X,,,F,N,5.453018538295641,52.52970495611088
GP-112,ONT,GOLFPARK,103310,X,,,F,N,5.453328225631724,52.529882542575315
GP-113,ONT,GOLFPARK,103310,X,,,F,N,5.453584039067929,52.53001151938879
GP-114,ONT,GOLFPARK,103310,X,,,F,N,5.454019420754763,52.5300056663927
GP-115,ONT,GOLFPARK,103310,X,,,F,N,5.454360933274646,52.53004014599583
GP-116,ONT,GOLFPARK,103310,X,,,F,N,5.454749439223001,52.530073357569606
GP-118,ONT,GOLFPARK,103310,X,,,F,N,5.454059167146174,52.52972553796007
GP-119,ONT,GOLFPARK,103310,X,,,F,N,5.454057470097226,52.52948135499804
GP-120,ONT,GOLFPARK,103310,X,,,F,N,5.453715505424342,52.529300625044236
GP-76,ONT,GOLFPARK,103010,X,,,F,N,5.4550121127070765,52.53013682822586
GP-75,ONT,GOLFPARK,103010,PRIMAIR,,,F,N,5.454863408246382,52.529927294419764
GP-74,ONT,GOLFPARK,103010,X,,,F,N,5.45472881943938,52.52972524774378
GP-73,ONT,GOLFPARK,103010,X,,,F,N,5.454714798714669,52.52950003494294
GP-72,ONT,GOLFPARK,103010,X,,,F,N,5.454736114978247,52.529274334637606
GP-121,ONT,GOLFPARK,103310,X,,,F,N,5.454110761983797,52.52888357301966
GP-122,ONT,GOLFPARK,103310,X,,,F,N,5.45398570111115,52.52857583882771
GP-123,ONT,GOLFPARK,103310,X,,,F,N,5.454197319522452,52.52835888351518
GP-124,ONT,GOLFPARK,103310,X,,,F,N,5.454003886847083,52.52814942778057
GP-125,ONT,GOLFPARK,103310,X,,,F,N,5.4543755433045185,52.529029933440725
GP-71,ONT,GOLFPARK,103010,X,,,F,N,5.454759967289701,52.52904970235398
GP-70,ONT,GOLFPARK,103010,X,,,F,N,5.454782185898589,52.52882653591065
GP-69,ONT,GOLFPARK,103010,X,,,F,N,5.4548097523204975,52.528602620454826
GP-68,ONT,GOLFPARK,103010,X,,,F,N,5.454833576204523,52.528379147495336
GP-67,ONT,GOLFPARK,103010,X,,,F,N,5.454851565028908,52.528156064306714
GP-66,ONT,GOLFPARK,103010,X,,,F,N,5.454859746845354,52.5279089188113
GP-65,ONT,GOLFPARK,103010,X,,,F,N,5.454631940992931,52.52774220019599
GP-64,ONT,GOLFPARK,103010,X,,,F,N,5.454397407062577,52.52755906522099
GP-63,ONT,GOLFPARK,103010,X,,,F,N,5.454409139236961,52.52733868179028
GP-62,ONT,GOLFPARK,103010,X,,,F,N,5.454433440796288,52.52711834513289
GP-61,ONT,GOLFPARK,103010,X,,,F,N,5.454459062554255,52.52689424204407
GP-130,ONT,GOLFPARK,103010,X,,,F,N,5.454199270862109,52.52728794181098
GP-131,ONT,GOLFPARK,103010,X,,,F,N,5.453952183095772,52.52746225463246
GP-132,ONT,GOLFPARK,103010,X,,,F,N,5.453708523718725,52.527634524896214
GP-139,ONT,GOLFPARK,103010,X,,,F,N,5.452203805817344,52.5286968466524
GP-138,ONT,GOLFPARK,103010,X,,,F,N,5.452453056859092,52.52852118824341
GP-137,ONT,GOLFPARK,103010,X,,,F,N,5.4526923207014875,52.528349408340304
GP-136,ONT,GOLFPARK,103010,X,,,F,N,5.452911906591255,52.52819493037081
GP-135,ONT,GOLFPARK,103010,X,,,F,N,5.453171752956321,52.52801336890173
GP-134,ONT,GOLFPARK,103010,X,,,F,N,5.4534370965641665,52.527823957896295
GP-133,ONT,GOLFPARK,103010,X,,,F,N,5.453752831060513,52.52797377827621
GP-77,ONT,GOLFPARK,103010,X,,,F,N,5.4550374389090805,52.53041992142971
