FID,hectomtrng,afstand,wvk_id,wvk_begdat,zijde,hecto_lttr,gdb_geomattr_data,shape
hectopunten.1,28,250,370374011,2001-06-01T00:00:00, , ,,POINT (185262.45100000128 487250.10500000045)
hectopunten.2,27,151,370374011,2001-06-01T00:00:00, , ,,POINT (185170 487285)
hectopunten.3,26,50,370374011,2001-06-01T00:00:00, , ,,POINT (185077.9389999993 487325.90199999884)
hectopunten.4,175,19,376422001,2003-06-01T00:00:00, , ,,POINT (188036.10599999875 511140.83399999887)
hectopunten.5,174,118,376422001,2003-06-01T00:00:00, , ,,POINT (188114.51099999994 511080.1070000008)
hectopunten.6,173,215,376422001,2003-06-01T00:00:00, , ,,POINT (188197.21400000155 511029.6490000002)
hectopunten.7,172,316,376422001,2003-06-01T00:00:00, , ,,POINT (188290.30700000003 510992.91800000146)
hectopunten.8,171,416,376422001,2003-06-01T00:00:00, , ,,POINT (188386.5940000005 510963.83100000024)
hectopunten.9,170,514,376422001,2003-06-01T00:00:00, , ,,POINT (188480.33399999887 510936.6710000001)
hectopunten.10,169,615,376422001,2003-06-01T00:00:00, , ,,POINT (188577.56599999964 510910.0229999982)
hectopunten.11,168,715,376422001,2003-06-01T00:00:00, , ,,POINT (188674.19299999997 510883.5399999991)
hectopunten.12,167,817,376422001,2003-06-01T00:00:00, , ,,POINT (188772.49700000137 510856.59699999914)
hectopunten.13,165,1016,376422001,2003-06-01T00:00:00, , ,,POINT (188964.19099999964 510804.05900000036)
hectopunten.14,166,915,376422001,2003-06-01T00:00:00, , ,,POINT (188867.53700000048 510830.5489999987)
hectopunten.15,9,0,463565031,2004-04-01T00:00:00, , ,,POINT (231583.22199999914 582865.6009999998)
hectopunten.16,507,17,312318003,2004-12-01T00:00:00, , ,,POINT (156033.86100000143 459270.76900000125)
hectopunten.17,656,722,443409001,2006-07-01T00:00:00, ,z,,POINT (222245.54800000042 504951.3060000017)
hectopunten.18,655,620,443409001,2006-07-01T00:00:00, ,z,,POINT (222144.19099999964 504962)
hectopunten.19,654,520,443409001,2006-07-01T00:00:00, ,z,,POINT (222044.09299999848 504956.10500000045)
hectopunten.20,653,419,443409001,2006-07-01T00:00:00, ,z,,POINT (221943.9459999986 504949.04300000146)
hectopunten.21,652,321,443409001,2006-07-01T00:00:00, ,z,,POINT (221845.3999999985 504942.4930000007)
hectopunten.22,651,220,443409001,2006-07-01T00:00:00, ,z,,POINT (221745.2749999985 504937.68499999866)
hectopunten.23,650,119,443409001,2006-07-01T00:00:00, ,z,,POINT (221643.8740000017 504931.4299999997)
hectopunten.24,649,18,443409001,2006-07-01T00:00:00, ,z,,POINT (221544.22700000182 504920.0379999988)
hectopunten.25,644,4,442409020,2006-07-01T00:00:00, ,o,,POINT (221051.03700000048 504848.0379999988)
hectopunten.26,3,2,430262003,2010-03-01T00:00:00, ,c,,POINT (215085.69399999827 431484.58399999887)
hectopunten.27,608,4,391395044,2010-11-01T00:00:00, , ,,POINT (195768.6400000006 497971.5150000006)
hectopunten.28,255,119,194378002,2011-01-01T00:00:00, , ,,POINT (97096.4609999992 489457.63699999824)
hectopunten.29,253,319,194378002,2011-01-01T00:00:00, , ,,POINT (97174.4375 489641.8977999985)
hectopunten.30,250,619,194378002,2011-01-01T00:00:00, , ,,POINT (97287.55939999968 489919.71020000055)
hectopunten.31,256,19,194378002,2011-01-01T00:00:00, , ,,POINT (97057.48050000146 489365.51480000094)
hectopunten.32,254,219,194378002,2011-01-01T00:00:00, , ,,POINT (97135.54699999839 489549.686999999)
hectopunten.33,252,419,194378002,2011-01-01T00:00:00, , ,,POINT (97212.43400000036 489734.4120000005)
hectopunten.34,251,519,194378002,2011-01-01T00:00:00, , ,,POINT (97250.41200000048 489826.87999999896)
hectopunten.35,249,719,194378002,2011-01-01T00:00:00, , ,,POINT (97323.59800000116 490012.8220000006)
hectopunten.36,40,105,308203001,2011-10-01T00:00:00, , ,,POINT (154540.53200000152 401541.19299999997)
hectopunten.37,39,5,308203001,2011-10-01T00:00:00, , ,,POINT (154445.0080000013 401511.05900000036)
hectopunten.38,45,7,177205021,2011-10-01T00:00:00, ,a,,POINT (88773.11499999836 402909.381000001)
hectopunten.39,500,11,436279011,2011-08-01T00:00:00, , ,,POINT (218427.10399999842 439951.21499999985)
hectopunten.40,49,86,206169014,2011-09-01T00:00:00, , ,,POINT (103056.86400000006 384897.01900000125)
hectopunten.41,50,186,206169014,2011-09-01T00:00:00, , ,,POINT (103095.94900000095 384988.86100000143)
hectopunten.42,173,143,249186013,2011-12-01T00:00:00, , ,,POINT (124643.51749999821 393236.59430000186)
hectopunten.43,174,42,249186013,2011-12-01T00:00:00, , ,,POINT (124606.51399999857 393329.66600000113)
hectopunten.44,172,244,249186013,2011-12-01T00:00:00, , ,,POINT (124699.50259999931 393153.0626000017)
hectopunten.45,35,52,281175031,2011-12-01T00:00:00, , ,,POINT (140616.39400000125 387756.51000000164)
hectopunten.46,90,181,345186027,2011-11-01T00:00:00, , ,,POINT (173037.99049999937 393626.1565999985)
hectopunten.47,89,81,345186027,2011-11-01T00:00:00, , ,,POINT (172977.9299999997 393545.9530000016)
hectopunten.48,44,506,277153001,2011-11-01T00:00:00, , ,,POINT (138826.62200000137 377058.34899999946)
hectopunten.49,42,306,277153001,2011-11-01T00:00:00, , ,,POINT (138802.7749999985 376859.8539999984)
hectopunten.50,40,106,277153001,2011-11-01T00:00:00, , ,,POINT (138780.28500000015 376661.13599999994)
hectopunten.51,43,406,277153001,2011-11-01T00:00:00, , ,,POINT (138814.7349999994 376959.13599999994)
hectopunten.52,41,206,277153001,2011-11-01T00:00:00, , ,,POINT (138790.84899999946 376760.56799999997)
hectopunten.53,39,6,277153001,2011-11-01T00:00:00, , ,,POINT (138774.2749999985 376561.3299999982)
hectopunten.54,20,857,301150023,2011-11-01T00:00:00, , ,,POINT (151353.1700000018 374450.9780000001)
hectopunten.55,18,657,301150023,2011-11-01T00:00:00, , ,,POINT (151240.89699999988 374616.4829999991)
hectopunten.56,16,457,301150023,2011-11-01T00:00:00, , ,,POINT (151130.41840000078 374783.19629999995)
hectopunten.57,14,257,301150023,2011-11-01T00:00:00, , ,,POINT (151021.60399999842 374951.0029999986)
hectopunten.58,12,57,301150023,2011-11-01T00:00:00, , ,,POINT (150906.33549999818 375114.1024999991)
hectopunten.59,19,757,301150023,2011-11-01T00:00:00, , ,,POINT (151296.76399999857 374533.5469999984)
hectopunten.60,17,557,301150023,2011-11-01T00:00:00, , ,,POINT (151185.41299999878 374699.6770000011)
hectopunten.61,15,357,301150023,2011-11-01T00:00:00, , ,,POINT (151075.8289999999 374866.98099999875)
hectopunten.62,13,157,301150023,2011-11-01T00:00:00, , ,,POINT (150967.3299999982 375034.98600000143)
hectopunten.63,1238,271,363196008,2011-12-01T00:00:00, , ,,POINT (181863.33350000158 397793.1262000017)
hectopunten.64,1239,371,363196008,2011-12-01T00:00:00, , ,,POINT (181900.17700000107 397700.2829999998)
hectopunten.65,1237,171,363196008,2011-12-01T00:00:00, , ,,POINT (181826.3990000002 397886.1970000006)
hectopunten.66,1236,71,363196008,2011-12-01T00:00:00, , ,,POINT (181789.51949999854 397979.1308000013)
hectopunten.67,237,248,364172070,2011-11-01T00:00:00, , ,,POINT (182349.14719999954 386462.0784999989)
hectopunten.68,235,48,364172070,2011-11-01T00:00:00, , ,,POINT (182155.30900000036 386414.2479999997)
hectopunten.69,238,348,364172070,2011-11-01T00:00:00, , ,,POINT (182441.66299999878 386500.30799999833)
hectopunten.70,236,148,364172070,2011-11-01T00:00:00, , ,,POINT (182253.44999999925 386433.1959999986)
hectopunten.71,20,2,335180005,2011-11-01T00:00:00, , ,,POINT (167875.91699999943 390277.381000001)
hectopunten.72,98,52,236181012,2011-11-01T00:00:00, , ,,POINT (118434.7899999991 390867.61400000006)
hectopunten.73,92,57,237181044,2011-11-01T00:00:00, , ,,POINT (118937.72700000182 390540.9930000007)
hectopunten.74,93,102,237181045,2011-11-01T00:00:00, , ,,POINT (118857.01300000027 390600.44099999964)
hectopunten.75,94,2,237181045,2011-11-01T00:00:00, , ,,POINT (118770.5399999991 390650.2340000011)
hectopunten.76,19,9,335180004,2011-11-01T00:00:00, , ,,POINT (167838.7410000004 390184.51399999857)
hectopunten.77,131,54,232186001,2011-11-01T00:00:00, , ,,POINT (116257.11300000176 393170.3139999993)
hectopunten.78,129,254,232186001,2011-11-01T00:00:00, , ,,POINT (116361.87049999833 393000.9957999997)
hectopunten.79,130,154,232186001,2011-11-01T00:00:00, , ,,POINT (116314.47300000116 393088.59899999946)
hectopunten.80,128,354,232186001,2011-11-01T00:00:00, , ,,POINT (116400.61499999836 392908.9059999995)
hectopunten.81,127,454,232186001,2011-11-01T00:00:00, , ,,POINT (116449.16899999976 392821.5009999983)
hectopunten.82,90,190,245197006,2011-11-01T00:00:00, , ,,POINT (122980.74100000039 398790.94999999925)
hectopunten.83,89,90,245197006,2011-11-01T00:00:00, , ,,POINT (122884.78400000185 398819.2470000014)
hectopunten.84,35,18,213187001,2011-10-01T00:00:00, , ,,POINT (106623.66750000045 393756.183699999)
hectopunten.85,34,118,213187001,2011-10-01T00:00:00, , ,,POINT (106669.32400000095 393667.5229999982)
hectopunten.86,33,218,213187001,2011-10-01T00:00:00, , ,,POINT (106715.2100000009 393578.6730000004)
hectopunten.87,32,318,213187001,2011-10-01T00:00:00, , ,,POINT (106759.38699999824 393488.9670000002)
hectopunten.88,31,418,213187001,2011-10-01T00:00:00, , ,,POINT (106799.31599999964 393397.29100000113)
hectopunten.89,30,518,213187001,2011-10-01T00:00:00, , ,,POINT (106837.7100000009 393304.9549999982)
hectopunten.90,29,618,213187001,2011-10-01T00:00:00, , ,,POINT (106876.24799999967 393212.6799999997)
hectopunten.91,822,12,350169009,2011-10-01T00:00:00, , ,,POINT (175475.89799999818 384529.85500000045)
hectopunten.92,821,113,350169009,2011-10-01T00:00:00, , ,,POINT (175536.10200000182 384449.3110000007)
hectopunten.93,820,213,350169009,2011-10-01T00:00:00, , ,,POINT (175595.95699999854 384369.2019999996)
hectopunten.94,15,105,312183007,2011-10-01T00:00:00, , ,,POINT (156343.9200000018 391904.1420000009)
hectopunten.95,14,5,312183007,2011-10-01T00:00:00, , ,,POINT (156255.7580000013 391951.6479999982)
hectopunten.96,263,120,364158014,2012-01-01T00:00:00, , ,,POINT (182182.57699999958 378978.0639999993)
hectopunten.97,264,20,364158014,2012-01-01T00:00:00, , ,,POINT (182136.0527999997 379066.57129999995)
hectopunten.98,38,0,359258018,2012-01-01T00:00:00, , ,,POINT (179758.2100000009 429073.42599999905)
hectopunten.99,53,16,306144014,2012-01-01T00:00:00, ,a,,POINT (153503.40199999884 372050.54300000146)
hectopunten.100,88,132,290173027,2011-12-01T00:00:00, , ,,POINT (145463.25 386549.0009999983)
hectopunten.101,87,32,290173027,2011-12-01T00:00:00, , ,,POINT (145387.188000001 386612.9219999984)
hectopunten.102,84,175,290174001,2011-12-01T00:00:00, , ,,POINT (145230.5549999997 386866.37099999934)
hectopunten.103,83,75,290174001,2011-12-01T00:00:00, , ,,POINT (145165.22949999943 386942.05260000005)
hectopunten.104,230,59,363172032,2011-12-01T00:00:00, , ,,POINT (181657.42300000042 386436.90900000185)
hectopunten.105,231,158,363172032,2011-12-01T00:00:00, , ,,POINT (181756.65100000054 386425.3909999989)
hectopunten.106,1244,491,363195006,2011-12-01T00:00:00, , ,,POINT (182084.53200000152 397235.6499999985)
hectopunten.107,1242,291,363195006,2011-12-01T00:00:00, , ,,POINT (182010.82499999925 397421.4600000009)
