FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
open_tunnelbak.70,258901,527517,593,Erica,17H-313,17H-313-02,Erica,Verdiepte weg (HRL) onder de Ericasestraat,Open tunnelbak,Droog,HWN,A37,in RW,258.901,527.517,2006,17H-313-00,1687,RWS NN / NN District Oost,1687,,,POINT (258901 527517)
open_tunnelbak.138,145234,484965,1019,Kasteelpoort,26C-324,26C-324-03,Kasteelpoort,Busbaan in het Fongerspad onder de rijksweg,Open tunnelbak,Droog,HWN,A6,niet RW,145.234,484.965,1983,26C-324-00,1675,RWS MN / MN District Noord,1675,,,POINT (145234 484965)
open_tunnelbak.157,84515,457969,1206,Landscheidingsweg,30G-005,30G-005-04,Landscheidingsweg,Verdiepte weg nabij Wassenaar,Open tunnelbak,Droog,HWN,A44,in RW,84.515,457.969,2003,30G-005-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (84515 457969)
open_tunnelbak.184,86630,454180,1259,Spoorwegviaduct,30G-312,30G-312-01,Spoorwegviadukt,Viadukt in de spoorlijn Den-Haag-Rotterdam over rijksweg,Open tunnelbak,Droog,HWN,A4,,86.63,454.18,,30G-312-00,1217,n.v.t.,1217,,,POINT (86630 454180)
open_tunnelbak.202,101398,459906,1298,Brug Oostvaart,30H-146,30H-146-02,Oostervaart verdiepte weg,Verdiepte weg voor voetgangers en fietsers,Open tunnelbak,Droog,HWN,N11,niet RW,101.398,459.906,1995,30H-146-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (101398 459906)
open_tunnelbak.454,142394,411632,2443,Burgemeester Schweitzer Tunnel,45C-122,45C-122-02,Burgemeester Schweitzer Tunnel ,Verdiepte weg in de Tunnelweg,Open tunnelbak,Droog,HWN,A59,in RW,142.394,411.632,1974,45C-122-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (142394 411632)
open_tunnelbak.497,91883,393983,2603,Kortendijkpoort,49F-100,49F-100-03,Kortendijkpoort verdiepte weg West,Westelijk verdiepteweg in de Gordelweg,Open tunnelbak,Droog,HWN,A58,in RW,91.883,393.983,1969,49F-100-00,1682,RWS ZN / ZN District West,1682,,,POINT (91883 393983)
open_tunnelbak.499,91960,393942,2605,Kortendijkpoort,49F-100,49F-100-05,Kortendijkpoort verdiepte weg Oost,Oostelijk verdiepte weg in de Gordelweg,Open tunnelbak,Droog,HWN,A58,niet RW,91.96,393.942,1969,49F-100-00,1682,RWS ZN / ZN District West,1682,,,POINT (91960 393942)
open_tunnelbak.534,161289,396057,2704,Nijnsel,51E-121,51E-121-01,Nijnsel,Verdiepte ligging in de Rijksweg onder de Nijnselseweg,Open tunnelbak,Droog,HWN,A50,in RW,161.289,396.057,2004,51E-121-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (161289 396057)
open_tunnelbak.904,186337,560522,3226,Sythuzen,11C-116,11C-116-03,Sythuzen,Verdiepte weg in de oude rijksweg onder rijksweg 32,Open tunnelbak,Droog,HWN,A32,in RW,186.337,560.522,1990,11C-116-00,1686,RWS NN / NN District West,1686,,,POINT (186337 560522)
open_tunnelbak.1251,109929,515244,3590,Regulierstunnel,19A-305,19A-305-03,Regulierstunnel bakconstructie,Bakconstructie in de rijksweg,Open tunnelbak,Droog,HWN,N9,in RW,109.929,515.244,1974,19A-305-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (109929 515244)
open_tunnelbak.1478,210489,524077,3817,Blankenstein,21F-306,21F-306-01,Blankenstein - West,Westelijke verdiepte weg onder spoorlijn Meppel Hoogeveen,Open tunnelbak,Droog,HWN,A32,in RW,210.489,524.077,1991,21F-306-00,1679,RWS ON / ON District Noord,1679,,,POINT (210489 524077)
open_tunnelbak.1614,106752,499785,3972,Wijkerbroek,25A-132,25A-132-03,Wijkerbroek,Verdiepte weg onder de rijksweg,Open tunnelbak,Droog,HWN,A22,niet RW,106.752,499.785,1995,25A-132-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (106752 499785)
open_tunnelbak.1812,110506,483177,4172,Hoofdweg,25D-181,25D-181-03,Hoofdweg Noord,Verdiepte weg in de hoofdweg west in beheer bij gemeente,Open tunnelbak,Droog,HWN,A5,niet RW,110.506,483.177,2000,25D-181-00,1666,RWS WNN / WNN District Zuid,1666,,,POINT (110506 483177)
open_tunnelbak.1813,110523,483187,4173,Hoofdweg,25D-181,25D-181-04,Hoofdweg Zuid,Verdiepte weg in de hoofdweg oost in beheer bij provincie,Open tunnelbak,Droog,HWN,A5,niet RW,110.523,483.187,2000,25D-181-00,1666,RWS WNN / WNN District Zuid,1666,,,POINT (110523 483187)
open_tunnelbak.2252,248837,478385,4619,'t Schilttunnel,28G-322,28G-322-01,'t Schilttunnel,"Verdiepte weg onder Oosterbosweg, spoorlijn en Schildweg",Open tunnelbak,Droog,HWN,A1,in RW,248.837,478.385,1984,28G-322-00,1678,RWS ON / ON District Oost,1678,,,POINT (248837 478385)
open_tunnelbak.2268,252986,477627,4635,Noorkeveld,28H-308,28H-308-02,Noorkeveld,Verdiepte weg in rijksweg,Open tunnelbak,Droog,HWN,A1,in RW,252.986,477.627,1987,28H-308-00,1678,RWS ON / ON District Oost,1678,,,POINT (252986 477627)
open_tunnelbak.2491,109118,457258,4875,Spoorlaan Zwammerdam,31C-119,31C-119-02,Spoorlaan,Verdiepte weg in de spoorlaan,Open tunnelbak,Droog,HWN,N11,niet RW,109.118,457.258,2004,31C-122-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (109118 457258)
open_tunnelbak.2536,111109,453341,4921,Verdiepte weg N11 / RW12,31D-303,31D-303-01,Verdiepte weg aansluiting N11 / RW12,Verdiepte weg nabij Broekvelden ,Open tunnelbak,Droog,HWN,A12,in RW,111.109,453.341,1976,31D-303-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (111109 453341)
open_tunnelbak.2655,138520,453220,5044,Koningsweg / Amelisweerd,31H-021,31H-021-01,Tunnelbak Amelisweerd,Verdiepte ligging in de rijksweg,Open tunnelbak,Droog,HWN,A27,in RW,138.52,453.22,1982,31H-552-00,1676,RWS MN / MN District Zuid,1676,,,POINT (138520 453220)
open_tunnelbak.3175,89615,438422,5579,Knooppunt Kleinpolderplein,37E-003,37E-00316,Broekstuk West,Broekstuk in de verdiepte weg Hoek van Holland - Gouda (moot 1 - 10),Open tunnelbak,Droog,HWN,A20,in RW,89.615,438.422,1969,37E-107-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (89615 438422)
open_tunnelbak.3177,89720,438466,5581,Knooppunt Kleinpolderplein,37E-003,37E-003-01,Verdiepte weg,Verdiepte weg in de rijksweg Hoek van Holland - Gouda (moot 11 - 23),Open tunnelbak,Droog,HWN,A13,in RW,89.72,438.466,1969,37E-107-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (89720 438466)
open_tunnelbak.3259,87067,438124,5677,Spoortunnel Schiedam noord,37E-304,37E-304-01,Spoortunnel toerit Schiedam,Verdiepte weg in de toerit rw20 onder de Spoorlijn Delft-Schiedam,Open tunnelbak,Droog,HWN,A20,in RW,87.067,438.124,1979,37E-304-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (87067 438124)
open_tunnelbak.3261,87072,438060,5679,Spoortunnel Schiedam,37E-315,37E-315-01,Spoortunnel Schiedam,Verdiepte weg onder de Spoorlijn Delft-Schiedam,Open tunnelbak,Droog,HWN,A20,in RW,87.072,438.06,1985,37E-315-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (87072 438060)
open_tunnelbak.3283,96194,440408,5702,Knooppunt Terbregseplein,37F-003,37F-00311,Bakconstructie spoorlijn inclusief Pompkelder,Bakconstructie RW16 Li  met Pompkelder onder spoorlijn Rotterdam-Gouda,Open tunnelbak,Droog,HWN,A16,in RW,96.194,440.408,1966,37F-134-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (96194 440408)
open_tunnelbak.4225,105679,422687,6681,Hugo van Gijntunnel,44A-128,44A-128-01,Hugo van Gijntunnel ,Tunnelbak in de weg  ,Open tunnelbak,Droog,HWN,N3,niet RW,105.679,422.687,1969,44A-128-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (105679 422687)
open_tunnelbak.4235,104169,423868,6692,Glazenstraat,44A-300,44A-300-03,Glazenstraat Oostelijke / westelijke tunnelbak,Oostelijke / westelijke tunnelbak in de Glazenstraat,Open tunnelbak,Droog,HWN,A16,niet RW,104.169,423.868,1973,44A-300-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (104169 423868)
open_tunnelbak.4412,149542,414534,6876,Bokkelaere,45A-311,45A-311-03,De Bokkelaren,Verdiepte weg in de Empelse Schans,Open tunnelbak,Droog,HWN,A59,in RW,149.542,414.534,1975,45A-311-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (149542 414534)
open_tunnelbak.4424,150352,415301,6888,Taxandriatunnel,45B-100,45B-100-03,Taxandriatunnel,Tunnelbak in de Burg. Godschalxstraat,Open tunnelbak,Droog,HWN,A2,in RW,150.352,415.301,1970,45B-100-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (150352 415301)
open_tunnelbak.4437,152154,413307,6903,Spoortunnel Rosmalen,45B-303,45B-303-01,naam onbekend,Verdiepte weg in de hfd.rijbaan onder de spoorlijn 's Hertogenbosch - Nijmegen (hrl & hrr),Open tunnelbak,Droog,HWN,A2,in RW,152.154,413.307,1969,45B-303-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (152154 413307)
open_tunnelbak.4545,169605,407099,7014,Groenewoud,45G-126,45G-126-03,Groenewoud verdiepte weg,Verdiepte weg in de zuidelijke randweg onder de rijksweg,Open tunnelbak,Droog,HWN,A50,in RW,169.605,407.099,2002,45G-126-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (169605 407099)
open_tunnelbak.5218,179083,365627,7744,Ouwijck,57F-308,57F-308-01,Ouwijck,Onderdoorgang in de Molenweg,Open tunnelbak,Droog,HWN,A2,in RW,179.083,365.627,1987,57F-308-00,1684,RWS ZN / ZN District Zuid-Oost,1684,,,POINT (179083 365627)
open_tunnelbak.5534,109035,400020,8102,Leursebaan,44C-107,44C-107-02,Leursebaan,Tunnelbak onder de rijksweg in de verlegde Leursebaan,Open tunnelbak,Droog,HWN,A16,in RW,109.035,400.02,2003,44C-107-00,1682,RWS ZN / ZN District West,1682,,,POINT (109035 400020)
open_tunnelbak.5718,160475,415308,8341,Den Hoan,45E-001,45E-001-03,Den Hoan,Verdiepte ligging in de Weerscheut,Open tunnelbak,Droog,HWN,A59,niet RW,160.475,415.308,2005,45E-001-00,1683,RWS ZN / ZN District Midden,1683,,,POINT (160475 415308)
