DOSSIERNR;REGISTR_OMS;TYPE_OMS;LOKATIEAAND;STATUS_OMS;DDINDIENING;DD_AFGEHANDELD;DD_BESCHIKKING_VERLEEND;DD_GEWEIGERD;DD_TIJDELIJKE_VERGUNNING;DD_BUITEN_BEHANDELING;DD_INGETROKKEN;DD_RECHTSWEGE;DD_NIET_VERGUNNINGPLICHTIG;DD_OVERIG_ONBEPAALD;BUURT;WIJK;STADSDEEL;COUNTER;X;Y;LONG;LAT
202202175;het veranderen van de woning Kijkduinsestraat 918 door het maken van een constructieve doorbraak;Aanvraag Wabo;Kijkduinsestraat 918 ;Einde beschikkingsfase: beschikking afgegeven;2022-02-05;2022-06-01;2022-06-01;;;;;;;;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;11;75349.959;453600.536;4.225623181225654;52.06496448920328
202202174;het gedeeltelijk slopen van het pand Kijkduinsestraat 918 ten behoeve van de uitvoering van een bouwplan;Sloopmelding;Kijkduinsestraat 918;Einde sloopmededeling afgegeven;2022-02-05;2022-02-23;;;;;;;;2022-02-23;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;12;75349.959;453600.536;4.225623181225654;52.06496448920328
202202159;het dichtbouwen van de carport bij de woning Melkeppe 60 en veranderen tot wonen;Aanvraag Wabo;Melkeppe 60;Einde beschikkingsfase: beschikking afgegeven;2022-02-04;2022-03-28;2022-03-28;;;;;;;;De Bras;Ypenburg;Leidschenveen-Ypenburg;13;86088.463;450143.484;4.382900947946041;52.03533604423182
202202158;het vergroten van de woning Maurits de Brauwweg 21 door het vergroten van de dakkapel in het achterdakvlak;Aanvraag Wabo;Maurits de Brauwweg 21;Afgehandeld;2022-02-04;2022-05-23;;2022-05-23;;;;;;;Duttendel;Westbroekpark en Duttendel;Scheveningen;14;81072.514;458199.083;4.308066787257156;52.1070839170675
202202154;het vergroten van de woning Van Boetzelaerlaan 63 door het maken van een uitbouw aan de achterzijde, een uitbouw aan bestaande bijkeuken en het maken van een constructieve doorbraak;Aanvraag Wabo;Van Boetzelaerlaan 63 ;Afgehandeld;2022-02-04;2022-04-28;;;;2022-04-28;;;;;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;15;78613.6;456115.906;4.272646755068933;52.08802908630216
202119824;het veranderen van de winkel Weimarstraat 343 door het plaatsen van een ventilatiebuis op de achtergevel;Toezicht;Weimarstraat 343;Afgehandeld;2022-01-11;2022-03-21;;;;;;;;2022-03-21;Valkenboskwartier;Valkenboskwartier;Segbroek;16;78807.443;454422.371;4.275852886963786;52.07283654576521
202200468;"het gedeeltelijk slopen van het pand Spaarneplein 2 ten behoeve van de uitvoering van een bouwplan 

";Sloopmelding;Spaarneplein 2;Einde sloopmededeling afgegeven;2022-01-10;2022-01-28;;;;;;;;2022-01-28;Rivierenbuurt-Zuid;Stationsbuurt;Centrum;17;82288.492;454439.855;4.326615449836322;52.073461679668384
202200444;het veranderen van de gevel van de woningen Nicolaistraat 82 en 82A door het vervangen van de kozijnen ;Aanvraag Wabo;Nicolaistraat 82 en 82A;Afwijking bouwplan;2022-01-10;2022-03-07;2022-03-07;;;;;;;;Stadhoudersplantsoen;Duinoord;Scheveningen;18;78987.647;455721.636;4.278191393636694;52.08453740661892
202200444;het veranderen van de gevel van de woningen Nicolaistraat 82 en 82A door het vervangen van de kozijnen ;Aanvraag Wabo;Nicolaistraat 82 en 82A;Afwijking bouwplan;2022-01-10;2022-03-07;2022-03-07;;;;;;;;Stadhoudersplantsoen;Duinoord;Scheveningen;19;78987.023;455723.161;4.278181951277162;52.08455102561777
202118607;het veranderen van de zijgevel van het kantoor Dr. Lelykade 22 door het plaatsen van 1 reclame-uiting;Toezicht;Dr. Lelykade 22 ;Afgehandeld;2022-01-10;2022-08-16;;;;;;;;2022-08-16;Vissershaven;Scheveningen;Scheveningen;20;78470.636;457460.347;4.270259294947873;52.10009134843159
202118565;het vergroten van de woning Platostraat 26 door het plaatsen van een dakkapel aan de voorzijde;Toezicht;Platostraat 26 ;Ingekomen;2022-01-10;;;;;;;;;;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;21;87087.67;452994.098;4.396894486844879;52.06107784432679
202200428;het veranderen en samenvoegen van de woningen Koningsplein 18 en De Perponcherstraat 95B door het realiseren van interne constructieve doorbraken en de zijgevel door het verwijderen van een deur en het toevoegen van een raam ;Aanvraag Wabo;Koningsplein 18;Einde beschikkingsfase: beschikking afgegeven;2022-01-10;2022-06-09;2022-06-09;;;;;;;;Koningsplein e.o.;Regentessekwartier;Segbroek;22;79635.356;455194.22;4.287756259469565;52.07988623528725
202200428;het veranderen en samenvoegen van de woningen Koningsplein 18 en De Perponcherstraat 95B door het realiseren van interne constructieve doorbraken en de zijgevel door het verwijderen van een deur en het toevoegen van een raam ;Aanvraag Wabo;Koningsplein 18;Einde beschikkingsfase: beschikking afgegeven;2022-01-10;2022-06-09;2022-06-09;;;;;;;;Koningsplein e.o.;Regentessekwartier;Segbroek;23;79642.808;455189.074;4.287866089588577;52.079841004034
202203378;het veranderen van de gevel van de woning Breedstraat 122A door het vervangen van de kozijnen;Toezicht;Breedstraat 122A;Ingekomen;2022-03-21;;;;;;;;;;Kortenbos;Centrum;Centrum;24;80608.936;455037.607;4.301990895679166;52.07861046673001
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;25;81816.3;453301.683;4.319973114751949;52.06317095427002
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;26;81647.592;453152.828;4.317545254499298;52.061810908730784
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;27;81722.175;453218.629;4.318618554152606;52.062412120730976
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;28;81740.255;453234.57;4.31887874405873;52.0625577708517
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;29;81862.853;453342.778;4.320643075538514;52.06354641498431
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;30;81879.647;453357.622;4.320884762667413;52.06368203206379
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;31;81932.586;453404.332;4.321646649723016;52.06410879087179
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;32;81769.365;453260.241;4.319297669580653;52.0627923203301
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;33;81809.572;453295.748;4.319876289742783;52.063116728743445
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;34;81769.365;453260.241;4.319297669580653;52.0627923203301
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;35;81746.443;453240.025;4.318967796366256;52.06260761223498
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;36;81752.333;453245.218;4.319052560151445;52.06265505960245
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;37;81857.839;453338.352;4.320570916708513;52.063505977400396
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;38;81758.271;453250.453;4.319138014961819;52.0627028907016
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;39;81884.59;453361.981;4.320955901188813;52.06372185796911
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;40;81871.255;453350.204;4.320763990965832;52.06361426019311
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;41;81785.46;453274.472;4.31952928852753;52.06292233915123
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;42;81664.853;453167.958;4.317793670525724;52.061949164494116
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;43;81671.149;453173.615;4.317884251679038;52.062000836328465
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;44;81908.663;453383.216;4.3213023547750815;52.06391586953577
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;45;81722.175;453218.629;4.318618554152606;52.062412120730976
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;46;81915.774;453389.489;4.321404695307127;52.06397318196315
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;47;81890.713;453367.383;4.32104402165841;52.063771212799885
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;48;81845.116;453327.121;4.320387814633361;52.06340336661204
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;49;81796.69;453284.393;4.319690899132899;52.06301298146868
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;50;81845.116;453327.121;4.320387814633361;52.06340336661204
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;51;81683.308;453184.34;4.318059227898007;52.06209882924915
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;52;81857.839;453338.352;4.320570916708513;52.063505977400396
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;53;81785.46;453274.472;4.31952928852753;52.06292233915123
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;54;81790.929;453279.303;4.319607992777691;52.062966477250114
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;55;81689.419;453189.73;4.318147169664525;52.06214807691816
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;56;81695.53;453195.12;4.318235111624751;52.062197324521634
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;57;81884.59;453361.981;4.320955901188813;52.06372185796911
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;58;81695.53;453195.12;4.318235111624751;52.062197324521634
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;59;81734.187;453229.22;4.318791419048018;52.062508888887656
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;60;81740.255;453234.57;4.31887874405873;52.0625577708517
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;61;81740.255;453234.57;4.31887874405873;52.0625577708517
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;62;81879.647;453357.622;4.320884762667413;52.06368203206379
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;63;81779.801;453269.473;4.319447850190782;52.062876666101275
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;64;81752.333;453245.218;4.319052560151445;52.06265505960245
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;65;81700.04;453199.098;4.318300014072562;52.06223367083943
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;66;81862.853;453342.778;4.320643075538514;52.06354641498431
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;67;81879.647;453357.622;4.320884762667413;52.06368203206379
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;68;81851.748;453332.975;4.320483258505729;52.0634568511122
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;69;81653.066;453157.644;4.317624030956982;52.06185491401301
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;70;81774.1;453264.433;4.319365808438775;52.0628306189839
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;71;81803.703;453290.579;4.319791825328094;52.06306950052762
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;72;81700.04;453199.098;4.318300014072562;52.06223367083943
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;73;81908.663;453383.216;4.3213023547750815;52.06391586953577
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;74;81764.522;453255.964;4.319227974396168;52.06275324347966
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;75;81779.801;453269.473;4.319447850190782;52.062876666101275
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;76;81896.664;453372.633;4.321129666993854;52.06381917887287
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;77;81851.748;453332.975;4.320483258505729;52.0634568511122
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;78;81796.69;453284.393;4.319690899132899;52.06301298146868
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;79;81664.853;453167.958;4.317793670525724;52.061949164494116
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;80;81816.3;453301.683;4.319973114751949;52.06317095427002
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;81;81671.149;453173.615;4.317884251679038;52.062000836328465
202117422;het veranderen van de gevels van de woningen Neherkade 1860 tot en met 2920 door het vervangen van de lage galerij- en balkonhekken;Toezicht;Neherkade 1860 tot en met 2920;Ingekomen;2022-03-18;;;;;;;;;;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;82;81832.99;453316.416;4.320213305232707;52.0633055614486
