FID,loc_nr,oid,loc_type,loc_des,roadnumber,roadname,first_name,secnd_name,junct_ref,exit_nr,hstart_pos,hend_pos,hstart_neg,hend_neg,hecto_char,hecto_dir,pos_in,pos_out,neg_in,neg_out,dir,area_ref,lin_ref,inter_ref,pos_off,neg_off,urban_code,pres_pos,pres_neg,far_away,city_distr,top_sign,type_code,mw_ref,rw_nr,aw_ref,gdb_geomattr_data,shape
brug_66.152,7031,1378,P3.2,Brug,A1, ,Eembrug,Eem,0, ,346,347,347,343, ,1,0,0,0,0, ,2380,3000,0,7033,7030,0,1,1,0, , ,3,0,1,434,,POINT (149594.47690000013 470070.5720999986)
brug_66.187,7077,1413,P3.2,Brug,A1, ,IJsselbrug,IJssel,0, ,983,987,987,983, ,1,0,0,0,0, ,2261,3002,0,7078,7076,0,1,1,0, , ,3,0,1,610,,POINT (208180.10049999878 471749.3663999997)
brug_66.235,7181,1461,P3.2,Brug,A10, ,brug over het Noordhollands Kanaal,Noordhollands Kanaal,0, ,34,35,35,34, ,1,0,0,0,0, ,2415,3015,0,7182,7180,0,1,1,0, , ,3,0,10,421,,POINT (123918.01779999956 491508.72100000083)
brug_66.250,7197,1476,P3.2,Brug,A10, ,Rozenoordbrug,Amstel,0, ,169,170,170,169, ,1,0,0,0,0, ,2415,3017,0,7198,7195,0,1,1,0, , ,3,0,10,421,,POINT (121739.10119999945 482831.1345999986)
brug_66.253,7200,1479,P3.2,Brug,A10, ,Schinkelbrug,Nieuwe Meer,0, ,207,208,208,207, ,1,0,0,0,0, ,2415,3017,0,7201,7199,0,1,1,0, , ,3,0,10,421,,POINT (118248.91580000147 483421.0593000017)
brug_66.306,7290,1532,P3.2,Brug,A12, ,Galecopperbrug,Amsterdam-Rijnkanaal,0, ,593,596,596,593, ,1,0,0,0,0, ,2402,3020,0,7291,7289,0,1,1,0, , ,3,0,12,434,,POINT (135120.6774000004 452530.64719999954)
brug_66.338,7326,1564,P3.2,Brug,A12, ,IJsselbrug,IJssel,0, ,1348,1353,1353,1348, ,1,0,0,0,0, ,2366,3022,0,7327,7325,0,1,1,0, , ,3,0,12,645,,POINT (196415.1132999994 443052.39460000023)
brug_66.363,7381,1589,P3.2,Brug,A12 hrb,A12 Hoofdrijbaan,Galecopperbrug,Amsterdam-Rijnkanaal,0, ,593,596,596,593, ,1,0,0,0,0, ,2402,3030,0,7382,7380,0,1,1,0, , ,3,0,12,434,,POINT (135350.12530000135 452495.10060000047)
brug_66.386,7422,1612,P3.2,Brug,A15, ,Suurhoffbrug,Hartelkanaal,0, ,266,268,268,266, ,1,0,0,0,0, ,2536,3059,0,7423,7421,0,1,1,0, , ,3,0,15,427,,POINT (66947.22399999946 439549.0309999995)
brug_66.388,7424,1614,P3.2,Brug,A15, ,Dintelhavenbrug,Dintelhaven,0, ,293,296,296,293, ,1,0,0,0,0, ,2536,3059,0,7425,7423,0,1,1,0, , ,3,0,15,427,,POINT (69233.9160999991 439309.2078999989)
brug_66.432,7474,1658,P3.2,Brug,A15, ,brug over het Merwedekanaal,Merwedekanaal,0, ,977,978,978,977, ,1,0,0,0,0, ,2492,3057,0,7476,7472,0,1,1,0, , ,3,0,15,427,,POINT (127004.47170000151 428757.9910000004)
