Ministerie;handelsnaam na kvk;5000 - Vervoer en verblijfkosten overig;5110 - Verblijf extern;5210 - Wagenpark;Eindtotaal
I & M;Kasteel Elsloo B.V.;;1;;1
I & M;Kees Leijen & Zoon Olieprodukten;1;;1;1
I & M;Kistje vol Smaak!;;1;;1
I & M;Klompenboom B.V.;;1;;1
I & M;KOSTER GOEDE HERDERKERK;;1;;1
I & M;KPN Consulting B.V.;;1;;1
I & M;Kraaybeekerhof Facilitair B.V.;;1;;1
I & M;Kwikstraat B.V.;;;1;1
I & M;Lagaay International B.V.;1;;;1
I & M;Lamboo Kunst Werk;;1;;1
I & M;Landgoed de Horst B.V.;;1;;1
I & M;Lang + Gelukkig;;1;;1
I & M;Lazuli Zaalverhuur;;1;;1
I & M;LE:EN Restaurant B.V.;;1;;1
I & M;Life Recruitment B.V.;;;1;1
I & M;Lijm & Cultuur B.V.;;1;;1
I & M;LINDNER HOTEL en CITY LOUNGE ANTWERP;;1;;1
I & M;Liuwherne;;1;;1
I & M;LOFT Alle ruimte;;1;;1
I & M;Lugdunum Hotel B.V.;;1;;1
I & M;LUMENZ;;1;;1
I & M;Maison van den Boer Mus.kwart. 's-Hertogenb.;;1;;1
I & M;Manutan B.V.;;1;;1
I & M;Marcus Import;;1;;1
I & M;Mario Verkade t.h.o.d.n. Premio;;;1;1
I & M;Maritech Marine B.V.;1;;;1
I & M;Maxon Motor Benelux B.V.;;;1;1
I & M;Meerwold B.V.;;1;;1
I & M;Meet & Connect 's-Hertogenbosch B.V.;;1;;1
I & M;Meet & Discover! - Station033 B.V.;;1;;1
I & M;Meet Berlage B.V.;;1;;1
I & M;Meeting at Home;;1;;1
I & M;Meetinq B.V.;;1;;1
I & M;Mercure Den Haag Central;;1;;1
I & M;Michiel de Zeeuw;;1;;1
I & M;Millers;;1;;1
I & M;Mister Giant;;1;;1
I & M;Mostert Consult. Creativity/Innov. Management;;;1;1
I & M;Motocom;1;;;1
I & M;Motrac Intern Transport B.V.;;;1;1
I & M;MR Motoren B.V.;;;1;1
I & M;Museum Catering Den Haag B.V.;;1;;1
I & M;MuseumcafÃ© De Kribbe;;1;;1
I & M;MUSEUMKWARTIER B.V.;;1;;1
I & M;N.V. Port of Den Helder;1;;;1
I & M;N.V. PWN Waterleidingbedrijf Noord-Holland;;1;;1
I & M;Nationaal Fruitpark B.V.;;1;;1
I & M;Natuur en Milieufederatie Flevoland;;1;;1
I & M;NIOZ Haven B.V.;1;;;1
I & M;Noord Nederlandse Reinigingsdienst B.V.;1;;;1
I & M;O Utrecht;;1;;1
I & M;ODV Maritiem B.V.;1;;;1
I & M;Odyssey Hotel Breda B.V.;;1;;1
I & M;Oliehandel Klaas de Boer B.V.;1;;1;1
I & M;Oliehandel Van Hulst V.O.F.;;;1;1
I & M;Omni Mobilae Binnen;;1;;1
I & M;Pageshuis B.V.;;1;;1
I & M;PAK Aanhangwagens Kruiningen;;;1;1
I & M;PARK PLAZA UTRECHT;;1;;1
I & M;Parkhuis Lombok;;1;;1
I & M;Parnassia aan Zee B.V.;;1;;1
I & M;Partycentrum-Restaurant 'Boerderij Mereveld';;1;;1
I & M;PC plus;1;;;1
I & M;PDS Professional Driving Solutions B.V.;;;1;1
I & M;Peinemann Heftrucks B.V.;;;1;1
I & M;Pellenaer Events B.V.;;1;;1
I & M;PETERHEAD PORT AUTHORITY;1;;;1
I & M;Peutz B.V.;;;1;1
I & M;Pijl Horeca B.V.;;1;;1
I & M;Pilkington's;;1;;1
I & M;POL Heteren B.V.;;;1;1
I & M;Ponthoeve V.O.F.;;1;;1
I & M;Post Workboats B.V.;;;1;1
I & M;Postillion Haren B.V.;;1;;1
I & M;Pouw Vervoer B.V.;;1;;1
I & M;Praxair;1;;1;1
I & M;Press Play;;1;;1
I & M;Prokwadraat;;1;;1
I & M;Promenade Hotel B.V.;;1;;1
I & M;Puur Amsterdam;;1;;1
I & M;Q-Park Operations Netherlands I B.V.;1;;;1
I & M;Radio Tol IJmuiden;1;;;1
I & M;Rederij Noordgat;1;;;1
I & M;Regardz Business Center;;1;;1
I & M;Register Holland;1;;;1
I & M;REGUS AMSTERDAM;;1;;1
I & M;REM eiland Restaurant;;1;;1
I & M;Renewi Nederland B.V.;1;;;1
I & M;RESTAURANT ALLEMANSGEEST;;1;;1
I & M;Restaurant Belle van Zuylen B.V.;;1;;1
I & M;Restaurant Boathouse Almere B.V.;;1;;1
I & M;Restaurant Grevelingen B.V.;;1;;1
I & M;Rijksvastgoedbedrijf;;1;;1
I & M;Roodenberg Staalkabels B.V.;1;;;1
I & M;Rosco Catering / Party-Service;;1;;1
I & M;RuimTeUtrecht B.V.;;1;;1
I & M;S.B.I. Zonheuvel B.V.;;1;;1
I & M;SBS Veerdiensten Produktiemiddelen B.V.;1;;;1
I & M;Scania Nederland B.V.;;;1;1
I & M;Schapenboerderij Wolphaartsdijk;;1;;1
I & M;Seabiscuit Software B.V.;;1;;1
I & M;Sensio IT;;1;;1
I & M;Servicebureau Zebra;;1;;1
I & M;SHIP AHOY;;1;;1
I & M;Show Rental B.V.;;1;;1
I & M;Simonis Oude Visafslag B.V.;;1;;1
I & M;Sleep- en Bergingsbedrijf FBT B.V.;1;;;1
I & M;Sleepdienst Scheveningen B.V.;1;;1;1
I & M;Smaak Utrecht;;1;;1
I & M;s-Molenaarsbrug B.V.;;1;;1
I & M;Social Impact Factory Utrecht B.V.;;1;;1
I & M;Sofitel Brussels Europe;;1;;1
I & M;Spaces Rotterdam B.V.;;1;;1
I & M;Specktakel B.V.;;1;;1
I & M;Sportfondsen Welzijn Delft B.V.;;1;;1
I & M;Spring House B.V.;;1;;1
I & M;St. Helenaheuvel B.V.;;1;;1
I & M;Stadscafe De Waag B.V.;;1;;1
I & M;Stads-Koffyhuis;;1;;1
I & M;Steengracht Artware;;1;;1
I & M;Sticht. Hogesch. voor de Kunsten Utrecht/HKU;;1;;1
I & M;Stichting Automotive Campus Helmond;;1;;1
I & M;Stichting Beheer Derdengelden Advoc;;1;;1
I & M;Stichting LVP;;1;;1
I & M;Stichting Molen de Ster;;1;;1
I & M;Stichting Museum Spakenburg;;1;;1
I & M;Stichting Nederland Bouwt V.O.C. Retourschip;;1;;1
I & M;Stichting Podium 0950;;1;;1
I & M;Stichting Utrechts Centrum voor de Kunsten;;1;;1
I & M;Stichting Vermeer Centrum Delft;;1;;1
I & M;Still Intern Transport B.V.;;;1;1
I & M;Stomerij Bottelier;1;;;1
I & M;Strandpaviljoen Thalassa B.V.;;1;;1
I & M;Struin;;1;;1
I & M;Studio Riquois;;1;;1
I & M;Synergie-Identiteit & Merkstrategie;;1;;1
I & M;t Goude Hooft Exploitatie B.V.;;1;;1
I & M;t Misverstant B.V.;;1;;1
I & M;'t Oude Tolhuys B.V.;;1;;1
I & M;t Raodhoes B.V.;;1;;1
I & M;Taartenwinkel.nl B.V.;;1;;1
I & M;Tauro Beheer B.V.;;1;;1
I & M;Taxi De Vlieger Holding B.V.;1;;;1
I & M;Te Werve B.V.;;1;;1
I & M;Technisch Handelsburo Visser Assen B.V.;;;1;1
I & M;Techtext;;1;;1
I & M;Tekakwitha Zeeverkenners;;1;;1
I & M;Telder Bouw en Industrie B.V.;1;;;1
I & M;Telegrootgebruik B.V.;;1;;1
I & M;Telstar 1963 N.V.;;1;;1
I & M;Th. van Leeuwen Horeca Exploitatie B.V.;;1;;1
I & M;The Baker Company Benelux B.V.;;;1;1
I & M;Theaterhotel De Oranjerie B.V.;;1;;1
I & M;tHUIS aan de Amstel;;1;;1
I & M;Tilkema Horeca B.V.;;1;;1
I & M;Touringcarbedrijf Betuwe Express B.V.;;;1;1
I & M;Tower Leisure B.V.;;1;;1
I & M;Toyota Material Handling Nederland B.V.;;;1;1
I & M;Transparant;;1;;1
I & M;Transport Service Terschelling B.V.;1;;;1
I & M;Trigion Safety B.V.;1;;;1
I & M;Tyrilo B.V.;;1;;1
I & M;V.O.F. Donselaar;;1;;1
I & M;V.O.F. Frank;;1;;1
I & M;V.O.F. Restaurant Bataviahaven;;1;;1
I & M;V.O.F. Verbeek;1;;;1
I & M;Van de Gruiter B.V.;1;;;1
I & M;Van der Pol Autoverhuur B.V.;1;;1;1
I & M;Van der Valk Hotel Almere B.V.;;1;;1
I & M;VAN DER VALK HOTEL DEN HAAG B.V.;;1;;1
I & M;Van der Valk Hotel Dordrecht B.V.;;1;;1
I & M;Van der Valk Hotel Middelburg B.V.;;1;;1
I & M;Van Gansewinkel Nederland B.V.;1;;;1
I & M;Van Gent Autoverhuur B.V.;;;1;1
I & M;VAN HEUGTEN TOURS;;;1;1
I & M;Van Laar Visserij Ketting B.V.;1;;;1
I & M;Van Ouds 't Dorpshuis;;1;;1
I & M;Van Uffelen Mode;;;1;1
I & M;VCU TCD B.V.;1;;;1
I & M;Veerdienst Afferden V.O.F.;1;;;1
I & M;Veilig Verkeer Nederland;;;1;1
I & M;Veilingmeester B.V.;;1;;1
I & M;Verbeek Autoverhuur;;;1;1
I & M;Vereniging Het Werktuig;;1;;1
I & M;Vereniging tot Behoud van Natuurmonumenten;;1;;1
I & M;Vergadercentrum Vredenburg;;1;;1
I & M;Verschoor Sliedrecht B.V.;;;1;1
I & M;Verspoor Advies B.V.;;1;;1
I & M;Vesper Hotel;;1;;1
I & M;Via Futura;;1;;1
I & M;Victor Adviezen en Produkties;;1;;1
I & M;Viego Fashion B.V.;;;1;1
I & M;Villa Oldenhoff V.O.F.;;1;;1
I & M;Vink Lisse B.V.;;;1;1
I & M;Visafslag Lauwersoog B.V.;1;;;1
I & M;Visafslag Stellendam B.V.;;;1;1
I & M;Vital Change B.V.;;1;;1
I & M;VRIENDSCHAP cafÃ© restaurant;;1;;1
I & M;Vroeg B.V.;;1;;1
I & M;VT Sport Incompany;;1;;1
I & M;Waddenrecreatiebedrijf 'Neptunus';1;;;1
I & M;Wagenborg Passagiersdiensten B.V.;1;;;1
I & M;Wagenborg Watertaxi B.V.;1;;;1
I & M;Waterproof Events B.V.;;1;;1
I & M;Watertaxi Rotterdam B.V.;1;1;;1
I & M;Weer een Los;;1;;1
I & M;Wijma Kampen B.V.;1;;;1
I & M;Wind in De Wilgen;;1;;1
I & M;Woudschoten - KNVB V.O.F.;;1;;1
I & M;Wrld Tr. Cent. Schiphol Bus. & Confer. Center;;1;;1
I & M;YNNO B.V.;;1;;1
I & M;ZOMO Dagbesteding B.V.;;1;;1
I & M;Zonnewind Zeilreizen B.V.;;1;;1
I & M;Zuid Nederlandse Theatermaatschappij B.V.;;1;;1
I & M;Zuiver Horeca B.V.;;1;;1
I & M;Zwart Techniek B.V.;1;;;1
OCW;Aeilkema Organisatie Coach;;1;;1
OCW;Aristo Holding;;1;;1
OCW;Assen Hotel;;1;;1
OCW;Bastion Hotels;;1;;1
OCW;Bestuur Stichting Driessen;;1;;1
OCW;Bilderberg Hotels;;1;;1
OCW;Bos & Bos Catering (incl. Brasserie Bites, DOT, Huis de Beurs, Sterrebos);;1;;1
OCW;Brasserie Het Vliegerhuys;;1;;1
OCW;Car detailing noord;;;1;1
OCW;Carlton Hotel;1;;;1
OCW;CDEF Holding (incl. Meeting Masters, Meeting Plaza, Seats2meet, Cyberdigma, Mindz);;1;;1
OCW;Century Autogroep (incl. BMC Groningen);;;1;1
OCW;CROWNE PLAZA;;1;;1
OCW;De Hall;;1;;1
OCW;De Millinger Theetuin;;1;;1
OCW;De Pijp;;1;;1
OCW;De Prom Utrecht (incl. Vredenburg);;1;;1
OCW;De Sniep Restaurant & Hotel;;1;;1
OCW;De Tolhuistuin;;1;;1
OCW;De Voltage (Bullit House);;1;;1
OCW;DLB Exploitatie;;1;;1
OCW;Doornbos Autobusbedrijf en Chauffeursdiensten;1;;;1
OCW;Droom van Zwolle;;1;;1
OCW;Ediction;;1;;1
OCW;Eetlust;;1;;1
OCW;EHM Hotels (incl. Apollo Hotels & Resorts);;1;;1
OCW;Engels Grandcaf�/Restaurant/Zalen;;1;;1
OCW;Fletcher Hotel Restaurant (incl. Hampshire Hotel Apeldoorn);;1;;1
OCW;Geling's Langste Autowasstraat;;;1;1
OCW;Golden Tulip;;1;;1
OCW;Green Wheels;;;1;1
OCW;H.J. Weggeman;;1;;1
OCW;Het Klooster;;1;;1
OCW;Het Voshuys;;1;;1
OCW;Horeca IJsseldelta Stadion;;1;;1
OCW;HowAboutYou;;1;;1
OCW;Ibg Advies/Kunstkamer;;1;;1
OCW;Impresariaat Kunsten;;1;;1
OCW;JAARBEURS UTRECHT;;1;;1
OCW;Jouke de Jong;;;1;1
OCW;Karel V Utrecht Grand Hotel;;1;;1
OCW;Keizer Culinair/Het Kookplein;;1;;1
OCW;Kook en Proefstudio Den Haag;;1;;1
OCW;LE:EN Restaurant;;1;;1
OCW;Leon Masselink;1;;;1
OCW;M. Rijskamp;;1;;1
OCW;Made in 4Havens;;1;;1
OCW;MBO Raad;;1;;1
OCW;Mercure Hotels;;;1;1
OCW;Metaal Kathedraal;;1;;1
OCW;Mokum/Groningen Events;;1;;1
OCW;Muziekgebouw Aan 't IJ;;1;;1
OCW;New Standard;;1;;1
OCW;Nijmegen Evenementen;;1;;1
OCW;Oud-Katholieke Kerk van Nederland;;1;;1
OCW;P. Loobuyck;;1;;1
OCW;Puur Events;;1;;1
OCW;Rahandusministeerium;1;;;1
OCW;Regardz (incl. Iassociate);;1;;1
OCW;Sanders Tweewielers;;1;;1
OCW;Solbeach Strandpaviljoen;;1;;1
OCW;Space Rode Olifant B.V.;;1;;1
OCW;Spring House;;1;;1
OCW;Stg Fondsenwerving Museum Spakenburg;1;;;1
OCW;Stg Grafisch Lyceum Utrecht;;1;;1
OCW;Stg Het Huis Utrecht;;1;;1
OCW;Stg Het Nationale Park De Hoge Veluwe;;1;;1
OCW;Stg Launch Caf�;;1;;1
OCW;Swoolish;;1;;1
OCW;Taxibedrijf Poll;;;1;1
OCW;The Pool Holding (vh The Kitchen);;1;;1
OCW;Tyrilo (incl. Oscars restaurant);;1;;1
OCW;Van der Valk Hotels;;1;;1
OCW;Van Heugten Tours (incl. Bert Flink);1;;;1
OCW;Vitam Catering (V'Business);;1;;1
OCW;W.S.J. Folker;;1;;1
OCW;Waar;;1;;1
OCW;Wereldwinkel;;1;;1
OCW;Wessels, G.E.;;1;;1
OCW;Zaalverhuur 7;;1;;1
OCW;Zwarte Woud Vastgoed;;1;;1
SZW;(Empowerment) vereniging: 'Sterk in jouw schoenen staan';;1;;1
SZW;7AM B.V.;;1;;1
SZW;A. Grimes;;;1;1
SZW;A.G. Advies B.V.;;1;;1
SZW;Actys Wonen B.V.;;;1;1
SZW;Aletha Steijns Communicatie;;1;;1
SZW;Amazing Bread Company B.V.;;1;;1
SZW;Ardis Organisatieontwikkeling B.V.;;1;;1
SZW;B.V. Don Bosco;;1;;1
SZW;Behr Groep Nederland B.V.;;1;;1
SZW;Beijk Catering Service B.V.;;1;;1
SZW;De (Mobiele Telefoon) Inbouwspecialist B.V.;;;1;1
SZW;De Baak B.V.;;1;;1
SZW;De Horeca Academie Zakelijk B.V.;;1;;1
SZW;De Reehorst' B.V.;;1;;1
SZW;Dietz Dröge & van Loo B.V.;;1;;1
SZW;Driessen Auto VIII B.V.;;;1;1
SZW;Driessen Auto XV B.V.;;;1;1
SZW;Driessen Autolease B.V.;;;1;1
SZW;E.van der Geld Administraties;;1;;1
SZW;Eenhoorn Meeting Center B.V.;;1;;1
SZW;Engels B.V.;;1;;1
SZW;First Service One B.V.;;1;;1
SZW;Greenwheels Shared Service B.V.;;;1;1
SZW;H.J.H. Vieberink;;;1;1
SZW;Het Muntgebouw-Utrecht B.V.;;1;;1
SZW;HTM Specials B.V.;;;1;1
SZW;INSPIRATIE OP LOCATIE B.V.;;1;;1
SZW;J.C. van der Velden;;;1;1
SZW;J.P.M. van Gruijthuijsen B.V.;;1;;1
SZW;Jaarbeurs B.V.;;1;;1
SZW;KeyCompliance B.V.;;1;;1
SZW;Kindermediair B.V.;;1;;1
SZW;Koetshuis Partycentrum;;1;;1
SZW;Koninklijk Instituut van Ingenieurs;;1;;1
SZW;KRONENBURG PROMOTIE & BEGELEIDING B.V.;;1;;1
SZW;Le Bistroquet B.V.;;1;;1
SZW;Lidewij & Spijker B.V.;;1;;1
SZW;Logacom B.V.;;1;;1
SZW;M.T. Philips;;;1;1
SZW;N.B.C. Exploitatie B.V.;;1;;1
SZW;O. Nwabuzo;;;1;1
SZW;Overheden PB GRoep B.V.;;;1;1
SZW;Plein 10a B.V.;;1;;1
SZW;Q-Park Operations Netherlands II B.V.;;;1;1
SZW;Re De Velopment B.V.;;1;;1
SZW;Regus Breda Business Park B.V.;;1;;1
SZW;Research for Inclusion;;1;;1
SZW;RuimTeUtrecht B.V.;;1;;1
SZW;Seyda Buurman, diversity consultant,;;1;;1
SZW;Speakers Academy Special Projects B.V.;;1;;1
SZW;Stichting Beheer Synagoge;;1;;1
SZW;Stichting Culturele Ambassade;;1;;1
SZW;STICHTING DRAKENBURG;;1;;1
SZW;Stichting ECHO, Expertisecentrum Diversiteitsbeleid;;1;;1
SZW;Stichting Nationaal Monument Nederlands Slavernijverleden;;1;;1
SZW;Stichting Ocan;;1;;1
SZW;Stichting Parkeergelden Nederland;;;1;1
SZW;Stichting Recht op Meedoen;;1;;1
SZW;Stichting Saxion;;1;;1
SZW;Stichting Vernieuwing Theaters Diligentia en PePijn;;1;;1
SZW;Taxi Service Michel;;;1;1
SZW;Te Werve B.V.;;1;;1
SZW;Tobias Beheer B.V.;;;1;1
SZW;Tweewielerservice Bert van Eeten h/o;;;1;1
SZW;Van Zoelen Onroerend Goed B.V.;;1;;1
SZW;Vereniging Ons Suriname;;1;;1
SZW;Vereniging VNO-NCW;;1;;1
SZW;Vereniging Vrijwillige Brandweer van Soest;;1;;1
SZW;Vermaat Leisure B.V.;;1;;1
SZW;Vermey Culinair;;1;;1
SZW;Vital Change B.V.;;1;;1
SZW;Weg met Mental Slavery;;1;;1
SZW;ZÃ©lide B.V.;;1;;1
VWS;Albron Nederland B.V.;;1;;1
VWS;Aristo Amsterdam B.V.;;1;;1
VWS;Banketbakkerij Theo Blom V.O.F.;;1;;1
VWS;Bar Restaurant Pavlov B.V.;;1;;1
VWS;bol.com B.V.;;1;;1
VWS;Catering Oud London B.V.;;1;;1
VWS;Christelijke Hogeschool Windesheim;;1;;1
VWS;Co. Van Beek Tweewielers;;;1;1
VWS;Company Sandwich;;1;;1
VWS;Compass Group Nederland B.V.;;1;;1
VWS;Connexxion Taxi Services B.V.;;;1;1
VWS;DE KEUKEN VAN THIJS;;1;;1
VWS;De Pudding;;1;;1
VWS;De Utrechtse Haven B.V.;;1;;1
VWS;De Witte Zwaan B.V.;;1;;1
VWS;Diner Thuis;;1;;1
VWS;Dudok Den Haag B.V.;;1;;1
VWS;Eenhoorn Meeting Center;;1;;1
VWS;Everts Car Rental N.V.;;;1;1
VWS;Exploitatiemij. Grand Hotel Karel V B.V.;;1;;1
VWS;Firma Hof der Muzen;;1;;1
VWS;For Conference B.V.;;1;;1
VWS;G. van Beek & Zn. Kalveren B.V.;;1;;1
VWS;Gran Mercado B.V.;;1;;1
VWS;Graveertechniek Nederland B.V.;;;1;1
VWS;Hampshire Exploitatie I B.V.;;1;;1
VWS;Het Kookplein;;1;;1
VWS;Het Muntgebouw-Utrecht B.V.;;1;;1
VWS;Het Notuleercentrum B.V.;;1;;1
VWS;Hogeschool Domstad Facilitaire Zaken B.V.;;1;;1
VWS;Holding Beheermaatschappij Ropeni B.V.;;1;;1
VWS;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;1;;1
VWS;Hotel-Caf�-Restaurant De Biltsche Hoek;;1;;1
VWS;IBG Advies;;1;;1
VWS;Jaarbeurs B.V.;;1;;1
VWS;Jaarbeurs Catering Services B.V.;;1;;1
VWS;KAV Autoverhuur B.V.;;;1;1
VWS;Kemetyl Professional B.V.;;;1;1
VWS;KIT Hotel B.V.;;1;;1
VWS;La Cantina di David B.V.;;1;;1
VWS;La Vina B.V.;;1;;1
VWS;MariÃ«nhof Amersfoort B.V.;;1;;1
VWS;Meeting Plaza Utrecht B.V.;;1;;1
VWS;Millers;;1;;1
VWS;Motus B.V.;;1;;1
VWS;Museum Catering Den Haag B.V.;;1;;1
VWS;MUSEUMKWARTIER B.V.;;1;;1
VWS;Novotel Rotterdam Brainpark;;1;;1
VWS;Restaurant De Basiliek B.V.;;1;;1
VWS;Restaurant Tafel aan de Gracht.;;1;;1
VWS;Seats2Meet.com Utrecht B.V.;;1;;1
VWS;Sioo B.V.;;1;;1
VWS;Stichting Arminius;;1;;1
VWS;Stichting Humanity House;;1;;1
VWS;Stichting Institute for Positive Health;;1;;1
VWS;Stichting Internat. Perscentrum 'Nieuwspoort';;1;;1
VWS;Stichting Sekondant;;1;;1
VWS;Taxibedrijf Van der Wijst;;;1;1
VWS;The Commons Holding B.V.;;1;;1
VWS;Umami Restaurant B.V.;;1;;1
VWS;Van der Valk Utrecht;;1;;1
VWS;Vergadercentrum Vredenburg;;1;;1
VWS;Villa Jongerius;;1;;1
VWS;Vroeg B.V.;;1;;1
VWS;Winterhuis B.V.;;1;;1
VWS;Wittebrug;;;1;1
VWS;Het Nieuwe Kantoor Deskbookers;;1;;1
VWS;Lakemedelsverket;;1;;1
VWS;Floris machinebouw en Onderhoud;;;1;1
VWS;Car Beauty Centre;;;1;1
VWS;De Lunterense Boer;;1;;1
VWS;SBGP P1 On Street BV;;;1;1
VWS;St. Jeugdwerk Jong Bonaire;;1;;1
VWS;Stichting NIOZ CNSI;;1;;1
VWS;De Tijd. BV ho     vh Byblos;;1;;1
VWS;Koelgroep Dijkstra Geelhoed bv D&G Airco-Service;;;1;1
VWS;Schevers Schalkwijk BV Carrosseriebedrijf;;;1;1
VWS;A30 Trucks B.V.;;;1;1
VWS;Aannemingsbedrijf Van der Meer;;;1;1
VWS;Autobedrijf Van Hugten B.V.;;;1;1
VWS;Bultman Bedrijfsautoverhuur;;;1;1
VWS;Carrosseriefabriek Harderwijk B.V.;;;1;1
VWS;Cornelissen Projectbegeleiding;;;1;1
VWS;E-bike2work B.V.;;;1;1
VWS;Europcar Autoverhuur Nederland, Den Haag;;;1;1
VWS;HMB Restaurant;;1;;1
VWS;Koel en Airco Service KAS;;;1;1
VWS;Moving Intelligence B.V.;;;1;1
VWS;On-Route Car Facility Group;;;1;1
VWS;Profile Ren� De Fietsspecialist;;;1;1
VWS;Van der Ham Beheer B.V.;;;1;1
VWS;Tweede Kamer der Staten Generaal;;1;;1
VWS;A&D Catering;;1;;1
VWS;Barlot B.V.;;1;;1
VWS;EHM Hotel Amsterdam Apollo B.V.;;1;;1
VWS;Federatie Medisch Specialisten;;1;;1
VWS;Free Logic;;;1;1
VWS;Hervormd Centrum;;1;;1
VWS;Hot. Expl. Maatsch. G.M. van der Werf B.V.;;1;;1
VWS;Hotel Breukelen;;1;;1
VWS;Hotel DOM;;1;;1
VWS;International Car Cleaning Pitlo B.V.;;;1;1
VWS;Landg. Hotel-Restaurant Groot Warnsborn B.V.;;1;;1
VWS;Maatschap FTAC;;1;;1
VWS;Mien catering;;1;;1
VWS;Scheel Nederland B.V.;;;1;1
VWS;Stg. Pharos Expert.centrum Gezondheidsversch.;;1;;1
VWS;Stichting Lux;;1;;1
VWS;Stichting Sphinx;;1;;1
VWS;Stichting Wijkcentrum De Stolp;;1;;1
VWS;Strandweg 9 B.V.;;1;;1
AZ;7AM B.V.;;2;;2
AZ;Kasteel Oud-Poelgeest B.V.;;2;;2
AZ;Novotel Breda;;2;;2
BZ;Mercedes-Benz Leiden;;;2;2
BZK;7AM DEN HAAG;;2;;2
BZK;Anna Vastgoed Beheer B.V.;;2;;2
BZK;Atlantic Hotel Exploitatie B.V.;;2;;2
BZK;Avis Autoverhuur;;;2;2
BZK;BOURGONJE;;2;;2
BZK;Eenhoorn Meeting Center;;2;;2
BZK;Engels Conference Center B.V.;;2;;2
BZK;Exploit. Maatsch. De Nwe Poort Amsterdam B.V.;;2;;2
BZK;Inalise B.V.;;;2;2
BZK;Kasteel Oud-Poelgeest B.V.;;2;;2
BZK;Kings Shop;;;2;2
BZK;LEASEPLAN NED;;;2;2
BZK;New Babylon Meeting Center B.V.;;2;;2
BZK;Park-line B.V.;;;2;2
BZK;Regus;;2;;2
BZK;STILL INTERN TRANSPORT;;;2;2
DEF;A. de Jong T.H. B.V.;;;2;2
DEF;Aebi Schmidt Nederland B.V.;;;2;2
DEF;Aero Marche B.V.;;;2;2
DEF;Albers Zeilmakerij B.V.;;;2;2
DEF;Alltime Tourist Complex Ltd. St Raphael Resort;;;2;2
DEF;Andrews Sykes B.V.;;;2;2
DEF;Anoniem 132;;;2;2
DEF;Anoniem 227;;;2;2
DEF;Anoniem 54;;;2;2
DEF;Anoniem 71;;;2;2
DEF;Arrow Trailways of Texas;;;2;2
DEF;ASECNA;;;2;2
DEF;Autobedrijf van den Udenhout B.V.;;;2;2
DEF;Autocentrum Castricum B.V.;;;2;2
DEF;Automobielbedrijf Centraal Aruba NV;;;2;2
DEF;Automotions MB Roosendaal;;;2;2
DEF;Autoplex Zevenaar B.V.;;;2;2
DEF;Autoschade J. Niesing B.V.;;;2;2
DEF;Autoschade Rijnders Amersfoort B.V.;;;2;2
DEF;Autoservice Pennings;;;2;2
DEF;Avis Rent a Car Systems, Inc;;;2;2
DEF;B.G. Freight Line B.V.';;;2;2
DEF;B.V. Rederij G. Doeksen en Zonen;;;2;2
DEF;Bandorama B.V.;;;2;2
DEF;Be-Ge Savas Seating B.V.;;;2;2
DEF;Bluekens Truck en Bus B.V.;;;2;2
DEF;BMW Den Haag B.V.;;;2;2
DEF;Boreal Travel As;;;2;2
DEF;BusPartners Amersfoort;;;2;2
DEF;Caribbean Shipping Agencies Ltd;;;2;2
DEF;CARIBE CAR RENTAL National rental;;;2;2
DEF;Carrosseriefabriek Veth Arnhem B.V.;;;2;2
DEF;Complete Store Van Dijk B.V.;;;2;2
DEF;Control Risks;;;2;2
DEF;Crown Automotives B.V.;;;2;2
DEF;De Vier Gewesten B.V.;;;2;2
DEF;DFDS Seaways IJmuiden B.V.;;;2;2
DEF;Dijssel B.V.;;;2;2
DEF;Don Andres N.V.;;;2;2
DEF;E.B. Bredow Hydraulick Heerhugowaard B.V.;;;2;2
DEF;Elzinga;;;2;2
DEF;Ematra Richttechniek B.V.;;;2;2
DEF;ESTMA Klaipeda Ltd.;;;2;2
DEF;Eurocross Assistance Netherlands B.V.;;;2;2
DEF;F�rsvarsmakten Swedish Armed Forces;;;2;2
DEF;Fletcher Landgoed Hotel Restaurant Avegoor;;2;;2
DEF;Garage De Muynck;;;2;2
DEF;Gelasakis Agencies Ltd.;;;2;2
DEF;Gomes Warmenhuizen;;;2;2
DEF;Grand Mediserve (GMS);;;2;2
DEF;Guardian Group (Fatum);;;2;2
DEF;Gulf Bunkering B.V.;;;2;2
DEF;Harry Meijer B.V.;;;2;2
DEF;Holland Inbouw;;;2;2
DEF;Hotel Contact B.V.;;2;;2
DEF;Intimus International Netherlands B.V.;;;2;2
DEF;ITS Hendrion B.V.;;;2;2
DEF;J.W.M. van Tiel;;;2;2
DEF;JCB;;;2;2
DEF;Kaitsev�gi (Estonian Defence Forces;;;2;2
DEF;Kenbri Fire Fighting B.V.;;;2;2
DEF;KLM Passagekantoor Eindhoven;;;2;2
DEF;Koks After Sales B.V.;;;2;2
DEF;Lemmens Motorsport;;;2;2
DEF;Louwman Den Haag B.V.;;;2;2
DEF;Machinefabriek J. van Geffen;;;2;2
DEF;Miles Trucking & Heavy Equipment Services N.V.;;;2;2
DEF;ModiForce B.V.;;;2;2
DEF;Motor Centrum West B.V.;;;2;2
DEF;Multi-Post Mail Systems B.V.;;;2;2
