verkiezing;cbs_gemeentecode;gemeente;cbs_wijkcode;wijknaam;cbs_buurtcode;buurtnaam;bag_referentienummer_stembureau;stembureau_naam;partij ;aantal_stemmen;stembureau_x;stembureau_y;latitude;longitude;wijk_x;wijk_y;wijk_latitude;wijk_longitude;buurt_x;buurt_y;buurt_latitude;buurt_longitude;woonplaats;nr_stembureau
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;CDA;153;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;VVD;338;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Partij van de Arbeid;139;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Socialistische Partij;68;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;GROENLINKS;65;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Christen Unie;24;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Democraten 66;112;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Staatkundig Gereformeerde Partij;6;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Partij voor de Dieren;15;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Mooi Utrecht;1;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Partij voor de Vrijheid;120;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;50PLUS;22;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040107;Omgeving Goudestein;3,331E+14;Gemeentekantoor;Platform Lokale Partijen Utrecht;0;130768;461900;5.214.476;503.320;132100;461987;5.214.560;552.647;130880;461879;52.144.572;5.034.836;Maarssen;1
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;CDA;145;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;VVD;106;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Partij van de Arbeid;165;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Socialistische Partij;85;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;GROENLINKS;28;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Christen Unie;29;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Democraten 66;56;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Staatkundig Gereformeerde Partij;17;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Partij voor de Dieren;17;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Mooi Utrecht;2;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Partij voor de Vrijheid;120;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;50PLUS;38;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040109;Lanenkwartier;3,331E+14;Woonzorgcentrum Maria Dommer;Platform Lokale Partijen Utrecht;1;131158;461849;5.214.432;503.890;132100;461987;5.214.560;552.647;131117;461984;52.145.525;5.038.299;Maarssen;2
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;3,331E+14;Basisschool de Klaroen;CDA;129;131379;462060;5.214.622;504.211;132100;461987;5.214.560;552.647;131371;462270;52.148.109;5.041.989;Maarssen;3
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;3,331E+14;Basisschool de Klaroen;VVD;159;131379;462060;5.214.622;504.211;132100;461987;5.214.560;552.647;131371;462270;52.148.109;5.041.989;Maarssen;3
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;3,331E+14;Basisschool de Klaroen;Partij van de Arbeid;134;131379;462060;5.214.622;504.211;132100;461987;5.214.560;552.647;131371;462270;52.148.109;5.041.989;Maarssen;3
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;3,331E+14;Basisschool de Klaroen;Socialistische Partij;68;131379;462060;5.214.622;504.211;132100;461987;5.214.560;552.647;131371;462270;52.148.109;5.041.989;Maarssen;3
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;3,331E+14;Basisschool de Klaroen;GROENLINKS;28;131379;462060;5.214.622;504.211;132100;461987;5.214.560;552.647;131371;462270;52.148.109;5.041.989;Maarssen;3
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;3,331E+14;Basisschool de Klaroen;Christen Unie;29;131379;462060;5.214.622;504.211;132100;461987;5.214.560;552.647;131371;462270;52.148.109;5.041.989;Maarssen;3
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;3,331E+14;Basisschool de Klaroen;Democraten 66;57;131379;462060;5.214.622;504.211;132100;461987;5.214.560;552.647;131371;462270;52.148.109;5.041.989;Maarssen;3
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;3,331E+14;Basisschool de Klaroen;Staatkundig Gereformeerde Partij;10;131379;462060;5.214.622;504.211;132100;461987;5.214.560;552.647;131371;462270;52.148.109;5.041.989;Maarssen;3
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;3,331E+14;Basisschool de Klaroen;Partij voor de Dieren;19;131379;462060;5.214.622;504.211;132100;461987;5.214.560;552.647;131371;462270;52.148.109;5.041.989;Maarssen;3
PS2011;G1904;Stichtse Vecht;WK190401;Maarssen;BU19040115;Zeeheldenbuurt;3,331E+14;Basisschool de Klaroen;Mooi Utrecht;1;131379;462060;5.214.622;504.211;132100;461987;5.214.560;552.647;131371;462270;52.148.109;5.041.989;Maarssen;3
