OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,AZIMUT,BRON,REF_PAALINSTALLATIE_PUIC,REF_OVERWEG_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
397,3e3ac9c1-12ed-44f1-b72b-f22229c4aa29,,60,Bestaand,,,Arcadis,,938fd9d5-200c-4244-a408-b04c719faf11,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.584213,"44,584213",4.114206,"4,114206",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170482.184,479215.43,52.30069612,5.61418043,Harderwijk - Putten,HD-PT,Vrije baan
398,678d4fef-f0d0-4317-9389-9754a98fe25d,,60,Bestaand,,,Arcadis,8d137fb1-5378-4d45-9a55-df3b66d37f7c,f2b58fd6-29fd-49fb-a7e9-cf6e47a9ad91,Zl-Wdn,Zwolle - Wierden ,206,,206,206__,Zwolle - Wierden,12.557244,"12,557244",-1.369427,"-1,369427",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,211807.961,493541.588,52.42672603,6.22241615,Heino,HNO,PPLG
399,0da5d3f0-42bb-4e00-95aa-16a9be41841a,,60,Bestaand,,,Arcadis,7ffd7e3e-bee6-46dc-ad8a-43c9f7e0ae38,f2b58fd6-29fd-49fb-a7e9-cf6e47a9ad91,Zl-Wdn,Zwolle - Wierden ,206,,206,206__,Zwolle - Wierden,12.552088,"12,552088",-7.666184,"-7,666184",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,211808.897,493549.654,52.42679842,6.22243128,Heino,HNO,PPLG
400,35d93284-1b15-4326-bab0-ae947c848d37,,60,Bestaand,,,Arcadis,,90db6fe7-b03a-4677-a47f-a7e436ba836b,Zp-Ww,Zutphen - Winterswijk ,607,b,607,607_b,Winterswijk,43.313302,"43,313302",5.291546,"5,291546",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,246088.925,443177.19,51.96953213,6.71278757,Winterswijk,WW,PPLG
401,e84e1f24-94e6-4aef-9459-fed9d353e8eb,,60,Bestaand,,,Arcadis,,90db6fe7-b03a-4677-a47f-a7e436ba836b,Zp-Ww,Zutphen - Winterswijk ,607,b,607,607_b,Winterswijk,43.304687,"43,304687",-4.786037,"-4,786037",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,246090.886,443190.3,51.96964962,6.71281958,Winterswijk,WW,PPLG
402,4ad9b06b-82b6-4eba-927e-ef0ac507fab8,,60,Bestaand,,,Fugro,,42f19516-d4e1-4393-a073-9a4bf3eda083,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,48.153674,"48,153674",-5.634603,"-5,634603",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,198329.947,357682.057,51.20687233,6.00723343,Roermond - Swalmen,RM-SM,Vrije baan
403,04faa0ae-8c19-4645-a4de-85a7acd352cb,,60,Bestaand,,,Fugro,,42f19516-d4e1-4393-a073-9a4bf3eda083,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,48.164401,"48,164401",-3.194623,"-3,194623",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,198337.949,357689.541,51.20693898,6.00734884,Roermond - Swalmen,RM-SM,Vrije baan
404,12cd1401-520e-4509-888d-a5514cb3a3b5,,60,Bestaand,,,Arcadis,ef2fddeb-192a-4722-869a-5cc18a28cecc,576506b0-fe2b-4ce4-8840-30c3cf17b03a,Zl-Wdn,Zwolle - Wierden ,206,,206,206__,Zwolle - Wierden,10.654423,"10,654423",3.613464,"3,613464",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,210461.438,494888.134,52.43896498,6.20284401,Heino - Zwolle,HNO-ZL,Vrije baan
405,6b9b20af-f0fa-42fa-b28f-732d3595477f,,60,Bestaand,,,Arcadis,,499416d1-edb6-4c79-b092-811cf85cb940,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,61.116391,"61,116391",-2.194602,"-2,194602",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderland,33,182003.702,487054.132,52.37070042,5.78371664,Harderwijk - Nunspeet,HD-NS,Vrije baan
406,211b71b3-5e0a-4f88-a501-cf7efbc3a4f7,,60,Bestaand,,,Arcadis,93f4ede1-1a60-43ea-acb5-6a10836b37c2,b98b506f-d48b-4565-956d-ff4ae18b5f84,Hea-Emn,Herfte Aansl. - Emmen ,204,,204,204__,Herfte Aansl. - Mariënberg,11.427194,"11,427194",-7.314211,"-7,314211",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Overijssel,34,213559.949,501794.055,52.5007028,6.24961647,Dalfsen,DL,PPLG
407,6fe024f8-4121-425a-b926-3a121503a2c0,,60,Bestaand,,,Fugro,,352543f5-0a4e-4e21-8fd2-da7ad52279ce,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,56.307297,"56,307297",5.782898,"5,782898",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,43939.062,391416.541,51.50080312,3.7876273,'s Heer Arendskerke - Lewedorp,HA-LWD,Vrije baan
408,2a401f69-972c-46a1-ae22-f6bb4e1d7c34,,60,Bestaand,,,Fugro,,0049caa6-d2e6-41b8-aaa3-e4717f871813,Mt-Vl,Maastricht - Venlo ,063,,63,063__,Maastricht - Sittard,6.005139,"6,005139",8.942698,"8,942698",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,179652.15,322721.571,50.89374393,5.7375692,Bunde,BDE,PPLG
409,4a87c31c-043e-4205-a624-55fc78118e5b,,60,Bestaand,,,Fugro,,0049caa6-d2e6-41b8-aaa3-e4717f871813,Mt-Vl,Maastricht - Venlo ,063,,63,063__,Maastricht - Sittard,6.004733,"6,004733",-9.74943,"-9,749430",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,179633.793,322718.024,50.89371284,5.73730806,Bunde,BDE,PPLG
410,e8d52ed3-04b6-4028-8cb3-9360a93d2a96,,60,Bestaand,,,Arcadis,,202ced1f-c6fa-4433-a48b-6487dcaf9533,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,148.845514,"148,845514",-1.992417,"-1,992417",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,185578.409,562401.64,53.04763249,5.84318563,Akkrum,AKM,PPLG
411,e96156b8-feeb-4b0a-a190-5a1c427b1e8a,,60,Bestaand,,,Fugro,2ee8e61c-8647-4692-9f99-0e6d1dfecc53,5525ff41-ce2a-4b7a-b50d-c7c374603209,Vet-Mtn,Verschau (D) - Maastricht Noord ,070,,70,070__,Schin op Geul - Maastricht,30.782552,"30,782552",-6.479004,"-6,479004",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,181121.674,321372.389,50.88155144,5.75835733,Maastricht - Valkenburg,MT-VK,Vrije baan
412,b88bbd3e-97af-4842-99a1-e14321c3015b,,60,Bestaand,,,Fugro,426ff15c-9638-4479-9811-7bc8a72ab7ad,5525ff41-ce2a-4b7a-b50d-c7c374603209,Vet-Mtn,Verschau (D) - Maastricht Noord ,070,,70,070__,Schin op Geul - Maastricht,30.796877,"30,796877",6.214139,"6,214139",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,181111.49,321388.491,50.88169664,5.75821379,Maastricht - Valkenburg,MT-VK,Vrije baan
413,db459767-dd1a-44cc-84fc-b7f282f0b0f5,,60,Bestaand,,,Fugro,abab01af-ff2e-4efb-a2ed-d92440d5bf20,5525ff41-ce2a-4b7a-b50d-c7c374603209,Vet-Mtn,Verschau (D) - Maastricht Noord ,070,,70,070__,Schin op Geul - Maastricht,30.785511,"30,785511",6.036015,"6,036015",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,181122.283,321385.229,50.88166683,5.75836691,Maastricht - Valkenburg,MT-VK,Vrije baan
414,12e75b88-2850-4cd7-bb07-337a56a8ed1f,,60,Bestaand,,,Fugro,,bcda611b-a835-4fe9-a9ab-0d9fba297637,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,67.327761,"67,327761",-5.103362,"-5,103362",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,32934.319,391345.011,51.49788254,3.62922241,Middelburg,MDB,PPLG
415,969aa265-9502-410d-b5ef-2afe5a5fbef4,,60,Bestaand,,,Fugro,,bcda611b-a835-4fe9-a9ab-0d9fba297637,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,67.308241,"67,308241",-5.768284,"-5,768284",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,32953.898,391346.675,51.49790173,3.62950368,Middelburg,MDB,PPLG
416,3019a65e-f610-412b-b903-bc302cfdcd12,,60,Bestaand,,,Fugro,,bcda611b-a835-4fe9-a9ab-0d9fba297637,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,67.325072,"67,325072",5.720563,"5,720563",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,32935.724,391356.079,51.49798229,3.62923879,Middelburg,MDB,PPLG
417,06508904-7051-49c3-905b-b171a5233117,,60,Bestaand,,,Fugro,3c123fa2-1bac-4301-8ce3-b54ca5ea6e9d,66c422a4-d2b4-48fa-aca9-af066c1e2a10,Vet-Mtn,Verschau (D) - Maastricht Noord ,070,,70,070__,Schin op Geul - Maastricht,32.25115,"32,251150",5.342504,"5,342504",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,179719.211,321208.915,50.8801443,5.73841905,Maastricht - Valkenburg,MT-VK,Vrije baan
418,2ee9aa38-f8a0-4c9e-b278-bc6df8dbf0fa,,60,Bestaand,,,Fugro,ab27515a-752b-4491-9166-6c2e0a5883de,59b708c9-2d52-49fd-a3be-dafc8985ebf3,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,63.194783,"63,194783",-4.462352,"-4,462352",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,130146.356,432617.037,51.8815325,5.02623628,Gorinchem - Leerdam,GR-LDM,Vrije baan
419,2b506b89-4c98-4af5-96f5-c860b80c990f,,60,Bestaand,,,Arcadis,8ca40162-420e-4f71-a765-851ffc83eb71,4f75e24b-2f7a-404f-afee-3de13c21c8b9,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,20.129826,"20,129826",6.515636,"6,515636",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,228543.337,528129.388,52.73553594,6.47608154,Hoogeveen,HGV,PPLG
420,1a0b5487-ec9e-49f2-85b1-6f7a2ceb1346,,60,Bestaand,,,Arcadis,ac8dca33-011a-4b9e-8bae-65390e12f018,4f75e24b-2f7a-404f-afee-3de13c21c8b9,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,20.14112,"20,141120",-8.941359,"-8,941359",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,228540.327,528148.366,52.73570687,6.47604121,Hoogeveen,HGV,PPLG
421,bce738a0-182a-44eb-98d7-b3da9be4ab79,,60,Bestaand,,,Arcadis,95801730-14ca-4268-b8d7-230c2d5057e0,4f75e24b-2f7a-404f-afee-3de13c21c8b9,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,20.117189,"20,117189",5.429085,"5,429085",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,228533.604,528121.047,52.73546231,6.47593559,Hoogeveen,HGV,PPLG
422,23e38aaf-fb57-41bf-a309-12c88c10f701,,60,Bestaand,,,Arcadis,96741057-3541-4b0d-9094-c4177082e3ab,729b224b-7270-4a7a-87eb-f11137246af1,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,45.973419,"45,973419",4.314282,"4,314282",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,206550.381,476524.149,52.27431055,6.14251526,Deventer - Olst,DV-OST,Vrije baan
423,b1275764-5b8e-48fb-9dba-e8c1fc67f6c7,,60,Bestaand,,,Arcadis,aa436584-d7bf-4b76-862a-18eb70835d4f,729b224b-7270-4a7a-87eb-f11137246af1,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,45.94117,"45,941170",4.038885,"4,038885",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,206552.082,476491.568,52.27401758,6.14253521,Deventer - Olst,DV-OST,Vrije baan
424,61958ee0-6ed8-4368-a4a1-6c33d3824290,,60,Bestaand,,,Arcadis,3540f617-d113-44ad-a29e-e9d0a8747ca4,cf114159-9d81-4921-8b73-d66adb94bb20,Hdr-Zd,Den Helder - Zaandam ,620,,620,620__,Alkmaar,41.575363,"41,575363",5.855348,"5,855348",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,111578.975,516983.066,52.63861625,4.74574437,Alkmaar,AMR,PPLG
425,619ac6f2-16bb-4355-8bf3-835593c6688d,,60,Bestaand,,,Arcadis,1d526912-a776-4919-a19a-28f29dc89a87,cf114159-9d81-4921-8b73-d66adb94bb20,Hdr-Zd,Den Helder - Zaandam ,620,,620,620__,Alkmaar,41.575555,"41,575555",-5.844171,"-5,844171",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Alkmaar,7,111580.916,516971.527,52.63851271,4.74577455,Alkmaar,AMR,PPLG
426,ea1657e2-3ec5-4a1c-b093-6651bc657da2,,60,Bestaand,,,Arcadis,,e710686c-beb1-40aa-a1df-85f64b9dea5e,Hlg-Nscg,Harlingen - Nieuweschans Grens ,005,,5,005__,Zuidbroek - Nieuweschans Grens,121.768181,"121,768181",3.719077,"3,719077",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,271698.304,576619.943,53.16356735,7.13215611,Winschoten - Bad Nieuweschans,WS-NSCH,Vrije baan
427,67064576-3eda-4b9f-862e-45bf4fd60ff0,,60,Bestaand,,,Fugro,,f093ca34-7fbb-4aaa-847e-0bd31f26f9bb,Bdl-Rm,Budel - Roermond ,058,,58,058__,Budel Grens - Weert,56.716298,"56,716298",-3.657331,"-3,657331",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,169466.315,362127.166,51.24829779,5.59439196,Weert - Budel Grens,WT-BDLG,Vrije baan
428,a766d458-8a3e-47b0-b7b4-1d750bbbb969,,60,Bestaand,,,Fugro,,f093ca34-7fbb-4aaa-847e-0bd31f26f9bb,Bdl-Rm,Budel - Roermond ,058,,58,058__,Budel Grens - Weert,56.725263,"56,725263",3.642019,"3,642019",ProRail,Zuid,Z,BAAN,Limburg,340,Roermond,25,169475.58,362120.266,51.24823553,5.59452438,Weert - Budel Grens,WT-BDLG,Vrije baan
429,14da256a-5ce9-480f-aed6-ed3d636db419,,60,Bestaand,,,Fugro,2d5e000a-4d28-44a1-af52-8a4f1596bc6d,964f1d5c-f98f-477f-a99b-7572259d0e52,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,26.272399,"26,272399",6.338409,"6,338409",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,137882.235,397895.279,51.5697311,5.14029811,Tilburg - Boxel,TB-BTL,Vrije baan
430,64007923-5dc8-443c-9378-7f7cb8644dcc,,60,Bestaand,,,Fugro,2b7ec905-cbd5-4446-b9ea-c95aff40c362,964f1d5c-f98f-477f-a99b-7572259d0e52,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,26.277282,"26,277282",-6.065516,"-6,065516",ProRail,Zuid,Z,BAAN,Brabant,330,Breda,20,137882.491,397908.603,51.56985087,5.14030115,Tilburg - Boxel,TB-BTL,Vrije baan
431,b99c7b46-2192-4c26-8f44-4dc361aa6989,,60,Bestaand,,,Fugro,8d02bc69-f02a-4c59-af5a-35bbabc537d5,d554e87a-0b53-4511-b070-a7a6a9b74d07,Ah-Vl,Arnhem - Venlo ,049,,49,049__,Nijmegen - Beugen,21.455041,"21,455041",6.051854,"6,051854",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,188747.548,424702.135,51.80992296,5.87656158,Mook-Molenhoek - Nijmegen,MMLH-NM,Vrije baan
432,b0f9af17-3412-4d4d-ba3a-2ff3d5f29198,,60,Bestaand,,,Arcadis,,8458572e-680e-49c9-be2e-1358b73ec4ab,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,37.197828,"37,197828",-6.245447,"-6,245447",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,166126.313,473292.827,52.24757098,5.55012599,Nijkerk - Putten,NKK-PT,Vrije baan
433,f7580ac8-e035-4498-8cc5-da81799ba5c0,,60,Bestaand,,,Arcadis,,8458572e-680e-49c9-be2e-1358b73ec4ab,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,37.202475,"37,202475",4.871601,"4,871601",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,166136.997,473287.305,52.24752113,5.55028226,Nijkerk - Putten,NKK-PT,Vrije baan
434,b68fc469-9623-4346-9a40-bd138a95d35c,,60,Bestaand,,,Arcadis,f9d679a9-271e-423a-92e9-9638b4eee9df,e3200629-c852-4a32-9b7f-625c1267ee32,Mrb-Aml,Mariënberg - Almelo ,205,,205,205__,Mariënberg - Almelo,12.350441,"12,350441",-1.643846,"-1,643846",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,237528.468,491269.951,52.40304412,6.59994011,Almelo Bdrijvenpark - Vroomshoop,AMLBP-VHP,Vrije baan
435,5365ace5-1f72-4ca1-9017-ec30b40c72a2,,60,Bestaand,,,Arcadis,58ac5efb-1ea3-4d01-8ef2-7390b4d80aa7,e3200629-c852-4a32-9b7f-625c1267ee32,Mrb-Aml,Mariënberg - Almelo ,205,,205,205__,Mariënberg - Almelo,12.3642,"12,364200",-1.307383,"-1,307383",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,237532.601,491256.668,52.40292414,6.59999756,Almelo Bdrijvenpark - Vroomshoop,AMLBP-VHP,Vrije baan
436,2d1b7d77-0ae8-4c68-8ec2-09c1313d910a,,60,Bestaand,,,Arcadis,94e63ad0-d452-42e8-b8a8-ce757d37989b,2345e04d-49e7-4b79-bda8-b6ffcc7fa4fc,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,56.697318,"56,697318",5.506959,"5,506959",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,237659.738,563033.693,53.04783223,6.6198538,Assen - Onnen Zuid,ASN-ONZ,Vrije baan
437,cb986a24-9f2b-4fe3-89d7-d3f74d0a0dd1,,60,Bestaand,,,Arcadis,1458c029-8d58-447f-b6b0-8b9c599bb196,2345e04d-49e7-4b79-bda8-b6ffcc7fa4fc,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,56.684668,"56,684668",-5.750295,"-5,750295",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,237645.615,563024.295,53.04774996,6.61964084,Assen - Onnen Zuid,ASN-ONZ,Vrije baan
438,60f9e656-4ccd-4a86-ab9e-216809b1afe0,,60,Bestaand,,,Fugro,7812f594-e84f-420a-bedd-c1279f96f962,2e0b6179-38d6-4886-b4c0-b83c06535de7,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,17.571913,"17,571913",-5.62982,"-5,629820",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,147228.837,407312.624,51.6545861,5.27490184,Vught Aansl.,VGA,PPLG
439,1d698c9d-7fcf-4ea6-8f36-647fba48acb4,,60,Bestaand,,,Fugro,b1d448b2-7c3f-4d7d-a69a-9653b1f71031,2e0b6179-38d6-4886-b4c0-b83c06535de7,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,17.571427,"17,571427",5.598404,"5,598404",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,147233.972,407302.627,51.65449631,5.27497626,Vught Aansl.,VGA,PPLG
440,6955e029-ca79-4be1-8e17-3963c99a1e68,,60,Bestaand,,,Fugro,84dd9a9b-2672-401a-b173-2f8b635cd263,f87aec5e-0151-4665-83cf-06b4be8fd84f,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,28.172674,"28,172674",5.405891,"5,405891",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,153249.987,413781.973,51.71278686,5.3618796,Oss - 's Hertogenbosch,OSS-HT,Vrije baan
441,65fecbed-c7b1-4dfd-9cf3-6dc37185dd43,,60,Bestaand,,,Fugro,feab8147-0e56-46a1-ad28-47eca0dc3c37,f87aec5e-0151-4665-83cf-06b4be8fd84f,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,28.198096,"28,198096",-5.805142,"-5,805142",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,153267.881,413803.013,51.71297604,5.36213841,Oss - 's Hertogenbosch,OSS-HT,Vrije baan
442,a0e75964-caeb-4b29-9e3f-988519c19720,,60,Bestaand,,,Fugro,96d8d51d-ed58-4cf4-845e-49d93b9116f4,b912731a-2f81-4dc8-b085-91bcbb117621,Std-Hz,Sittard - Herzogenrath (D) ,064,,64,064__,Sittard - Heerlen,11.794828,"11,794828",9.69788,"9,697880",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,190527.076,325698.089,50.91992664,5.8924178,Heerlen - Sittard,HRL-STD,Vrije baan
443,ea429c9d-95bd-4c7c-9f33-dbe598380a76,,60,Bestaand,,,Fugro,eea84aab-6b24-426c-8eb9-a321c055e0bb,b912731a-2f81-4dc8-b085-91bcbb117621,Std-Hz,Sittard - Herzogenrath (D) ,064,,64,064__,Sittard - Heerlen,11.788897,"11,788897",2.674512,"2,674512",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,190531.232,325706.315,50.92000032,5.89247771,Heerlen - Sittard,HRL-STD,Vrije baan
444,cf44df0b-8e2c-4bf6-a80b-d4be7344cd34,,60,Bestaand,,,Arcadis,,9e5b2a86-4545-4ab8-8ccd-1fc969723f23,Ah-Zl,Arnhem - Zwolle ,033,,33,033__,Dieren - Zutphen,18.714351,"18,714351",-5.177129,"-5,177129",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,206604.177,454581.025,52.07709664,6.13996633,Zutphen - Dieren,ZP-DR,Vrije baan
445,395c77e3-6985-427a-8ca4-8bf25096ab83,,60,Bestaand,,,Fugro,7651b279-4f07-4c2b-840c-e707b6bc57c0,c7d75799-cdcf-49f1-819f-3ff600b04403,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,40.447822,"40,447822",-3.600595,"-3,600595",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,192718.385,407231.462,51.6526399,5.93224026,Beugen Kruispunt - Boxmeer,BGK-BMR,Vrije baan
446,da74f64c-b36c-495d-a73f-fcc2c501abc2,,60,Bestaand,,,Arcadis,a8ad5b29-e703-42eb-a962-51162bf5f4b4,f5841b9a-ec12-4ad7-b900-18356a0227e9,Hlg-Nscg,Harlingen - Nieuweschans Grens ,548,,548,548__,Waterhuizen Aansl.,86.822831,"86,822831",-6.727082,"-6,727082",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,239248.058,578221.111,53.18403084,6.64749348,Zuidbroek - Waterhuizen Aansl.,ZB-WHA,Vrije baan
447,62a2204b-73fb-4500-9e71-80f58ff3f845,,60,Bestaand,,,Arcadis,36ce1be0-eb96-4394-839a-ab479b011f33,f5841b9a-ec12-4ad7-b900-18356a0227e9,Hlg-Nscg,Harlingen - Nieuweschans Grens ,548,,548,548__,Waterhuizen Aansl.,86.83286,"86,832860",-6.128348,"-6,128348",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,239256.889,578216.277,53.18398602,6.64762428,Zuidbroek - Waterhuizen Aansl.,ZB-WHA,Vrije baan
448,d0f7d879-8a7e-4b8f-bc14-b3b3c6774e95,,60,Bestaand,,,Arcadis,c5378585-d3f2-4d47-baf3-757c83fbfe95,29ba3903-5761-44af-acd3-61aa6f85a0cf,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,25.150916,"25,150916",3.869817,"3,869817",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,173202.978,452696.019,52.06226065,5.6526436,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
449,05d5ac50-5754-41a5-affe-f08e9d73b195,,60,Bestaand,,,Arcadis,baaf873d-4961-4180-90bc-89fb6773e8bd,b32b9b63-ab80-4f2f-9662-132d216ec455,Est-Gdm,Elst - Geldermalsen ,042,,42,042__,Vork - Kesteren,7.110059,"7,110059",5.876473,"5,876473",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,182075.056,436542.149,51.91670671,5.78073914,Kesteren - Elst Aansl.,KTR-ESTA,Vrije baan
450,62c3486c-da4f-4ecc-ab7b-a30846d5ddf5,,60,Bestaand,,,Arcadis,7447c6bb-3d51-4fff-a032-c19c9e55929b,b32b9b63-ab80-4f2f-9662-132d216ec455,Est-Gdm,Elst - Geldermalsen ,042,,42,042__,Vork - Kesteren,7.100018,"7,100018",-5.702816,"-5,702816",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Maas en Waal,28,182084.254,436529.859,51.91659579,5.78087186,Kesteren - Elst Aansl.,KTR-ESTA,Vrije baan
451,f51726f0-4c69-4853-bb4f-06c4c8979442,,60,Bestaand,,,Arcadis,ce825e3e-6394-45e0-9e99-a36396a0bee9,b5fc4e26-3076-4e98-b360-a8e8827cb562,Mp-Gn,Meppel - Groningen ,010,,10,010__,Haren - Groningen Losplaats,72.541605,"72,541605",8.18843,"8,188430",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,236786.239,578496.886,53.18688964,6.61074496,Groningen Losplaats - Onnen Noord,GNL-ONN,Vrije baan
452,f7f38bc4-273a-482d-8418-5d3109432100,,60,Bestaand,,,Arcadis,5a2845a2-4497-41bc-a491-fdd20dca2f0f,b5fc4e26-3076-4e98-b360-a8e8827cb562,Mp-Gn,Meppel - Groningen ,010,,10,010__,Haren - Groningen Losplaats,72.535247,"72,535247",-7.987199,"-7,987199",ProRail,Noord-Oost,NO,BAAN,Drenthe,440,Drenthe,35,236773.581,578485.047,53.18678521,6.61055263,Groningen Losplaats - Onnen Noord,GNL-ONN,Vrije baan
