Gemeente,CBS Gemeentecode,BAG Pand nummer,Status Pand,Besluit,Besluitdatum,Bouwjaar,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,1904,1904100000043168,Pand in gebruik (niet ingemeten),125467,20220906220000,2021,IJsvogel 58 te Maarssen,"POLYGON ((131826.193 460992.045,131828.353 460986.921,131831.428 460988.312,131829.085 460993.363,131826.193 460992.045))"
Stichtse Vecht,1904,0311100000007706,Pand in gebruik (niet ingemeten),130220,20220920220000,1935,Straatweg 103,"POLYGON ((128604.229 465206.082,128607.537 465205.428,128608.795 465212.47,128605.521 465213.106,128604.229 465206.082))"
Stichtse Vecht,1904,0333100000018595,Pand in gebruik (niet ingemeten),167715,20221107230000,1920,,"POLYGON ((132282.409 462502.628,132284.233 462497.374,132284.696 462496.137,132293.875 462499.166,132291.526 462505.842,132282.409 462502.628))"
Stichtse Vecht,1904,1904100000044068,Pand in gebruik (niet ingemeten),178961,20221130230000,2019,,"POLYGON ((134318.975 462060.197,134321.086 462058.13,134325.003 462063.399,134327.65 462061.147,134335.126 462070.075,134329.574 462075.147,134318.975 462060.197))"
Stichtse Vecht,1904,0333100000007285,Pand in gebruik (niet ingemeten),220015,20221212230000,1965,,"POLYGON ((131874.454 461956.656,131876.106 461955.13,131878.328 461957.434,131876.62 461959.011,131874.454 461956.656))"
Stichtse Vecht,1904,1904100000044335,Pand in gebruik (niet ingemeten),222782,20221218230000,2008,,"POLYGON ((129932.981 461383.882,129936.845 461380.168,129939.584 461383.132,129938.215 461384.408,129938.909 461385.158,129937.671 461386.246,129936.658 461385.683,129935.57 461386.565,129932.981 461383.882))"
Stichtse Vecht,1904,1904100000044338,Pand in gebruik (niet ingemeten),222782,20221218230000,2016,,"POLYGON ((129952.993 461347.029,129954.242 461343.964,129956.546 461344.667,129955.16 461348.122,129952.993 461347.029))"
Stichtse Vecht,1904,1904100000044341,Pand in gebruik (niet ingemeten),222782,20221218230000,2015,,"POLYGON ((129924.304 461346.52,129925.75 461344.42,129928.715 461346.277,129927.175 461348.451,129924.304 461346.52))"
Stichtse Vecht,1904,1904100000044374,Pand in gebruik (niet ingemeten),222782,20221218230000,2019,,"POLYGON ((129993.046 460756.975,129994.329 460754.902,129995.752 460755.816,129994.346 460757.942,129993.046 460756.975))"
Stichtse Vecht,1904,1904100000044375,Pand in gebruik (niet ingemeten),222782,20221218230000,2019,,"POLYGON ((129994.469 460754.761,129995.735 460752.776,129997.228 460753.69,129995.77 460755.658,129994.469 460754.761))"
