UNIEKNUMMER;REGISTRATIENR;DOSSIERNR;TYPEKODE;TYPE_OMSCHRIJVING;AARDAANVRKODE;AARDAANVRAAG_OMSCHRIJVING;OMSCHRIJVING;STADSDEELKANTOOR;STATUS;DATUM_INDIENING;DATUM_INGETROKKEN;DATUM_BESCHIKKING;DATUM_EINDE;ADRESNR;ID;STRAATNAAM;STRAATCODE;HUISNUMMER;HUISLETTER;TOEVOEGING;POSTCODE;GELDIG_VANAF;GELDIG_TM;X;Y;LONG;LAT
614694843;265522;V1020740;GGB;Grondgebruik;GGI;Inrit;;Stadsdeel Segbroek;Verleend;2005-05-02;;2005-05-30;;179128;841936;Sijzenlaan;17550;42;;;2566 WJ;2010-10-26;;77590.867;455230.455;4.257927741754207;52.07992976705653
325073642;700218;01103GGB09;GGB;Grondgebruik;GGI;Inrit;uitritvergunning;Handhavingsorganisatie;Verleend;2009-06-29;;2009-08-03;;317197;845779;Senecastraat;21679;9;;;2493 ZM;2010-10-26;;86906.743;452731.38;4.39430894970422;52.05869459639827
568460609;4176287;01264GGB14;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Zomerterras locatie Badhuisweg 2;Handhavingsorganisatie;Verleend;2014-12-04;;2015-01-21;2080-01-21;89291;867346;Badhuisweg;01070;2;;;2587 CG;2010-10-26;;79471.013;458754.555;4.284570223461176;52.111859417897946
33299193;262147;V1017840;GGB;Grondgebruik;GGI;Inrit;INRIT;Stadsdeel Scheveningen;Verleend;2005-01-20;;2005-02-17;;289022;867887;Van Bleiswijkstraat;01850;130;;;2582 LJ;2010-10-26;;79188.612;456790.883;4.280885180171244;52.0941739453605
81958871;288201;01725GGB07;GGB;Grondgebruik;GGI;Inrit;;Stadsdeel Segbroek;Verleend;2007-09-12;;2007-10-09;;18508;920754;Mezenlaan;11870;21;;;2566 ZB;2010-10-26;;77966.189;455578.877;4.26332339551142;52.08311326833126
95596165;696287;00735GGB09;GGB;Grondgebruik;GGI;Inrit;inrit wagenaarweg 5;Handhavingsorganisatie;Verleend;2009-05-06;;2009-08-07;;162336;888244;Wagenaarweg;19260;5;;;2597 LL;2010-10-26;;80494.173;457635.85;4.299749237975851;52.10194472847887
73335318;686797;02064GGB08;GGB;Grondgebruik;GGI;Inrit;Westvlietweg 12;Stadsdeel Leidschenveen-Ypenburg;Verleend;2008-12-16;;2009-02-20;;316709;971880;Westvlietweg;21358;12;A;;2491 EB;2010-10-26;;85671.612;454199.853;4.376003576255712;52.071738566820784
793542738;4081003;00258GGB12;GGB;Grondgebruik;GSN;Standplaats;"Theresiastraat t.o. 84K, standplaatsvergunning  (belegde broodjes en
niet-alcoholische dranken)";Handhavingsorganisatie;Verleend;2012-03-08;;2012-03-29;;1003318;972163;Theresiastraat;17840;84;K;;2593 AR;2013-07-03;;82843.594;455727.644;4.334438602642813;52.08510741243115
233592431;293918;00839GGB08;GGB;Grondgebruik;GGI;Inrit;Badhuisweg 108;Stadsdeel Scheveningen;Verleend;2008-04-21;;2008-06-13;;215208;869224;Badhuisweg;01070;108;;;2587 CM;2010-10-26;;79955.024;458302.027;4.291734679319154;52.10785858000471
314112932;4150959;00190GGB14;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Werkhovenstraat 42;DECO;Verleend;2014-03-04;;2014-04-29;2099-12-31;158167;855518;Werkhovenstraat;19550;42;;;2546 VH;2010-10-26;;78707.679;452923.999;4.274732838759171;52.05935737967855
362695296;4176165;01262GGB14;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Zomerterras locatie Van der Vennestraat 31;Handhavingsorganisatie;Verleend;2014-12-02;;2015-01-21;2080-01-21;314212;885471;Van der Vennestraat;18560;31;;;2525 CA;2010-10-26;;80390.012;453717.934;4.299086316127947;52.06672143709296
274086572;674802;01177GGB08;GGB;Grondgebruik;GGI;Inrit;Oprit/uitweg voor garage;Stadsdeel Segbroek;Verleend;2008-06-30;;2008-08-07;;36822;395387;Perenstraat;13940;4;;;2564 SE;2010-10-26;;77599.277;453862.119;4.258360776467422;52.06763418430686
717732359;4134717;01013GGB13;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Zeestraat 35;Handhavingsorganisatie;Verleend;2013-09-02;;2013-09-05;2100-09-05;321850;380950;Zeestraat;20490;35;;;2518 AA;2010-10-26;;80741.326;455671.817;4.303783792959887;52.08432772348611
880583073;4175462;01233GGB14;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Zomer- en winterterras locatie Van Zeggelenlaan 102;Handhavingsorganisatie;Verleend;2014-11-24;;2015-01-21;2080-01-21;200283;381553;Van Zeggelenlaan;20530;102;;;2524 AT;2010-10-26;;81544.571;452537.203;4.31617562076844;52.05626474754262
633510875;4011374;00148GGB10;GGB;Grondgebruik;GGI;Inrit;Ko van Dijkplein 56, uitwegvergunning;Handhavingsorganisatie;Verleend;2010-02-10;;2010-06-21;;287426;375155;Ko van Dijkplein;21151;56;;;2548 ZT;2010-10-26;;80162.278;448093.126;4.296996986995597;52.01614162763076
683050562;4175881;01247GGB14;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Zomer- en winterterras locatie Paletplein 86;Handhavingsorganisatie;Verleend;2014-11-28;;2015-01-12;2070-01-15;252412;383411;Paletplein;20932;86;;;2526 GZ;2010-10-26;;80635.849;453972.834;4.3026154699286225;52.06904522483968
711826469;273440;01048GGB06;GGB;Grondgebruik;GGI;Inrit;;Stadsdeel Leidschenveen-Ypenburg;Verleend;2006-03-14;;2006-06-08;;290452;384358;Frits Diepenlaan;21265;54;;;2497 DK;2010-10-26;;84936.216;450694.908;4.365997930357899;52.04014730886475
781343306;291937;00276GGB08;GGB;Grondgebruik;GGG;Goederen op straat;Uitstalling 5 m bij 0.8 m en 1 bord 1 m bij 0,5m;Stadsdeel Laak;Verleend;2008-02-15;;2008-02-19;2117-02-20;200248;384457;Van Zeggelenlaan;20530;128;;;2524 AV;2010-10-26;;81567.894;452496.004;4.316524485216305;52.05589759098479
804287687;263763;V1019191;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Visafslagweg 60;Stadsdeel Scheveningen;Verleend;2005-03-08;;2005-03-30;;167432;852549;Visafslagweg;18780;60;;;2583 DM;2010-10-26;;78205.633;457705.562;4.266337021758257;52.10225828283795
704803954;680000;01692GGB08;GGB;Grondgebruik;GGI;Inrit;inrit voor winkelpand;Stadsdeel Segbroek;Verleend;2008-09-01;;2008-11-17;;86392;390568;Begoniastraat;01380;246;A;;2565 SV;2010-10-26;;77614.399;454755.072;4.258378803458122;52.07566096005547
969825626;289082;01860GGB07;GGB;Grondgebruik;GGI;Inrit;;Stadsdeel Leidschenveen-Ypenburg;Verleend;2007-10-22;;2007-11-15;;301908;849880;Gele Lis;21592;24;;;2498 BC;2010-10-26;;85936.998;449468.232;4.380830235841812;52.02924869828411
324896735;268916;V1023641;GGB;Grondgebruik;GGI;Inrit;inritten Dr. Lelykade 242;Stadsdeel Scheveningen;Verleend;2005-09-26;;2005-10-18;;62295;412422;Dr. Lelykade;04040;242;;;2583 CP;2010-10-26;;78117.733;456823.01;4.265253399232292;52.0943149132051
276486446;4062117;01035GGB11;GGB;Grondgebruik;GSN;Standplaats;Bij de Westermolens tegenover 576, standplaats patat, vis en snacks;Handhavingsorganisatie;Verleend;2011-09-06;;2011-09-09;;326556;390085;Bij de Westermolens;02710;210;;;2513 PL;2010-10-26;;80133.151;454800.416;4.29510342703964;52.07641476387571
771115128;4138566;01184GGB13;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Prinsestraat 99;Handhavingsorganisatie;Verleend;2013-10-14;;2013-11-05;2100-11-05;41330;398161;Prinsestraat;14520;99;;;2513 CC;2010-10-26;;80765.953;455183.994;4.304249202077256;52.07994708372082
137739821;4130041;00797GGB13;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Prinsestraat 42A;Handhavingsorganisatie;Verleend;2013-07-11;;2013-08-15;2100-08-01;207775;398179;Prinsestraat;14520;42;A;;2513 CE;2010-10-26;;80861.097;455053.777;4.305665259942352;52.078789603426344
881206081;266023;V1021174;GGB;Grondgebruik;GGO;Overig op/in straat;fietsbeugels;Stadsdeel Scheveningen;Verleend;2005-05-20;;2005-06-17;;304186;413355;Dr. Lelykade;04040;220;;;2583 CP;2010-10-26;;78194.357;456914.178;4.266350832985756;52.09514484703945
716466423;4027906;01228GGB10;GGB;Grondgebruik;GGI;Inrit;Tomatenlaan 31, in-/uitrit;Handhavingsorganisatie;Verleend;2010-09-17;;2010-10-26;;237670;385199;Tomatenlaan;20954;31;;;2548 AJ;2010-10-26;;79555.256;450409.197;4.287644961493892;52.0368735095269
730770767;287305;01608GGB07;GGB;Grondgebruik;GGI;Inrit;inrit 6.00 m x 2.40 m;Stadsdeel Segbroek;Verleend;2007-07-31;;2007-08-28;;53420;419017;Fahrenheitstraat;05130;20;;;2561 EC;2010-10-26;;78999.15;454112.199;4.27871771147403;52.07007546735861
668176409;287305;01608GGB07;GGB;Grondgebruik;GGI;Inrit;inrit 6.00 m x 2.40 m;Stadsdeel Segbroek;Verleend;2007-07-31;;2007-08-28;;53423;419019;Fahrenheitstraat;05130;16;;;2561 EC;2010-10-26;;79002.975;454106.275;4.278774808844432;52.070022755050616
562740911;4124876;00565GGB13;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Fahrenheitstraat 558;Handhavingsorganisatie;Verleend;2013-05-21;;2013-07-30;2028-07-31;52875;417139;Fahrenheitstraat;05130;558;;;2561 DJ;2010-10-26;;78331.692;455124.243;4.268757091977092;52.079078369869436
896753295;274740;01523GGB06;GGB;Grondgebruik;GGI;Inrit;aanleg inrit;Stadsdeel Segbroek;Verleend;2006-04-21;;2006-06-06;;111278;429878;Kiplaan;09120;8;;;2566 SL;2010-10-26;;77317.03;455230.175;4.2539337029924615;52.079888890778754
755880358;4017747;00611GGB10;GGB;Grondgebruik;GGI;Inrit;Kornoeljestraat 2, uitwegvergunning;Handhavingsorganisatie;Verleend;2010-05-03;;2010-09-03;;108340;431168;Kornoeljestraat;09520;2;;;2564 LP;2010-10-26;;77695.244;453552.125;4.259830336755549;52.06486177582441
159449412;290303;02079GGB07;GGB;Grondgebruik;GGI;Inrit;inrit 2.50 bij 2.50 meter;Stadsdeel Segbroek;Verleend;2007-12-04;;2008-05-09;;34325;437856;Papegaailaan;13620;40;;;2566 XS;2010-10-26;;77733.146;455511.125;4.259939404934766;52.0824719252048
452552224;290978;00036GGB08;GGB;Grondgebruik;GGI;Inrit;inrit 5.50 m x 3.50m;Stadsdeel Segbroek;Verleend;2008-01-14;;2008-02-18;;52994;415399;Fahrenheitstraat;05130;403;;;2561 DZ;2010-10-26;;78636.236;454646.957;4.273305840168611;52.07483124497076
838036575;271282;00210GGB06;GGB;Grondgebruik;GGI;Inrit;inrit;Stadsdeel Laak;Verleend;2006-01-18;;2006-02-16;;8605;432248;Lyonnetstraat;11100;107;;;2522 NC;2010-10-26;;82345.339;453479.246;4.327648967658818;52.06483631416989
849340392;4143659;01373GGB13;GGB;Grondgebruik;GSN;Standplaats;Kerkhoflaan tegenover nummer 12, standplaats;Handhavingsorganisatie;Verleend;2013-12-06;;2014-03-07;;207255;434407;Kerkhoflaan;09000;12;;;2585 JB;2010-10-26;;80742.775;456908.525;4.303535581695819;52.09544188295815
554092888;4131573;00857GGB13;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Kaapseplein 78;Handhavingsorganisatie;Verleend;2013-07-26;;2013-09-02;2100-09-02;231488;428491;Kaapseplein;08730;78;;;2572 NG;2010-10-26;;80297.732;453084.664;4.297879288931347;52.061017950600345
488239908;4020362;00780GGB10;GGB;Grondgebruik;GGI;Inrit;Laurierstraat 163,  uitwegvergunning;Handhavingsorganisatie;Verleend;2010-06-10;;2010-07-19;;100392;435517;Laurierstraat;10380;163;;;2563 SG;2010-10-26;;78512.795;454136.046;4.271620074653109;52.07022280844358
137175548;4197855;00777GGB15;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Johanna Westerdijkplein 70;Handhavingsorganisatie;Advies aangevraagd;2015-06-26;;2015-08-28;;264610;470510;Johanna Westerdijkplein;20975;70;;;2521 EN;2010-10-26;;82074.595;453696.47;4.323654846435503;52.06675289414456
219709588;4109638;01388GGB12;GGB;Grondgebruik;GSN;Standplaats;standplaats;Handhavingsorganisatie;Verleend;2012-11-28;;2013-01-02;;1003314;954797;Thomsonplein;17880;15;K;;;2011-12-15;;78485.15;455162.993;4.270986657951695;52.07944783424996
624115368;703611;02285GGB09;GGB;Grondgebruik;GSN;Standplaats;standplaats bloemen en planten;Handhavingsorganisatie;Verleend;2009-11-02;;2010-01-27;;231118;455395;St. Barbaraweg;16450;6;;;2516 BT;2010-10-26;;83271.717;453823.417;4.341084229529109;52.06805004674792
591012952;681855;01785GGB08;GGB;Grondgebruik;GGI;Inrit;in-en uitrit;Stadsdeel Leidschenveen-Ypenburg;Verleend;2008-09-01;;2009-02-27;;311780;466435;Veenwortel;21690;25;;;2498 EM;2010-10-26;;86446.766;449695.714;4.388211765191209;52.031356325326165
760272374;278154;02068GGB06;GGB;Grondgebruik;GGI;Inrit;;Stadsdeel Segbroek;Verleend;2006-09-04;;2006-10-03;;180791;461421;Suezkade;17420;45;;;2517 BV;2010-10-26;;79540.164;455016.512;4.286407117450507;52.078276258685406
804007612;685760;02005GGB08;GGB;Grondgebruik;GGI;Inrit;"uitweg 2.20 m bij 5.70 m vanaf 2009/2010; bestrating kan beter worden meegenomen met de geplande herinrichting van het Weteringplein na vervanging van het riool ?";Stadsdeel Centrum;Verleend;2008-11-26;;2009-02-27;;155780;455004;Weteringplein;19700;12;;;2515 AJ;2010-10-26;;82409.711;454633.026;4.328342195390783;52.07521357309744
139592825;283490;00801GGB07;GGB;Grondgebruik;GGI;Inrit;inrit;Stadsdeel Loosduinen;Verleend;2007-03-28;;2007-03-28;;150671;463798;IJzerwerf;20330;17;;;2544 EP;2010-10-26;;77019.54;451340.478;4.250482931206204;52.04489170446255
170376684;4156720;00467GGB14;GGB;Grondgebruik;GGK;Kadegebruik;kadegebruik 14x3 meter voor woonschip Mallorca t.b.v. plaatsen berging en erfafscheiding.;Riolen en Water;In behandeling;2014-04-29;;2014-08-20;2030-08-20;323780;471261;Veenkade;18470;195;;;2513 EM;2009-05-12;;80200.452;454871.89;4.296069322011148;52.0770661778482
570383102;693831;00350GGB09;GGB;Grondgebruik;GGI;Inrit;aanleggen inrit;Handhavingsorganisatie;Verleend;2009-04-03;;2009-05-14;;317539;468422;De Rhijenhof;20950;6;D;;2548 AA;2010-10-26;;78774.053;450121.109;4.276325681955948;52.034177645737465
148265166;4156710;00464GGB14;GGB;Grondgebruik;GGK;Kadegebruik;kadegebruik t.b.v. plaatsen berging en erfafscheiding;Riolen en Water;In behandeling;2014-04-29;;2014-08-20;2030-08-20;323778;471281;Veenkade;18470;197;;;2513 EM;2009-05-12;;80251.771;454906.111;4.296810307550094;52.07738064357161
192055979;4133681;00967GGB13;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Laan van Eik en Duinen 157;Handhavingsorganisatie;Verleend;2013-08-19;;2013-10-04;2101-10-04;105463;706303;Laan van Eik en Duinen;10030;157;;;2564 GN;2010-10-26;;77964.387;454252.261;4.263596651423899;52.071191173461074
766609224;696121;00720GGB09;GGB;Grondgebruik;GGI;Inrit;uitritvergunning, Van Speijkstaat 49;Handhavingsorganisatie;Verleend;2009-05-04;;2009-06-08;;187404;692351;Van Speijkstraat;16880;49;;;2518 EW;2010-10-26;;80003.281;455564.21;4.29304139608579;52.083261194963725
279262286;697460;00875GGB09;GGB;Grondgebruik;GGI;Inrit;inritvergunning;Handhavingsorganisatie;Verleend;2009-05-25;;2009-08-28;;41872;690704;Professor Kaiserstraat;14640;55;;;2562 KA;2010-10-26;;78877.93;454457.481;4.276872999640904;52.07316176366451
825761801;4130749;00830GGB13;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Prins Willemstraat 1A;Handhavingsorganisatie;Verleend;2013-07-18;;2013-09-09;2032-12-09;41779;674315;Prins Willemstraat;14610;1;A;;2584 HR;2010-10-26;;78907.211;457847.804;4.276543420990046;52.10363350144463
43321829;4007293;02388GGB09;GGB;Grondgebruik;GGI;Inrit;2e Uitweg;Handhavingsorganisatie;Verleend;2009-11-20;;2010-01-06;;232229;670124;Minckelersstraat;11980;10;;;2522 CE;2010-10-26;;82430.512;453132.963;4.328964476561766;52.06173548877533
988437201;280744;00017GGB07;GGB;Grondgebruik;GGI;Inrit;;Stadsdeel Leidschenveen-Ypenburg;Verleend;2007-01-08;;2007-04-19;;307641;374793;Wartnalaan;21620;26;;;2493 BG;2010-10-26;;86880.55;452884.415;4.39389655244146;52.06006670358758
939245756;4102314;01154GGB12;GGB;Grondgebruik;GSN;Standplaats;Ockenburg indidentele standplaatsvergunning (koek en zopie) tijdens periodes dat het vriest;Handhavingsorganisatie;Verleend;2012-09-26;;2012-10-18;;151067;374806;Wijndaelerduin;20199;25;;;2554 BX;2010-10-26;;75042.328;453176.171;4.221237085864023;52.0611065715728
65314291;4126852;00656GGB13;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Mauritskade 79;Handhavingsorganisatie;Verleend;2013-06-11;;2013-08-01;2035-08-01;13247;374435;Mauritskade;11560;79;;;2514 HH;2010-10-26;;81246.996;455872.133;4.311116844435743;52.08619551234892
808142447;683178;01850GGB08;GGB;Grondgebruik;GGI;Inrit;inrit;Stadsdeel Haagse Hout;Verleend;2008-10-20;;2008-12-29;;23366;379174;Nassau Odijckstraat;12390;65;;;2596 AG;2010-10-26;;81602.494;456204.411;4.316231311202924;52.08922886560779
917016945;4133974;00983GGB13;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Heelsumstraat 27;Handhavingsorganisatie;Verleend;2013-08-22;;2013-09-24;2100-09-01;136645;543086;Heelsumstraat;06710;27;;;2573 NE;2010-10-26;;79085.393;453986.291;4.280003359794811;52.06895579804399
650486109;285810;01356GGB07;GGB;Grondgebruik;GGI;Inrit;Het maken van een tijdelijke uitrit;Stadsdeel Centrum;Verleend;2007-02-20;;2007-06-15;;13185;374395;Mauritskade;11560;4;;;2514 HC;2010-10-26;;80824.163;455664.022;4.30499385660424;52.084268776906995
62838555;4180729;00060GGB15;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Zomer- en winterterras locatie Thomsonlaan 90E;Handhavingsorganisatie;Verleend;2015-01-26;;2015-03-17;2061-03-18;309102;568360;Thomsonlaan;17870;90;E;;2565 JE;2010-10-26;;78387.917;455094.196;4.269583907636559;52.07881613106913
991014438;4005771;02131GGB09;GGB;Grondgebruik;GGI;Inrit;Schokkerweg 5, inrit;Handhavingsorganisatie;Verleend;2009-09-28;;2009-11-19;;204606;563850;Schokkerweg;16170;5;;;2583 BH;2010-10-26;;78458.421;457560.599;4.270058530181415;52.10099058612561
583841596;4011006;00126GGB10;GGB;Grondgebruik;GGI;Inrit;inrit;Handhavingsorganisatie;Verleend;2010-02-04;;2010-03-31;;8667;545859;Lijsterbesstraat;11120;4;;;2563 KW;2010-10-26;;78025.253;454648.376;4.264394904216229;52.07475939251062
147790153;4163016;00707GGB14;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Laan van Meerdervoort 52V;Handhavingsorganisatie;Verleend;2014-07-08;;2014-09-24;2050-12-31;282110;551933;Laan van Meerdervoort;10040;52;V;;2517 AM;2010-10-26;;80207.352;455774.127;4.29597213038013;52.08517527043566
176787228;696724;00794GGB09;GGB;Grondgebruik;GGI;Inrit;uitrit;Handhavingsorganisatie;Verleend;2009-05-12;;2009-09-17;;149878;550513;Leeuweriklaan;10480;13;;;2566 JB;2010-10-26;;77948.602;455715.339;4.263036028950807;52.08433715624872
95545171;4154460;00350GGB14;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Hoefkade 890;Handhavingsorganisatie;Verleend;2014-04-01;;2014-04-23;2099-12-31;315524;538511;Hoefkade;07220;890;;;2526 CW;2010-10-26;;81021.714;453611.79;4.308320523194846;52.06585227538748
627967331;697133;00841GGB09;GGB;Grondgebruik;GGI;Inrit;uitrit;Handhavingsorganisatie;Verleend;2009-05-18;;2009-07-06;;16467;548938;Meppelrade;11755;2;;;2544 XV;2010-10-26;;77734.854;451890.524;4.260783770900619;52.04993501027385
772775179;4132371;00886GGB13;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Vreeswijkstraat 240;Handhavingsorganisatie;Verleend;2013-08-05;;2013-08-29;2030-12-29;163342;600122;Vreeswijkstraat;19160;240;;;2546 CE;2010-10-26;;78527.451;452484.227;4.272203749613405;52.05538041941581
770822206;4152365;00260GGB14;GGB;Grondgebruik;GTN;terrasvergunning;aanvraag Terras locatie Boekhorststraat 5;DECO;Verleend;2014-03-14;;2014-04-29;2099-12-31;226091;577789;Boekhorststraat;01970;5;;;2512 CL;2010-10-26;;81062.801;454614.962;4.308702308600652;52.07487304623788
464497106;4018428;00657GGB10;GGB;Grondgebruik;GGI;Inrit;Duinstraat 4, tijdelijke inrit;Handhavingsorganisatie;Verleend;2010-05-12;;2010-07-19;;59931;579692;Duinstraat;04400;4;;;2584 AZ;2010-10-26;;78989.095;457647.764;4.2777830245624955;52.10184706998769
15976069;693115;00308GGB09;GGB;Grondgebruik;GGI;Inrit;uitritvergunning;Handhavingsorganisatie;Verleend;2009-03-25;;2009-04-24;;288533;557903;Madepolderweg;11225;51;D;;2553 EG;2010-10-26;;74835.42;450269.193;4.218902422454795;52.03495282445873
205777296;288000;01706GGB07;GGB;Grondgebruik;GGI;Inrit;het maken van een uitrit;Stadsdeel Centrum;Verleend;2007-08-30;;2007-09-26;;63986;579843;Van Diemenstraat;03870;165;;;2518 VA;2010-10-26;;79879.984;455370.805;4.291285468886874;52.08150640154988
585751069;278963;02186GGB06;GGB;Grondgebruik;GSN;Standplaats;de verkoop van bewerkte vis, vissnacks etc.;Stadsdeel Loosduinen;Verleend;2006-10-09;;2006-10-20;;130359;621436;Hildo Kroplaan;07155;97;;;2552 XP;2010-10-26;;77015.744;452403.276;4.250185048441982;52.05444219535358
