woonplaats;wijk;buurt;periode;aantal_ritten_in_periode;aantal_passagiers_in_periode;aantal_kilometers_per_periode;gemiddeld_aantal_km_per_rit
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201708;152;153;1552,20;10,21
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201709;163;164;1276,40;7,83
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201710;152;152;1426,90;9,39
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201711;174;177;1515,20;8,71
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201712;148;151;1363,50;9,21
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201801;183;187;1637,05;8,95
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201802;130;135;986,08;7,59
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201803;197;203;1617,31;8,21
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201804;177;183;1568,67;8,86
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201805;177;191;1661,28;9,39
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201806;183;193;1758,28;9,61
Krommenie;Krommenie Oost;Rosariumbuurt;201501;125;129;1128,60;9,03
Krommenie;Krommenie Oost;Rosariumbuurt;201502;114;114;947,70;8,31
Krommenie;Krommenie Oost;Rosariumbuurt;201503;177;180;1492,10;8,43
Krommenie;Krommenie Oost;Rosariumbuurt;201504;151;151;1461,60;9,68
Krommenie;Krommenie Oost;Rosariumbuurt;201505;157;163;1492,30;9,51
Krommenie;Krommenie Oost;Rosariumbuurt;201506;131;134;1306,90;9,98
Krommenie;Krommenie Oost;Rosariumbuurt;201507;139;141;1380,10;9,93
Krommenie;Krommenie Oost;Rosariumbuurt;201508;139;139;1278,40;9,20
Krommenie;Krommenie Oost;Rosariumbuurt;201509;187;190;1544,10;8,26
Krommenie;Krommenie Oost;Rosariumbuurt;201510;162;167;1532,80;9,46
Krommenie;Krommenie Oost;Rosariumbuurt;201511;215;224;1868,00;8,69
Krommenie;Krommenie Oost;Rosariumbuurt;201512;222;227;1900,30;8,56
Krommenie;Krommenie Oost;Rosariumbuurt;201601;229;232;1745,00;7,62
Krommenie;Krommenie Oost;Rosariumbuurt;201602;220;228;1719,30;7,82
Krommenie;Krommenie Oost;Rosariumbuurt;201603;214;215;1656,30;7,74
Krommenie;Krommenie Oost;Rosariumbuurt;201604;173;174;1257,70;7,27
Krommenie;Krommenie Oost;Rosariumbuurt;201605;138;141;1263,70;9,16
Krommenie;Krommenie Oost;Rosariumbuurt;201606;148;151;1266,70;8,56
Krommenie;Krommenie Oost;Rosariumbuurt;201607;186;188;1638,30;8,81
Krommenie;Krommenie Oost;Rosariumbuurt;201608;143;143;1160,20;8,11
Krommenie;Krommenie Oost;Rosariumbuurt;201609;158;158;1096,70;6,94
Krommenie;Krommenie Oost;Rosariumbuurt;201610;160;165;1339,00;8,37
Krommenie;Krommenie Oost;Rosariumbuurt;201611;158;159;1171,60;7,42
Krommenie;Krommenie Oost;Rosariumbuurt;201612;167;167;1238,10;7,41
Krommenie;Krommenie Oost;Rosariumbuurt;201701;185;186;1387,80;7,50
Krommenie;Krommenie Oost;Rosariumbuurt;201702;170;172;1393,10;8,19
Krommenie;Krommenie Oost;Rosariumbuurt;201703;198;198;1709,40;8,63
Krommenie;Krommenie Oost;Rosariumbuurt;201704;176;176;1631,00;9,27
Krommenie;Krommenie Oost;Rosariumbuurt;201705;139;140;1294,20;9,31
Krommenie;Krommenie Oost;Rosariumbuurt;201706;172;172;1748,20;10,16
Krommenie;Krommenie Oost;Rosariumbuurt;201707;148;148;1375,50;9,29
Krommenie;Krommenie Oost;Rosariumbuurt;201708;109;109;1086,30;9,97
Krommenie;Krommenie Oost;Rosariumbuurt;201709;167;170;1511,10;9,05
Krommenie;Krommenie Oost;Rosariumbuurt;201710;174;175;1526,40;8,77
Krommenie;Krommenie Oost;Rosariumbuurt;201711;183;187;1631,60;8,92
Krommenie;Krommenie Oost;Rosariumbuurt;201712;182;183;1476,20;8,11
Krommenie;Krommenie Oost;Rosariumbuurt;201801;185;189;1462,32;7,90
Krommenie;Krommenie Oost;Rosariumbuurt;201802;157;159;1393,20;8,87
Krommenie;Krommenie Oost;Rosariumbuurt;201803;201;202;1676,85;8,34
Krommenie;Krommenie Oost;Rosariumbuurt;201804;162;165;1560,98;9,64
Krommenie;Krommenie Oost;Rosariumbuurt;201805;166;169;1776,80;10,70
Krommenie;Krommenie Oost;Rosariumbuurt;201806;186;189;2097,97;11,28
Krommenie;Krommenie Oost;Snuiverbuurt;201501;188;193;1846,70;9,82
Krommenie;Krommenie Oost;Snuiverbuurt;201502;224;230;2070,70;9,24
Krommenie;Krommenie Oost;Snuiverbuurt;201503;241;246;2110,30;8,76
Krommenie;Krommenie Oost;Snuiverbuurt;201504;208;210;2099,90;10,10
Krommenie;Krommenie Oost;Snuiverbuurt;201505;179;185;1803,10;10,07
Krommenie;Krommenie Oost;Snuiverbuurt;201506;199;211;2187,90;10,99
Krommenie;Krommenie Oost;Snuiverbuurt;201507;182;186;2005,10;11,02
Krommenie;Krommenie Oost;Snuiverbuurt;201508;258;261;2822,90;10,94
Krommenie;Krommenie Oost;Snuiverbuurt;201509;226;226;1945,60;8,61
Krommenie;Krommenie Oost;Snuiverbuurt;201510;210;212;2067,20;9,84
Krommenie;Krommenie Oost;Snuiverbuurt;201511;208;210;1736,70;8,35
Krommenie;Krommenie Oost;Snuiverbuurt;201512;186;186;1518,80;8,17
Krommenie;Krommenie Oost;Snuiverbuurt;201601;195;196;1483,60;7,61
Krommenie;Krommenie Oost;Snuiverbuurt;201602;180;180;1609,00;8,94
Krommenie;Krommenie Oost;Snuiverbuurt;201603;202;204;1651,60;8,18
Krommenie;Krommenie Oost;Snuiverbuurt;201604;186;187;1821,30;9,79
Krommenie;Krommenie Oost;Snuiverbuurt;201605;133;133;1216,00;9,14
Krommenie;Krommenie Oost;Snuiverbuurt;201606;164;164;1365,30;8,32
Krommenie;Krommenie Oost;Snuiverbuurt;201607;173;174;1683,30;9,73
Krommenie;Krommenie Oost;Snuiverbuurt;201608;169;170;1535,20;9,08
Krommenie;Krommenie Oost;Snuiverbuurt;201609;165;166;1404,50;8,51
Krommenie;Krommenie Oost;Snuiverbuurt;201610;163;167;1541,70;9,46
Krommenie;Krommenie Oost;Snuiverbuurt;201611;155;155;1454,70;9,39
Krommenie;Krommenie Oost;Snuiverbuurt;201612;170;171;1570,00;9,24
Krommenie;Krommenie Oost;Snuiverbuurt;201701;159;159;1410,20;8,87
Krommenie;Krommenie Oost;Snuiverbuurt;201702;179;181;1696,80;9,48
Krommenie;Krommenie Oost;Snuiverbuurt;201703;249;252;2223,40;8,93
Krommenie;Krommenie Oost;Snuiverbuurt;201704;212;214;2345,10;11,06
Krommenie;Krommenie Oost;Snuiverbuurt;201705;182;186;1856,50;10,20
Krommenie;Krommenie Oost;Snuiverbuurt;201706;159;159;1728,00;10,87
Krommenie;Krommenie Oost;Snuiverbuurt;201707;169;171;2112,40;12,50
Krommenie;Krommenie Oost;Snuiverbuurt;201708;155;157;1750,10;11,29
Krommenie;Krommenie Oost;Snuiverbuurt;201709;181;186;1442,20;7,97
Krommenie;Krommenie Oost;Snuiverbuurt;201710;177;180;1433,80;8,10
Krommenie;Krommenie Oost;Snuiverbuurt;201711;170;172;1449,30;8,53
Krommenie;Krommenie Oost;Snuiverbuurt;201712;152;152;1272,40;8,37
Krommenie;Krommenie Oost;Snuiverbuurt;201801;135;135;982,37;7,28
Krommenie;Krommenie Oost;Snuiverbuurt;201802;163;164;1218,77;7,48
Krommenie;Krommenie Oost;Snuiverbuurt;201803;179;179;1530,89;8,55
Krommenie;Krommenie Oost;Snuiverbuurt;201804;155;157;1246,27;8,04
Krommenie;Krommenie Oost;Snuiverbuurt;201805;122;124;1090,10;8,94
Krommenie;Krommenie Oost;Snuiverbuurt;201806;125;128;1326,33;10,61
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201501;101;104;789,90;7,82
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201502;72;72;663,80;9,22
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201503;133;136;1258,30;9,46
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201504;121;124;1106,60;9,15
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201505;81;81;835,40;10,31
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201506;113;117;1286,00;11,38
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201507;83;85;805,90;9,71
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201508;64;67;878,70;13,73
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201509;69;69;625,60;9,07
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201510;120;123;1035,10;8,63
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201511;161;165;1436,10;8,92
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201512;79;83;707,90;8,96
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201601;61;64;593,20;9,72
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201602;72;72;640,10;8,89
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201603;80;81;631,70;7,90
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201604;86;90;752,60;8,75
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201605;69;69;546,90;7,93
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201606;102;102;829,00;8,13
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201607;56;56;465,10;8,31
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201608;79;85;897,50;11,36
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201609;67;69;750,30;11,20
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201610;99;105;1087,40;10,98
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201611;98;100;870,30;8,88
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201612;80;81;796,10;9,95
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201701;87;90;732,10;8,41
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201702;83;83;621,30;7,49
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201703;56;56;447,50;7,99
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201704;60;61;533,20;8,89
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201705;60;60;551,60;9,19
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201706;68;69;586,50;8,63
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201707;60;60;541,50;9,03
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201708;69;70;629,40;9,12
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201709;99;102;833,70;8,42
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201710;85;87;689,90;8,12
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201711;68;68;354,70;5,22
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201712;83;83;678,00;8,17
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201801;94;95;817,90;8,70
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201802;87;87;705,00;8,10
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201803;69;69;474,10;6,87
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201804;92;92;665,90;7,24
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201805;88;88;820,10;9,32
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201806;47;47;416,90;8,87
Krommenie;Krommenie West;Krommeniedijk;201501;11;11;60,30;5,48
Krommenie;Krommenie West;Krommeniedijk;201502;9;9;42,30;4,70
Krommenie;Krommenie West;Krommeniedijk;201503;14;14;72,70;5,19
Krommenie;Krommenie West;Krommeniedijk;201504;12;12;73,00;6,08
Krommenie;Krommenie West;Krommeniedijk;201505;12;12;73,00;6,08
Krommenie;Krommenie West;Krommeniedijk;201506;9;9;44,30;4,92
Krommenie;Krommenie West;Krommeniedijk;201507;6;6;28,20;4,70
Krommenie;Krommenie West;Krommeniedijk;201508;12;12;60,10;5,01
Krommenie;Krommenie West;Krommeniedijk;201509;11;11;65,00;5,91
Krommenie;Krommenie West;Krommeniedijk;201510;10;10;47,00;4,70
Krommenie;Krommenie West;Krommeniedijk;201511;8;8;37,60;4,70
Krommenie;Krommenie West;Krommeniedijk;201512;9;9;55,20;6,13
Krommenie;Krommenie West;Krommeniedijk;201601;12;12;65,00;5,42
Krommenie;Krommenie West;Krommeniedijk;201602;10;10;42,60;4,26
Krommenie;Krommenie West;Krommeniedijk;201603;9;9;44,30;4,92
Krommenie;Krommenie West;Krommeniedijk;201604;10;10;47,00;4,70
Krommenie;Krommenie West;Krommeniedijk;201605;10;10;55,30;5,53
Krommenie;Krommenie West;Krommeniedijk;201606;11;11;66,20;6,02
Krommenie;Krommenie West;Krommeniedijk;201607;10;10;46,50;4,65
Krommenie;Krommenie West;Krommeniedijk;201608;10;10;59,50;5,95
Krommenie;Krommenie West;Krommeniedijk;201609;7;7;32,60;4,66
Krommenie;Krommenie West;Krommeniedijk;201610;10;10;46,50;4,65
Krommenie;Krommenie West;Krommeniedijk;201611;8;8;50,20;6,28
Krommenie;Krommenie West;Krommeniedijk;201612;4;4;52,70;13,18
Krommenie;Krommenie West;Krommeniedijk;201701;2;2;18,10;9,05
Krommenie;Krommenie West;Krommeniedijk;201703;2;2;23,90;11,95
Krommenie;Krommenie West;Krommeniedijk;201704;2;2;24,80;12,40
Krommenie;Krommenie West;Krommeniedijk;201705;2;2;22,30;11,15
Krommenie;Krommenie West;Krommeniedijk;201707;2;2;14,60;7,30
Krommenie;Krommenie West;Krommeniedijk;201709;2;2;13,50;6,75
Krommenie;Krommenie West;Krommeniedijk;201711;2;2;7,30;3,65
Krommenie;Krommenie West;Krommeniedijk;201712;4;4;29,60;7,40
Krommenie;Krommenie West;Krommeniedijk;201801;4;4;25,40;6,35
Krommenie;Krommenie West;Krommeniedijk;201802;2;2;7,30;3,65
Krommenie;Krommenie West;Krommeniedijk;201803;4;4;12,30;3,08
Krommenie;Krommenie West;Krommeniedijk;201804;2;2;25,00;12,50
Krommenie;Krommenie West;Krommeniedijk;201805;2;2;5,00;2,50
Krommenie;Krommenie West;Noorderham;201501;68;68;842,60;12,39
Krommenie;Krommenie West;Noorderham;201502;36;36;364,80;10,13
Krommenie;Krommenie West;Noorderham;201503;81;81;1003,10;12,38
Krommenie;Krommenie West;Noorderham;201504;72;72;803,50;11,16
Krommenie;Krommenie West;Noorderham;201505;92;92;1087,70;11,82
Krommenie;Krommenie West;Noorderham;201506;74;74;924,50;12,49
Krommenie;Krommenie West;Noorderham;201507;41;41;616,00;15,02
Krommenie;Krommenie West;Noorderham;201508;60;62;804,40;13,41
Krommenie;Krommenie West;Noorderham;201509;46;48;563,60;12,25
Krommenie;Krommenie West;Noorderham;201510;51;52;586,20;11,49
Krommenie;Krommenie West;Noorderham;201511;93;93;1034,90;11,13
Krommenie;Krommenie West;Noorderham;201512;45;45;371,90;8,26
Krommenie;Krommenie West;Noorderham;201601;64;64;427,30;6,68
Krommenie;Krommenie West;Noorderham;201602;61;63;619,10;10,15
Krommenie;Krommenie West;Noorderham;201603;88;88;905,40;10,29
Krommenie;Krommenie West;Noorderham;201604;80;80;762,60;9,53
Krommenie;Krommenie West;Noorderham;201605;49;49;532,80;10,87
Krommenie;Krommenie West;Noorderham;201606;80;80;857,40;10,72
Krommenie;Krommenie West;Noorderham;201607;48;48;477,90;9,96
Krommenie;Krommenie West;Noorderham;201608;54;54;501,50;9,29
Krommenie;Krommenie West;Noorderham;201609;52;52;431,10;8,29
Krommenie;Krommenie West;Noorderham;201610;59;59;563,00;9,54
Krommenie;Krommenie West;Noorderham;201611;48;48;538,90;11,23
Krommenie;Krommenie West;Noorderham;201612;42;42;390,90;9,31
Krommenie;Krommenie West;Noorderham;201701;92;92;840,10;9,13
Krommenie;Krommenie West;Noorderham;201702;87;88;803,80;9,24
Krommenie;Krommenie West;Noorderham;201703;72;72;612,90;8,51
Krommenie;Krommenie West;Noorderham;201704;108;108;1011,70;9,37
Krommenie;Krommenie West;Noorderham;201705;87;90;919,10;10,56
Krommenie;Krommenie West;Noorderham;201706;72;72;702,60;9,76
Krommenie;Krommenie West;Noorderham;201707;81;81;825,00;10,19
Krommenie;Krommenie West;Noorderham;201708;89;89;842,00;9,46
Krommenie;Krommenie West;Noorderham;201709;100;100;920,60;9,21
Krommenie;Krommenie West;Noorderham;201710;88;88;904,90;10,28
Krommenie;Krommenie West;Noorderham;201711;74;75;703,00;9,50
Krommenie;Krommenie West;Noorderham;201712;77;78;711,20;9,24
Krommenie;Krommenie West;Noorderham;201801;89;91;767,82;8,63
Krommenie;Krommenie West;Noorderham;201802;58;58;544,76;9,39
Krommenie;Krommenie West;Noorderham;201803;113;115;1160,61;10,27
Krommenie;Krommenie West;Noorderham;201804;102;102;967,15;9,48
Krommenie;Krommenie West;Noorderham;201805;98;98;971,87;9,92
Krommenie;Krommenie West;Noorderham;201806;88;88;833,61;9,47
Krommenie;Krommenie West;Willis;201501;19;19;180,30;9,49
Krommenie;Krommenie West;Willis;201502;11;11;171,10;15,55
Krommenie;Krommenie West;Willis;201503;8;8;126,80;15,85
Krommenie;Krommenie West;Willis;201504;9;9;88,80;9,87
Krommenie;Krommenie West;Willis;201505;19;19;376,60;19,82
Krommenie;Krommenie West;Willis;201506;5;5;55,40;11,08
Krommenie;Krommenie West;Willis;201507;14;14;167,20;11,94
Krommenie;Krommenie West;Willis;201508;12;12;120,80;10,07
Krommenie;Krommenie West;Willis;201509;8;8;117,70;14,71
Krommenie;Krommenie West;Willis;201510;8;8;25,10;3,14
Krommenie;Krommenie West;Willis;201511;9;9;85,00;9,44
Krommenie;Krommenie West;Willis;201512;2;2;24,60;12,30
Krommenie;Krommenie West;Willis;201601;13;13;44,30;3,41
Krommenie;Krommenie West;Willis;201602;12;12;75,70;6,31
Krommenie;Krommenie West;Willis;201603;7;7;74,10;10,59
Krommenie;Krommenie West;Willis;201604;11;11;84,70;7,70
Krommenie;Krommenie West;Willis;201605;9;9;64,20;7,13
Krommenie;Krommenie West;Willis;201606;4;4;32,90;8,22
Krommenie;Krommenie West;Willis;201607;6;6;50,50;8,42
Krommenie;Krommenie West;Willis;201608;4;4;17,30;4,33
Krommenie;Krommenie West;Willis;201609;4;4;59,50;14,88
Krommenie;Krommenie West;Willis;201610;15;15;174,60;11,64
Krommenie;Krommenie West;Willis;201611;5;5;20,40;4,08
Krommenie;Krommenie West;Willis;201612;7;7;58,40;8,34
Krommenie;Krommenie West;Willis;201701;9;9;90,00;10,00
Krommenie;Krommenie West;Willis;201702;3;3;24,70;8,23
Krommenie;Krommenie West;Willis;201703;8;8;73,00;9,13
Krommenie;Krommenie West;Willis;201704;9;9;87,80;9,76
Krommenie;Krommenie West;Willis;201705;2;2;6,30;3,15
Krommenie;Krommenie West;Willis;201706;7;7;64,70;9,24
Krommenie;Krommenie West;Willis;201707;3;3;41,00;13,67
Krommenie;Krommenie West;Willis;201709;8;8;70,40;8,80
Krommenie;Krommenie West;Willis;201710;4;4;54,20;13,55
Krommenie;Krommenie West;Willis;201711;6;6;82,80;13,80
Krommenie;Krommenie West;Willis;201712;6;6;58,90;9,82
Krommenie;Krommenie West;Willis;201801;5;5;53,80;10,76
Krommenie;Krommenie West;Willis;201803;2;2;29,30;14,65
Krommenie;Krommenie West;Willis;201804;9;9;101,00;11,22
Krommenie;Krommenie West;Willis;201805;5;5;53,90;10,78
Krommenie;Krommenie West;Willis;201806;4;4;51,50;12,88
Krommenie;Krommenie West;Zuiderham;201501;243;246;2203,80;9,07
Krommenie;Krommenie West;Zuiderham;201502;182;184;1588,00;8,73
Krommenie;Krommenie West;Zuiderham;201503;192;192;1545,70;8,05
Krommenie;Krommenie West;Zuiderham;201504;165;166;1213,40;7,35
Krommenie;Krommenie West;Zuiderham;201505;139;142;1186,70;8,54
Krommenie;Krommenie West;Zuiderham;201506;180;184;1769,20;9,83
Krommenie;Krommenie West;Zuiderham;201507;158;158;1362,50;8,62
Krommenie;Krommenie West;Zuiderham;201508;128;128;1017,20;7,95
Krommenie;Krommenie West;Zuiderham;201509;158;160;1434,30;9,08
Krommenie;Krommenie West;Zuiderham;201510;160;160;1418,80;8,87
Krommenie;Krommenie West;Zuiderham;201511;161;162;1266,80;7,87
Krommenie;Krommenie West;Zuiderham;201512;151;153;1328,50;8,80
Krommenie;Krommenie West;Zuiderham;201601;150;150;1129,40;7,53
Krommenie;Krommenie West;Zuiderham;201602;146;148;1201,40;8,23
Krommenie;Krommenie West;Zuiderham;201603;170;171;1433,00;8,43
Krommenie;Krommenie West;Zuiderham;201604;175;177;1589,80;9,08
Krommenie;Krommenie West;Zuiderham;201605;172;174;1552,60;9,03
Krommenie;Krommenie West;Zuiderham;201606;144;146;1108,40;7,70
Krommenie;Krommenie West;Zuiderham;201607;161;165;1307,00;8,12
Krommenie;Krommenie West;Zuiderham;201608;153;155;1371,20;8,96
Krommenie;Krommenie West;Zuiderham;201609;120;122;1071,30;8,93
Krommenie;Krommenie West;Zuiderham;201610;87;87;797,40;9,17
Krommenie;Krommenie West;Zuiderham;201611;105;110;1042,20;9,93
Krommenie;Krommenie West;Zuiderham;201612;72;75;692,30;9,62
Krommenie;Krommenie West;Zuiderham;201701;87;91;692,80;7,96
Krommenie;Krommenie West;Zuiderham;201702;81;81;639,40;7,89
Krommenie;Krommenie West;Zuiderham;201703;85;87;795,80;9,36
Krommenie;Krommenie West;Zuiderham;201704;92;92;844,10;9,18
Krommenie;Krommenie West;Zuiderham;201705;82;82;758,80;9,25
Krommenie;Krommenie West;Zuiderham;201706;72;72;672,00;9,33
Krommenie;Krommenie West;Zuiderham;201707;92;94;1019,60;11,08
Krommenie;Krommenie West;Zuiderham;201708;77;80;727,60;9,45
Krommenie;Krommenie West;Zuiderham;201709;113;118;1049,20;9,28
Krommenie;Krommenie West;Zuiderham;201710;88;88;683,20;7,76
Krommenie;Krommenie West;Zuiderham;201711;94;97;722,10;7,68
Krommenie;Krommenie West;Zuiderham;201712;106;114;992,60;9,36
Krommenie;Krommenie West;Zuiderham;201801;131;133;1139,36;8,70
Krommenie;Krommenie West;Zuiderham;201802;96;102;960,70;10,01
Krommenie;Krommenie West;Zuiderham;201803;136;136;1358,10;9,99
Krommenie;Krommenie West;Zuiderham;201804;142;142;1397,09;9,84
Krommenie;Krommenie West;Zuiderham;201805;163;167;1921,55;11,79
Krommenie;Krommenie West;Zuiderham;201806;134;137;1465,97;10,94
Westknollendam;Wormerveer;Industriebuurt;201501;2;2;24,00;12,00
Westknollendam;Wormerveer;Industriebuurt;201507;2;2;27,00;13,50
Westknollendam;Wormerveer;Industriebuurt;201508;2;2;34,70;17,35
Westknollendam;Wormerveer;Industriebuurt;201604;1;2;45,40;45,40
Westknollendam;Wormerveer;Industriebuurt;201610;2;2;23,30;11,65
Westknollendam;Wormerveer;Industriebuurt;201703;2;2;22,80;11,40
Westknollendam;Wormerveer;Industriebuurt;201707;1;1;13,60;13,60
Westknollendam;Wormerveer;Industriebuurt;201712;1;1;3,80;3,80
Westknollendam;Wormerveer;Industriebuurt;201802;4;4;24,50;6,13
Westknollendam;Wormerveer;Westknollendam;201501;5;5;46,70;9,34
Westknollendam;Wormerveer;Westknollendam;201502;1;1;11,30;11,30
Westknollendam;Wormerveer;Westknollendam;201505;1;1;23,00;23,00
Westknollendam;Wormerveer;Westknollendam;201506;1;1;11,30;11,30
Westknollendam;Wormerveer;Westknollendam;201508;3;3;48,80;16,27
Westknollendam;Wormerveer;Westknollendam;201511;4;4;31,70;7,92
Westknollendam;Wormerveer;Westknollendam;201512;2;2;37,10;18,55
Westknollendam;Wormerveer;Westknollendam;201601;2;2;13,00;6,50
Westknollendam;Wormerveer;Westknollendam;201603;1;1;22,60;22,60
Westknollendam;Wormerveer;Westknollendam;201609;1;1;4,80;4,80
Westknollendam;Wormerveer;Westknollendam;201611;6;6;81,60;13,60
Westknollendam;Wormerveer;Westknollendam;201612;4;4;73,60;18,40
Westknollendam;Wormerveer;Westknollendam;201701;8;8;147,20;18,40
Westknollendam;Wormerveer;Westknollendam;201702;21;21;376,70;17,94
Westknollendam;Wormerveer;Westknollendam;201703;17;17;312,80;18,40
Westknollendam;Wormerveer;Westknollendam;201704;27;27;486,80;18,03
Westknollendam;Wormerveer;Westknollendam;201705;29;29;483,60;16,68
Westknollendam;Wormerveer;Westknollendam;201706;6;6;89,70;14,95
Westknollendam;Wormerveer;Westknollendam;201707;24;24;375,90;15,66
Westknollendam;Wormerveer;Westknollendam;201708;16;17;286,80;17,93
Westknollendam;Wormerveer;Westknollendam;201709;30;34;579,80;19,33
Westknollendam;Wormerveer;Westknollendam;201710;28;30;472,20;16,86
Westknollendam;Wormerveer;Westknollendam;201711;33;35;578,40;17,53
Westknollendam;Wormerveer;Westknollendam;201712;28;32;510,60;18,24
Westknollendam;Wormerveer;Westknollendam;201801;20;20;320,00;16,00
Westknollendam;Wormerveer;Westknollendam;201802;26;26;395,80;15,22
Westknollendam;Wormerveer;Westknollendam;201803;28;28;401,40;14,34
Westknollendam;Wormerveer;Westknollendam;201804;22;22;351,20;15,96
Westknollendam;Wormerveer;Westknollendam;201805;24;24;303,90;12,66
Westknollendam;Wormerveer;Westknollendam;201806;22;22;300,90;13,68
Westzaan;Westzaan;J.J. Allanbuurt;201501;16;16;104,20;6,51
Westzaan;Westzaan;J.J. Allanbuurt;201502;16;16;230,00;14,38
Westzaan;Westzaan;J.J. Allanbuurt;201503;17;17;121,40;7,14
Westzaan;Westzaan;J.J. Allanbuurt;201504;11;11;71,50;6,50
Westzaan;Westzaan;J.J. Allanbuurt;201505;9;9;51,80;5,76
Westzaan;Westzaan;J.J. Allanbuurt;201506;9;9;51,80;5,76
Westzaan;Westzaan;J.J. Allanbuurt;201507;19;19;159,40;8,39
Westzaan;Westzaan;J.J. Allanbuurt;201508;8;8;62,70;7,84
Westzaan;Westzaan;J.J. Allanbuurt;201509;8;8;54,20;6,78
Westzaan;Westzaan;J.J. Allanbuurt;201510;13;13;112,40;8,65
Westzaan;Westzaan;J.J. Allanbuurt;201511;13;13;83,90;6,45
Westzaan;Westzaan;J.J. Allanbuurt;201512;6;6;38,70;6,45
Westzaan;Westzaan;J.J. Allanbuurt;201601;9;9;68,50;7,61
Westzaan;Westzaan;J.J. Allanbuurt;201602;10;10;61,50;6,15
Westzaan;Westzaan;J.J. Allanbuurt;201603;13;13;87,70;6,75
Westzaan;Westzaan;J.J. Allanbuurt;201604;15;15;128,10;8,54
Westzaan;Westzaan;J.J. Allanbuurt;201605;10;10;57,40;5,74
Westzaan;Westzaan;J.J. Allanbuurt;201606;8;8;46,00;5,75
Westzaan;Westzaan;J.J. Allanbuurt;201607;11;11;96,80;8,80
Westzaan;Westzaan;J.J. Allanbuurt;201608;7;7;44,20;6,31
Westzaan;Westzaan;J.J. Allanbuurt;201609;11;11;100,80;9,16
Westzaan;Westzaan;J.J. Allanbuurt;201610;15;15;127,70;8,51
Westzaan;Westzaan;J.J. Allanbuurt;201611;9;9;55,90;6,21
Westzaan;Westzaan;J.J. Allanbuurt;201612;16;16;133,80;8,36
Westzaan;Westzaan;J.J. Allanbuurt;201701;6;6;34,40;5,73
Westzaan;Westzaan;J.J. Allanbuurt;201702;8;8;46,00;5,75
Westzaan;Westzaan;J.J. Allanbuurt;201703;6;6;34,50;5,75
Westzaan;Westzaan;J.J. Allanbuurt;201704;9;9;72,70;8,08
Westzaan;Westzaan;J.J. Allanbuurt;201705;9;9;51,70;5,74
