FID,locatie,shape_leng,jaar,type_ws,hoofdgeb,gebied,gdb_geomattr_data,shape
talud_maas_2014.1,De Paaldere 't Wildt,296.45519857,2014,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (153076.9450000003 418824.6810000017, 153071.79399999976 418816.2969999984, 153061.41099999845 418799.80799999833, 153050.98600000143 418784.5240000002, 153041.5240000002 418770.5529999994, 153036.76799999923 418762.1730000004, 153034.6330000013 418756.6409999989, 153033.8440000005 418752.5689999983, 153034.94099999964 418750.8189999983, 153036.73800000176 418749.71499999985, 153038.9459999986 418748.56799999997, 153038.91699999943 418745.4079999998, 153037.5399999991 418742.35599999875, 153034.96799999848 418737.7109999992, 153032.563000001 418732.77800000086, 153029.04300000146 418726.11400000006, 153026.3440000005 418722.3209999986, 153022.6499999985 418718.7109999992, 153017.8299999982 418714.5379999988, 153014.56500000134 418709.90199999884, 153009.86199999973 418701.88500000164, 153008.30299999937 418698.61300000176, 153006.5610000007 418695.95800000057, 153002.7740000002 418691.7280000001, 152997.94900000095 418688.3049999997, 152996.23699999973 418686.79100000113, 152992.75 418680.6000000015, 152986.96599999815 418670.82499999925, 152981.19000000134 418662.4290000014, 152972.86400000006 418652.6700000018, 152966.90900000185 418647.0150000006, 152960.98200000077 418642.8040000014, 152948.5460000001 418632.118999999, 152938.15300000086 418623.118999999, 152924.10599999875 418607.48000000045, 152916.71599999815 418600.30900000036, 152909.74399999902 418592.76900000125)"
talud_maas_2014.2,De Paaldere 't Wildt,14.67254768,2014,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (152918.44799999893 418613.6180000007, 152917.51700000092 418612.93400000036, 152915.38500000164 418611.78400000185, 152913.66099999845 418611.14499999955, 152912.70899999887 418609.7250000015, 152912.686999999 418608.625, 152912.92599999905 418606.78599999845, 152911.68100000173 418605.6490000002, 152910.89499999955 418604.53599999845, 152909.5080000013 418603.8590000011)"
talud_maas_2014.3,De Paaldere 't Wildt,21.61470292,2014,Rivieren,Maas,Afgedamde Maas en Getijdenmaas,,"LINESTRING (152956.79399999976 418656.7109999992, 152956.00600000098 418656.0249999985, 152954.53200000152 418656.188000001, 152953.84099999815 418655.83399999887, 152953.94700000063 418654.95699999854, 152953.67399999872 418653.94999999925, 152951.74799999967 418653.3269999996, 152950.77299999818 418652.2039999999, 152950.61800000072 418651.0729999989, 152950.30600000173 418649.72399999946, 152948.98200000077 418648.86100000143, 152948.15199999884 418648.8220000006, 152946.6240000017 418649.1099999994, 152945.44399999827 418648.6229999997, 152944.27100000158 418647.6020000018, 152942.8839999996 418647.45600000024, 152940.73800000176 418647.63699999824)"
talud_maas_2014.4,Gebrande Kamp - Neerveld,4.09253234,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (191884.78200000152 414512.8359999992, 191888.87099999934 414513.006000001)"
talud_maas_2014.5,Gebrande Kamp - Neerveld,36.74661902,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (191943.75 414513.23000000045, 191967.5700000003 414511.6319999993, 191980.40300000086 414510.6169999987)"
talud_maas_2014.6,Gebrande Kamp - Neerveld,7.09165834,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (191996.72199999914 414508.1259999983, 192003.80900000036 414507.868999999)"
talud_maas_2014.7,Gebrande Kamp - Neerveld,65.94048679,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (192013.5240000002 414507.3819999993, 192020.71599999815 414506.96499999985, 192041.82299999893 414505.6180000007, 192053.97700000182 414504.4459999986, 192064.93200000003 414502.438000001, 192079.02699999884 414500.4210000001)"
talud_maas_2014.8,Gebrande Kamp - Neerveld,53.00459547,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (192118.01199999824 414526.1640000008, 192118.45100000128 414531.88599999994, 192120.23200000077 414536.35599999875, 192123.70699999854 414542.86499999836, 192127.10700000077 414546.59899999946, 192129.82600000128 414549.2410000004, 192137.51399999857 414554.48000000045, 192144.4059999995 414558.34099999815, 192152.50200000033 414562.3429999985)"
talud_maas_2014.9,Gebrande Kamp - Neerveld,18.63395328,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (192351.1889999993 414484.2259999998, 192342.40700000152 414485.65300000086, 192332.75699999928 414486.94999999925)"
talud_maas_2014.10,Gebrande Kamp - Neerveld,36.16580469,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (192353.33799999952 414470.36400000006, 192369.23699999973 414468.87900000066, 192379.58199999854 414467.54300000146, 192389.29100000113 414466.4829999991)"
talud_maas_2014.11,Gebrande Kamp - Neerveld,11.52833149,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (192363.40900000185 414496.88500000164, 192362.4549999982 414493.2049999982, 192361.07200000063 414489.8200000003, 192358.0300000012 414487.1160000004)"
talud_maas_2014.12,Gebrande Kamp - Neerveld,11.00850471,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (192430.68200000003 414463.5379999988, 192430.24599999934 414464.51900000125, 192431.22700000182 414466.875, 192435 414473.22100000083)"
talud_maas_2014.13,Gebrande Kamp - Neerveld,20.61087965,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (192442.56899999827 414459.99599999934, 192462.52299999818 414454.83399999887)"
talud_maas_2014.14,Gebrande Kamp - Neerveld,13.40010664,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (192536.76000000164 414444.55999999866, 192539.35799999908 414443.8209999986, 192542.39299999923 414444.16600000113, 192545.60799999908 414443.4620000012, 192548.71400000155 414442.9230000004, 192549.83100000024 414442.4820000008)"
talud_maas_2014.15,Gebrande Kamp - Neerveld,86.50480574,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (191597.78500000015 414535.5949999988, 191600.90799999982 414537.21599999815, 191604.8359999992 414537.73900000006, 191608.4389999993 414537.1160000004, 191611.686999999 414536.2529999986, 191614.70600000024 414536.02699999884, 191625.6409999989 414538.27699999884, 191641.125 414541.993999999, 191653.40100000054 414544.97399999946, 191661.75400000066 414546.51399999857, 191674.81700000167 414548.56799999997, 191682.35799999908 414548.5229999982)"
talud_maas_2014.16,Gebrande Kamp - Neerveld,88.64812305,2014,Rivieren,Maas,Zandmaas,,"LINESTRING (191739.21700000018 414516.33999999985, 191744.80900000036 414515.9450000003, 191756.04899999872 414515.98999999836, 191775.3139999993 414515.79100000113, 191795.51099999994 414515.1889999993, 191827.83700000122 414514.6739999987)"
talud_maas_2014.17,Coehoorn,14.19703384,2014,Rivieren,Maas,Bedijkte Maas,,"LINESTRING (182370.49700000137 418364.91800000146, 182374.8599999994 418365.8220000006, 182378.2960000001 418366.6860000007, 182380.98999999836 418367.9840000011, 182383.71799999848 418369.6719999984)"
talud_maas_2014.18,Coehoorn,29.51060441,2014,Rivieren,Maas,Bedijkte Maas,,"LINESTRING (182395.0150000006 418371.85500000045, 182401.85700000077 418371.3299999982, 182407.83900000155 418372.35500000045, 182414.80200000107 418373.01399999857, 182424.0469999984 418375.5450000018)"
