FID,fnode_,tnode_,lpoly_,rpoly_,length_met,stroken_,stroken_id,filenaam,br_links,br_rechts,sourcethm,datum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2006.14,0,0,0,0,22866.092,14,14,midnorth_south_13,66.69999695,-133,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (99862.1409999989 498196.063000001, 104354.43699999899 520616.5309999995)"
vlieglijnen_kust_2006.15,0,0,0,0,22183.882,15,15,midnorth_south_14,60.29999924,-66.90000153,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (104306.45300000161 519967.188000001, 99952.75 498214.7190000005)"
vlieglijnen_kust_2006.16,0,0,0,0,19425.175,16,16,midnorth_south_15,70.90000153,-63.59999847,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (103870.70300000161 517284.938000001, 100042.18800000101 498240.7809999995)"
vlieglijnen_kust_2006.17,0,0,0,0,16340.444,17,17,midnorth_south_17,65.69999695,-165.69999695,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (100234.0390000008 498329.875, 103458.5940000005 514349)"
vlieglijnen_kust_2006.18,0,0,0,0,15491.654,18,18,midnorth_south_18,68.5,-63.29999924,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (100331.93800000101 498368.75, 103378.3909999989 513557.9059999995)"
vlieglijnen_kust_2006.19,0,0,0,0,12592.764,19,19,midnorth_south_19,66.69999695,-77.5,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (100443.7190000005 498486.0940000005, 102931.74199999869 510830.625)"
vlieglijnen_kust_2006.20,0,0,0,0,9344.981,20,20,midnorth_south_20,61.90000153,-78.09999847,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (101050.35200000182 501065.9059999995, 102894.4609999992 510227.125)"
vlieglijnen_kust_2006.21,0,0,0,0,7647.141,21,21,midnorth_south_21,177.30000305,-66.40000153,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (102394.88300000131 507296.7809999995, 100836.1409999989 499810.188000001)"
vlieglijnen_kust_2006.22,0,0,0,0,28025.578,22,22,midnorth_south_m1,36.29999924,-94.59999847,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (104403.68800000101 525597.75, 98925.5940000005 498112.7809999995)"
vlieglijnen_kust_2006.23,0,0,0,0,24961.291,23,23,midnorth_nord_02,46.20000076,-42.29999924,Stroken_nholland,2006-05-03T00:00:00,,,"LINESTRING (104312.88300000131 526518.938000001, 109745.2190000005 550881.938000001)"
vlieglijnen_kust_2006.24,0,0,0,0,26085.749,24,24,midnorth_nord_03,94.40000153,-42.20000076,Stroken_nholland,2006-05-03T00:00:00,,,"LINESTRING (104262.18800000101 526013.75, 109889.99199999869 551485.188000001)"
vlieglijnen_kust_2006.25,0,0,0,0,26300.204,25,25,midnorth_nord_04,93.09999847,-59.70000076,Stroken_nholland,2006-05-03T00:00:00,,,"LINESTRING (104304.82800000161 525988.875, 110001.61699999869 551664.686999999)"
vlieglijnen_kust_2006.26,0,0,0,0,27642.627,26,26,midnorth_nord_05,81.30000305,-73.30000305,Stroken_nholland,2006-05-03T00:00:00,,,"LINESTRING (104155.00800000131 525017.938000001, 110144.2190000005 552003.938000001)"
vlieglijnen_kust_2006.27,0,0,0,0,28717.014,27,27,midnorth_nord_06,75.90000153,-69.30000305,Stroken_nholland,2006-05-03T00:00:00,,,"LINESTRING (104024.63300000131 524066.9690000005, 110236.8590000011 552104)"
vlieglijnen_kust_2006.28,0,0,0,0,29545.772,28,28,midnorth_nord_07,73.09999847,-67.59999847,Stroken_nholland,2006-05-03T00:00:00,,,"LINESTRING (103969.1090000011 523463.25, 110349.7890000008 552311.813000001)"
vlieglijnen_kust_2006.29,0,0,0,0,30165.511,29,29,midnorth_nord_08,72.80000305,-72.19999695,Stroken_nholland,2006-05-03T00:00:00,,,"LINESTRING (103893.56300000101 522767.625, 110414.81300000101 552219.813000001)"
vlieglijnen_kust_2006.30,0,0,0,0,30354.498,30,30,midnorth_nord_09,62.79999924,-60.5,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (104048.1090000011 523063.563000001, 110600.97700000182 552702.313000001)"
vlieglijnen_kust_2006.31,0,0,0,0,31011.902,31,31,midnorth_nord_10,78.90000153,-69.5,Stroken_nholland,2006-05-05T00:00:00,,,"LINESTRING (103867.8440000005 521970.125, 110574.61699999869 552248.125)"
vlieglijnen_kust_2006.32,0,0,0,0,30562.374,32,32,midnorth_nord_11,67.30000305,-68,Stroken_nholland,2006-05-05T00:00:00,,,"LINESTRING (110805.13300000131 552981.063000001, 104200.86699999869 523140.7809999995)"
vlieglijnen_kust_2006.33,0,0,0,0,31683.137,33,33,midnorth_nord_12,73.69999695,-70.09999847,Stroken_nholland,2006-05-05T00:00:00,,,"LINESTRING (103757.67199999839 520803.186999999, 110610.3440000005 551736.375)"
vlieglijnen_kust_2006.34,0,0,0,0,30437.88,34,34,midnorth_nord_13,67.40000153,-70,Stroken_nholland,2006-05-05T00:00:00,,,"LINESTRING (110988.93800000101 553095.188000001, 104405.1799999997 523377.875)"
vlieglijnen_kust_2006.35,0,0,0,0,30710.363,35,35,midnorth_nord_14,158,-65.40000153,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (104415.06199999899 523114.936999999, 111039.25800000131 553102.375)"
vlieglijnen_kust_2006.36,0,0,0,0,28327.73,36,36,midnorth_nord_15,133.19999695,-151.1000061,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (104422.4299999997 522730.813000001, 110538.4299999997 550390.438000001)"
vlieglijnen_kust_2006.37,0,0,0,0,29131.7,37,37,midnorth_nord_16,78.5,-71,Stroken_nholland,2006-04-11T00:00:00,,,"LINESTRING (104670.3590000011 523459.2190000005, 110953.32800000161 551905.313000001)"
vlieglijnen_kust_2006.38,0,0,0,0,26129.541,38,38,midnorth_nord_17,74.59999847,-71.59999847,Stroken_nholland,2006-05-03T00:00:00,,,"LINESTRING (104732.0390000008 523443.438000001, 110380.07800000161 548955.25)"
vlieglijnen_kust_2006.39,0,0,0,0,24924.222,39,39,midnorth_nord_18,76.40000153,-86.69999695,Stroken_nholland,2006-05-03T00:00:00,,,"LINESTRING (110748.52299999818 550288.25, 105355.99199999869 525954.375)"
vlieglijnen_kust_2006.40,0,0,0,0,22406.459,40,40,midnorth_nord_19,68.19999695,-83.5,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (110573.1409999989 549170.25, 105735.24199999869 527292.313000001)"
vlieglijnen_kust_2006.41,0,0,0,0,20692.016,41,41,midnorth_nord_20,62.20000076,-70.09999847,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (105827.04699999839 527360, 110297.86699999869 547563.25)"
vlieglijnen_kust_2006.42,0,0,0,0,18262.313,42,42,midnorth_nord_21,65,-74.19999695,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (110414.20300000161 547740.625, 106468.0700000003 529909.75)"
vlieglijnen_kust_2006.43,0,0,0,0,16709.094,43,43,midnorth_nord_22,64.40000153,-64.40000153,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (106561.25 529997.938000001, 110177.8590000011 546310.938000001)"
vlieglijnen_kust_2006.44,0,0,0,0,14621.62,44,44,midnorth_nord_23,72.40000153,-72.09999847,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (110372.20300000161 546868.75, 107214.14799999818 532592.25)"
vlieglijnen_kust_2006.45,0,0,0,0,13159.068,45,45,midnorth_nord_24,67.19999695,-67.80000305,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (107261.8909999989 532482.125, 110115.75800000131 545328)"
vlieglijnen_kust_2006.46,0,0,0,0,10459.917,46,46,midnorth_nord_25,68.80000305,-68.59999847,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (107802.6409999989 534550.188000001, 110060.5390000008 544763.5)"
vlieglijnen_kust_2006.47,0,0,0,0,8521.718,47,47,midnorth_nord_26,69.19999695,-79.90000153,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (110200.39799999818 545050.875, 108362.31300000101 536729.75)"
vlieglijnen_kust_2006.48,0,0,0,0,6101.702,48,48,midnorth_nord_27,65.69999695,-81.19999695,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (108617.38300000131 537531.063000001, 109935.79699999839 543488.625)"
vlieglijnen_kust_2006.49,0,0,0,0,4462.974,49,49,midnorth_nord_28,64.19999695,-67.30000305,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (108949.29699999839 538665, 109907.60200000182 543023.875)"
vlieglijnen_kust_2006.50,0,0,0,0,2473.66,50,50,midnorth_nord_29,76.09999847,-69.59999847,Stroken_nholland,2006-05-06T00:00:00,,,"LINESTRING (109415.5700000003 540484.5, 109959.74199999869 542897.563000001)"
vlieglijnen_kust_2006.51,0,0,0,0,12578.039,0,0,b01r27,348.5,-355.29998779,Stroken_zuidholl,2006-03-18T00:00:00,,,"LINESTRING (65499.92199999839 428186.6559999995, 58826.48000000045 438848.375)"
vlieglijnen_kust_2006.52,0,0,0,0,12711.843,0,0,b01r28,452.29998779,-314.70001221,Stroken_zuidholl,2006-03-18T00:00:00,,,"LINESTRING (65472.550999999046 427770.3440000005, 58579.23000000045 438450.8440000005)"
vlieglijnen_kust_2006.53,0,0,0,0,6992.482,0,0,b01r29,95.80000305,-142.1000061,Stroken_zuidholl,2006-03-12T00:00:00,,,"LINESTRING (57292.5 429563.9059999995, 50694.1090000011 427249.5940000005)"
vlieglijnen_kust_2006.54,0,0,0,0,11441.684,0,0,b01r30,332,-417.3999939,Stroken_zuidholl,2006-03-12T00:00:00,,,"LINESTRING (60473.550999999046 430321.9059999995, 49642.210999999195 426634.875)"
vlieglijnen_kust_2006.55,0,0,0,0,12084.44,0,0,b01r31,339.79998779,-293.29998779,Stroken_zuidholl,2006-03-12T00:00:00,,,"LINESTRING (60663.33999999985 430103.313000001, 49244.25 426148.813000001)"
vlieglijnen_kust_2006.56,0,0,0,0,12478.863,0,0,b01r32,428,-351.79998779,Stroken_zuidholl,2006-03-12T00:00:00,,,"LINESTRING (49067.19099999964 425634.438000001, 60838.789000000805 429775.875)"
vlieglijnen_kust_2006.57,0,0,0,0,12645.426,0,0,b01r33,373.5,-453.1000061,Stroken_zuidholl,2006-03-12T00:00:00,,,"LINESTRING (61080.960999999195 429363.5309999995, 49118.91000000015 425262.7809999995)"
vlieglijnen_kust_2006.58,0,0,0,0,12735.533,0,0,b01r34,348,-454.8999939,Stroken_zuidholl,2006-03-12T00:00:00,,,"LINESTRING (61285.3590000011 429011.563000001, 49268.960999999195 424792.563000001)"
vlieglijnen_kust_2006.59,0,0,0,0,12790.74,0,0,b01r35,310.70001221,-319.20001221,Stroken_zuidholl,2006-03-12T00:00:00,,,"LINESTRING (49409.48800000176 424360.4690000005, 61486.75 428572.686999999)"
vlieglijnen_kust_2006.60,0,0,0,0,12818.931,0,0,b01r36,338.20001221,-333.79998779,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (61638.1799999997 428181.125, 49536.85200000182 423952.313000001)"
vlieglijnen_kust_2006.61,0,0,0,0,2692.772,0,0,b01r36a,346.79998779,-293.3999939,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (65496.07800000161 429580.625, 62999.870999999344 428570.688000001)"
vlieglijnen_kust_2006.62,0,0,0,0,13344.652,0,0,b01r37,339,-350.3999939,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (62296.98000000045 427916.5309999995, 49693.73000000045 423530.438000001)"
vlieglijnen_kust_2006.63,0,0,0,0,5809.835,0,0,b01r37a,358,-514.09997559,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (62411.23000000045 428134.7809999995, 67930.5 429949.125)"
vlieglijnen_kust_2006.64,0,0,0,0,15449.291,0,0,b01r40,336.8999939,-339.1000061,Stroken_zuidholl,2006-03-12T00:00:00,,,"LINESTRING (46628.210999999195 413804.5, 52943.92199999839 427903.875)"
vlieglijnen_kust_2006.65,0,0,0,0,13189.847,0,0,b01r41,299.8999939,-306.6000061,Stroken_zuidholl,2006-03-12T00:00:00,,,"LINESTRING (52561.17199999839 427896.4690000005, 47120.73800000176 415880.9059999995)"
vlieglijnen_kust_2006.66,0,0,0,0,12464.548,0,0,b01r42,302.29998779,-309.70001221,Stroken_zuidholl,2006-03-12T00:00:00,,,"LINESTRING (52084.8200000003 427897.375, 46990.48000000045 416521.4059999995)"
vlieglijnen_kust_2006.67,0,0,0,0,15592.098,0,0,b01r43,314.8999939,-408.29998779,Stroken_zuidholl,2006-03-18T00:00:00,,,"LINESTRING (54126.8590000011 422074.5309999995, 39122.620999999344 417833.5)"
vlieglijnen_kust_2006.68,0,0,0,0,11984.9,0,0,b01r44,420.1000061,-305.3999939,Stroken_zuidholl,2006-03-18T00:00:00,,,"LINESTRING (38254.710999999195 416997.0940000005, 49725.98800000176 420468.063000001)"
vlieglijnen_kust_2006.69,0,0,0,0,16309.106,0,0,b01r45,349.70001221,-463.8999939,Stroken_zuidholl,2006-03-18T00:00:00,,,"LINESTRING (53352.23000000045 420955.5940000005, 37653.039000000805 416537.188000001)"
vlieglijnen_kust_2006.70,0,0,0,0,13625.921,0,0,b01r46,314.5,-313.79998779,Stroken_zuidholl,2006-03-18T00:00:00,,,"LINESTRING (37394.48000000045 415965.7809999995, 50470.460999999195 419797.813000001)"
vlieglijnen_kust_2006.71,0,0,0,0,14183.514,0,0,b01r47,301.1000061,-323.3999939,Stroken_zuidholl,2006-03-18T00:00:00,,,"LINESTRING (50604.3200000003 419336.938000001, 36982.3909999989 415385.3440000005)"
vlieglijnen_kust_2006.72,0,0,0,0,14128.04,0,0,b01r48,379.20001221,-337.1000061,Stroken_zuidholl,2006-03-18T00:00:00,,,"LINESTRING (36815.44099999964 414927.875, 50399.039000000805 418812.125)"
vlieglijnen_kust_2006.73,0,0,0,0,5870.735,0,0,b02r05,167.8999939,-238.1000061,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (61370.460999999195 442645.5, 58498.039000000805 437525.4690000005)"
vlieglijnen_kust_2006.74,0,0,0,0,8258.33,0,0,b02r06,223.1000061,-227.30000305,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (62741.33999999985 444746.4690000005, 58674.96900000051 437558.6559999995)"
vlieglijnen_kust_2006.75,0,0,0,0,8494.178,0,0,b02r07,235.6000061,-219.69999695,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (66832.2809999995 439667.7809999995, 58618.800999999046 437502.188000001)"
vlieglijnen_kust_2006.76,0,0,0,0,6469.173,0,0,b02r08,276.70001221,-270.3999939,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (65153.98800000176 439025.1559999995, 58924.73000000045 437279.7190000005)"
vlieglijnen_kust_2006.77,0,0,0,0,8164.919,0,0,b02r09,224.69999695,-212.6000061,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (66939.31199999899 439162.75, 59023.1090000011 437162.8440000005)"
vlieglijnen_kust_2006.78,0,0,0,0,7607.027,0,0,b02r10,227.6000061,-228.30000305,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (65932.7109999992 440503.625, 61394.699000000954 434398.438000001)"
vlieglijnen_kust_2006.79,0,0,0,0,6629.187,0,0,b02r11,323.20001221,-195.3999939,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (65416.370999999344 439328.75, 61364.32800000161 434082.125)"
vlieglijnen_kust_2006.80,0,0,0,0,8340.936,0,0,b02r12,214.5,-223.80000305,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (61463.3200000003 433865.438000001, 66568.04699999839 440461.875)"
vlieglijnen_kust_2006.81,0,0,0,0,11199.394,0,0,b02r13,206.19999695,-229.69999695,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (65977.9299999997 432850.938000001, 60073.92199999839 442367.7190000005)"
vlieglijnen_kust_2006.82,0,0,0,0,13737.462,0,0,b02r14,259.1000061,-258.8999939,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (67366.64799999818 431071.6559999995, 60150.8590000011 442761.4059999995)"
vlieglijnen_kust_2006.83,0,0,0,0,12023.484,0,0,b02r15,218.1000061,-207.3999939,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (66536.8590000011 432829.3440000005, 60214.01199999824 443056.061999999)"
vlieglijnen_kust_2006.84,0,0,0,0,9701.315,0,0,b02r16,293.5,-243.30000305,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (63068.539000000805 431340.2809999995, 67727.5700000003 439849.625)"
vlieglijnen_kust_2006.85,0,0,0,0,7161.934,0,0,b02r35,198.69999695,-332,Stroken_zuidholl,2006-04-05T00:00:00,,,"LINESTRING (58854.08999999985 437345.5, 62355.699000000954 443593.063000001)"
vlieglijnen_kust_2006.86,0,0,0,0,15592.098,0,0,b01r43,314.8999939,-408.29998779,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (54126.8590000011 422074.5309999995, 39122.620999999344 417833.5)"
vlieglijnen_kust_2006.87,0,0,0,0,11984.9,0,0,b01r44,420.1000061,-305.3999939,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (38254.710999999195 416997.0940000005, 49725.98800000176 420468.063000001)"
vlieglijnen_kust_2006.88,0,0,0,0,16309.098,0,0,b01r45,349.6000061,-463.8999939,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (53352.23800000176 420955.5309999995, 37653.08999999985 416537)"
vlieglijnen_kust_2006.89,0,0,0,0,13625.915,0,0,b01r46,314.6000061,-313.79998779,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (37394.51999999955 415965.625, 50470.4299999997 419797.875)"
vlieglijnen_kust_2006.90,0,0,0,0,14183.544,0,0,b01r47,301.20001221,-323.79998779,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (50604.21900000051 419337.3440000005, 36982.539000000805 415384.7809999995)"
vlieglijnen_kust_2006.91,0,0,0,0,14128.04,0,0,b01r48,379.20001221,-337.1000061,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (36815.44099999964 414927.875, 50399.039000000805 418812.125)"
vlieglijnen_kust_2006.92,0,0,0,0,7810.428,0,0,b01r50,313.6000061,-333.5,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (40499.85200000182 408224.063000001, 36979.710999999195 415196.25)"
vlieglijnen_kust_2006.93,0,0,0,0,9511.372,0,0,b01r51,344.70001221,-336.3999939,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (41002.76199999824 406214.4059999995, 36712.07800000161 414703)"
vlieglijnen_kust_2006.94,0,0,0,0,6823.074,0,0,b01r52,353,-299.70001221,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (39793.3200000003 407925.625, 36583.07800000161 413946.313000001)"
vlieglijnen_kust_2006.95,0,0,0,0,8607.126,0,0,b01r53,382.6000061,-460.8999939,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (40485.76199999824 405218.688000001, 36824.89799999818 413008.4690000005)"
vlieglijnen_kust_2006.96,0,0,0,0,5895.187,0,0,b01r56,160.19999695,-414,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (40152.5 409166, 36164.23800000176 404824.688000001)"
vlieglijnen_kust_2006.97,0,0,0,0,9607.03,0,0,b01r57,509.1000061,-346.5,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (42942.550999999046 411816, 36481.39799999818 404706.25)"
vlieglijnen_kust_2006.98,0,0,0,0,10666.12,0,0,b01r58,208.3999939,-417.70001221,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (38186.07800000161 402570.75, 27535.58999999985 401993.5)"
vlieglijnen_kust_2006.99,0,0,0,0,12039.379,0,0,b01r59,290,-352.20001221,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (39198.01999999955 402308.6559999995, 27179.60000000149 401598.561999999)"
vlieglijnen_kust_2006.100,0,0,0,0,11543.683,0,0,b01r60,286.29998779,-314,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (38081.0700000003 401861.125, 26560.028999999166 401138.4690000005)"
vlieglijnen_kust_2006.101,0,0,0,0,14933.473,0,0,b01r61,347.1000061,-323.8999939,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (40701.10200000182 401579.5940000005, 25796.710999999195 400648.063000001)"
vlieglijnen_kust_2006.102,0,0,0,0,13530.704,0,0,b01r62,296.20001221,-318.8999939,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (30373.10000000149 402639.375, 19604.730000000447 394446.563000001)"
vlieglijnen_kust_2006.103,0,0,0,0,12631.769,0,0,b01r63,306.20001221,-299.20001221,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (30025.039000000805 402599.6559999995, 19334.5 395871.063000001)"
vlieglijnen_kust_2006.104,0,0,0,0,10879.969,0,0,b01r64,165.69999695,-336.5,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (28761.561000000685 402183.3440000005, 19563.25 396372.5940000005)"
vlieglijnen_kust_2006.105,0,0,0,0,15267.723,0,0,b01r66,311.3999939,-302.79998779,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (29456.60000000149 384744.311999999, 19476.920000001788 396298.938000001)"
vlieglijnen_kust_2006.106,0,0,0,0,14674.391,0,0,b01r67,339.29998779,-280.79998779,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (28974.131000000983 384705.8440000005, 19350.5 395783.9059999995)"
vlieglijnen_kust_2006.107,0,0,0,0,12503.897,0,0,b01r68,337.6000061,-222.69999695,Stroken_zeeland,2006-03-18T00:00:00,,,"LINESTRING (27519.460999999195 385877.625, 19307.01000000164 395306.4690000005)"
vlieglijnen_kust_2006.108,0,0,0,0,4573.076,0,0,b01r70,312,-300.8999939,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (33088.83999999985 385286.188000001, 28520.769999999553 385072.2809999995)"
vlieglijnen_kust_2006.109,0,0,0,0,12054.667,0,0,b01r72,343.29998779,-655.20001221,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (13862.789999999106 378176.6559999995, 25397.449000000954 381679.0309999995)"
vlieglijnen_kust_2006.110,0,0,0,0,14342.339,0,0,b01r73,298.5,-334.5,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (26234.868999999017 381601.9059999995, 12491.109999999404 377501.688000001)"
vlieglijnen_kust_2006.111,0,0,0,0,15267.629,0,0,b01r74,308,-317.1000061,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (27242.14999999851 381466.9690000005, 12621.719999998808 377068.8440000005)"
vlieglijnen_kust_2006.112,0,0,0,0,17028.999,0,0,b01r75,427,-303.29998779,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (27636.76000000164 381124.75, 11325.019999999553 376234.563000001)"
vlieglijnen_kust_2006.113,0,0,0,0,14511.927,0,0,b01r76,325.1000061,-308.5,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (28323.210999999195 380882.438000001, 14417.469999998808 376731.9690000005)"
vlieglijnen_kust_2006.114,0,0,0,0,15876.462,0,0,b01r77,303.29998779,-300.5,Stroken_zeeland,2006-03-12T00:00:00,,,"LINESTRING (13375.910000000149 375939.7809999995, 28579.800999999046 380511.8440000005)"
vlieglijnen_kust_2006.115,0,0,0,0,1105.391,0,0,wad1_01,115.5,-73.59999847,Stroken_wadplate,2006-03-23T00:00:00,,,"LINESTRING (196866.2030000016 608429.063000001, 196785.4530000016 609531.5)"
vlieglijnen_kust_2006.116,0,0,0,0,1673.919,0,0,wad1_02,204.1000061,-171.19999695,Stroken_wadplate,2006-03-23T00:00:00,,,"LINESTRING (197103.4840000011 608137.563000001, 196972.0309999995 609806.313000001)"
vlieglijnen_kust_2006.117,0,0,0,0,2171.073,0,0,wad1_03,192.1000061,-176.3999939,Stroken_wadplate,2006-03-23T00:00:00,,,"LINESTRING (197362.436999999 607790.75, 197234.7030000016 609958.063000001)"
vlieglijnen_kust_2006.118,0,0,0,0,4582.671,0,0,wad1_04,216.69999695,-172.3999939,Stroken_wadplate,2006-03-23T00:00:00,,,"LINESTRING (197836.4530000016 605502.813000001, 197513.1090000011 610074.063000001)"
