GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,TIJDSTIP_REGISTRATIE,PUIC,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,OPPERVLAKTE,ID,Shape__Area,Shape__Length
,,,,,,,,,,,122998.492978,482736.381,52.3316276364661,4.91771982143749,2020/08/12 15:18:59+00,32904ce6b7b546dca885549a79b1ca9c,G0363,Amsterdam,bestaand,2,283,,472.102,3518294,0,0
,,,,,,,,,,,122992.774156,482748.102,52.3317326447831,4.91763481124694,2020/08/12 15:18:59+00,4450fa8fa20040da9af88304d3734eee,G0363,Amsterdam,bestaand,2,283,,604.03,3518298,0,0
,,,,,,,,,,,68450.0395,443894.237849,51.9767050752465,4.12747513914181,2022/10/10 07:56:52+00,a8a2a5da381e4584913b09230d1ac320,G0599,Rotterdam,bestaand,0,283,,1021.59,3518363,0,0
,,,,,,,,,,,136128.449,455682.874404,52.0890848180978,5.11184842189684,2022/01/19 08:59:42+00,988351267dac49fcaaa12c29bf8b625b,P0026,Utrecht,bestaand,0,283,,903.298,3518559,0,0
,,,,,,,,,,,136142.5545,455689.058473,52.089140880609,5.11205389118551,2022/01/19 08:59:42+00,b64312ed2c1a4f0795694441d97b3711,P0026,Utrecht,bestaand,0,283,,664.322,3518560,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,155.196688,"155,196688",Randstad Noord,RN,120063.600314,483551.108,52.3387712028651,4.87457996586631,2021/01/22 16:54:53+00,6a42b652b3054af68aeb0eae8654fcb7,L0004,Prorail,bestaand,0,283,,1023.697,3518604,0,0
,,,,,,,,,,,87326.2575,453401.929137,52.0647719303341,4.4002925116998,2015/10/12 08:27:25+00,22229734a65e9258e053530a0b0ac95b,G0518,'s-Gravenhage,bestaand,1,283,,472.096,3518714,0,0
,,,,,,,,,,,87292.135,453441.823885,52.065126294193,4.39978705050168,2015/10/12 08:33:06+00,222297318cda9258e053530a0b0ac95b,G0518,'s-Gravenhage,bestaand,0,283,,551.258,3518767,0,0
,,,,,,,,,,,87363.07,453358.741484,52.0643882994354,4.40083784053654,2015/10/12 08:33:06+00,22229731c8cb9258e053530a0b0ac95b,G0518,'s-Gravenhage,bestaand,0,283,,632.309,3518768,0,0
,,,,,,,,,,,86850.694,453956.65005,52.0696988875182,4.39324746072637,2018/08/15 07:17:52+00,22229731c0b19258e053530a0b0ac95b,G0518,'s-Gravenhage,bestaand,0,283,,700.904,3518771,0,0
143,,143,143__,Leidschenveen - Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,17.589793,"17,589793",Randstad Zuid,RZ,86786.5015,454030.360647,52.070353419728,4.39229662006766,2015/10/12 08:27:25+00,22229731c0af9258e053530a0b0ac95b,G0518,'s-Gravenhage,bestaand,0,283,,302.507,3518772,0,0
,,,,,,,,,,,86818.621227,453993.9585,52.0700302299392,4.39277229573507,2018/08/15 07:17:52+00,22229733ad3a9258e053530a0b0ac95b,G0518,'s-Gravenhage,bestaand,0,283,,44.984,3518773,0,0
609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,27.664968,"27,664968",Noord-Oost,NO,210333.20026,462207.289,52.1452759064961,6.19559671767043,2020/05/11 17:29:09+00,74cf5293ddd24bad9e9476b963756165,L0004,Prorail,bestaand,1,283,,22.707,3518874,0,0
,,,,,,,,,,,118495.589902,489837.747,52.3951689235376,4.85089077910401,2019/11/21 09:41:56+00,1426543514ca4dbc9b77a50cdd405881,G0363,Amsterdam,bestaand,0,283,,390.226,3518900,0,0
