FID,ID,HALTENAAM,ROLSTOELTOEGANKELIJK,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
MOB_BUSHALTES.1030,1030,Merwedestraat,Ja,2022-02-08,2023-02-02,POINT (186512.043897168 429244.03817982)
MOB_BUSHALTES.1031,1031,Oude Nijmeegseweg,Nee,2022-02-08,2023-02-02,POINT (183493.079278619 422873.029520305)
MOB_BUSHALTES.1032,1032,Cornelis Drebbelstraat,Nee,2022-02-08,2023-02-02,POINT (180929.068238534 425360.044358572)
MOB_BUSHALTES.1033,1033,Meijhorst 13e straat,Ja,2022-02-08,2023-02-02,POINT (183134.070815149 425034.059422654)
MOB_BUSHALTES.1034,1034,Citadel College,Nee,2022-02-08,2023-02-02,POINT (187331.05518559 430848.045907818)
MOB_BUSHALTES.1035,1035,Nieuweweg,Ja,2022-02-08,2023-02-02,POINT (179867.014964668 424891.050687579)
MOB_BUSHALTES.1036,1036,Sportpark,Nee,2022-02-08,2023-02-02,POINT (192804.038202749 426898.094279014)
MOB_BUSHALTES.1037,1037,Lavendelstraat,Ja,2022-02-08,2023-02-02,POINT (181873.00995337 430043.060283337)
MOB_BUSHALTES.1038,1038,Bekkersland,Ja,2022-02-08,2023-02-02,POINT (188882.012786139 431258.061487114)
MOB_BUSHALTES.1039,1039,Thermion (Oost),Ja,2022-02-08,2023-02-02,POINT (187684.004530569 431606.007403734)
MOB_BUSHALTES.1040,1040,Centraal Station,Nee,2022-02-08,2023-02-02,POINT (187154.030161251 428457.07553326)
MOB_BUSHALTES.1041,1041,Beukstraat,Ja,2022-02-08,2023-02-02,POINT (189729.035554726 427266.121826158)
MOB_BUSHALTES.1042,1042,IJpenbroekweg,Nee,2022-02-08,2023-02-02,POINT (183355.00836609 427435.015915442)
MOB_BUSHALTES.1043,1043,Malvert 13e straat,Ja,2022-02-08,2023-02-02,POINT (184280.042707389 424278.070441793)
MOB_BUSHALTES.1044,1044,De Ravenberg,Ja,2022-02-08,2023-02-02,POINT (191837.018486523 426953.082521378)
MOB_BUSHALTES.1045,1045,Natte Beek,Nee,2022-02-08,2023-02-02,POINT (191309.042208666 427277.106764199)
MOB_BUSHALTES.1046,1046,Bekkersland,Ja,2022-02-08,2023-02-02,POINT (188902.006698884 431255.081694047)
MOB_BUSHALTES.1047,1047,Schoenaker,Ja,2022-02-08,2023-02-02,POINT (179211.023439427 425925.971281609)
MOB_BUSHALTES.1048,1048,Palkerplein,Ja,2022-02-08,2023-02-02,POINT (180612.026153121 426248.022440334)
MOB_BUSHALTES.1049,1049,Parksingel,Ja,2022-02-08,2023-02-02,POINT (189601.046186128 433759.0763838)
MOB_BUSHALTES.1050,1050,Nassausingel,Ja,2022-02-08,2023-02-02,POINT (187514.069514264 428377.070300776)
MOB_BUSHALTES.1051,1051,Dominicanenstraat,Ja,2022-02-08,2023-02-02,POINT (188495.039683346 428010.043977213)
MOB_BUSHALTES.1052,1052,Dr. de Blecourtstraat,Nee,2022-02-08,2023-02-02,POINT (184582.038781555 427785.013722947)
MOB_BUSHALTES.1053,1053,Merwedestraat,Ja,2022-02-08,2023-02-02,POINT (186513.070639318 429256.060532907)
MOB_BUSHALTES.1054,1054,Heumenseweg,Nee,2022-02-08,2023-02-02,POINT (180367.038566059 423844.07537867)
MOB_BUSHALTES.1055,1055,Aldenhof 13/38 str.,Ja,2022-02-08,2023-02-02,POINT (183398.044674014 424012.095023655)
MOB_BUSHALTES.1056,1056,De Doekenborg,Ja,2022-02-08,2023-02-02,POINT (183882.071397238 424089.07063807)
MOB_BUSHALTES.1057,1057,Verbindingsweg,Nee,2022-02-08,2023-02-02,POINT (192000.046236564 427084.123484714)
MOB_BUSHALTES.1058,1058,Vijverlaan,Nee,2022-02-08,2023-02-02,POINT (179476.051980419 424768.967432744)
MOB_BUSHALTES.1059,1059,Kalorama,Nee,2022-02-08,2023-02-02,POINT (192009.05821355 426676.092094944)
MOB_BUSHALTES.1060,1060,Ganzeneiland,Ja,2022-02-08,2023-02-02,POINT (181391.025262447 428951.059431832)
MOB_BUSHALTES.1061,1061,Jonagoldstraat,Ja,2022-02-08,2023-02-02,POINT (185987.999595223 432365.010288052)
MOB_BUSHALTES.1062,1062,de Pas,Nee,2022-02-08,2023-02-02,POINT (189437.015349698 432937.075616514)
MOB_BUSHALTES.1063,1063,Smetiusstraat,Nee,2022-02-08,2023-02-02,POINT (187511.015913719 428497.09817899)
MOB_BUSHALTES.1064,1064,Wkc. Steenbokstraat,Ja,2022-02-08,2023-02-02,POINT (186770.056472262 426402.023189818)
MOB_BUSHALTES.1065,1065,Sanadome,Nee,2022-02-08,2023-02-02,POINT (185391.049635707 425954.996889499)
MOB_BUSHALTES.1066,1066,Fuchsiastraat,Ja,2022-02-08,2023-02-02,POINT (186175.028157138 428151.041317591)
MOB_BUSHALTES.1067,1067,Teersdijk,Ja,2022-02-08,2023-02-02,POINT (181195.046315266 425488.039114226)
MOB_BUSHALTES.1068,1068,Viaductweg,Nee,2022-02-08,2023-02-02,POINT (183187.018407794 426409.05204672)
MOB_BUSHALTES.1069,1069,Tolhuis 11e straat,Ja,2022-02-08,2023-02-02,POINT (183141.053323325 425387.006495746)
MOB_BUSHALTES.1070,1070,Wellenkamp/Hoefkamp,Ja,2022-02-08,2023-02-02,POINT (183642.048964695 427285.006145414)
MOB_BUSHALTES.1071,1071,de Meerberg,Nee,2022-02-08,2023-02-02,POINT (191303.06222863 426295.092961826)
MOB_BUSHALTES.1072,1072,v.d.Duyn v. Maasdamstr.,Nee,2022-02-08,2023-02-02,POINT (185834.03062159 424140.089094882)
MOB_BUSHALTES.1073,1073,Van Apelterenweg,Ja,2022-02-08,2023-02-02,POINT (183717.072966612 424453.045509545)
MOB_BUSHALTES.1074,1074,Sanadome,Ja,2022-02-08,2023-02-02,POINT (185384.069442173 425844.030643675)
MOB_BUSHALTES.1075,1075,Groenestraat,Nee,2022-02-08,2023-02-02,POINT (187472.076353387 427116.019458579)
MOB_BUSHALTES.1076,1076,Winkelsteeg,Ja,2022-02-08,2023-02-02,POINT (184773.07253341 425886.087555262)
MOB_BUSHALTES.1077,1077,Kwakkenbergw./Sophiaw.,Nee,2022-02-08,2023-02-02,POINT (189994.039342659 426807.022472248)
MOB_BUSHALTES.1078,1078,Winkelc. Notenhout,Ja,2022-02-08,2023-02-02,POINT (184458.01680832 426888.101386852)
MOB_BUSHALTES.1079,1079,Grootveldschelaan,Nee,2022-02-08,2023-02-02,POINT (186944.060737431 422485.077768812)
MOB_BUSHALTES.1080,1080,WKC Malvert,Ja,2022-02-08,2023-02-02,POINT (183955.034402274 424639.992390575)
MOB_BUSHALTES.1081,1081,Citadel College,Nee,2022-02-08,2023-02-02,POINT (187329.0600366 430837.018426285)
MOB_BUSHALTES.1082,1082,Snoekgracht,Nee,2022-02-08,2023-02-02,POINT (180987.058565048 429079.004603821)
MOB_BUSHALTES.1083,1083,Station Lent Laauwikstr,Nee,2022-02-08,2023-02-02,POINT (187775.050904892 430523.056079238)
MOB_BUSHALTES.1084,1084,Wolfsbossingel,Ja,2022-02-08,2023-02-02,POINT (181872.013651208 429138.085030949)
MOB_BUSHALTES.1085,1085,Groenewoudseweg,Nee,2022-02-08,2023-02-02,POINT (188570.059547683 426997.093863531)
MOB_BUSHALTES.1086,1086,Sluis Weurt,Ja,2022-02-08,2023-02-02,POINT (185228.006306457 429560.100395748)
MOB_BUSHALTES.1087,1087,Jan Massinkhal,Ja,2022-02-08,2023-02-02,POINT (185118.068773353 426176.085393583)
MOB_BUSHALTES.1088,1088,Edisonstraat,Ja,2022-02-08,2023-02-02,POINT (186376.033094735 424710.089224056)
MOB_BUSHALTES.1089,1089,Wedesteinbroek 12e str.,Ja,2022-02-08,2023-02-02,POINT (182114.070205742 426669.030770965)
MOB_BUSHALTES.1090,1090,Bijsterhuizen 10,Nee,2022-02-08,2023-02-02,POINT (180760.012736208 426710.053460527)
MOB_BUSHALTES.1091,1091,Sint Annastraat/Heiweg,Ja,2022-02-08,2023-02-02,POINT (187226.067180522 425207.022601311)
MOB_BUSHALTES.1092,1092,Viaductweg,Nee,2022-02-08,2023-02-02,POINT (183294.072071589 426410.991015581)
MOB_BUSHALTES.1093,1093,Frankrijkstraat,Ja,2022-02-08,2023-02-02,POINT (187880.005617005 431313.012819247)
MOB_BUSHALTES.1094,1094,De Ster,Nee,2022-02-08,2023-02-02,POINT (188134.057070854 431379.107772202)
MOB_BUSHALTES.1095,1095,Kronenburgersingel,Nee,2022-02-08,2023-02-02,POINT (187321.066515858 428928.106497724)
MOB_BUSHALTES.1096,1096,Beemdstraat,Ja,2022-02-08,2023-02-02,POINT (186879.044188289 425634.034797364)
MOB_BUSHALTES.1097,1097,Fransestraat,Nee,2022-02-08,2023-02-02,POINT (187898.043060358 427939.1074959)
MOB_BUSHALTES.1098,1098,Teersdijk,Ja,2022-02-08,2023-02-02,POINT (181127.042215292 425478.004451561)
MOB_BUSHALTES.1099,1099,Weezenhof,Nee,2022-02-08,2023-02-02,POINT (184112.044215168 423682.087971504)
MOB_BUSHALTES.614,614,Bijsterh.22/Wilhelminal.,Nee,2022-02-08,2023-02-02,POINT (179503.042364095 426891.988680798)
MOB_BUSHALTES.615,615,Winkelc. Meijhorst,Ja,2022-02-08,2023-02-02,POINT (183691.047522442 424879.011383458)
MOB_BUSHALTES.616,616,Lentseveld,Nee,2022-02-08,2023-02-02,POINT (187911.060389777 430623.08020531)
MOB_BUSHALTES.617,617,Ferry Portierstraat,Nee,2022-02-08,2023-02-02,POINT (186668.053391752 429405.012376814)
MOB_BUSHALTES.618,618,Aldenhof 12/32 str.,Nee,2022-02-08,2023-02-02,POINT (183636.047201227 424101.009143923)
MOB_BUSHALTES.619,619,Graafseweg/Wolfskuilsew.,Nee,2022-02-08,2023-02-02,POINT (186182.022311534 427404.098484436)
MOB_BUSHALTES.620,620,Havenweg,Nee,2022-02-08,2023-02-02,POINT (186884.006636644 429088.073782387)
MOB_BUSHALTES.621,621,v.d.Duyn v. Maasdamstr.,Ja,2022-02-08,2023-02-02,POINT (185843.07164591 424240.053986891)
MOB_BUSHALTES.622,622,Rozenstraat,Nee,2022-02-08,2023-02-02,POINT (186574.028090675 427664.006700173)
MOB_BUSHALTES.623,623,Graafseweg/Wolfskuilsew.,Nee,2022-02-08,2023-02-02,POINT (186360.025048607 427531.043210948)
MOB_BUSHALTES.624,624,Biezenstraat,Ja,2022-02-08,2023-02-02,POINT (186399.033650211 429037.055134455)
MOB_BUSHALTES.625,625,Muntweg/Wezenlaan,Ja,2022-02-08,2023-02-02,POINT (186523.071484832 427098.04967776)
MOB_BUSHALTES.626,626,Rosa de Limastraat,Nee,2022-02-08,2023-02-02,POINT (184870.039852789 427188.045983135)
MOB_BUSHALTES.627,627,Tolhuis 11e straat,Ja,2022-02-08,2023-02-02,POINT (183130.075401721 425414.09157932)
MOB_BUSHALTES.628,628,Hillekensacker 10e str.,Ja,2022-02-08,2023-02-02,POINT (182177.068733202 427344.036761564)
MOB_BUSHALTES.629,629,Terracottastraat,Nee,2022-02-08,2023-02-02,POINT (186836.023764405 432318.044834939)
MOB_BUSHALTES.630,630,De Klif,Ja,2022-02-08,2023-02-02,POINT (186528.995334767 432053.084867601)
MOB_BUSHALTES.631,631,Paul Krugerstraat,Nee,2022-02-08,2023-02-02,POINT (185321.047667015 427473.01850018)
MOB_BUSHALTES.632,632,Parksesteeg,Nee,2022-02-08,2023-02-02,POINT (183657.058744909 422319.01528563)
MOB_BUSHALTES.633,633,Zellersacker,Ja,2022-02-08,2023-02-02,POINT (182428.04366242 427530.983197374)
MOB_BUSHALTES.634,634,Rijksweg,Nee,2022-02-08,2023-02-02,POINT (192123.053753305 427396.114063852)
MOB_BUSHALTES.635,635,Kerkstraat,Ja,2022-02-08,2023-02-02,POINT (184556.053375776 429921.012305096)
MOB_BUSHALTES.636,636,Tunnelweg,Ja,2022-02-08,2023-02-02,POINT (187257.01011814 428464.079879931)
MOB_BUSHALTES.637,637,Hatert-Centrum,Ja,2022-02-08,2023-02-02,POINT (185089.030987992 424490.025383555)
MOB_BUSHALTES.638,638,Broerweg,Nee,2022-02-08,2023-02-02,POINT (189312.033808728 427675.014721807)
MOB_BUSHALTES.639,639,Lavendelstraat,Ja,2022-02-08,2023-02-02,POINT (181885.014320222 430026.992426069)
MOB_BUSHALTES.640,640,Forelgracht,Ja,2022-02-08,2023-02-02,POINT (180907.051977305 429347.053957619)
MOB_BUSHALTES.641,641,Van Boetzelaerstraat,Nee,2022-02-08,2023-02-02,POINT (185785.055337828 432032.095600003)
MOB_BUSHALTES.642,642,Pompweg,Nee,2022-02-08,2023-02-02,POINT (189861.062692725 428084.122626529)
MOB_BUSHALTES.643,643,Obrechtstraat,Ja,2022-02-08,2023-02-02,POINT (188677.066910227 427496.027502062)
MOB_BUSHALTES.644,644,Caesarstraat,Ja,2022-02-08,2023-02-02,POINT (189764.065577751 427413.115003115)
MOB_BUSHALTES.645,645,Molenweg/Wolfskuilsew.,Ja,2022-02-08,2023-02-02,POINT (185947.029675797 427909.086562852)
MOB_BUSHALTES.646,646,Veur Lent,Nee,2022-02-08,2023-02-02,POINT (188128.055692221 429924.028480621)
MOB_BUSHALTES.647,647,Weegbree,Nee,2022-02-08,2023-02-02,POINT (179031.063333489 425309.96656695)
MOB_BUSHALTES.648,648,Zwaluwstraat,Ja,2022-02-08,2023-02-02,POINT (186474.045423653 428515.05787431)
MOB_BUSHALTES.649,649,IJpenbroekweg,Nee,2022-02-08,2023-02-02,POINT (183361.05405786 427402.006677116)
MOB_BUSHALTES.650,650,Poort Neerbosch,Nee,2022-02-08,2023-02-02,POINT (183698.014076871 427803.008419579)
MOB_BUSHALTES.651,651,Hamerlaan,Nee,2022-02-08,2023-02-02,POINT (191704.014153507 425922.071239368)
MOB_BUSHALTES.652,652,Kwartelstraat,Nee,2022-02-08,2023-02-02,POINT (192747.030829152 426733.112054307)
MOB_BUSHALTES.653,653,van Randwijckweg,Nee,2022-02-08,2023-02-02,POINT (192157.068950943 426769.087821859)
MOB_BUSHALTES.654,654,Joris Ivensplein,Nee,2022-02-08,2023-02-02,POINT (187352.038091479 428987.051022336)
MOB_BUSHALTES.655,655,Hertogplein,Nee,2022-02-08,2023-02-02,POINT (188183.006284 428556.02469152)
MOB_BUSHALTES.656,656,Mr. Franckenstraat,Ja,2022-02-08,2023-02-02,POINT (188508.02577523 428469.071937975)
MOB_BUSHALTES.657,657,Grootveldschelaan,Nee,2022-02-08,2023-02-02,POINT (186945.052604998 422351.018850988)
MOB_BUSHALTES.658,658,Panovenlaan,Nee,2022-02-08,2023-02-02,POINT (189093.048473551 425641.050294049)
MOB_BUSHALTES.659,659,Schatkuilsestraat,Nee,2022-02-08,2023-02-02,POINT (182976.019324027 421249.996939131)
MOB_BUSHALTES.660,660,v. Boetbergweg/Malvert,Nee,2022-02-08,2023-02-02,POINT (184260.054159904 424134.098058998)
MOB_BUSHALTES.661,661,Hogelandseweg,Nee,2022-02-08,2023-02-02,POINT (183599.027920146 428445.066285818)
MOB_BUSHALTES.662,662,Lankforst 16e str.,Ja,2022-02-08,2023-02-02,POINT (184000.073276664 425378.000150137)
MOB_BUSHALTES.663,663,Aquilastraat,Nee,2022-02-08,2023-02-02,POINT (186839.013481772 431870.025804625)
MOB_BUSHALTES.664,664,Loostraat,Ja,2022-02-08,2023-02-02,POINT (189983.040486508 433966.005664215)
MOB_BUSHALTES.665,665,Heideparkseweg,Ja,2022-02-08,2023-02-02,POINT (185457.043831665 426554.07565867)
MOB_BUSHALTES.666,666,Paul Krugerstraat,Ja,2022-02-08,2023-02-02,POINT (185161.021515728 427378.038878938)
MOB_BUSHALTES.667,667,Aldenhof 13/38 str.,Ja,2022-02-08,2023-02-02,POINT (183386.043670592 424012.027008893)
MOB_BUSHALTES.668,668,Bijsterhuizen 21,Nee,2022-02-08,2023-02-02,POINT (180520.048496994 426872.038286687)
MOB_BUSHALTES.669,669,de Pas,Nee,2022-02-08,2023-02-02,POINT (189391.04222804 432834.067295067)
MOB_BUSHALTES.670,670,Van Cranenborchstraat,Ja,2022-02-08,2023-02-02,POINT (188865.014137406 426387.047858306)
MOB_BUSHALTES.671,671,2e Oude Heselaan,Ja,2022-02-08,2023-02-02,POINT (186494.072241171 428333.054261406)
MOB_BUSHALTES.672,672,Vijverhof,Ja,2022-02-08,2023-02-02,POINT (190504.057814848 426667.088668973)
MOB_BUSHALTES.673,673,Spinozageb/Tandheelkunde,Ja,2022-02-08,2023-02-02,POINT (187476.03803313 425920.020631759)
MOB_BUSHALTES.674,674,WKC Malvert,Ja,2022-02-08,2023-02-02,POINT (183935.030175381 424581.021726313)
MOB_BUSHALTES.675,675,Voorstenkamp/Gildekmp,Ja,2022-02-08,2023-02-02,POINT (183237.013213163 426798.067238377)
MOB_BUSHALTES.676,676,Platinaweg,Nee,2022-02-08,2023-02-02,POINT (187594.022607965 435772.061095886)
MOB_BUSHALTES.677,677,Scheidingsweg,Nee,2022-02-08,2023-02-02,POINT (187098.072215511 424487.030184192)
MOB_BUSHALTES.678,678,Jan Massinkhal,Ja,2022-02-08,2023-02-02,POINT (185034.016914314 426143.093308902)
MOB_BUSHALTES.679,679,Vijverhof,Ja,2022-02-08,2023-02-02,POINT (190504.074045011 426655.072849272)
MOB_BUSHALTES.680,680,Molenweg/Wolfskuilsew.,Ja,2022-02-08,2023-02-02,POINT (185924.053743828 427902.046565439)
MOB_BUSHALTES.681,681,Streekweg,Nee,2022-02-08,2023-02-02,POINT (182205.046243222 425834.984101176)
MOB_BUSHALTES.682,682,Aldenhof 53/14 str.,Ja,2022-02-08,2023-02-02,POINT (183287.033460636 424189.033208613)
MOB_BUSHALTES.683,683,Lindestraat,Nee,2022-02-08,2023-02-02,POINT (192516.075956802 426928.082968611)
MOB_BUSHALTES.684,684,Wolfsbossingel,Ja,2022-02-08,2023-02-02,POINT (181910.043218851 429203.041394977)
MOB_BUSHALTES.685,685,Van Woerkomstraat,Ja,2022-02-08,2023-02-02,POINT (185139.052310142 432191.043252862)
MOB_BUSHALTES.686,686,Vossenhol,Ja,2022-02-08,2023-02-02,POINT (189501.005176547 433452.089264117)
MOB_BUSHALTES.687,687,Hunnerpark,Ja,2022-02-08,2023-02-02,POINT (188430.052139778 428639.109789277)
MOB_BUSHALTES.688,688,Dr. de Blecourtstraat,Ja,2022-02-08,2023-02-02,POINT (184599.024663477 427768.09170145)
MOB_BUSHALTES.689,689,Hertstraat,Ja,2022-02-08,2023-02-02,POINT (186701.06082372 426672.054029643)
MOB_BUSHALTES.690,690,Havenweg,Nee,2022-02-08,2023-02-02,POINT (180695.057963443 424522.076087777)
MOB_BUSHALTES.691,691,Wedesteinbroek 22e str.,Nee,2022-02-08,2023-02-02,POINT (181938.012673686 426859.998978742)
MOB_BUSHALTES.692,692,Sint Annamolen,Ja,2022-02-08,2023-02-02,POINT (187414.009108003 426694.086131269)
MOB_BUSHALTES.693,693,Sint Annamolen,Nee,2022-02-08,2023-02-02,POINT (187441.032877816 426694.03862773)
MOB_BUSHALTES.694,694,CW-ziekenhuis,Ja,2022-02-08,2023-02-02,POINT (185517.059248282 425563.0236602)
MOB_BUSHALTES.695,695,Sionsweg,Nee,2022-02-08,2023-02-02,POINT (189361.030855272 425083.029580657)
MOB_BUSHALTES.696,696,Horstacker,Ja,2022-02-08,2023-02-02,POINT (182909.052071771 427386.003700272)
MOB_BUSHALTES.697,697,De Refter,Nee,2022-02-08,2023-02-02,POINT (190697.038792988 427428.02386848)
MOB_BUSHALTES.698,698,Tiberiuslaan,Ja,2022-02-08,2023-02-02,POINT (180658.00504222 429557.048256146)
MOB_BUSHALTES.699,699,Laauwikstraat,Ja,2022-02-08,2023-02-02,POINT (188557.031248044 430749.087941122)
MOB_BUSHALTES.700,700,de Vork,Nee,2022-02-08,2023-02-02,POINT (186095.005190321 435298.006666164)
MOB_BUSHALTES.701,701,Burg. Daleslaan,Ja,2022-02-08,2023-02-02,POINT (185849.027382807 425838.083941626)
MOB_BUSHALTES.702,702,Sluis Weurt,Nee,2022-02-08,2023-02-02,POINT (185224.03934204 429578.100242923)
MOB_BUSHALTES.703,703,Plein 1944 (C),Nee,2022-02-08,2023-02-02,POINT (187734.052256463 428713.057970348)
MOB_BUSHALTES.704,704,Industrieweg,Ja,2022-02-08,2023-02-02,POINT (185763.03622628 428993.052081988)
MOB_BUSHALTES.705,705,Muntweg/Overweg,Ja,2022-02-08,2023-02-02,POINT (185887.049151152 427007.081681562)
MOB_BUSHALTES.706,706,Aubadestraat,Nee,2022-02-08,2023-02-02,POINT (184666.071609506 427049.096021996)
MOB_BUSHALTES.707,707,Winkelc. Meijhorst,Ja,2022-02-08,2023-02-02,POINT (183667.05342763 424842.047849157)
MOB_BUSHALTES.708,708,Steve Bikoplein,Ja,2022-02-08,2023-02-02,POINT (183497.055470433 425510.067624285)
MOB_BUSHALTES.709,709,Gildekamp/Kluijskamp,Ja,2022-02-08,2023-02-02,POINT (183542.067914943 426904.045525115)
MOB_BUSHALTES.710,710,Van Apelterenweg,Ja,2022-02-08,2023-02-02,POINT (183688.038158008 424465.006170039)
MOB_BUSHALTES.711,711,Verbindingsweg,Nee,2022-02-08,2023-02-02,POINT (192053.028296977 427153.050741217)
MOB_BUSHALTES.712,712,Station Lent,Nee,2022-02-08,2023-02-02,POINT (187690.05590429 430606.055143688)
MOB_BUSHALTES.713,713,Palkerplein,Nee,2022-02-08,2023-02-02,POINT (180631.010863846 426216.077604125)
MOB_BUSHALTES.714,714,Terwindtstraat,Ja,2022-02-08,2023-02-02,POINT (188613.038088078 428717.103664937)
MOB_BUSHALTES.715,715,Obrechtstraat,Ja,2022-02-08,2023-02-02,POINT (188628.036537909 427520.063524481)
MOB_BUSHALTES.716,716,Kerkenbos,Ja,2022-02-08,2023-02-02,POINT (182277.067009749 426195.070327083)
MOB_BUSHALTES.717,717,Distelakkerstraat,Ja,2022-02-08,2023-02-02,POINT (182926.00515294 430400.069495596)
MOB_BUSHALTES.718,718,Pottenbakker,Ja,2022-02-08,2023-02-02,POINT (180730.036413072 430180.015572741)
MOB_BUSHALTES.719,719,Doornik,Ja,2022-02-08,2023-02-02,POINT (188848.043884056 431657.02790039)
MOB_BUSHALTES.720,720,Frankrijkstraat,Nee,2022-02-08,2023-02-02,POINT (187852.032514515 431325.067488814)
MOB_BUSHALTES.721,721,Tunnelweg,Ja,2022-02-08,2023-02-02,POINT (187257.014224675 428442.050768946)
MOB_BUSHALTES.722,722,Fuchsiastraat,Ja,2022-02-08,2023-02-02,POINT (186207.013667885 428216.104097915)
MOB_BUSHALTES.723,723,v. Boetbergweg/Aldenhof,Ja,2022-02-08,2023-02-02,POINT (183736.024701759 423890.081868345)
MOB_BUSHALTES.724,724,Station Dukenburg (C),Ja,2022-02-08,2023-02-02,POINT (182984.058735456 426162.034731679)
MOB_BUSHALTES.725,725,Aquilastraat,Nee,2022-02-08,2023-02-02,POINT (186836.057491259 431880.020253853)
MOB_BUSHALTES.726,726,De Griend,Ja,2022-02-08,2023-02-02,POINT (186228.003797421 435919.103572322)
MOB_BUSHALTES.727,727,Neerbosscheweg,Ja,2022-02-08,2023-02-02,POINT (184887.071917108 426748.012055448)
MOB_BUSHALTES.728,728,van Peltlaan,Ja,2022-02-08,2023-02-02,POINT (187118.033453843 425752.04876269)
MOB_BUSHALTES.729,729,Rosa de Limastraat,Ja,2022-02-08,2023-02-02,POINT (184857.029207391 427162.045311982)
MOB_BUSHALTES.730,730,Havenweg,Nee,2022-02-08,2023-02-02,POINT (180782.040122622 424653.027174912)
MOB_BUSHALTES.731,731,Turennesingel,Ja,2022-02-08,2023-02-02,POINT (188376.06015818 430411.097721982)
MOB_BUSHALTES.732,732,Voerweg,Nee,2022-02-08,2023-02-02,POINT (188211.035048062 428808.09970885)
MOB_BUSHALTES.733,733,Gemeentehuis,Nee,2022-02-08,2023-02-02,POINT (190179.996952003 433573.085257685)
MOB_BUSHALTES.734,734,Nassausingel,Ja,2022-02-08,2023-02-02,POINT (187479.036239083 428349.028274373)
MOB_BUSHALTES.735,735,Marienboom,Nee,2022-02-08,2023-02-02,POINT (189006.0626942 426134.112109009)
MOB_BUSHALTES.736,736,Edisonstraat,Ja,2022-02-08,2023-02-02,POINT (186426.045229921 424686.037287983)
MOB_BUSHALTES.737,737,Zwanenveld 10e str.,Ja,2022-02-08,2023-02-02,POINT (183374.026284014 425720.090321938)
MOB_BUSHALTES.738,738,Wedesteinbroek 12e str.,Ja,2022-02-08,2023-02-02,POINT (182127.069462446 426649.074890736)
MOB_BUSHALTES.739,739,Oude Groenestraat,Ja,2022-02-08,2023-02-02,POINT (186550.029584179 432834.029896847)
MOB_BUSHALTES.740,740,Akkerlaan,Ja,2022-02-08,2023-02-02,POINT (186990.060229225 426033.04605731)
MOB_BUSHALTES.741,741,Galvanistraat,Ja,2022-02-08,2023-02-02,POINT (186122.041082608 424665.003072596)
MOB_BUSHALTES.742,742,Irene Vorrinkstraat,Ja,2022-02-08,2023-02-02,POINT (186036.066931373 424349.054434481)
MOB_BUSHALTES.743,743,Smetiusstraat,Nee,2022-02-08,2023-02-02,POINT (187559.023172449 428522.109587405)
MOB_BUSHALTES.744,744,Fluitenkruid,Nee,2022-02-08,2023-02-02,POINT (188464.002968814 431249.017433359)
MOB_BUSHALTES.745,745,Vossenhol,Ja,2022-02-08,2023-02-02,POINT (189473.997449275 433435.102916619)
MOB_BUSHALTES.746,746,Winkelsteeg,Nee,2022-02-08,2023-02-02,POINT (184781.026550714 425847.083451855)
MOB_BUSHALTES.747,747,Smetiusstraat,Nee,2022-02-08,2023-02-02,POINT (187511.015913719 428497.09817899)
MOB_BUSHALTES.748,748,Panovenlaan,Ja,2022-02-08,2023-02-02,POINT (189111.080915878 425504.102847843)
MOB_BUSHALTES.749,749,Meijhorst-Sporthal,Ja,2022-02-08,2023-02-02,POINT (183302.060097648 424728.04740647)
MOB_BUSHALTES.750,750,Oude Groenestraat,Nee,2022-02-08,2023-02-02,POINT (186547.056973241 432814.095858513)
MOB_BUSHALTES.751,751,Bijsterhuizen 21,Nee,2022-02-08,2023-02-02,POINT (180516.063257924 426883.032415733)
MOB_BUSHALTES.752,752,Biezenstraat,Ja,2022-02-08,2023-02-02,POINT (186389.055217354 429046.004449807)
MOB_BUSHALTES.753,753,Streekweg,Ja,2022-02-08,2023-02-02,POINT (182414.059724946 425867.053621853)
MOB_BUSHALTES.754,754,Plein 1944 (E),Ja,2022-02-08,2023-02-02,POINT (187669.028132499 428730.100687705)
MOB_BUSHALTES.755,755,Kwekerijweg,Nee,2022-02-08,2023-02-02,POINT (188090.013063207 425514.053426015)
MOB_BUSHALTES.756,756,Kerkenbos,Ja,2022-02-08,2023-02-02,POINT (182268.015530391 426224.059142658)
MOB_BUSHALTES.757,757,Ubbergse Holleweg,Nee,2022-02-08,2023-02-02,POINT (190324.071180264 427760.045094135)
MOB_BUSHALTES.758,758,Ganzeneiland,Ja,2022-02-08,2023-02-02,POINT (181462.013941831 428947.985447613)
MOB_BUSHALTES.759,759,Zandsepad,Ja,2022-02-08,2023-02-02,POINT (188722.013958331 432096.093778279)
MOB_BUSHALTES.760,760,Station Goffert,Nee,2022-02-08,2023-02-02,POINT (185162.047313873 426601.020750365)
MOB_BUSHALTES.761,761,Polkastraat,Nee,2022-02-08,2023-02-02,POINT (184180.012262963 427088.07203725)
MOB_BUSHALTES.762,762,Heumenseweg,Nee,2022-02-08,2023-02-02,POINT (180475.050979197 424021.076381752)
MOB_BUSHALTES.763,763,Gildekamp/Kluijskamp,Ja,2022-02-08,2023-02-02,POINT (183553.029524771 426928.028401905)
