FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
1e_herziening_serie6_index.1,01 waalwijk_1882,,,"POLYGON ((131168.10700000077 410051.8139999993, 131168.10700000077 418110.05099999905, 136226.84600000083 418110.05099999905, 136226.84600000083 410051.8139999993, 131168.10700000077 410051.8139999993))"
1e_herziening_serie6_index.2,03 geertruidenberg_1885,,,"POLYGON ((118173.97300000116 411174.73800000176, 118173.97300000116 420202.2010000013, 123229.19700000063 420202.2010000013, 123229.19700000063 411174.73800000176, 118173.97300000116 411174.73800000176))"
1e_herziening_serie6_index.3,04 drimmelen_1886,,,"POLYGON ((113179.60000000149 411229.93400000036, 113179.60000000149 419222.53599999845, 118227.89999999851 419222.53599999845, 118227.89999999851 411229.93400000036, 113179.60000000149 411229.93400000036))"
1e_herziening_serie6_index.4,05 zwaluwe_1885,,,"POLYGON ((108171.45100000128 411156.41099999845, 108171.45100000128 419252.3920000009, 113232.72800000012 419252.3920000009, 113232.72800000012 411156.41099999845, 108171.45100000128 411156.41099999845))"
1e_herziening_serie6_index.5,06 moerdijk_1885,,,"POLYGON ((100135.06899999827 410266.3040000014, 100135.06899999827 416325.6779999994, 108215.52899999917 416325.6779999994, 108215.52899999917 410266.3040000014, 100135.06899999827 410266.3040000014))"
1e_herziening_serie6_index.6,19 klundert_1886,,,"POLYGON ((95147.77400000021 408294.5940000005, 95147.77400000021 416372.4050000012, 100204.02400000021 416372.4050000012, 100204.02400000021 408294.5940000005, 95147.77400000021 408294.5940000005))"
1e_herziening_serie6_index.7,20 willemstad_1886,,,"POLYGON ((88149.82499999925 409862.7039999999, 88149.82499999925 416164.7039999999, 95222.82499999925 416164.7039999999, 95222.82499999925 409862.7039999999, 88149.82499999925 409862.7039999999))"
1e_herziening_serie6_index.8,21 ooltgensplaat_noord_1886,,,"POLYGON ((80176.75400000066 414389.13800000027, 80176.75400000066 419458.6469999999, 88249.30999999866 419458.6469999999, 88249.30999999866 414389.13800000027, 80176.75400000066 414389.13800000027))"
1e_herziening_serie6_index.9,21 ooltgensplaat_zuid_1886,,,"POLYGON ((80134.93600000069 409405.1409999989, 80134.93600000069 414451.79300000146, 88195.38199999928 414451.79300000146, 88195.38199999928 409405.1409999989, 80134.93600000069 409405.1409999989))"
1e_herziening_serie6_index.10,23 den bommel_1886,,,"POLYGON ((75164.13199999928 412422.55799999833, 75164.13199999928 420501.55799999833, 80239.13199999928 420501.55799999833, 80239.13199999928 412422.55799999833, 75164.13199999928 412422.55799999833))"
1e_herziening_serie6_index.11,02 capelle_s-grevelduins_2e uitg,,,"POLYGON ((123177.97399999946 410565.9450000003, 123177.97399999946 416571.9450000003, 131210.97399999946 416571.9450000003, 131210.97399999946 410565.9450000003, 123177.97399999946 410565.9450000003))"
1e_herziening_serie6_index.12,01 waalwijk_1882,,,"POLYGON ((131168.10700000077 410051.8139999993, 131168.10700000077 418110.05099999905, 136226.84600000083 418110.05099999905, 136226.84600000083 410051.8139999993, 131168.10700000077 410051.8139999993))"
1e_herziening_serie6_index.13,03 geertruidenberg_1885,,,"POLYGON ((118173.97300000116 411174.73800000176, 118173.97300000116 420202.2010000013, 123229.19700000063 420202.2010000013, 123229.19700000063 411174.73800000176, 118173.97300000116 411174.73800000176))"
1e_herziening_serie6_index.14,04 drimmelen_1886,,,"POLYGON ((113179.60000000149 411229.93400000036, 113179.60000000149 419222.53599999845, 118227.89999999851 419222.53599999845, 118227.89999999851 411229.93400000036, 113179.60000000149 411229.93400000036))"
1e_herziening_serie6_index.15,05 zwaluwe_1885,,,"POLYGON ((108171.45100000128 411156.41099999845, 108171.45100000128 419252.3920000009, 113232.72800000012 419252.3920000009, 113232.72800000012 411156.41099999845, 108171.45100000128 411156.41099999845))"
1e_herziening_serie6_index.16,06 moerdijk_1885,,,"POLYGON ((100135.06899999827 410266.3040000014, 100135.06899999827 416325.6779999994, 108215.52899999917 416325.6779999994, 108215.52899999917 410266.3040000014, 100135.06899999827 410266.3040000014))"
1e_herziening_serie6_index.17,19 klundert_1886,,,"POLYGON ((95147.77400000021 408294.5940000005, 95147.77400000021 416372.4050000012, 100204.02400000021 416372.4050000012, 100204.02400000021 408294.5940000005, 95147.77400000021 408294.5940000005))"
1e_herziening_serie6_index.18,20 willemstad_1886,,,"POLYGON ((88149.82499999925 409862.7039999999, 88149.82499999925 416164.7039999999, 95222.82499999925 416164.7039999999, 95222.82499999925 409862.7039999999, 88149.82499999925 409862.7039999999))"
1e_herziening_serie6_index.19,21 ooltgensplaat_noord_1886,,,"POLYGON ((80176.75400000066 414389.13800000027, 80176.75400000066 419458.6469999999, 88249.30999999866 419458.6469999999, 88249.30999999866 414389.13800000027, 80176.75400000066 414389.13800000027))"
1e_herziening_serie6_index.20,21 ooltgensplaat_zuid_1886,,,"POLYGON ((80134.93600000069 409405.1409999989, 80134.93600000069 414451.79300000146, 88195.38199999928 414451.79300000146, 88195.38199999928 409405.1409999989, 80134.93600000069 409405.1409999989))"
1e_herziening_serie6_index.21,23 den bommel_1886,,,"POLYGON ((75164.13199999928 412422.55799999833, 75164.13199999928 420501.55799999833, 80239.13199999928 420501.55799999833, 80239.13199999928 412422.55799999833, 75164.13199999928 412422.55799999833))"
1e_herziening_serie6_index.22,02 capelle_s-grevelduins_2e uitg,,,"POLYGON ((123177.97399999946 410565.9450000003, 123177.97399999946 416571.9450000003, 131210.97399999946 416571.9450000003, 131210.97399999946 410565.9450000003, 123177.97399999946 410565.9450000003))"
