Nummer;Totaal van;Jaar;Maand;Land van herkomst;Aantal ontvangen in opvang
1;Jaar;2017;*Alle*;*Alle*;39180
2;Jaar, Maand;2017;1;*Alle*;3460
2;Jaar, Maand;2017;2;*Alle*;4040
2;Jaar, Maand;2017;3;*Alle*;3990
2;Jaar, Maand;2017;4;*Alle*;3620
2;Jaar, Maand;2017;5;*Alle*;3590
2;Jaar, Maand;2017;6;*Alle*;2990
2;Jaar, Maand;2017;7;*Alle*;2820
2;Jaar, Maand;2017;8;*Alle*;3040
2;Jaar, Maand;2017;9;*Alle*;3030
2;Jaar, Maand;2017;10;*Alle*;2980
2;Jaar, Maand;2017;11;*Alle*;2790
2;Jaar, Maand;2017;12;*Alle*;2830
3;Jaar, Land van herkomst;2017;*Alle*;Afghanistan;740
3;Jaar, Land van herkomst;2017;*Alle*;Albanië;440
3;Jaar, Land van herkomst;2017;*Alle*;Algerije;1000
3;Jaar, Land van herkomst;2017;*Alle*;Angola;40
3;Jaar, Land van herkomst;2017;*Alle*;Armenië;170
3;Jaar, Land van herkomst;2017;*Alle*;Azerbeidzjan;120
3;Jaar, Land van herkomst;2017;*Alle*;Bahrein;10
3;Jaar, Land van herkomst;2017;*Alle*;Bangladesh;20
3;Jaar, Land van herkomst;2017;*Alle*;Belarus;90
3;Jaar, Land van herkomst;2017;*Alle*;Benin;10
3;Jaar, Land van herkomst;2017;*Alle*;Bosnië-Herzegovina;70
3;Jaar, Land van herkomst;2017;*Alle*;Brazilië;10
3;Jaar, Land van herkomst;2017;*Alle*;Burkina Faso;10
3;Jaar, Land van herkomst;2017;*Alle*;Burundi;50
3;Jaar, Land van herkomst;2017;*Alle*;China;180
3;Jaar, Land van herkomst;2017;*Alle*;Colombia;40
3;Jaar, Land van herkomst;2017;*Alle*;Congo;110
3;Jaar, Land van herkomst;2017;*Alle*;Cuba;210
3;Jaar, Land van herkomst;2017;*Alle*;Dominicaanse Republiek;10
3;Jaar, Land van herkomst;2017;*Alle*;Duitsland;10
3;Jaar, Land van herkomst;2017;*Alle*;Egypte;220
3;Jaar, Land van herkomst;2017;*Alle*;El Salvador;20
3;Jaar, Land van herkomst;2017;*Alle*;Eritrea;4270
3;Jaar, Land van herkomst;2017;*Alle*;Ethiopië;890
3;Jaar, Land van herkomst;2017;*Alle*;Filipijnen;10
3;Jaar, Land van herkomst;2017;*Alle*;Gambia;250
3;Jaar, Land van herkomst;2017;*Alle*;Georgië;490
3;Jaar, Land van herkomst;2017;*Alle*;Ghana;50
3;Jaar, Land van herkomst;2017;*Alle*;Guinee;390
3;Jaar, Land van herkomst;2017;*Alle*;Guinee-Bissau;20
3;Jaar, Land van herkomst;2017;*Alle*;Honduras;10
3;Jaar, Land van herkomst;2017;*Alle*;India;40
3;Jaar, Land van herkomst;2017;*Alle*;Indonesië;10
3;Jaar, Land van herkomst;2017;*Alle*;Irak;1800
3;Jaar, Land van herkomst;2017;*Alle*;Iran;1070
3;Jaar, Land van herkomst;2017;*Alle*;Israël;70
3;Jaar, Land van herkomst;2017;*Alle*;Ivoorkust;60
3;Jaar, Land van herkomst;2017;*Alle*;Jamaica;30
3;Jaar, Land van herkomst;2017;*Alle*;Jemen;220
3;Jaar, Land van herkomst;2017;*Alle*;Joegoslavië;210
3;Jaar, Land van herkomst;2017;*Alle*;Jordanië;60
3;Jaar, Land van herkomst;2017;*Alle*;Kaapverdië;10
3;Jaar, Land van herkomst;2017;*Alle*;Kameroen;50
3;Jaar, Land van herkomst;2017;*Alle*;Kazachstan;20
3;Jaar, Land van herkomst;2017;*Alle*;Kenya;20
3;Jaar, Land van herkomst;2017;*Alle*;Kirgizië;10
3;Jaar, Land van herkomst;2017;*Alle*;Koeweit;50
3;Jaar, Land van herkomst;2017;*Alle*;Kosovo;40
3;Jaar, Land van herkomst;2017;*Alle*;Libanon;150
3;Jaar, Land van herkomst;2017;*Alle*;Liberia;30
3;Jaar, Land van herkomst;2017;*Alle*;Libië;460
3;Jaar, Land van herkomst;2017;*Alle*;Macedonië;110
