OBJECTID;NAME;ITEM_NUMBER;TYPE_LICHTMAST;YEAR_OF_CONSTRUCTION;EIGENAAR;HOOGTE_LICHTPUNT;STATUS_LICHTMAST;DATE_MODIFIED;BEHEERDER_OMS;STRAATNAAM_LICHTMASTNR;ID;MASTNUMMER_LICHTMAST;STRAATNAAM_ARMATUUR;STRAATNAAM_LICHTMAST;STRAATNAAM_OVIN_LICHTMAST;LOCATIE_LICHTMAST;HOOGTE;BEREIKBAARHEID;PLAATSINGSDATUM;DATUM_GESCHILDERD;STADSDEEL;DRAGERTYPE;ARMATUUR;ARMATUURCODE;ARMATUUR_ID;PLAATSINGSDATUM_ARMATUUR;LICHMASTTYPE;VSA;VSA_CODE;TOTAAL_VERMOGEN;BRANDREGIMECODE;BRANDREGIME;GROEP;DEBITEURCODE;DEBITEUR;MASTNUMMER_ARMATUUR;LAMP;LAMPCODE;PLAATSINGSDATUM_LAMP;REMPLACEDATUM_LAMP;KASTCODE;EIGENAAR_KAST;PERCEELAANNEMER;SLIMME_METER;LICHTMAST_ID;LAMP_ID;KAST_ID;X;Y;LONG;LAT
57868;0503;0503;Lichtmast;;Gemeente Den Haag;32;In bedrijf;2013-03-14;Gemeente Den Haag;2e Antonie Heinsiusstraat 0503;851864;0503;2e Antonie Heinsiusstraat;2e Antonie Heinsiusstraat;Antonie Heinsiusstraat 2e;86;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-10-23;;Scheveningen;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931407;2009-10-23;0241 - HAAGS MODEL PARK NIEUW;ONBEKEND MET CODE: Z1;Z1;96;59;NACHT;A149-10;001;OVL;0503;LED;257;2020-12-01;2045-06-01;A149;OV;Dynniq;Ja;851864;1049933;859045;78734.9609999992;456061.111000001;4.274429537757772;52.08755303566419
57870;0504;0504;Lichtmast;;Onbekend;32;Onbekend;2013-03-14;Onbekend;2e Antonie Heinsiusstraat 0504;848542;0504;2e Antonie Heinsiusstraat;2e Antonie Heinsiusstraat;Antonie Heinsiusstraat 2e;69;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-10-23;;Scheveningen;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931408;2009-10-23;0241 - HAAGS MODEL PARK NIEUW;ONBEKEND MET CODE: Z1;Z1;96;59;NACHT;A149-10;001;OVL;0504;LED;257;2020-12-01;2045-06-01;A149;OV;Dynniq;Ja;848542;1043304;859045;78718.6620000005;456060.964000002;4.27419179686008;52.08754946909604
117655;0505;0505;Lichtmast;;Gemeente Den Haag;32;In bedrijf;2013-03-14;Gemeente Den Haag;2e Antonie Heinsiusstraat 0505;821235;0505;2e Antonie Heinsiusstraat;2e Antonie Heinsiusstraat;Antonie Heinsiusstraat 2e;84;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-10-23;;Scheveningen;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931409;2009-10-23;0241 - HAAGS MODEL PARK NIEUW;ONBEKEND MET CODE: Z1;Z1;96;59;NACHT;A149-10;001;OVL;0505;LED;257;2020-12-01;2045-06-01;A149;OV;Dynniq;Ja;821235;1042496;859045;78710.8310000002;456044.504999999;4.274081238102736;52.08740047875205
57879;0506;0506;Lichtmast;;Onbekend;32;Onbekend;2013-03-14;Onbekend;2e Antonie Heinsiusstraat 0506;841428;0506;2e Antonie Heinsiusstraat;2e Antonie Heinsiusstraat;Antonie Heinsiusstraat 2e;73;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-10-23;;Scheveningen;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931410;2009-10-23;0241 - HAAGS MODEL PARK NIEUW;ONBEKEND MET CODE: Z1;Z1;96;59;NACHT;A149-10;001;OVL;0506;LED;257;2020-12-01;2045-06-01;A149;OV;Dynniq;Ja;841428;1107098;859045;78692.5839999989;456043.021000002;4.273815379401315;52.087384627838
57882;0507;0507;Lichtmast;;Onbekend;32;Onbekend;2013-03-14;Onbekend;2e Antonie Heinsiusstraat 0507;797691;0507;2e Antonie Heinsiusstraat;2e Antonie Heinsiusstraat;Antonie Heinsiusstraat 2e;104;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-10-23;;Scheveningen;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931411;2009-10-23;0241 - HAAGS MODEL PARK NIEUW;ONBEKEND MET CODE: Z1;Z1;96;59;NACHT;A149-10;001;OVL;0507;LED;257;2020-12-01;2045-06-01;A149;OV;Dynniq;Ja;797691;1083300;859045;78685.5119999982;456027.074000001;4.273715780133393;52.08724034293112
57880;0508;0508;Lichtmast;;Onbekend;32;Onbekend;2013-03-14;Onbekend;2e Antonie Heinsiusstraat 0508;856304;0508;2e Antonie Heinsiusstraat;2e Antonie Heinsiusstraat;Antonie Heinsiusstraat 2e;95;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-10-23;;Scheveningen;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931412;2009-10-23;0241 - HAAGS MODEL PARK NIEUW;ONBEKEND MET CODE: Z1;Z1;96;59;NACHT;A149-10;001;OVL;0508;LED;257;2020-12-01;2045-06-01;A149;OV;Dynniq;Ja;856304;1046773;859045;78667.2809999995;456025.568999998;4.273450160629779;52.087224304681534
57881;0509;0509;Lichtmast;;Onbekend;32;Onbekend;2013-03-14;Onbekend;2e Antonie Heinsiusstraat 0509;841461;0509;2e Antonie Heinsiusstraat;2e Antonie Heinsiusstraat;Antonie Heinsiusstraat 2e;124;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-10-23;;Scheveningen;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931413;2009-10-23;0241 - HAAGS MODEL PARK NIEUW;ONBEKEND MET CODE: Z1;Z1;96;59;NACHT;A149-10;001;OVL;0509;LED;257;2020-12-01;2045-06-01;A149;OV;Dynniq;Ja;841461;1105499;859045;78657.8539999984;456008.072000001;4.2733165549125545;52.08706576542498
57829;0510;0510;Lichtmast;;Onbekend;32;Onbekend;2013-03-14;Onbekend;2e Antonie Heinsiusstraat 0510;803337;0510;2e Antonie Heinsiusstraat;2e Antonie Heinsiusstraat;Antonie Heinsiusstraat 2e;v Boetselaerln;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-10-23;;Scheveningen;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931414;2009-10-23;0241 - HAAGS MODEL PARK NIEUW;ONBEKEND MET CODE: Z1;Z1;96;59;NACHT;A149-3;001;OVL;0510;LED;257;2020-12-01;2045-06-01;A149;OV;Dynniq;Ja;803337;1073858;859045;78643.4629999995;456009.079999998;4.273106392177033;52.08707283935238
61607;0001;0001;Lichtmast;;Gemeente Den Haag;50;Onbekend;2012-06-20;Gemeente Den Haag;2e Braamstraat 0001;819153;0001;2e Braamstraat;2e Braamstraat;Braamstraat 2e;;50;LAAG (lph. 4,5mtr. tot 6,5mtr.));1990-03-01;1990-01-01;Segbroek;Lichtmast;PHILIPS FGS 224 RESIDIUM PL36;298;893410;2009-09-01;0050 - K5PT           ;PL 36 ;T9;37;59;NACHT;D221-10;001;OVL;0001;PL;63;2021-01-11;2024-01-11;D221;OV;PCO;Ja;819153;1046453;859267;78442.7771000005;454455.750100002;4.270527328811402;52.07308588858271
41762;0002;0002;Lichtmast;2023-02-02;Gemeente Den Haag;50;In bedrijf;2012-06-20;Gemeente Den Haag;2e Braamstraat 0002;847242;0002;2e Braamstraat;2e Braamstraat;Braamstraat 2e;;50;LAAG (lph. 4,5mtr. tot 6,5mtr.));1990-03-01;1990-01-01;Segbroek;Lichtmast;PHILIPS FGS 104 PL 36 ;303;893491;2001-04-01;0050 - K5PT           ;PL 36 ;T9;37;59;NACHT;D221-12;001;OVL;0002;PL;63;2019-06-07;2022-06-07;D221;OV;PCO;Ja;847242;1086762;859267;78442.4571000002;454446.173099998;4.270524810335278;52.07299977907983
58598;0003;0003;Lichtmast;;Gemeente Den Haag;50;Onbekend;2012-06-20;Gemeente Den Haag;2e Braamstraat 0003;816475;0003;2e Braamstraat;2e Braamstraat;Braamstraat 2e;;50;LAAG (lph. 4,5mtr. tot 6,5mtr.));1990-03-01;1990-01-01;Segbroek;Lichtmast;PHILIPS FGS 104 PL 36 ;303;893411;2001-01-01;0050 - K5PT           ;PL 36 ;T9;37;59;NACHT;D221-11;001;OVL;0003;PL;63;2019-06-07;2022-06-07;D221;OV;PCO;Ja;816475;1101848;859267;78427.3051000014;454437.686099999;4.270305745534944;52.07292141466183
65159;0004;0004;Lichtmast;;Gemeente Den Haag;50;In bedrijf;2018-10-15;Gemeente Den Haag;2e Braamstraat 0004;3277939;0004;2e Braamstraat;2e Braamstraat;;;50;LAAG (lph. 4,5mtr. tot 6,5mtr.));1990-03-01;1990-01-01;Segbroek;Lichtmast;PHILIPS FGS 104 PL 36 ;303;3277941;2001-01-01;0050 - K5PT           ;PL 36 ;T9;37;59;NACHT;D221-10;001;OVL;0004;PL;63;2015-10-15;;D221;OV;PCO;Ja;3277939;3277942;859267;78415.677099999;454440.7031;4.270135492128963;52.07294691968809
38839;0005;0005;Lichtmast;2023-02-02;Gemeente Den Haag;50;In bedrijf;2018-10-15;Gemeente Den Haag;2e Braamstraat 0005;3277940;0005;2e Braamstraat;2e Braamstraat;;;50;LAAG (lph. 4,5mtr. tot 6,5mtr.));1990-03-01;1990-01-01;Segbroek;Lichtmast;PHILIPS FGS 104 PL 36 ;303;3277943;2001-01-01;0050 - K5PT           ;PL 36 ;T9;37;59;NACHT;D221-11;001;OVL;0005;PL;63;2015-10-15;;D221;OV;PCO;Ja;3277940;3277944;859267;78394.7690999992;454419.537099998;4.269835331815499;52.072753816573154
18209;0501;0501;Lichtmast;2023-02-02;Gemeente Den Haag;32;In bedrijf;2012-07-09;Gemeente Den Haag;2e De Carpentierstraat 0501;846216;0501;2e De Carpentierstraat;2e De Carpentierstraat;Carpentierstraat de 2e;Jul.v Stolb;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-08-17;2009-09-01;Haagse Hout;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931616;2009-08-17;0241 - HAAGS MODEL PARK NIEUW;CPO 45, CPO 60, LED 96;07;52;59;NACHT;B135-13;001;OVL;0501;CPO;184;2021-02-09;2026-02-09;B135;OV;Unsal;Ja;846216;1045896;859141;83131.995099999;455562.0031;4.338680693748124;52.083655910296315
57708;0502;0502;Lichtmast;2023-02-02;Gemeente Den Haag;32;Onbekend;2012-07-09;Gemeente Den Haag;2e De Carpentierstraat 0502;826294;0502;2e De Carpentierstraat;2e De Carpentierstraat;Carpentierstraat de 2e;to 139;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-08-17;2009-09-01;Haagse Hout;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931617;2009-08-17;0241 - HAAGS MODEL PARK NIEUW;CPO 45, CPO 60, LED 96;07;52;59;NACHT;B135-14;001;OVL;0502;CPO;184;2019-10-01;2024-09-01;B135;OV;Unsal;Ja;826294;1088067;859141;83144.8240999989;455558.294100002;4.338868614542642;52.08362424324937
57709;0503;0503;Lichtmast;2023-02-02;Gemeente Den Haag;32;Onbekend;2012-07-09;Gemeente Den Haag;2e De Carpentierstraat 0503;833662;0503;2e De Carpentierstraat;2e De Carpentierstraat;Carpentierstraat de 2e;141;32;EXTRA LAAG (tot lph. 4,5mtr.);2009-08-17;2009-09-01;Haagse Hout;Lichtmast;PHILIPS MONTMARTRE IJS CPO 45;149A;931618;2009-08-17;0241 - HAAGS MODEL PARK NIEUW;CPO 45, CPO 60, LED 96;07;52;59;NACHT;B135-15;001;OVL;0503;CPO;184;2019-10-01;2024-09-01;B135;OV;Unsal;Ja;833662;1048250;859141;83144.4741000012;455543.9681;4.338866526778531;52.08349545275562
