OBJECTID,GUID,REF_FYSIEKE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,PRORAIL_GEBIED,REF_FUNC_SPOORTAK_NAAM_LANG,SPOORSTAAF_LINKS_RECHTS
22,b280a52b-7ca1-e09a-fa7b-574bc0501e08,caf7fa73-4aa3-4223-8398-224306398852,525V,317.288709,146763.427,433714.936,3.878,146841.915,433407.509,6.073,513,a,513,513_a,Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,24.722247,"24,722247",25.039653,"25,039653",ProRail,Zuid,Z,Baan,Betuwe,320,Geldermalsen,22,Strukton Rail,Zuid-West,513_525V_24.7,Links
23,73234ec1-0c47-2e54-6cb1-eb87ac4baf3d,a8a84741-f13d-494a-b7da-a5a6e7773aca,63V,634.634909,87842.17,452577.244,-2.911,87725.05182466,452084.30176583,5.823103,110,,110,110__,Den Haag Ypenburg - Leidschenveen,Ypb-Ldvn,Den Haag Ypenburg - Leidschenveen ,101.034989,"101,034989",100.4,"100,400000",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,565_63V_101.8,Links
27,fdbacf14-c2d1-461a-151d-40dbd1668e35,d8f002b6-2d1d-40b9-99e9-b0550ab4546f,41AR,111.868012,141104.272,470648.362,5.722,141157.304,470549.875,5.76,528,b,528,528_b,Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,28.699749,"28,699749",28.807712,"28,807712",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,528_41AR_28.7,Links
29,6efe9841-22cc-f985-7ddb-7f0759b69a25,4f1852a7-eeb7-4ccf-9f6a-6dbd96049b6e,1173AR,32.543915,105664.627,424489.623,0.058,105633.284,424498.38,-0.03,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,29.164505,"29,164505",29.196292,"29,196292",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,542_1173AR_29.1,Links
30,a9c8e8c8-6d9b-c82e-2195-e6293521121e,7f700666-7788-4e72-8bf0-7442c4c356b0,8L,622.030394,238343.816,574122.673,3.073,238253.233,574736.269,3.14,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,67.881302,"67,881302",68.500657,"68,500657",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,011_8L_67.8,Links
32,efe3aebc-ca68-da5a-6374-ce288a7ae385,3b5c33b0-2ca0-4df0-9b0c-b1b36e7756fa,950V,122.365086,62075.232,438920.549,5.205,62116.161,438805.232,5.203,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",40.193679,"40,193679",40.082942,"40,082942",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_950V_40.2,Links
34,92bc884f-0cba-548c-be9f-9edb2ffe0445,cad654fe-df79-4de7-9547-723d3f72127b,912L,6.5219,115707.321,495416.238,0.468,115709.446,495410.072,0.467,524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,70.394397,"70,394397",70.401448,"70,401448",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,524_912L_70.4,Links
35,42e56d2a-18df-4e24-867b-d5525f6956f3,27ca7231-f9af-46c6-aa90-04aef15fef64,X0122V,169.583079,89171.791,434812.722,3.345,89326.345,434882.518,3.341,468,a,468,468_a,Rotterdam Eemhaven,Whz-Rol,"Rotterdam, Emplacement Waalhaven Zuid - Rondolaan ",103.601394,"103,601394",103.77,"103,770000",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,468_X0122V_103.6,Links
36,41ba7171-843c-918d-82ca-4f8e7b903dd0,637b7ae0-5951-44e0-9cd4-2fa28ec7b132,345AQ,123.924162,99775.237,427964.649,-0.446,99673.064,428034.776,-0.53,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,36.055196,"36,055196",36.178356,"36,178356",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,Zee-Zevenaar,924_345AQ_36.0,Links
37,7847a31e-4b61-4e59-b726-e67bcbd7fc25,704d347f-9fbb-4922-bf05-13b517b3fddb,512R,278.084077,152965.337,463171.508,6.59,153237.508,463115.64,6.59,900,,900,900__,Amersfoort Hoofdwerkplaats,Amf-Amfwph,Amersfoort - Amersfoort Hoofdwerkplaats ,200.404082,"200,404082",200.689713,"200,689713",Derden - Overig,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,900_512R_200.4,Links
38,780031e1-bfe9-49c3-ac60-c33705b3280f,37acabad-7af6-41e5-aff3-93a33a1b4c22,963L,694.370063,99234.875,409057.292,3.375,98993.279,409693.674,4.045,801,p,801,801_p,Moerdijk Industrieterrein,Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,900.23602,"900,236020",900.924873,"900,924873",Derden - Overig - Shell/Havenbedrijf Moerdijk,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,801_963L_900.2,Links
42,9b8f16ae-9630-44b6-9733-8ffff6e0b165,ec4009e7-951e-40e8-b1a2-cce7acab07cc,8557L,210.853984,103589.592,499506.025,3.76,103383.615,499550.864,3.873,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,201.921476,"201,921476",202.132247,"202,132247",Derden - Overig - Tata Steel,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,804_8557L_201.9,Links
44,256bc1e6-13c7-0453-2b04-9b4106a255b1,ed6fab4e-3199-4818-bf5f-85319088b151,1241L,183.600421,105115.092,424614.278,1.06,105296.038,424584.394,0.208,542,a,542,542_a,Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,29.728287,"29,728287",29.545383,"29,545383",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,542_1241L_29.8,Links
47,ab4d7dca-7f7f-4db0-bbf4-92d68ff3d8a3,7a48271b-0387-46b1-b7f6-dcb3f080defc,1861L,29.266421,61742.328,444440.252,4.961,61769.53531469,444429.46842702,4.99314119,479,a,479,479_a,Maasvlakte 2,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,312.566966,"312,566966",312.595783,"312,595783",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,479_1861L_312.5,Links
48,3f8adb42-99a8-148f-8255-a1d1ebd485cc,457b8955-1139-4548-86e0-dbb28a19ba95,25BV,50.375849,152672.134,463274.448,5.482,152708.826,463239.931,5.444,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.102485,"43,102485",43.152733,"43,152733",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_25BV_43.1,Links
52,6cc1a392-08cf-40b1-3b4b-c1f8445ddc5d,40fced4f-f821-4e3b-b88a-9eea1571dd60,319L,4.647763,92157.865,437905.801,3.059,92153.221,437905.614,3.1,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,84.245405,"84,245405",84.240921,"84,240921",ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,555_319L_84.3,Links
56,89c308c9-9737-2604-8112-28df5f79c314,a70ccb2e-358e-44b9-b5d3-da4cc1d7ac24,1351BV,576.369178,103041.535,425791.048,1.67,102566.86,426117.98,0.303,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,32.131329,"32,131329",32.707142,"32,707142",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,116_1351BV_32.1,Links
58,575db817-197d-ab13-94c6-f46993ef8492,7331b9b0-042b-43f3-9bdf-9379896e3af8,2677L,634.298017,134991.67189889,456883.14161385,3.85409766,134539.489,457327.746,6.972,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,33.533988,"33,533988",32.900103,"32,900103",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,Midden,531_2677L_34.7,Links
64,5418c252-a926-8639-c7b3-5408cb229c47,f86943c2-2eb1-499c-bea0-b921bf11503b,957AR,546.19838,117310.659,485119.206,5.728,117316.418,484573.038,5.864,145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,56.553958,"56,553958",57.100015,"57,100015",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,145_957AR_56.5,Links
65,381afdca-7ce6-fbd3-0987-5c42704877a3,2bfa9b7a-f606-4bd4-b0f8-42940879e427,1015L,566.269886,117069.18479673,483569.63728918,0.83994844,117627.735,483493.741,7.501,558,b,558,558_b,Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,158.159324,"158,159324",157.600059,"157,600059",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,133_1015L_8.7,Links
67,db0b8a7d-891b-671d-4ac3-cb0a010f2b9c,b9a6ce4a-6abd-4fe5-b575-69bd223b781d,443AV,5950.12814,32593.071,391266.757,2.614,38498.375,391807.157,5.83,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,67.680456,"67,680456",61.746877,"61,746877",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,127_443AV_67.7,Links
68,8d5295e5-cd18-de5b-52bf-540034b5e803,8cbc5aa8-10cf-4e6f-b01d-a4d3a367cce7,946R,641.201989,125616.704,484833.07,3.146,126176.27,484564.323,2.788,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,905.764569,"905,764569",906.395121,"906,395121",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,927_946R_905.7,Links
69,a6d68645-5425-4029-cafa-9a1a2a6d2b9c,60f5e5a7-566f-4851-86a5-b758fe54f318,913L,155.478233,101663.962,426579.024,-0.479,101525.513,426649.648,-0.651,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,33.713666,"33,713666",33.868517,"33,868517",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,Zee-Zevenaar,924_913L_33.7,Links
70,2944f83b-4189-42ae-9506-d24f461ebcb0,31873c7a-ca54-4648-abc3-8fc0e8c41dcb,32BT,98.884464,259150.977,557515.913,6.208,259220.218,557445.317,6.255,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,0.286801,"0,286801",0.385231,"0,385231",Derden - Overig - STAR,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,463_32BT_0.3,Links
74,2e64cf79-8e68-d4a4-f6e1-7d4a92b78b7d,f700e839-05a2-4f77-84ed-449e4230453c,931V,71.069165,172249.326,560239.202,0.85,172193.669,560195.171,0.865,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,22.366309,"22,366309",22.436876,"22,436876",ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,Noord,008_931V_22.4,Links
75,9771b581-0c65-4db8-a24c-f3c51c81d2a1,1aeba798-b3b9-4c91-a2e8-3ced58d4381a,52L,368.438096,39184.328,387167.549,5.686,39003.315,387488.455,5.588,817,h,817,817_h,Vlissingen Sloehaven,Frkw-Qh,Frankrijkweg - Quarleshaven ,310.253144,"310,253144",310.621603,"310,621603",Strukton Rail Short Line,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_52L_310.2,Links
76,76fb94a6-ce2b-4d89-a583-26df2e8cac6e,f18e51fa-d1c5-4c16-b353-2a74128544a4,W2037V,50.606101,83608.29,435592.611,3.511,83560.944,435574.767,3.511,115,d,115,115_d,Schiedam Centrum - Vlaardingen Vulcaanhaven,Sdmga-Vdgvch,Schiedam Goederenoverdrachtspoor Aansluiting -  Vlaardingen Vulcaanhaven ,504.747153,"504,747153",504.758422,"504,758422",Derden - Overig - Metropoolregio Rotterdam Den Haag (MRDH),Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,115_W2037V_504.7,Links
77,83c1150f-1f19-4d04-a613-3a01f8f91f2c,c7243ec7-6964-4ee6-84ee-5ff836332670,922V,0.499004,208021.817,376716.493,20.311,208021.419,376716.794,20.248,516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,2.026965,"2,026965",2.02746,"2,027460",Derden - Overig - Stadler,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,Zuid-Oost,516_922V_2.0,Links
80,b39cc2b4-0157-3d49-d9b8-b523f370e27b,ea710044-2356-4dad-9f2b-219a681ada64,101BR,1336.035449,186504.631,332739.437,61.323,185612.05441904,331747.4535512,66.91337024,063,,63,063__,Maastricht - Sittard,Mt-Vl,Maastricht - Venlo ,19.207478,"19,207478",17.875377,"17,875377",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,063_101BR_19.2,Links
81,2d7c536e-b02a-c004-bf0c-fe8a1f303e6e,e68ee4fa-cba5-4652-abe5-dfbb3b7e20cc,4239Q,58.311707,202544.92,502291.651,1.908,202596.709,502264.939,1.908,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.52128,"2,521280",2.581536,"2,581536",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,603_4239Q_2.5,Links
87,71f953e6-787e-f640-cdf8-c1cc1dd83611,69478f7c-1cd1-453c-b2ec-47b70f8d98b7,155AP,823.275803,177272.286,318346.868,46.824,177601.947,319071.1,47.551,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,0.795533,"0,795533",1.600229,"1,600229",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,520_155AP_0.8,Links
88,c414c6c7-9621-482e-8ff8-392488f28f27,b58be68f-fe15-4485-a943-d7bb9103cfea,X0303R,54.246562,103240.767,422221.612,3.339,103265.024,422270.133,3.667,805,e,805,805_e,Dordrecht Zeehaventerrein,Ddrz-Ddrjh,Dordrecht Zeehaventerrein - Dordrecht Julianahaven ,700.197541,"700,197541",700.251526,"700,251526",Derden - Overig - Standic,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,805_X0303R_700.2,Links
90,bd7028d8-8da0-477f-b935-fa2d608c73bf,240687f4-2fd1-4e4e-9a73-76bad137b719,12R,28.199628,36931.709,386087.552,4.635,36955.696,386072.814,4.634,817,c,817,817_c,Vlissingen Sloehaven,Eupwz-Albw,Europaweg Zuid - Albaniëweg ,140.222484,"140,222484",140.249237,"140,249237",Derden - Overig - Invista Polyester,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_12R_140.2,Links
91,0934b5a8-25b1-4354-8d02-52ed74c0fb8b,35fef446-bc6f-43c1-a528-daa5802cf89a,342L,128.595261,82685.611,433836.026,3.623,82712.653,433956.853,3.552,469,g,469,469_g,Pernis,Boto-Pstw,"Botlektunnel Oost - Rotterdam, Emplacement Pernis Tankweg ",602.190049,"602,190049",602.334773,"602,334773",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,469_342L_602.2,Links
93,49403eba-e11f-1cd6-96a2-0854a70774e3,4c0b2a43-7183-4c90-b38c-537bb5313dd1,1R,178.633882,195330.138,469108.331,15.958,195158.943,469147.552,16.925,608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,88.640915,"88,640915",88.468991,"88,468991",ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,Oost,209_1R_19.0,Links
95,4a7ee3f5-775c-8485-c123-434fdabffdd6,349d8b2a-616e-4a74-8ead-0bf401e23a02,516L,1835.81989,104377.67,424778.826,3.439,103832.128,423500.796,3.72,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,100.193731,"100,193731",102.011805,"102,011805",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,805_516L_100.2,Links
96,277a9029-658b-41c9-fbdc-82d3a4690b6e,88dad05a-2668-4bc4-8943-bf922ad0e153,101BV,300.948022,207824.46,474669.322,10.287,208074.648,474505.144,10.217,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,43.601315,"43,601315",43.301308,"43,301308",ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,Oost,503_101BV_43.6,Links
98,f7f87500-63f5-8976-9dc8-c13f39a38431,755d2f10-5564-4645-8902-39a9d0c01e82,907R,2.153252,40817.768,385348.988,2.809,40817.301,385351.09,2.882,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,115.214231,"115,214231",115.211819,"115,211819",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_907R_115.3,Links
99,fba6019d-1780-49ab-8fca-cca1255961c3,1d8f15e6-2cfe-4e01-8375-22d09cea2412,10R,435.294083,36798.656,386162.863,4.746,37082.15,386488.762,4.834,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,121.153051,"121,153051",121.593099,"121,593099",Derden - Overig - Invista Polyester,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_10R_121.1,Links
103,682d7dfb-f6ba-9b0f-1896-eec68b5d709b,16912589-3319-4d0b-a412-bb4b8823566d,916L,312.737672,86428.736,454360.641,0.234,86235.902,454606.756,0.247,922,,922,922__,Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,18.095461,"18,095461",18.404266,"18,404266",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,922_916L_18.1,Links
106,2c8a8203-1e54-4ae1-a76f-0d7b21d05c1b,4a08a4ba-2ba3-4c4f-98c9-f7fad6f0d286,X0075V,29.4827,132046.153,459758.791,1.427,132067.774,459738.747,1.458,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,29.417815,"29,417815",29.447505,"29,447505",Derden - Overig - Strukton Maarssen,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,Midden,098_X0075V_29.4,Links
107,cca3edd9-c94f-4861-b7e7-97f2a8ed8c4b,809210fc-b17a-4fef-9ca3-1773777436f9,436L,29.349932,43547.893,373928.264,1.346,43548.304,373957.611,1.352,818,c,818,818_c,Terneuzen Dow Chemical,Sludow-Tnzdn2,SluiskilRacc. DOW CHEMICAL - Terneuzen Nieuw Neuzenweg 2 ,301.082648,"301,082648",301.112037,"301,112037",Strukton Rail Short Line,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,818_436L_301.1,Links
111,c727f889-2f7b-e8c8-3050-a123208b4776,bec816c8-1163-439e-bb99-f83c541053ca,51L,114.441244,255783.997,572789.204,3.061,255838.832,572689.291,2.62,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,18.150474,"18,150474",18.041493,"18,041493",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,305_51L_18.2,Links
118,a6959c32-08c9-4648-b814-ffbe8fe22a6b,2684516c-593d-42f8-868c-608694bbf4aa,X0060V,152.602961,101026.176,412177.622,3.039,101068.731,412031.913,2.941,801,q,801,801_q,Moerdijk Industrieterrein,Ostlrw-Ihrv,Oostelijke Randweg - Insteekhaven Roode Vaart ,925.341763,"925,341763",925.200478,"925,200478",Strukton Rail Short Line,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,801_X0060V_925.3,Links
