FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
1e_druk_serie4_index.16,16 broekhuizenvorst_1850,,,"POLYGON ((203499.91099999845 386556.5639999993, 203499.91099999845 391567.9230000004, 211516.7749999985 391567.9230000004, 211516.7749999985 386556.5639999993, 203499.91099999845 386556.5639999993))"
1e_druk_serie4_index.17,18 vierlingsbeek_1850,,,"POLYGON ((196146.85500000045 396603.4840000011, 196146.85500000045 401641.1860000007, 204095.27600000054 401641.1860000007, 204095.27600000054 396603.4840000011, 196146.85500000045 396603.4840000011))"
1e_druk_serie4_index.18,19 sambeek_1850,,,"POLYGON ((193088.15199999884 401578.44299999997, 193088.15199999884 406371.59699999914, 201637.65900000185 406371.59699999914, 201637.65900000185 401578.44299999997, 193088.15199999884 401578.44299999997))"
1e_druk_serie4_index.19,20 beugen_1851,,,"POLYGON ((191135.12000000104 406373.3420000002, 191135.12000000104 411380.8440000005, 199183.91200000048 411380.8440000005, 199183.91200000048 406373.3420000002, 191135.12000000104 406373.3420000002))"
1e_druk_serie4_index.20,21 cuijk_1851,,,"POLYGON ((188351.6790000014 411352.8669999987, 188351.6790000014 416153.96400000155, 196398.6490000002 416153.96400000155, 196398.6490000002 411352.8669999987, 188351.6790000014 411352.8669999987))"
1e_druk_serie4_index.21,22 groot linden_1851,,,"POLYGON ((181702.21799999848 416215.18299999833, 181702.21799999848 421214.1499999985, 190230.48800000176 421214.1499999985, 190230.48800000176 416215.18299999833, 181702.21799999848 416215.18299999833))"
1e_druk_serie4_index.22,22a supplement_22 groot linden,,,"POLYGON ((190200.52800000086 416195.51399999857, 190200.52800000086 420156.8590000011, 193230.90700000152 420156.8590000011, 193230.90700000152 416195.51399999857, 190200.52800000086 416195.51399999857))"
1e_druk_serie4_index.23,23 beers_1851,,,"POLYGON ((181657.00600000098 410244.65399999917, 181657.00600000098 416218.46499999985, 188383.15799999982 416218.46499999985, 188383.15799999982 410244.65399999917, 181657.00600000098 410244.65399999917))"
1e_druk_serie4_index.24,24 zeeland_1851,,,"POLYGON ((173685.48999999836 411240.94900000095, 173685.48999999836 416331.42599999905, 181665.8990000002 416331.42599999905, 181665.8990000002 411240.94900000095, 173685.48999999836 411240.94900000095))"
1e_druk_serie4_index.25,25 grave_1851,,,"POLYGON ((173209.16800000146 416259.95899999887, 173209.16800000146 421301.3420000002, 181727.9290000014 421301.3420000002, 181727.9290000014 416259.95899999887, 173209.16800000146 416259.95899999887))"
1e_druk_serie4_index.26,26 ravestein_1852,,,"POLYGON ((171264.09699999914 421274.3520000018, 171264.09699999914 426821.42500000075, 179234.6550000012 426821.42500000075, 179234.6550000012 421274.3520000018, 171264.09699999914 421274.3520000018))"
1e_druk_serie4_index.27,27 megen_1853,,,"POLYGON ((163563.77800000086 423831.23800000176, 163563.77800000086 428846.0029999986, 171309.2490000017 428846.0029999986, 171309.2490000017 423831.23800000176, 163563.77800000086 423831.23800000176))"
1e_druk_serie4_index.28,28 lith_1853,,,"POLYGON ((155263.96400000155 422887.50400000066, 155263.96400000155 427934.2129999995, 163575.3909999989 427934.2129999995, 163575.3909999989 422887.50400000066, 155263.96400000155 422887.50400000066))"
1e_druk_serie4_index.29,29 rossum_1853,,,"POLYGON ((147222.21299999952 421155.56500000134, 147222.21299999952 425865.6020000018, 155263.5089999996 425865.6020000018, 155263.5089999996 421155.56500000134, 147222.21299999952 421155.56500000134))"
1e_druk_serie4_index.30,29a supplement_29 rossum,,,"POLYGON ((151046.03799999878 422557.3260000013, 151046.03799999878 425364.0709999986, 154259.3449999988 425364.0709999986, 154259.3449999988 422557.3260000013, 151046.03799999878 422557.3260000013))"
1e_druk_serie4_index.31,30 driel_1854,,,"POLYGON ((150219.96200000122 415831.5489999987, 150219.96200000122 421188.29100000113, 158109.7650000006 421188.29100000113, 158109.7650000006 415831.5489999987, 150219.96200000122 415831.5489999987))"
1e_druk_serie4_index.32,31 ammerzoden_1854,,,"POLYGON ((142650.6009999998 413950.09899999946, 142650.6009999998 418996.3280000016, 150207.88500000164 418996.3280000016, 150207.88500000164 413950.09899999946, 142650.6009999998 413950.09899999946))"
1e_druk_serie4_index.33,32 heusden_1854,,,"POLYGON ((134690.5949999988 413073.1420000009, 134690.5949999988 418035.9910000004, 142717.25299999863 418035.9910000004, 142717.25299999863 413073.1420000009, 134690.5949999988 413073.1420000009))"
1e_druk_serie4_index.34,33 wijk_1855,,,"POLYGON ((134708.48099999875 418053.9539999999, 134708.48099999875 423060.0689999983, 142743.57200000063 423060.0689999983, 142743.57200000063 418053.9539999999, 134708.48099999875 418053.9539999999))"
1e_druk_serie4_index.35,33a supplement_33 wijk,,,"POLYGON ((134747.1959999986 423069.94000000134, 134747.1959999986 425282.2419999987, 138264.063000001 425282.2419999987, 138264.063000001 423069.94000000134, 134747.1959999986 423069.94000000134))"
1e_druk_serie4_index.36,34 woudrichem_1855-1856,,,"POLYGON ((127731.30999999866 420588.0850000009, 127731.30999999866 426598.436999999, 134778.44099999964 426598.436999999, 134778.44099999964 420588.0850000009, 127731.30999999866 420588.0850000009))"
1e_druk_serie4_index.37,01 canne_signal_1849,,,"POLYGON ((173544.91299999878 304760.3449999988, 173544.91299999878 313787.22300000116, 178491.68200000003 313787.22300000116, 178491.68200000003 304760.3449999988, 173544.91299999878 304760.3449999988))"
1e_druk_serie4_index.38,02 maastricht_1846-1847,,,"POLYGON ((174518.3839999996 313780.9820000008, 174518.3839999996 321785.1229999997, 179589.8209999986 321785.1229999997, 179589.8209999986 313780.9820000008, 174518.3839999996 313780.9820000008))"
1e_druk_serie4_index.39,03 reckheim_1847,,,"POLYGON ((174556.41800000146 321743.6499999985, 174556.41800000146 326822.09800000116, 182614.15100000054 326822.09800000116, 182614.15100000054 321743.6499999985, 174556.41800000146 321743.6499999985))"
1e_druk_serie4_index.40,04 stein_1847,,,"POLYGON ((175669.01199999824 326792.33300000057, 175669.01199999824 331773.8830000013, 183604.5240000002 331773.8830000013, 183604.5240000002 326792.33300000057, 175669.01199999824 326792.33300000057))"
1e_druk_serie4_index.41,05 berg_1848,,,"POLYGON ((176679.7509999983 331694.99500000104, 176679.7509999983 336550.69200000167, 184611.42500000075 336550.69200000167, 184611.42500000075 331694.99500000104, 176679.7509999983 331694.99500000104))"
1e_druk_serie4_index.42,06 stockheim_1849,,,"POLYGON ((178126.29300000146 336412.82400000095, 178126.29300000146 341783.75499999896, 186179.94700000063 341783.75499999896, 186179.94700000063 336412.82400000095, 178126.29300000146 336412.82400000095))"
1e_druk_serie4_index.43,07 maeseijck_1849,,,"POLYGON ((180438.73000000045 341743.7809999995, 180438.73000000045 346947.92500000075, 188689.28400000185 346947.92500000075, 188689.28400000185 341743.7809999995, 180438.73000000045 341743.7809999995))"
1e_druk_serie4_index.44,08 stevensweert_1849,,,"POLYGON ((184059.76099999994 346863.0080000013, 184059.76099999994 351881.3040000014, 193069.40700000152 351881.3040000014, 193069.40700000152 346863.0080000013, 184059.76099999994 346863.0080000013))"
1e_druk_serie4_index.45,09 roermond_1849,,,"POLYGON ((189284.5540000014 351847.8269999996, 189284.5540000014 356950.04100000113, 197819.54899999872 356950.04100000113, 197819.54899999872 351847.8269999996, 189284.5540000014 351847.8269999996))"
1e_druk_serie4_index.46,09a supplement_09 roermond,,,"POLYGON ((185331.30200000107 351944.19900000095, 185331.30200000107 354474.87999999896, 189337.44399999827 354474.87999999896, 189337.44399999827 351944.19900000095, 185331.30200000107 351944.19900000095))"
1e_druk_serie4_index.47,10 horn_1849,,,"POLYGON ((192795.00499999896 356876.36300000176, 192795.00499999896 361719.686999999, 200851.16800000146 361719.686999999, 200851.16800000146 356876.36300000176, 192795.00499999896 356876.36300000176))"
1e_druk_serie4_index.48,11 neer_1849,,,"POLYGON ((195848.08999999985 361681.3999999985, 195848.08999999985 366618.6959999986, 203846.93499999866 366618.6959999986, 203846.93499999866 361681.3999999985, 195848.08999999985 361681.3999999985))"
1e_druk_serie4_index.49,12 kessel_1850,,,"POLYGON ((199856.23299999908 366564.8770000003, 199856.23299999908 371644.0179999992, 207884.41200000048 371644.0179999992, 207884.41200000048 366564.8770000003, 199856.23299999908 366564.8770000003))"
1e_druk_serie4_index.50,14 velden_1850,,,"POLYGON ((204955.00200000033 376770.40300000086, 204955.00200000033 381774.2479999997, 212938.87299999967 381774.2479999997, 212938.87299999967 376770.40300000086, 204955.00200000033 376770.40300000086))"
1e_druk_serie4_index.51,15 lottum_1850,,,"POLYGON ((204999.19999999925 381736.4360000007, 204999.19999999925 386587.5879999995, 213007.94900000095 386587.5879999995, 213007.94900000095 381736.4360000007, 204999.19999999925 381736.4360000007))"
1e_druk_serie4_index.52,16 broekhuizenvorst_1850,,,"POLYGON ((203499.91099999845 386556.5639999993, 203499.91099999845 391567.9230000004, 211516.7749999985 391567.9230000004, 211516.7749999985 386556.5639999993, 203499.91099999845 386556.5639999993))"
1e_druk_serie4_index.53,18 vierlingsbeek_1850,,,"POLYGON ((196146.85500000045 396603.4840000011, 196146.85500000045 401641.1860000007, 204095.27600000054 401641.1860000007, 204095.27600000054 396603.4840000011, 196146.85500000045 396603.4840000011))"
1e_druk_serie4_index.54,19 sambeek_1850,,,"POLYGON ((193088.15199999884 401578.44299999997, 193088.15199999884 406371.59699999914, 201637.65900000185 406371.59699999914, 201637.65900000185 401578.44299999997, 193088.15199999884 401578.44299999997))"
1e_druk_serie4_index.55,20 beugen_1851,,,"POLYGON ((191135.12000000104 406373.3420000002, 191135.12000000104 411380.8440000005, 199183.91200000048 411380.8440000005, 199183.91200000048 406373.3420000002, 191135.12000000104 406373.3420000002))"
1e_druk_serie4_index.56,21 cuijk_1851,,,"POLYGON ((188351.6790000014 411352.8669999987, 188351.6790000014 416153.96400000155, 196398.6490000002 416153.96400000155, 196398.6490000002 411352.8669999987, 188351.6790000014 411352.8669999987))"
1e_druk_serie4_index.57,22 groot linden_1851,,,"POLYGON ((181702.21799999848 416215.18299999833, 181702.21799999848 421214.1499999985, 190230.48800000176 421214.1499999985, 190230.48800000176 416215.18299999833, 181702.21799999848 416215.18299999833))"
1e_druk_serie4_index.58,22a supplement_22 groot linden,,,"POLYGON ((190200.52800000086 416195.51399999857, 190200.52800000086 420156.8590000011, 193230.90700000152 420156.8590000011, 193230.90700000152 416195.51399999857, 190200.52800000086 416195.51399999857))"
1e_druk_serie4_index.59,23 beers_1851,,,"POLYGON ((181657.00600000098 410244.65399999917, 181657.00600000098 416218.46499999985, 188383.15799999982 416218.46499999985, 188383.15799999982 410244.65399999917, 181657.00600000098 410244.65399999917))"
1e_druk_serie4_index.60,24 zeeland_1851,,,"POLYGON ((173685.48999999836 411240.94900000095, 173685.48999999836 416331.42599999905, 181665.8990000002 416331.42599999905, 181665.8990000002 411240.94900000095, 173685.48999999836 411240.94900000095))"
1e_druk_serie4_index.61,25 grave_1851,,,"POLYGON ((173209.16800000146 416259.95899999887, 173209.16800000146 421301.3420000002, 181727.9290000014 421301.3420000002, 181727.9290000014 416259.95899999887, 173209.16800000146 416259.95899999887))"
1e_druk_serie4_index.62,26 ravestein_1852,,,"POLYGON ((171264.09699999914 421274.3520000018, 171264.09699999914 426821.42500000075, 179234.6550000012 426821.42500000075, 179234.6550000012 421274.3520000018, 171264.09699999914 421274.3520000018))"
1e_druk_serie4_index.63,27 megen_1853,,,"POLYGON ((163563.77800000086 423831.23800000176, 163563.77800000086 428846.0029999986, 171309.2490000017 428846.0029999986, 171309.2490000017 423831.23800000176, 163563.77800000086 423831.23800000176))"
1e_druk_serie4_index.64,28 lith_1853,,,"POLYGON ((155263.96400000155 422887.50400000066, 155263.96400000155 427934.2129999995, 163575.3909999989 427934.2129999995, 163575.3909999989 422887.50400000066, 155263.96400000155 422887.50400000066))"
1e_druk_serie4_index.65,29 rossum_1853,,,"POLYGON ((147222.21299999952 421155.56500000134, 147222.21299999952 425865.6020000018, 155263.5089999996 425865.6020000018, 155263.5089999996 421155.56500000134, 147222.21299999952 421155.56500000134))"
1e_druk_serie4_index.66,29a supplement_29 rossum,,,"POLYGON ((151046.03799999878 422557.3260000013, 151046.03799999878 425364.0709999986, 154259.3449999988 425364.0709999986, 154259.3449999988 422557.3260000013, 151046.03799999878 422557.3260000013))"
1e_druk_serie4_index.67,30 driel_1854,,,"POLYGON ((150219.96200000122 415831.5489999987, 150219.96200000122 421188.29100000113, 158109.7650000006 421188.29100000113, 158109.7650000006 415831.5489999987, 150219.96200000122 415831.5489999987))"
1e_druk_serie4_index.68,31 ammerzoden_1854,,,"POLYGON ((142650.6009999998 413950.09899999946, 142650.6009999998 418996.3280000016, 150207.88500000164 418996.3280000016, 150207.88500000164 413950.09899999946, 142650.6009999998 413950.09899999946))"
1e_druk_serie4_index.69,32 heusden_1854,,,"POLYGON ((134690.5949999988 413073.1420000009, 134690.5949999988 418035.9910000004, 142717.25299999863 418035.9910000004, 142717.25299999863 413073.1420000009, 134690.5949999988 413073.1420000009))"
1e_druk_serie4_index.70,33 wijk_1855,,,"POLYGON ((134708.48099999875 418053.9539999999, 134708.48099999875 423060.0689999983, 142743.57200000063 423060.0689999983, 142743.57200000063 418053.9539999999, 134708.48099999875 418053.9539999999))"
1e_druk_serie4_index.71,33a supplement_33 wijk,,,"POLYGON ((134747.1959999986 423069.94000000134, 134747.1959999986 425282.2419999987, 138264.063000001 425282.2419999987, 138264.063000001 423069.94000000134, 134747.1959999986 423069.94000000134))"
1e_druk_serie4_index.72,34 woudrichem_1855-1856,,,"POLYGON ((127731.30999999866 420588.0850000009, 127731.30999999866 426598.436999999, 134778.44099999964 426598.436999999, 134778.44099999964 420588.0850000009, 127731.30999999866 420588.0850000009))"
