FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
1e_druk_serie4_index.1,01 canne_signal_1849,,,"POLYGON ((173544.91299999878 304760.3449999988, 173544.91299999878 313787.22300000116, 178491.68200000003 313787.22300000116, 178491.68200000003 304760.3449999988, 173544.91299999878 304760.3449999988))"
1e_druk_serie4_index.2,02 maastricht_1846-1847,,,"POLYGON ((174518.3839999996 313780.9820000008, 174518.3839999996 321785.1229999997, 179589.8209999986 321785.1229999997, 179589.8209999986 313780.9820000008, 174518.3839999996 313780.9820000008))"
1e_druk_serie4_index.3,03 reckheim_1847,,,"POLYGON ((174556.41800000146 321743.6499999985, 174556.41800000146 326822.09800000116, 182614.15100000054 326822.09800000116, 182614.15100000054 321743.6499999985, 174556.41800000146 321743.6499999985))"
1e_druk_serie4_index.4,04 stein_1847,,,"POLYGON ((175669.01199999824 326792.33300000057, 175669.01199999824 331773.8830000013, 183604.5240000002 331773.8830000013, 183604.5240000002 326792.33300000057, 175669.01199999824 326792.33300000057))"
1e_druk_serie4_index.5,05 berg_1848,,,"POLYGON ((176679.7509999983 331694.99500000104, 176679.7509999983 336550.69200000167, 184611.42500000075 336550.69200000167, 184611.42500000075 331694.99500000104, 176679.7509999983 331694.99500000104))"
1e_druk_serie4_index.6,06 stockheim_1849,,,"POLYGON ((178126.29300000146 336412.82400000095, 178126.29300000146 341783.75499999896, 186179.94700000063 341783.75499999896, 186179.94700000063 336412.82400000095, 178126.29300000146 336412.82400000095))"
1e_druk_serie4_index.7,07 maeseijck_1849,,,"POLYGON ((180438.73000000045 341743.7809999995, 180438.73000000045 346947.92500000075, 188689.28400000185 346947.92500000075, 188689.28400000185 341743.7809999995, 180438.73000000045 341743.7809999995))"
1e_druk_serie4_index.8,08 stevensweert_1849,,,"POLYGON ((184059.76099999994 346863.0080000013, 184059.76099999994 351881.3040000014, 193069.40700000152 351881.3040000014, 193069.40700000152 346863.0080000013, 184059.76099999994 346863.0080000013))"
1e_druk_serie4_index.9,09 roermond_1849,,,"POLYGON ((189284.5540000014 351847.8269999996, 189284.5540000014 356950.04100000113, 197819.54899999872 356950.04100000113, 197819.54899999872 351847.8269999996, 189284.5540000014 351847.8269999996))"
1e_druk_serie4_index.10,09a supplement_09 roermond,,,"POLYGON ((185331.30200000107 351944.19900000095, 185331.30200000107 354474.87999999896, 189337.44399999827 354474.87999999896, 189337.44399999827 351944.19900000095, 185331.30200000107 351944.19900000095))"
1e_druk_serie4_index.11,10 horn_1849,,,"POLYGON ((192795.00499999896 356876.36300000176, 192795.00499999896 361719.686999999, 200851.16800000146 361719.686999999, 200851.16800000146 356876.36300000176, 192795.00499999896 356876.36300000176))"
1e_druk_serie4_index.12,11 neer_1849,,,"POLYGON ((195848.08999999985 361681.3999999985, 195848.08999999985 366618.6959999986, 203846.93499999866 366618.6959999986, 203846.93499999866 361681.3999999985, 195848.08999999985 361681.3999999985))"
1e_druk_serie4_index.13,12 kessel_1850,,,"POLYGON ((199856.23299999908 366564.8770000003, 199856.23299999908 371644.0179999992, 207884.41200000048 371644.0179999992, 207884.41200000048 366564.8770000003, 199856.23299999908 366564.8770000003))"
1e_druk_serie4_index.14,14 velden_1850,,,"POLYGON ((204955.00200000033 376770.40300000086, 204955.00200000033 381774.2479999997, 212938.87299999967 381774.2479999997, 212938.87299999967 376770.40300000086, 204955.00200000033 376770.40300000086))"
1e_druk_serie4_index.15,15 lottum_1850,,,"POLYGON ((204999.19999999925 381736.4360000007, 204999.19999999925 386587.5879999995, 213007.94900000095 386587.5879999995, 213007.94900000095 381736.4360000007, 204999.19999999925 381736.4360000007))"
