FID,knooppunt,soort,landsdeel,kwaliteit_,capaciteit,ketenmobil,netwerkont,klanttevre,fietscapac,transferca,groei_reiz,ontwikkeli,verdeling_,wensknoopp,soort_gesp,sqm100,sqm200,sqm300,sqm400,sqm500,sqm600,sqm700,sqm800,sqm900,sqm1000,sqm1100,sqm1200,sqm1300,sqm1400,sqm1500,sqmtotal,sqmtotalge,rank,filter200,data_origi,long,lat,gdb_geomattr_data,shape
ov_knooppunt_buffer.1,Akkrum,1,Noord,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,654,372,305,79,0,0,0,0,0,0,0,1411,7246,22,1,Top10NL,5.84312593,53.04759571,,"POLYGON ((186574.43059999868 562397.5844999999, 186555.21590000018 562202.4941000007, 186498.31010000035 562014.9010000005, 186405.90019999817 561842.0141999982, 186281.5373999998 561690.4776999988, 186130.00079999864 561566.1147999987, 185957.11400000006 561473.7049000002, 185769.5208999999 561416.7991999984, 185574.43059999868 561397.5844999999, 185379.3403000012 561416.7991999984, 185191.74720000103 561473.7049000002, 185018.86039999872 561566.1147999987, 184867.3238000013 561690.4776999988, 184742.9609999992 561842.0141999982, 184650.55110000074 562014.9010000005, 184593.6453000009 562202.4941000007, 184574.43059999868 562397.5844999999, 184593.6453000009 562592.6748000011, 184650.55110000074 562780.2679000013, 184742.9609999992 562953.1546999998, 184867.3238000013 563104.6911999993, 185018.86039999872 563229.0540999994, 185191.74720000103 563321.4640000015, 185379.3403000012 563378.3696999997, 185574.43059999868 563397.5844999999, 185769.5208999999 563378.3696999997, 185957.11400000006 563321.4640000015, 186130.00079999864 563229.0540999994, 186281.5373999998 563104.6911999993, 186405.90019999817 562953.1546999998, 186498.31010000035 562780.2679000013, 186555.21590000018 562592.6748000011, 186574.43059999868 562397.5844999999))"
ov_knooppunt_buffer.2,Alblasserdam,2,Zuidvleugel,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,216,216,44,1,OpenStreetMap,4.66620228,51.8599524,,"POLYGON ((105833.43569999933 430400.65520000085, 105823.82840000093 430303.1099999994, 105795.37550000101 430209.3134999983, 105749.17049999908 430122.870099999, 105686.98910000175 430047.10179999843, 105611.22080000117 429984.9204000011, 105524.77739999816 429938.7153999992, 105430.98090000078 429910.26260000095, 105333.43569999933 429900.65520000085, 105235.89059999958 429910.26260000095, 105142.0940000005 429938.7153999992, 105055.65060000122 429984.9204000011, 104979.88230000064 430047.10179999843, 104917.70089999959 430122.870099999, 104871.49599999934 430209.3134999983, 104843.04309999943 430303.1099999994, 104833.43569999933 430400.65520000085, 104843.04309999943 430498.2003999986, 104871.49599999934 430591.9968999997, 104917.70089999959 430678.44029999897, 104979.88230000064 430754.20859999955, 105055.65060000122 430816.3900000006, 105142.0940000005 430862.5949999988, 105235.89059999958 430891.04780000076, 105333.43569999933 430900.65520000085, 105430.98090000078 430891.04780000076, 105524.77739999816 430862.5949999988, 105611.22080000117 430816.3900000006, 105686.98910000175 430754.20859999955, 105749.17049999908 430678.44029999897, 105795.37550000101 430591.9968999997, 105823.82840000093 430498.2003999986, 105833.43569999933 430400.65520000085))"
ov_knooppunt_buffer.3,Amersfoort Vathorst,1,Midden,1,0,1,0,0,1,0,0,1,3,0,1,0,0,0,0,0,92,0,160,0,0,0,0,0,0,0,253,944,55,1,Top10NL,5.43360897,52.19263318,,"POLYGON ((159173.03920000046 467168.94619999826, 159153.82449999824 466973.8559000008, 159096.9186999984 466786.2628000006, 159004.50879999995 466613.3759999983, 158880.14600000158 466461.83949999884, 158728.60940000042 466337.4765999988, 158555.72260000184 466245.0667000003, 158368.12950000167 466188.16099999845, 158173.03920000046 466168.94619999826, 157977.94889999926 466188.16099999845, 157790.3557999991 466245.0667000003, 157617.4690000005 466337.4765999988, 157465.93239999935 466461.83949999884, 157341.56960000098 466613.3759999983, 157249.1596999988 466786.2628000006, 157192.25389999896 466973.8559000008, 157173.03920000046 467168.94619999826, 157192.25389999896 467364.03660000116, 157249.1596999988 467551.62970000133, 157341.56960000098 467724.5164999999, 157465.93239999935 467876.0529999994, 157617.4690000005 468000.41589999944, 157790.3557999991 468092.8258000016, 157977.94889999926 468149.73149999976, 158173.03920000046 468168.94619999826, 158368.12950000167 468149.73149999976, 158555.72260000184 468092.8258000016, 158728.60940000042 468000.41589999944, 158880.14600000158 467876.0529999994, 159004.50879999995 467724.5164999999, 159096.9186999984 467551.62970000133, 159153.82449999824 467364.03660000116, 159173.03920000046 467168.94619999826))"
ov_knooppunt_buffer.4,Amstelveenseweg (bus),2,Noordvleugel,1,1,1,1,0,0,0,0,0,1,0,2,1303,608,536,28,0,0,0,0,0,0,0,0,0,0,0,2475,10611,4,1,Handmatig Google,4.85755863,52.33817103,,"POLYGON ((119403.08300000057 483492.67240000144, 119393.47569999844 483395.1272, 119365.02279999852 483301.3306999989, 119318.81780000031 483214.8872999996, 119256.63639999926 483139.118999999, 119180.86820000038 483076.9376000017, 119094.42480000108 483030.73259999976, 119000.62819999829 483002.27969999984, 118903.08300000057 482992.67240000144, 118805.53790000081 483002.27969999984, 118711.74130000174 483030.73259999976, 118625.29789999872 483076.9376000017, 118549.52969999984 483139.118999999, 118487.34820000082 483214.8872999996, 118441.14330000058 483301.3306999989, 118412.69040000066 483395.1272, 118403.08300000057 483492.67240000144, 118412.69040000066 483590.2175000012, 118441.14330000058 483684.01410000026, 118487.34820000082 483770.45749999955, 118549.52969999984 483846.22580000013, 118625.29789999872 483908.4072000012, 118711.74130000174 483954.6121000014, 118805.53790000081 483983.06500000134, 118903.08300000057 483992.67240000144, 119000.62819999829 483983.06500000134, 119094.42480000108 483954.6121000014, 119180.86820000038 483908.4072000012, 119256.63639999926 483846.22580000013, 119318.81780000031 483770.45749999955, 119365.02279999852 483684.01410000026, 119393.47569999844 483590.2175000012, 119403.08300000057 483492.67240000144))"
ov_knooppunt_buffer.5,Amsterdam Coentunnelcircuit,2,Noordvleugel,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,961,169,0,0,0,0,0,0,0,0,0,0,1154,2163,19,1,OpenStreetMap,4.8750106,52.4174473,,"POLYGON ((120654.81450000033 492304.64400000125, 120645.20710000023 492207.0987999998, 120616.75429999828 492113.3022999987, 120570.54930000007 492026.8588999994, 120508.36789999902 491951.09059999883, 120432.59959999844 491888.9092000015, 120346.15619999915 491842.70419999957, 120252.35970000178 491814.25129999965, 120154.81450000033 491804.64400000125, 120057.26929999888 491814.25129999965, 119963.4728000015 491842.70419999957, 119877.02939999849 491888.9092000015, 119801.26110000163 491951.09059999883, 119739.07970000058 492026.8588999994, 119692.87469999865 492113.3022999987, 119664.42190000042 492207.0987999998, 119654.81450000033 492304.64400000125, 119664.42190000042 492402.189100001, 119692.87469999865 492495.9857000001, 119739.07970000058 492582.42909999937, 119801.26110000163 492658.19739999995, 119877.02939999849 492720.378800001, 119963.4728000015 492766.58370000124, 120057.26929999888 492795.03660000116, 120154.81450000033 492804.64400000125, 120252.35970000178 492795.03660000116, 120346.15619999915 492766.58370000124, 120432.59959999844 492720.378800001, 120508.36789999902 492658.19739999995, 120570.54930000007 492582.42909999937, 120616.75429999828 492495.9857000001, 120645.20710000023 492402.189100001, 120654.81450000033 492304.64400000125))"
ov_knooppunt_buffer.6,Amsterdam Lelylaan,1,Noordvleugel,1,1,1,1,1,1,1,1,1,3,0,1,0,0,0,0,0,379,820,257,0,1683,0,0,0,0,0,3139,7627,20,1,Top10NL,4.83391851,52.35779026,,"POLYGON ((118308.62350000069 485687.5832999982, 118289.40879999846 485492.4930000007, 118232.50310000032 485304.89990000054, 118140.09319999814 485132.01309999824, 118015.7303000018 484980.4765999988, 117864.19379999861 484856.1136999987, 117691.30700000003 484763.70380000025, 117503.71389999986 484706.7980999984, 117308.62350000069 484687.5832999982, 117113.53319999948 484706.7980999984, 116925.94009999931 484763.70380000025, 116753.05330000073 484856.1136999987, 116601.51680000126 484980.4765999988, 116477.1539000012 485132.01309999824, 116384.74399999902 485304.89990000054, 116327.83830000088 485492.4930000007, 116308.62350000069 485687.5832999982, 116327.83830000088 485882.6737000011, 116384.74399999902 486070.26680000126, 116477.1539000012 486243.15359999985, 116601.51680000126 486394.6900999993, 116753.05330000073 486519.0529999994, 116925.94009999931 486611.46290000156, 117113.53319999948 486668.3685999997, 117308.62350000069 486687.5832999982, 117503.71389999986 486668.3685999997, 117691.30700000003 486611.46290000156, 117864.19379999861 486519.0529999994, 118015.7303000018 486394.6900999993, 118140.09319999814 486243.15359999985, 118232.50310000032 486070.26680000126, 118289.40879999846 485882.6737000011, 118308.62350000069 485687.5832999982))"
ov_knooppunt_buffer.7,Amsterdam RAI,1,Noordvleugel,1,0,0,0,1,0,0,0,0,3,0,1,1381,869,0,44,13,77,332,200,0,909,0,0,0,0,0,3824,25232,9,1,Top10NL,4.89011678,52.33714386,,"POLYGON ((122121.20850000158 483362.67229999974, 122101.99379999936 483167.58199999854, 122045.08799999952 482979.98889999837, 121952.67810000107 482807.1020999998, 121828.31529999897 482655.5656000003, 121676.77870000154 482531.20270000026, 121503.89189999923 482438.7928000018, 121316.29879999906 482381.88709999993, 121121.20850000158 482362.67229999974, 120926.11820000038 482381.88709999993, 120738.5251000002 482438.7928000018, 120565.63830000162 482531.20270000026, 120414.10170000046 482655.5656000003, 120289.73889999837 482807.1020999998, 120197.32899999991 482979.98889999837, 120140.42320000008 483167.58199999854, 120121.20850000158 483362.67229999974, 120140.42320000008 483557.7626999989, 120197.32899999991 483745.3557999991, 120289.73889999837 483918.2426000014, 120414.10170000046 484069.77910000086, 120565.63830000162 484194.1420000009, 120738.5251000002 484286.5518999994, 120926.11820000038 484343.45760000125, 121121.20850000158 484362.67229999974, 121316.29879999906 484343.45760000125, 121503.89189999923 484286.5518999994, 121676.77870000154 484194.1420000009, 121828.31529999897 484069.77910000086, 121952.67810000107 483918.2426000014, 122045.08799999952 483745.3557999991, 122101.99379999936 483557.7626999989, 122121.20850000158 483362.67229999974))"
ov_knooppunt_buffer.8,Appingedam,1,Noord,1,0,1,1,0,0,1,0,0,3,0,1,438,385,0,0,0,0,0,0,0,0,0,0,0,0,0,823,7844,19,1,Top10NL,6.86255182,53.3258438,,"POLYGON ((254299.692400001 594274.4147999994, 254280.47769999877 594079.3244999982, 254223.57189999893 593891.7314000018, 254131.16200000048 593718.8445999995, 254006.79919999838 593567.3079999983, 253855.26260000095 593442.9452, 253682.37579999864 593350.5353000015, 253494.78269999847 593293.6295000017, 253299.692400001 593274.4147999994, 253104.60209999979 593293.6295000017, 252917.00890000165 593350.5353000015, 252744.12209999934 593442.9452, 252592.58559999987 593567.3079999983, 252468.2228000015 593718.8445999995, 252375.81280000135 593891.7314000018, 252318.9070999995 594079.3244999982, 252299.692400001 594274.4147999994, 252318.9070999995 594469.5051000006, 252375.81280000135 594657.0982000008, 252468.2228000015 594829.9849999994, 252592.58559999987 594981.5216000006, 252744.12209999934 595105.8843999989, 252917.00890000165 595198.2943000011, 253104.60209999979 595255.200100001, 253299.692400001 595274.4147999994, 253494.78269999847 595255.200100001, 253682.37579999864 595198.2943000011, 253855.26260000095 595105.8843999989, 254006.79919999838 594981.5216000006, 254131.16200000048 594829.9849999994, 254223.57189999893 594657.0982000008, 254280.47769999877 594469.5051000006, 254299.692400001 594274.4147999994))"
ov_knooppunt_buffer.9,Arnemuiden,1,Zuid,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,165,165,13,0,Top10NL,3.66908564,51.5015103,,"POLYGON ((36711.50860000029 391682.56329999864, 36692.2938000001 391487.47300000116, 36635.388099998236 391299.879900001, 36542.97819999978 391126.9930999987, 36418.615299999714 390975.45650000125, 36267.07880000025 390851.09369999915, 36094.19200000167 390758.6838000007, 35906.598900001496 390701.77800000086, 35711.50860000029 390682.56329999864, 35516.41820000112 390701.77800000086, 35328.82510000095 390758.6838000007, 35155.93829999864 390851.09369999915, 35004.40179999918 390975.45650000125, 34880.03889999911 391126.9930999987, 34787.629000000656 391299.879900001, 34730.72329999879 391487.47300000116, 34711.50860000029 391682.56329999864, 34730.72329999879 391877.65359999985, 34787.629000000656 392065.2468000017, 34880.03889999911 392238.1336000003, 35004.40179999918 392389.67009999976, 35155.93829999864 392514.03290000185, 35328.82510000095 392606.4428999983, 35516.41820000112 392663.34860000014, 35711.50860000029 392682.56329999864, 35906.598900001496 392663.34860000014, 36094.19200000167 392606.4428999983, 36267.07880000025 392514.03290000185, 36418.615299999714 392389.67009999976, 36542.97819999978 392238.1336000003, 36635.388099998236 392065.2468000017, 36692.2938000001 391877.65359999985, 36711.50860000029 391682.56329999864))"
ov_knooppunt_buffer.10,Arnhem-Noord Waterberg A12/ A50.,2,Oost,1,1,1,0,0,0,0,0,0,1,0,2,0,84,0,194,266,0,0,0,0,0,0,0,0,0,0,545,992,29,1,Handmatig Google,5.92629808,52.01796411,,"POLYGON ((192505.66279999912 447871.7745999992, 192496.05550000072 447774.22949999943, 192467.6026000008 447680.43290000036, 192421.39759999886 447593.9895000011, 192359.21620000154 447518.2212000005, 192283.44799999893 447456.03979999945, 192197.00459999964 447409.8348999992, 192103.20800000057 447381.3819999993, 192005.66279999912 447371.7745999992, 191908.11769999936 447381.3819999993, 191814.3211000003 447409.8348999992, 191727.877700001 447456.03979999945, 191652.10940000042 447518.2212000005, 191589.92799999937 447593.9895000011, 191543.72309999913 447680.43290000036, 191515.2701999992 447774.22949999943, 191505.66279999912 447871.7745999992, 191515.2701999992 447969.31980000064, 191543.72309999913 448063.11630000174, 191589.92799999937 448149.55970000103, 191652.10940000042 448225.3280000016, 191727.877700001 448287.50939999893, 191814.3211000003 448333.71440000087, 191908.11769999936 448362.1673000008, 192005.66279999912 448371.7745999992, 192103.20800000057 448362.1673000008, 192197.00459999964 448333.71440000087, 192283.44799999893 448287.50939999893, 192359.21620000154 448225.3280000016, 192421.39759999886 448149.55970000103, 192467.6026000008 448063.11630000174, 192496.05550000072 447969.31980000064, 192505.66279999912 447871.7745999992))"
