Nummer;Totaal van;Jaar;Maand;Procedure categorie;Verblijfscluster;Nationaliteit;Aantal aanvragen
1;Jaar;2018;;;;;7330
2;Jaar, Maand;2018;1;;;;620
2;Jaar, Maand;2018;2;;;;510
2;Jaar, Maand;2018;3;;;;610
2;Jaar, Maand;2018;4;;;;540
2;Jaar, Maand;2018;5;;;;620
2;Jaar, Maand;2018;6;;;;610
2;Jaar, Maand;2018;7;;;;580
2;Jaar, Maand;2018;8;;;;670
2;Jaar, Maand;2018;9;;;;590
2;Jaar, Maand;2018;10;;;;710
2;Jaar, Maand;2018;11;;;;750
2;Jaar, Maand;2018;12;;;;530
3;Jaar, Procedure categorie, Verblijfscluster;2018;;EU-document;Derdelanders;;7300
3;Jaar, Procedure categorie, Verblijfscluster;2018;;EU-document;EU-burgers;;30
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;1;EU-document;Derdelanders;;620
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;2;EU-document;Derdelanders;;510
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;3;EU-document;Derdelanders;;600
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;3;EU-document;EU-burgers;;10
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;4;EU-document;Derdelanders;;540
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;5;EU-document;Derdelanders;;620
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;6;EU-document;Derdelanders;;600
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;7;EU-document;Derdelanders;;580
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;8;EU-document;Derdelanders;;670
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;9;EU-document;Derdelanders;;590
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;10;EU-document;Derdelanders;;710
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;11;EU-document;Derdelanders;;750
4;Jaar, Maand, Procedure categorie, Verblijfscluster;2018;12;EU-document;Derdelanders;;530
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2018;;EU-document;Derdelanders;Afghaanse;70
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2018;;EU-document;Derdelanders;Albanese;100
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2018;;EU-document;Derdelanders;Algerijnse;50
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2018;;EU-document;Derdelanders;Amerikaans burger;360
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2018;;EU-document;Derdelanders;Angolese;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2018;;EU-document;Derdelanders;Argentijnse;50
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2018;;EU-document;Derdelanders;Armeense;30
5;Jaar, Procedure categorie, Verblijfscluster, Nationaliteit;2018;;EU-document;Derdelanders;Australische;120
