OBJECTID,KDUVORM,KDUHGA1,KDUBOKBO,KDUBOKBE,KDULENGT,KDUBREED,XXXMATER,KDUSOORT,KWKAFSL1,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,IWS_OH_RENOVATIEJAAR,KDUIDENT,IWS_WATERBEHEERFUNCTIE,KERIDENT,IWS_AFST_B,KDUMOEBE,KDUMOEBO,KWKKEREN,OBJECTID_1,KDUIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,GlobalID,Shape__Length
841,4,1.61,-1.17,-1.23,24.3,1.01,3,,,,,,,,,,,,KZ.25.144-D01A,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,fa58a9ac-d3f8-4ad0-9610-1d784dea544b,24.0460796348479
842,1,,-1.72,-1.74,72.46,0.7,3,4,,,,,Dam met duiker (Beduikerde watergang),,,,,,D755532,,,,,,,,,Aangeland,Geheel onderhoud,,,bd7bfef3-9d06-41ff-80ed-0d23dfea2a2c,72.4556060995575
843,1,,3.9,3.9,22,1,3,,,,,,,,,,,,OV.80.12-D18,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,0e747901-d1fb-455d-9cb7-9021417aebbb,21.996778256214
844,1,,3.85,3.85,16,1,3,,,,,,,,,,,,OV.80.12-D19,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,1dfeb8a3-8228-4adb-acd3-0fe8fd6059da,16.0118726282286
845,1,,2.33,2.4,12.1,1.45,3,,,,,,,,,,,,SZ.335-DK802,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,3bc8db46-2874-4b8d-8fa8-9794d161bc87,12.0977810340739
846,1,,-1.87,-1.72,81.16,0.7,3,4,,,,,Dam met duiker (Beduikerde watergang),,,,,,D755533,,,,,,,,,Aangeland,Geheel onderhoud,,,6f43e5e1-7eca-4880-98e6-d2d89a80ee5d,81.1562323062201
847,1,,-1.7,-1.87,91.96,0.7,3,4,,,,,Dam met duiker (Beduikerde watergang),,,,,,D755534,,,,,,,,,Aangeland,Geheel onderhoud,,,cd46c575-ece4-4706-a84d-1459fbed154f,91.9553485950718
848,1,,-1.71,-1.7,116,0.7,3,4,,,,,Dam met duiker (Beduikerde watergang),,,,,,D755535,,,,,,,,,Aangeland,Geheel onderhoud,,,733abdb3-ae11-4518-91a2-6dc0bc7e6fea,116.003992556908
849,1,,1.52,1.45,12.2,1,3,,,,Plan Stouwe,,,,,,,,DV.30.182-DK790,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,08024fb9-b9d5-427a-9497-fbe2906c6dcb,12.2228206006861
850,1,,,,10,0.5,3,,,,,,,,,,,,DV.5.46-D876,,,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,cd8c9322-0be5-496d-8ff5-9f3c00ce0f4f,10.0398266193978
851,3,1,-0.7,-0.7,9,1.5,3,2,,,,,Weg met duiker,,,,,,DV.5.192-D878,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,d94e5902-4621-4c2b-a045-b71f6298b003,8.76920754871649
852,1,,-0.85,-0.88,80,1,3,,,,,,,,,,,,DV.5.192-D800,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Ontheffingshouder,Onderhoud hoofdconstructie,acdc00a8-e96b-43f7-bb16-7e0b990719a8,79.8024674571656
853,1,,-0.71,-0.71,8,0.5,31,,,,,,,,,,,,DV.5.46-D883,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,fde0a475-72d6-4d33-ab67-8e7b89929ec6,8.02198408821025
854,1,,,,6,0.4,20,,,,,,,,,,,,DV.5.72-D884,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,f1fb2f52-7cc5-4323-a700-aa71487cd871,5.9983011750489
855,1,,10.45,10.45,3.33,0.6,3,4,,2022,,,Dam met duiker,,,,,,D752977,,,,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud van de gehele dam (grondlichaam),00500f9c-d171-4eae-a056-70c6bb5f2ae6,3.32516227828494
856,1,,9.56,9.56,5.5,0.6,3,4,,2022,,,Dam met duiker,,,,,,D752978,,,,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud van de gehele dam (grondlichaam),e7f58d92-cbc9-4b83-a91f-8ae339c799f5,5.49934041727879
857,1,,6.06,6.03,7.44,0.4,3,4,,,,,,,,,,,D753291,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,9a3f39e0-6bb4-4a6f-80b7-9b1a8609d9ab,7.29652814259854
858,1,,6.07,6.02,7.54,0.4,3,4,,,,,,,,,,,753292,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,cf42be65-1d1c-4bb7-98fa-62dc84478739,7.41409681602614
859,1,,5.91,5.91,9.29,0.4,3,4,,,,,,,,,,,D753293,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,389de178-54fe-40aa-be60-c5e1dcc485b3,9.29375795939548
860,1,,6.13,5.99,9.56,0.4,3,4,,,,,,,,,,,D753294,,,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,391ef288-59af-473a-a26e-b85aaf8a20a7,9.66532162804668
861,1,,-0.98,-0.96,6.24,1.2,13,4,,2022,,,Dam met duiker,,,,,,D753307,,,,,,,,,Houder vergunning,Geheel onderhoud,,,6ef82b6a-edab-47d6-a1b9-bac690e2445c,6.23693390610328
862,1,,-0.7,-0.7,10,0.75,3,,,,Baggerplan Staphorst,,,,,,,,DV.5.60-PD4,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,4578fa58-3753-4238-a8a3-d24fea0b62f1,10.1732273486864
863,1,,-0.26,-0.26,6,0.5,21,,,,,,,,,,,,DV.5.72-PD1,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,d2126537-013e-49a5-b47b-35c34fcb3bc3,6.00253721075941
864,1,,-0.64,-0.64,4.6,0.5,3,,,,,,,,,,,,DV.5.20-PD3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,344776fc-969b-4c21-8256-e7a310aa2988,4.6208789751883
865,1,,-0.68,-0.68,27,0.7,3,,,,,,,,,,,,DV.5.20-PD6,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,84987bd1-ffe1-4763-a357-36b86655acce,27.1334198730795
866,1,,-0.68,-0.68,12.6,0.4,3,,,,,,,,,,,,DV.5.20-WD1,,,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,d93797b4-a06f-464d-9525-3fcb141872aa,12.5728056254563
867,1,,-0.75,-0.73,5.9,1,31,,,,,,,,,,,,DV.5.16-PD2,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,f4473fb2-c353-4f61-94d2-aad1d05c230d,5.85477087155298
868,1,,-0.32,-0.37,11.4,0.5,3,,,,JAF Rouveen,,,,,,,,DV.5.111-D51,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,0f4eab92-c94e-45bb-890d-69555dbdd369,11.417060746688
869,1,,-0.23,-0.23,9.85,0.6,3,,,,JAF Rouveen,,,,,,,,DV.5.126-D49,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,41e9cc5f-5efa-4ebe-89de-7c27adf2cc0d,9.97337453393357
870,1,,-0.44,-0.46,2.5,0.6,3,,,,JAF Rouveen,,,,,,,,DV.5.124-D50,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8893337c-2ce2-4d61-b4e4-550ba9492f13,2.54923741204661
871,1,,-0.33,-0.32,12,0.5,3,,,,JAF Rouveen,,,,,,,,DV.5.111-D52,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,63b0c5cd-6e87-4747-870d-c96d52705588,11.9643086450797
872,1,,0.42,0.42,10,0.5,3,,,,JAF Rouveen,,,,,,,,DV.15.31-D53,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8b308d18-674a-49ba-adf6-9a9a75b59eae,9.98046829607173
873,1,,0.43,0.42,9.9,0.5,3,,,,JAF Rouveen,,,,,,,,DV.15.31-D54,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,a4f0f7ba-77f6-4f1a-aa47-861700fdf359,9.88785702789671
874,1,,0.4,0.38,9.8,0.5,3,,,,JAF Rouveen,,,,,,,,DV.15.31-D55,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,b1a281bb-da77-4a55-ac10-b1ff9b39fef8,9.77737840050634
875,1,,-0.43,-0.44,12.3,0.8,3,,,,JAF Rouveen,,,,,,,,DV.5.140-D57,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,a6bf2bb1-288a-445b-b56a-ca45e3b3ecae,11.545068885699
876,1,,-0.85,-0.84,7.4,1,3,,,,JAF Rouveen,,,,,,,,DV.5.140-D58,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,875a5477-59f6-4cad-b1a9-103432362a17,7.43783868129586
877,1,,-0.31,-0.37,9.1,0.6,3,,,,JAF Rouveen,,,,,,,,DV.5.122-D59,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,b4ef2ad8-1d10-475f-8dac-e9bef8d492e5,9.07741368218099
878,1,,0.7,0.7,20.5,0.8,3,,,,,,,,,,,,NW.25.4-D245,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Ontheffingshouder,Gewoon en buitengewoon en constructie,2640c739-c227-4016-b979-a83918b3484d,19.7477504789511
879,1,,-0.42,-0.41,16.5,0.5,3,,,,JAF Rouveen,,,,,,,,DV.5.120-D60,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,068b3088-0675-45df-9ef7-83aa29ae39ba,16.4839007692101
880,99,,,,6.6,,98,,,,,,,,,,,,NW.15.12-D252,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,4b08c3f0-2cc2-491d-b8a6-9ca672cf6b54,6.62781573893259
881,1,,4.35,4.35,8,0.9,3,,,,,,,,,,,,OV.80.12-D11,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,f30fdd5a-2bb6-46cd-ab1c-6cca9653716a,7.99819310852884
882,99,,,,,,98,,,,,,,,,,,,SW.45.32-D1022,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,f4a49c05-3ce2-4b4d-9c9f-12d51001b649,5.98869952537217
883,1,,4.33,4.33,8,0.9,3,,,,,,,,,,,,OV.80.12-D12,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,e23c4899-80ec-41d3-a974-f916a81ed08b,7.99680870350046
884,1,,-0.86,-0.83,7.5,0.6,3,,,,JAF Rouveen,,,,,,,,DV.5.82-D62,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,722814a6-79e6-4b04-a68f-400c522e4674,7.81105284446617
885,1,,,,10.5,,3,,,,,,,,,,,,DV.15.30-D786,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,3ab23967-e5bf-484a-9147-12d06839130b,10.5210804907395
886,99,,,,9.6,,98,,,,,,,,,,,,DV.5.115-D792,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,5b6d0d8e-0bf7-44ef-a73d-bd736be0e51c,9.60652779376865
887,1,,4.3,4.3,8,0.9,3,,,,,,,,,,,,OV.80.12-D13,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,e2aab28b-401c-47df-a501-28106407098c,7.99831865971047
888,1,,0.76,0.77,9.6,0.6,3,,,,,,,,,,,,D753612,,,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,"Vervangen, zo mogelijk herstellen",bb90c505-6abb-4cd7-b5d3-e94f3cfbf65b,10.1869900205293
889,1,,-1.3,-1.34,10.18,0.4,20,4,,2022,,,Dam met duiker,,,,,,D753931,,,,,,,,,Houder vergunning,Geheel onderhoud,,,8e99e4da-0a55-4640-8d8a-cef95669e45d,10.1828028683399
890,1,,0.73,0.73,5.98,0.4,20,4,,2022,,,Dam met duiker,,,,,,D753932,,,,,,,,,Houder vergunning,Geheel onderhoud,,,5997e242-fbfd-403b-9ebd-5cae40b10bfc,6.05186530591152
891,1,,1.74,1.73,12.99,0.5,3,4,,2022,,,Dam met duiker,,,,,,D753933,,,,,,,,,Houder vergunning,Geheel onderhoud,,,2ea024a8-47bb-4190-91e5-aec0545c9447,12.9872277148433
892,99,,,,8.9,,98,,,,,,,,,,,,DV.5.138-D793,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,92c7a373-409e-4355-a76b-fa6331fe071f,8.84962239482899
893,1,,14.03,14.08,6.48,0.5,31,4,,2022,,,Dam met duiker,,,,,,D753934,,,,,,,,,Houder vergunning,Geheel onderhoud,,,7ebd1b8a-1066-475a-8ec2-f35dde841799,6.48453713940256
894,99,,,,5.1,,98,,,,,,,,,,,,DV.5.84-D818,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,fcc3fb5c-acd6-4ccb-9a44-f14fe3ea4461,5.10587119531626
895,1,,13.82,13.82,10.43,0.7,3,4,,2022,,,Dam met duiker,,,,,,D753935,,,,,,,,,Houder vergunning,Geheel onderhoud,,,40c775cc-1cd7-4d2f-8e42-c513bea527e7,10.4282383904039
896,1,,13.63,13.42,10.47,0.6,3,4,,,,,Dam met duiker,,,,,,D753936,,,,,,,,,Houder vergunning,Geheel onderhoud,,,cfcaa4dd-8c11-4322-b80e-fb76b7d47e70,10.4745292684467
897,1,,-1.12,-1.09,23.2,0.5,3,,,,,,,,,,,,DV.5.192-D819,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,14844e2e-ad4a-40e6-94ca-fcfac27b3314,23.1967749712077
898,1,,-1.11,-1.14,24.9,0.5,3,,,,,,,,,,,,DV.5.120-D820,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,011b4a1d-94fe-40eb-9e53-2acf38afb70e,24.9280819146972
899,3,1,-0.7,-0.7,26,1.5,3,2,,,,,Weg met duiker,,,,,,DV.5.120-D821,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,3d51185c-aee8-4d8a-8b61-f3be42129c89,25.9768052892096
900,1,,0.57,0.44,8.1,0.7,31,,,,,,,,,,,,DV.5.182-D890,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,,,6681a7df-c104-4fdd-81c1-eae3d2f57e64,8.07603894291519
901,1,,,,6,0.4,20,,,,,,,,,,,,DV.5.142-D891,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,df5eee35-fb25-4097-9764-bbb7498af20c,6.17067706683227
902,1,,0.8,0.8,5.8,0.3,3,,,,,,,,,,,,DV.5.147-PD1,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,58a5d5ea-52f6-472a-bc25-ec40db9b4ecf,5.81975631368412
903,1,,0.55,0.55,6,0.4,3,,,,,,,,,,,,DV.5.144-PD2,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,7901587a-5aec-426d-8b8a-720afd327fd2,5.99287166462335
904,1,,0.58,0.58,10,0.3,20,,,,,,,,,,,,DV.5.144-WD1,,,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,1aebe702-48ad-40a4-bc54-6fa59d4932e6,8.9054922387024
905,1,,0.45,0.45,6.2,0.5,3,,,,,,,,,,,,DV.5.144-PD3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,7150ca67-a202-43b1-a357-dce5a037dba6,6.18358153347966
906,1,,0.18,0.18,16,0.5,20,,,,,,,,,,,,DV.5.142-PD6,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,c1183501-664b-4761-b1a9-3949300ad62d,15.9993690497337
907,1,,0.23,0.23,4,0.5,3,,,,,,,,,,,,DV.5.142-PD8,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,019eaaed-5688-436b-b1ff-29bb723ba487,4.10993740626112
908,1,,0.2,0.2,9,0.5,3,,,,,,,,,,,,DV.5.142-WD2,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9064a0b7-651f-43e2-bc41-a28e7695d04b,9.23340847322925
909,2,0.8,-1.59,-1.59,5,1.2,3,,,,,,,,,,,,KO.40-PD10,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,0516d3ed-07d5-4614-81e9-20da7fd2b139,4.99648126015258
910,1,,-0.09,-0.09,6,0.6,3,,,,,,,,,,,,DV.5.142-PD1,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,2befbbf1-1000-4c8c-b184-32a889474eca,6.3097276273353
911,1,,-0.27,-0.27,42,0.6,3,,,,,,,,,,,,DV.5.142-WD1,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,26887048-7aa1-425b-b3c0-84ef4ef23433,40.1079498126813
912,1,,,1.05,11.8,0.5,3,,,,,,,,,,,,D690257,,,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Gewoon en buitengewoon en constructie,0e43d530-6b51-4b11-9b95-50ed354ce156,11.9009252252889
913,1,,,3.04,8,0.5,3,,,,sp. in damwand als meetpunt,,,,,,,,DV.215.10-D6,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,04b0f937-1d8b-4863-87cc-af8c82cc6192,8.07595554993564
914,1,,-1.63,-1.63,7,0.8,20,,,,,,,,,,,,KO.40-PD12,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,5e07e0d0-44eb-41b0-baf6-53d55d8a2471,7.11521138028932
915,6,2.75,-2.75,-2.75,10,7,3,,,,,,,,,,,,KO-WD5,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,12f76813-a1f5-498d-9a98-931ecc7e250c,10.5344422926035
916,1,,-1.38,-1.38,8.6,0.6,3,,,,,,,,,,,,KO.20.94-PD4,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,15c0d565-c2e8-47b0-aaa1-a83cff40ff15,8.62411687182915
917,1,,-0.1,-0.1,11,0.6,3,,,,,,,,,,,,DV.5.142-WD709,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,76372120-d17f-4c91-ba50-f5bd55381ea4,9.90280556935382
918,1,,-0.5,-0.5,11,0.8,3,,,,,,,,,,,,DV.5.118-WD3,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,8e0ef637-11df-40ad-a1ff-2bb0aea40d13,10.9976583418695
919,1,,-0.65,-0.65,10.1,0.5,3,,,,,,,,,,,,DV.5.22-PD3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,7a20b381-9a0c-4605-b727-35b1b281132e,10.0834719788544
920,1,,-0.64,-0.64,4,0.5,3,,,,,,,,,,,,DV.5.22-PD4,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,5f9d80b0-ac85-4217-80ce-3fce91bc3a1b,5.905760999522
921,1,,-0.8,-0.8,10,0.7,21,,,,,,,,,,,,DV.5.22-WD3,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,6eb65170-f021-40ec-9c65-5c4fcd4cfd2b,9.93293377089462
922,1,,-0.61,-0.61,5.9,0.5,3,,,,,,,,,,,,DV.5.22-PD5,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,a0c21de0-e79f-4dbd-a350-addfdc91847c,5.91838224134232
923,1,,-0.4,-0.4,7,0.5,3,,,,,,,,,,,,DV.5.22-PD6,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,e1193bf4-b713-4856-8df9-2b4653d4adad,7.04024057573123
924,1,,-0.33,-0.33,4,0.5,3,,,,,,,,,,,,DV.5.22-PD8,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,e57d7024-44a4-42f9-9093-fe3c27bd7260,9.40579164396973
925,1,,-0.8,-0.8,10,0.7,21,,,,,,,,,,,,DV.5.22-WD4,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,32e77959-a03a-4b78-94b7-913350a8215a,10.9949703262508
926,1,,-0.75,-0.75,8,0.6,3,,,,,,,,,,,,DV.5.22-WD5,,,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,b7877017-0502-4373-9f9c-8f2266f7a604,9.6862119031657
927,1,,-0.63,-0.63,6.5,0.5,3,,,,,,,,,,,,DV.5.20-PD2,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,acafbfc5-e7a8-4713-89e3-e8c7560167de,6.50191032136306
928,1,,-0.36,-0.37,9.85,0.5,3,,,,JAF Rouveen,,,,,,,,DV.5.122-D37,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8ac07c3e-8241-408d-93a9-c96a75bc4736,9.8505660873729
929,1,,0.42,0.4,9.8,0.5,3,,,,JAF Rouveen,,,,,,,,DV.5.137-D38,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,4260db73-21cd-424d-9165-7ac07b83002a,9.8189568504039
930,1,,0.42,0.4,9.8,0.5,3,,,,JAF Rouveen,,,,,,,,DV.5.137-D41,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,f462cbce-8aff-4551-aa3f-d1b5cba2ae37,9.74636682182332
931,1,,-1.49,-1.51,5.5,0.6,20,,,,,,,,,,,,KZ.10-D64,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,e21567e1-991a-4205-962e-b03a71355e05,5.5300749003966
932,2,2,-1.97,-1.95,17,4,3,,,,,,,,,,,,KO.55-WD5,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,158d5c42-ff5b-4708-ab9e-0bf60031736f,17.7502208525414
933,1,,-1.4,-1.4,6.8,0.5,3,,,,,,,,,,,,KO.55.96-PD5,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,c3bd124a-3832-4314-a4a9-8b87817d789c,6.82383394677246
934,1,,-1.4,-1.4,5,0.5,3,,,,,,,,,,,,KO.55.96-PD8,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,c0e4cc3c-2306-41d6-bacd-1ff145b218b7,4.37872106322011
935,1,,-1.42,-1.42,11,0.5,3,,,,,,,,,,,,KO.55.96-WD2,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,3b2e14f5-038f-4d31-b948-9b47858c6a09,10.9959648052628
936,1,,0.55,0.57,10.6,0.6,11,,,,JAF Rouveen,,,,,,,,DV.5.139-D42,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,35c76310-5a88-4339-96c1-e110749867fa,10.6165480976065
937,1,,-0.25,-0.23,9.8,0.6,3,,,,JAF Rouveen,,,,,,,,DV.5.139-D43,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6d63d308-d669-4bdd-a7f6-ed7185d3ea16,9.80834306679944
938,1,,0.25,-0.23,9.5,0.6,3,,,,JAF Rouveen,,,,,,,,DV.5.139-D44,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,320d7fa3-4c72-458f-b853-7c8106e53f17,9.53749037529548
939,1,,0.48,0.48,9.8,0.5,3,,,,JAF Rouveen,,,,,,,,DV.5.137-D45,,,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,e165d281-82e8-4ddb-afaf-af786c7f672a,9.66539490680323
940,1,,0.37,0.37,11,0.6,3,,,,,,,,,,,,DV.5.158-WD710,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,cf3f5851-64b9-481b-849e-519f15bbb629,14.3488925456797
941,1,,-0.01,-0.04,12.3,0.8,3,,,,JAF Rouveen,,,,,,,,DV.5.140-D46,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,00b11c96-c4f5-4411-abcd-0d4960d51c6c,12.320573641001
942,1,,0.42,0.4,12.3,0.6,3,,,,JAF Rouveen,,,,,,,,DV.5.139-D47,,,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,0ce62280-7f7b-4618-b83f-0454a6edb2a7,12.269964004579
943,1,,9.94,10.02,7.89,0.7,3,4,,,,,Dam met duiker,,,,,,D753937,,,,,,,,,Aangeland,Geheel onderhoud,,,56fd871e-870b-4fa4-a09b-dbe6ba64fb60,7.88988162891739
944,1,,11.3,11.45,12.71,0.3,20,4,,,,,Dam met duiker,,,,,,D753938,,,,,,,,,Aangeland,Geheel onderhoud,,,8f152d68-f6bb-4cb9-ba24-1b07432d52e4,12.7074510692324
945,1,,5.87,5.9,4.21,0.3,3,4,,2022,,,Dam met duiker,,,,,,D754252,,,,,,,,,Houder vergunning,Geheel onderhoud,,,3fa4e041-9222-4130-837d-d5e13a9bfd53,4.20886670126087
946,99,,-1.46,-1.38,33.5,1,98,,,,,,,,,,,,SZ.230.100-D919,,,2,,,2,,,Onbekend,Gewoon en buitengewoon en constructie,,,08780190-8761-4bb8-8301-8538688d6221,33.4963778794101
947,1,,-1.38,-1.39,10.8,0.8,3,,,,Tolhuislanden,,,,,,,,SZ.230-DK752,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,9134892b-2c82-4f06-9cd8-ac13c8a8c533,10.798134792006
948,1,,-0.91,-0.95,10.5,0.9,3,,,,,,,,,,,,SZ.25.290-DK764,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,e678bdbb-39be-4d4b-9a3e-61156827f892,10.4964872696168
949,1,,-0.44,-0.44,4,0.5,3,,,,,,,,,,,,DV.5.74-PD3,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,51568ea0-890d-4fcb-a33c-f93965d5c3f4,3.99710920453678
950,1,,-0.45,-0.45,5,0.2,20,,,,,,,,,,,,DV.5.74-PD4,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,689b8c67-f1cd-4fd3-85b0-eac01b5fcfb7,4.99783393483139
951,1,,-0.45,-0.45,5,0.5,3,,,,,,,,,,,,DV.5.74-PD5,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,cae02caa-cb0d-454d-b5dc-6975d9af12e4,4.99783393185147
952,1,,-0.46,-0.46,4,0.5,3,,,,,,,,,,,,DV.5.74-PD6,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,3b5758a1-7017-41a9-8729-f7c229a8e3be,3.99788068711504
953,1,,-0.49,-0.49,4.3,0.5,3,,,,,,,,,,,,DV.5.74-PD8,,,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,9a2fc120-a3a9-4537-b936-8baf9e399287,4.26530975506111
