X,Y,BEHEERDER,EIGENAAR,STRAATNAAM,WIJK,BEHEEROBJECTTYPE,TYPE,OBJECTID,PLAATSINGSJAAR,ID_TEKST,IM_GEO_LOKAAL_ID,INHOUD,MODEL,FABRIKANT,BEHEERGEBIED,OBJECTID_1
4.36055267022522,51.9956785973697,BOR,Gemeente Delft,Isaäc da Costalaan,Multatulibuurt,Vaste afvalbakken op straat,Afvalbakken,3934,2023/01/30 00:00:00+00,0861,G0503.032E68F0-A8B6-49CC-E053-2EE22091B28C,50 liter,Capitole Prestige,Bammens,Perceel 2,1
4.36509783149997,51.9908261226499,Derden,Derden,Edisonpad,Bedrijventerrein Schieweg-Noord,Vaste afvalbakken op straat,Afvalbakken,34312,2021/12/07 00:00:00+00,2415,G0503.7F737950-2704-40F2-B49B-71E92C837B1F,50 liter,Capitole Prestige,Bammens,Perceel 2,2
4.365969325077,52.005439157698,Derden,Derden,Maerten Trompstraat,28 Wippolder,Vaste afvalbakken op straat,Afvalbakken,36762,,2445,G0503.032E68F0-A6E0-49CC-E053-2EE22091B28C,50 liter,Capitole Prestige,Bammens,Perceel 1,3
4.33442040164939,52.0077925110629,BOR,Gemeente Delft,Westblok,Hoornse Hof,Vaste afvalbakken op straat,Afvalbakken,2754,,0066,G0503.032E68F0-A91D-49CC-E053-2EE22091B28C,50 liter,Capitole Prestige,Bammens,Perceel 2,4
4.35385937335462,52.0168374346313,BOR,Gemeente Delft,Buitenboogerd,Centrum-Noord,Vaste afvalbakken op straat,Afvalbakken,3037,2021/05/10 00:00:00+00,0673,G0503.20F84C5A-164B-4348-BE4F-9F165EBC66D6,50 liter,Capitole Prestige,Bammens,Perceel 1,5
4.35478499687373,52.0248125783384,BOR,Gemeente Delft,Bankastraat,Indische Buurt-Noord,Vaste afvalbakken op straat,Afvalbakken,3041,,0683,G0503.032E68F0-A937-49CC-E053-2EE22091B28C,50 liter,Capitole Prestige,Bammens,Perceel 1,6
4.35134917490615,52.0173956114428,BOR,Gemeente Delft,Kalverbos,Centrum-Noord,Vaste afvalbakken op straat,Afvalbakken,2985,2021/04/05 00:00:00+00,0537,G0503.032E68F0-A495-49CC-E053-2EE22091B28C,70 liter,Capitole Prestige,Bammens,Perceel 1,7
4.35384456303233,51.9825420292984,BOR,Gemeente Delft,Kartinipad,Aziëbuurt,Vaste afvalbakken op straat,Afvalbakken,2992,,0549,G0503.032E68F0-A49F-49CC-E053-2EE22091B28C,50 liter,Capitole Prestige,Bammens,Perceel 2,8
4.35292252466145,52.0136294849552,BOR,Gemeente Delft,Bagijnhof,Centrum-West,Vaste afvalbakken op straat,Afvalbakken,3008,2006/01/01 00:00:00+00,0597,G0503.032E68F0-A925-49CC-E053-2EE22091B28C,50 liter,Capitole Prestige,Bammens,Perceel 1,9
4.35228626893826,52.0176437106507,BOR,Gemeente Delft,Wateringsevest,Centrum-Noord,Vaste afvalbakken op straat,Afvalbakken,3011,,0601,G0503.032E68F0-A4C6-49CC-E053-2EE22091B28C,50 liter,Capitole Prestige,Bammens,Perceel 1,10
