Gemeente,CBS Gemeentecode,Bouwjaar,BAG Pand nummer,Status Pand,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,G1904,1951,0311100000004354,Pand in gebruik,Irenestraat 23,"POLYGON ((128367.495 465195.367,128366.092 465191.297,128367.776 465190.736,128369.109 465194.805,128367.495 465195.367))"
Stichtse Vecht,G1904,1951,0311100000004399,Pand in gebruik,Julianastraat 17,"POLYGON ((128439.902 465101.291,128437.838 465103.699,128435.574 465101.779,128437.609 465099.371,128439.902 465101.291))"
Stichtse Vecht,G1904,1951,0311100000004363,Pand in gebruik,Irenestraat 8,"POLYGON ((128311.646 465145.13,128312.137 465140.815,128313.892 465140.991,128313.4 465145.306,128311.646 465145.13))"
Stichtse Vecht,G1904,1951,0311100000004465,Pand in gebruik,Julianastraat 47,"POLYGON ((128515.636 465172.231,128517.772 465169.781,128519.77 465171.523,128517.633 465173.973,128515.636 465172.231))"
Stichtse Vecht,G1904,1951,0311100000004452,Pand in gebruik,Julianastraat 19,"POLYGON ((128444.201 465105.132,128442.137 465107.54,128439.873 465105.619,128441.908 465103.212,128444.201 465105.132))"
Stichtse Vecht,G1904,1951,0311100000004370,Pand in gebruik,Irenestraat 26,"POLYGON ((128371.249 465141.622,128369.46 465142.184,128368.092 465138.079,128369.881 465137.518,128371.249 465141.622))"
Stichtse Vecht,G1904,1951,0311100000004373,Pand in gebruik,Irenestraat 24,"POLYGON ((128359.357 465142.499,128357.988 465138.395,128359.778 465137.763,128361.111 465141.903,128359.357 465142.499))"
Stichtse Vecht,G1904,1951,0311100000004360,Pand in gebruik,Irenestraat 2,"POLYGON ((128300.385 465143.938,128298.561 465143.762,128299.087 465139.447,128300.876 465139.623,128300.385 465143.938))"
Stichtse Vecht,G1904,1951,0311100000004391,Pand in gebruik,Julianastraat 1,"POLYGON ((128404.647 465070.337,128402.584 465072.744,128400.32 465070.824,128402.355 465068.416,128404.647 465070.337))"
Stichtse Vecht,G1904,1951,0311100000004371,Pand in gebruik,Irenestraat 28,"POLYGON ((128371.249 465141.622,128369.881 465137.518,128371.67 465136.886,128373.003 465141.026,128371.249 465141.622))"
Stichtse Vecht,G1904,1951,0311100000008777,Pand in gebruik,Kerkweg 39,"POLYGON ((125510.691 462401.571,125511.043 462400.641,125512.989 462395.497,125515.703 462396.556,125518.133 462397.443,125516.859 462400.81,125515.835 462403.517,125510.691 462401.571))"
Stichtse Vecht,G1904,1951,0311100000008778,Pand in gebruik,Kerkweg 41,"POLYGON ((125525.048 462407.687,125527.268 462402.156,125530.834 462403.587,125528.615 462409.118,125525.048 462407.687))"
Stichtse Vecht,G1904,1951,0311100000003887,Pand in gebruik,Julianastraat garage,"POLYGON ((128482.885 465070.985,128488.12 465065.071,128490.397 465067.109,128486.481 465071.483,128485.145 465072.986,128482.885 465070.985))"
Stichtse Vecht,G1904,1951,0311100000006796,Pand in gebruik,Julianastraat 43,"POLYGON ((128511.197 465163.825,128509.133 465166.233,128506.869 465164.312,128508.904 465161.905,128511.197 465163.825))"
Stichtse Vecht,G1904,1951,0311100000004453,Pand in gebruik,Julianastraat 21,"POLYGON ((128455.78 465115.279,128453.717 465117.686,128451.453 465115.766,128453.488 465113.358,128455.78 465115.279))"
Stichtse Vecht,G1904,1951,0311100000004355,Pand in gebruik,Irenestraat 25,"POLYGON ((128378.581 465191.648,128376.897 465192.209,128375.494 465188.105,128377.178 465187.579,128378.581 465191.648))"
Stichtse Vecht,G1904,1951,0311100000004463,Pand in gebruik,Julianastraat 41,"POLYGON ((128506.684 465159.877,128504.62 465162.284,128502.356 465160.364,128504.391 465157.956,128506.684 465159.877))"
Stichtse Vecht,G1904,1951,0311100000004345,Pand in gebruik,Irenestraat 13,"POLYGON ((128328.691 465207.43,128327.135 465207.277,128327.398 465202.979,128329.011 465203.119,128328.691 465207.43))"
Stichtse Vecht,G1904,1951,0311100000004357,Pand in gebruik,Irenestraat 29,"POLYGON ((128389.14 465187.964,128387.457 465188.526,128386.053 465184.421,128387.737 465183.895,128389.14 465187.964))"
Stichtse Vecht,G1904,1951,0311100000004368,Pand in gebruik,Irenestraat 18,"POLYGON ((128348.622 465146.043,128346.833 465146.604,128345.465 465142.499,128347.254 465141.938,128348.622 465146.043))"
Stichtse Vecht,G1904,1951,0311100000004459,Pand in gebruik,Julianastraat 33,"POLYGON ((128482.035 465138.265,128479.971 465140.673,128477.707 465138.753,128479.742 465136.345,128482.035 465138.265))"
Stichtse Vecht,G1904,1951,0311100000004341,Pand in gebruik,Irenestraat 5,"POLYGON ((128303.035 465205.009,128303.463 465200.816,128306.144 465201.069,128305.659 465205.265,128303.035 465205.009))"
Stichtse Vecht,G1904,1951,0333100000019879,Pand in gebruik,,"POLYGON ((136053.829 461175.086,136060.125 461170.688,136069.781 461184.58,136070.895 461183.81,136080.77 461198.086,136073.419 461203.267,136053.829 461175.086))"
Stichtse Vecht,G1904,1951,0311100000004397,Pand in gebruik,Julianastraat 13,"POLYGON ((128431.246 465093.438,128429.182 465095.846,128426.918 465093.925,128428.953 465091.518,128431.246 465093.438))"
Stichtse Vecht,G1904,1951,0311100000004362,Pand in gebruik,Irenestraat 6,"POLYGON ((128311.646 465145.13,128309.822 465144.955,128310.348 465140.64,128312.137 465140.815,128311.646 465145.13))"
Stichtse Vecht,G1904,1951,0311100000004367,Pand in gebruik,Irenestraat 16,"POLYGON ((128334.414 465147.516,128334.905 465143.201,128336.659 465143.376,128336.168 465147.691,128334.414 465147.516))"
Stichtse Vecht,G1904,1951,0333100000015315,Pand in gebruik,,"POLYGON ((131170.053 462052.184,131173.439 462055.862,131169.02 462059.836,131165.693 462056.223,131170.053 462052.184))"
Stichtse Vecht,G1904,1951,0311100000004366,Pand in gebruik,Irenestraat 14,"POLYGON ((128334.414 465147.516,128332.59 465147.341,128333.116 465143.026,128334.905 465143.201,128334.414 465147.516))"
Stichtse Vecht,G1904,1951,0311100000004342,Pand in gebruik,Irenestraat 7,"POLYGON ((128305.659 465205.265,128306.144 465201.069,128306.315 465199.59,128311.335 465200.16,128310.651 465205.807,128305.659 465205.265))"
Stichtse Vecht,G1904,1951,0311100000004343,Pand in gebruik,Irenestraat 9,"POLYGON ((128317.325 465206.308,128315.768 465206.154,128316.031 465201.857,128317.645 465201.997,128317.325 465206.308))"
Stichtse Vecht,G1904,1951,0311100000004344,Pand in gebruik,Irenestraat 11,"POLYGON ((128317.325 465206.308,128317.645 465201.997,128319.066 465202.032,128318.838 465206.417,128317.325 465206.308))"
Stichtse Vecht,G1904,1951,0311100000004365,Pand in gebruik,Irenestraat 12,"POLYGON ((128323.083 465146.323,128323.574 465142.008,128325.328 465142.184,128324.837 465146.499,128323.083 465146.323))"
Stichtse Vecht,G1904,1951,0311100000004394,Pand in gebruik,Julianastraat 7,"POLYGON ((128417.889 465081.916,128415.826 465084.324,128413.561 465082.403,128415.596 465079.996,128417.889 465081.916))"
Stichtse Vecht,G1904,1951,0333100000013354,Pand in gebruik,,"POLYGON ((136043.116 461147.226,136051.617 461140.083,136064.543 461155.468,136055.914 461162.717,136043.116 461147.226))"
Stichtse Vecht,G1904,1951,0311100000004346,Pand in gebruik,Irenestraat 15,"POLYGON ((128328.691 465207.43,128329.011 465203.119,128330.432 465203.155,128330.204 465207.54,128328.691 465207.43))"
Stichtse Vecht,G1904,1951,0311100000002549,Pand in gebruik,Straatweg 25,"POLYGON ((129078.063 463807.384,129080.764 463810.19,129074.905 463815.558,129072.204 463812.751,129078.063 463807.384))"
Stichtse Vecht,G1904,1951,0311100000004359,Pand in gebruik,Irenestraat 33,"POLYGON ((128394.122 465184.105,128396.718 465183.264,128397.665 465186.105,128395.104 465186.982,128394.122 465184.105))"
Stichtse Vecht,G1904,1951,0311100000004458,Pand in gebruik,Julianastraat 31,"POLYGON ((128477.621 465134.425,128475.557 465136.832,128473.293 465134.912,128475.328 465132.504,128477.621 465134.425))"
Stichtse Vecht,G1904,1951,0311100000002548,Pand in gebruik,Straatweg 25,"POLYGON ((129122.756 463772.653,129127.387 463774.057,129125.703 463779.529,129121.002 463778.126,129122.756 463772.653))"
Stichtse Vecht,G1904,1951,0311100000007778,Pand in gebruik,Julianastraat 37,"POLYGON ((128486.022 465152.164,128489.525 465148.189,128491.121 465149.639,128487.602 465153.581,128486.022 465152.164))"
Stichtse Vecht,G1904,1951,0311100000004455,Pand in gebruik,Julianastraat 25,"POLYGON ((128464.322 465122.788,128462.258 465125.196,128459.994 465123.275,128462.029 465120.868,128464.322 465122.788))"
Stichtse Vecht,G1904,1951,0311100000004456,Pand in gebruik,Julianastraat 27,"POLYGON ((128468.85 465126.686,128466.787 465129.094,128464.522 465127.173,128466.557 465124.766,128468.85 465126.686))"
Stichtse Vecht,G1904,1951,0311100000004364,Pand in gebruik,Irenestraat 10,"POLYGON ((128323.083 465146.323,128321.259 465146.148,128321.785 465141.833,128323.574 465142.008,128323.083 465146.323))"
Stichtse Vecht,G1904,1951,1904100000042849,Pand in gebruik,"Binnenweg 16, Loenersloot","POLYGON ((128835.425 470841.597,128837.8 470839.599,128839.509 470841.653,128837.151 470843.621,128835.425 470841.597))"
Stichtse Vecht,G1904,1951,0311100000008779,Pand in gebruik,Kerkweg 43,"POLYGON ((125528.615 462409.118,125530.834 462403.587,125534.401 462405.018,125532.181 462410.549,125528.615 462409.118))"
Stichtse Vecht,G1904,1951,0311100000007777,Pand in gebruik,Irenestraat 17,"POLYGON ((128344.953 465202.499,128344.465 465198.41,128348.828 465197.889,128349.316 465201.978,128344.953 465202.499))"
Stichtse Vecht,G1904,1951,0311100000004392,Pand in gebruik,Julianastraat 3,"POLYGON ((128409.119 465074.235,128407.055 465076.642,128404.791 465074.722,128406.826 465072.314,128409.119 465074.235))"
Stichtse Vecht,G1904,1951,0311100000004348,Pand in gebruik,Irenestraat 9,"POLYGON ((128311.436 465205.435,128311.857 465201.295,128314.874 465201.611,128314.418 465205.715,128311.436 465205.435))"
Stichtse Vecht,G1904,1951,0311100000004396,Pand in gebruik,Julianastraat 11,"POLYGON ((128426.775 465089.655,128424.711 465092.062,128422.447 465090.142,128424.482 465087.734,128426.775 465089.655))"
Stichtse Vecht,G1904,1951,0311100000004358,Pand in gebruik,Irenestraat 31,"POLYGON ((128389.14 465187.964,128387.737 465183.895,128389.421 465183.334,128390.754 465187.403,128389.14 465187.964))"
Stichtse Vecht,G1904,1951,0329100000003110,Pand in gebruik,Binnenweg 16 Loenersloot,"POLYGON ((128837.8 470839.599,128840.225 470837.558,128841.989 470839.584,128839.509 470841.653,128837.8 470839.599))"
Stichtse Vecht,G1904,1951,0311100000004466,Pand in gebruik,Julianastraat 49,"POLYGON ((128517.633 465173.973,128519.77 465171.523,128521.767 465173.265,128519.63 465175.714,128517.633 465173.973))"
Stichtse Vecht,G1904,1951,0311100000004393,Pand in gebruik,Julianastraat 5,"POLYGON ((128413.475 465077.903,128411.412 465080.311,128409.147 465078.391,128411.182 465075.983,128413.475 465077.903))"
Stichtse Vecht,G1904,1951,0333100000018863,Pand in gebruik (niet ingemeten),,"POLYGON ((134948.075 460609.514,134960.194 460599.98,134962.667 460603.124,134978.992 460590.283,134979.944 460591.494,134981.186 460590.517,134976.221 460584.205,134984.081 460578.023,134984.2 460578.174,134989.058 460584.35,135012.853 460617.716,135030.029 460603.879,135190.086 460808.527,135296.482 460949.166,135220.844 461006.387,135220.799 461006.421,135217.225 461001.697,135114.403 460865.782,135060.93 460795.623,135078.233 460783.238,135000 460678.477,134960.662 460625.63,134948.075 460609.514))"
Stichtse Vecht,G1904,1951,0311100000004398,Pand in gebruik,Julianastraat 15,"POLYGON ((128435.66 465097.393,128433.596 465099.801,128431.332 465097.881,128433.367 465095.473,128435.66 465097.393))"
Stichtse Vecht,G1904,1951,0311100000008709,Pand in gebruik,Kerkweg 15,"POLYGON ((125361.772 462348.857,125364.464 462341.614,125368.272 462342.914,125365.579 462350.157,125361.772 462348.857))"
Stichtse Vecht,G1904,1951,0311100000004462,Pand in gebruik,Julianastraat 39,"POLYGON ((128502.5 465155.979,128500.436 465158.386,128498.172 465156.466,128500.207 465154.058,128502.5 465155.979))"
Stichtse Vecht,G1904,1951,0311100000004369,Pand in gebruik,Irenestraat 20,"POLYGON ((128348.622 465146.043,128347.254 465141.938,128349.043 465141.307,128350.376 465145.446,128348.622 465146.043))"
Stichtse Vecht,G1904,1951,0333100000016729,Pand in gebruik,,"POLYGON ((133471.392 461493.248,133475.28 461490.026,133477.23 461492.37,133473.341 461495.592,133471.392 461493.248))"
Stichtse Vecht,G1904,1951,0311100000004457,Pand in gebruik,Julianastraat 29,"POLYGON ((128473.15 465130.584,128471.086 465132.992,128468.822 465131.071,128470.857 465128.664,128473.15 465130.584))"
Stichtse Vecht,G1904,1951,0311100000004372,Pand in gebruik,Irenestraat 22,"POLYGON ((128359.357 465142.499,128360.304 465145.516,128357.813 465146.288,128356.796 465143.201,128357.813 465142.885,128356.465 465138.873,128357.988 465138.395,128359.357 465142.499))"
Stichtse Vecht,G1904,1951,0311100000004356,Pand in gebruik,Irenestraat 27,"POLYGON ((128378.581 465191.648,128377.178 465187.579,128378.862 465187.017,128380.195 465191.087,128378.581 465191.648))"
Stichtse Vecht,G1904,1951,0311100000002891,Pand in gebruik,Julianastraat garage,"POLYGON ((128486.481 465071.483,128490.397 465067.109,128492.141 465068.671,128492.542 465069.03,128488.635 465073.394,128486.481 465071.483))"
Stichtse Vecht,G1904,1951,0311100000004460,Pand in gebruik,Julianastraat 35,"POLYGON ((128486.735 465142.106,128484.672 465144.514,128482.407 465142.593,128484.442 465140.186,128486.735 465142.106))"
Stichtse Vecht,G1904,1951,0333100000013353,Pand in gebruik,,"POLYGON ((136055.161 461163.391,136047.443 461169.749,136034.664 461154.238,136042.383 461147.879,136055.161 461163.391))"
Stichtse Vecht,G1904,1951,0311100000004339,Pand in gebruik,Irenestraat 1,"POLYGON ((128292.57 465204.435,128292.611 465203.824,128292.915 465200.604,128292.992 465199.977,128294.808 465200.153,128294.477 465204.578,128292.57 465204.435))"
Stichtse Vecht,G1904,1951,0311100000004395,Pand in gebruik,Julianastraat 9,"POLYGON ((128422.303 465085.871,128420.24 465088.279,128417.975 465086.359,128420.01 465083.951,128422.303 465085.871))"
Stichtse Vecht,G1904,1951,0311100000004464,Pand in gebruik,Julianastraat 45,"POLYGON ((128515.569 465167.558,128513.506 465169.966,128511.241 465168.045,128513.276 465165.638,128515.569 465167.558))"
Stichtse Vecht,G1904,1951,0311100000004352,Pand in gebruik,Irenestraat 19,"POLYGON ((128356.62 465198.91,128355.217 465194.84,128356.901 465194.279,128358.234 465198.348,128356.62 465198.91))"
Stichtse Vecht,G1904,1951,0333100000016278,Pand in gebruik,,"POLYGON ((131185.495 462068.319,131182.804 462070.683,131180.754 462068.349,131183.439 462065.99,131185.495 462068.319))"
Stichtse Vecht,G1904,1951,0311100000004340,Pand in gebruik,Irenestraat 3,"POLYGON ((128294.477 465204.578,128294.808 465200.153,128296.625 465200.329,128296.297 465204.714,128294.477 465204.578))"
Stichtse Vecht,G1904,1951,0311100000004461,Pand in gebruik,Julianastraat 37,"POLYGON ((128498.086 465151.851,128496.022 465154.259,128493.758 465152.338,128495.793 465149.931,128498.086 465151.851))"
Stichtse Vecht,G1904,1951,0311100000004361,Pand in gebruik,Irenestraat 4,"POLYGON ((128300.385 465143.938,128300.876 465139.623,128302.631 465139.798,128302.139 465144.113,128300.385 465143.938))"
Stichtse Vecht,G1904,1951,0311100000004454,Pand in gebruik,Julianastraat 23,"POLYGON ((128460.022 465119.062,128457.959 465121.469,128455.694 465119.549,128457.729 465117.142,128460.022 465119.062))"
Stichtse Vecht,G1904,1952,1904100000042848,Pand in gebruik,"Binnenweg 12, Loenersloot","POLYGON ((128851.258 470826.157,128853.159 470823.781,128855.418 470825.56,128853.549 470827.957,128851.258 470826.157))"
Stichtse Vecht,G1904,1952,0333100000021077,Pand in gebruik,,"POLYGON ((131108.555 461985.968,131103.976 461990.013,131099.295 461984.713,131103.874 461980.668,131108.555 461985.968))"
Stichtse Vecht,G1904,1952,0333100000013333,Pand in gebruik,Klokjeslaan 1 Maarssen,"POLYGON ((130976.24 461933.822,130980.607 461929.694,130982.53 461931.728,130978.163 461935.857,130976.24 461933.822))"
Stichtse Vecht,G1904,1952,0333100000018439,Pand in gebruik,,"POLYGON ((131050.453 462943.846,131051.423 462945.335,131046.32 462948.658,131045.449 462947.32,131044.683 462946.144,131049.786 462942.821,131050.453 462943.846))"
Stichtse Vecht,G1904,1952,0333100000013861,Pand in gebruik,,"POLYGON ((133300.478 460008.671,133301.713 460006.383,133305.277 460008.306,133304.042 460010.594,133300.478 460008.671))"
Stichtse Vecht,G1904,1952,0329100000002202,Pand in gebruik,Prinses Beatrixweg 4 Loenen aan de Vecht,"POLYGON ((130003.517 469268.276,130005.401 469265.516,130008.586 469267.691,130006.702 469270.451,130003.517 469268.276))"
Stichtse Vecht,G1904,1952,0333100000020161,Pand in gebruik,,"POLYGON ((131223.744 462226.316,131227.309 462230.141,131224.858 462232.425,131221.318 462228.627,131223.744 462226.316))"
Stichtse Vecht,G1904,1952,0311100000002794,Pand in gebruik,De Meent 27,"POLYGON ((131446.621 465215.045,131446.654 465212.544,131446.784 465210.286,131455.04 465210.401,131455.023 465215.116,131446.621 465215.045))"
Stichtse Vecht,G1904,1952,0333100000008860,Pand in gebruik,,"POLYGON ((131130.977 462026.265,131133.212 462024.248,131137.673 462020.249,131140.184 462023.207,131133.519 462029.059,131130.977 462026.265))"
Stichtse Vecht,G1904,1952,0329100000003101,Pand in gebruik,Binnenweg 12 Loenersloot,"POLYGON ((128853.159 470823.781,128855.149 470821.292,128857.367 470823.06,128855.418 470825.56,128853.159 470823.781))"
Stichtse Vecht,G1904,1952,0311100000002793,Pand in gebruik,De Meent 27,"POLYGON ((131435.366 465225.335,131436.083 465217.712,131440.441 465218.037,131439.708 465225.763,131435.366 465225.335))"
Stichtse Vecht,G1904,1952,0311100000008746,Pand in gebruik,Oukoop 29,"POLYGON ((126894.853 468695.904,126896.091 468686.586,126911.971 468688.696,126910.733 468698.014,126894.853 468695.904))"
Stichtse Vecht,G1904,1952,0311100000007345,Pand in gebruik,Zandpad 61,"POLYGON ((129227.781 464339.947,129228.131 464334.912,129228.659 464334.953,129228.899 464333.224,129234.958 464333.756,129234.778 464335.941,129236.787 464336.148,129236.443 464339.158,129234.335 464338.888,129234.201 464340.656,129227.781 464339.947))"
Stichtse Vecht,G1904,1952,0333100000011252,Pand in gebruik,,"POLYGON ((131146.463 462043.196,131144.107 462040.612,131146.346 462038.57,131146.494 462038.733,131149.006 462036.442,131151.24 462038.892,131146.463 462043.196))"
Stichtse Vecht,G1904,1952,0329100000003809,Pand in gebruik,Spoorlaan 2 Vreeland,"POLYGON ((130728.886 471312.649,130731.784 471312.397,130732.207 471312.366,130737.67 471311.968,130738.115 471318.034,130737.207 471318.1,130737.495 471322.781,130729.639 471323.264,130729.357 471318.673,130729.257 471318.679,130728.886 471312.649))"
Stichtse Vecht,G1904,1952,0333100000018095,Pand in gebruik,,"POLYGON ((133935.667 462448.639,133928.884 462441.622,133931.074 462439.505,133937.857 462446.521,133935.667 462448.639))"
Stichtse Vecht,G1904,1952,0333100000008176,Pand in gebruik,,"POLYGON ((131298.377 461236.985,131298.29 461233.931,131300.51 461233.869,131300.596 461236.928,131298.377 461236.985))"
Stichtse Vecht,G1904,1952,0333100000008175,Pand in gebruik,,"POLYGON ((131300.596 461236.928,131300.689 461240.206,131298.47 461240.269,131298.377 461236.985,131300.596 461236.928))"
Stichtse Vecht,G1904,1952,0311100000003505,Pand in gebruik,Wilhelminastraat 41,"POLYGON ((128235.291 465009.874,128235.659 465006.564,128238.707 465006.879,128238.339 465010.268,128235.291 465009.874))"
Stichtse Vecht,G1904,1952,0333100000008863,Pand in gebruik,,"POLYGON ((131115.638 462009.405,131113.29 462006.825,131115.516 462004.799,131117.845 462007.359,131115.638 462009.405))"
Stichtse Vecht,G1904,1952,0311100000003344,Pand in gebruik,Mecklenburgstraat 15,"POLYGON ((128535.488 465201.971,128536.19 465204.479,128532.78 465205.532,128532.027 465202.974,128535.488 465201.971))"
Stichtse Vecht,G1904,1952,0333100000018116,Pand in gebruik,,"POLYGON ((131093.315 462944.22,131095.169 462939.5,131102.698 462942.419,131104.162 462938.657,131108.85 462940.483,131105.503 462949.006,131093.315 462944.22))"
Stichtse Vecht,G1904,1953,0333100000020721,Pand in gebruik,,"POLYGON ((131297.738 461829.941,131299.276 461831.663,131296.892 461833.793,131295.355 461832.071,131297.738 461829.941))"
Stichtse Vecht,G1904,1953,0333100000018909,Pand in gebruik,,"POLYGON ((134143.545 462362.928,134136.563 462358.947,134139.623 462353.729,134146.553 462357.792,134143.545 462362.928))"
Stichtse Vecht,G1904,1953,0329100000005161,Pand in gebruik,Klompweg 74 A Nigtevecht,"POLYGON ((131963.333 477235.497,131974.202 477225.348,131981.587 477232.673,131977.758 477236.523,131977.848 477236.612,131977.787 477236.671,131974.691 477239.687,131973.903 477240.454,131972.501 477241.82,131970.689 477243.585,131970.302 477243.188,131969.59 477242.458,131964.123 477237.318,131964.635 477236.774,131963.657 477235.815,131963.333 477235.497))"
Stichtse Vecht,G1904,1953,0333100000020710,Pand in gebruik,,"POLYGON ((131278.444 461813.125,131280.815 461811.006,131282.353 461812.727,131279.981 461814.847,131278.444 461813.125))"
Stichtse Vecht,G1904,1953,0333100000020707,Pand in gebruik,,"POLYGON ((131275.369 461809.68,131277.738 461807.563,131279.276 461809.284,131276.907 461811.403,131275.369 461809.68))"
Stichtse Vecht,G1904,1953,0329100000001309,Pand in gebruik,Koningin Julianaweg 23 Loenen aan de Vecht,"POLYGON ((130083.299 469247.863,130081.652 469250.234,130079.453 469248.705,130081.1 469246.336,130083.299 469247.863))"
Stichtse Vecht,G1904,1953,0333100000019071,Pand in gebruik,,"POLYGON ((133647.509 464815.946,133641.585 464813.745,133642.727 464810.64,133648.658 464812.822,133647.509 464815.946))"
Stichtse Vecht,G1904,1953,0311100000008670,Pand in gebruik,Oukoop 23 a,"POLYGON ((127115.91 469173.284,127117.595 469164.922,127122.849 469165.981,127121.164 469174.343,127117.116 469173.527,127115.91 469173.284))"
Stichtse Vecht,G1904,1953,0329100000001302,Pand in gebruik,Koningin Julianaweg 19 Loenen aan de Vecht,"POLYGON ((130089.54 469238.895,130087.703 469241.541,130086.086 469240.512,130087.85 469237.94,130089.54 469238.895))"
Stichtse Vecht,G1904,1953,0333100000017020,Pand in gebruik,,"POLYGON ((134316.88 463946.996,134318.29 463944.28,134325.417 463947.379,134324.171 463950.238,134316.88 463946.996))"
Stichtse Vecht,G1904,1953,0329100000001298,Pand in gebruik,Koningin Julianaweg 17 Loenen aan de Vecht,"POLYGON ((130093.288 469233.457,130091.451 469236.103,130089.834 469235.074,130091.598 469232.501,130093.288 469233.457))"
Stichtse Vecht,G1904,1953,0329100000001306,Pand in gebruik,Koningin Julianaweg 21 Loenen aan de Vecht,"POLYGON ((130083.299 469247.863,130081.1 469246.336,130082.874 469243.784,130085.073 469245.313,130083.299 469247.863))"
Stichtse Vecht,G1904,1953,0333100000020718,Pand in gebruik,,"POLYGON ((131293.123 461824.777,131294.661 461826.498,131292.28 461828.626,131290.743 461826.904,131293.123 461824.777))"
Stichtse Vecht,G1904,1953,0329100000001313,Pand in gebruik,Koningin Julianaweg 25 Loenen aan de Vecht,"POLYGON ((130072.783 469262.635,130071.093 469261.679,130072.71 469259.107,130074.4 469260.136,130072.783 469262.635))"
Stichtse Vecht,G1904,1953,0333100000020713,Pand in gebruik,,"POLYGON ((131283.056 461818.292,131285.43 461816.17,131286.968 461817.891,131284.593 461820.014,131283.056 461818.292))"
Stichtse Vecht,G1904,1953,0333100000020712,Pand in gebruik,,"POLYGON ((131283.892 461814.449,131285.43 461816.17,131283.056 461818.292,131281.519 461816.57,131283.892 461814.449))"
Stichtse Vecht,G1904,1953,0329100000001290,Pand in gebruik,Koningin Julianaweg 13 Loenen aan de Vecht,"POLYGON ((130098.868 469220.607,130100.699 469218.048,130102.834 469219.576,130100.939 469222.224,130099.016 469220.722,130098.868 469220.607))"
Stichtse Vecht,G1904,1953,0333100000020714,Pand in gebruik,,"POLYGON ((131284.593 461820.014,131286.968 461817.891,131288.507 461819.613,131286.131 461821.737,131284.593 461820.014))"
Stichtse Vecht,G1904,1953,0333100000000798,Pand in gebruik,,"POLYGON ((131357.497 461843.518,131354.528 461846.154,131352.221 461843.508,131355.166 461840.893,131357.497 461843.518))"
Stichtse Vecht,G1904,1953,0329100000001057,Pand in gebruik,Koningin Julianaweg 29 Loenen aan de Vecht,"POLYGON ((130067.565 469269.911,130065.727 469272.556,130064.111 469271.527,130065.874 469268.955,130067.565 469269.911))"
Stichtse Vecht,G1904,1953,0333100000018322,Pand in gebruik,,"POLYGON ((131081.326 461098.884,131086.454 461094.134,131088.934 461096.813,131083.806 461101.563,131081.326 461098.884))"
Stichtse Vecht,G1904,1953,0333100000002593,Pand in gebruik,,"POLYGON ((131233.315 461770.141,131231.73 461768.36,131234.106 461766.246,131235.691 461768.028,131233.315 461770.141))"
Stichtse Vecht,G1904,1953,0333100000020336,Pand in gebruik,,"POLYGON ((131241.172 461774.187,131238.796 461776.301,131237.188 461774.493,131239.563 461772.379,131241.172 461774.187))"
Stichtse Vecht,G1904,1953,0329100000002296,Pand in gebruik,Slootdijk 5 Loenen aan de Vecht,"POLYGON ((129133.173 470263.936,129136.343 470257.317,129138.663 470252.474,129146.705 470256.326,129141.214 470267.788,129133.173 470263.936))"
Stichtse Vecht,G1904,1953,0329100000004251,Pand in gebruik,Nigtevechtseweg 196 Vreeland,"POLYGON ((131375.712 474131.71,131366.287 474124.679,131370.294 474119.264,131379.766 474126.273,131375.712 474131.71))"
Stichtse Vecht,G1904,1953,0333100000020715,Pand in gebruik,,"POLYGON ((131286.131 461821.737,131288.507 461819.613,131290.045 461821.334,131287.668 461823.459,131286.131 461821.737))"
Stichtse Vecht,G1904,1953,0333100000020439,Pand in gebruik,,"POLYGON ((131372.523 461420.058,131372.643 461416.632,131378.22 461417.143,131378.111 461420.254,131372.523 461420.058))"
Stichtse Vecht,G1904,1953,0333100000020717,Pand in gebruik,,"POLYGON ((131289.206 461825.182,131291.584 461823.056,131293.123 461824.777,131290.743 461826.904,131289.206 461825.182))"
Stichtse Vecht,G1904,1953,0333100000020709,Pand in gebruik,,"POLYGON ((131276.907 461811.403,131279.276 461809.284,131280.815 461811.006,131278.444 461813.125,131276.907 461811.403))"
Stichtse Vecht,G1904,1953,0311100000008403,Pand in gebruik,Wagendijk 60 a,"POLYGON ((124626.791 462487.14,124621.884 462483.467,124628.993 462474.253,124633.777 462477.578,124626.791 462487.14))"
Stichtse Vecht,G1904,1953,0333100000000804,Pand in gebruik,,"POLYGON ((131368.976 461833.324,131366.185 461835.803,131363.878 461833.157,131366.646 461830.7,131368.976 461833.324))"
Stichtse Vecht,G1904,1953,0333100000020719,Pand in gebruik,,"POLYGON ((131292.28 461828.626,131294.661 461826.498,131296.199 461828.22,131293.818 461830.349,131292.28 461828.626))"
Stichtse Vecht,G1904,1953,0333100000018974,Pand in gebruik,,"POLYGON ((133011.592 460813.402,133005.403 460805.855,133008.042 460803.691,133014.331 460811.066,133011.592 460813.402))"
Stichtse Vecht,G1904,1953,0333100000020722,Pand in gebruik,,"POLYGON ((131299.276 461831.663,131300.815 461833.384,131298.43 461835.516,131296.892 461833.793,131299.276 461831.663))"
Stichtse Vecht,G1904,1953,0329100000001061,Pand in gebruik,Koningin Julianaweg 31 Loenen aan de Vecht,"POLYGON ((130062.714 469277.187,130061.024 469276.231,130062.641 469273.659,130064.331 469274.688,130062.714 469277.187))"
