FID,oid_,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
trend_2008_100.1,0,402180,4,2180,202,262.7,60.7,-3.585,>2018,- - - - - -,3,1117,,,"POLYGON ((158718.4840000011 606386.870000001, 158799.12900000066 606037.5590000004, 158604.25499999896 605992.568, 158523.6099999994 606341.879999999, 158718.4840000011 606386.870000001))"
trend_2008_100.2,0,402200,4,2200,190,270.1,80.1,-5.858,>2018,- - - - - -,3,1571.6,,,"POLYGON ((158913.4840000011 606429.870000001, 159045.26000000164 605859.0839999989, 158850.38599999994 605814.0940000005, 158718.6099999994 606384.879999999, 158913.4840000011 606429.870000001))"
trend_2008_100.3,0,402220,4,2220,176,302.9,126.9,-4.104,>2018,- - - - - -,3,1220.8,,,"POLYGON ((159108.4840000011 606473.870000001, 159200.8040000014 606073.9890000001, 159005.9299999997 606028.9990000017, 158913.6099999994 606428.879999999, 159108.4840000011 606473.870000001))"
trend_2008_100.4,0,402240,4,2240,170,320.1,150.1,-6.454,>2018,- - - - - -,3,1690.8,,,"POLYGON ((159303.4840000011 606516.870000001, 159448.66699999943 605888.0119999982, 159253.79300000146 605843.0210000016, 159108.6099999994 606471.879999999, 159303.4840000011 606516.870000001))"
trend_2008_100.5,0,402260,4,2260,160,338,178,-7.247,>2018,- - - - - -,3,1849.4,,,"POLYGON ((159499.4840000011 606560.870000001, 159662.50600000098 605854.743999999, 159467.63199999928 605809.7540000007, 159304.6099999994 606515.879999999, 159499.4840000011 606560.870000001))"
trend_2008_100.6,0,402280,4,2280,165,356.6,191.6,-6.795,>2018,- - - - - -,3,1759,,,"POLYGON ((159694.4840000011 606604.870000001, 159847.33799999952 605942.7859999985, 159652.46400000155 605897.7950000018, 159499.6099999994 606559.879999999, 159694.4840000011 606604.870000001))"
trend_2008_100.7,0,402300,4,2300,170,358.8,188.8,-9.148,>2018,- - - - - -,3,2229.6,,,"POLYGON ((159889.4840000011 606647.870000001, 160095.26900000125 605756.5159999989, 159900.39499999955 605711.5260000005, 159694.6099999994 606602.879999999, 159889.4840000011 606647.870000001))"
trend_2008_100.8,0,402320,4,2320,175,381.5,206.5,-8.409,>2018,- - - - - -,3,2081.8,,,"POLYGON ((160084.4840000011 606691.870000001, 160273.64499999955 605872.5219999999, 160078.77100000158 605827.5320000015, 159889.6099999994 606646.879999999, 160084.4840000011 606691.870000001))"
trend_2008_100.9,0,402340,4,2340,165,396.1,231.1,-10.765,>2018,- - - - - -,3,2553,,,"POLYGON ((160279.4840000011 606734.870000001, 160521.64400000125 605685.9609999992, 160326.76999999955 605640.9699999988, 160084.6099999994 606689.879999999, 160279.4840000011 606734.870000001))"
trend_2008_100.10,0,402360,4,2360,166,420.1,254.1,-9.145,>2018,- - - - - -,3,2229,,,"POLYGON ((160474.4840000011 606778.870000001, 160680.20199999958 605887.8090000004, 160485.3280000016 605842.8189999983, 160279.6099999994 606733.879999999, 160474.4840000011 606778.870000001))"
