FID,omschrijving,structuurtype,geometrie
O10002_GBI_Groenstructuur.1170,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177066.423 502772.06, 177067.291 502772.1, 177068.152 502772.219, 177068.999 502772.416, 177069.824 502772.69, 177070.621 502773.038, 177071.383 502773.458, 177072.103 502773.945, 177072.775 502774.496, 177073.394 502775.107, 177073.955 502775.771, 177074.453 502776.484, 177074.883 502777.239, 177075.243 502778.031, 177075.528 502778.852, 177075.738 502779.696, 177075.869 502780.555, 177075.922 502781.423, 177075.897 502782.259, 177075.799 502783.09, 177075.628 502783.908, 177075.385 502784.709, 177075.074 502785.485, 177074.695 502786.231, 177074.252 502786.94, 177073.749 502787.608, 177073.188 502788.229, 177072.575 502788.798, 177071.915 502789.311, 177071.212 502789.764, 177070.472 502790.154, 177069.7 502790.476, 177068.903 502790.73, 177068.087 502790.913, 177067.258 502791.023, 177066.423 502791.06, 177065.589 502791.023, 177064.762 502790.914, 177063.948 502790.732, 177063.153 502790.479, 177062.383 502790.158, 177061.644 502789.771, 177060.943 502789.32, 177060.283 502788.809, 177059.671 502788.243, 177059.11 502787.624, 177058.607 502786.96, 177058.163 502786.253, 177057.783 502785.51, 177057.47 502784.737, 177057.226 502783.94, 177057.052 502783.124, 177056.949 502782.262, 177056.924 502781.395, 177056.979 502780.529, 177057.112 502779.671, 177057.324 502778.83, 177057.611 502778.011, 177057.971 502777.221, 177058.402 502776.468, 177058.9 502775.758, 177059.461 502775.095, 177060.08 502774.487, 177060.752 502773.938, 177061.471 502773.452, 177062.232 502773.034, 177063.027 502772.688, 177063.851 502772.415, 177064.696 502772.218, 177065.556 502772.1, 177066.423 502772.06)))"
O10002_GBI_Groenstructuur.1171,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176959.531 503168.171, 176959.428 503167.31, 176959.403 503166.442, 176959.458 503165.576, 176959.591 503164.719, 176959.803 503163.877, 176960.09 503163.058, 176960.45 503162.269, 176960.881 503161.516, 176961.379 503160.805, 176961.94 503160.143, 176962.559 503159.535, 176963.231 503158.986, 176963.95 503158.5, 176964.711 503158.082, 176965.506 503157.735, 176966.33 503157.462, 176967.175 503157.266, 176968.035 503157.147, 176968.902 503157.108, 176969.77 503157.148, 176970.631 503157.267, 176971.478 503157.464, 176972.303 503157.738, 176973.1 503158.086, 176973.862 503158.505, 176974.582 503158.993, 176975.254 503159.544, 176975.873 503160.154, 176976.434 503160.819, 176976.932 503161.532, 176977.362 503162.287, 176977.722 503163.079, 176978.007 503163.9, 176978.217 503164.744, 176978.348 503165.603, 176978.401 503166.471, 176978.376 503167.307, 176978.278 503168.138, 176978.107 503168.956, 176977.864 503169.757, 176977.553 503170.533, 176977.174 503171.279, 176976.731 503171.988, 176976.228 503172.656, 176975.667 503173.277, 176975.054 503173.846, 176974.394 503174.359, 176973.691 503174.812, 176972.951 503175.201, 176972.179 503175.524, 176971.382 503175.778, 176970.566 503175.961, 176969.737 503176.071, 176968.902 503176.108, 176968.068 503176.071, 176967.241 503175.961, 176966.427 503175.78, 176965.632 503175.527, 176964.862 503175.206, 176964.123 503174.818, 176963.422 503174.368, 176962.762 503173.857, 176962.15 503173.29, 176961.589 503172.672, 176961.086 503172.007, 176960.642 503171.301, 176960.262 503170.558, 176959.949 503169.785, 176959.705 503168.987, 176959.531 503168.171)))"
O10002_GBI_Groenstructuur.1343,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176747.159 503706.422, 176767.406 503704.307, 176768.067 503712.05, 176754.056 503713.458, 176752.05 503713.101, 176751.112 503712.672, 176750.501 503712.276, 176749.734 503711.602, 176748.812 503710.346, 176748.193 503708.669, 176747.842 503707.752, 176747.279 503707.381, 176747.159 503706.422)))"
O10002_GBI_Groenstructuur.1344,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176770.192 503704.064, 176794.499 503701.502, 176795.267 503709.316, 176770.994 503711.756, 176770.192 503704.064)))"
O10002_GBI_Groenstructuur.1172,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177053.315 503159.526, 177053.29 503160.362, 177053.192 503161.192, 177053.021 503162.011, 177052.779 503162.812, 177052.467 503163.588, 177052.088 503164.333, 177051.645 503165.043, 177051.142 503165.711, 177050.581 503166.332, 177049.969 503166.901, 177049.308 503167.414, 177048.605 503167.867, 177047.865 503168.256, 177047.093 503168.579, 177046.297 503168.833, 177045.48 503169.015, 177044.651 503169.126, 177043.816 503169.162, 177042.982 503169.126, 177042.155 503169.016, 177041.341 503168.835, 177040.546 503168.582, 177039.776 503168.261, 177039.038 503167.873, 177038.336 503167.423, 177037.676 503166.912, 177037.064 503166.345, 177036.504 503165.727, 177036 503165.062, 177035.556 503164.356, 177035.176 503163.613, 177034.863 503162.84, 177034.619 503162.042, 177034.445 503161.226, 177034.342 503160.365, 177034.317 503159.497, 177034.372 503158.631, 177034.505 503157.774, 177034.717 503156.932, 177035.004 503156.113, 177035.364 503155.324, 177035.796 503154.571, 177036.294 503153.86, 177036.854 503153.198, 177037.473 503152.59, 177038.145 503152.041, 177038.864 503151.555, 177039.625 503151.137, 177040.42 503150.79, 177041.244 503150.517, 177042.089 503150.321, 177042.949 503150.202, 177043.816 503150.163, 177044.684 503150.202, 177045.546 503150.321, 177046.392 503150.519, 177047.218 503150.793, 177048.014 503151.141, 177048.776 503151.56, 177049.496 503152.048, 177050.168 503152.599, 177050.787 503153.209, 177051.348 503153.874, 177051.846 503154.587, 177052.276 503155.342, 177052.636 503156.134, 177052.922 503156.955, 177053.131 503157.799, 177053.262 503158.658, 177053.315 503159.526)))"
O10002_GBI_Groenstructuur.1173,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176880.175 505595.248, 176860.401 505599.577, 176858.845 505592.723, 176860.48 505590.006, 176876.243 505586.444, 176878.619 505588.38, 176880.175 505595.248)))"
O10002_GBI_Groenstructuur.1174,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176728.081 505038.866, 176727.248 505038.829, 176726.421 505038.719, 176725.607 505038.538, 176724.812 505038.285, 176724.042 505037.964, 176723.303 505037.576, 176722.601 505037.126, 176721.941 505036.615, 176721.329 505036.048, 176720.769 505035.43, 176720.265 505034.765, 176719.821 505034.059, 176719.442 505033.316, 176719.128 505032.543, 176718.884 505031.745, 176718.711 505030.929, 176718.607 505030.068, 176718.583 505029.2, 176718.637 505028.334, 176718.771 505027.477, 176718.982 505026.635, 176719.269 505025.816, 176719.63 505025.027, 176720.061 505024.274, 176720.559 505023.563, 176721.12 505022.901, 176721.739 505022.293, 176722.411 505021.744, 176723.13 505021.258, 176723.89 505020.84, 176724.686 505020.493, 176725.509 505020.22, 176726.355 505020.024, 176727.214 505019.905, 176728.081 505019.866, 176728.95 505019.906, 176729.811 505020.025, 176730.106 505020.093, 176730.658 505020.222, 176731.483 505020.496, 176732.28 505020.844, 176733.041 505021.263, 176733.761 505021.751, 176734.434 505022.302, 176735.053 505022.912, 176735.614 505023.577, 176736.111 505024.29, 176736.542 505025.045, 176736.781 505025.573, 176736.901 505025.837, 176737.187 505026.658, 176737.396 505027.502, 176737.528 505028.361, 176737.58 505029.229, 176737.555 505030.065, 176737.457 505030.896, 176737.286 505031.714, 176737.044 505032.515, 176736.732 505033.291, 176736.353 505034.037, 176735.911 505034.746, 176735.407 505035.414, 176734.847 505036.035, 176734.234 505036.604, 176733.573 505037.117, 176732.87 505037.57, 176732.13 505037.959, 176731.359 505038.282, 176730.562 505038.536, 176729.746 505038.719, 176728.917 505038.829, 176728.081 505038.866)))"
O10002_GBI_Groenstructuur.1175,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176696.397 504946.455, 176695.564 504946.418, 176694.737 504946.309, 176693.923 504946.127, 176693.128 504945.874, 176692.358 504945.553, 176691.619 504945.166, 176690.917 504944.715, 176690.258 504944.204, 176689.645 504943.638, 176689.085 504943.02, 176688.581 504942.355, 176688.138 504941.648, 176687.758 504940.905, 176687.445 504940.132, 176687.2 504939.335, 176687.027 504938.519, 176686.924 504937.657, 176686.899 504936.79, 176686.954 504935.924, 176687.087 504935.066, 176687.298 504934.225, 176687.585 504933.406, 176687.946 504932.616, 176688.377 504931.863, 176688.875 504931.153, 176689.436 504930.49, 176690.055 504929.882, 176690.727 504929.333, 176691.446 504928.847, 176692.207 504928.429, 176693.002 504928.083, 176693.826 504927.81, 176694.671 504927.613, 176695.531 504927.495, 176696.397 504927.455, 176697.266 504927.495, 176698.127 504927.614, 176698.974 504927.811, 176699.799 504928.085, 176700.596 504928.433, 176701.357 504928.853, 176702.077 504929.34, 176702.75 504929.891, 176703.369 504930.502, 176703.93 504931.166, 176704.428 504931.879, 176704.858 504932.634, 176705.218 504933.426, 176705.503 504934.247, 176705.713 504935.091, 176705.844 504935.95, 176705.896 504936.818, 176705.872 504937.654, 176705.773 504938.485, 176705.602 504939.304, 176705.36 504940.104, 176705.049 504940.88, 176704.67 504941.626, 176704.227 504942.335, 176703.723 504943.003, 176703.163 504943.624, 176702.55 504944.193, 176701.89 504944.706, 176701.187 504945.159, 176700.447 504945.549, 176699.675 504945.871, 176698.878 504946.125, 176698.062 504946.308, 176697.233 504946.418, 176696.397 504946.455)))"
O10002_GBI_Groenstructuur.1176,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176631.769 504688.015, 176632.638 504688.055, 176633.499 504688.174, 176634.346 504688.371, 176635.171 504688.645, 176635.968 504688.993, 176636.729 504689.412, 176637.449 504689.9, 176638.121 504690.451, 176638.741 504691.061, 176639.301 504691.726, 176639.799 504692.439, 176640.23 504693.194, 176640.589 504693.986, 176640.875 504694.807, 176641.084 504695.651, 176641.216 504696.51, 176641.268 504697.378, 176641.243 504698.214, 176641.145 504699.045, 176640.974 504699.863, 176640.732 504700.664, 176640.42 504701.44, 176640.041 504702.186, 176639.599 504702.895, 176639.095 504703.563, 176638.535 504704.184, 176637.922 504704.753, 176637.261 504705.266, 176636.558 504705.719, 176635.818 504706.108, 176635.047 504706.431, 176634.25 504706.685, 176633.434 504706.868, 176632.605 504706.978, 176631.769 504707.015, 176630.936 504706.978, 176630.109 504706.868, 176629.295 504706.687, 176628.499 504706.434, 176627.73 504706.113, 176626.991 504705.726, 176626.289 504705.275, 176625.629 504704.764, 176625.017 504704.197, 176624.457 504703.579, 176623.953 504702.915, 176623.509 504702.208, 176623.13 504701.465, 176622.816 504700.692, 176622.572 504699.895, 176622.399 504699.079, 176622.295 504698.217, 176622.271 504697.35, 176622.325 504696.484, 176622.459 504695.626, 176622.67 504694.784, 176622.957 504693.965, 176623.318 504693.176, 176623.749 504692.423, 176624.247 504691.713, 176624.808 504691.05, 176625.427 504690.442, 176626.099 504689.893, 176626.818 504689.407, 176627.578 504688.989, 176628.374 504688.642, 176629.197 504688.37, 176630.043 504688.173, 176630.902 504688.054, 176631.769 504688.015)))"
O10002_GBI_Groenstructuur.1177,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((178296.617 503817.804, 178296.514 503816.942, 178296.489 503816.075, 178296.544 503815.209, 178296.677 503814.351, 178296.888 503813.509, 178297.176 503812.691, 178297.536 503811.901, 178297.967 503811.148, 178298.465 503810.438, 178299.026 503809.775, 178299.645 503809.167, 178300.317 503808.618, 178301.036 503808.132, 178301.797 503807.714, 178302.592 503807.367, 178303.416 503807.095, 178304.261 503806.898, 178305.121 503806.78, 178305.987 503806.74, 178306.856 503806.78, 178307.717 503806.899, 178308.564 503807.096, 178309.389 503807.37, 178310.186 503807.718, 178310.947 503808.138, 178311.667 503808.625, 178312.34 503809.176, 178312.959 503809.787, 178313.52 503810.451, 178314.018 503811.164, 178314.448 503811.919, 178314.808 503812.711, 178315.093 503813.532, 178315.303 503814.376, 178315.434 503815.235, 178315.486 503816.103, 178315.462 503816.939, 178315.363 503817.77, 178315.192 503818.588, 178314.95 503819.389, 178314.639 503820.165, 178314.26 503820.911, 178313.817 503821.62, 178313.313 503822.288, 178312.753 503822.909, 178312.14 503823.478, 178311.48 503823.991, 178310.777 503824.444, 178310.037 503824.834, 178309.265 503825.156, 178308.468 503825.41, 178307.652 503825.593, 178306.823 503825.703, 178305.987 503825.74, 178305.154 503825.703, 178304.327 503825.593, 178303.513 503825.412, 178302.718 503825.159, 178301.948 503824.838, 178301.209 503824.451, 178300.507 503824, 178299.848 503823.489, 178299.235 503822.923, 178298.675 503822.304, 178298.171 503821.64, 178297.728 503820.933, 178297.348 503820.19, 178297.035 503819.417, 178296.79 503818.62, 178296.617 503817.804)))"
O10002_GBI_Groenstructuur.1178,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176709.985 503003.01, 176709.881 503002.148, 176709.857 503001.281, 176709.911 503000.415, 176710.045 502999.557, 176710.256 502998.715, 176710.543 502997.897, 176710.904 502997.107, 176711.335 502996.354, 176711.833 502995.644, 176712.394 502994.981, 176713.013 502994.373, 176713.685 502993.824, 176714.404 502993.338, 176715.164 502992.92, 176715.96 502992.573, 176716.784 502992.301, 176717.629 502992.104, 176718.488 502991.985, 176719.355 502991.946, 176720.224 502991.986, 176721.085 502992.105, 176721.932 502992.302, 176722.757 502992.576, 176723.554 502992.924, 176724.315 502993.343, 176725.035 502993.831, 176725.708 502994.382, 176726.327 502994.992, 176726.888 502995.657, 176727.385 502996.37, 176727.816 502997.125, 176728.175 502997.917, 176728.461 502998.738, 176728.67 502999.582, 176728.802 503000.441, 176728.854 503001.309, 176728.829 503002.145, 176728.731 503002.976, 176728.56 503003.794, 176728.318 503004.595, 176728.006 503005.371, 176727.628 503006.117, 176727.185 503006.826, 176726.681 503007.494, 176726.121 503008.115, 176725.508 503008.684, 176724.848 503009.197, 176724.145 503009.65, 176723.404 503010.039, 176722.633 503010.362, 176721.836 503010.616, 176721.02 503010.799, 176720.191 503010.909, 176719.355 503010.946, 176718.522 503010.909, 176717.695 503010.799, 176716.881 503010.618, 176716.086 503010.365, 176715.316 503010.044, 176714.577 503009.657, 176713.875 503009.206, 176713.216 503008.695, 176712.603 503008.128, 176712.043 503007.51, 176711.539 503006.846, 176711.096 503006.139, 176710.716 503005.396, 176710.402 503004.623, 176710.158 503003.826, 176709.985 503003.01)))"
O10002_GBI_Groenstructuur.1345,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176797.399 503701.284, 176819.756 503699.027, 176820.611 503706.768, 176798.144 503709.026, 176797.399 503701.284)))"
O10002_GBI_Groenstructuur.1179,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176886.151 502939.301, 176885.989 502939.836, 176885.677 502940.612, 176885.299 502941.358, 176884.856 502942.067, 176884.352 502942.735, 176883.792 502943.356, 176883.179 502943.925, 176882.519 502944.438, 176881.816 502944.891, 176881.076 502945.281, 176880.304 502945.603, 176879.507 502945.857, 176878.691 502946.04, 176877.862 502946.15, 176877.026 502946.187, 176876.193 502946.15, 176875.366 502946.041, 176874.552 502945.859, 176873.757 502945.606, 176872.987 502945.285, 176872.381 502944.967, 176872.248 502944.898, 176871.546 502944.447, 176870.887 502943.936, 176870.274 502943.37, 176869.714 502942.752, 176869.21 502942.087, 176868.767 502941.38, 176868.387 502940.638, 176868.074 502939.864, 176867.829 502939.067, 176867.656 502938.251, 176867.552 502937.389, 176867.528 502936.522, 176867.583 502935.656, 176867.716 502934.798, 176867.927 502933.957, 176868.214 502933.138, 176868.575 502932.348, 176869.006 502931.595, 176869.504 502930.885, 176870.065 502930.223, 176870.684 502929.614, 176871.356 502929.065, 176872.075 502928.579, 176872.835 502928.161, 176873.631 502927.815, 176874.455 502927.542, 176875.3 502927.345, 176876.16 502927.227, 176877.026 502927.187, 176877.895 502927.227, 176878.756 502927.346, 176879.603 502927.543, 176880.428 502927.817, 176881.225 502928.165, 176881.986 502928.585, 176882.706 502929.072, 176883.379 502929.623, 176883.998 502930.234, 176884.559 502930.898, 176885.056 502931.611, 176885.487 502932.366, 176885.846 502933.158, 176886.132 502933.979, 176886.342 502934.823, 176886.473 502935.682, 176886.525 502936.55, 176886.5 502937.386, 176886.402 502938.217, 176886.231 502939.036, 176886.151 502939.301)))"
O10002_GBI_Groenstructuur.1180,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176303.357 505139.488, 176303.81 505138.829, 176304.317 505138.209, 176304.875 505137.635, 176305.478 505137.11, 176306.124 505136.637, 176306.807 505136.22, 176307.523 505135.863, 176308.266 505135.567, 176309.032 505135.334, 176309.814 505135.167, 176310.608 505135.066, 176311.408 505135.032, 176312.258 505135.07, 176313.102 505135.184, 176313.931 505135.373, 176314.741 505135.636, 176315.524 505135.97, 176316.274 505136.373, 176316.984 505136.841, 176317.65 505137.371, 176318.266 505137.958, 176318.827 505138.599, 176319.328 505139.286, 176319.766 505140.016, 176320.137 505140.783, 176320.437 505141.579, 176320.665 505142.399, 176320.819 505143.236, 176320.897 505144.083, 176320.899 505144.935, 176320.825 505145.782, 176320.675 505146.62, 176320.451 505147.441, 176320.155 505148.239, 176319.788 505149.007, 176319.353 505149.739, 176318.856 505150.429, 176318.298 505151.072, 176317.685 505151.663, 176317.021 505152.196, 176316.313 505152.668, 176315.565 505153.074, 176314.784 505153.412, 176313.965 505153.682, 176313.124 505153.876, 176312.27 505153.993, 176311.408 505154.032, 176310.566 505153.994, 176309.73 505153.883, 176308.908 505153.697, 176308.105 505153.439, 176307.328 505153.111, 176306.584 505152.716, 176305.877 505152.256, 176305.214 505151.735, 176304.6 505151.158, 176304.039 505150.528, 176303.537 505149.851, 176303.096 505149.133, 176302.721 505148.378, 176302.414 505147.592, 176302.179 505146.783, 176302.015 505145.956, 176301.926 505145.118, 176301.911 505144.275, 176301.972 505143.434, 176302.106 505142.602, 176302.314 505141.785, 176302.593 505140.989, 176302.942 505140.222, 176303.357 505139.488)))"
O10002_GBI_Groenstructuur.1181,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177633.656 505726.671, 177633.888 505727.493, 177634.045 505728.334, 177634.125 505729.185, 177634.129 505730.04, 177634.056 505730.891, 177633.907 505731.733, 177633.682 505732.558, 177633.385 505733.359, 177633.016 505734.131, 177632.58 505734.866, 177632.079 505735.559, 177631.518 505736.204, 177630.902 505736.796, 177630.235 505737.33, 177629.522 505737.802, 177628.77 505738.208, 177627.984 505738.545, 177627.171 505738.81, 177626.338 505739.001, 177625.491 505739.116, 177624.637 505739.154, 177623.805 505739.118, 177622.98 505739.009, 177622.168 505738.828, 177621.374 505738.576, 177620.606 505738.256, 177619.868 505737.87, 177619.167 505737.421, 177618.508 505736.913, 177617.896 505736.348, 177617.336 505735.733, 177616.816 505735.047, 177616.36 505734.317, 177615.972 505733.549, 177615.655 505732.749, 177615.412 505731.924, 177615.245 505731.08, 177615.154 505730.224, 177615.142 505729.364, 177615.207 505728.506, 177615.349 505727.658, 177615.568 505726.825, 177615.861 505726.016, 177616.226 505725.237, 177616.66 505724.494, 177617.16 505723.794, 177617.721 505723.141, 177618.339 505722.542, 177619.008 505722.002, 177619.723 505721.524, 177620.479 505721.113, 177621.269 505720.771, 177622.087 505720.503, 177622.925 505720.31, 177623.777 505720.193, 177624.637 505720.154, 177625.485 505720.192, 177626.326 505720.306, 177627.154 505720.494, 177627.962 505720.755, 177628.743 505721.087, 177629.491 505721.488, 177630.201 505721.954, 177630.866 505722.481, 177631.481 505723.066, 177632.042 505723.703, 177632.543 505724.388, 177632.982 505725.114, 177633.354 505725.877, 177633.656 505726.671)))"
O10002_GBI_Groenstructuur.1182,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177620.191 504087.063, 177620.743 504087.079, 177621.6 504087.168, 177622.445 504087.334, 177623.271 504087.576, 177624.073 504087.892, 177624.842 504088.279, 177625.573 504088.735, 177626.26 504089.254, 177626.897 504089.834, 177627.479 504090.469, 177628.001 504091.154, 177628.459 504091.883, 177628.849 504092.651, 177629.167 504093.451, 177629.412 504094.277, 177629.581 504095.122, 177629.673 504095.978, 177629.687 504096.839, 177629.623 504097.698, 177629.482 504098.548, 177629.264 504099.381, 177628.971 504100.191, 177628.607 504100.971, 177628.173 504101.715, 177627.674 504102.417, 177627.113 504103.07, 177626.495 504103.671, 177625.825 504104.212, 177625.109 504104.691, 177624.353 504105.103, 177623.563 504105.445, 177622.744 504105.714, 177621.905 504105.907, 177621.052 504106.024, 177620.191 504106.063, 177619.341 504106.025, 177618.498 504105.911, 177617.668 504105.722, 177616.859 504105.459, 177616.076 504105.125, 177615.326 504104.723, 177614.616 504104.255, 177613.95 504103.725, 177613.334 504103.137, 177612.773 504102.497, 177612.272 504101.81, 177611.833 504101.078, 177611.462 504100.31, 177611.161 504099.512, 177610.933 504098.69, 177610.779 504097.851, 177610.702 504097.001, 177610.701 504096.148, 177610.776 504095.298, 177610.928 504094.459, 177611.154 504093.636, 177611.453 504092.837, 177611.822 504092.068, 177612.259 504091.336, 177612.76 504090.645, 177613.321 504090.002, 177613.937 504089.413, 177614.604 504088.88, 177615.316 504088.41, 177616.067 504088.005, 177616.851 504087.67, 177617.662 504087.406, 177618.494 504087.216, 177619.339 504087.102, 177620.191 504087.063)))"
O10002_GBI_Groenstructuur.1183,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176723.639 503907.277, 176722.806 503907.24, 176721.979 503907.131, 176721.165 503906.949, 176720.37 503906.696, 176719.6 503906.375, 176718.861 503905.988, 176718.159 503905.537, 176717.499 503905.026, 176716.887 503904.46, 176716.327 503903.841, 176715.823 503903.177, 176715.38 503902.47, 176715 503901.727, 176714.686 503900.954, 176714.442 503900.157, 176714.269 503899.341, 176714.165 503898.479, 176714.141 503897.612, 176714.195 503896.746, 176714.329 503895.888, 176714.54 503895.047, 176714.827 503894.228, 176715.188 503893.438, 176715.619 503892.685, 176716.117 503891.975, 176716.678 503891.312, 176717.297 503890.704, 176717.969 503890.155, 176718.688 503889.669, 176719.448 503889.251, 176720.244 503888.905, 176721.067 503888.632, 176721.913 503888.435, 176722.772 503888.317, 176723.639 503888.277, 176724.508 503888.317, 176725.369 503888.436, 176726.216 503888.633, 176727.041 503888.907, 176727.838 503889.255, 176728.599 503889.675, 176729.319 503890.162, 176729.992 503890.713, 176730.611 503891.324, 176731.172 503891.988, 176731.669 503892.701, 176732.1 503893.456, 176732.459 503894.248, 176732.745 503895.069, 176732.954 503895.913, 176733.086 503896.772, 176733.138 503897.64, 176733.113 503898.476, 176733.015 503899.307, 176732.844 503900.125, 176732.602 503900.926, 176732.29 503901.702, 176731.911 503902.448, 176731.469 503903.157, 176730.965 503903.825, 176730.405 503904.446, 176729.792 503905.015, 176729.131 503905.528, 176728.428 503905.981, 176727.688 503906.371, 176726.917 503906.693, 176726.12 503906.947, 176725.304 503907.13, 176724.475 503907.24, 176723.639 503907.277)))"
O10002_GBI_Groenstructuur.1184,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177143.51 504389.67, 177143.141 504387.765, 177165.577 504378.109, 177166.657 504378.586, 177175.468 504375.176, 177179.556 504374.613, 177184.478 504374.329, 177190.591 504373.379, 177194.598 504381.251, 177192.535 504384.652, 177143.51 504389.67)))"
O10002_GBI_Groenstructuur.1185,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177140.847 504380.149, 177140.562 504377.164, 177140.139 504372.73, 177148.339 504371.82, 177148.119 504369.75, 177149.309 504369.61, 177149.189 504368.42, 177156.509 504367.59, 177156.339 504365.8, 177165.111 504364.893, 177157.585 504373.363, 177140.847 504380.149)))"
O10002_GBI_Groenstructuur.1186,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176632.335 504118.057, 176635.492 504107.997, 176638.205 504108.847, 176635.014 504118.948, 176632.335 504118.057)))"
O10002_GBI_Groenstructuur.1346,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176825.792 503698.439, 176847.675 503696.22, 176848.556 503703.958, 176826.781 503706.147, 176825.792 503698.439)))"
O10002_GBI_Groenstructuur.1347,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176850.637 503695.939, 176872.997 503693.735, 176873.02 503694.726, 176872.384 503695.233, 176872.518 503696.475, 176872.486 503697.049, 176871.917 503698.981, 176871.219 503700.047, 176869.678 503701.337, 176867.984 503701.967, 176851.466 503703.666, 176850.637 503695.939)))"
O10002_GBI_Groenstructuur.1348,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177003.384 503647.127, 177040.358 503643.307, 177041.209 503650.824, 177004.221 503654.576, 177003.384 503647.127)))"
O10002_GBI_Groenstructuur.1349,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177062.293 503648.685, 177061.531 503641.157, 177069.751 503640.313, 177070.872 503642.318, 177071.409 503647.76, 177062.293 503648.685)))"
O10002_GBI_Groenstructuur.1187,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175641.989 505657.562, 175641.189 505657.528, 175640.395 505657.428, 175639.612 505657.26, 175638.847 505657.028, 175638.103 505656.731, 175637.387 505656.373, 175636.704 505655.957, 175636.058 505655.484, 175635.455 505654.958, 175634.897 505654.384, 175634.39 505653.764, 175633.916 505653.07, 175633.504 505652.336, 175633.16 505651.568, 175632.884 505650.774, 175632.68 505649.958, 175632.549 505649.127, 175632.492 505648.287, 175632.509 505647.446, 175632.601 505646.61, 175632.766 505645.785, 175633.003 505644.978, 175633.312 505644.195, 175633.688 505643.443, 175634.129 505642.727, 175634.632 505642.052, 175635.192 505641.425, 175635.806 505640.85, 175636.468 505640.331, 175637.174 505639.873, 175637.917 505639.479, 175638.693 505639.153, 175639.494 505638.896, 175640.315 505638.711, 175641.148 505638.6, 175641.989 505638.562, 175642.855 505638.602, 175643.713 505638.72, 175644.558 505638.916, 175645.38 505639.188, 175646.175 505639.535, 175646.935 505639.952, 175647.654 505640.436, 175648.325 505640.984, 175648.944 505641.591, 175649.505 505642.252, 175650.003 505642.961, 175650.435 505643.713, 175650.796 505644.501, 175651.084 505645.318, 175651.291 505646.135, 175651.425 505646.967, 175651.485 505647.808, 175651.47 505648.651, 175651.381 505649.489, 175651.217 505650.316, 175650.981 505651.125, 175650.675 505651.91, 175650.299 505652.665, 175649.859 505653.383, 175649.356 505654.06, 175648.795 505654.689, 175648.181 505655.267, 175647.518 505655.787, 175646.812 505656.247, 175646.067 505656.642, 175645.291 505656.97, 175644.488 505657.227, 175643.666 505657.413, 175642.831 505657.525, 175641.989 505657.562)))"
O10002_GBI_Groenstructuur.1188,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((178191.038 504903.104, 178190.119 504898.969, 178189.878 504896.967, 178190.189 504894.263, 178191.639 504891.053, 178193.033 504889.417, 178195.722 504887.586, 178199.813 504886.451, 178293.979 504866.28, 178297.092 504866.566, 178299.355 504867.406, 178300.37 504867.994, 178302.993 504870.45, 178304.095 504872.263, 178304.795 504874.271, 178305.589 504877.81, 178302.388 504878.163, 178269.263 504885.418, 178229.562 504894.101, 178191.038 504903.104)))"
O10002_GBI_Groenstructuur.1189,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((178008.118 504937.399, 177988.229 504941.344, 177987.889 504941.01, 177986.579 504934.91, 177988.469 504931.58, 178034.439 504921.76, 178039.049 504924.71, 178040.277 504930.747, 178008.118 504937.399)))"
O10002_GBI_Groenstructuur.1190,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177847.15 505594.185, 177854.848 505609.122, 177843.96 505611.33, 177827.983 505619.097, 177824.369 505612.72, 177824.145 505611.685, 177824.77 505604.448, 177824.812 505604.067, 177824.989 505603.972, 177847.15 505594.185)))"
O10002_GBI_Groenstructuur.1191,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177084.034 506071.715, 177082.605 506069.043, 177083.667 506064.4, 177101.631 506054.175, 177105.237 506055.086, 177107.183 506058.591, 177084.034 506071.715)))"
