Nummer;Totaal van;Jaar;Maand;Type;Land bij nationaliteit;Aantal instroom
3;Jaar, Maand, Type;2022;1;Nareiziger;;660
3;Jaar, Maand, Type;2022;2;Nareiziger;;780
3;Jaar, Maand, Type;2022;3;Nareiziger;;1.140
3;Jaar, Maand, Type;2022;4;Nareiziger;;850
3;Jaar, Maand, Type;2022;5;Nareiziger;;920
3;Jaar, Maand, Type;2022;6;Nareiziger;;1.400
3;Jaar, Maand, Type;2022;7;Nareiziger;;1.620
3;Jaar, Maand, Type;2022;8;Nareiziger;;1.070
3;Jaar, Maand, Type;2022;9;Nareiziger;;970
3;Jaar, Maand, Type;2022;10;Nareiziger;;660
3;Jaar, Maand, Type;2022;11;Nareiziger;;380
3;Jaar, Maand, Type;2022;12;Nareiziger;;500
4;Jaar, Type;2022;;Nareiziger;;10.930
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Afghanistan;160
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Burundi;10
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;China (including Hong Kong);50
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Colombia;10
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Congo, the Democratic Republic of the;10
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Congo, the Republic of the;10
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Cote d'Ivoire;10
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Egypt;40
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Eritrea;530
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Ethiopia;30
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Iran (Islamic Republic of);220
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Iraq;130
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Jordan;20
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Kazakhstan;10
7;Jaar, Type, Land bij nationaliteit;2022;;Nareiziger;Lebanon;20
