FID,aanlegjaar,categorie,leeftijd_doelgroep,max_valhoogte,omschrijving,toesteltype,geometrie
O10002_Speelobjecten_OD.883,2014,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((177612.454 502782.521))
O10002_Speelobjecten_OD.884,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177619.377 502779.425))
O10002_Speelobjecten_OD.885,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((177817.822 503106.168))
O10002_Speelobjecten_OD.886,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((177822.748 503140.106))
O10002_Speelobjecten_OD.887,Niet ingevuld,sporttoestel,4-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((176853.08 504420.079))
O10002_Speelobjecten_OD.888,Niet ingevuld,sporttoestel,4-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((176875.415 504427.398))
O10002_Speelobjecten_OD.889,2019,sporttoestel,3-99 jaar,60 cm,speelvoorziening,Fitnesstoestel,MULTIPOINT ((172182.618 509257.166))
O10002_Speelobjecten_OD.890,2019,sporttoestel,Niet ingevuld,124 cm,speelvoorziening,Fitnesstoestel,MULTIPOINT ((172129.574 509202.785))
O10002_Speelobjecten_OD.891,2019,sporttoestel,3-99 jaar,13 cm,speelvoorziening,Fitnesstoestel,MULTIPOINT ((172265.606 509320.448))
O10002_Speelobjecten_OD.892,2019,sporttoestel,3-99 jaar,26 cm,speelvoorziening,Fitnesstoestel,MULTIPOINT ((172207.936 509274.68))
O10002_Speelobjecten_OD.893,2019,sporttoestel,3-99 jaar,63 cm,speelvoorziening,Fitnesstoestel,MULTIPOINT ((172309.594 509348.714))
O10002_Speelobjecten_OD.894,2019,sporttoestel,3-99 jaar,50 cm,speelvoorziening,Fitnesstoestel,MULTIPOINT ((172333.52 509353.868))
O10002_Speelobjecten_OD.895,2019,sporttoestel,3-99 jaar,50 cm,speelvoorziening,Fitnesstoestel,MULTIPOINT ((172345.236 509366.006))
O10002_Speelobjecten_OD.896,2019,sporttoestel,3-99 jaar,18 cm,speelvoorziening,Fitnesstoestel,MULTIPOINT ((172240.219 509306.374))
O10002_Speelobjecten_OD.897,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((176260.226 496464.881))
O10002_Speelobjecten_OD.898,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((176248.589 496483.316))
O10002_Speelobjecten_OD.899,2019,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((177350.942 503667.237))
O10002_Speelobjecten_OD.900,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((178066.565 504819.904))
O10002_Speelobjecten_OD.901,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((178075.364 504861.398))
O10002_Speelobjecten_OD.902,2017,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177137.646 505720.048))
O10002_Speelobjecten_OD.903,2017,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177138.068 505720.965))
O10002_Speelobjecten_OD.904,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((175890.099 496364.405))
O10002_Speelobjecten_OD.905,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((176933.53 504218.479))
O10002_Speelobjecten_OD.906,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177546.849 502370.189))
O10002_Speelobjecten_OD.907,2018,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177560.707 502403.271))
O10002_Speelobjecten_OD.908,1,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Pannakooi,MULTIPOINT ((176358.877 504153.172))
O10002_Speelobjecten_OD.909,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((171669.191 509451.269))
O10002_Speelobjecten_OD.910,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177136.593 505717.052))
O10002_Speelobjecten_OD.911,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Pannakooi,MULTIPOINT ((175364.149 495743.435))
O10002_Speelobjecten_OD.912,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Calisthenics,MULTIPOINT ((176318.917 495993.855))
O10002_Speelobjecten_OD.913,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Calisthenics,MULTIPOINT ((176332.355 495999.544))
O10002_Speelobjecten_OD.914,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Calisthenics,MULTIPOINT ((176327.372 495989.3))
O10002_Speelobjecten_OD.915,2018,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((176323.683 495992.08))
O10002_Speelobjecten_OD.916,Niet ingevuld,sporttoestel,5-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((175713.53 496642.777))
O10002_Speelobjecten_OD.917,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Calisthenics,MULTIPOINT ((176331.457 495990.139))
O10002_Speelobjecten_OD.918,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Calisthenics,MULTIPOINT ((176326.643 495994.712))
O10002_Speelobjecten_OD.919,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Calisthenics,MULTIPOINT ((176333.399 495991.835))
O10002_Speelobjecten_OD.920,Niet ingevuld,sporttoestel,5-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((175733.294 496620.582))
O10002_Speelobjecten_OD.921,2018,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Calisthenics,MULTIPOINT ((176320.73 495995.694))
O10002_Speelobjecten_OD.922,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Calisthenics,MULTIPOINT ((176330.038 495995.511))
O10002_Speelobjecten_OD.923,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Calisthenics,MULTIPOINT ((176336.651 495994.267))
O10002_Speelobjecten_OD.924,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Calisthenics,MULTIPOINT ((176326.475 496000.363))
O10002_Speelobjecten_OD.925,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Speeltoestel,MULTIPOINT ((176324.558 495987.01))
O10002_Speelobjecten_OD.926,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((175856.794 495881.876))
O10002_Speelobjecten_OD.927,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((175876.872 504909.245))
O10002_Speelobjecten_OD.928,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((175906.3 504903.028))
O10002_Speelobjecten_OD.929,2019,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175192.198 504866.837))
O10002_Speelobjecten_OD.930,2015,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177005.374 505245.976))
O10002_Speelobjecten_OD.931,2015,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177010.931 505275.896))
O10002_Speelobjecten_OD.932,2016,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((176323.672 503158.784))
O10002_Speelobjecten_OD.933,2016,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((176347.157 503149.196))
O10002_Speelobjecten_OD.934,Niet ingevuld,sporttoestel,5-12 jaar,Niet ingevuld,speelvoorziening,Korfbalpaal,MULTIPOINT ((177169.705 503890.239))
O10002_Speelobjecten_OD.935,2018,sporttoestel,12-18 jaar,4350 cm,speelvoorziening,Calisthenics,MULTIPOINT ((176129.257 504476.679))
O10002_Speelobjecten_OD.936,2018,sporttoestel,12-18 jaar,4350 cm,speelvoorziening,Calisthenics,MULTIPOINT ((176131.35 504470.856))
O10002_Speelobjecten_OD.937,2018,sporttoestel,12-18 jaar,253 cm,speelvoorziening,Calisthenics,MULTIPOINT ((176130.118 504483.928))
O10002_Speelobjecten_OD.938,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((176980.379 504332.519))
O10002_Speelobjecten_OD.939,2018,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Korfbalpaal,MULTIPOINT ((176646.212 505167.309))
O10002_Speelobjecten_OD.940,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((176606.578 503109.181))
O10002_Speelobjecten_OD.941,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((176613.774 503105.964))
O10002_Speelobjecten_OD.942,2019,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((177352.561 503685.848))
O10002_Speelobjecten_OD.943,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((178237.844 502800.03))
O10002_Speelobjecten_OD.944,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177104.48 504346.27))
O10002_Speelobjecten_OD.945,2016,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176684.163 503155.106))
O10002_Speelobjecten_OD.946,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((177260.174 503100.774))
O10002_Speelobjecten_OD.947,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((177286.562 503092.25))
O10002_Speelobjecten_OD.948,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((175921.343 496392.188))
O10002_Speelobjecten_OD.949,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177140.332 504342.477))
O10002_Speelobjecten_OD.950,2017,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177826.013 505079.725))
O10002_Speelobjecten_OD.951,2017,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177879.301 505063.963))
O10002_Speelobjecten_OD.952,2021,sporttoestel,5-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((177932.123 502478.42))
O10002_Speelobjecten_OD.953,2019,sporttoestel,5-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((177920.333 502478.082))
O10002_Speelobjecten_OD.954,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177143.797 505731.484))
O10002_Speelobjecten_OD.955,2009,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((175458.276 505295.467))
O10002_Speelobjecten_OD.956,2009,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Pannakooi,MULTIPOINT ((175429.588 505288.959))
O10002_Speelobjecten_OD.957,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((176623.95 504747.765))
O10002_Speelobjecten_OD.958,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((176495.6 503126.17))
O10002_Speelobjecten_OD.959,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((176453.195 503017.081))
O10002_Speelobjecten_OD.960,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((175818.462 503343.79))
O10002_Speelobjecten_OD.961,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Korfbalpaal,MULTIPOINT ((176892.635 503086.051))
O10002_Speelobjecten_OD.962,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((175780.395 505310.883))
O10002_Speelobjecten_OD.963,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Pannakooi,MULTIPOINT ((176152.168 496274.646))
O10002_Speelobjecten_OD.964,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((176146.131 496269.453))
O10002_Speelobjecten_OD.965,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((176110.798 496295.157))
O10002_Speelobjecten_OD.966,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((176087.95 496325.935))
O10002_Speelobjecten_OD.967,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((176142.522 505250.581))
O10002_Speelobjecten_OD.968,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((176128.529 505264.234))
O10002_Speelobjecten_OD.969,2018,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((176692.575 505164.367))
O10002_Speelobjecten_OD.970,2018,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((176714.562 505162.439))
O10002_Speelobjecten_OD.971,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((171850.047 509166.543))
O10002_Speelobjecten_OD.972,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Pannakooi,MULTIPOINT ((172212.405 509251.346))
O10002_Speelobjecten_OD.973,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((172260.13 509525.184))
O10002_Speelobjecten_OD.974,2018,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((172240.754 508004.484))
O10002_Speelobjecten_OD.975,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((172157.187 508524.567))
O10002_Speelobjecten_OD.976,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((172415.546 508378.941))
O10002_Speelobjecten_OD.977,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((172544.007 509151.928))
O10002_Speelobjecten_OD.978,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((171839.161 509182.054))
O10002_Speelobjecten_OD.979,2012,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Mikpaal,MULTIPOINT ((172255.387 508169.062))
O10002_Speelobjecten_OD.980,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((172527.908 509153.274))
O10002_Speelobjecten_OD.981,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((172120.256 508918.647))
O10002_Speelobjecten_OD.982,2018,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((172274.893 508010.24))
O10002_Speelobjecten_OD.983,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((172398.343 508392.353))
O10002_Speelobjecten_OD.984,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177803.891 503131.747))
O10002_Speelobjecten_OD.985,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Volleybalset,MULTIPOINT ((177741.529 504257))
O10002_Speelobjecten_OD.986,2014,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177387.048 502740.732))
O10002_Speelobjecten_OD.987,2014,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175775.688 496062.296))
O10002_Speelobjecten_OD.988,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175727.053 496078.848))
O10002_Speelobjecten_OD.989,2014,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175739.407 496033.987))
O10002_Speelobjecten_OD.990,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175749.628 496098.793))
O10002_Speelobjecten_OD.991,2014,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((175640.677 495900.727))
O10002_Speelobjecten_OD.992,2014,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Multi sportveld,MULTIPOINT ((172175.437 509219.82))
O10002_Speelobjecten_OD.993,2014,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Multi sportveld,MULTIPOINT ((172191.894 509234.799))
O10002_Speelobjecten_OD.994,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((175833.581 495924.081))
O10002_Speelobjecten_OD.995,Niet ingevuld,sporttoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175291.839 496217.687))
O10002_Speelobjecten_OD.996,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175307.941 496232.768))
O10002_Speelobjecten_OD.997,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175628.559 496272.035))
O10002_Speelobjecten_OD.998,2013,sporttoestel,6-12 jaar,75 cm,speelvoorziening,Minidoel,MULTIPOINT ((172093.07 508912.976))
O10002_Speelobjecten_OD.999,2013,sporttoestel,6-12 jaar,75 cm,speelvoorziening,Minidoel,MULTIPOINT ((172078.52 508903.403))
O10002_Speelobjecten_OD.1000,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((172107.559 508900.213))
O10002_Speelobjecten_OD.1001,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((178017.292 504403.139))
O10002_Speelobjecten_OD.1002,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((178037.799 504671.482))
O10002_Speelobjecten_OD.1003,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((178008.212 504421.376))
O10002_Speelobjecten_OD.1004,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((178014.065 504385.739))
O10002_Speelobjecten_OD.1005,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177822.872 504266.306))
O10002_Speelobjecten_OD.1006,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((178022.579 504674.927))
O10002_Speelobjecten_OD.1007,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((178026.295 504682.443))
O10002_Speelobjecten_OD.1008,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((177814.141 504262.172))
O10002_Speelobjecten_OD.1009,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((178000.137 504386.333))
O10002_Speelobjecten_OD.1010,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((177844.814 504719.066))
O10002_Speelobjecten_OD.1011,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177805.135 504271.082))
O10002_Speelobjecten_OD.1012,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((177863.408 504715.745))
O10002_Speelobjecten_OD.1013,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((177794.106 504264.055))
O10002_Speelobjecten_OD.1014,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((178133.029 503679.899))
O10002_Speelobjecten_OD.1015,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177954.634 503699.078))
O10002_Speelobjecten_OD.1016,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((178025.187 503755.768))
O10002_Speelobjecten_OD.1017,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177984.989 503712.008))
O10002_Speelobjecten_OD.1018,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177982.212 503684.51))
O10002_Speelobjecten_OD.1019,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((178009.961 503756.978))
O10002_Speelobjecten_OD.1020,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177652.143 503864.856))
O10002_Speelobjecten_OD.1021,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Pannakooi,MULTIPOINT ((177944.132 503700.249))
O10002_Speelobjecten_OD.1022,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177987.641 503754.471))
O10002_Speelobjecten_OD.1023,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177340.24 503888.432))
O10002_Speelobjecten_OD.1024,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177717.097 502734.309))
O10002_Speelobjecten_OD.1025,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177802.59 503127.238))
O10002_Speelobjecten_OD.1026,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177689.218 502746.016))
O10002_Speelobjecten_OD.1027,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((178252.212 502836.461))
O10002_Speelobjecten_OD.1028,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Multi sportveld,MULTIPOINT ((177740.215 502760.244))
O10002_Speelobjecten_OD.1029,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177827.138 502799.153))
O10002_Speelobjecten_OD.1030,2011,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((172857.75 508865.344))
O10002_Speelobjecten_OD.1031,2015,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((176337.119 504971.338))
O10002_Speelobjecten_OD.1032,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((176659.015 503093.999))
O10002_Speelobjecten_OD.1033,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((175844.377 503331.914))
O10002_Speelobjecten_OD.1034,2010,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Pannakooi,MULTIPOINT ((176470.01 503055))
O10002_Speelobjecten_OD.1035,2013,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Korfbalpaal,MULTIPOINT ((176498.696 503124.301))
O10002_Speelobjecten_OD.1036,2008,sporttoestel,0-6 jaar,86 cm,speelvoorziening,Fitnesstoestel,MULTIPOINT ((176161.982 505234.945))
O10002_Speelobjecten_OD.1037,2013,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((175672.019 496545.606))
O10002_Speelobjecten_OD.1038,2013,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((175663.523 496542.183))
O10002_Speelobjecten_OD.1039,2013,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((175724.051 496607.993))
O10002_Speelobjecten_OD.1040,2013,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((175714.939 496587.25))
O10002_Speelobjecten_OD.1041,2013,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((175673.526 496531.024))
O10002_Speelobjecten_OD.1042,2013,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((176351.669 496012.161))
O10002_Speelobjecten_OD.1043,2013,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((176385.123 496038.413))
O10002_Speelobjecten_OD.1044,2013,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Multi sportveld,MULTIPOINT ((176293.76 496062.302))
O10002_Speelobjecten_OD.1045,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((171893.749 509196.11))
O10002_Speelobjecten_OD.1046,2010,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((171444.716 509462.934))
O10002_Speelobjecten_OD.1047,2010,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((171432.556 509508.611))
