Nummer;Totaal van;Jaar;Maand;Type;Land bij nationaliteit;Aantal instroom
3;Jaar, Maand, Type;2018;1;Nareiziger;;700
3;Jaar, Maand, Type;2018;2;Nareiziger;;710
3;Jaar, Maand, Type;2018;3;Nareiziger;;730
3;Jaar, Maand, Type;2018;4;Nareiziger;;620
3;Jaar, Maand, Type;2018;5;Nareiziger;;820
3;Jaar, Maand, Type;2018;6;Nareiziger;;540
3;Jaar, Maand, Type;2018;7;Nareiziger;;560
3;Jaar, Maand, Type;2018;8;Nareiziger;;370
3;Jaar, Maand, Type;2018;9;Nareiziger;;350
3;Jaar, Maand, Type;2018;10;Nareiziger;;350
3;Jaar, Maand, Type;2018;11;Nareiziger;;410
3;Jaar, Maand, Type;2018;12;Nareiziger;;320
4;Jaar, Type;2018;;Nareiziger;;6.460
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Afghanistan;250
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Algeria;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Bahrain;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Burundi;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Canada;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Central African Republic;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;China (including Hong Kong);10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Colombia;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Congo, the Democratic Republic of the;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Congo, the Republic of the;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Cote d'Ivoire;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Egypt;20
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Eritrea;2.560
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Ethiopia;70
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Gambia;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Ghana;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Guinea;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Honduras;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Iran (Islamic Republic of);120
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Iraq;190
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Jamaica;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Jordan;20
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Lebanon;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Libyan Arab Jamahiriya;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Mexico;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Mongolia;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Morocco;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Myanmar;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Nepal;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Nigeria;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Pakistan;70
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Philippines;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Russian Federation;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Saudi Arabia;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Senegal;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Sierra Leone;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Somalia;180
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;South Sudan;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Sri Lanka;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Stateless;240
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Sudan;70
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Syrian Arab Republic;2.140
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Tanzania, United Republic of;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Thailand;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Tunisia;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Turkey;50
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Uganda;50
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Ukraine;10
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;United Arab Emirates;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;United States of America;0
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Unknown;130
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Yemen;130
7;Jaar, Type, Land bij nationaliteit;2018;;Nareiziger;Zimbabwe;0
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Afghanistan;10
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;China (including Hong Kong);0
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Eritrea;350
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Ethiopia;0
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Iran (Islamic Republic of);20
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Iraq;20
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Jamaica;0
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Lebanon;0
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Pakistan;20
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Somalia;10
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Stateless;30
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Sudan;0
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Syrian Arab Republic;210
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Tunisia;0
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Uganda;0
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Unknown;20
8;Jaar, Maand, Type, Land bij nationaliteit;2018;1;Nareiziger;Yemen;0
8;Jaar, Maand, Type, Land bij nationaliteit;2018;2;Nareiziger;Afghanistan;10
8;Jaar, Maand, Type, Land bij nationaliteit;2018;2;Nareiziger;Canada;0
