FID,fotonaam,fotonummer,fotodatum,fototijd,camera,diafragma,sluitertyd,contractor,gsd,x,y,z,roll,pitch,yaw,gdb_geomattr_data,shape
beeldmiddenoverzicht_lrl_2020.31,2020_05_06_07_32_05_002160031_RGBI_lrl,2160031,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,200084.744,408078.675,6260.851,0.0781,-0.0439,199.82,,POINT (200084.74399999902 408078.67500000075)
beeldmiddenoverzicht_lrl_2020.32,2020_05_06_07_32_11_002160032_RGBI_lrl,2160032,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,199277.181,408079.096,6262.403,-0.0332,-0.0493,199.7808,,POINT (199277.18100000173 408079.09600000083)
beeldmiddenoverzicht_lrl_2020.33,2020_05_06_07_32_16_002160033_RGBI_lrl,2160033,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,198482.89,408077.408,6262.756,-0.0056,-0.0548,199.7346,,POINT (198482.8900000006 408077.4079999998)
beeldmiddenoverzicht_lrl_2020.34,2020_05_06_07_32_22_002160034_RGBI_lrl,2160034,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,197675.451,408076.682,6263.417,-0.0096,-0.0512,199.8086,,POINT (197675.45100000128 408076.68200000003)
beeldmiddenoverzicht_lrl_2020.35,2020_05_06_07_32_28_002160035_RGBI_lrl,2160035,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,196865.876,408078.581,6262.988,0.0729,-0.0568,199.7437,,POINT (196865.8759999983 408078.58100000024)
beeldmiddenoverzicht_lrl_2020.36,2020_05_06_07_32_34_002160036_RGBI_lrl,2160036,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,196071.516,408081.143,6262.454,0.0567,-0.0498,199.7576,,POINT (196071.5159999989 408081.1429999992)
beeldmiddenoverzicht_lrl_2020.37,2020_05_06_07_32_39_002160037_RGBI_lrl,2160037,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,195276.723,408082.725,6262.482,0.0644,-0.0678,199.7702,,POINT (195276.72300000116 408082.7250000015)
beeldmiddenoverzicht_lrl_2020.38,2020_05_06_07_32_45_002160038_RGBI_lrl,2160038,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,194468.046,408080.67,6260.74,0.0424,-0.0522,199.7855,,POINT (194468.0460000001 408080.6700000018)
beeldmiddenoverzicht_lrl_2020.39,2020_05_06_07_32_51_002160039_RGBI_lrl,2160039,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,193672.205,408077.335,6260.67,0.0245,-0.0518,199.7409,,POINT (193672.2049999982 408077.3350000009)
beeldmiddenoverzicht_lrl_2020.40,2020_05_06_07_32_57_002160040_RGBI_lrl,2160040,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,192861.527,408075.522,6260.535,0.0435,-0.0592,199.7384,,POINT (192861.52699999884 408075.5219999999)
beeldmiddenoverzicht_lrl_2020.41,2020_05_06_07_33_02_002160041_RGBI_lrl,2160041,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,192066.403,408074.341,6261.116,-0.014,-0.0638,199.744,,POINT (192066.40300000086 408074.34099999815)
beeldmiddenoverzicht_lrl_2020.42,2020_05_06_07_33_08_002160042_RGBI_lrl,2160042,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,191259.063,408073.642,6260.752,0.0046,-0.0536,199.74,,POINT (191259.063000001 408073.6420000009)
beeldmiddenoverzicht_lrl_2020.43,2020_05_06_07_33_14_002160043_RGBI_lrl,2160043,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,190465.516,408077.195,6262.438,-0.0194,-0.0552,199.7676,,POINT (190465.5159999989 408077.1950000003)
beeldmiddenoverzicht_lrl_2020.44,2020_05_06_07_33_20_002160044_RGBI_lrl,2160044,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,189659.648,408080.903,6262.634,0.0775,-0.0599,199.7514,,POINT (189659.64799999818 408080.90300000086)
beeldmiddenoverzicht_lrl_2020.45,2020_05_06_07_33_25_002160045_RGBI_lrl,2160045,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,188851.67,408082.276,6262.546,-0.0175,-0.0643,199.7262,,POINT (188851.6700000018 408082.27600000054)
beeldmiddenoverzicht_lrl_2020.46,2020_05_06_07_33_31_002160046_RGBI_lrl,2160046,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,188059.293,408080.78,6262.728,0.0102,-0.067,199.7381,,POINT (188059.29300000146 408080.7800000012)
beeldmiddenoverzicht_lrl_2020.47,2020_05_06_07_33_37_002160047_RGBI_lrl,2160047,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,187252.987,408075.683,6262.038,-0.0611,-0.058,199.7586,,POINT (187252.98699999973 408075.68299999833)
beeldmiddenoverzicht_lrl_2020.48,2020_05_06_07_33_43_002160048_RGBI_lrl,2160048,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,186460.482,408072.319,6262.201,0.0229,-0.0656,199.7349,,POINT (186460.48200000077 408072.3189999983)
beeldmiddenoverzicht_lrl_2020.49,2020_05_06_07_33_48_002160049_RGBI_lrl,2160049,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,185652.926,408073.548,6263.493,-0.0412,-0.0442,199.7311,,POINT (185652.92599999905 408073.5480000004)
beeldmiddenoverzicht_lrl_2020.50,2020_05_06_07_33_54_002160050_RGBI_lrl,2160050,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,184847.956,408077.612,6263.122,0.0518,-0.0592,199.7945,,POINT (184847.95600000024 408077.61199999973)
beeldmiddenoverzicht_lrl_2020.51,2020_05_06_07_34_00_002160051_RGBI_lrl,2160051,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,184055.614,408081.009,6262.043,0.0126,-0.0649,199.8152,,POINT (184055.61400000006 408081.0089999996)
beeldmiddenoverzicht_lrl_2020.52,2020_05_06_07_34_06_002160052_RGBI_lrl,2160052,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,183249.62,408081.51,6260.971,0.0872,-0.0643,199.783,,POINT (183249.62000000104 408081.51000000164)
beeldmiddenoverzicht_lrl_2020.53,2020_05_06_07_34_12_002160053_RGBI_lrl,2160053,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,182441.933,408081.232,6262.666,-0.0146,-0.0609,199.7983,,POINT (182441.93299999833 408081.2320000008)
beeldmiddenoverzicht_lrl_2020.54,2020_05_06_07_34_17_002160054_RGBI_lrl,2160054,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,181649.704,408079.934,6262.382,0.0564,-0.0485,199.7506,,POINT (181649.7039999999 408079.93400000036)
beeldmiddenoverzicht_lrl_2020.55,2020_05_06_07_34_23_002160055_RGBI_lrl,2160055,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,180844.488,408078.306,6262.069,0.0005,-0.063,199.7335,,POINT (180844.48800000176 408078.3060000017)
beeldmiddenoverzicht_lrl_2020.56,2020_05_06_07_34_29_002160056_RGBI_lrl,2160056,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,180037.346,408077.138,6262.128,0.0643,-0.0485,199.7191,,POINT (180037.34600000083 408077.13800000027)
beeldmiddenoverzicht_lrl_2020.57,2020_05_06_07_34_35_002160057_RGBI_lrl,2160057,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,179245.899,408078.681,6262.486,0.0422,-0.0585,199.751,,POINT (179245.8990000002 408078.6810000017)
beeldmiddenoverzicht_lrl_2020.58,2020_05_06_07_34_40_002160058_RGBI_lrl,2160058,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,178441.61,408081.616,6262.538,-0.0332,-0.0641,199.7828,,POINT (178441.6099999994 408081.6160000004)
beeldmiddenoverzicht_lrl_2020.59,2020_05_06_07_34_46_002160059_RGBI_lrl,2160059,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,177637.296,408082.711,6262.656,0.0375,-0.0604,199.7998,,POINT (177637.2960000001 408082.7109999992)
beeldmiddenoverzicht_lrl_2020.60,2020_05_06_07_34_52_002160060_RGBI_lrl,2160060,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,176845.239,408080.456,6261.938,0.0544,-0.0549,199.7048,,POINT (176845.23900000006 408080.45600000024)
beeldmiddenoverzicht_lrl_2020.61,2020_05_06_07_34_58_002160061_RGBI_lrl,2160061,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,176037.435,408078.333,6262.364,0.0044,-0.0531,199.8021,,POINT (176037.43499999866 408078.33300000057)
beeldmiddenoverzicht_lrl_2020.62,2020_05_06_07_35_03_002160062_RGBI_lrl,2160062,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,175232.669,408077.194,6262.679,0.003,-0.0649,199.7646,,POINT (175232.66899999976 408077.1939999983)
beeldmiddenoverzicht_lrl_2020.63,2020_05_06_07_35_09_002160063_RGBI_lrl,2160063,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,174440.692,408079.494,6262.481,0.0436,-0.0622,199.7469,,POINT (174440.69200000167 408079.493999999)
beeldmiddenoverzicht_lrl_2020.64,2020_05_06_07_35_15_002160064_RGBI_lrl,2160064,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,173633.567,408082.268,6260.327,0.0539,-0.0619,199.7866,,POINT (173633.56700000167 408082.2679999992)
beeldmiddenoverzicht_lrl_2020.65,2020_05_06_07_35_21_002160065_RGBI_lrl,2160065,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,172827.953,408082.781,6262.002,-0.0541,-0.0592,199.7878,,POINT (172827.9530000016 408082.7809999995)
beeldmiddenoverzicht_lrl_2020.66,2020_05_06_07_35_26_002160066_RGBI_lrl,2160066,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,172035.661,408079.358,6262.289,-0.0069,-0.0815,199.7629,,POINT (172035.66099999845 408079.3579999991)
beeldmiddenoverzicht_lrl_2020.67,2020_05_06_07_35_32_002160067_RGBI_lrl,2160067,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,171230.117,408073.67,6263.009,0.0103,-0.0602,199.7318,,POINT (171230.1169999987 408073.6700000018)
beeldmiddenoverzicht_lrl_2020.68,2020_05_06_07_35_38_002160068_RGBI_lrl,2160068,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,170438.204,408070.873,6264.17,0.0376,-0.0619,199.7211,,POINT (170438.2039999999 408070.8729999997)
beeldmiddenoverzicht_lrl_2020.69,2020_05_06_07_35_44_002160069_RGBI_lrl,2160069,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,169630.859,408073.013,6263.725,-0.0046,-0.055,199.7945,,POINT (169630.8590000011 408073.01300000027)
beeldmiddenoverzicht_lrl_2020.70,2020_05_06_07_35_49_002160070_RGBI_lrl,2160070,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,168838.816,408078.408,6262.773,0.0439,-0.0672,199.7896,,POINT (168838.81599999964 408078.4079999998)
beeldmiddenoverzicht_lrl_2020.71,2020_05_06_07_35_55_002160071_RGBI_lrl,2160071,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,168032.885,408083.439,6262.131,0.0638,-0.0648,199.7213,,POINT (168032.88500000164 408083.4389999993)
beeldmiddenoverzicht_lrl_2020.72,2020_05_06_07_36_01_002160072_RGBI_lrl,2160072,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,167226.446,408084.613,6261.475,0.068,-0.0671,199.7509,,POINT (167226.4459999986 408084.61300000176)
beeldmiddenoverzicht_lrl_2020.73,2020_05_06_07_36_07_002160073_RGBI_lrl,2160073,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,166432.432,408081.802,6262.494,0.0235,-0.0582,199.7612,,POINT (166432.43200000003 408081.8020000011)
beeldmiddenoverzicht_lrl_2020.74,2020_05_06_07_36_13_002160074_RGBI_lrl,2160074,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,165623.001,408077.621,6263.781,0.0018,-0.091,199.6995,,POINT (165623.0009999983 408077.62099999934)
beeldmiddenoverzicht_lrl_2020.75,2020_05_06_07_36_18_002160075_RGBI_lrl,2160075,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,164828.976,408076.003,6264.351,0.0792,-0.0579,199.7361,,POINT (164828.9759999998 408076.0029999986)
beeldmiddenoverzicht_lrl_2020.76,2020_05_06_07_36_24_002160076_RGBI_lrl,2160076,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,164021.67,408077.479,6263.833,0.0401,-0.0617,199.7375,,POINT (164021.6700000018 408077.4789999984)
beeldmiddenoverzicht_lrl_2020.77,2020_05_06_07_36_30_002160077_RGBI_lrl,2160077,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,163211.405,408081.024,6263.282,0.0253,-0.0582,199.7708,,POINT (163211.4050000012 408081.0240000002)
beeldmiddenoverzicht_lrl_2020.78,2020_05_06_07_36_36_002160078_RGBI_lrl,2160078,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,162416.276,408083.469,6261.907,0.0662,-0.0711,199.7196,,POINT (162416.27600000054 408083.4690000005)
beeldmiddenoverzicht_lrl_2020.79,2020_05_06_07_36_41_002160079_RGBI_lrl,2160079,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,161620.299,408082.481,6260.868,-0.0015,-0.0582,199.7473,,POINT (161620.29899999872 408082.48099999875)
beeldmiddenoverzicht_lrl_2020.80,2020_05_06_07_36_47_002160080_RGBI_lrl,2160080,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,160811.206,408080.437,6261.969,0.073,-0.0639,199.7667,,POINT (160811.20600000024 408080.436999999)
beeldmiddenoverzicht_lrl_2020.81,2020_05_06_07_36_53_002160081_RGBI_lrl,2160081,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,160015.185,408079.214,6262.636,0.0454,-0.0638,199.7404,,POINT (160015.18499999866 408079.21400000155)
beeldmiddenoverzicht_lrl_2020.82,2020_05_06_07_36_59_002160082_RGBI_lrl,2160082,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,159206.22,408077.775,6263.688,0.042,-0.0686,199.7053,,POINT (159206.2199999988 408077.7749999985)
beeldmiddenoverzicht_lrl_2020.83,2020_05_06_07_37_04_002160083_RGBI_lrl,2160083,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,158410.519,408080.307,6264.246,0.0491,-0.0713,199.7563,,POINT (158410.51900000125 408080.30700000003)
beeldmiddenoverzicht_lrl_2020.84,2020_05_06_07_37_10_002160084_RGBI_lrl,2160084,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,157598.687,408082.821,6263.675,0.0496,-0.1077,199.7275,,POINT (157598.686999999 408082.8209999986)
beeldmiddenoverzicht_lrl_2020.85,2020_05_06_07_37_16_002160085_RGBI_lrl,2160085,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,156801.622,408084.155,6262.618,0.0558,-0.0739,199.7135,,POINT (156801.62200000137 408084.1550000012)
beeldmiddenoverzicht_lrl_2020.86,2020_05_06_07_37_21_002160086_RGBI_lrl,2160086,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,156003.617,408082.119,6262.206,0.0447,-0.0635,199.7347,,POINT (156003.6169999987 408082.118999999)
beeldmiddenoverzicht_lrl_2020.87,2020_05_06_07_37_27_002160087_RGBI_lrl,2160087,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,155192.704,408079.312,6263.687,0.0719,-0.0685,199.7256,,POINT (155192.7039999999 408079.311999999)
beeldmiddenoverzicht_lrl_2020.88,2020_05_06_07_37_33_002160088_RGBI_lrl,2160088,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,154395.035,408076.914,6263.78,0.0685,-0.0725,199.7261,,POINT (154395.03500000015 408076.9140000008)
beeldmiddenoverzicht_lrl_2020.89,2020_05_06_07_37_39_002160089_RGBI_lrl,2160089,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,153582.389,408076.303,6264.821,-0.049,-0.0661,199.755,,POINT (153582.38899999857 408076.3029999994)
beeldmiddenoverzicht_lrl_2020.90,2020_05_06_07_37_44_002160090_RGBI_lrl,2160090,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,152785.342,408077.366,6265.374,0.0369,-0.0635,199.7498,,POINT (152785.34200000018 408077.3660000004)
beeldmiddenoverzicht_lrl_2020.91,2020_05_06_07_37_50_002160091_RGBI_lrl,2160091,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,151987.912,408079.495,6264.809,0.0079,-0.0616,199.7462,,POINT (151987.91200000048 408079.49500000104)
beeldmiddenoverzicht_lrl_2020.92,2020_05_06_07_37_56_002160092_RGBI_lrl,2160092,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,151177.453,408081.816,6264.347,-0.0151,-0.0681,199.7535,,POINT (151177.4530000016 408081.81599999964)
beeldmiddenoverzicht_lrl_2020.93,2020_05_06_07_38_02_002160093_RGBI_lrl,2160093,2020-05-06T00:00:00,175,UC-EpII-1-82416042-f100,6.7,175,Geocart,25,150379.555,408082.888,6264.095,0.0254,-0.0699,199.7993,,POINT (150379.5549999997 408082.88800000027)
