FID,omschr,aant_dgk,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,vnrwol,gdb_geomattr_data,shape
doelgroepstroken_wegvak.149,Busstrook,1 -> 1,H,600955185,2022-06-01T00:00:00,67,165,060095518520220601,KLK0008802685,R,I,5,,"LINESTRING (234423.72610000148 444160.4523999989, 234440.24350000173 444178.24379999936, 234447.92599999905 444187.22619999945, 234471.01460000128 444217.93129999936, 234483.39559999853 444237.3953000009)"
doelgroepstroken_wegvak.150,Busstrook,1 -> 1,H,600955186,2022-06-01T00:00:00,0,4,060095518620220601,KLK0008802685,R,I,5,,"LINESTRING (234483.39559999853 444237.3953000009, 234485.54250000045 444240.7703999989)"
doelgroepstroken_wegvak.151,Busstrook,1 -> 1,H,600956908,2022-06-01T00:00:00,0,60,060095690820220601,KLK0008807649,R,I,4,,"LINESTRING (125481.89680000022 430513.13479999825, 125502.92029999942 430569.33100000024)"
doelgroepstroken_wegvak.152,Busstrook,1 -> 1,H,600956906,2022-06-01T00:00:00,0,60,060095690620220601,KLK0008807649,R,I,4,,"LINESTRING (125481.89680000022 430513.13479999825, 125492.32959999889 430518.92749999836, 125503.81929999962 430544.7976000011, 125511.20190000162 430563.12680000067)"
doelgroepstroken_wegvak.153,Busstrook,1 -> 1,H,600956908,2022-06-01T00:00:00,60,155,060095690820220601,KLK0008807650,R,I,4,,"LINESTRING (125502.92029999942 430569.33100000024, 125519.39279999956 430613.3623000011, 125535.7639000006 430658.4717999995)"
doelgroepstroken_wegvak.154,Busstrook,1 -> 1,H,600956889,2022-06-01T00:00:00,0,36,060095688920220601,KLK0008807675,R,I,5,,"LINESTRING (126033.92969999835 431989.24280000106, 126047.06320000067 432022.7615999989)"
doelgroepstroken_wegvak.155,Busstrook,1 -> 1,H,600956889,2022-06-01T00:00:00,36,214,060095688920220601,KLK0008807679,R,I,4,,"LINESTRING (126047.06320000067 432022.7615999989, 126112.00090000033 432188.4935999997)"
doelgroepstroken_wegvak.156,Busstrook,1 -> 1,H,600951179,2022-06-01T00:00:00,0,353,060095117920220601,KLK0008810712,L,I,2,,"LINESTRING (235470.7371999994 576563.2846000008, 235476.79850000143 576528.8095999993, 235534.00769999996 576237.5984999985, 235537.15850000083 576216.6149000004)"
doelgroepstroken_wegvak.157,Busstrook,1 -> 1,H,470553016,2021-10-01T00:00:00,0,51,047055301620211001,KLK0008810712,L,I,2,,"LINESTRING (235465.1596999988 576613.6092999987, 235470.7371999994 576563.2846000008)"
doelgroepstroken_wegvak.158,Busstrook,1 -> 1,H,600952387,2022-06-01T00:00:00,84,119,060095238720220601,KLK0008814743,R,I,3,,"LINESTRING (84633.1462999992 458103.65249999985, 84626.0912999995 458097.02120000124, 84608.32580000162 458079.37889999896, 84608.11980000138 458079.1887000017)"
doelgroepstroken_wegvak.159,Busstrook,1 -> 1,H,600952387,2022-06-01T00:00:00,119,210,060095238720220601,KLK0008814744,R,I,4,,"LINESTRING (84608.11980000138 458079.1887000017, 84604.65129999816 458075.9868000001, 84556.32569999993 458032.8123999983, 84541.70769999921 458016.91099999845)"
doelgroepstroken_wegvak.160,Busstrook,1 -> 1,H,600952386,2022-06-01T00:00:00,0,25,060095238620220601,KLK0008814744,R,I,4,,"LINESTRING (84541.70769999921 458016.91099999845, 84534.87000000104 458009.47300000116, 84525.91809999943 457997.5661999993)"
doelgroepstroken_wegvak.161,Busstrook,1 -> 1,H,213197035,2021-10-01T00:00:00,0,322,021319703520211001,KLK0009845089,L,I,4,,"LINESTRING (106883.12559999898 398584.73959999904, 106917.60289999843 398585.31909999996, 107205.34769999981 398588.2067999989)"
doelgroepstroken_wegvak.162,Busstrook,1 -> 1,H,600252574,2021-10-01T00:00:00,1437,1538,060025257420211001,KLK0009847034,M,I,2,,"LINESTRING (72713.98440000042 412894.2575000003, 72728.49540000036 412893.7778000012, 72761.93690000102 412893.3359000012, 72814.9386 412891.4114000015)"
doelgroepstroken_wegvak.163,Busstrook,1 -> 1,H,600955185,2022-06-01T00:00:00,0,62,060095518520220601,KLK0009965895,R,I,3,,"LINESTRING (234373.97300000116 444115.68569999933, 234385.5538999997 444125.4153999984, 234414.30900000036 444150.30900000036, 234420.3242000006 444156.78810000047)"
doelgroepstroken_wegvak.164,Busstrook,1 -> 1,H,65201006,2021-10-01T00:00:00,0,107,006520100620211001,KLK0009790322,L,I,2,,"LINESTRING (32921.28220000118 400893.3539999984, 32934.36219999939 400902.304299999, 32948.178199999034 400916.7633000016, 32962.14409999922 400931.08139999956, 32990.54580000043 400959.2485000007, 32998.62700000033 400966.93129999936)"
doelgroepstroken_wegvak.165,Busstrook,1 -> 1,T,65201009,2021-10-01T00:00:00,0,38,006520100920211001,KLK0009790322,M,I,2,,"LINESTRING (32921.28220000118 400893.3539999984, 32897.19559999928 400863.96290000156)"
doelgroepstroken_wegvak.166,Busstrook,1 -> 1,T,600953013,2022-10-01T00:00:00,0,1,060095301320221001,KLK0009926175,L,I,1,,"LINESTRING (126843.71209999919 434505.3458000012, 126843.28959999979 434504.43939999864)"
doelgroepstroken_wegvak.168,Busstrook,1 -> 1,H,600946018,2022-10-01T00:00:00,10,55,060094601820221001,KLK0009926190,R,I,2,,"LINESTRING (126945.79069999978 434550.3968999982, 126945.77089999989 434551.08210000023, 126945.90159999952 434555.0808000006, 126947.20340000093 434581.3159000017, 126948.30750000104 434595.31870000064)"
doelgroepstroken_wegvak.169,Busstrook,1 -> 1,H,600955191,2022-06-01T00:00:00,0,70,060095519120220601,KLK0008825307,L,I,2,,"LINESTRING (131194.59569999948 549204.8616999984, 131167.09600000083 549210.2419999987, 131133.26419999823 549213.9946000017, 131125.32660000026 549214.1754000001)"
doelgroepstroken_wegvak.170,Busstrook,1 -> 1,H,600406322,2021-05-01T00:00:00,10,22,060040632220210501,KLK0008825307,L,I,2,,"LINESTRING (131206.40630000085 549201.8216999993, 131199 549204, 131194.59569999948 549204.8616999984)"
doelgroepstroken_wegvak.171,Busstrook,1 -> 1,H,207259067,2021-10-01T00:00:00,210,318,020725906720211001,KLK0008826114,R,I,5,,"LINESTRING (103761.49390000105 429931.60339999944, 103764.4188000001 429931.1915999986, 103840.83590000123 429919.92819999903, 103867.77499999851 429914.0150000006)"
doelgroepstroken_wegvak.172,Busstrook,1 -> 1,H,600945024,2022-06-01T00:00:00,0,23,060094502420220601,KLK0008826114,R,I,5,,"LINESTRING (103867.77499999851 429914.0150000006, 103890.87070000172 429910.5614)"
doelgroepstroken_wegvak.173,Busstrook,1 -> 1,H,600945023,2022-06-01T00:00:00,0,12,060094502320220601,KLK0008826114,R,I,5,,"LINESTRING (103890.87070000172 429910.5614, 103902.7388000004 429908.7866999991)"
doelgroepstroken_wegvak.174,Busstrook,1 -> 1,T,600945022,2022-06-01T00:00:00,194,199,060094502220220601,KLK0008826115,R,I,1,,"LINESTRING (104127.94060000032 429887.6392999999, 104133.09189999849 429889.42330000177)"
doelgroepstroken_wegvak.175,Busstrook,1 -> 1,T,208259024,2021-10-01T00:00:00,0,409,020825902420211001,KLK0008826115,M,I,1,,"LINESTRING (104133.09189999849 429889.42330000177, 104174.06839999929 429892.3858000003, 104193.93679999933 429895.15100000054, 104213.64770000055 429898.5445000008, 104218.32899999991 429899.50549999997, 104237.84569999948 429904.1457999982, 104257.03779999912 429909.8123999983, 104272.0912999995 429914.7184000015, 104291.0337000005 429921.2448000014, 104309.79300000146 429928.1897, 104365.01410000026 429950.32609999925, 104520.19370000064 430013.65839999914)"
doelgroepstroken_wegvak.176,Busstrook,1 -> 1,T,209260022,2021-10-01T00:00:00,0,35,020926002220211001,KLK0008826115,M,I,1,,"LINESTRING (104520.19370000064 430013.65839999914, 104552.58570000157 430026.9158000015)"
doelgroepstroken_wegvak.177,Busstrook,1 -> 1,H,600143881,2021-10-01T00:00:00,184,197,060014388120211001,KLK0009932621,L,I,5,,"LINESTRING (192905.10460000113 452374.5278999992, 192901.68690000102 452361.98530000076)"
doelgroepstroken_wegvak.178,Busstrook,1 -> 1,H,387313008,2021-10-01T00:00:00,175,177,038731300820211001,KLK0009932662,R,I,5,,"LINESTRING (193819.44839999825 457118.2270999998, 193819.93180000037 457119.70600000024)"
doelgroepstroken_wegvak.179,Busstrook,1 -> 1,H,600143874,2022-10-01T00:00:00,0,23,060014387420221001,KLK0009932662,R,I,5,,"LINESTRING (193819.93180000037 457119.70600000024, 193821.69700000063 457125.20699999854, 193825.1640000008 457136.81599999964, 193826.62189999968 457141.7105999999)"
doelgroepstroken_wegvak.180,Busstrook,1 -> 1,H,600284426,2021-10-01T00:00:00,110,213,060028442620211001,KLK0008185535,R,I,7,,"LINESTRING (134701.22800000012 481297.8436000012, 134701.96539999917 481297.5443999991, 134748.93360000104 481278.0498000011, 134795.6999000013 481257.8999999985)"
doelgroepstroken_wegvak.181,Busstrook,1 -> 2,H,600259740,2021-10-01T00:00:00,63,134,060025974020211001,KLK0008692374,L,I,6,,"LINESTRING (91847.86450000107 451575.9860999994, 91831.0474999994 451578.4015999995, 91777.5036999993 451585.48589999974)"
doelgroepstroken_wegvak.182,Busstrook,1 -> 1,H,184302082,2021-10-01T00:00:00,0,419,018430208220211001,KLK0008692379,R,I,5,,"LINESTRING (92454.48519999906 451472.3867999986, 92870.82950000092 451425.5329999998)"
doelgroepstroken_wegvak.183,Busstrook,1 -> 1,H,184302081,2021-10-01T00:00:00,0,422,018430208120211001,KLK0008692379,R,I,5,,"LINESTRING (92454.48519999906 451472.3867999986, 92458.4990000017 451467.00189999864, 92486.77910000086 451459.01949999854, 92539.80169999972 451452.3520000018, 92640.87269999832 451441.0278000012, 92678.9728000015 451437.00620000064, 92760.46460000053 451427.5870000012, 92775.81049999967 451426.1053000018, 92842.10280000046 451421.43180000037, 92870.82950000092 451425.5329999998)"
doelgroepstroken_wegvak.184,Busstrook,1 -> 1,H,185302105,2021-10-01T00:00:00,0,1,018530210520211001,KLK0008692379,R,I,5,,"LINESTRING (92870.82950000092 451425.5329999998, 92871.82319999859 451425.4211000018)"
doelgroepstroken_wegvak.185,Busstrook,2 -> 2,H,600259800,2021-10-01T00:00:00,45,71,060025980020211001,KLK0008693301,L,I,3,,"LINESTRING (91936.19240000099 451567.14079999924, 91933.08170000091 451567.5522999987, 91910.1548999995 451566.55790000036)"
doelgroepstroken_wegvak.186,Busstrook,1 -> 1,H,364440029,2021-10-01T00:00:00,0,37,036444002920211001,KLK0008308474,L,I,4,,"LINESTRING (182292.7591000013 520218.72140000015, 182306.73050000146 520184.4605999999)"
doelgroepstroken_wegvak.187,Busstrook,2 -> 1,H,600259800,2021-10-01T00:00:00,11,45,060025980020211001,KLK0008693302,L,I,2,,"LINESTRING (91969.88129999861 451562.55270000175, 91946.28720000014 451565.8055999987, 91936.19240000099 451567.14079999924)"
doelgroepstroken_wegvak.188,Busstrook,1 -> 1,H,600259800,2021-10-01T00:00:00,0,11,060025980020211001,KLK0008693303,L,I,2,,"LINESTRING (91980.77820000052 451561.0502999984, 91969.88129999861 451562.55270000175)"
doelgroepstroken_wegvak.189,Busstrook,1 -> 1,H,600259799,2021-10-01T00:00:00,0,42,060025979920211001,KLK0008693303,L,I,2,,"LINESTRING (92022.37689999864 451556.48629999906, 91980.77820000052 451561.0502999984)"
doelgroepstroken_wegvak.190,Busstrook,1 -> 1,H,600114147,2021-10-01T00:00:00,335,443,060011414720211001,KLK0008693303,L,I,2,,"LINESTRING (92129.35520000011 451544.21350000054, 92022.37689999864 451556.48629999906)"
doelgroepstroken_wegvak.191,Busstrook,1 -> 1,H,600114170,2021-10-01T00:00:00,17,225,060011417020211001,KLK0008693336,L,I,3,,"LINESTRING (94746.38720000163 451111.7259999998, 94713.19649999961 451126.0245000012, 94700.53280000016 451130.03350000083, 94695.68210000172 451131.2718999982, 94682.06940000132 451134.08630000055, 94670.01949999854 451135.77419999987, 94658.7324000001 451136.7906999998, 94650.87750000134 451137.27969999984, 94605.48090000078 451138.86389999837, 94580.50769999996 451140.02380000055, 94570.41849999875 451140.77589999884, 94556.02329999954 451142.5353000015, 94546.16840000078 451144.1473999992, 94542.96070000157 451144.7840999998)"
doelgroepstroken_wegvak.192,Vracht- en busstrook,1 -> 1,H,600114123,2022-08-01T00:00:00,181,949,060011412320220801,KLK0009688251,L,I,3,,"LINESTRING (96288.35779999942 439724.87629999965, 96268.01029999927 439812.2087999992, 96259.52409999818 439851.29830000177, 96251.53909999877 439890.49760000035, 96241.97320000082 439940.0645000003, 96238.35269999877 439959.7386999987, 96231.40890000015 439999.1484999992, 96224.68290000036 440038.6031000018, 96218.37180000171 440079.9288999997, 96215.60539999977 440099.5626000017, 96210.60850000009 440139.26199999824, 96206.3542000018 440180.2778000012, 96204.61800000072 440200.17749999836, 96201.76880000159 440240.07660000026, 96198.76260000095 440298.87220000103, 96196.24859999865 440338.79569999874, 96192.26040000096 440389.60009999946, 96188.52169999853 440426.1358000003, 96184.31430000067 440445.80900000036, 96181.00230000168 440456.3649000004, 96169.97679999843 440481.1843000017)"
doelgroepstroken_wegvak.193,Busstrook,1 -> 1,H,600143582,2021-10-01T00:00:00,0,59,060014358220211001,KLK0008308473,R,I,4,,"LINESTRING (182409.86059999838 519962.30110000074, 182387.61030000076 520016.94469999894)"
doelgroepstroken_wegvak.194,Vracht- en busstrook,1 -> 1,H,188280010,2022-08-01T00:00:00,0,212,018828001020220801,KLK0009690318,L,I,1,,"LINESTRING (94189.77450000122 440087.49599999934, 94150.2415000014 440080.2859000005, 94021.96880000085 440056.2846999988, 93994.75310000032 440051.3511000015, 93984.5474999994 440041.9563000016)"
doelgroepstroken_wegvak.195,Vracht- en busstrook,1 -> 1,H,191281022,2022-08-01T00:00:00,0,1679,019128102220220801,KLK0009690318,L,I,1,,"LINESTRING (95784.28029999882 440593.8007999994, 95613.66369999945 440516.43129999936, 95573.56379999965 440498.7628000006, 95568.90029999986 440496.9444000013, 95550.64829999954 440488.7670999989, 95518.86620000005 440475.377700001, 95491.13879999891 440463.9219000004, 95300.03400000185 440386.2606999986, 95258.22850000113 440369.6048000008, 95222.85220000148 440355.9283999987, 95194.72410000116 440345.2622000016, 95143.08529999852 440326.3288999982, 95081.79989999905 440304.72459999844, 95067.60929999873 440299.8638000004, 95025.94220000133 440285.9101999998, 94991.30260000005 440274.72300000116, 94957.93499999866 440264.1768999994, 94919.7052000016 440252.40879999846, 94865.43439999968 440236.3729999997, 94827.03790000081 440225.47940000147, 94766.1801000014 440209.08900000155, 94732.28660000116 440200.35550000146, 94678.92040000111 440187.03550000116, 94629.29910000041 440175.21169999987, 94573.93389999866 440162.4620000012, 94534.88049999997 440153.810899999, 94475.00600000098 440140.94750000164, 94431.93930000067 440132.0876000002, 94368.14939999953 440119.60130000114, 94320.73779999837 440110.7254999988, 94271.52459999919 440101.8861999996, 94189.77450000122 440087.49599999934)"
doelgroepstroken_wegvak.196,Busstrook,1 -> 1,H,363443003,2021-10-01T00:00:00,1671,1796,036344300320211001,KLK0009694491,L,I,3,,"LINESTRING (182245.61400000006 520334.4310000017, 182292.7591000013 520218.72140000015)"
doelgroepstroken_wegvak.197,Busstrook,1 -> 1,H,209260022,2021-10-01T00:00:00,132,782,020926002220211001,KLK0009695599,M,I,1,,"LINESTRING (104642.35790000111 430063.6576000005, 104668.27329999954 430074.26419999823, 104692.92720000073 430084.2030000016, 104711.7602000013 430091.01199999824, 104730.83480000123 430097.02529999986, 104746.87449999899 430101.4448999986, 104766.37339999899 430105.9684000015, 104783.13109999895 430109.31379999965, 104798.0346999988 430111.7126000002, 104817.86879999936 430114.29190000147, 104835.00789999962 430115.8531999998, 104855 430116.9008000009, 104875 430117.1453000009, 104895 430116.57939999923, 104902.01060000062 430116.18780000135, 104921.96110000089 430114.52809999883, 104941.81650000066 430112.1218999997, 104955.01110000163 430110.07649999857, 104974.66409999877 430106.34739999846, 104982.90179999918 430104.52490000054, 105004.99689999968 430098.99159999937, 105024.16010000184 430093.23479999974, 105043.0821999982 430086.75560000166, 105050.05849999934 430084.15210000053, 105068.60339999944 430076.62409999967, 105082.25499999896 430070.53610000014, 105100.24670000002 430061.7478, 105115.34439999983 430053.6394000016, 105131.24720000103 430044.40300000086, 105148.11070000008 430033.6105000004, 105164.34310000017 430022.4849999994, 105225.5811999999 429979.2072999999, 105238.11840000004 429970.1534000002, 105246.12559999898 429965.3132000007)"
doelgroepstroken_wegvak.198,Busstrook,1 -> 1,T,600119776,2021-10-01T00:00:00,132,174,060011977620211001,KLK0009695599,L,I,1,,"LINESTRING (105283.15199999884 429947.6402999982, 105269.71909999847 429956.71189999953, 105259.25279999897 429962.2939000018, 105246.12559999898 429965.3132000007)"
doelgroepstroken_wegvak.199,Busstrook,1 -> 1,H,600119776,2021-10-01T00:00:00,1,100,060011977620211001,KLK0009695624,L,I,3,,"LINESTRING (105391.18629999831 429873.5811999999, 105371 429888, 105337.62220000103 429910.0593000017, 105309.70580000058 429929.7886000015)"
doelgroepstroken_wegvak.200,Busstrook,1 -> 1,H,600952629,2022-06-01T00:00:00,0,1,060095262920220601,KLK0009695632,L,I,5,,"LINESTRING (105413.95630000159 429857.5304000005, 105413.15639999881 429858.13049999997)"
doelgroepstroken_wegvak.201,Busstrook,1 -> 1,H,600952630,2022-06-01T00:00:00,530,767,060095263020220601,KLK0009695632,L,I,5,,"LINESTRING (105606.67379999906 429719.16120000184, 105600.66149999946 429723.5425999984, 105453.80590000004 429827.63650000095, 105413.95630000159 429857.5304000005)"
doelgroepstroken_wegvak.202,Busstrook,1 -> 1,H,339523010,2021-10-01T00:00:00,61,93,033952301020211001,KLK0008564814,R,I,3,,"LINESTRING (169845.6812000014 561614.8654000014, 169876.9125000015 561607.8935000002)"
doelgroepstroken_wegvak.203,Busstrook,1 -> 1,H,339523010,2021-10-01T00:00:00,93,156,033952301020211001,KLK0008564815,R,I,4,,"LINESTRING (169876.9125000015 561607.8935000002, 169938.39909999818 561594.1675000004)"
doelgroepstroken_wegvak.204,Busstrook,1 -> 1,H,339523010,2021-10-01T00:00:00,156,172,033952301020211001,KLK0008564816,R,I,3,,"LINESTRING (169938.39909999818 561594.1675000004, 169954.01469999924 561590.6816000007)"
doelgroepstroken_wegvak.205,Busstrook,1 -> 1,H,310538019,2022-05-01T00:00:00,0,53,031053801920220501,KLK0008570221,R,I,4,,"LINESTRING (155450.90619999915 569114.3713999987, 155460.69399999827 569126.0833999999, 155473.22690000013 569141.6052000001, 155484.17749999836 569155.621199999)"
doelgroepstroken_wegvak.206,Busstrook,1 -> 1,H,600138556,2022-05-01T00:00:00,54,101,060013855620220501,KLK0008570224,L,I,3,,"LINESTRING (155492.4851000011 569199.0170000009, 155488.9450000003 569194.1594000012, 155470.1405000016 569169.6821000017, 155463.78049999848 569161.8068999983)"
doelgroepstroken_wegvak.207,Busstrook,1 -> 1,H,600114285,2022-02-01T00:00:00,1128,1196,060011428520220201,KLK0008524533,R,I,2,,"LINESTRING (105099.65419999883 472849.0469000004, 105087.90480000153 472847.8751000017, 105078.02549999952 472846.32400000095, 105068.19429999962 472844.48050000146, 105058.4171999991 472842.30689999834, 105046.8088000007 472839.3531999998, 105036.78849999979 472836.1645999998, 105033.36510000005 472834.8145999983)"
doelgroepstroken_wegvak.208,Busstrook,1 -> 1,H,600138556,2022-05-01T00:00:00,101,174,060013855620220501,KLK0008570223,L,I,4,,"LINESTRING (155463.78049999848 569161.8068999983, 155457.5731999986 569154.1207000017, 155444.7067000009 569138.808600001, 155423.32339999825 569114.4272000007, 155416.22320000082 569106.6440999992)"
doelgroepstroken_wegvak.209,Busstrook,1 -> 1,H,600190320,2022-02-01T00:00:00,43,97,060019032020220201,KLK0008524554,L,I,3,,"LINESTRING (105234.73330000043 472436.7908000015, 105238.10090000182 472440.37680000067, 105270.83480000123 472477.1488999985)"
doelgroepstroken_wegvak.210,Busstrook,1 -> 1,H,600114285,2022-02-01T00:00:00,1196,1403,060011428520220201,KLK0008524537,R,I,3,,"LINESTRING (105033.36510000005 472834.8145999983, 105027.48559999838 472832.496199999, 105022.95160000026 472830.36360000074, 105019.09299999848 472828.31870000064, 105014.86620000005 472825.7335000001, 105008.05550000072 472821.07620000094, 105000.29300000146 472814.79129999876, 104990.28029999882 472805.49650000036, 104979.92210000008 472794.65359999985, 104921.53090000153 472729.66099999845, 104890.55099999905 472688.33100000024)"
doelgroepstroken_wegvak.211,Busstrook,1 -> 1,H,310538019,2022-05-01T00:00:00,53,97,031053801920220501,KLK0008570711,R,I,3,,"LINESTRING (155484.17749999836 569155.621199999, 155485.54019999877 569157.3654000014, 155500.83819999918 569177.8920999989, 155510.2100000009 569191.0894000009)"
doelgroepstroken_wegvak.212,Busstrook,1 -> 1,H,310538019,2022-05-01T00:00:00,97,175,031053801920220501,KLK0008570222,R,I,4,,"LINESTRING (155510.2100000009 569191.0894000009, 155511.10049999878 569192.3434000015, 155522.36560000107 569208.7679000013, 155533.36199999973 569225.4737999998, 155552.72159999982 569256.2153000012)"
doelgroepstroken_wegvak.213,Busstrook,1 -> 1,H,600480449,2022-02-01T00:00:00,6,102,060048044920220201,KLK0008545816,L,I,3,,"LINESTRING (85849.18620000035 459294.0133000016, 85854.12000000104 459299.02899999917, 85881.83920000121 459327.8674999997, 85915.95399999991 459362.99120000005)"
doelgroepstroken_wegvak.214,Busstrook,1 -> 1,H,600480483,2022-02-01T00:00:00,841,984,060048048320220201,KLK0008545866,L,I,3,,"LINESTRING (85280.92540000007 458723.8295000009, 85332.0987999998 458775.1042000018, 85382.59540000185 458824.8968000002)"
doelgroepstroken_wegvak.215,Busstrook,1 -> 1,H,600105088,2022-02-01T00:00:00,10,70,060010508820220201,KLK0008545759,R,I,3,,"LINESTRING (88440.18620000035 461955.3898999989, 88413.26990000159 461936.9699999988, 88391.45059999824 461920.4224999994)"
doelgroepstroken_wegvak.216,Busstrook,1 -> 1,H,600105088,2022-02-01T00:00:00,70,82,060010508820220201,KLK0008545760,R,I,4,,"LINESTRING (88391.45059999824 461920.4224999994, 88381.68699999899 461913.0179999992)"
doelgroepstroken_wegvak.217,Busstrook,1 -> 1,H,600481299,2022-12-01T00:00:00,342,359,060048129920221201,KLK0008547511,L,I,3,,"LINESTRING (36119.30750000104 401316.5747000016, 36120.882399998605 401316.70320000127, 36136.137499999255 401318.9512999989)"
doelgroepstroken_wegvak.218,Busstrook,1 -> 1,H,600481299,2022-12-01T00:00:00,129,342,060048129920221201,KLK0008547512,L,I,2,,"LINESTRING (35907.842099998146 401331.7034999989, 35920.33549999818 401328.69959999993, 35939.326900001615 401324.7569999993, 35959.01729999855 401321.375599999, 35972.556099999696 401319.3706, 35992.37090000138 401316.9690999985, 36012.29910000041 401315.2355000004, 36033.00450000167 401314.10550000146, 36052.99749999866 401313.68279999867, 36071.96279999986 401313.87790000066, 36091.92689999938 401314.73209999874, 36111.88910000026 401315.96920000017, 36119.30750000104 401316.5747000016)"
doelgroepstroken_wegvak.219,Busstrook,1 -> 1,H,468556037,2021-10-01T00:00:00,1440,1720,046855603720211001,KLK0008643899,L,I,4,,"LINESTRING (235341.1325000003 576863.1686999984, 235349.65790000185 576850.7217000015, 235360.95039999858 576833.5923999995, 235371.49929999933 576816.5758000016, 235381.69409999996 576799.368900001, 235390.71130000055 576783.3797999993, 235401.30559999868 576763.5155999996, 235410.39829999954 576745.6981999986, 235419.6464000009 576726.8696999997, 235428.05950000137 576708.7281999998, 235436.37310000136 576689.5623000003, 235443.96700000018 576671.057, 235449.06529999897 576658.1259999983, 235456.11609999835 576639.3999000005, 235465.1596999988 576613.6092999987)"
doelgroepstroken_wegvak.220,Busstrook,1 -> 1,T,194269111,2022-05-01T00:00:00,0,19,019426911120220501,KLK0008725680,L,I,1,,"LINESTRING (97306.25549999997 434736.41149999946, 97298.0738000013 434739.6988000013, 97292.71939999983 434742.4629999995, 97289.10889999941 434744.5229000002)"
doelgroepstroken_wegvak.221,Busstrook,1 -> 1,T,194269094,2021-10-01T00:00:00,45,509,019426909420211001,KLK0008725680,L,I,1,,"LINESTRING (97143.15139999986 434696.2958999984, 97143.05990000069 434706.01029999927, 97143.29549999908 434722.8205999993, 97143.7536999993 434732.8103, 97144.75389999896 434741.03559999913, 97145.70149999857 434745.9734000005, 97148.02459999919 434754.3643999994, 97149.8546999991 434759.03009999916, 97152.56069999933 434764.3968999982, 97155.2146999985 434768.5865000002, 97160.61850000173 434775.4712000005, 97163.98250000179 434779.03350000083, 97168.06590000167 434783.02690000087, 97175.4915000014 434789.68019999936, 97183.15810000151 434796.1224000007, 97190.94779999927 434802.40139999986, 97202.96539999917 434811.3781000003, 97215.35390000045 434819.86290000007, 97221.56549999863 434823.6972000003, 97230.18059999868 434828.695700001, 97240.49799999967 434833.9811999984, 97249.60440000147 434838.16209999844, 97259.87310000136 434842.3914999999, 97269.33249999955 434845.6889999993, 97276.77899999917 434847.554299999, 97291.18439999968 434849.4585000016, 97297.31089999899 434849.3757000007, 97306.5832999982 434849.5412000008, 97317.92550000176 434849.1273000017, 97331.33740000054 434846.560800001, 97342.10009999946 434843.00090000033, 97346.98460000008 434841.0139000006, 97352.03480000049 434838.1990999989, 97356.38129999861 434835.26000000164, 97360.23099999875 434832.11400000006, 97363.54259999841 434829.0507999994, 97366.93690000102 434825.3253000006, 97369.66899999976 434821.93090000004, 97372.56659999862 434817.1704999991, 97375.00890000165 434812.41010000184, 97376.95450000092 434807.8566999994, 97378.5689000003 434802.51669999957, 97379.52100000158 434798.0874999985, 97380.3489000015 434792.126600001, 97380.6799999997 434787.2421000004, 97380.3489000015 434781.8192999996, 97379.18980000168 434775.89990000054, 97377.57539999858 434770.84970000014, 97374.76060000062 434764.18510000035, 97371.90430000052 434758.80380000174, 97368.05460000038 434753.5881000012, 97364.70160000026 434749.9039000012, 97361.51419999823 434746.96489999816, 97357.3022999987 434743.49749999866, 97350.28249999881 434739.4338000007, 97342.23699999973 434736.3680000007, 97333.88709999993 434734.5100999996, 97328.98750000075 434733.9701000005, 97321.07490000129 434733.83680000156, 97316.14380000159 434734.19260000065, 97311.20899999887 434735.0843999982, 97306.25549999997 434736.41149999946)"
doelgroepstroken_wegvak.222,Busstrook,1 -> 1,H,218354007,2021-10-01T00:00:00,320,510,021835400720211001,KLK0008775610,L,I,3,,"LINESTRING (109481.37799999863 477156.3990999982, 109484.87810000032 477159.3436000012, 109495.2611999996 477168.98270000145, 109509.43329999968 477183.1264999993, 109519.91039999947 477193.87310000136, 109526.70309999958 477201.21229999885, 109576.78290000185 477257.04560000077, 109610.41000000015 477295.9930000007)"
doelgroepstroken_wegvak.223,Busstrook,1 -> 1,H,600123406,2022-01-01T00:00:00,154,276,060012340620220101,KLK0008433628,L,I,3,,"LINESTRING (115614.83430000022 481112.9048999995, 115613.31960000098 481106.9464999996, 115610.93809999898 481100.09959999844, 115606.69590000063 481090.35009999946, 115601.26300000027 481078.9633000009, 115593.82070000097 481066.3114, 115586.45279999822 481054.4780000001, 115583.1037000008 481050.0870999992, 115547.82299999893 481012.8929999992)"
doelgroepstroken_wegvak.224,Busstrook,1 -> 1,H,271304050,2022-01-01T00:00:00,9,38,027130405020220101,KLK0008436986,R,I,5,,"LINESTRING (135656.82330000028 452252.38610000163, 135685.8112999983 452253.2188999988)"
doelgroepstroken_wegvak.225,Busstrook,1 -> 1,H,600413677,2021-12-01T00:00:00,1272,1349,060041367720211201,KLK0008277944,L,I,3,,"LINESTRING (162047.13120000064 388621.21290000156, 162052.96920000017 388599.78730000183, 162065.48409999907 388546.8973999992)"
