Nummer;Totaal van;Jaar;Maand;Nationaliteit;Aantal Inbewaringstelling na ID-onderzoek
1;Jaar;2021;*Alle*;*Alle*;1580
2;Jaar, Maand;2021;01;*Alle*;130
2;Jaar, Maand;2021;02;*Alle*;120
2;Jaar, Maand;2021;03;*Alle*;130
2;Jaar, Maand;2021;04;*Alle*;110
2;Jaar, Maand;2021;05;*Alle*;130
2;Jaar, Maand;2021;06;*Alle*;140
2;Jaar, Maand;2021;07;*Alle*;130
2;Jaar, Maand;2021;08;*Alle*;120
2;Jaar, Maand;2021;09;*Alle*;110
2;Jaar, Maand;2021;10;*Alle*;160
2;Jaar, Maand;2021;11;*Alle*;150
2;Jaar, Maand;2021;12;*Alle*;150
3;Jaar, Nationaliteit;2021;*Alle*;Afghaanse;30
3;Jaar, Nationaliteit;2021;*Alle*;Albanese;280
3;Jaar, Nationaliteit;2021;*Alle*;Algerijnse;170
3;Jaar, Nationaliteit;2021;*Alle*;Belarussische;10
3;Jaar, Nationaliteit;2021;*Alle*;Braziliaanse;30
3;Jaar, Nationaliteit;2021;*Alle*;Brits burger;10
3;Jaar, Nationaliteit;2021;*Alle*;Bulgaarse;10
3;Jaar, Nationaliteit;2021;*Alle*;Chinese;10
3;Jaar, Nationaliteit;2021;*Alle*;Colombiaanse;20
3;Jaar, Nationaliteit;2021;*Alle*;Egyptische;30
3;Jaar, Nationaliteit;2021;*Alle*;Eritrese;10
3;Jaar, Nationaliteit;2021;*Alle*;Franse;10
3;Jaar, Nationaliteit;2021;*Alle*;Gambiaanse;20
3;Jaar, Nationaliteit;2021;*Alle*;Georgische;20
3;Jaar, Nationaliteit;2021;*Alle*;Ghanese;20
3;Jaar, Nationaliteit;2021;*Alle*;Guinese;10
3;Jaar, Nationaliteit;2021;*Alle*;Hongaarse;10
3;Jaar, Nationaliteit;2021;*Alle*;Indiase;10
3;Jaar, Nationaliteit;2021;*Alle*;Iraakse;20
3;Jaar, Nationaliteit;2021;*Alle*;Iraanse;10
3;Jaar, Nationaliteit;2021;*Alle*;Jamaicaanse;10
3;Jaar, Nationaliteit;2021;*Alle*;Letse;20
3;Jaar, Nationaliteit;2021;*Alle*;Libische;30
3;Jaar, Nationaliteit;2021;*Alle*;Litouwse;20
3;Jaar, Nationaliteit;2021;*Alle*;Macedonische/Burger van Noord-Macedonië;10
3;Jaar, Nationaliteit;2021;*Alle*;Marokkaanse;200
3;Jaar, Nationaliteit;2021;*Alle*;Moldavische;10
3;Jaar, Nationaliteit;2021;*Alle*;Mongolische;10
3;Jaar, Nationaliteit;2021;*Alle*;Nigeriaanse;50
3;Jaar, Nationaliteit;2021;*Alle*;Oekraïense;10
3;Jaar, Nationaliteit;2021;*Alle*;Onbekend;30
3;Jaar, Nationaliteit;2021;*Alle*;Pakistaanse;10
3;Jaar, Nationaliteit;2021;*Alle*;Palestijnse;10
3;Jaar, Nationaliteit;2021;*Alle*;Poolse;160
3;Jaar, Nationaliteit;2021;*Alle*;Roemeense;40
3;Jaar, Nationaliteit;2021;*Alle*;Russische;10
3;Jaar, Nationaliteit;2021;*Alle*;Soedanese;10
3;Jaar, Nationaliteit;2021;*Alle*;Somalische;20
3;Jaar, Nationaliteit;2021;*Alle*;Surinaamse;30
3;Jaar, Nationaliteit;2021;*Alle*;Syrische;20
3;Jaar, Nationaliteit;2021;*Alle*;Tunesische;40
3;Jaar, Nationaliteit;2021;*Alle*;Turkse;30
