OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,Shape__Area,Shape__Length
1230,13bf5250ec3d4b7aa64a20d1a0be838e,2020/08/24 11:43:40+00,L0004,Prorail,bestaand,0,half verhard,485,b,485,485_b,Amsterdam Hemhaven (gebied),Ahwusl-Ahwbzw,Usselincxhaven - Benzolweg ,50.178598,"50,178598",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,117533.316111,491235.9395,52.40766987,4.83659781,192.233556,283,,192.233556,114.311359913878
1231,1fa3450e10f7461fb5e680d9bd3f16e0,2022/07/27 13:33:19+00,L0004,Prorail,bestaand,0,half verhard,527,f,527,527_f,Haarlem,Hlm-Hlmjl,Haarlem - Haarlem Julianalaan ,500.787297,"500,787297",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,103261.3465,489216.631325,52.38836214,4.62718492,25864.05828,283,,25864.0582805,4205.80753114839
1232,a8c99cd3e90e47b48bb7c25e73310004,2022/11/30 14:27:50+00,L0004,Prorail,bestaand,0,half verhard,023,,23,023__,Apeldoorn - Deventer,Apd-Dv,Apeldoorn - Deventer ,11.182595,"11,182595",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,205029.459389,473060.257,52.24332019,6.11971932,9318.489587,283,,9318.489587,1466.40630456569
1233,deaf66c2b88a4db0b3bcbaf5a1e44c40,2021/01/08 16:18:42+00,L0004,Prorail,bestaand,0,half verhard,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,0.952252,"0,952252",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,208787.828268,375940.2485,51.37008441,6.15963784,1450.504424,283,,1450.5044235,236.331272202299
1234,37c3915628e6497ca5dd6534920d7c6b,2022/09/07 06:47:31+00,L0004,Prorail,bestaand,0,half verhard,034,,34,034__,Velperbroek Aansl. - Dieren,Ah-Zl,Arnhem - Zwolle ,5.464356,"5,464356",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,196829.070412,446051.322,52.0012595,5.99633889,4272.272779,283,,4272.2727785,822.642670067927
1235,1b6ecf4037734a6dbf8783653c39a87c,2020/07/10 08:02:06+00,L0004,Prorail,bestaand,0,half verhard,610,,610,610__,Dieren,Ah-Zl,Arnhem - Zwolle ,14.882116,"14,882116",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,204413.8795,451414.166817,52.04883456,6.10755983,342.232923,283,,342.2329235,126.783192951651
1236,1ec2cb76c5864fa781dafdead9842ebd,2020/08/07 16:37:34+00,L0004,Prorail,bestaand,0,half verhard,041,,41,041__,Arnhem - Elst,Ah-Vl,Arnhem - Venlo ,0.857764,"0,857764",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,187981.298479,444229.7795,51.98548425,5.8673227,2913.366095,283,,2913.3660945,536.536611884607
1237,d90e9104b62f4cc8a758f60c39d13ee2,2021/10/28 09:17:53+00,G1945,Groesbeek,bestaand,0,half verhard,048,,48,048__,Nijmegen Grens - Nijmegen,Gb-Nm,Groesbeek - Nijmegen ,1.469231,"1,469231",Noord-Oost,NO,n.v.t.,,,n.v.t.,,n.v.t.,,"ProRail, Besluit bijzondere spoorwegen",194542.215121,421595.0475,51.78161631,5.96022973,1650.952509,283,,1650.957279885,762.145485075844
1238,01107dd009554bdabcc7a95976d296e6,2020/07/10 08:04:46+00,L0004,Prorail,bestaand,0,half verhard,034,,34,034__,Velperbroek Aansl. - Dieren,Ah-Zl,Arnhem - Zwolle ,11.162902,"11,162902",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,201807.440236,448755.006,52.02516147,6.06920158,5059.953305,283,,5059.953305,977.271573186041
1239,b7d89ca95ee34274b3e2383de92ff252,2022/03/02 13:03:43+00,L0004,Prorail,bestaand,0,half verhard,041,,41,041__,Arnhem - Elst,Ah-Vl,Arnhem - Venlo ,8.1453,"8,145300",Noord-Oost,NO,Maas en Waal,28,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,187153.514,437221.049773,51.92253861,5.85461614,1397.615683,283,,1397.6156825,253.950042026127
1240,f0748c4053aa4fa7979f0569f4c7b22c,2021/08/10 08:35:00+00,L0004,Prorail,bestaand,0,half verhard,060,,60,060__,Roermond - Venlo,Mt-Vl,Maastricht - Venlo ,51.399048,"51,399048",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,199754.771,360591.514715,51.23291343,6.0279884,4963.097784,283,,4963.097784,809.218650981385
1241,de8bb46c3e8749d193aa0645e07d7261,2022/09/07 06:47:30+00,L0004,Prorail,bestaand,0,half verhard,034,,34,034__,Velperbroek Aansl. - Dieren,Ah-Zl,Arnhem - Zwolle ,3.430727,"3,430727",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,195042.67654,445197.668,51.99371887,5.97022603,5397.799038,283,,5397.799038,1032.36827940702
1242,9622dc45c49847aca073fba7269f41b6,2022/07/04 17:33:17+00,L0004,Prorail,bestaand,0,half verhard,033,,33,033__,Dieren - Zutphen,Ah-Zl,Arnhem - Zwolle ,23.760136,"23,760136",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,208017.625,459440.242611,52.12063471,6.16133889,13672.204283,283,,13672.204283,2517.64088744138
1243,ccf51cc21d464d0bb1a848e7560ba797,2019/08/07 08:46:29+00,L0004,Prorail,bestaand,0,half verhard,516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,1.017583,"1,017583",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,208734.957861,375979.0215,51.37043793,6.15888453,725.460171,283,,725.460171,116.582658431279
1244,0c5725c6deee4b01966cdfdc70af080a,2022/08/02 13:48:16+00,L0004,Prorail,bestaand,0,half verhard,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,44.583552,"44,583552",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,170484.292613,479213.7605,52.30068028,5.6142103,11.338946,283,,11.338946,18.8834232064131
1245,d8d35ceb092f4ee3b8f59d6104bea1eb,2020/11/19 16:45:13+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,67.977032,"67,977032",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,32324.4435,391137.574853,51.49588575,3.62051356,64.656798,283,,64.656798,32.4773554877844
1246,6283f3572fba44f1a9374c282e855369,2022/11/23 11:38:57+00,L0004,Prorail,bestaand,1,gesloten verharding,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,3.946684,"3,946684",Zuid,Z,Eindhoven,24,BAAN,De Peel,BAAN,Zuid,Z,ProRail,164966.437,382886.915,51.43499868,5.53052911,17.017446,283,gerealiseerd,17.017446,19.3991890632737
1247,b63e55dd8df3471cb62fc45ad71c93f1,2021/06/17 14:09:35+00,L0004,Prorail,bestaand,1,open verharding,618,c,618,618_c,Eindhoven,Bd-Ehv,Breda - Eindhoven ,58.756721,"58,756721",Zuid,Z,Eindhoven,24,BAAN,De Peel,BAAN,Zuid,Z,ProRail,161279.628,383726.537329,51.44259893,5.47752385,1522.899428,283,,1522.8994285,161.48468401532
1248,77cedec4aa60453c8f473d0c5cc93eec,2022/11/23 11:38:57+00,L0004,Prorail,bestaand,1,half verhard,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,4.399151,"4,399151",Zuid,Z,Eindhoven,24,BAAN,De Peel,BAAN,Zuid,Z,ProRail,165260.415,382543.09,51.43190287,5.53474681,196.404448,283,gerealiseerd,196.404448,106.196269912126
1249,e96bebd51a344ad09b26f34d8aa65710,2018/03/08 16:40:51+00,L0004,Prorail,bestaand,0,half verhard,209,,209,209__,Dieren - Apeldoorn,Dr-Apd,Dieren - Apeldoorn ,2.552868,"2,552868",Noord-Oost,NO,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,203704.3615,453202.037053,52.06496589,6.09747225,4085.643327,283,,4085.6433265,1337.48432840833
1250,eacf3a4a9a384266859e3f8db3b67200,2022/08/03 06:22:14+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,68.22624,"68,226240",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,32102.809371,391025.354,51.4948291,3.61736242,5263.960644,283,,5263.9606445,1022.74627773907
1251,f045a4b4d1f44a4e9a5bc8b69914ccc5,2016/12/27 19:47:33+00,L0004,Prorail,bestaand,0,half verhard,209,,209,209__,Dieren - Apeldoorn,Dr-Apd,Dieren - Apeldoorn ,4.926462,"4,926462",Noord-Oost,NO,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,202749.9625,455301.799777,52.08392064,6.08384889,6970.026932,283,,6970.0269315,1921.38002136458
1252,b3e41c736c9c45d9ba0f9c5dda59d093,2022/01/04 20:07:41+00,L0004,Prorail,bestaand,0,half verhard,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,11.185363,"11,185363",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,127568.0995,475817.91448,52.26969483,4.98531993,5536.317416,283,,5536.3174165,524.96241965275
1253,d393e9301164113be0530b29a8c0e8e6,2022/01/04 19:52:43+00,L0004,Prorail,bestaand,1,half verhard,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,7.588394,"7,588394",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,125853.7435,478985.628554,52.29807666,4.95993142,335.471462,283,,335.471462,101.458595686316
1254,7712f5c570154c3ab1d7ddeda092cfd7,2020/08/24 10:06:43+00,L0004,Prorail,bestaand,0,half verhard,490,e,490,490_e,Amsterdam Houtrakpolder (gebied),Nzlw-Amkhw,Nieuw-Zeelandweg - Amerikahavenweg ,175.178966,"175,178966",Randstad Noord,RN,n.v.t.,,,n.v.t.,,n.v.t.,,Strukton Rail Short Line,115038.121384,490638.094,52.40212086,4.80000168,21.02863,283,,21.0286305,25.1117065116663
1255,23ec3b737fa1488a914e7b6639224217,2021/02/12 17:04:14+00,L0004,Prorail,bestaand,0,half verhard,558,a,558,558_a,Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,57.26389,"57,263890",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,117331.3925,484409.633133,52.34630656,4.83439574,396.743646,283,,396.7436455,211.395533287461
1256,c3a5a1fff2c144409ae893abc4de3487,2023/01/18 09:54:37+00,L0004,Prorail,bestaand,0,half verhard,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,177.241141,"177,241141",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,116226.703007,489289.2625,52.39008398,4.81762174,857.861369,283,,857.861369,211.347182748609
1257,5b566313966f4e398495abe3d3736b47,2021/02/01 17:47:44+00,L0004,Prorail,bestaand,0,half verhard,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.846402,"80,846402",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,121883.358178,487957.327,52.37848397,4.90084663,4316.002665,283,,4316.0026645,805.825773916869
1258,07192778a3bc46e3844428eea5053784,2015/09/15 14:55:22+00,L0004,Prorail,bestaand,0,half verhard,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.607312,"80,607312",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,121710.804889,488130.9865,52.38003426,4.89829536,2465.376909,283,,2465.3769085,452.961591026581
1259,f6278612d2114d668594472b5e9070bc,2022/04/03 14:01:29+00,L0004,Prorail,bestaand,0,half verhard,060,,60,060__,Roermond - Venlo,Mt-Vl,Maastricht - Venlo ,50.970674,"50,970674",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,199526.257,360223.44277,51.22962307,6.02467077,4829.344588,283,,4829.344588,871.820129727228
1260,66e262a693924fb49d72831c9bad2655,2020/10/30 17:07:05+00,L0004,Prorail,bestaand,0,half verhard,023,,23,023__,Apeldoorn - Deventer,Apd-Dv,Apeldoorn - Deventer ,8.760883,"8,760883",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,202777.781793,472217.527,52.23594625,6.08663435,5866.973869,283,,5866.973869,1047.54549595874
1261,6328630125b04d5e8fee8dbf12fec45e,2021/01/08 16:26:57+00,L0004,Prorail,bestaand,0,half verhard,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,0.525956,"0,525956",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,209142.491783,375702.5875,51.36791443,6.16469427,4914.424608,283,,4914.4246085,692.484250077426
1262,2ad03710469d415dbac2a68b14f75235,2016/07/05 10:02:00+00,L0004,Prorail,bestaand,0,half verhard,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,65.366494,"65,366494",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,205049.463357,386640.21,51.46660042,6.10747413,25.963823,283,,25.963823,30.1112178383198
1263,6e8eaaf389bc463997755c5a09ebcc19,2017/03/24 20:11:48+00,L0004,Prorail,bestaand,0,half verhard,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,36.879009,"36,879009",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,191033.631,410381.935967,51.68106865,5.90822318,6951.382612,283,,6951.3826115,1933.09512876244
1264,b009c15c47246907e0530b29a8c00e4d,2020/10/09 10:29:23+00,L0004,Prorail,bestaand,1,half verhard,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,11.690496,"11,690496",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,124360.712666,501098.157,52.49672726,4.93602651,99.678342,283,,99.678342,44.3635299420721
1265,b009c15c48046907e0530b29a8c00e4d,2020/10/09 10:28:41+00,L0004,Prorail,bestaand,1,half verhard,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,11.629499,"11,629499",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,124307.355,501068.011749,52.49645335,4.93524359,89.77598,283,,89.77598,48.672459321091
1266,2c915a591f6240ea986f3011c43219de,2022/09/07 06:47:30+00,L0004,Prorail,bestaand,0,half verhard,034,,34,034__,Velperbroek Aansl. - Dieren,Ah-Zl,Arnhem - Zwolle ,3.953919,"3,953919",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,195565.272787,445221.797,51.99389778,5.97783753,1842.856958,283,,1842.856958,331.232767420306
1267,38bd91ab047641acbd03b06f274f3291,2022/09/06 08:14:54+00,L0004,Prorail,bestaand,0,half verhard,034,,34,034__,Velperbroek Aansl. - Dieren,Ah-Zl,Arnhem - Zwolle ,9.558641,"9,558641",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,200580.054758,447712.2265,52.01589163,6.05118042,5530.639949,283,,5530.639949,880.121879821571
1268,8326dd9d1e044144a032f6ddec391c22,2015/03/12 08:39:16+00,L0004,Prorail,bestaand,0,half verhard,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.194909,"69,194909",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,210021.9395,374788.228774,51.35961119,6.17717991,693.662078,283,,693.6620775,489.158522532962
1269,d975afd5a20c4a14b572f4d3b2df9614,2022/05/30 13:12:57+00,L0004,Prorail,bestaand,0,half verhard,023,,23,023__,Apeldoorn - Deventer,Apd-Dv,Apeldoorn - Deventer ,13.93106,"13,931060",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,207103.48424,474738.139,52.25820728,6.15034262,1650.615105,283,,1650.615105,297.925649578371
1270,e6222f46d0bd4bfb9f831034678d53c0,2021/11/04 11:18:45+00,L0004,Prorail,bestaand,0,half verhard,034,,34,034__,Velperbroek Aansl. - Dieren,Ah-Zl,Arnhem - Zwolle ,5.077206,"5,077206",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,196490.335899,445861.2325,51.99957646,5.9913833,5851.725602,283,,5851.7256025,817.600613082069
1271,b22c1e3341056893e0531529a8c02e27,2020/11/13 13:36:27+00,L0004,Prorail,bestaand,0,gesloten verharding,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,24.926548,"24,926548",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,180787.230465,578660.7225,53.19398137,5.77304054,1404.494785,283,,1404.4947855,263.33522679302
1272,efbac1da96214bb5af2d9bf65c123994,2022/07/15 12:59:43+00,L0004,Prorail,bestaand,0,half verhard,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,26.813637,"26,813637",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,71005.963693,382363.2655,51.4241292,4.17952558,32318.242504,283,,32318.2425035,5224.98369492701
1273,f02168a59a704887b6b649a743281d88,2022/03/16 12:34:45+00,L0004,Prorail,bestaand,0,half verhard,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,34.258892,"34,258892",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,189891.476882,580677.0645,53.21158316,5.9094739,2256.74285,283,,2256.7428495,719.52588218008
1274,befceba257cf4b1ce0531529a8c04556,2021/04/07 11:32:09+00,L0004,Prorail,bestaand,0,half verhard,003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,Hlg-Nscg,Harlingen - Nieuweschans Grens ,84.68175,"84,681750",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,237282.194537,579082.578,53.1920743,6.61831224,1143.760665,283,,1143.7606645,821.855150349286
1275,d4fb937b31d342929a227842b1036932,2022/02/21 14:19:49+00,L0004,Prorail,bestaand,0,half verhard,509,a,509,509_a,Baarn,Asd-Zp,Amsterdam Centraal - Zutphen ,37.287722,"37,287722",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,148880.838,467710.232563,52.19747357,5.29770205,2600.421139,283,,2600.4211385,481.470105869718
1276,b8ca42afbfb25d84e0531529a8c01171,2021/01/22 19:00:45+00,L0004,Prorail,bestaand,1,half verhard,027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,148.865661,"148,865661",Randstad Noord,RN,n.v.t.,,,n.v.t.,,n.v.t.,,Strukton Rail Short Line,125533.124919,482534.052,52.3299509,4.95492127,287.390263,283,,287.390263,88.8274448506981
1277,e4d1cae234b6408789453007bcee0688,2018/07/05 13:58:55+00,L0004,Prorail,bestaand,0,half verhard,209,,209,209__,Dieren - Apeldoorn,Dr-Apd,Dieren - Apeldoorn ,4.268214,"4,268214",Noord-Oost,NO,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,202880.553,454657.120374,52.0781153,6.08566349,1757.47621,283,,1757.47621,606.738451051648
1278,cac8b88ec35840db844dc121820a74ed,2021/01/22 18:57:28+00,L0004,Prorail,bestaand,0,half verhard,589,b,589,589_b,Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,4.149571,"4,149571",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,124156.159,481971.756089,52.3248218,4.93477307,1609.726931,283,,1609.7269315,594.360179239784
1279,040714a811e046509f7e04e54eef0df3,2021/02/12 17:03:49+00,L0004,Prorail,bestaand,0,half verhard,523,a,523,523_a,Amsterdam Sloterdijk,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,53.205505,"53,205505",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,117681.307,488423.332372,52.38240253,4.83908524,3851.291671,283,,3851.2916705,884.205354476631
1280,aa44fbac96494c45bc07234221df9a8a,2020/08/24 10:09:15+00,L0004,Prorail,bestaand,0,half verhard,490,c,490,490_c,Amsterdam Houtrakpolder (gebied),Hmta-Hrp,Hemtunnel Aansl. - Amsterdam Houtrakpolder ,104.652142,"104,652142",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,115145.9215,490565.771923,52.40147873,4.80159421,554.564539,283,,554.5645395,223.946232501731
1281,58c24bf291c64247aae7f9df046551fb,2022/01/04 19:53:30+00,L0004,Prorail,bestaand,0,half verhard,,,,,,,,,,Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,124762.2555,481002.211868,52.31614174,4.94375029,1328.237838,283,,1328.2378375,383.385652316834
1282,1bd606b3dc4042b2b51be614d998f0f8,2020/06/05 13:04:58+00,L0004,Prorail,bestaand,0,gesloten verharding,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,172.296368,"172,296368",Randstad Noord,RN,Alkmaar,7,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,116094.4605,493590.298214,52.4287286,4.81518035,980.833122,283,,980.833122,613.397675841372
1283,bd068236838b48ac9656572c6db34cab,2018/01/22 13:28:21+00,L0004,Prorail,bestaand,0,half verhard,535,a,535,535_a,Amsterdam Bijlmer Arena,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,5.978307,"5,978307",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,125091.402,480401.900277,52.31076446,4.94863053,191.543432,283,,191.543432,94.7021283329226
1284,6c9a063c49c34a54949341f2721e63e9,2020/08/24 11:42:31+00,L0004,Prorail,bestaand,0,half verhard,485,b,485,485_b,Amsterdam Hemhaven (gebied),Ahwusl-Ahwbzw,Usselincxhaven - Benzolweg ,50.133528,"50,133528",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,117496.20306,491261.5555,52.40789754,4.83604956,111.80137,283,,111.8013705,77.0218366082061
1285,bb0b76b12c6c48adbb4b1ab4d8e87ebc,2021/08/02 13:40:28+00,L0004,Prorail,bestaand,0,half verhard,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,10.272058,"10,272058",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,127125.846,476620.024897,52.27688163,4.97877479,298.397299,283,,298.397299,198.166031163742
1286,a929fe53033e48d39973d5c5c9c5ae77,2021/08/26 06:22:44+00,L0004,Prorail,bestaand,0,half verhard,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,1.969085,"1,969085",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,123129.211,483893.902178,52.34203832,4.91952793,634.141636,283,,634.141636,195.731927105204
1287,699ad1151670470fb18b0da3c14b4a18,2022/03/15 07:34:26+00,L0004,Prorail,bestaand,0,half verhard,049,,49,049__,Nijmegen - Beugen,Ah-Vl,Arnhem - Venlo ,29.267336,"29,267336",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,188023.3115,417364.713596,51.74401703,5.86536116,6726.043306,283,,6726.0433065,1660.32258392865
1288,857edb3c12a64601b7b99fdfbf4e9630,2020/07/10 08:00:47+00,L0004,Prorail,bestaand,0,half verhard,165,,165,165__,Kijfhoek - Moerdijkbrug,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,219.022424,"219,022424",Randstad Zuid,RZ,HSL,70,BAAN,OPC: 70-HSL,BAAN,Randstad Zuid,RZ,ProRail,99773.158279,421877.794,51.78282865,4.58685321,9.983319,283,,9.983319,12.6506382767112
1289,4ac6d375d2cf48e0b470ee068a018290,2020/07/10 08:03:37+00,L0004,Prorail,bestaand,0,half verhard,033,,33,033__,Dieren - Zutphen,Ah-Zl,Arnhem - Zwolle ,16.911873,"16,911873",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,205585.414,453081.377343,52.06371283,6.12488414,797.118802,283,,797.1188015,172.306928807035
1290,45d6d0971aa74c478e3a15dfd59860c5,2015/02/25 07:34:35+00,L0004,Prorail,bestaand,0,half verhard,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,62.13983,"62,139830",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,203410.353256,389400.8445,51.49155655,6.08426703,2136.462228,283,,2136.4622285,597.527942262959
1291,1305ddd87ff0478d859c33c0770f70dc,2015/03/12 08:16:17+00,L0004,Prorail,bestaand,0,gesloten verharding,516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,2.190368,"2,190368",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,207872.3175,376781.391377,51.37773108,6.14661725,215.836154,283,,215.836154,146.910841397832
