IMGEO_KLASSE;IMGEO_TYPE_PLUS;X;Y;LONG;LAT;ID
Mast;bovenleidingmast;78518.68;451244.146;4.2723534152477525;52.044234694837485;55408379
Mast;bovenleidingmast;77681.927;453294.003;4.25969460605068;52.06253999019875;55408213
Mast;bovenleidingmast;77919.292;450573.174;4.26376916913976;52.03812185322075;55408246
Mast;bovenleidingmast;78030.195;452158.781;4.265028181915206;52.0523866176076;55408251
Mast;bovenleidingmast;79808.62;451189.05;4.291165361148875;52.04391603791047;55408683
Mast;bovenleidingmast;79452.735;454183.742;4.2853163197747195;52.070780115178046;60419998
Mast;bovenleidingmast;79720.412;454326.067;4.289188418606366;52.072095593552184;60420029
Mast;bovenleidingmast;79662.816;455406.042;4.288110042632049;52.081793174686524;60420035
Mast;bovenleidingmast;79678.861;455355.34;4.288355276102919;52.08133971410931;60420041
Mast;bovenleidingmast;78509.152;456580.329;4.271018916813571;52.09218790829194;5239056
Mast;bovenleidingmast;78524.937;456996.581;4.271155844687234;52.09593079377763;5239060
Mast;bovenleidingmast;78526.357;457044.224;4.271165875907231;52.09635914004525;5239061
Mast;bovenleidingmast;78635.421;457094.736;4.272745925074984;52.096828131382374;5239080
Mast;bovenleidingmast;78641.273;457157.716;4.272817205120718;52.097394916971524;5239093
Mast;bovenleidingmast;79655.914;458812.781;4.287256371481183;52.112407475653455;5239611
Mast;bovenleidingmast;79825.012;459274.781;4.289622617848487;52.116582311574994;5239717
Mast;bovenleidingmast;79797.721;459329.651;4.289212112350336;52.11707169923179;65632444
Mast;bovenleidingmast;79716.182;458795.903;4.288139798544959;52.11226400365443;5239675
Mast;bovenleidingmast;78899.625;456760.697;4.276675566526904;52.093862631229506;5239202
Mast;bovenleidingmast;78958.308;457806.683;4.277298415967497;52.103270598940384;5239311
Mast;bovenleidingmast;79020.653;457687.804;4.27823474601055;52.10221083994422;5239293
Mast;bovenleidingmast;78951.295;457652.293;4.277230526447098;52.1018821883576;5239296
Mast;bovenleidingmast;79097.793;456516.266;4.279621316512535;52.091693223174;5239314
Mast;bovenleidingmast;79076.505;456472.974;4.279320372487067;52.09130125340922;5239317
Mast;bovenleidingmast;79113.915;456139.234;4.279940434988441;52.08830717452335;5239327
Mast;bovenleidingmast;79160.745;456643.53;4.280511455048843;52.0928455296952;5239345
Mast;bovenleidingmast;79151.662;455413.456;4.2806525007208;52.08179001967125;5239355
Mast;bovenleidingmast;79293.016;455795.625;4.282629527381317;52.08524379408837;5239389
Mast;bovenleidingmast;79283.444;458757.749;4.281831887576809;52.111862070858855;5239410
Mast;bovenleidingmast;79322.118;458763.157;4.282395179896503;52.111915962233425;5239417
Mast;bovenleidingmast;79412.701;458960.106;4.2836736427434206;52.11369825516069;5239466
Mast;bovenleidingmast;79887.284;459238.654;4.290539619738239;52.116266110266665;65632478
Mast;bovenleidingmast;79529.512;459066.15;4.2853552131031885;52.11466718258541;65632280
Mast;bovenleidingmast;79484.784;458964.218;4.284724913590874;52.1137450526271;5239532
Mast;bovenleidingmast;79883.739;459267.603;4.290481485325779;52.11652578338632;65632482
Mast;bovenleidingmast;79783.826;459323.661;4.289010597066679;52.117015979992956;65633739
Mast;bovenleidingmast;79814.121;459175.922;4.28948545984791;52.11569242044712;65632315
Mast;bovenleidingmast;79813.928;459282.386;4.289459136933448;52.11664914857417;65632464
Mast;bovenleidingmast;79871.896;459218.087;4.290319527986329;52.1160791921447;65632473
Mast;bovenleidingmast;79788.715;459300.479;4.28908708644353;52.116808316369095;65632325
Mast;bovenleidingmast;79808.84;459291.688;4.289382809380369;52.11673205075914;65632463
Mast;bovenleidingmast;80793.865;454030.74;4.304907127638047;52.06958642234867;65391393
Mast;bovenleidingmast;80727.305;453982.23;4.303947070896008;52.06914155425302;65391331
Mast;bovenleidingmast;79537.066;458896.613;4.285503044497212;52.113144645066505;5239547
Mast;bovenleidingmast;80529.239;457272.29;4.30034051616945;52.09868181282426;5239837
Mast;bovenleidingmast;79509.136;459044.672;4.28506254265099;52.11447138732996;5239559
Mast;bovenleidingmast;86270.529;451855.926;4.385209756846427;52.05074810152233;65410735
Mast;bovenleidingmast;79561.594;458881.83;4.285864345270353;52.113015140816145;5239568
Mast;bovenleidingmast;80272.694;453728.836;4.2973732472897765;52.066803225925206;66257577
Mast;bovenleidingmast;80262.117;453746.89;4.2972150658009385;52.0669640455661;66257580
Mast;bovenleidingmast;79797.951;452115.659;4.2908059621725405;52.05224179235741;66263695
Mast;bovenleidingmast;79830.564;452163.223;4.291270890739654;52.05267366233357;65415805
Mast;bovenleidingmast;82006.581;454108.305;4.322575053558608;52.07044461998078;66288534
Mast;bovenleidingmast;82085.738;454172.977;4.32371557413917;52.07103623972525;66288583
Mast;bovenleidingmast;80876.244;457083;4.3054451747102735;52.097027301762964;5239848
Mast;bovenleidingmast;78849.635;457612.861;4.275755820606638;52.10151384767018;5239183
Mast;bovenleidingmast;78825.72;457610.299;4.275407406343587;52.101487532577174;5239186
Mast;bovenleidingmast;82086.955;454198.483;4.323727873296178;52.071265617110384;66288585
Mast;bovenleidingmast;78979.841;456522.354;4.277899085539062;52.09173174809377;5239248
Mast;bovenleidingmast;79118.139;456557.256;4.279909034568384;52.09206437574172;5239320
Mast;bovenleidingmast;79168.738;456639.699;4.280628924943205;52.09281219685211;5239346
Mast;bovenleidingmast;79781.81;452159.958;4.2905609254097925;52.052637705485466;65415806
Mast;bovenleidingmast;79423.964;458965.173;4.283836922315508;52.113745329260325;5239464
Mast;bovenleidingmast;79402.201;458857.31;4.283543192781053;52.112773030094985;5239481
Mast;bovenleidingmast;79491.044;455553.915;4.285571774278244;52.08309866547847;5239503
Mast;bovenleidingmast;82104.636;454222.306;4.323980629838819;52.07148203674968;66288588
Mast;bovenleidingmast;79329.789;458799.821;4.282499002318069;52.11224649752679;5239414
Mast;bovenleidingmast;79437.014;455663.878;4.284759288788335;52.084079497226156;5239448
Mast;bovenleidingmast;79709.888;458787.795;4.288049721256002;52.112190283371916;5239674
