product;provincie;gemeente;feitcode;omschrijving;zaken;bedrag
Wahv;Groningen;Groningen;VA008;Overschrijding maximum snelheidbinnen bebouwde kom, met 8 km/h;1501;81641
Wahv;Groningen;Groningen;VA009;Overschrijding maximum snelheidbinnen bebouwde kom, met 9 km/h;1292;81949
Wahv;Groningen;Groningen;VA010;Overschrijding maximum snelheidbinnen bebouwde kom, met 10 km/h;1086;78781
Wahv;Groningen;Groningen;VA011;Overschrijding maximum snelheidbinnen bebouwde kom, met 11 km/h;880;84163
Wahv;Groningen;Groningen;VA012;Overschrijding maximum snelheidbinnen bebouwde kom, met 12 km/h;702;74087
Wahv;Groningen;Groningen;VA013;Overschrijding maximum snelheidbinnen bebouwde kom, met 13 km/h;581;67074
Wahv;Groningen;Groningen;VA014;Overschrijding maximum snelheidbinnen bebouwde kom, met 14 km/h;440;54450
Wahv;Groningen;Groningen;VA015;Overschrijding maximum snelheidbinnen bebouwde kom, met 15 km/h;414;55276
Wahv;Groningen;Groningen;VA016;Overschrijding maximum snelheidbinnen bebouwde kom, met 16 km/h;341;49152
Wahv;Groningen;Groningen;VA017;Overschrijding maximum snelheidbinnen bebouwde kom, met 17 km/h;271;41593
Wahv;Groningen;Groningen;VA018;Overschrijding maximum snelheidbinnen bebouwde kom, met 18 km/h;248;41002
Wahv;Groningen;Groningen;VA019;Overschrijding maximum snelheidbinnen bebouwde kom, met 19 km/h;202;35508
Wahv;Groningen;Groningen;VA020;Overschrijding maximum snelheidbinnen bebouwde kom, met 20 km/h;156;29841
Wahv;Groningen;Groningen;VA021;Overschrijding maximum snelheidbinnen bebouwde kom, met 21 km/h;141;28590
Wahv;Groningen;Groningen;VA022;Overschrijding maximum snelheidbinnen bebouwde kom, met 22 km/h;99;21261
Wahv;Groningen;Groningen;VA023;Overschrijding maximum snelheidbinnen bebouwde kom, met 23 km/h;85;19441
Wahv;Groningen;Groningen;VA024;Overschrijding maximum snelheidbinnen bebouwde kom, met 24 km/h;67;16131
Wahv;Groningen;Groningen;VA025;Overschrijding maximum snelheidbinnen bebouwde kom, met 25 km/h;49;12528
Wahv;Groningen;Groningen;VA026;Overschrijding maximum snelheidbinnen bebouwde kom, met 26 km/h;56;15201
Wahv;Groningen;Groningen;VA027;Overschrijding maximum snelheidbinnen bebouwde kom, met 27 km/h;39;11178
Wahv;Groningen;Groningen;VA028;Overschrijding maximum snelheidbinnen bebouwde kom, met 28 km/h;34;10274
Wahv;Groningen;Groningen;VA029;Overschrijding maximum snelheidbinnen bebouwde kom, met 29 km/h;37;11714
Wahv;Groningen;Groningen;VA030;Overschrijding maximum snelheidbinnen bebouwde kom, met 30 km/h;24;8016
Wahv;Groningen;Groningen;VB004;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 4 km/h;391;10785
Wahv;Groningen;Groningen;VB005;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 5 km/h;313;10819
Wahv;Groningen;Groningen;VB006;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 6 km/h;261;10624
Wahv;Groningen;Groningen;VB007;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 7 km/h;211;10315
Wahv;Groningen;Groningen;VB008;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 8 km/h;189;10268
Wahv;Groningen;Groningen;VB009;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 9 km/h;151;9513
Wahv;Groningen;Groningen;VB010;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 10 km/h;122;8885
Wahv;Groningen;Groningen;VB011;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 11 km/h;104;10145
Wahv;Groningen;Groningen;VB012;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 12 km/h;95;10139
Wahv;Groningen;Groningen;VB013;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 13 km/h;70;8093
Wahv;Groningen;Groningen;VB014;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 14 km/h;64;7872
Wahv;Groningen;Groningen;VB015;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 15 km/h;63;8535
Wahv;Groningen;Groningen;VB016;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 16 km/h;41;5955
Wahv;Groningen;Groningen;VB017;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 17 km/h;35;5467
Wahv;Groningen;Groningen;VB018;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 18 km/h;33;5441
Wahv;Groningen;Groningen;VB019;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 19 km/h;25;4465
Wahv;Groningen;Groningen;VB020;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 20 km/h;50;9550
Wahv;Groningen;Groningen;VB021;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 21 km/h;18;3654
Wahv;Groningen;Groningen;VB022;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 22 km/h;30;6450
Wahv;Groningen;Groningen;VB023;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 23 km/h;26;5950
Wahv;Groningen;Groningen;VB024;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 24 km/h;15;3693
Wahv;Groningen;Groningen;VB025;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 25 km/h;8;2048
Wahv;Groningen;Groningen;VB026;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 26 km/h;10;2695
Wahv;Groningen;Groningen;VB027;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 27 km/h;38;10906
Wahv;Groningen;Groningen;VB028;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 28 km/h;23;6992
Wahv;Groningen;Groningen;VB029;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 29 km/h;18;5706
Wahv;Groningen;Groningen;VB030;Overschrijding maximumsnelheid binnen debebouwde kom, (verkeersbord A1)met 30 km/h;15;5010
Wahv;Groningen;Groningen;VD013;Overschrijding maximumsnelheid binnen debebouwde kom (verkeersbord A1 + wegwerk)met 13 km/h;1;158
Wahv;Groningen;Groningen;VD024;Overschrijding maximumsnelheid binnen debebouwde kom (verkeersbord A1 + wegwerk)met 24 km/h;1;319
Wahv;Groningen;Groningen;VF004;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 4 km/h;52;1287
Wahv;Groningen;Groningen;VF005;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 5 km/h;37;1184
Wahv;Groningen;Groningen;VF006;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 6 km/h;31;1147
Wahv;Groningen;Groningen;VF007;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 7 km/h;31;1353
Wahv;Groningen;Groningen;VF008;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 8 km/h;21;1050
Wahv;Groningen;Groningen;VF009;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 9 km/h;13;741
Wahv;Groningen;Groningen;VF010;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 10 km/h;16;1072
Wahv;Groningen;Groningen;VF011;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 11 km/h;10;900
Wahv;Groningen;Groningen;VF012;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 12 km/h;14;1400
Wahv;Groningen;Groningen;VF013;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 13 km/h;9;990
Wahv;Groningen;Groningen;VF014;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 14 km/h;10;1170
Wahv;Groningen;Groningen;VF015;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 15 km/h;7;903
Wahv;Groningen;Groningen;VF016;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 16 km/h;4;548
Wahv;Groningen;Groningen;VF017;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 17 km/h;5;735
Wahv;Groningen;Groningen;VF018;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 18 km/h;3;471
Wahv;Groningen;Groningen;VF019;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 19 km/h;3;510
Wahv;Groningen;Groningen;VF020;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 20 km/h;4;732
Wahv;Groningen;Groningen;VF021;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 21 km/h;1;191
Wahv;Groningen;Groningen;VF022;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 22 km/h;2;406
Wahv;Groningen;Groningen;VF023;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 23 km/h;2;430
Wahv;Groningen;Groningen;VF024;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 24 km/h;3;687
Wahv;Groningen;Groningen;VF025;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 25 km/h;1;241
Wahv;Groningen;Groningen;VF026;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 26 km/h;2;512
Wahv;Groningen;Groningen;VF027;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 27 km/h;1;269
Wahv;Groningen;Groningen;VF028;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 28 km/h;2;566
Wahv;Groningen;Groningen;VG004;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 4 km/h (verkeersbord A 1);1294;31992
Wahv;Groningen;Groningen;VG005;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 5 km/h (verkeersbord A 1);968;31556
Wahv;Groningen;Groningen;VG006;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 6 km/h (verkeersbord A 1);736;27952
Wahv;Groningen;Groningen;VG007;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 7 km/h (verkeersbord A 1);595;26496
Wahv;Groningen;Groningen;VG008;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 8 km/h (verkeersbord A 1);489;25433
Wahv;Groningen;Groningen;VG009;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 9 km/h (verkeersbord A 1);436;25235
Wahv;Groningen;Groningen;VG010;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 10 km/h (verkeersbord A 1);336;22989
Wahv;Groningen;Groningen;VG011;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 11 km/h (verkeersbord A 1);257;23697
Wahv;Groningen;Groningen;VG012;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 12 km/h (verkeersbord A 1);226;23014
Wahv;Groningen;Groningen;VG013;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 13 km/h (verkeersbord A 1);183;20450
Wahv;Groningen;Groningen;VG014;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 14 km/h (verkeersbord A 1);128;15092
Wahv;Groningen;Groningen;VG015;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 15 km/h (verkeersbord A 1);137;17843
Wahv;Groningen;Groningen;VG016;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 16 km/h (verkeersbord A 1);94;13081
Wahv;Groningen;Groningen;VG017;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 17 km/h (verkeersbord A 1);76;11330
Wahv;Groningen;Groningen;VG018;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 18 km/h (verkeersbord A 1);65;10448
Wahv;Groningen;Groningen;VG019;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 19 km/h (verkeersbord A 1);59;10068
Wahv;Groningen;Groningen;VG020;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 20 km/h (verkeersbord A 1);41;7657
Wahv;Groningen;Groningen;VG021;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 21 km/h (verkeersbord A 1);26;5216
Wahv;Groningen;Groningen;VG022;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 22 km/h (verkeersbord A 1);43;8782
Wahv;Groningen;Groningen;VG023;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 23 km/h (verkeersbord A 1);14;3010
Wahv;Groningen;Groningen;VG024;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 24 km/h (verkeersbord A 1);17;3947
Wahv;Groningen;Groningen;VG025;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 25 km/h (verkeersbord A 1);18;4338
Wahv;Groningen;Groningen;VG026;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 26 km/h (verkeersbord A 1);16;4152
Wahv;Groningen;Groningen;VG027;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 27 km/h (verkeersbord A 1);13;3497
Wahv;Groningen;Groningen;VG028;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 28 km/h (verkeersbord A 1);8;2264
Wahv;Groningen;Groningen;VG029;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 29 km/h (verkeersbord A 1);3;900
Wahv;Groningen;Groningen;VG030;Overschrijding maximum snelheid op(auto)wegen buiten bebouwde kom,met 30 km/h (verkeersbord A 1);4;1268
Wahv;Groningen;Groningen;VL017;Overschrijding maximum snelheid opautosnelwegen, met 17 km/h;1;137
Wahv;Groningen;Groningen;VL018;Overschrijding maximum snelheid opautosnelwegen, met 18 km/h;3;441
Wahv;Groningen;Groningen;VL020;Overschrijding maximum snelheid opautosnelwegen, met 20 km/h;1;170
Wahv;Groningen;Groningen;VL025;Overschrijding maximum snelheid opautosnelwegen, met 25 km/h;2;506
Wahv;Groningen;Groningen;VL026;Overschrijding maximum snelheid opautosnelwegen, met 26 km/h;2;468
Wahv;Groningen;Groningen;VL027;Overschrijding maximum snelheid opautosnelwegen, met 27 km/h;1;246
Wahv;Groningen;Groningen;VL028;Overschrijding maximum snelheid opautosnelwegen, met 28 km/h;2;514
Wahv;Groningen;Groningen;VL029;Overschrijding maximum snelheid opautosnelwegen, met 29 km/h;1;270
Wahv;Groningen;Groningen;VL036A;Overschrijding maximum snelheid opautosnelwegen, met 36 km/h;2;734
Wahv;Groningen;Groningen;VM017;Overschrijding maximum snelheid opautosnelwegen, met 17 km/h(verkeersbord A 1);2;274
Wahv;Groningen;Groningen;VM024;Overschrijding maximum snelheid opautosnelwegen, met 24 km/h(verkeersbord A 1);2;430
Wahv;Groningen;Groningen;VM026;Overschrijding maximum snelheid opautosnelwegen, met 26 km/h(verkeersbord A 1);1;230
Wahv;Groningen;Groningen;VM027;Overschrijding maximum snelheid opautosnelwegen, met 27 km/h(verkeersbord A 1);1;242
Wahv;Groningen;Groningen;VM029;Overschrijding maximum snelheid opautosnelwegen, met 29 km/h(verkeersbord A 1);1;270
Wahv;Groningen;Groningen;VM030;Overschrijding maximum snelheid opautosnelwegen, met 30 km/h(verkeersbord A 1);1;284
Wahv;Groningen;Groningen;VM033A;Overschrijding maximum snelheid opautosnelwegen, met 33 km/h(verkeersbord A 1);1;323
Wahv;Groningen;Groningen;VM035A;Overschrijding maximum snelheid opautosnelwegen, met 35 km/h(verkeersbord A 1);2;696
Wahv;Groningen;Groningen;VM036A;Overschrijding maximum snelheid opautosnelwegen, met 36 km/h(verkeersbord A 1);1;367
Wahv;Groningen;Groningen;VM037A;Overschrijding maximum snelheid opautosnelwegen, met 37 km/h(verkeersbord A 1);2;768
Wahv;Groningen;Groningen;VS014;Overschrijding van de maximumsnelheidbinnen de bebouwde kom (bord A130 km/h) met 14 km/h;1;170
Wahv;Groningen;Groningen;VS016;Overschrijding van de maximumsnelheidbinnen de bebouwde kom (bord A130 km/h) met 16 km/h;1;195
Wahv;Groningen;Groningen;VS018;Overschrijding van de maximumsnelheidbinnen de bebouwde kom (bord A130 km/h) met 18 km/h;1;223
Wahv;Groningen;Groningen;VS019;Overschrijding van de maximumsnelheidbinnen de bebouwde kom bord A130 km/h) met 19 km/h;1;241
Wahv;Groningen;Groningen;VS020;Overschrijding van de maximumsnelheidbinnen de bebouwde kom bord A130 km/h met 20 km/h;1;257
Wahv;Groningen;Groningen;VS023;Overschrijding van de maximumsnelheidbinnen de bebouwde kom (bord A130 km/h) met 23 km/h;1;302
OM-afdoening;Groningen;Het Hogeland;D517;Niet voldoen aan verplichting om identi-teitsbewijs ter inzage aan te bieden;1;95
OM-afdoening;Groningen;Het Hogeland;D530;Zich in kennelijke staat van dronken-schap op de openbare weg bevinden;2;190
OM-afdoening;Groningen;Het Hogeland;D537;Zonder gerechtigd bevinden op grondwaarvan toegang blijkbare wijze verboden;2;190
OM-afdoening;Groningen;Het Hogeland;D537B;zich niet houden aan de toegangsvoor-waarden van de eigenaar;1;95
OM-afdoening;Groningen;Het Hogeland;F121A;Op openbare plaats alcoholhoudendedrank nuttigen binnen aangew. gebied;1;95
OM-afdoening;Groningen;Het Hogeland;F121B;Aangebroken flessen e.d. met alcoholhou-dende drank bij zich openbare plaats;1;95
OM-afdoening;Groningen;Het Hogeland;GA305A;Rijden onder invloed, alcoholgehalteadem 95 t/m 230µg/l.(beg. bestuurder);1;300
OM-afdoening;Groningen;Het Hogeland;H025;Afval buiten een inrichting storten/opof in de bodem brengen/te verbranden;1;380
OM-afdoening;Groningen;Het Hogeland;H645A;Binnenvisserij uitoefenen zndr schrift.toestemming rechthebbende mt 1/2 hengels;2;280
OM-afdoening;Groningen;Het Hogeland;H647B;Nt op 1e vord. tr inzage afg. schrift.toest.;1;95
OM-afdoening;Groningen;Het Hogeland;K055;Rijden zonder geldig rijbewijs;4;860
OM-afdoening;Groningen;Het Hogeland;K060F;Rijden tw. rijbewijs geldigh. heeft ver-loren, verstrijken geldigh.duur (>1 jr);1;360
OM-afdoening;Groningen;Het Hogeland;P141B;Voertuig overschrijdt met (deelbare)lading maximum breedte; +20 t/m 45 cm;1;420
OM-afdoening;Groningen;Het Hogeland;R469;Op autoweg keren met motorvoertuig;1;380
OM-afdoening;Groningen;Het Hogeland;R482;Als bestuurder voetganger niet voorlaten gaan op voetgangersoversteekplaats;2;760
OM-afdoening;Groningen;Het Hogeland;R628B;Niet stoppen voor stopteken gegeven doormiddel van een politietransparant;2;520
OM-afdoening;Groningen;Het Hogeland;VA035;Overschrijding max. snelheid binnenbebouwde kom, van 31 tot 35 km/h;2;740
OM-afdoening;Groningen;Het Hogeland;VA040;Overschrijding max. snelheid binnenbebouwde kom, van 35 tot 40 km/h;4;1380
OM-afdoening;Groningen;Het Hogeland;VA045;Overschrijding maximum snelheid binnenbebouwde kom, van 40 tot 45 km/h;5;1080
OM-afdoening;Groningen;Het Hogeland;VA050;Overschrijding maximum snelheid binnenbebouwde kom, van 45 tot 50 km/h;1;0
OM-afdoening;Groningen;Het Hogeland;VA055;Overschrijding maximum snelheid binnenbebouwde kom, van 50 tot 55 km/h;2;0
OM-afdoening;Groningen;Het Hogeland;VA065;Overschrijding maximum snelheid binnenbebouwde kom, van 60 tot 65 km/h;1;0
OM-afdoening;Groningen;Het Hogeland;VF035;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 31-35 km/h;5;1360
OM-afdoening;Groningen;Het Hogeland;VF040;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 35-40 km/h;5;1640
OM-afdoening;Groningen;Het Hogeland;VF050;Overschrijding max snelheid (auto)wegenbuiten bebouwde kom, van 45-50 km/h;1;630
OM-afdoening;Groningen;Het Hogeland;VG035;Overschrijding max snelheid (auto)wegenbuiten beb.kom 31-35 km/h (verkeersb A1);4;1360
OM-afdoening;Groningen;Het Hogeland;VG040;Overschrijding max snelheid (auto)wegenbuiten beb.kom 35-40 km/h (verkeersb A1);1;410
OM-afdoening;Groningen;Het Hogeland;VG045;Overschrijding max snelheid (auto)wegenbuiten beb.kom 40-45 km/h (verkeersb.A1);2;1020
OM-afdoening;Groningen;Het Hogeland;VG050;Overschrijding max snelheid (auto)wegenBuiten beb.kom 45-50 km/h (verkeersb A1);2;1260
OM-afdoening;Groningen;Het Hogeland;VS035;Overschrijding max.snelheid bibekom(Bord A1 30 km/h) met 31-35 km/h;2;940
OM-afdoening;Groningen;Het Hogeland;W300B;Als schipper van een schip op binnenwa-teren varen zndr.geldig klein vaarbewijs;1;550
Wahv;Groningen;Het Hogeland;K045A;voor het motorrijtuig met een toegestanemaximummassa van 3500 kg of minderis geen keuringsbewijs afgegeven;1;140
Wahv;Groningen;Het Hogeland;K045B;voor het motorrijtuig met een toegestanemaximummassa v 3500 kg of minder heefthet keuringsbewijs geldigheid verloren;22;3080
Wahv;Groningen;Het Hogeland;K046A;voor motorrijtuig of aanhangwagen mettoegestane maximummassa van meer dan3500kg is geen keuringsbewijs afgegeven;4;1600
Wahv;Groningen;Het Hogeland;K150C;Niet op eerste vordering behoorlijk hetrijbewijs ter inzage afgeven;2;190
Wahv;Groningen;Het Hogeland;N010D;Als bestuurder van een voertuig rijden,terwijl het kenteken niet goed leesbaaris;1;95
Wahv;Groningen;Het Hogeland;N060HA;als bestuurder van een voertuig rijdenterwijl het breder is dan 3 m met eenoverschr. van 0,01 m t/m 0,25 m;1;140
Wahv;Groningen;Het Hogeland;N110E;Als bestuurder van een voertuig rijden,terwijl het uitlaatsysteem niet behoor-lijk geluiddempend is;1;110
Wahv;Groningen;Het Hogeland;N270R;Als bestuurder van een voertuig rijden,terwijl een band niet voldoet aan deeisen t.a.v.de profilering;1;95
Wahv;Groningen;Het Hogeland;N480A;Als bestuurder van een voertuig rijden,terwijl het voertuig scherpe delen heeft;2;480
Wahv;Groningen;Het Hogeland;N480B;als bestuurder van een voertuig rijden,terwijl het voertuig niet afgeschermdeuitstekende delen heeft;1;240
Wahv;Groningen;Het Hogeland;N514D;als best. van een voertuig rijden, ter-wijl voertuig niet voorzien is van goedgoed werkende remlichten;1;140
Wahv;Groningen;Het Hogeland;N519;niet voorzien van afgeknotte driehoekvoorzien van goedkeuringsmerk;1;95
Wahv;Groningen;Het Hogeland;N560;als bestuurder van een voertuig rijden,terwijl de dimlichten niet aan de eisenvoldoen;1;95
Wahv;Groningen;Het Hogeland;N650;als bestuurder van een voertuig rijden,terwijl het is voorzien van meer lichtenof retroreflect. voorz. dan toegestaan;1;140
Wahv;Groningen;Het Hogeland;N660A;Met voertuig rijden, terwijl de koppe-ling niet deugdelijk is (bevestigd)/nietvoldoet aan de daaraan gestelde eisen;1;240
Wahv;Groningen;Het Hogeland;P060A;vtg gebonden lading zodanig vervoerendat gevaar bestaat voor v.h. vtg vallen(stophout, dekzeil etc.);1;380
Wahv;Groningen;Het Hogeland;P061;Met een vtg rijden, met gevaar dat deniet deugdelijk afgedekte losse ladingeraf valt;1;380
Wahv;Groningen;Het Hogeland;P081;Als bestuurder van een voertuig rijden,terwijl het verwisselbare uitrustingstukscherpe delen heeft;2;480
Wahv;Groningen;Het Hogeland;P082;Als bestuurder van een voertuig rijden,terw. verwisselbare uitrustingsstuk nietafgeschermde uitstekende delen heeft;1;240
Wahv;Groningen;Het Hogeland;P100D;kenteken op aanhanger niet goed bevestigd/leesbaar en/of afgeschermd en/ofgoedkeuringsmerk;1;140
Wahv;Groningen;Het Hogeland;P211D;lading die niet aan functie uitrustings-stuk is gerelateerd rust opverwisselbaar uitrustingsstuk;1;140
Wahv;Groningen;Het Hogeland;P211F;verwisselbaar uitrustingsstuk dat meerdan 1 m uitsteekt is niet voorzien vanvereiste markering;1;140
Wahv;Groningen;Het Hogeland;P211G;voertuigdeel/verwisselbare gedragenuitrustingsstuk > 3.50 m voor hartstuurwiel;2;480
Wahv;Groningen;Het Hogeland;P380;Verlichting aanhangwagen, is nietzodanig aangesloten, dat deze overeen-komen met trekkend voertuig;1;140
Wahv;Groningen;Het Hogeland;P382;de verlichtingsinstallatie van de last-drager(s) niet zodanig functioneert datdeze overeenstemt met die v/h voertuig;1;140
Wahv;Groningen;Het Hogeland;P570;De hulpkoppeling aanhangwagen(toegest,max.massa < 1500 kg) is niet opde vereiste wijze aangebracht;3;285
Wahv;Groningen;Het Hogeland;R308;Als (snor)fietser niet het verplichtefietspad of fiets/bromfietspad volgen;1;55
Wahv;Groningen;Het Hogeland;R311;Als bromfietser bij ontbreken fiets/bromfietspad niet de rijbaan gebruiken;1;95
Wahv;Groningen;Het Hogeland;R315A;niet de rijbaan gebruiken door te rijdenover het trottoir, voetpad, (brom)fietspad of ruiterpad;3;420
Wahv;Groningen;Het Hogeland;R315B;niet de rijbaan gebruiken door stil testaan op het het trottoir, voetpad,(brom)fietspad of ruiterpad;1;95
Wahv;Groningen;Het Hogeland;R346;Afslaan zonder richting aan te geven;1;95
Wahv;Groningen;Het Hogeland;R396D;Stilstaan op een oversteekplaats ofbinnen 5 meter daarvan;1;95
Wahv;Groningen;Het Hogeland;R397A;Parkeren bij een kruispunt binnen 5meter daarvan;3;285
Wahv;Groningen;Het Hogeland;R397C;Parkeren buiten de bebouwde kom oprijbaan voorrangsweg;1;95
Wahv;Groningen;Het Hogeland;R400AE;motorvtg op meer dan twee wielen parker-en bij blw. streep terw niet is voorzienv/e duidelijke geplaatste parkeerschijf;1;95
Wahv;Groningen;Het Hogeland;R402B;Parkeren op gehandicaptenparkeerplaatszonder duidelijk zichtbaregeldige gehand. parkeerkaart;1;380
Wahv;Groningen;Het Hogeland;R402C;Parkeren op gehand.parkeerplaats an-ders dan met het voor die gereserveerdegehand.parkeerplaats bestemde voertuig;1;380
Wahv;Groningen;Het Hogeland;R426B;Achterlichten motorvtg (+ahw), brom/snor-fiets of gehand.vtg branden niet gelijkmet voorlicht, nacht/buiten bebouwde kom;1;140
Wahv;Groningen;Het Hogeland;R434;mistlicht voeren aan voorzijde andersdan bij mist, sneeuwval of regen die hetzicht ernstig belemmert;1;95
Wahv;Groningen;Het Hogeland;R438K;geen voortdurend zichtbaar wit/geellicht a.d voorzijde en/of zichtbaar roodlicht a.d. achterzijde van fiets voeren;31;1489
Wahv;Groningen;Het Hogeland;R472C;op autoweg zonder noodzaak stilstaan opde vluchtstrook of een vluchthaven;1;240
Wahv;Groningen;Het Hogeland;R478;Binnen een erf parkeren anders dan opeen daarvoor bestemde parkeerplaats;5;475
Wahv;Groningen;Het Hogeland;R516;Bij verlaten doorgaande rijbaan geenteken met richtingaanwijzer geven;1;65
Wahv;Groningen;Het Hogeland;R530A;Bestuurder en/of passagier zit niet opzitplaats tijdens verkeersdeelname;2;235
Wahv;Groningen;Het Hogeland;R533;als bestuurder of passagier geen gebruikmaken van een autogordel;22;3080
Wahv;Groningen;Het Hogeland;R535G;voorin passagier 3 tot 18 jaar en korterdan 1.35 meter vervoeren, zonderbeschikbare gordel/kind.bev.systeem;1;140
Wahv;Groningen;Het Hogeland;R535K;passagier jonger dan 12 jaar en langerdan 1.35 meter vervoeren zonder gebruikbeschikbare autogordel;1;140
Wahv;Groningen;Het Hogeland;R536A;Bestuurder of passagier bromfiets draagtgeen goedgekeurde, goedpassende/ deugde-lijk bevestigde helm;6;570
Wahv;Groningen;Het Hogeland;R536C;als bestuurder of passagier geengoedgekeurde, goedpassende/deugde-lijk bevestigde helm dragen;2;280
Wahv;Groningen;Het Hogeland;R545;als bestuurder tijdens het rijden eenmobiel elektronisch apparaat vasthouden;44;10480
Wahv;Groningen;Het Hogeland;R548;Geen voorrang verlenen bij voorrangsweg.;1;240
