NAAM,AFKORTING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,STATUS,EVENEMENT,GROOTTE,BEHEERDER,KMLINT,KMLINT_OMSCHRIJVING,LATITUDE,LONGITUDE,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NR,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,X,Y,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,PUIC,ID
Ommen,Omn,204,,204,204__,Herfte Aansl. - Mariënberg,23.013,"23,013000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hea-Emn,Herfte Aansl. - Emmen ,52.5095327834929,6.41592528170998,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,224838.301,502924.048,BASIS,Noord-Oost,NO,75ba7077-bd86-4247-982f-9223e70e74da,384
Venlo,Vl,517,b,517,517_b,Venlo,69.937,"69,937000",Gerealiseerd/vastgesteld,N,groot,ProRail,Mt-Vl,Maastricht - Venlo ,51.3650650163673,6.17092250396599,Zuid,Z,27,Venlo,BASIS,De Peel,209579.604,375390.244,BASIS,Zuid,Z,782a3be0-4843-4568-8ecc-b695e81292bb,385
Beek - Elsloo,Bk,063,,63,063__,Maastricht - Sittard,13.924,"13,924000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mt-Vl,Maastricht - Venlo ,50.9474989324171,5.78667776287704,Zuid,Z,26,Maastricht,BASIS,Limburg,183074.62,328719.448,BASIS,Zuid,Z,2abc0af3-ee8f-4399-89f8-4c43606c3039,386
Nuth,Nh,064,,64,064__,Sittard - Heerlen,11.83619,"11,836190",Gerealiseerd/vastgesteld,N,klein,ProRail,Std-Hz,Sittard - Herzogenrath (D) ,50.9197276580309,5.89307644621549,Zuid,Z,26,Maastricht,BASIS,Limburg,190573.42,325676.24,BASIS,Zuid,Z,534dbbbf-8e73-48d4-aac1-7206152ff4c9,387
Zaandijk Zaanse Schans,Zzs,078,,78,078__,Uitgeest - Zaandam,67.68,"67,680000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.4692911578594,4.80515456179516,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,115448.847,498108.888,BASIS,Randstad Noord,RN,8a974853-e693-4cf7-9299-fb48ab425c28,389
Vlissingen,Vs,127,a,127,127_a,Roosendaal - Vlissingen,74.231,"74,231000",Gerealiseerd/vastgesteld,N,groot,ProRail,Rsd-Vs,Roosendaal - Vlissingen ,51.4450597570276,3.59552979592978,Zuid,Z,18,Goes,BASIS,Zeeland,30450.883,385526.646,BASIS,Zuid,Z,b15f852c-a644-4367-bceb-3a6d11d935f2,391
Zoetermeer,Ztm,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,13.894,"13,894000",Gerealiseerd/vastgesteld,N,middel,ProRail,Gd-Gvc,Gouda - Den Haag Centraal ,52.047593340675,4.47740196722165,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,92589.606,451421.709,BASIS,Randstad Zuid,RZ,4407161d-8ad7-4e81-bc17-30c6510c04a9,392
Oudenbosch,Odb,120,a,120,120_a,Lage Zwaluwe - Roosendaal,15.546,"15,546000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zlw-Np,Lage Zwaluwe - Nispen ,51.5878800513545,4.53351286718964,Zuid,Z,19,Roosendaal,BASIS,Zeeland,95838.274,400231.986,BASIS,Zuid,Z,a2e64a84-4955-4072-a763-3b55518bcba6,394
Emmen,Emn,203,,203,203__,Mariënberg - Emmen,75.255415,"75,255415",Gerealiseerd/vastgesteld,N,middel,ProRail,Hea-Emn,Herfte Aansl. - Emmen ,52.7900156737337,6.8996807353673,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,257024.064,534705.692,BASIS,Noord-Oost,NO,db427b61-14c3-4a0a-b535-29248ff567f9,397
Goes,Gs,127,a,127,127_a,Roosendaal - Vlissingen,49.151,"49,151000",Gerealiseerd/vastgesteld,N,middel,ProRail,Rsd-Vs,Roosendaal - Vlissingen ,51.4981651236878,3.89082516599361,Zuid,Z,18,Goes,BASIS,Zeeland,51097.609,390970.939,BASIS,Zuid,Z,93838c68-6d77-46ac-84e2-f95ec577ee5d,399
Bedum,Bdm,201,,201,201__,Sauwerd - Delfzijl,15.095001,"15,095001",Gerealiseerd/vastgesteld,N,klein,ProRail,Gn-Dz,Groningen - Delfzijl ,53.3069124457033,6.5926514645638,Noord-Oost,NO,37,Groningen,BASIS,Wadden,235353.301,591832.768,BASIS,Noord-Oost,NO,4642aa11-3796-4c2f-8abe-b67afb632126,400
Boskoop,Bsk,226,,226,226__,Gouda - Alphen a/d Rijn,11.744,"11,744000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gd-Apn,Gouda - Alphen a/d Rijn ,52.0772246298562,4.6466686158037,Randstad Zuid,RZ,81,Rijn en Gouwe,BASIS,Rijn en Gouwe,104234.24,454586.392,BASIS,Randstad Zuid,RZ,cdf5b6b1-2bae-4f36-b932-4962e8304f8f,401
Soestdijk,Sd,091,,91,091__,Den Dolder - Baarn,7.486,"7,486000",Gerealiseerd/vastgesteld,N,klein,ProRail,Dld-Brn,Den Dolder - Baarn ,52.1831386276852,5.30014329011809,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,149045.833,466115.11,BASIS,Randstad Noord,RN,6c9f37ef-2709-4d86-b9be-8b4860fb6b69,402
Waddinxveen,Wad,226,,226,226__,Gouda - Alphen a/d Rijn,8.00039,"8,000390",Gerealiseerd/vastgesteld,N,klein,ProRail,Gd-Apn,Gouda - Alphen a/d Rijn ,52.0437383310571,4.64988330777545,Randstad Zuid,RZ,81,Rijn en Gouwe,BASIS,Rijn en Gouwe,104416.783,450858.643,BASIS,Randstad Zuid,RZ,e4ff33a4-2949-4224-8942-d469ef62aa5e,403
Gilze - Rijen,Gz,123,,123,123__,Breda - Tilburg,10.9,"10,900000",Gerealiseerd/vastgesteld,N,klein,ProRail,Bd-Ehv,Breda - Eindhoven ,51.5838336202056,4.92534093385465,Zuid,Z,20,Breda,BASIS,Brabant,122989.256,399536.645,BASIS,Zuid,Z,8dcfafc5-a6d3-4b68-b7b7-466a484c88eb,404
Capelle Schollevaar,Cps,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,43.872,"43,872000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,51.9540702934783,4.58370282356481,Randstad Zuid,RZ,3,Rotterdam,BASIS,Rotterdam,99766.308,440930.98,BASIS,Randstad Zuid,RZ,8f1c88f0-67a0-4910-821c-c83a73639161,405
Heeze,Hze,057,,57,057__,Eindhoven - Weert,10.27,"10,270000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ehv-Wt,Eindhoven - Weert ,51.3851448197836,5.56954886955977,Zuid,Z,24,Eindhoven,BASIS,De Peel,167693.583,377346.707,BASIS,Zuid,Z,948f5eec-710c-4ee7-852e-c51ef674a093,407
Bilthoven,Bhv,093,,93,093__,Blauwkapel - Den Dolder,8.863,"8,863000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Amf,Utrecht - Amersfoort ,52.1299535873668,5.20380294331292,Randstad Noord,RN,12,Amersfoort,BASIS,Eemland,142442.056,460210.003,BASIS,Randstad Noord,RN,be82e4d6-3b3c-49c8-b97f-4e86b5075c70,408
Mariënberg,Mrb,751,,751,751__,Mariënberg,33.969,"33,969000",Gerealiseerd/vastgesteld,N,middel,ProRail,Hea-Emn,Herfte Aansl. - Emmen ,52.5092910495024,6.57505303484612,Noord-Oost,NO,34,Overijssel,BASIS,Drenthe,235641.054,503062.595,BASIS,Noord-Oost,NO,a6bc3d8e-5abe-4622-9bbf-21e7b32f0403,409
Hoorn Kersenboogerd,Hnk,217,,217,217__,Hoorn - Enkhuizen,34.836,"34,836000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zd-Ekz,Zaandam - Enkhuizen ,52.653345942068,5.08493325725321,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,134545.612,518472.376,BASIS,Randstad Noord,RN,d9ea4b6d-11bc-4e81-9222-2758bd298e7e,411
Amsterdam Bijlmer ArenA,Asb,535,a,535,535_a,Amsterdam Bijlmer Arena,5.775,"5,775000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.312333997989,4.94713023750329,Randstad Noord,RN,10,Duivendrecht,BASIS,Amstelsepoort,124990.15,480577.15,BASIS,Randstad Noord,RN,928af4b3-e3ec-43cb-a27f-77dfba1bf6af,412
Hoorn,Hn,626,c,626,626_c,Hoorn,32.485,"32,485000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zd-Ekz,Zaandam - Enkhuizen ,52.6452371086738,5.05458280367757,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,132487.695,517579.11,BASIS,Randstad Noord,RN,233092f9-7258-44ea-86ad-b82515921de0,413
Beverwijk,Bv,076,,76,076__,Santpoort Noord - Uitgeest,11.688,"11,688000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlm-Utg,Haarlem - Uitgeest ,52.4786152691074,4.65671277055682,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,105372.692,499237.728,BASIS,Randstad Noord,RN,deaaad23-41ef-432b-a8bc-31beea2a16ab,414
Horst - Sevenum,Hrt,055,,55,055__,Blerick - Eindhoven,11.247,"11,247000",Gerealiseerd/vastgesteld,N,klein,ProRail,Vl-Ehv,Venlo - Eindhoven ,51.4264193551276,6.04237191418663,Zuid,Z,27,Venlo,BASIS,De Peel,200565.99,382127.456,BASIS,Zuid,Z,0bbe53b4-2e81-46b4-b926-8cf10aa49271,415
Amsterdam Sloterdijk,Ass,523,b,523,523_b,Amsterdam Sloterdijk,178.665907,"178,665907",Gerealiseerd/vastgesteld,N,klein,ProRail,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,52.3891160135444,4.83835278290206,Randstad Noord,RN,9,Amsterdam,BASIS,Amsterdam,117637.096,489170.672,BASIS,Randstad Noord,RN,627e38f0-e877-4cfe-b488-6350115189f0,416
Enkhuizen,Ekz,217,,217,217__,Hoorn - Enkhuizen,49.9,"49,900000",Gerealiseerd/vastgesteld,N,klein,ProRail,Zd-Ekz,Zaandam - Enkhuizen ,52.699483707994,5.28716545890502,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,148237.5,523568.2,BASIS,Randstad Noord,RN,5ff1ae4d-aa89-4573-885e-a5d6c32f30ef,417
Sittard,Std,553,c,553,553_c,Sittard,21.833,"21,833000",Gerealiseerd/vastgesteld,N,middel,ProRail,Mt-Vl,Maastricht - Venlo ,51.0019183549687,5.85884473883189,Zuid,Z,25,Roermond,BASIS,Limburg,188107.284,334803.713,BASIS,Zuid,Z,629e01fe-6240-4a9e-80c5-674f7426713b,418
Dordrecht Stadspolders,Ddrs,118,,118,118__,Geldermalsen - Dordrecht,90.741,"90,741000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gdm-Ddr,Geldermalsen - Dordrecht ,51.8019358470896,4.71635642788997,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,108728.737,423913.143,BASIS,Randstad Zuid,RZ,6e30b338-ce53-4c49-8129-33f2df4792d6,419
Kapelle - Biezelinge,Bzl,127,a,127,127_a,Roosendaal - Vlissingen,44.2,"44,200000",Gerealiseerd/vastgesteld,N,klein,ProRail,Rsd-Vs,Roosendaal - Vlissingen ,51.4809699976425,3.95526983538838,Zuid,Z,18,Goes,BASIS,Zeeland,55534.404,388968.317,BASIS,Zuid,Z,5e886cc3-8bb9-42da-89a2-160a93f97a0f,420
Voorst - Empe,Vem,208,,208,208__,Apeldoorn - Zutphen,101.479994,"101,479994",Gerealiseerd/vastgesteld,N,klein,ProRail,Asd-Zp,Amsterdam Centraal - Zutphen ,52.1574486335048,6.14398914127941,Noord-Oost,NO,31,IJsselstreek,BASIS,Veluwe,206786.709,463523.471,BASIS,Noord-Oost,NO,ea16dc2d-337a-490f-8aef-cbb84e197eba,422
Roermond,Rm,519,a,519,519_a,Roermond,46.371,"46,371000",Gerealiseerd/vastgesteld,N,middel,ProRail,Mt-Vl,Maastricht - Venlo ,51.1930897948811,5.99467634014369,Zuid,Z,25,Roermond,BASIS,Limburg,197465.051,356141.349,BASIS,Zuid,Z,b929bee1-2ce7-4655-9274-24121668151f,423
Rotterdam Alexander,Rta,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,45.971,"45,971000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,51.9517913448216,4.55340511500878,Randstad Zuid,RZ,3,Rotterdam,BASIS,Rotterdam,97680.755,440700.906,BASIS,Randstad Zuid,RZ,92ea8f47-8f63-49da-aff0-a429fbf295f8,424
Klarenbeek,Kbk,208,,208,208__,Apeldoorn - Zutphen,96.759,"96,759000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asd-Zp,Amsterdam Centraal - Zutphen ,52.1781490213965,6.08386581838837,Noord-Oost,NO,31,IJsselstreek,BASIS,Veluwe,202650.451,465785.315,BASIS,Noord-Oost,NO,a4c240a8-03c5-48c8-95bb-464f8ba94565,425
Maarssen,Mas,098,,98,098__,Breukelen - Utrecht Centraal,27.755,"27,755000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.1354666981255,5.03384272703585,Randstad Noord,RN,14,Woerden,BASIS,Neerlands Midden,130807.438,460866.4,BASIS,Randstad Noord,RN,6b9f84d1-ee66-4afc-a60a-d249f96b011f,426
Rijssen,Rsn,024,,24,024__,Deventer - Wierden,26.146,"26,146000",Gerealiseerd/vastgesteld,N,klein,ProRail,Dv-Aml,Deventer - Almelo ,52.3118617101332,6.51963063480599,Noord-Oost,NO,31,IJsselstreek,BASIS,Veluwe,232222.244,481037.032,BASIS,Noord-Oost,NO,b5dbcfa7-bf10-4f5e-a164-c6abceb10f4e,427
Veendam,Vdm,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,15.054,"15,054000",Gerealiseerd/vastgesteld,N,klein,ProRail,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,53.1054520878923,6.88704998222518,Noord-Oost,NO,35,Drenthe,BASIS,Drenthe,255442.534,569784.555,BASIS,Noord-Oost,NO,0e3e0437-9b76-45c2-b347-8e04c9ab9c2f,428
Ede - Wageningen,Ed,613,,613,613__,Ede=Wageningen,75.43,"75,430000",Gerealiseerd/vastgesteld,N,middel,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.0276832054931,5.67276979586254,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,174598.296,448854.245,BASIS,Noord-Oost,NO,0551ae74-89aa-4be4-a524-f6c143e21015,431
Barneveld Centrum,Bnc,211,,211,211__,Barneveld Noord - Ede=Wageningen,14.736,"14,736000",Gerealiseerd/vastgesteld,N,middel,ProRail,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,52.1402234493817,5.59013269544431,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,168891.936,461356.244,BASIS,Noord-Oost,NO,27cc5d88-fb6d-402f-8dc3-ff1d1aad560f,432
Apeldoorn,Apd,608,b,608,608_b,Apeldoorn,88.168,"88,168000",Gerealiseerd/vastgesteld,N,groot,ProRail,Asd-Zp,Amsterdam Centraal - Zutphen ,52.209280093706,5.97036006111936,Noord-Oost,NO,31,IJsselstreek,BASIS,Veluwe,194859.134,469180.413,BASIS,Noord-Oost,NO,ba81a017-c750-49c3-ab0c-3d6401eb544b,434
Den Haag Moerwijk,Gvmw,112,,112,112__,Den Haag HS - Schiedam Centrum,63.26,"63,260000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.0532175022954,4.30858242782908,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,81018.791,452205.946,BASIS,Randstad Zuid,RZ,7b87fc7b-5a07-4589-8485-2344b68724eb,435
Rotterdam Blaak,Rtb,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,47.623,"47,623000",Gerealiseerd/vastgesteld,N,middel,ProRail,Bd-Rtd,Breda - Rotterdam Centraal ,51.9205344217737,4.48842868105227,Randstad Zuid,RZ,3,Rotterdam,BASIS,Rotterdam,93171.11,437276.801,BASIS,Randstad Zuid,RZ,3f967808-97be-4f67-a6ea-4e1d70d8546e,436
Hengelo,Hgl,543,c,543,543_c,Hengelo,45.138,"45,138000",Gerealiseerd/vastgesteld,N,groot,ProRail,Zp-Esg,Zutphen - Enschede Grens ,52.2617854652525,6.79416520494641,Noord-Oost,NO,32,Twente,BASIS,Twente,251049.929,475794.148,BASIS,Noord-Oost,NO,aac28387-1878-475e-aef6-02b27990bf88,437
Utrecht Lunetten,Utln,547,a,547,547_a,Lunetten Aansl.,3.241834,"3,241834",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Btl,Utrecht Centraal - Boxtel ,52.0675275919894,5.14223591997109,Randstad Noord,RN,13,Utrecht,BASIS,Neerlands Midden,138202.974,453276.99,BASIS,Randstad Noord,RN,f24b1918-5edf-46c0-960f-993e0414eb64,438
Haren,Hrn,549,b,549,549_b,Haren,71.277,"71,277000",Gerealiseerd/vastgesteld,N,klein,ProRail,Mp-Gn,Meppel - Groningen ,53.1762678440244,6.61745575364502,Noord-Oost,NO,35,Drenthe,BASIS,Drenthe,237254.994,577322.702,BASIS,Noord-Oost,NO,ac5fdc3d-b804-4498-bec6-2e2b3d418383,439
Helmond 't Hout,Hmh,055,,55,055__,Blerick - Eindhoven,40.594,"40,594000",Gerealiseerd/vastgesteld,N,klein,ProRail,Vl-Ehv,Venlo - Eindhoven ,51.4681272700235,5.63171899618701,Zuid,Z,24,Eindhoven,BASIS,De Peel,171990.368,386591.226,BASIS,Zuid,Z,3c4980db-6aff-4ae9-8658-45655dd72e3a,440
Schagen,Sgn,073,,73,073__,Den Helder - Heerhugowaard,21.408,"21,408000",Gerealiseerd/vastgesteld,N,klein,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.7845356705801,4.80533161512015,Randstad Noord,RN,6,Heerhugowaard,BASIS,Hollands Noorderkwartier,115743.011,533185.637,BASIS,Randstad Noord,RN,4a79af62-df75-4180-9ec4-1bfb08ae0f4f,442
Almere Parkwijk,Almp,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,16.979,"16,979000",Gerealiseerd/vastgesteld,N,klein,ProRail,Wp-Llso,Weesp - Lelystad Opstel. ,52.3767547839559,5.24490519563928,Randstad Noord,RN,11,Weesp,BASIS,Amstelsepoort,145310.268,487663.335,BASIS,Randstad Noord,RN,a6f53ec7-54e0-4169-9fbe-53607f1375ba,444
De Vink,Dvnk,104,,104,104__,Leiden Centraal - Den Haag Mariahoeve,48.34,"48,340000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.1474084363551,4.45657115168242,Randstad Zuid,RZ,1,Leiden,BASIS,Rijn en Gouwe,91303.074,462544.538,BASIS,Randstad Zuid,RZ,13f93330-b86f-40a5-a0d3-e9af2f85b58b,445
Delft Campus,Dtcp,112,,112,112__,Den Haag HS - Schiedam Centrum,71.303,"71,303000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,51.990901162521,4.36479224200357,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,84776.372,445217.458,BASIS,Randstad Zuid,RZ,704fbf2f-d973-46bd-8901-758184a8b157,447
Zoetermeer Oost,Ztmo,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,12.74,"12,740000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gd-Gvc,Gouda - Den Haag Centraal ,52.046294640735,4.4940840015741,Randstad Zuid,RZ,2,Den Haag,BASIS,Den Haag,93732.14,451263.02,BASIS,Randstad Zuid,RZ,49a75ca9-2658-45a4-98d5-037e240efb2e,448
Breukelen,Bkl,529,,529,529__,Breukelen,22.6,"22,600000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,52.1712088802573,4.99063617345362,Randstad Noord,RN,10,Duivendrecht,BASIS,Amstelsepoort,127871.081,464858.324,BASIS,Randstad Noord,RN,bf7b0eed-e002-4e63-9528-10b15a6a5e8b,449
Culemborg,Cl,117,,117,117__,Lunetten - Geldermalsen,17.951,"17,951000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Btl,Utrecht Centraal - Boxtel ,51.9470225828023,5.22659288478189,Zuid,Z,22,Geldermalsen,BASIS,Betuwe,143957.574,439853.753,BASIS,Zuid,Z,68ab7e98-6a2e-4dd8-9bbc-60e89babcd1b,450
Harlingen Haven,Hlgh,001,b,1,001_b,Harlingen Haven - Leeuwarden,100.499014,"100,499014",Gerealiseerd/vastgesteld,N,klein,ProRail,Hlg-Hlgh,Harlingen - Harlingen Haven ,53.1745463164867,5.41140353222332,Noord-Oost,NO,36,Friesland,BASIS,Wadden,156617.888,576428.987,BASIS,Noord-Oost,NO,55e1f6f8-6e3f-4a78-8490-5e16038d9c11,452
Baflo,Bf,200,,200,200__,Winsum - Roodeschool,8.080001,"8,080001",Gerealiseerd/vastgesteld,N,klein,ProRail,Swd-Rd,Sauwerd - Roodeschool ,53.3608249047575,6.51880481696654,Noord-Oost,NO,37,Groningen,BASIS,Wadden,230336.734,597752.479,BASIS,Noord-Oost,NO,7671f25e-8847-44e4-87ca-d4c096f55660,454
Nijkerk,Nkk,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,32.419,"32,419000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,52.222450879872,5.49411161440271,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,162305.118,470490.883,BASIS,Noord-Oost,NO,67ccc8fb-dbe2-4a80-8591-29e9cb22b122,456
Lunteren,Ltn,211,,211,211__,Barneveld Noord - Ede=Wageningen,21.909,"21,909000",Gerealiseerd/vastgesteld,N,klein,ProRail,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,52.0853215733358,5.62418860200098,Noord-Oost,NO,29,Gelderse Vallei,BASIS,Veluwe,171243.257,455254.98,BASIS,Noord-Oost,NO,ba1ff66b-78d1-41aa-9b98-07ed108caf6c,457
Chèvremont,Cvm,309,,309,309__,Landgraaf - Simpelveld,3.9546,"3,954600",Gerealiseerd/vastgesteld,N,klein,ProRail,Lg-Spv,Landgraaf - Simpelveld ,50.8761243785414,6.05954128661028,Zuid,Z,26,Maastricht,BASIS,Limburg,202323.649,320919.801,BASIS,Zuid,Z,fdeb06d3-cc68-47f1-8f0d-1f006a2ac3af,458
Elst,Est,510,b,510,510_b,Elst,8.892,"8,892000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ah-Vl,Arnhem - Venlo ,51.9158410442572,5.85516404718719,Noord-Oost,NO,28,Maas en Waal,BASIS,Gelre,187196.004,436476.156,BASIS,Noord-Oost,NO,8320952d-569e-4e21-84bb-0e00cb5ca194,459
Blerick,Br,516,a,516,516_a,Blerick,1.372,"1,372000",Gerealiseerd/vastgesteld,N,klein,ProRail,Vl-Ehv,Venlo - Eindhoven ,51.3724763427867,6.1549889687976,Zuid,Z,27,Venlo,BASIS,De Peel,208461.316,376202.924,BASIS,Zuid,Z,daab54d5-520d-460e-bb51-5d8ca7196a68,460
Hoensbroek,Hb,064,,64,064__,Sittard - Heerlen,14.959001,"14,959001",Gerealiseerd/vastgesteld,N,klein,ProRail,Std-Hz,Sittard - Herzogenrath (D) ,50.9053671692479,5.93085533757713,Zuid,Z,26,Maastricht,BASIS,Limburg,193241.882,324097.729,BASIS,Zuid,Z,1de01c59-e877-49f7-a6a8-8fcb3dbec17c,461
Voorschoten,Vst,104,,104,104__,Leiden Centraal - Den Haag Mariahoeve,51.282,"51,282000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,52.1254447931299,4.43268277188369,Randstad Zuid,RZ,1,Leiden,BASIS,Rijn en Gouwe,89635.965,460122.247,BASIS,Randstad Zuid,RZ,2380469a-b5f2-4570-9869-e5dbf61cf048,463
Winterswijk,Ww,607,b,607,607_b,Winterswijk,43.550002,"43,550002",Gerealiseerd/vastgesteld,N,middel,ProRail,Zp-Ww,Zutphen - Winterswijk ,51.9679240012024,6.71504521763144,Noord-Oost,NO,30,Achterhoek,BASIS,Gelre,246247.3,443001.149,BASIS,Noord-Oost,NO,164863cd-7008-452e-954c-c6cf0eb90f1e,464
Kesteren,Ktr,042,,42,042__,Vork - Kesteren,20.799,"20,799000",Gerealiseerd/vastgesteld,N,klein,ProRail,Est-Gdm,Elst - Geldermalsen ,51.9313047782446,5.5831558024462,Noord-Oost,NO,28,Maas en Waal,BASIS,Gelre,168477.097,438111.065,BASIS,Noord-Oost,NO,730aae08-de6f-4297-8319-0d3a2e68c439,465
Zaandam,Zd,524,b,524,524_b,Zaandam,71.185203,"71,185203",Gerealiseerd/vastgesteld,N,klein,ProRail,Hdr-Zd,Den Helder - Zaandam ,52.4385451583569,4.81376068677722,Randstad Noord,RN,7,Alkmaar,BASIS,Hollands Noorderkwartier,116006.552,494683.29,BASIS,Randstad Noord,RN,7bad2240-4d8c-48e3-af9f-e26029fd91fd,466
Bergen op Zoom,Bgn,127,a,127,127_a,Roosendaal - Vlissingen,12.599589,"12,599589",Gerealiseerd/vastgesteld,N,klein,ProRail,Rsd-Vs,Roosendaal - Vlissingen ,51.4942121602061,4.296058462564,Zuid,Z,18,Goes,BASIS,Zeeland,79227.093,390031.732,BASIS,Zuid,Z,f2eef143-6745-4e0c-a7c6-9cb6283744bf,468
Middelburg,Mdb,127,a,127,127_a,Roosendaal - Vlissingen,68.233,"68,233000",Gerealiseerd/vastgesteld,N,middel,ProRail,Rsd-Vs,Roosendaal - Vlissingen ,51.4948009647332,3.61727507678189,Zuid,Z,18,Goes,BASIS,Zeeland,32096.669,391022.372,BASIS,Zuid,Z,ac9f7521-b765-4244-b4ba-492995d977b2,469
Weesp,Wp,128,,128,128__,Diemen Aansl. - Weesp Aansl.,13.123,"13,123000",Gerealiseerd/vastgesteld,N,klein,ProRail,Asd-Zp,Amsterdam Centraal - Zutphen ,52.3120007649509,5.04440482873502,Randstad Noord,RN,11,Weesp,BASIS,Amstelsepoort,131623.358,480504.263,BASIS,Randstad Noord,RN,e1617e6a-92e4-4ff9-9d5d-0ea4d72a6eac,470
Leerdam,Ldm,118,,118,118__,Geldermalsen - Dordrecht,58.3,"58,300000",Gerealiseerd/vastgesteld,N,klein,ProRail,Gdm-Ddr,Geldermalsen - Dordrecht ,51.8946529739623,5.09347300433249,Randstad Zuid,RZ,5,Dordrecht,BASIS,Dordrecht,134781.659,434055.928,BASIS,Randstad Zuid,RZ,78902006-2ba5-4bdb-aad9-cfa89a328b62,471
Rotterdam Noord,Rtn,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,50.9,"50,900000",Gerealiseerd/vastgesteld,N,klein,ProRail,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,51.9424981826902,4.48332565251725,Randstad Zuid,RZ,3,Rotterdam,BASIS,Rotterdam,92850.463,439724.635,BASIS,Randstad Zuid,RZ,10bd02fe-f7d1-451d-823e-95da00756709,472
