FID,oid_,raai,vaknr,raainr,bkl,tkl,tklminbkl,trend,snijding,opmerkinge,symbol,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
trend_2009_100.1,0,304901,3,4901,142,174.5,32.5,1.35,-,- - - - - -,1,670,,,"POLYGON ((169745.55099999905 605137.5109999999, 169639.16899999976 605054.3969999999, 169516.03700000048 605211.9990000017, 169622.41800000146 605295.1140000001, 169745.55099999905 605137.5109999999))"
trend_2009_100.2,0,304902,3,4902,141,172.6,31.6,0.575,-,- - - - - -,1,515,,,"POLYGON ((169666.33199999854 605231.2210000008, 169617.0450000018 605201.6059999987, 169514.03700000048 605373.0390000008, 169563.32400000095 605402.6539999992, 169666.33199999854 605231.2210000008))"
trend_2009_100.3,0,304916,3,4916,149,174.9,25.9,-2.386,>2019,- - - - - -,3,877.2,,,"POLYGON ((169480.32400000095 605539.6539999992, 169684.8449999988 605662.5419999994, 169787.85200000182 605491.1090000011, 169583.33199999854 605368.2199999988, 169480.32400000095 605539.6539999992))"
trend_2009_100.4,0,304928,3,4928,146,171.9,25.9,-4.675,2014,- - - - - -,3,1335,,,"POLYGON ((169415.32499999925 605645.6539999992, 169816.05000000075 605886.4349999987, 169919.05799999833 605715.0009999983, 169518.33199999854 605474.2210000008, 169415.32499999925 605645.6539999992))"
trend_2009_100.5,0,304941,3,4941,144,160.5,16.5,-5.329,2012,- - - - - -,3,1465.8,,,"POLYGON ((169350.32499999925 605752.6539999992, 169807.1090000011 606027.1180000007, 169910.1169999987 605855.6840000004, 169453.33199999854 605581.2210000008, 169350.32499999925 605752.6539999992))"
trend_2009_100.6,0,304953,3,4953,109,135.5,26.5,-6.234,2013,- - - - - -,3,1646.8,,,"POLYGON ((169285.32400000095 605859.6539999992, 169819.68200000003 606180.7289999984, 169922.69000000134 606009.2950000018, 169388.33199999854 605688.2210000008, 169285.32400000095 605859.6539999992))"
trend_2009_100.7,0,304966,3,4966,64,109.4,45.4,-5.681,2016,- - - - - -,3,1536.2,,,"POLYGON ((169220.32400000095 605965.6539999992, 169707.2809999995 606258.2470000014, 169810.2890000008 606086.8139999993, 169323.33199999854 605794.2210000008, 169220.32400000095 605965.6539999992))"
trend_2009_100.8,0,400100,4,100,225,764.7,539.7,-11.264,>2019,- - - - - -,3,2652.8,,,"POLYGON ((139194.1000000015 596964.7950000018, 140188.65199999884 597493.6079999991, 140282.5460000001 597317.0179999992, 139287.99399999902 596788.2049999982, 139194.1000000015 596964.7950000018))"
trend_2009_100.9,0,400101,4,101,225,655.7,430.7,-14.511,>2019,- - - - - -,3,3302.2,,,"POLYGON ((139145.92700000107 597114.9890000001, 140517.9690000005 597587.4210000001, 140583.08300000057 597398.318, 139211.04100000113 596925.8859999999, 139145.92700000107 597114.9890000001))"
trend_2009_100.10,0,806150,8,6150,138,157,19,1.071,-,- - - - 5 -,1,614.2,,,"POLYGON ((97003.5850000009 492097.0170000009, 96903.59899999946 492135.3979999982, 96975.27199999988 492322.11400000006, 97075.25899999961 492283.7329999991, 97003.5850000009 492097.0170000009))"
