ID,VERSIE,OBJECTTYPE,OBJECTCODE,NIVEAU,LENGTE,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,KMLINT,KMLINT_OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,SE_ANNO_CAD_DATA,Shape__Length
119,,,,,1986.043,130,c,130,130_c,Axel Aansl. - Terneuzen Aansl.,200,"200,000",202,"202,000",Axa-Sluo1,Axel Aansl. - Sluiskil Oost 1 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
120,,,,,1398.991,130,d,130,130_d,Axel Aansl. - Terneuzen Aansl.,300,"300,000",301.4,"301,400",Axa-Sluo2,Axel Aansl. - Sluiskil Oost 2 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
121,,,,,2661.912,130,a,130,130_a,Axel Aansl. - Terneuzen Aansl.,60.743,"60,743",63.4,"63,400",Axa-Tnzz,Axel Aansl. - Terneuzen Zuidzijde (Racc.)  ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
122,,,,,98.705,557,b,557,557_b,Terneuzen Aansl.,63.4,"63,400",63.5,"63,500",Axa-Tnzz,Axel Aansl. - Terneuzen Zuidzijde (Racc.)  ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
123,,,,,1614.999,852,c,852,852_c,Axel Axelse Vlakte,200,"200,000",201.615,"201,615",Axia-Axah,Axel Industrie Aansluiting - Axel Autrichehaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
124,,,,,9278.754,777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),12.5,"12,500",21.779,"21,779",Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
125,,,,,3157.549,116,c,116,116_c,Dordrecht - Rotterdam Barendrecht,209.488,"209,488",212.6,"212,600",Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
126,,,,,2281.641,119,b,119,119_b,Lage Zwaluwe - Dordrecht,225.91,"225,910",228.191,"228,191",Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
127,,,,,9294.528,121,b,121,121_b,Breda - Lage Zwaluwe,232.206,"232,206",241.5,"241,500",Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
128,,,,,10393.299,164,,164,164__,Prinsenbeek - Hazeldonk Grens,244.1,"244,100",254.492,"254,492",Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
129,,,,,13311.398,165,,165,165__,Kijfhoek - Moerdijkbrug,212.6,"212,600",225.91,"225,910",Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
130,,,,,4014.673,625,c,625,625_c,Lage Zwaluwe,228.191,"228,191",232.206,"232,206",Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
131,,,,,446.418,663,g,663,663_g,Rotterdam Barendrecht,209.002,"209,002",209.488,"209,488",Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
132,,,,,2600.005,667,a,667,667_a,Prinsenbeek,241.5,"241,500",244.1,"244,100",Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
133,,,,,1400.266,663,c,663,663_c,Rotterdam Barendrecht,199.9,"199,900",201.3,"201,300",Brda-Whz,"Barendrecht Aansl. - Rotterdam, Emplacement Waalhaven Zuid ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
134,,,,,4810.881,950,d,950,950_d,Barendrecht Vork - Rotterdam Maasvlakte,201.3,"201,300",206.115,"206,115",Brda-Whz,"Barendrecht Aansl. - Rotterdam, Emplacement Waalhaven Zuid ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
135,,,,,1398.528,663,d,663,663_d,Rotterdam Barendrecht,399.8,"399,800",401.2,"401,200",Brdva-Brdv,Barendrecht Vork Aansl. - Barendrecht Vork ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
136,,,,,17007.103,211,,211,211__,Barneveld Noord - Ede=Wageningen,12.3,"12,300",29.3,"29,300",Bnn-Ed,Barneveld Noord - Ede=Wageningen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
137,,,,,399.794,612,a,612,612_a,Barneveld Noord,11.9,"11,900",12.3,"12,300",Bnn-Ed,Barneveld Noord - Ede=Wageningen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
138,,,,,32949.597,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,55.6,"55,600",88.5,"88,500",Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
139,,,,,12588.766,158,,158,158__,Ressen = Bemmel - Zevenaar,91.5,"91,500",104.1,"104,100",Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
140,,,,,2999.996,512,b,512,512_b,Ressen = Bemmel,88.5,"88,500",91.5,"91,500",Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
141,,,,,25622.989,152,b,152,152_b,Kijfhoek - Meteren Aansl.,21,"21,000",46.5,"46,500",Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
142,,,,,6381.72,155,a,155,155_a,Meteren Aansl. - Ressen = Bemmel,49.1,"49,100",55.484,"55,484",Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
143,,,,,2599.496,666,b,666,666_b,Meteren Aansl.,46.5,"46,500",49.1,"49,100",Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
144,,,,,1409.853,666,c,666,666_c,Meteren Aansl.,146.232,"146,232",147.633,"147,633",Brmet-Mbtwan,Betuweroute Meteren - Meteren Betuweroute Aansl. Noord ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
145,,,,,1196.477,666,e,666,666_e,Meteren Aansl.,346.091,"346,091",347.285,"347,285",Brmet-Mbtwaz,Betuweroute Meteren - Meteren Betuweroute Aansl. Zuid ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
146,,,,,20775.779,152,a,152,152_a,Kijfhoek - Meteren Aansl.,0,"0,000",20.769,"20,769",Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
147,,,,,554.017,512,c,512,512_c,Ressen = Bemmel,189.9,"189,900",190.455,"190,455",Brvalo-Ebtwa,Betuweroute Valburg Oost - Elst Betuweroute Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
148,,,,,612.119,512,d,512,512_d,Ressen = Bemmel,289.9,"289,900",290.515,"290,515",Brvalo-Rsa,Betuweroute Valburg Oost - Ressen Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
149,,,,,3745.409,938,,938,938__,CUP Valburg,0,"0,000",3.746,"3,746",Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
150,,,,,3044.67,611,c,611,611_c,Zevenaar,601.8,"601,800",604.843,"604,843",Brzv-Zvbtwa,Betuweroute Zevenaar - Zevenaar Betuweroute Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
151,,,,,500.305,804,a,804,804_a,"Beverwijk Hoogovens, Van Gelder",0.1,"0,100",0.6,"0,600",Bv-Bvhg,Beverwijk - Beverwijk Hoogovens ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
152,,,,,1661.835,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",200.6,"200,600",202.259,"202,259",Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
153,,,,,299.354,546,a,546,546_a,Blauwkapel,0.2,"0,200",0.5,"0,500",Bln-Blw,Blauwkapel Noord - Blauwkapel West ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
154,,,,,200.053,546,g,546,546_g,Blauwkapel,100.1,"100,100",100.3,"100,300",Blo-Blz,Blauwkapel Oost - Blauwkapel Zuid ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
155,,,,,789.812,851,b,851,851_b,Born Franciscushaven,110,"110,000",110.8,"110,800",Bon-Boniw,Born - Born Industrieweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
156,,,,,624.623,851,c,851,851_c,Born Franciscushaven,120,"120,000",120.64,"120,640",Bon-Bonlw,Born - Born Loswal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
157,,,,,1322.196,851,d,851,851_d,Born Franciscushaven,130,"130,000",131.32,"131,320",Bon-Bonfh,Born-Born Franciscushaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
158,,,,,1624.802,851,a,851,851_a,Born Franciscushaven,100.1,"100,100",101.72,"101,720",Bon-Bonoh,Born-Born Overlaadhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
159,,,,,3122.93,476,b,476,476_b,Rotterdam Europoort 2,200,"200,000",203.1,"203,100",Bottha-Botbh,Botlek Theemsweg Aansl. - Botlek Brittanniëhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
160,,,,,797.707,476,c,476,476_c,Rotterdam Europoort 2,250.1,"250,100",250.9,"250,900",Bottha-Botsh,Botlek Theemsweg Aansl. - Botlek Seinehaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
161,,,,,2751.025,469,g,469,469_g,Pernis,600,"600,000",602.751,"602,751",Boto-Pstw,"Botlektunnel Oost - Rotterdam, Emplacement Pernis Tankweg ",2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
162,,,,,279.203,470,i,470,470_i,Botlek,320.12,"320,120",320.4,"320,400",Botwg-Botmw,Botlekweg - Botlek Montrealweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
163,,,,,1179.294,470,j,470,470_j,Botlek,350.12,"350,120",351.3,"351,300",Botwg-Slhvn,Botlekweg - Sint Laurenshaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
164,,,,,16813.301,213,,213,213__,Boxtel - Uden,1.4,"1,400",18.2,"18,200",Btl-Veg,Boxtel - Veghel ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
165,,,,,15208.259,054,a,54,054_a,Boxtel - Eindhoven,42.6,"42,600",57.8,"57,800",Bd-Ehv,Breda - Eindhoven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
166,,,,,18941.043,123,,123,123__,Breda - Tilburg,2.6,"2,600",21.5,"21,500",Bd-Ehv,Breda - Eindhoven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
167,,,,,14214.88,125,,125,125__,Tilburg - Boxtel,24.2,"24,200",38.4,"38,400",Bd-Ehv,Breda - Eindhoven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
168,,,,,2501.363,544,a,544,544_a,Breda,0.1,"0,100",2.6,"2,600",Bd-Ehv,Breda - Eindhoven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
169,,,,,2704.878,551,b,551,551_b,Tilburg,21.5,"21,500",24.2,"24,200",Bd-Ehv,Breda - Eindhoven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
170,,,,,4199.236,617,a,617,617_a,Boxtel,38.4,"38,400",42.6,"42,600",Bd-Ehv,Breda - Eindhoven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
171,,,,,1099.814,618,c,618,618_c,Eindhoven,57.8,"57,800",58.9,"58,900",Bd-Ehv,Breda - Eindhoven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
172,,,,,9213.409,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,30.6,"30,600",39.8,"39,800",Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
173,,,,,11085.661,119,a,119,119_a,Lage Zwaluwe - Dordrecht,17.4,"17,400",28.5,"28,500",Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
174,,,,,10912.443,121,a,121,121_a,Breda - Lage Zwaluwe,2.5,"2,500",13.4,"13,400",Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
175,,,,,5424.118,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,43.3,"43,300",48.7,"48,700",Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
176,,,,,2110.497,542,a,542,542_a,Dordrecht,28.5,"28,500",30.6,"30,600",Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
177,,,,,4013.819,625,b,625,625_b,Lage Zwaluwe,13.4,"13,400",17.4,"17,400",Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
178,,,,,1504.376,663,a,663,663_a,Rotterdam Barendrecht,39.8,"39,800",41.3,"41,300",Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
179,,,,,2012.893,664,b,664,664_b,Rotterdam Lombardijen,41.3,"41,300",43.3,"43,300",Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
180,,,,,6941.902,099,,99,099__,Breukelen - Harmelen Aansl.,0.4,"0,400",7.33,"7,330",Bkl-Hmla,Breukelen - Harmelen Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
181,,,,,8525.772,058,,58,058__,Budel Grens - Weert,53.982,"53,982",62.5,"62,500",Bdl-Rm,Budel - Roermond ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
182,,,,,22013.656,059,,59,059__,Weert - Roermond,65.1,"65,100",87.1,"87,100",Bdl-Rm,Budel - Roermond ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
183,,,,,2607.406,518,,518,518__,Weert,62.5,"62,500",65.1,"65,100",Bdl-Rm,Budel - Roermond ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
184,,,,,3700.338,862,,862,862__,Budel Zinkfabriek,100,"100,000",103.7,"103,700",Bdla-Bdlz,Budel Aansl. - Budel Zinkfabriek ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
185,,,,,567.644,485,j,485,485_j,Amsterdam Hemhaven (gebied),375.1,"375,100",375.67,"375,670",Chw-Chv,Coenhavenweg - Amsterdam Coenhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
186,,,,,502.651,485,k,485,485_k,Amsterdam Hemhaven (gebied),400.1,"400,100",400.6,"400,600",Chw-Chvpa,Coenhavenweg - Amsterdam Coenhaven Pier Azië,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
187,,,,,698.878,485,l,485,485_l,Amsterdam Hemhaven (gebied),450,"450,000",450.7,"450,700",Chw-Phw,Coenhavenweg - Petroleumhavenweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
188,,,,,594.643,485,h,485,485_h,Amsterdam Hemhaven (gebied),325.1,"325,100",325.695,"325,695",Chw-Vhv,Coenhavenweg - Vlothaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
189,,,,,899.858,451,a,451,451_a,Coevorden - Coevorden Grens,0.7,"0,700",1.6,"1,600",Co-Coep,Coevorden - Coevorden Europark ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
190,,,,,99.787,031,b,31,031_b,Zutphen - Hengelo,100,"100,000",100.1,"100,100",Ddn-Ddnr,Delden - Delden raccordement ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
191,,,,,599.841,861,,861,861__,Delden Raccordement,100.1,"100,100",100.7,"100,700",Ddn-Ddnr,Delden - Delden raccordement ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
192,,,,,605.716,540,b,540,540_b,Rotterdam Westelijke Splitsing,1.2,"1,200",1.8,"1,800",Dhs-Wspl,Delfshavense Schie (brug o/d - bij Schiedam) - Rotterdam Westelijke Splitsing ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
193,,,,,1108.532,803,a,803,803_a,Delfzijl Stamlijn Havenschap,10,"10,000",11.1,"11,100",Dz-Dzh,Delfzijl - Delfzijl Haven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
194,,,,,6506.427,803,h,803,803_h,Delfzijl Stamlijn Havenschap,100.4,"100,400",106.9,"106,900",Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
195,,,,,1301.722,803,l,803,803_l,Delfzijl Stamlijn Havenschap,150,"150,000",151.3,"151,300",Dzsh-Dzmp,Delfzijl Stamlijn Havenschap - Delfzijl Metaalpark ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
196,,,,,531.971,803,m,803,803_m,Delfzijl Stamlijn Havenschap,160,"160,000",160.53,"160,530",Dzsh-Dzvw,Delfzijl Stamlijn Havenschap - Delfzijl Valgenweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
197,,,,,637.118,803,f,803,803_f,Delfzijl Stamlijn Havenschap,80,"80,000",80.63,"80,630",Dzsh-Ohm1,Delfzijl Stamlijn Havenschap - Oosterhorn Midden 1 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
198,,,,,106.727,803,g,803,803_g,Delfzijl Stamlijn Havenschap,90,"90,000",90.1,"90,100",Dzsh-Ohm2,Delfzijl Stamlijn Havenschap - Oosterhorn Midden 2 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
199,,,,,441.338,803,i,803,803_i,Delfzijl Stamlijn Havenschap,120,"120,000",120.44,"120,440",Dzsh-Ohm3,Delfzijl Stamlijn Havenschap - Oosterhorn Midden 3 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
200,,,,,400.658,803,j,803,803_j,Delfzijl Stamlijn Havenschap,130,"130,000",130.4,"130,400",Dzsh-Oho1,Delfzijl Stamlijn Havenschap - Oosterhorn Oost 1 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
201,,,,,483.623,803,k,803,803_k,Delfzijl Stamlijn Havenschap,140,"140,000",140.483,"140,483",Dzsh-Oho2,Delfzijl Stamlijn Havenschap - Oosterhorn Oost 2 ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
202,,,,,621.547,803,e,803,803_e,Delfzijl Stamlijn Havenschap,69.917,"69,917",70.539,"70,539",Dzsh-Ohw,Delfzijl Stamlijn Havenschap - Oosterhorn West ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
203,,,,,362.676,803,n,803,803_n,Delfzijl Stamlijn Havenschap,170,"170,000",170.364,"170,364",Dzvw-Dzvwi,Delfzijl Valgenweg - Delfzijl Valgenweg Industrie ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
204,,,,,7396.446,091,,91,091__,Den Dolder - Baarn,1.6,"1,600",9,"9,000",Dld-Brn,Den Dolder - Baarn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
205,,,,,99.998,509,b,509,509_b,Baarn,9,"9,000",9.1,"9,100",Dld-Brn,Den Dolder - Baarn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
206,,,,,100.9,530,a,530,530_a,Den Dolder,1.5,"1,500",1.6,"1,600",Dld-Brn,Den Dolder - Baarn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
207,,,,,652.875,564,d,564,564_d,Den Haag Binckhorst,100,"100,000",100.654,"100,654",Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
208,,,,,99.97,560,b,560,560_b,Den Haag Centraal,300.2,"300,200",300.3,"300,300",Gvc-Gv,Den Haag Centraal - Den Haag HS ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
209,,,,,204.401,564,f,564,564_f,Den Haag Binckhorst,300.3,"300,300",300.5,"300,500",Gvc-Gv,Den Haag Centraal - Den Haag HS ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
210,,,,,201.81,564,a,564,564_a,Den Haag Binckhorst,22.4,"22,400",22.6,"22,600",Laa-Gvc,Den Haag Laan van NOI - Den Haag Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
211,,,,,633.828,110,,110,110__,Den Haag Ypenburg - Leidschenveen,100.4,"100,400",101.035,"101,035",Ypb-Ldvn,Den Haag Ypenburg - Leidschenveen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
212,,,,,792.504,565,b,565,565_b,Leidschenveen,101.035,"101,035",101.827,"101,827",Ypb-Ldvn,Den Haag Ypenburg - Leidschenveen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
213,,,,,33935.668,073,,73,073__,Den Helder - Heerhugowaard,0.6,"0,600",34.5,"34,500",Hdr-Zd,Den Helder - Zaandam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
214,,,,,5707.102,074,,74,074__,Heerhugowaard - Alkmaar,35.6,"35,600",41.3,"41,300",Hdr-Zd,Den Helder - Zaandam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
215,,,,,14523.65,075,,75,075__,Alkmaar - Uitgeest,42.7,"42,700",57.2,"57,200",Hdr-Zd,Den Helder - Zaandam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
216,,,,,11213.078,078,,78,078__,Uitgeest - Zaandam,58.4,"58,400",69.6,"69,600",Hdr-Zd,Den Helder - Zaandam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
217,,,,,1203.44,522,b,522,522_b,Uitgeest,57.2,"57,200",58.4,"58,400",Hdr-Zd,Den Helder - Zaandam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
218,,,,,2002.626,524,b,524,524_b,Zaandam,69.6,"69,600",71.6,"71,600",Hdr-Zd,Den Helder - Zaandam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
219,,,,,1101.596,619,,619,619__,Heerhugowaard,34.5,"34,500",35.6,"35,600",Hdr-Zd,Den Helder - Zaandam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
220,,,,,1406.156,620,,620,620__,Alkmaar,41.3,"41,300",42.7,"42,700",Hdr-Zd,Den Helder - Zaandam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
221,,,,,1138.563,817,f,817,817_f,Vlissingen Sloehaven,210.062,"210,062",211.2,"211,200",Dmkw-Eglw,Denemarkenweg - Engelandweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
222,,,,,2499.05,817,j,817,817_j,Vlissingen Sloehaven,500,"500,000",502.5,"502,500",Dmkw-Eupww,Denemarkenweg - Europaweg West ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
223,,,,,3001.502,019,,19,019__,Wierden - Almelo,34.2,"34,200",37.2,"37,200",Dv-Aml,Deventer - Almelo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
224,,,,,30408.426,024,,24,024__,Deventer - Wierden,2.8,"2,800",33.2,"33,200",Dv-Aml,Deventer - Almelo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
225,,,,,199.59,503,a,503,503_a,Deventer,2.6,"2,600",2.8,"2,800",Dv-Aml,Deventer - Almelo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
226,,,,,999.095,605,,605,605__,Wierden,33.2,"33,200",34.2,"34,200",Dv-Aml,Deventer - Almelo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
227,,,,,423.968,606,b,606,606_b,Almelo,37.2,"37,200",37.623,"37,623",Dv-Aml,Deventer - Almelo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
228,,,,,20418.371,209,,209,209__,Dieren - Apeldoorn,0.6,"0,600",21,"21,000",Dr-Apd,Dieren - Apeldoorn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
229,,,,,305.475,608,a,608,608_a,Apeldoorn,21,"21,000",21.3,"21,300",Dr-Apd,Dieren - Apeldoorn ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
230,,,,,5709.719,805,a,805,805_a,Dordrecht Zeehaventerrein,100,"100,000",105.7,"105,700",Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
231,,,,,1306.471,810,b,810,810_b,Dordrecht Industrieterrein Aansl. De Staart,100,"100,000",101.3,"101,300",Ddri-Ddrbhh,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Baanhoekhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
232,,,,,908.085,810,c,810,810_c,Dordrecht Industrieterrein Aansl. De Staart,200,"200,000",200.9,"200,900",Ddri-Ddrgvl,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Grevelingenweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
233,,,,,421.32,805,e,805,805_e,Dordrecht Zeehaventerrein,700,"700,000",700.4,"700,400",Ddrz-Ddrjh,Dordrecht Zeehaventerrein - Dordrecht Julianahaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
234,,,,,560.566,805,d,805,805_d,Dordrecht Zeehaventerrein,500,"500,000",500.56,"500,560",Ddrz-Ddrkw,Dordrecht Zeehaventerrein - Dordrecht Kreckweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
235,,,,,709.391,805,b,805,805_b,Dordrecht Zeehaventerrein,600,"600,000",600.7,"600,700",Ddrz-Ddrmg,Dordrecht Zeehaventerrein - Dordrecht Malle Gat ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
236,,,,,750.293,144,b,144,144_b,Duivendrecht - Amsterdam Riekerpolder,300.077,"300,077",300.833,"300,833",Dvaw-Asb,Duivendrecht Aansl. West - Amsterdam Bijlmer ArenA ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
237,,,,,253.14,535,b,535,535_b,Amsterdam Bijlmer Arena,302.1,"302,100",302.344,"302,344",Dvaw-Asb,Duivendrecht Aansl. West - Amsterdam Bijlmer ArenA ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
