ID,VERSIE,OBJECTTYPE,OBJECTCODE,NIVEAU,LENGTE,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,KMLINT,KMLINT_OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,SE_ANNO_CAD_DATA,Shape__Length
52,,,,,2305.157,588,,588,588__,Amsterdam Dijksgracht,0.869,"0,869",3.2,"3,200",Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
53,,,,,2201.827,608,b,608,608_b,Apeldoorn,87,"87,000",89.2,"89,200",Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
54,,,,,1004.442,612,b,612,612_b,Barneveld Noord,60.3,"60,300",61.3,"61,300",Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
55,,,,,1478.995,490,d,490,490_d,Amsterdam Houtrakpolder (gebied),150,"150,000",151.467,"151,467",Hrp-Hrtl,Amsterdam Houtrakpolder - Havenbedrijf Rietlanden ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
56,,,,,1551.229,096,b,96,096_b,Amsterdam Muiderpoort - Duivendrecht,104.3,"104,300",105.854,"105,854",Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
57,,,,,702.338,526,b,526,526_b,Amsterdam Muiderpoort,103.6,"103,600",104.3,"104,300",Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
58,,,,,1359.934,485,e,485,485_e,Amsterdam Hemhaven (gebied),150,"150,000",151.36,"151,360",Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
59,,,,,28488.995,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,8.505,"8,505",37,"37,000",Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
60,,,,,3000.231,145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,54.1,"54,100",57.1,"57,100",Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
61,,,,,3502.782,523,a,523,523_a,Amsterdam Sloterdijk,50.6,"50,600",54.1,"54,100",Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
62,,,,,399.415,525,a,525,525_a,Amsterdam Singelgracht Aansl.,50.2,"50,200",50.6,"50,600",Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
63,,,,,1416.707,558,a,558,558_a,Amsterdam Riekerpolder,57.1,"57,100",58.505,"58,505",Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
64,,,,,12091.7,084,,84,084__,Amsterdam Sloterdijk - Haarlem,4.1,"4,100",16.2,"16,200",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
65,,,,,23023.257,085,,85,085__,Haarlem - Warmond,18.2,"18,200",41.2,"41,200",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
66,,,,,9700.659,104,,104,104__,Leiden Centraal - Den Haag Mariahoeve,47,"47,000",56.7,"56,700",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
67,,,,,16624.201,112,,112,112__,Den Haag HS - Schiedam Centrum,62.4,"62,400",79,"79,000",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
68,,,,,1701.678,146,,146,146__,Warmond - Leiden Centraal,42.8,"42,800",44.5,"44,500",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
69,,,,,2026.31,527,c,527,527_c,Haarlem,16.2,"16,200",18.2,"18,200",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
70,,,,,2500.24,534,b,534,534_b,Leiden Centraal,44.5,"44,500",47,"47,000",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
71,,,,,1998.28,536,,536,536__,Den Haag HS,60.4,"60,400",62.4,"62,400",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
72,,,,,1803.686,539,,539,539__,Schiedam Centrum,79,"79,000",80.8,"80,800",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
73,,,,,1655.45,540,d,540,540_d,Rotterdam Westelijke Splitsing,80.8,"80,800",82.5,"82,500",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
74,,,,,1916.905,555,,555,555__,Rotterdam Centraal,82.5,"82,500",84.425,"84,425",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
75,,,,,1603.553,559,,559,559__,Warmond,41.2,"41,200",42.8,"42,800",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
76,,,,,2004.607,561,,561,561__,Den Haag Laan van NOI,57.8,"57,800",59.8,"59,800",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
77,,,,,1109.688,563,,563,563__,Den Haag Mariahoeve,56.7,"56,700",57.8,"57,800",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
78,,,,,599.361,564,c,564,564_c,Den Haag Binckhorst,59.8,"59,800",60.4,"60,400",Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
79,,,,,499.575,081,,81,081__,Zaandam - Amsterdam Singelgracht Aansl.,74.3,"74,300",74.8,"74,800",Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
80,,,,,2850.114,486,b,486,486_b,Amsterdam Westhaven (gebied),74.8,"74,800",77.7,"77,700",Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
81,,,,,2127.423,525,b,525,525_b,Amsterdam Singelgracht Aansl.,77.7,"77,700",79.8,"79,800",Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
82,,,,,1896.987,586,,586,586__,Amsterdam Centraal,79.8,"79,800",81.7,"81,700",Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
83,,,,,1400.295,485,d,485,485_d,Amsterdam Hemhaven (gebied),100,"100,000",101.4,"101,400",Awhv-Chv,Amsterdam Westhaven (gebied) - Amsterdam Coenhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
84,,,,,498.69,523,f,523,523_f,Amsterdam Sloterdijk,1.3,"1,300",1.8,"1,800",Awhv-Ass,Amsterdam Westhaven (gebied) - Amsterdam Sloterdijk ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
85,,,,,5688.954,486,c,486,486_c,Amsterdam Westhaven (gebied),200.017,"200,017",205.725,"205,725",Awhv-Asho,Amsterdam Westhaven (gebied) - Amsterdam Sloterdijk Noord Hornweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
86,,,,,706.632,486,f,486,486_f,Amsterdam Westhaven (gebied),350,"350,000",350.7,"350,700",Awhv-Awhvh,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Hornhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
87,,,,,334.405,486,k,486,486_k,Amsterdam Westhaven (gebied),500,"500,000",500.34,"500,340",Awhv-Awhvmh,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Mainhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
88,,,,,1022.904,486,e,486,486_e,Amsterdam Westhaven (gebied),300,"300,000",301.023,"301,023",Awhv-Awhvm,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Maltaweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
89,,,,,247.598,486,r,486,486_r,Amsterdam Westhaven (gebied),625,"625,000",625.25,"625,250",Awhv-Awhvtma,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Maltaweg Aansluiting ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
90,,,,,1451.35,486,d,486,486_d,Amsterdam Westhaven (gebied),250,"250,000",251.45,"251,450",Awhv-Awhvsh,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Sonthaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
91,,,,,1540.111,486,a,486,486_a,Amsterdam Westhaven (gebied),0,"0,000",1.54,"1,540",Awhv-Awhvs,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Suezhaven ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
92,,,,,34981.174,787,,787,787__,Hazeldonk Grens - Noorderkempen (B),48.8,"48,800",83.781,"83,781",Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
93,,,,,12895.459,023,,23,023__,Apeldoorn - Deventer,1.1,"1,100",14,"14,000",Apd-Dv,Apeldoorn - Deventer ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
94,,,,,300.748,503,b,503,503_b,Deventer,14,"14,000",14.3,"14,300",Apd-Dv,Apeldoorn - Deventer ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
95,,,,,7704.113,041,,41,041__,Arnhem - Elst,0.5,"0,500",8.2,"8,200",Ah-Vl,Arnhem - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
96,,,,,4608.473,044,,44,044__,Ressen=Bemmel - Nijmegen,11.6,"11,600",16.2,"16,200",Ah-Vl,Arnhem - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
97,,,,,16100.138,049,,49,049__,Nijmegen - Beugen,18.6,"18,600",34.7,"34,700",Ah-Vl,Arnhem - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
98,,,,,38076.189,052,,52,052__,Beugen - Blerick,36.4,"36,400",74.4,"74,400",Ah-Vl,Arnhem - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
99,,,,,2299.679,510,b,510,510_b,Elst,8.2,"8,200",10.5,"10,500",Ah-Vl,Arnhem - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
100,,,,,1102.55,512,a,512,512_a,Ressen = Bemmel,10.5,"10,500",11.6,"11,600",Ah-Vl,Arnhem - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
101,,,,,2396.909,514,a,514,514_a,Nijmegen,16.2,"16,200",18.6,"18,600",Ah-Vl,Arnhem - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
102,,,,,1106.894,516,b,516,516_b,Blerick,74.4,"74,400",75.5,"75,500",Ah-Vl,Arnhem - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
103,,,,,1701.117,756,,756,756__,Beugen,34.7,"34,700",36.4,"36,400",Ah-Vl,Arnhem - Venlo ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
104,,,,,27751.741,018,,18,018__,Deventer - Zwolle,44.4,"44,400",72.1,"72,100",Ah-Zl,Arnhem - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
105,,,,,10740.965,030,,30,030__,Zutphen - Deventer,29.9,"29,900",40.6,"40,600",Ah-Zl,Arnhem - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
106,,,,,11457.768,033,,33,033__,Dieren - Zutphen,15,"15,000",26.4,"26,400",Ah-Zl,Arnhem - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
107,,,,,13644.83,034,,34,034__,Velperbroek Aansl. - Dieren,0.3,"0,300",13.9,"13,900",Ah-Zl,Arnhem - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
108,,,,,3811.683,503,c,503,503_c,Deventer,40.6,"40,600",44.4,"44,400",Ah-Zl,Arnhem - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
109,,,,,101.102,603,b,603,603_b,Zwolle,72.1,"72,100",72.2,"72,200",Ah-Zl,Arnhem - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
110,,,,,3506.503,609,,609,609__,Zutphen,26.4,"26,400",29.9,"29,900",Ah-Zl,Arnhem - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
111,,,,,1107.201,610,,610,610__,Dieren,13.9,"13,900",15,"15,000",Ah-Zl,Arnhem - Zwolle ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
112,,,,,297.183,437,b,437,437_b,Arnhem Goederenstation - Velperbroek Aansl.,100,"100,000",100.3,"100,300",Ahg-Ahi,Arnhem Goederenstation - Arnhem Industrie ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
113,,,,,1910.436,858,,858,858__,Arnhem Gem. Stamlijn,100.3,"100,300",102.2,"102,200",Ahg-Ahi,Arnhem Goederenstation - Arnhem Industrie ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
114,,,,,199.165,507,c,507,507_c,Velperbroek Aansl.,201.3,"201,300",201.5,"201,500",Ahg-IJbw,Arnhem Goederenstation - IJsselbrug Westervoort Westzijde ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
115,,,,,1302.892,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,0,"0,000",1.3,"1,300",Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
116,,,,,198.661,507,a,507,507_a,Velperbroek Aansl.,1.3,"1,300",1.5,"1,500",Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
117,,,,,399.555,490,g,490,490_g,Amsterdam Houtrakpolder (gebied),200,"200,000",200.4,"200,400",Aslhw-Nzlw,Australiëhavenweg - Nieuw-Zeelandweg ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
118,,,,,4298.555,852,a,852,852_a,Axel Axelse Vlakte,156.435,"156,435",160.742,"160,742",Axa-Axi,Axel Aansl. - Axel Industrie ,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,,0
