FID,id,jaar,soortnaam_opname,soortnaam_uniform,datum,x,y,tijd,substraat,lengte__m_,breedte__m_,oppervlak__m2__1,naam_waterlichaam,deelwaterlichaam,waterlochaam_code,gdb_geomattr_data,shape
biezen_2019.1105,2019-090,2019,Schoenoplectus triqueter,Schoenoplectus triqueter,2019-09-09T00:00:00,114129,424166,13:40:50,slik,,,300,Boven- en Beneden Merwede,Sliedrechtse Biesbosch,NL94_3,,POINT (114129 424166)
biezen_2019.1106,2019-090,2019,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2019-09-09T00:00:00,114129,424166,13:40:50,slik,,,100,Boven- en Beneden Merwede,Sliedrechtse Biesbosch,NL94_3,,POINT (114129 424166)
biezen_2019.1107,2019-090,2019,Schoenoplectus lacustris,Schoenoplectus lacustris,2019-09-09T00:00:00,114129,424166,13:40:50,slik,,,5,Boven- en Beneden Merwede,Sliedrechtse Biesbosch,NL94_3,,POINT (114129 424166)
biezen_2019.1108,2019-091,2019,Schoenoplectus triqueter,Schoenoplectus triqueter,2019-09-09T00:00:00,114239,424109,13:49:30,slik,,,600,Boven- en Beneden Merwede,Sliedrechtse Biesbosch,NL94_3,,POINT (114239 424109)
biezen_2019.1109,2019-091,2019,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2019-09-09T00:00:00,114239,424109,13:49:30,slik,,,50,Boven- en Beneden Merwede,Sliedrechtse Biesbosch,NL94_3,,POINT (114239 424109)
biezen_2019.1110,2019-092,2019,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2019-09-09T00:00:00,114805,424006,13:53:11,slik,,,30,Boven- en Beneden Merwede,Sliedrechtse Biesbosch,NL94_3,,POINT (114805 424006)
biezen_2019.1111,2019-093,2019,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2019-09-09T00:00:00,114575,423968,13:56:20,slik,,,200,Boven- en Beneden Merwede,Sliedrechtse Biesbosch,NL94_3,,POINT (114575 423968)
biezen_2019.1112,2019-094,2019,Schoenoplectus lacustris,Schoenoplectus lacustris,2019-09-09T00:00:00,110430,424390,14:59:43,stortsteen,2,1,2,Boven- en Beneden Merwede,Sliedrechtse Biesbosch,NL94_3,,POINT (110430 424390)
biezen_2019.1113,2019-100,2019,Bolboschoenus maritimus,Bolboschoenus maritimus/laticarpus,2019-09-10T00:00:00,114236,424918,08:05:26,slik,30,10,200,Boven- en Beneden Merwede,Sliedrechtse Biesbosch,NL94_3,,POINT (114236 424918)
biezen_2019.1114,2019-101,2019,Schoenoplectus x kuekenthalianus,Schoenoplectus x kuekenthalianus,2019-09-10T00:00:00,114007,424812,08:13:50,slik,1,1,1,Boven- en Beneden Merwede,Sliedrechtse Biesbosch,NL94_3,,POINT (114007 424812)
