MAST_NUMMER,ARMATUURTYPE_1,ARMATUURTYPE_2,ARMPLAATSINGSDATUM,LAMPPLAATSINGSDATUM,LAMPTYPENAAM
001 43331,2500 1xPLL36 E,,20071129000000,20181105000000,310036 PL-L 36W/830 4P MASTER
001 43332,Urbanstar BDS100DRW 18-3S LED,,20130701000000,20130701000000,LED 16W 3000K 1800lm
001 43333,2500 1xPLL24 E,,20040101000000,20181101000000,310024 PL-L 24W/830 4P MASTER
001 43334,2500 1xPLL24 E,,20120301000000,20181123000000,310024 PL-L 24W/830 4P MASTER
001 43336,2010 1xPLL 24 E,,20051001000000,20181008000000,310024 PL-L 24W/830 4P MASTER
001 43337,2500 1xPLL24 E,,19990101000000,20181023000000,310024 PL-L 24W/830 4P MASTER
001 43337W,LW-SRDS2 1200 LM 8A 730 DAME CC top 60,,20191126000000,20191126000000,LED 10W 3000K 1200lm
001 43338,ALTRA-2 1xPLL 36 E,,20071010000000,20181126000000,310036 PL-L 36W/830 4P MASTER
001 43339,2000 1x PLL24 E,,20130911000000,20181124000000,310024 PL-L 24W/830 4P MASTER
001 43340,ALTRA-2 1xPLL 36 E,,20141030000000,20181123000000,310036 PL-L 36W/830 4P MASTER
001 43343,ALTRA-2 1xPLL 36 E,,20071010000000,20181126000000,310036 PL-L 36W/830 4P MASTER
001 43344,VP1011 WW RAL-7036,,20181126000000,20181126000000,LED 16W 3000K 2000lm
001 43345,2500 1xPLL24 E,,20020201000000,20181126000000,310024 PL-L 24W/830 4P MASTER
001 43346,TECEO-1 40LED NW 350mA Akzo150 005AA,,20150826000000,20150826000000,LED 44W 4000K 6000lm - 5100lm
001 43347,LW-SRDS2 1600 LM 16A 730 DAME CC,,20200801000000,20200801000000,LED 13W 3000K 1600lm
001 43348,2500 1xPLL24 E,,20030501000000,20181129000000,310024 PL-L 24W/830 4P MASTER
001 43349,Urbanstar BDS100DRW 18-3S LED,,20130701000000,20130701000000,LED 16W 3000K 1800lm
001 43350,LW-SRDS2 2000 LM 16A 730 DAME CC,,20200801000000,20200801000000,LED 16W 3000K 2000lm
001 43351,TECEO-1 24LED NW 500mA Akzo150 005AA,TECEO-1 24LED NW 500mA Akzo150 005AA,20160701000000,20160701000000,LED 38W 4000K 4800lm - 4100lm
001 43352,ARAMIS 1xPLT 26 RAL9005,,20091127000000,20200129000000,360026 PL-T TOP 26W/830 4P
001 43353,2500 1xPLL24 E,,20020601000000,20181005000000,310024 PL-L 24W/830 4P MASTER
001 43354,Urbanstar BDS100DRW 23-3S LED,,20180901000000,20180901000000,LED 21W 3000K 2300lm
001 43356,ALTRA-2 1x PLL24 E,,20080415000000,20210106000000,310036 PL-L 36W/830 4P MASTER
001 43357,2550 1xPLL18/24 Iris,,20080101000000,20190308000000,310024 PL-L 24W/830 4P MASTER
001 43358,LW-SRDS2 1600 LM 16A 730 DAME CC,,20200801000000,20200801000000,LED 13W 3000K 1600lm
001 43359,2500 1xPLL24 E,,20081017000000,20181029000000,310024 PL-L 24W/830 4P MASTER
001 43360,OLYMPIA 2 1xCDO-TT 150,OLYMPIA 2 1xCDO-TT 150,20040801000000,20140815000000,220150 CDO-TT 150W/828 MASTER
001 43361,2500 1xPLL24 E,,20040701000000,20181101000000,310024 PL-L 24W/830 4P MASTER
001 43363,Evolo-2 CPO 140W dim,,20130412000000,20191126000000,260140 CPO-TW 140W/828 MASTER
001 43364,2650 Aurora 1xSON-T/SHP-TS 70 E,,20011001000000,20181011000000,220070 CDO-TT 070W/828 MASTER
001 43365,2500 1xPLL24 E,,20021001000000,20181004000000,310024 PL-L 24W/830 4P MASTER
001 43366,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20200801000000,20200801000000,LED 11W 3000K 1200lm
001 43367,2500 1xPLL24 E,,20051001000000,20181128000000,310024 PL-L 24W/830 4P MASTER
001 43368,HPS 100 CITYZEN 1xPLL24 HF,,20030701000000,20181115000000,310024 PL-L 24W/830 4P MASTER
001 43369,VP1011 WW RAL-7036,,20160901000000,20160901000000,LED 13W 3000K 1500lm
001 43370,2000 1x PLL24 E,,20130916000000,20180928000000,310024 PL-L 24W/830 4P MASTER
001 43371,2500 1xPLL24 E,,20120301000000,20181123000000,310024 PL-L 24W/830 4P MASTER
001 43372,HPS 100 CITYZEN 1xPLL24 HF,,20030701000000,20181115000000,310024 PL-L 24W/830 4P MASTER
001 43373,2500 1xPLL24 E,,20010401000000,20181119000000,310036 PL-L 36W/830 4P MASTER
001 43374,2500 1xPLL24 E,,19991101000000,20181126000000,310024 PL-L 24W/830 4P MASTER
001 43375,BDS711 Kegel 20LED 1800lm WW,,20170921000000,20170921000000,LED 16W 3000K 1800lm
001 43376,LW-SRDS2 1600 LM 16A 730 DAME CC,,20191001000000,20191001000000,LED 13W 3000K 1600lm
001 43377,2010 1xPLL 24 E,,20031201000000,20181002000000,310024 PL-L 24W/830 4P MASTER
001 43378,STARLIGHT 16LED WW 350mA 19w RAL9005 sym. 140mm,,20161228000000,20161228000000,LED 19W 3000K 2200m
001 43379,ALTRA-2 1x PLL24 E,,20080220000000,20181025000000,310024 PL-L 24W/830 4P MASTER
001 43380,Urbanstar BDS100DRW 12-3S LED,,20130701000000,20130701000000,LED 11W 3000K 1200lm
001 43381,2650 Aurora 1xSON-T/SHP-TS 100,2650 Aurora 1xSON-T/SHP-TS 100,20100601000000,20191128000000,220100 CDO-TT 100W/828 MASTER
001 43382,2500 1xPLL24 E,,20020201000000,20181123000000,310024 PL-L 24W/830 4P MASTER
001 43383,Hestia-1 Mini 24LED WW 350mA CLO DALI,,20150604000000,20150604000000,LED 28W 3000K 2520lm-2052lm
001 43384,LW-SRDS2 1600 LM 16A 730 DAME CC,,20181201000000,20181116000000,LED 13W 3000K 1600lm
001 43385,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20200801000000,20200801000000,LED 13W 3000K 1500lm
001 43386,2500 1xPLL24 E,,20050701000000,20181108000000,310024 PL-L 24W/830 4P MASTER
001 43387,Hestia-1 Mini 24LED WW 350mA CLO DALI,,20150522000000,20150522000000,LED 28W 3000K 2520lm-2052lm
001 43388,KFK LED2WELL 2150lm overeenkomst,,20180901000000,20180901000000,LED 19W 3000K 2150lm
001 43389,2010 1xPLL 24 E,,20051101000000,20181009000000,310024 PL-L 24W/830 4P MASTER
001 43390,2500 1xPLL24 E,,20031101000000,20181101000000,310024 PL-L 24W/830 4P MASTER
001 43391,KFK LED2WELL 1600lm,,20171003000000,20170906000000,LED 15W 3000K 1600lm
001 43392,Urbanstar BDS100DRW 27-3S LED,,20170928000000,20170928000000,LED 24W 3000K 2800lm
001 43393,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20191001000000,20191001000000,LED 13W 3000K 1500lm
001 43394,2010 1xPLL 24 E,,20051101000000,20181008000000,310024 PL-L 24W/830 4P MASTER
001 43395,2500 1xPLL24 E,,20011101000000,20181119000000,310024 PL-L 24W/830 4P MASTER
001 43396,2500 1xPLL24 E,,20030901000000,20181008000000,310024 PL-L 24W/830 4P MASTER
001 43397,2650 Aurora 1xSON-T/SHP-TS 100,,20131106000000,20181004000000,220070 CDO-TT 070W/828 MASTER
001 43398,LW-SRDS2 1200 LM 8A 730 DAME CC top 60,,20200801000000,20200801000000,LED 10W 3000K 1200lm
001 43399,LW-SRDS2 1200 LM 8A 730 DAME CC top 60,,20200801000000,20200801000000,LED 10W 3000K 1200lm
001 43401,2500 1xPLL24 E,,19951201000000,20181106000000,310024 PL-L 24W/830 4P MASTER
001 43402,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20200801000000,20200801000000,LED 11W 3000K 1200lm
001 43403,2500 1xPLL24 C,,20020501000000,20191120000000,PL-L 24W/840 4P + S10 MASTER
001 43404,LW-SRDS2 1600 LM 16A 730 DAME CC,,20201023000000,20201023000000,LED 13W 3000K 1600lm
001 43405,2500 1xPLL36 E,,20040101000000,20180928000000,310024 PL-L 24W/830 4P MASTER
001 43406,2500 1xPLL24 E,,20070715000000,20181107000000,310036 PL-L 36W/830 4P MASTER
001 43407,Urbanstar BDS100DRW 12-3S LED,,20130701000000,20130701000000,LED 11W 3000K 1200lm
001 43409,2500 1xPLL24 E,,20030901000000,20181001000000,310024 PL-L 24W/830 4P MASTER
001 43411,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20180901000000,20180901000000,LED 13W 3000K 1500lm
001 43412,Evolo-2 CPO 60W dim,,20130412000000,20191120000000,260060 CPO-TW 060W/728 MASTER
001 43413,2650 Aurora 1xSON-T/SHP-TS 70 E,,20061101000000,20181120000000,220070 CDO-TT 070W/828 MASTER
001 43414,2500 1xPLL24 E,,20001201000000,20181030000000,310024 PL-L 24W/830 4P MASTER
001 43415,LW-SRDS2 1200 LM 8A 730 DAME CC top 60,,20180901000000,20180901000000,LED 10W 3000K 1200lm
001 43417,LW-SRDS2 2000 LM 16A 730 DAME CC,,20181201000000,20181106000000,LED 16W 3000K 2000lm
001 43418,Urbanstar BDS100DRW 18-3S LED,,20170928000000,20170928000000,LED 16W 3000K 1800lm
001 43419,2660 Aurora 1xCDO-TT 70,,20110426000000,20181004000000,220070 CDO-TT 070W/828 MASTER
001 43420,2500 1xPLL24 E,,20060615000000,20181123000000,310024 PL-L 24W/830 4P MASTER
001 43421,2500 1xPLL24 E,,20030901000000,20181005000000,310024 PL-L 24W/830 4P MASTER
001 43422,BGP630 GRN 2200/WW PSD IP65 .... D9 SRG10 350mA,,20151228000000,20151228000000,LED 22W 3000K 2200lm
001 43423,LW-SRDS2 1600 LM 16A 730 DAME CC,,20200801000000,20200801000000,LED 13W 3000K 1600lm
001 43424,BGP615 LW10 LED12 4S/amber,,20210325000000,20210325000000,LED 12W Amber 1200lm
001 43426,ALTRA-2 1x PLL24 E,,20080220000000,20200330000000,310024 PL-L 24W/830 4P MASTER
001 43427,2310 2xPLL24 EVSA RAL9005,,19971201000000,20181110000000,310024 PL-L 24W/830 4P MASTER
001 43428,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20201023000000,20201023000000,LED 11W 3000K 1200lm
001 43429,2500 1xPLL24 E,,19990501000000,20181030000000,310024 PL-L 24W/830 4P MASTER
001 43430,2010 1xPLL 24 E,,20051001000000,20181008000000,310024 PL-L 24W/830 4P MASTER
001 43431,2010 1xPLL 24 E,,20011101000000,20181110000000,310024 PL-L 24W/830 4P MASTER
001 43432,Urbanstar BDS100DRW 27-3S LED,,20130701000000,20130701000000,LED 24W 3000K 2800lm
001 43433,KFK LED2WELL 1600lm overeenkomst,,20180901000000,20180901000000,LED 13W 3000K 1600lm
001 43434,LW-SRDS2 1600 LM 16A 730 DAME CC,,20181201000000,20181116000000,LED 13W 3000K 1600lm
001 43436,2000 1x PLL24 E,,20040701000000,20181126000000,310024 PL-L 24W/830 4P MASTER
001 43437,ALTRA-2 1xPLL 36 E,,20071010000000,20181126000000,310036 PL-L 36W/830 4P MASTER
001 43438,2010 1xPLL 24 E,,20051101000000,20181009000000,310024 PL-L 24W/830 4P MASTER
001 43439,Citea midi 1xCDM-T 70W,,20031201000000,20200130000000,200070 CDM-T 70W/930 Mast.elit
001 43440,2500 1xPLL36 E,,20021101000000,20181029000000,310036 PL-L 36W/830 4P MASTER
001 43441,LW-SRDS2 1600 LM 16A 730 DAME CC,,20181201000000,20181115000000,LED 13W 3000K 1600lm
001 43442,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20200801000000,20200801000000,LED 11W 3000K 1200lm
001 43443,TECEO-1 32LED NW 500mA Akzo150 005AA,TECEO-1 32LED NW 500mA Akzo150 005AA,20160701000000,20160701000000,LED 51W 4000K 6400lm - 5500lm
001 43444,Urbanstar BDS100DRW 18-3S LED,,20130701000000,20130701000000,LED 16W 3000K 1800lm
001 43445,2310 1xPLL24 E,,20050815000000,20181112000000,310024 PL-L 24W/830 4P MASTER
001 43446,MATLN ANWB BEWEGWIJZERBORD NW,MATLN ANWB BEWEGWIJZERBORD NW,20021201000000,20191127000000,390058 TLD 58W/840
001 43446,MATLN ANWB BEWEGWIJZERBORD NW,MATLN ANWB BEWEGWIJZERBORD NW,20021201000000,20191127000000,391058 TL-D Xtreme 58W/840
001 43446,MATLN ANWB BEWEGWIJZERBORD NW,MATLN ANWB BEWEGWIJZERBORD NW,20021201000000,20191128000000,391058 TL-D Xtreme 58W/840
001 43447,HPS 100 CITYZEN 1xPLL24 HF,,20030701000000,20181113000000,310024 PL-L 24W/830 4P MASTER
001 43448,ARC 80 2680 1x CDO-TT 100W,ALTRA-2 1xPLL 36 E,20110420000000,20191120000000,220100 CDO-TT 100W/828 MASTER
001 43448,ARC 80 2680 1x CDO-TT 100W,ALTRA-2 1xPLL 36 E,20110420000000,20181024000000,310036 PL-L 36W/830 4P MASTER
001 43450,Urbanstar BDS100DRW 18-3S LED,,20130701000000,20130701000000,LED 16W 3000K 1800lm
001 43451,FGS 103 1xPLL 24 E,,20021001000000,20181119000000,310024 PL-L 24W/830 4P MASTER
001 43452,Piano-Mini 24 LED .... NW 350mA,,20130701000000,20130701000000,LED 24W 4000K 3530lm
001 43453,ALTRA-2 1x PLL24 E,,20080415000000,20181126000000,310024 PL-L 24W/830 4P MASTER
001 43454,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20191001000000,20191001000000,LED 11W 3000K 1200lm
001 43455,Citea midi 1xCDM-T 35 C,,20040701000000,20200130000000,200035 CDM-T35W/930 Mast.elite
001 43457,ALTRA-2 1x PLL24 E,,20071010000000,20181127000000,310024 PL-L 24W/830 4P MASTER
001 43458,TECEO-1 40LED NW 350mA Akzo150 005AA,,20150826000000,20150826000000,LED 44W 4000K 6000lm - 5100lm
001 43459,2010 1xPLL 24 E,,19960501000000,20181108000000,310024 PL-L 24W/830 4P MASTER
001 43460,Urbanstar BDS100DRW 23-3S LED,,20130701000000,20130701000000,LED 21W 3000K 2300lm
001 43461,KFK LED2WELL 1800lm overeenkomst,,20180901000000,20180901000000,LED 16W 3000K 1800lm
001 43463,ALTRA-2 1x PLL24 E,,20080414000000,20181130000000,310024 PL-L 24W/830 4P MASTER
001 43465,LW-SRDS2 1600 LM 16A 730 DAME CC,,20181001000000,20181001000000,LED 13W 3000K 1600lm
001 43466,2500 1xPLL 36 E Dynadimmer,,20110426000000,20181224000000,310036 PL-L 36W/830 4P MASTER
001 43467,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20200801000000,20200801000000,LED 11W 3000K 1200lm
001 43468,2500 1xPLL24 E,,20040101000000,20181101000000,310024 PL-L 24W/830 4P MASTER
001 43469,2500 1xPLL36 E,,20071010000000,20181128000000,310036 PL-L 36W/830 4P MASTER
001 43470,LW-SRDS2 2000 LM 16A 730 DAME CC,,20180901000000,20180901000000,LED 16W 3000K 2000lm
001 43471,ALTRA-2 1xPLL 36 E,,20071010000000,20181126000000,310036 PL-L 36W/830 4P MASTER
001 43473,2000 1x PLL24 E,,20080415000000,20181130000000,310024 PL-L 24W/830 4P MASTER
001 43474,Urbanstar BDS100DRW 12-3S LED,,20150905000000,20150905000000,LED 11W 3000K 1200lm
001 43475,Urbanstar BDS100DRW 23-3S LED,,20130701000000,20130701000000,LED 21W 3000K 2300lm
001 43476,LW-SRDS2 1200 LM 8A 730 DAME CC top 60,,20181001000000,20181001000000,LED 10W 3000K 1200lm
001 43477,ALTRA-2 1xPLL 36 E,,20141030000000,20181123000000,310036 PL-L 36W/830 4P MASTER
001 43478,BDP102 GRN15 / 830 DRW PCC SI CLO D9 SRG10,,20200801000000,20200801000000,LED 13W 3000K 1500lm
001 43479,ALTRA-2 1x PLL24 E,,20120701000000,20181025000000,310024 PL-L 24W/830 4P MASTER
001 43480,Ampera Mini 24LED 5068 WW 500mA 003A7,,20171002000000,20180110000000,LED 38W 3000K 4900lm - 4000lm
001 43481,ALTRA-2 1x PLL24 E,,20080415000000,20181127000000,310024 PL-L 24W/830 4P MASTER
001 43483,2650 Aurora 1xSON-T/SHP-TS 70 E,,20011001000000,20181012000000,220070 CDO-TT 070W/828 MASTER
001 43485,2500 1xPLL24 E,,20011001000000,20181119000000,310024 PL-L 24W/830 4P MASTER
001 43486,2500 1xPLL24 E,,20160321000000,20181107000000,310024 PL-L 24W/830 4P MASTER
001 43487,TECEO-1 40LED NW 350mA Akzo150 005AA,,20150130000000,20150130000000,LED 44W 4000K 6000lm - 5100lm
001 43488,TECEO-1 40LED NW 350mA Akzo150 005AA,,20150826000000,20150826000000,LED 44W 4000K 6000lm - 5100lm
001 43489,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20200801000000,20200801000000,LED 11W 3000K 1200lm
001 43490,Urbanstar BDS100DRW 23-3S LED,,20110601000000,20130701000000,LED 21W 3000K 2300lm
001 43491,Urbanstar BDS100DRW 18-3S LED,,20171124000000,20171124000000,LED 16W 3000K 1800lm
001 43492,Citea midi 5137 40LED 44W 350mA RAL 5003,Citea midi 5137 40LED 44W 350mA RAL 5003,20170905000000,20170905000000,LED 44W 3000K 5600lm - 4700lm
001 43493,ALTRA-2 1xPLL 36 E,,20140207000000,20181122000000,310036 PL-L 36W/830 4P MASTER
001 43494,2500 1xPLL24 E,,20011001000000,20181122000000,310024 PL-L 24W/830 4P MASTER
001 43495,2000 1x PLL24 E,,20150901000000,20181110000000,310024 PL-L 24W/830 4P MASTER
001 43496,2500 1xPLL24 E,,20050301000000,20181109000000,310024 PL-L 24W/830 4P MASTER
001 43497,LW-SRDS2 2000 LM 16A 730 DAME CC,,20181201000000,20181109000000,LED 16W 3000K 2000lm
001 43498,2500 1xPLL24 E,,20031101000000,20191224000000,310024 PL-L 24W/830 4P MASTER
001 43499,2500 1xPLL24 E,,20021001000000,20181119000000,310024 PL-L 24W/830 4P MASTER
001 43500,Piano-Mini 16 LED.... WW 350mA,,20150905000000,20150905000000,LED 19W 3000K 2200m
001 43501,LW-SRDS2 1200 LM 8A 730 DAME CC top 60,,20200821000000,20200821000000,LED 10W 3000K 1200lm
001 43502,ALTRA-2 1x PLL24 E,,20071010000000,20181127000000,310024 PL-L 24W/830 4P MASTER
001 43503,2500 1xPLL24 E,,20031001000000,20190104000000,310024 PL-L 24W/830 4P MASTER
001 43504,LW-SRDS2 2000 LM 16A 730 DAME CC,,20200801000000,20200801000000,LED 16W 3000K 2000lm
001 43505,2500 1xPLL24 E,,20021001000000,20181005000000,310024 PL-L 24W/830 4P MASTER
001 43506,2500 1xPLL24 E,,20000201000000,20181001000000,310024 PL-L 24W/830 4P MASTER
001 43507,2500 1xPLL24 E,,20000201000000,20181105000000,310024 PL-L 24W/830 4P MASTER
001 43508,KIO 1X PLL 24  EVSA,,20090513000000,20181003000000,310024 PL-L 24W/830 4P MASTER
001 43509,Urbanstar BDS100DRW 12-3S LED,,20150905000000,20150905000000,LED 11W 3000K 1200lm
001 43510,2500 1xPLL24 E,,20070412000000,20181109000000,310024 PL-L 24W/830 4P MASTER
001 43511,LW-SRDS2 1600 LM 16A 730 DAME CC,,20181201000000,20181116000000,LED 13W 3000K 1600lm
001 43512,2000 1x PLL24 E,,20160210000000,20181113000000,310024 PL-L 24W/830 4P MASTER
001 43514,KFK LED2WELL 1600lm,,20151228000000,20151228000000,LED 15W 3000K 1600lm
001 43516,2500 1xPLL24 E,,20011115000000,20181109000000,310024 PL-L 24W/830 4P MASTER
001 43517,BDS711 Kegel 12LED 1400lm WW,,20170921000000,20170921000000,LED 13W 3000K 1400lm
001 43520,2500 1xPLL24 E,,20030901000000,20181005000000,310024 PL-L 24W/830 4P MASTER
001 43521,2010 1xPLL 24 E,,20050701000000,20181108000000,310024 PL-L 24W/830 4P MASTER
001 43522,2500 1xPLL24 E,,19981201000000,20181126000000,310024 PL-L 24W/830 4P MASTER
001 43523,HPS 100 CITYZEN 1xPLL24 HF,,20030701000000,20200507000000,310024 PL-L 24W/830 4P MASTER
001 43524,LW-SRDS2 1600 LM 16A 730 DAME CC,,20200801000000,20200801000000,LED 13W 3000K 1600lm
001 43525,Urbanstar BDS100DRW 18-3S LED,,20130701000000,20130701000000,LED 16W 3000K 1800lm
001 43526,2500 1xPLL24 E,,20031101000000,20181101000000,310024 PL-L 24W/830 4P MASTER
001 43527,ALTRA-2 1x PLL24 E,,20080415000000,20181129000000,310024 PL-L 24W/830 4P MASTER
001 43528,FGS 103 1xPLL 24 E,,20021001000000,20181119000000,310024 PL-L 24W/830 4P MASTER
001 43529,2500 1xPLL24 E,,20120301000000,20181120000000,310024 PL-L 24W/830 4P MASTER
001 43531,2500 1xPLL24 E,,20030901000000,20181005000000,310024 PL-L 24W/830 4P MASTER
001 43532,LW-SRDS2 2000 LM 16A 730 DAME CC,,20181030000000,20181030000000,LED 16W 3000K 2000lm
001 43533,2500 1xPLL24 E,,20070412000000,20181109000000,310024 PL-L 24W/830 4P MASTER
001 43534,Ampera Midi 32LED WW 350mA 003A0,Ampera Midi 32LED WW 350mA 003A0,20180426000000,20180426000000,LED 36W 3000K 4800lm
001 43536,BDP102 GRN15 / 830 DS PCC SI CLO D9 SRG10,,20180901000000,20180901000000,LED 13W 3000K 1500lm
001 43537,2000 1x PLL24 E,,20110131000000,20181202000000,310024 PL-L 24W/830 4P MASTER
001 43538,2000 1x PLL24 E,,20031201000000,20181101000000,310024 PL-L 24W/830 4P MASTER
001 43539,TECEO-1 24LED NW 700mA Akzo150 005AA,,20160701000000,20160701000000,LED 55W 4000K 6100lm - 5200lm
001 43541,2500 1xPLL24 E,,20011001000000,20181119000000,310024 PL-L 24W/830 4P MASTER
001 43542,HPS 100 CITYZEN 1xPLL24 HF,,20030401000000,20181115000000,310024 PL-L 24W/830 4P MASTER
001 43543,2500 1xPLL24 E,,20001201000000,20181105000000,310024 PL-L 24W/830 4P MASTER
001 43544,HPS 100 CITYZEN 1xPLL24 HF,,20121130000000,20181115000000,310024 PL-L 24W/830 4P MASTER
001 71777,2500 1xPLL36 E,,20010601000000,20181119000000,310036 PL-L 36W/830 4P MASTER
001 71779,2550 1xPLL18/24 Iris,,20090518000000,20181110000000,310024 PL-L 24W/830 4P MASTER
001 71781,BDP102 GRN12 / 830 DRW PCC SI CLO D9 SRG10,,20201023000000,20201023000000,LED 11W 3000K 1200lm
001 71783,Ampera Midi 32LED WW 500mA 005A1,,20160901000000,20160901000000,LED 51W 3000K 6000lm - 5100lm
001 71785,FGS 103 1xPLL 24 E,,20091113000000,20181110000000,310024 PL-L 24W/830 4P MASTER
001 71789,TECEO-1 48LED NW 500mA Akzo150 008AG,TECEO-1 48LED NW 500mA Akzo150 008AG,20021201000000,20130208000000,391058 TL-D Xtreme 58W/840
001 71789,TECEO-1 48LED NW 500mA Akzo150 008AG,TECEO-1 48LED NW 500mA Akzo150 008AG,20210318000000,20171002000000,LED 75W 4000K 10400lm - 8700lm
001 71793,LW-SRDS2 1200 LM 8A 730 DAME CC top 76,,20190805000000,20190805000000,LED 10W 3000K 1200lm
001 71794,2650 Aurora 1xSON-T/SHP-TS 70 E,,20080901000000,20181011000000,220070 CDO-TT 070W/828 MASTER
001 71797,Urbanstar BDS100DRW 12-3S LED,,20130701000000,20130701000000,LED 11W 3000K 1200lm
001 71798,Urbanstar BDS100DRW 27-3S LED,,20130701000000,20130701000000,LED 24W 3000K 2800lm
001 71799,ARAMIS 1xPLT 26 RAL9005,,20121031000000,20200129000000,360026 PL-T TOP 26W/830 4P
001 71800,ARAMIS 1xPLT 26 RAL9005,,20121031000000,20200129000000,360026 PL-T TOP 26W/830 4P
001 71802,2500 1xPLL24 E,,20140101000000,20140101000000,310024 PL-L 24W/830 4P MASTER
001 71806,SCALA MIDI 24 LED WW 350mA 2704lm,,20160719000000,20160719000000,LED 29W 3000K 2704lm
001 71807,Urbanstar BDS100DRW 14-3S LED,,20130601000000,20130601000000,LED 13W 3000K 1400lm
001 71808,Urbanstar BDS100DRW 12-3S LED,,20171003000000,20171003000000,LED 11W 3000K 1200lm
001 71810,FGS 103 1xPLL 24 E,,20010201000000,20181110000000,310024 PL-L 24W/830 4P MASTER
001 71812,Axia 2.1 WW 5167 8 led 690mA 2000lm,,20170921000000,20170921000000,LED 18W 3000K 2000lm
001 71813,Ampera Midi 32LED WW 350mA 003A0,,20180501000000,20180501000000,LED 36W 3000K 4800lm
001 71817,Mithra BDS150 12LED-HB WW,,20160127000000,20160127000000,LED 14W 3000K 1650lm
001 71820,Evolo-2 CPO 90W dim,,20141120000000,20191127000000,260090 CPO-TW 090W/728 MASTER
001 71821,NEOS 1 CDM-T35W 1659 RAL9023,,20120701000000,20200129000000,200035 CDM-T35W/930 Mast.elite
001 71822,NEOS 1 CDM-T35W 1659 RAL9023,,20120701000000,20200129000000,200035 CDM-T35W/930 Mast.elite
001 71823,VP1011 WW RAL-7036,VP1011 WW RAL-7036,20170526000000,20170526000000,LED 16W 3000K 2000lm
001 71823,VP1011 WW RAL-7036,VP1011 WW RAL-7036,20170526000000,20170625000000,LED 16W 3000K 2000lm
001 99993,LW-SRDS2 1600 LM 16A 730 DAME CC,,20190805000000,20190805000000,LED 13W 3000K 1600lm
001 99998,2010 1xPLL 24 E,,20050201000000,20181003000000,310024 PL-L 24W/830 4P MASTER
001A43322,ONBEKEND,,20150801000000,20150801000000,TOTAAL VERMOGEN 120W
001A43334,2500 1xPLL24 E,,20120301000000,20181123000000,310024 PL-L 24W/830 4P MASTER
001A43348,2500 1xPLL24 E,,20030201000000,20181129000000,310024 PL-L 24W/830 4P MASTER
001A43363,VOP 800x800mm L2 (voetganger) dubbelzijdig ,,20150301000000,20150301000000,LED 35W 4000K ????lm 560mA
001A43375,KFK LED2WELL 1600lm,,20170921000000,20170921000000,LED 15W 3000K 1600lm
